FREEDOM OF INFORMATION,,
MOD Requests to 03 February 2012,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
04-01-2012-134914-008,25/01/2012,Please provide copies of any Army Telex communications from 1-3 October 1975 relating to the Millfield incident.
04-01-2012-143316-001,01/02/2012,Please advise on the number of Army personnel found guilty of desertion by court martial in 2010.
04-01-2012-145734-009,01/02/2012,"Please provide copies of the original document(s) in which the term ""success"", as cited in the 2010/11 Annual Report/Accounts as one of the department's priorities in Afghanistan, is defined. "
04-01-2012-150755-010,01/02/2012,Please provide information and details on the proposed command structure for military personnel providing security in London and the UK during the Olympic Game 2012.
04-01-2012-151120-011,01/02/2012,"Please advise, and provide information and details, on MOD's internal nuclear regulator requirement for nuclear accident and incident reporting for MOD controlled sites. "
04-01-2012-153030-005,18/01/2012,"Please provide information and details to various questions regarding the HALO, Replica, Nightjar and Taranis technical demonstrator projects."
04-01-2012-155047-012,01/02/2012,"Please advise on whether any information is available on fighter projects carried out British Aerospace, Brough during the 1980s and 1990s. "
04-01-2012-160010-006,24/01/2012,"Please advise, and provide information and details on maintenance and staffing budgets for the Royal Air Force Aerobatic Team from 2007/2008, 2008/2009, 2009/2010,  2010/2011 and to date."
04-01-2012-165822-013,01/02/2012,"Please advise, and provide information and details, regarding the replacement of the current Red Arrow fleet."
04-01-2012-170359-014,01/02/2012,Please provide information and details on the sum MOD has paid to BAE Systems under the yellow book procurement rules for redundancies over the past decade.
05-01-2012-084045-001,31/01/2012,Please advise on MOD's awareness of non thermal microwave weapons used by the British military and other overseas security forces.
05-01-2012-093216-002,01/02/2012,"Please provide copies of all flight safety occurrence reports/air safety occurrence reports in the Aviation Safety Information Management System database containing any of the terms wind turbine, wind farm or windmill."
05-01-2012-093450-003,01/02/2012,"Please advise, and provide information and details, to various questions regarding the Atlantic Star campaign medal."
05-01-2012-094234-004,01/02/2012,Please advise on the accessibility and release of the retained file WO 336/25. 
05-01-2012-095044-006,02/02/2012,"Please advise, and provide information and details, on the number of occasions RAF quick reaction alert aircraft has been deployed to intercept Russian aircraft in 2011."
05-01-2012-101158-001,01/02/2012,Please provide a copies of all correspondence held by HQAC referring to the introduction of the Health & Safety Star Rating for Squadrons and its benefits. 
05-01-2012-103911-007,02/02/2012,"Please provide information and details on the date and province within Afghanistan, of each weapon launch. Please advise whether damage assessment had been carried out after each launch."
05-01-2012-104602-008,02/02/2012,"Please advise, and provide information and details, on the total amount spent by the Department since May 2010 on temporary cover for absent staff."
05-01-2012-105934-009,02/02/2012,Please provide copies of all media handling and 'lines to take' briefing materials on the sale of seventy-two Harrier aircraft to the US Marine Corps held by MOD's Press and Private Offices.
05-01-2012-110842-010,02/02/2012,"Please provide a copy of all submissions that were sent to ministers, along with all versions sent to the ministerial offices, about the sale of seventy-two Harrier aircraft to the US Marine Corps."
05-01-2012-145030-001,02/02/2012,"Please advise, and provide information and details, on RN sailors that have been caught /disciplined for drug abuse from October - September in 2007 - 2008, 2008 - 2009 and 2009 - 2010."
05-01-2012-145959-001,02/02/2012,"Please provide information and details on the negotiations held between MOD officials and BAE Systems concerning the 3,000 redundancies that were announced by the company in September."
05-01-2012-155727-002,31/01/2012,"Please provide copies of all correspondence between MOD, Dr Gordon Brown MP and Helen Eadie MSP since 1991 regarding radioactive contamination at Dalgety Bay, Fife. "
05-01-2012-160833-003,30/01/2012,Please provide information and details of the British Army's/MOD's current policy on the disclosure of information including outcomes relating to AGAI Chapter 67 investigations.  
05-01-2012-162933-004,27/01/2012,"Please advise on the accessibility and release of DEFE 64/69, DEFE 64/70, DEFE 64/71, DEFE 64/72, DEFE 63/73, DEFE 64/65 and DEFE 64/66 files at the National Archives."
06-01-2012-103510-001,02/02/2012,Please provide copies of all correspondence between Peter Luff (and/or his advisers/office) and representatives of Bell Pottinger since May 2010.
06-01-2012-113145-002,03/02/2012,"Please provide information on the total amount paid by the MOD in commission, bank charges and bank fees in 2011 in those cases where money paid by MOD and to MOD had to be converted into Euros."
06-01-2012-113707-003,03/02/2012,Please provide information and details on optimizing risk communication on operations abroad.
06-01-2012-115837-004,31/01/2012,"Please provide information and details on the total cost for the provision of custody healthcare services in 2008/2009, 2009/2010 and 2010/2011."
06-01-2012-130833-005,31/01/2012,Please provide a progress update on xxxxxx application for SFA accommodation. 
06-01-2012-140950-001,02/02/2012,"Please advise, and provide information and details, on the number of applicants for a first time war pension (not AFCS) for the years 2006- 2011."
06-01-2012-143513-001,31/01/2012,Please provide information and details to various questions regarding Army Tranche 1 redundancies.
06-01-2012-144124-006,31/01/2012,"Please advise on the accessibility of the Annex G to the  Royal Navy, HMS Sheffield Board of Inquiry Report dated 22 July 1982. Please provide the names of the experts called to give evidence to the BOI regarding the use of exocet missiles by the Argentineans when the Sheffield was hit."
06-01-2012-145339-007,03/02/2012,Please advise on the issue of alcohol to Armed Forces personnel during the period 1941-1945 and 1950-1953.
06-01-2012-162353-008,02/02/2012,Please advise on the accessibility of Air 20/3436 at the TNA.
06-01-2012-163227-009,03/02/2012,Please advise on what capacity xxxxxx was employed as a consultant by the British Army.
09-01-2012-103316-001,03/02/2012,"Please provide information and details on the spending trends of the top ten budgets on third party hardware and R&D attributed to Advanced Software, Artificial Intelligence, unmanned vehicles and robotics."
09-01-2012-104216-002,03/02/2012,"Please provide details on any known planned, or drafted planned rescue attempts (be successful or not) undertaken by orders of the British Government, or King George during 1916/1917 against the Romanov family in Russia."
09-01-2012-104611-003,03/02/2012,Please provide any historical information regarding MOD's interest on the Canadian aircraft Avro Arrow.
09-01-2012-105432-004,03/02/2012,Please provide information and details of locations where radiation has been found at RAF Henlow.
09-01-2012-111022-006,03/02/2012,Please provide information and details of the ex coal mine at Camerton which was used as part of the Broughton Moor ammunition storage depot. 
09-01-2012-113832-007,03/02/2012,Please provide information and details of the disciplinary records of all armed services football and rugby teams competing in internal and external matches in each of the last five years. 
09-01-2012-114229-008,03/02/2012,Please advise where a copy of the official picture taken at 10 Downing Street of Mrs Thatcher and the Service Chiefs on Monday 11 October 1982 to celebrate the Falklands Victory can be obtained.
09-01-2012-114733-009,03/02/2012,"Please advise, and provide information and details, on whether MOD issue service personal with condoms during tours of duty."
09-01-2012-114943-001,06/02/2012,"Please provide copies of the Captain's Narrative from HGMS Conqueror for the periods August 1980, November - December 1980, July 1981 and August - September 1982. "
09-01-2012-115337-010,03/02/2012,"Please advise, and provide information and details, on the number of Welsh soldiers that left the army in 2008, 2009, 2010 and 2011."
09-01-2012-115627-011,03/02/2012,"Please advise, and provide information and details, on the abandoned bunker's purpose at Harty on the Isle of Sheppey."
09-01-2012-121940-013,06/02/2012,"Please advise, and provide information and details, on the  latest recorded radon level per cubic metre (Bq/m3) at various MOD establishments in Bath."
09-01-2012-122332-014,06/02/2012,"Please provide information regarding studies/enquiries being made by the MOD/Armed Forces into the replacement of the cancelled Nimrod Programme, including possible considerations of the Boeing P-8 Poseidon."
09-01-2012-135203-015,06/02/2012,"Please advise, and provide information and details, on the Junior Infantry Battalion (Scottish and King's Division)."
09-01-2012-135612-016,06/02/2012,Please provide information and details on the number of recorded incidences of racism in the Armed Forces in the last ten years. 
09-01-2012-142808-001,31/01/2012,Please provide the Terms of Reference and other associated reports into the study of safety of the nuclear deterrent review conducted by the working group of the Defence Nuclear Safety Committee in 2008.
09-01-2012-143220-002,06/02/2012,"Please provide a copy of the report, along with its recommendations, on the verification test inspection exercise conducted at the Atomic Weapons Establishment (AWE) in December 2010 as part of the UK-Norway Initiative."
09-01-2012-150655-017,06/02/2012,Please advise on the type of breast implants used at RAF Halton in 1985 and the criteria for having them replaced.
09-01-2012-151659-018,06/02/2012,"Please provide statistical information on the number/percentage of women who continue with, and those who do not continue with their army careers after pregnancy."
09-01-2012-154957-019,06/02/2012,Please advise on how relevant extracts from JSP 482 (Part 2 Chapter 5) and JSP 440 (Part 7 Section 7) can be obtained.
09-01-2012-160355-020,06/02/2012,Please provide information and details on Hon. Sgt. Evangelous Lazarus Dimitriadis who was killed in action on 30 April 1948.
09-01-2012-171325-021,06/02/2012,Please provide information and details on the home towns on the total number of soldiers injured in the conflict in Afghanistan between 2001 and 2011.
10-01-2012-105045-001,06/02/2012,Please provide information and details to various questions regarding the British Nuclear Test Programmes.
10-01-2012-111702-002,06/02/2012,Please provide a copy of the Queen's Regulations for the Army 1975 and the original Queen's Regulations for the Army 1975 revision 27.
10-01-2012-115819-003,07/02/2012,"Please provide a copy of the official investigative report, conducted by the Royal Navy, into the disappearance of Commander Peter Fickling."
10-01-2012-120304-004,07/02/2012,Please provide a copy of the Board of Inquiry Report into a mid-air collision between two Royal Navy Sea King helicopters operating from HMS Invincible on 6 March 1981.
10-01-2012-144128-005,07/02/2012,Please provide information and details of the ten operational non-hostile deaths of military personnel in 2010-2011.
10-01-2012-151029-007,07/02/2012,"Please provide a copy of the plan of the site for 'Inverardoch House and estate' or 'Old Newton House and estate' Doune, Perthshire."
11-01-2012-092200-001,03/02/2012,"Please provide information on the history of the Seacroft Hotel, Drummond Road, Skegness. "
11-01-2012-102704-001,07/02/2012,Please provide a copy of the citation in respect of xxxxxx British Empire Medal which was awarded in the Queen's Birthday Honours List of 1962.
11-01-2012-105106-002,07/02/2012,"Please provide information and details on the number of request received and responses provided within, as well as outside, the statutory timescales by the MDPGA during 2011."
11-01-2012-111053-004,07/02/2012,Please provide information and details of the locations of various the BFPOs used during Operation Ellamy. 
11-01-2012-113348-006,08/02/2012,Please advise on whether MOD holds the Air Accident Investigation records for the aircraft accident that killed Acting Sub-Lieutenant William Thirlaway and his Observer on 22 October 1943.
11-01-2012-113622-001,07/02/2012,Please provide information and details on the average progression rates for a Royal Fleet Auxiliary Catering Assistant.
11-01-2012-115829-007,06/02/2012,Please provide information and details of radiation contamination received by xxxxxx during Operation DOGSTAR in 1954.
11-01-2012-121550-008,08/02/2012,"Please provide information and details on the number and sums spent on retired Army officers at the rank of General or above who have been provided with office space, equipment and any other facilities by, or on behalf of MOD, in 2008/2009, 2009/2010 and 2010/2011."
11-01-2012-134744-009,08/02/2012,Please advise on suitable points of contacts to approach to interview air personnel from the WWII. 
11-01-2012-135734-002,17/01/2012,Please provide information and details of the total budgeted ICT expenditure for Dstl for 2010/11 and 2011/12.
11-01-2012-140623-003,31/01/2012,Please provide a copy of Dstl's response to the government's consultation paper on pensions.
11-01-2012-141610-004,31/01/2012,Please provide information and details on the Dstl graduate/training programme.
11-01-2012-142142-005,31/01/2012,Student  - part of Professional Engineering Practice module at University.  Putting together a presentation.
11-01-2012-142816-002,25/01/2012,"Please provide information and details of all correspondence between DNSR and Babcock Marine Group Ltd and/or Devonport Royal Dockyard Ltd, DNSR and the Nuclear Installations Inspectorate and/or Office for Nuclear Regulation regarding the Periodic Review of Safety for 9 dock and 15 dock at Devonport Royal Dockyard in Plymouth."
11-01-2012-145220-010,08/02/2012,"Please advise on how much MOD paid (expressed on a ""per medal"" basis) for medals struck by the Royal Mint for the UK Armed Forces last year."
11-01-2012-151405-011,08/02/2012,Please provide information and details to various questions regarding ECMUs.
11-01-2012-152453-012,08/02/2012,Please provide information and details on all allegations of sexual harassment by members of staff over the past five years.
11-01-2012-153807-013,08/02/2012,Please provide information and details on the change from RPI to CPI indexation to the Armed Forces Pension Scheme.
11-01-2012-154344-014,08/02/2012,Please provide various types of requested information to resolve a number of unresolved complaints.  
11-01-2012-154802-015,27/01/2012,"Please advise on the impact the cuts will have on the numbers of armed personnel deployed at the St Fergus Gas terminal and how, if at all, any shortfall in their numbers will be managed."
11-01-2012-155224-016,06/02/2012,"Please advise, and provide information and details, of all reviews that are being undertaken by the NAO."
11-01-2012-165550-017,08/02/2012,"Please advise on the number of known instances of underpayment or overpayment from salary of Pay As You Earn tax or NIC have arisen within the MOD civilian pay system in 2008/9, 2009/10 and 2010/11."
11-01-2012-165907-018,08/02/2012,"Please provide information and details (number, rank and county) of recruits in the British Army."
12-01-2012-090715-002,08/02/2012,"Please advise, and provide information and details, on the number of occasions bomb disposal teams were called to the Bradford district (which includes the city of Bradford and the towns of Keighley, Shipley, Bingley and Ilkley) in 2009, 2010 and 2011."
12-01-2012-122433-003,09/02/2012,Please provide information and details on MOD's R&D programmes.
12-01-2012-134530-004,03/02/2012,Please provide information and details on the ethnicity and gender in the Armed Forces.
12-01-2012-134908-001,09/02/2012,Please provide information and details on the management of expenses at RAF Menwith.
12-01-2012-135816-005,07/02/2012,Please provide a breakdown between UK BMEs and non UK service personnel.
12-01-2012-142331-006,06/02/2012,"Please advise, and provide information and details, to various questions regarding training and academic qualifications required in 2009 for an 18-year old for entry to REME."
12-01-2012-145024-007,09/02/2012,"Please advise, and provide information and details, on the number of incidents of sexual assault, child pornography, rape and drug dealing involving British soldiers every year since 2007."
12-01-2012-145637-008,09/02/2012,Please provide a copy of the paper titled Mustard gas contaminated soil: Understanding the mechanisms and parameters governing contaminant behaviour and biodegradation. 
12-01-2012-145953-001,23/01/2012,Please provide unredacted copies of various documents referred to in the MoD consultation documents relating to the Submarine Dismantling Project. 
12-01-2012-150534-002,26/01/2012,"Please provide unredacted copies of various documents, papers and reports relating to the Submarine Dismantling Project. "
12-01-2012-150646-010,09/02/2012,"Please advise, and provide information and details, to various questions regarding Voyager aircraft. "
12-01-2012-150959-003,27/01/2012,Please provide information and details to various questions regarding the Submarine Dismantling Project. 
12-01-2012-151633-011,09/02/2012,Please provide a copy of the JDN 1/05 'The UK Military Effects-Based Approach'. 
12-01-2012-152257-012,09/02/2012,Please provide a copy of the interrogation techniques and procedures British troops use when dealing with prisoners in armed conflict. 
12-01-2012-153002-013,09/02/2012,"Please provide information, along with details of the outcome, on the meeting between MOD, members of SERCO Ltd, xxxxxx and xxxxxx and head of Aircraft Support AW in December 2010 to discuss the issue of concerns raised regarding the HUM's modification and the possible impact on the safety case."
12-01-2012-153603-014,09/02/2012,"Please advise, and provide information and details to various questions regarding A Tech Mech Sgt, LoS 21-27 yrs RAF redundancies."
12-01-2012-163509-015,09/02/2012,"Please advise, and provide information and details on the ability status, on the number of staff (measured in headcount) currently directly employed by the Department as of May 2010."
12-01-2012-165820-016,09/02/2012,"Please provide information and details on the number of IT staff in the Department, number made redundant, along with details of the salary of the Chief Information Officer, in 2008-09, 2009-10, 2010-11 and 2011-present."
13-01-2012-084141-001,10/02/2012,"Please advise, and provide information and details on the number, nationalities, units and resettlement training afforded to soldiers that left the British Army during 2008, 2009, 2010 and 2011."
13-01-2012-100715-002,09/02/2012,Please provide information and details on the cost of the redevelopment work to the three tennis courts at RAF Church Fenton along with information on how often the courts are used by local residents.
13-01-2012-115000-004,09/02/2012,"Please advise on the number of occasions the RAF police have attended the married quarters Faulder Avenue, Brize Norton. Oxfordshire from 2001 - 2007. "
13-01-2012-115603-005,10/02/2012,Please provide copies of construction plans for the former Royal Ordnance factory at Heapey in Lancashire. 
13-01-2012-120315-006,10/02/2012,"Please advise on the number of women serving in the Armed Forces, either on maternity leave or pregnant, that were given Compulsory Redundancy in September 2011 and the percentage that were in the Air Force."
13-01-2012-121137-007,10/02/2012,Please provide information and details on operations British Forces took part in during the Iraq war.
13-01-2012-134706-008,10/02/2012,"Please advise, and provide information and details, to various questions regarding the RAF Tranche 1 redundancy scheme. "
13-01-2012-140753-009,10/02/2012,"Please advise on the number of service complaints from redundant trainee pilots that were submitted, the number, if any, that where upheld and if any redundant trainee pilots have been reinstated into the flying training system. "
13-01-2012-142540-010,02/02/2012,"Please advise, and provide information and details, on information held by the MDPGA regarding the problems officers have regarding the carrying of firearms equipment around the waist and the back pain experienced."
16-01-2012-095621-001,08/02/2012,Please advise on whether any records are held by MOD on Le Marchant Barracks from the 1879 construction such as details of the beam materials or companies that made them.
16-01-2012-100732-001,10/02/2012,Please provide a copy of the sign-in sheet at the MOD reception for 27 September 2011. 
16-01-2012-102007-002,13/02/2012,Please provide information and details on all contact British forces have had with Somali Pirates along the Somali Coast and Gulf of Aden.
16-01-2012-103014-003,13/02/2012,"Please advise, and provide information and details, on the number of occasions British airspace has been invaded by foreign aircraft in the last twelve months."
16-01-2012-103415-004,13/02/2012,"Please advise, and provide information and details, on the number of occasions British waters have been entered into by foreign forces illegally in the last twelve months."
16-01-2012-103832-005,13/02/2012,Please provide information and details on all military exercises held in Poland.
16-01-2012-104635-006,13/02/2012,Please provide copies of all correspondence relating to consideration of the implications for the Department and HMG of the election of the SNP administration in Scotland and a potential referendum on Scottish independence.
16-01-2012-104657-001,13/02/2012,"Please provide confirmation, and information and details to various questions, on and of receipt of a letter by OC Adventure Training in November 2011."
16-01-2012-110117-007,13/02/2012,Please provide information and details to various questions regarding emblazoned battle honours.
16-01-2012-111431-008,13/02/2012,"Please advise, and provide information and details to various questions, regarding UFO phenomena."
16-01-2012-124652-009,13/02/2012,Please provide a breakdown of costs of the war in Libya.
16-01-2012-144138-010,13/02/2012,"Please advise, and provide information and details, on Single Living accommodation."
16-01-2012-144635-011,13/02/2012,Please provide details of all visits by MOD senior officials to Scotland since 11 May 2010.
16-01-2012-145107-012,13/02/2012,"Please advise, and provide information and details, on the outcome of the Review of Reserves."
16-01-2012-145459-013,13/02/2012,"(1) For how much was the land, buildings and runway sold to Peel? (2) Details of any restrictive Covenants."
16-01-2012-150328-014,13/02/2012,Please advise and provide a copy of DBS' annual report.
16-01-2012-151417-015,13/02/2012,"Please provide information and details on the plane crash at Culdaff, Co Donegal, ROI in April 1949."
16-01-2012-152504-017,13/02/2012,"Please advise, and provide information and details, on MDPGA's Senior Information Risk Owner/Officer (SIRO)."
16-01-2012-153405-018,13/02/2012,Please provide information and details on BAE Systems and its relationship with MOD.
16-01-2012-170145-002,10/02/2012,"Please advise, and provide information and details, on the number of trained diver in the RN."
17-01-2012-103157-001,14/02/2012,"Please advise, and provide information and details, of military assets and forces across Scotland."
17-01-2012-104222-001,13/02/2012,Please provide information and details on recommendations of the Haddon-Cave report into the loss of the RAF Nimrod XV230 in Afghanistan have been applied to safety-critical equipment other than aircraft.
17-01-2012-104736-002,13/02/2012,Disclosure of JSP 950.
17-01-2012-105713-003,13/02/2012,"Please advise when photographs of the various internal surveys conducted on HMS Sheffield, after she was hit during the Falklands conflict, will be released."
17-01-2012-114341-006,14/02/2012,"Please advise, and provide information and details, on MOD's Senior Information Risk Owner/Officer (SIRO)."
17-01-2012-114959-007,14/02/2012,"Please advise, and provide information and details, to various questions regarding MOD PPPA HR consultants who applied for VERS. "
17-01-2012-120325-002,13/02/2012,Please advise on the amount the UK government has pledged to spend in Afghanistan before the US/British troops begin to withdrawal in 2014/2015.
17-01-2012-121914-008,14/02/2012,Please provide a copy of the latest HMNB Clyde Annual Review of Safety referred to in the third quarter 2011 report on HM Naval Base Clyde by the Office for Nuclear Regulation.
17-01-2012-132538-001,13/02/2012,Please provide information and details on the aircraft accident involving Lancaster III ED503 WS-9 on 29 January 1943.
17-01-2012-135520-009,14/02/2012,"Please provide the numbers of service personnel, broken down by officer rank, in the three principal services."
17-01-2012-143908-011,14/02/2012,Please provide information and details of all ministerial visits completed between the election of the Coalition in May 2010 and December 2011.
17-01-2012-151138-013,14/02/2012,Please provide information and details of any intelligence records held on xxxxxx in relation to his role in politics in Northern Ireland.
17-01-2012-160231-014,14/02/2012,Please provide information and details to various questions regarding SCE school BFS Naples.
17-01-2012-161208-015,14/02/2012,"Please provide a copy of the Safety, Environment Protection and Sustainable Development Assurance Report 2011 by the Defence Environment and Safety Board."
17-01-2012-164457-016,14/02/2012,Please provide a copy of the Defence Dental Agency report and accounts for 2004/05.
17-01-2012-170400-017,14/02/2012,"Please advise, and provide information and details, on MOD's annual expenditure on correcting vision in the field for troops around the world."
17-01-2012-170701-002,09/02/2012,Please provide information and details on Op Keyhole.
17-01-2012-171543-003,03/02/2012,"Please advise, and provide information and details, on the RAF Landfill site in Barrows Hall Lane and its ownership."
18-01-2012-084437-001,14/02/2012,"Please advise, and provide information and details, on the number of personnel from Royal Armoured Corps, Royal Corps of Signals and Queen's Gurkha Signals selected for Tranche 2 redundancy."
18-01-2012-084825-002,14/02/2012,"Please advise, and provide information and details, on the number of soldiers who served in the conflicts in Afghanistan and Iraq were or were not covered by PAX life insurance."
18-01-2012-092932-003,15/02/2012,"Please provide a copy of the bidder submissions received for the pre-qualification, Invitation to Tender, Best and Final Offer phase (if applicable) for CMMS/480331 released on 21 March 2011, and the scoring mechanism applied by DE&S to each of these along with their respective results. "
18-01-2012-095916-004,14/02/2012,"Please advise, and provide information and details, on the service record card system for Royal Navy ratings."
18-01-2012-104203-001,14/02/2012,"Please advise, and provide information and details, to various questions regarding the use of various force techniques (incapacitant sprays, tasers, impact baton rounds) for the years 2007, 2008, 2009, 2010 and 2011."
18-01-2012-110444-001,07/02/2012,"Please advise on the average cost of training a 'military working dog handler and Patrol/Protection, Tracker and Arms and Explosive Search military working dogs."
18-01-2012-144155-005,15/02/2012,"Please provide copies of Defence Instruction Notices relating to the second tranche of fields earmarked for redundancies from the Armed Forces for the Army, Navy and RAF."
18-01-2012-144539-006,15/02/2012,Please provide confirmation on the number of Flt Lt and Flt Ops personnel that meet the criteria set out in 2012DIN01-022 for Tranche 2 of the RAF Redundancy Programme.
18-01-2012-153600-007,15/02/2012,Please provide copies of  the staff signing in and out register for BFS Naples school for the period June 2010 to January 2012 and the number of pupils in each class at BFS Naples for the same period. 
18-01-2012-160012-008,15/02/2012,"Please advise, and provide information and details, on the amount spent on hotels and accommodation for British service personnel and support staff who stayed overseas during the UK NATO Campaign (Operation Ellamy) in Libya of 2011."
18-01-2012-165641-009,15/02/2012,"Please advise, and provide information and details, on redundancies in 16 Air Assault Brigade."
19-01-2012-103616-001,15/02/2012,"Please provide information and details on the history of the old navy sea store located on land off Kennedy Way in Yate, near Bristol. "
19-01-2012-104743-002,15/02/2012,"Please provide the flight route, pre-flight briefings, pilot reports, debriefings and altitude details for Apache helicopters within Wiltshire between 7 July 2007 and 7 August 2007 and 22 July 2009."
19-01-2012-105215-003,16/02/2012,"Please advise, and provide information and details, on the Oil and Pipeline Agency's Senior Information Risk Owner/Officer (SIRO)."
19-01-2012-105514-004,16/02/2012,"Please advise, and provide information and details, on the Joint Medical Command's Senior Information Risk Owner/Officer (SIRO)."
19-01-2012-105735-005,16/02/2012,"Please advise, and provide information and details, on the Army's Senior Information Risk Owner/Officer (SIRO)."
19-01-2012-110032-006,16/02/2012,"Please advise, and provide information and details, on the Navy's Senior Information Risk Owner/Officer (SIRO)."
19-01-2012-110312-007,16/02/2012,"Please advise, and provide information and details, on the RAF's Senior Information Risk Owner/Officer (SIRO)."
19-01-2012-110524-001,31/01/2012,"Please advise, and provide information and details, to various questions regarding the Wheelbarrow anti IED robot."
19-01-2012-113015-008,16/02/2012,Please advise as to whether old WWII dump sites around Oxfordshire or the UK are available for purchase.
19-01-2012-114503-001,09/02/2012,Please provide information and details to various questions regarding Russian troop formations.
19-01-2012-135330-010,16/02/2012,Please provide copies of all correspondence between ministers or MOD officials and various companies since May 2010 and March 2011.
19-01-2012-144317-011,16/02/2012,Please provide information on planet Nemesis and its projected orbit.
19-01-2012-155256-012,16/02/2012,"Please advise on the cost and number of calls made by staff to the Speaking Clock (BT number 123), Directory Enquiries  (Any number beginning with 118) in the financial years 2009/10 and 2010/11."
19-01-2012-160251-013,16/02/2012,Please provide information on the MOD owned underground complex at Corsham. 
19-01-2012-163631-014,16/02/2012,Please provide copies of various emer manuals relating to the Clansman UK/RT321.
19-01-2012-163711-002,15/02/2012,"Please advise when and who was responsibility for lifting the interim caveat on the Chinook Mk2 avionics equipment trials. Please clarify if the response to 16-12-2011-162541-013 refers to full CA release trials, or interim/switch on release."
