METADATA FOR DATA FIELDS,,,,,,,,,,,,,
"This worksheet lists the fields of the ""Quarterly Data Summary"" sheet and provides explanation of the metrics (metdata).",,,,,,,,,Organisations in-scope,[Please specify],,,
,,ALL INFORMATION SHOULD RELATE TO THE LATEST AVAILABLE DATA,,,,,,,Organisations out-of-scope,[Please specify],,,
,,Payroll within Resource DEL,"Pay includes salaries, employers’ National Insurance Contributions, and accruing pension costs in RDEL. NAC Codes – all codes under ""A15"". Expenditure should be recorded in £million and in real terms, with no normalisation applied.  ",Quarterly COINS data,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q2 2010-11 (Jul-Sep)",Full,COINS,Management information,,,,,
,,Grants within Resource DEL,"Grant payments or subsidies to individuals or bodies inside or outside the public sector within Resource DEL. The figure should not include any ""capital"" grants or subsidies. The NAC Code definition is:

- Current grants to local government spending NAC= “M10”, “M15”, “M20”, “M30”, “M40”
- Current grants to persons and not for profit bodies NAC= ""D10""
- Current grants abroad NAC= ""D20""
- Subsidies to private sector companies NAC= ""C10, C50""
- Subsidies to public corporations NAC=""C20, C35""
",Quarterly COINS data,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q2 2010-11 (Jul-Sep)",Full,COINS,Management information,,,,,
,,of which Capital DEL,"(Capital DEL), taken from COINS.",Quarterly COINS data,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q2 2010-11 (Jul-Sep)",Full,COINS,Management information,,,,,
,,Top 5 contributory elements,"5 largest areas of spending, as defined by the department, to cover a substantial proportion of Capital DEL.",Quarterly COINS data,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q2 2010-11 (Jul-Sep)",Determined by top 5 programmes chosen,COINS,Management information,5 largest areas of spending druing  for Qtr2 FY2011/12,,,,
,,A,,,,,,,,,,,
,,B,,,,,,,,,,,
,,C,,,,,,,,,,,
,,D,,,,,,,,,,,
,,E,,,,,,,,,,,
,,Total Annually Managed Expenditure (AME),"(Resource AME excluding depreciation) + (Capital AME), taken from COINS",Quarterly COINS data,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q2 2010-11 (Jul-Sep)",Full,COINS,Management information,,,,,
,,Top 5 contributory elements,"5 largest areas of spending, as defined by the department, to cover a substantial proportion of Total AME.",Quarterly COINS data,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q2 2010-11 (Jul-Sep)",Determined by top 5 programmes chosen,COINS,Management information,5 largest areas of spending druing  for Qtr2 FY2011/12,,,,
,,A,,,,,,,,,,,
,,B,,,,,,,,,,,
,,C,,,,,,,,,,,
,,D,,,,,,,,,,,
,,E,,,,,,,,,,,
,Common Areas of Spend,Office Estate Area,Quarterly data - IPD Cost Codes Solution - currently with departments for feedback (18th November deadline). Will be alligned with Common Areas of Spend Estates Standard.,Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,ePIMS,Management information,"Total m2 of the office estate. Details the most significant office occupations in the estate. Source: : Property Benchmarking Service, 2009/2010 Performance Statement, MOD - 2009-2010","a. Details the most significant office occupations in the estate. These are: Abbey Wood, Bristol; MOD Main Building, London; Ensleigh, Bath; Foxhill, Bath; Kentigern House Glasgow, Glasgow; PPA Cheadle Hulme, Wilmslow; Kingston Road, Sutton Coldfield; Walker House, Liverpool; Warminster Road Bath, Bath; Blackpool Tomlinson House Norc, Thornton Cleveleys; Abbey Wood Somerset Site, Bristol; Stirling House Cambridge, Cambridge; Delta 900, Swindon; Forthview House 2066, Dunfermline; Delta 800, Swindon; Aldershot Blandford House De Offices, Aldershot; The Cerium Building Glasgow, Glasgow; Caledonia House, Dunfermline; Bacchus House, York; Unit 2 Lancaster Court and Fareham.","Quarterly Data not available annual cost for 10/11 = £261,125m",,
,,Office Estate Costs,Quarterly data - IPD Cost Codes Solution - currently with departments for feedback (18th November deadline). Will be alligned with Common Areas of Spend Estates Standard.,Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Office Accomodation over 500m2 for entire family,TBC,Management information,"Total Property Costs are defined to specifically include the annual rent, rates and ""other"" operating costs (""other costs"" include net service charges payments, utility costs, cleaning, security and revenue maintenance costs). This total cost represents a sub-set of Investment Property Databank (IPD) Total Occupancy Costs (defined in the IPD International Total Occupancy Cost Code) which has been identified and reported by IPD as it represents the majority of total annual property expenditure where data is robust and is applicable for most property types. Reporting focuses on this as a key indicator of occupancy cost efficiency (ie. per m², FTE or workstation). For freehold properties, annual rent is represented by a Treasury Capital Charge and for properties managed under Public Finance Initiative (PFI) agreements the unitary charge payment is specifically incorporated and reported as part of the Total Property Cost.",Derived from cost of the most significant office occupations in the estate (details as above),Quarterly Data not available annual cost for 10/11 =£ 71.5m,,
,,Cost of the Office Estate per M2,Quarterly data - IPD Cost Codes Solution - currently with departments for feedback (18th November deadline). Will be alligned with Common Areas of Spend Estates Standard.,Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Office Accomodation over 500m2 for entire family,TBC,Management information,Cost of the estate per m2. a. Derived from the cost and total m2. b. Data Details the most significant office occupations in the estate (details as above).,Derived from cost of the most significant office occupations in the estate (details as above),"Quarterly Data not available annual cost for 10/11 = £4,065",,
,,Cost of the Office Estate per full-time equivalent (FTE),Quarterly data - IPD Cost Codes Solution - currently with departments for feedback (18th November deadline). Will be alligned with Common Areas of Spend Estates Standard.,Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Office Accomodation over 500m2 for entire family,TBC,Management information,"Derived from cost of the most significant office occupations in the estate (details as above) and the FTEs (20,495) which occupy them. b. FTE Staff for this data set includes all full time and part time military and civilian staff and refers to office based FTE only. It does not include home workers. Part time and non-payroll staff, such as consultants, contractors, and other outsourced staff, have been converted to full-time equivalents using the factors as a guide for conversion to FTE: (1) Personnel working on a regular basis >30 hours per week – 1.00
(2) Personnel working on a regular basis 20-30 hours per week – 0.75
(3) Personnel working on a regular basis 15-20 hours per week – 0.50
(4) Personnel working on a regular basis <15 hours per week – 0.25.
(5) To qualify as a member of staff working in the premises, staff must use the premises as their main base and also expect to work at the premises for at least some part of a typical working week. Full time home working staff are excluded.",Derived from cost of the most significant office occupations in the estate (details as above),Quarterly Data not available annual cost for 10/11 = £274,,
,,Procurement spend,"The total value of payments made to third party suppliers, excluding VAT.  This excludes payroll, non-cash expenditure (e.g. depreciation), grants and benefit payments, but should include capital, resource and programme spend on goods and services. For further guidance see the Common Areas of Spend Procurement Standards",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Commercial Function,Management information,"Procurement spend. The total value of payments made to third party suppliers, excluding VAT for 2009/10. This excludes payroll, non-cash expenditure (e.g. depreciation), grants and benefit payments, but should include capital, resource and programme spend on goods and services. Costs split by master category in Procurement Master Category Breakdown.",,,,
,,Price of standard commodity items,"Price of a box of standard A4 white copier plain paper (typically 80 gsm) in £ units per 2,500 sheets of paper.

Average price paid per KWH of energy in £ units.",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Commercial Function,Management information,"Price of a box of standard A4 white copier plain paper (typically 80 gsm) in £ units per 2,500 sheets of paper. MOD Standard = 80 gsm, 100% recycled, per box of 5 reams (2500 sheets). Average price paid per KWH of energy in £ units. (energy cost only based on volume weighted average of electricity and gas).",,"Price variation in accordance with agreed index. MOD spend on paper will be through the new Gov Office Supplies Contract from 01/10/11. Energy Price changes due to wholesale market price movements. Energy purchases are now conducted by GPS on MOD’s behalf. The make-up of the price quoted above was however largely based on purchases already made by MOD prior to Q1, with the residual volumes charged at wholesale market prices at end of each month in period. Prices for the next 12-18 months will continue to reflect handover from MOD to GPS. Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",,
,,Average price of energy(£/KWH),,,,,,,"Price of a box of standard A4 white copier plain paper (typically 80 gsm) in £ units per 2,500 sheets of paper. MOD Standard = 80 gsm, 100% recycled, per box of 5 reams (2500 sheets). Average price paid per KWH of energy in £ units. (energy cost only based on volume weighted average of electricity and gas).",,,,
,,Total 3rd party ICT cost,"As defined in the Common Areas of Spend ICT Standards
",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Commercial Function,Management information,"Total 3rd party ICT cost The total value of payments made to third party suppliers, excluding VAT.",Quarterly Data not available annual cost for 10/11 = £961M,2010-11 Annual Figure from MOD Annual Report and Accounts. ,,
,,Desktop Cost per full-time equivalent,"As defined in the Common Areas of Spend ICT Standards.
",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Commercial Function,Management information,"Desktop Cost per FTE.
a. Total annual cost of Defence Information Infrastructure (Future) programme divided by number of User Access Devices (broadly desktops/ laptops). FTE values are based on the volumes of Accounts and UADs rolled out by the DII Programme to all 4 Services (RN, Army, RAF and CS) the average numbers for each of the FY 10/11.

(1) UADs are shared by many servicemen who do not use IT for their primary role.
(2) Figures in £.p. (ex VAT)
Supplementary Notes.
1. Service Based Contract
2. Service Charges are Banded so unit cost decrease as volume increases
3. Service Charges recover Design and Implementation costs
4. Service Charges exclude Capital Asset costs
5. VAT recovered under COSVAT agreement so figures above are ex-VAT
6. Service Charges exclude costs associated with delivery and support of Business applications
7. Figures exclude Secret, Deployed and Above Secret Environment
8. Account Figures are averages for Occasional and Standard Restricted
9. User Access Devices are averages for Fixed/Mobile Restricted
10. Excludes costs of WAN provided by Networks Delivery Team",,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",,
,,"Corporate Service cost, broken out by functional area into HR (£nillion)","The total of staff, ccl, outsourced activity, shared services, joint venture / mutual, other external advisory and other direct function costs - as defined in the Common Areas of Spend Corporate Service Standards
",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Finance Function,Management information,"Cost of HR function - Total cost of the HR function is based: a) on the average number of employees in the HR function (those on a HR job code), and; b) the capitation rates.
Source: Data from MOD back office benchmark information 2009/10.
",,,,
,,Finance (£million),"The total of staff, ccl, outsourced activity, shared services, joint venture / mutual, other external advisory and other direct function costs - as defined in the Common Areas of Spend Corporate Service Standards
",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Finance Function,Management information,"Cost of Finance Function -Cost of the Finance Function is based: a) on the average number of employees in the finance function (those on a resource management job code), and; b) the capitation rates.
Source: Data from MOD back office benchmark information 2009/10.",,,,
,,Procuremnt (£million),"The total of staff, ccl, outsourced activity, shared services, joint venture / mutual, other external advisory and other direct function costs - as defined in the Common Areas of Spend Corporate Service Standards
",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Finance Function,Management information,"Cost of Procurement Function -Total cost of the procurement function is based: a) on the average number of employees in the Commercial function (those on a Commercial job code, and those in the DGDC and DE&S D Commercial's support organisations), and; b) the capitation rates.
Source: Data from MOD back office benchmark information 2009/10.",The procurement figure represents the total cost of the commercial function in Defence based on capitation rates for staff in posts with a commercial job code. The figure covers the central Department only ie: it does not include Trading Funds.,,,
,,Legal (£million),"The total of staff, ccl, outsourced activity, shared services, joint venture / mutual, other external advisory and other direct function costs - as defined in the Common Areas of Spend Corporate Service Standards
",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Finance Function,Management information,"Legal
£37.7m
Cost of Legal Function - Total cost of the Legal function is based: a) on the average number of Government Legal Service (GLS) lawyers and the admin and support staff that work to them, and; b) the capitation rates. Overseas local hire support staff have been included, but non GLS lawyers at those locations have not. In addition, data relating to Service lawyers or staff employed in the DSP or MOD Claims is not included. It does not include the Hydrographic Office or the Met Office.
Source: Data from MOD back office benchmark information 2009/10.",,,,
,,Communications (£million),"The total of staff, ccl, outsourced activity, shared services, joint venture / mutual, other external advisory and other direct function costs - as defined in the Common Areas of Spend Corporate Service Standards
",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Finance Function,Management information,"Communications
£94.1m
Detail definition: Either use: (a) OEP definitions or (b) department own definitions. Please specify definitions within caveats.
Cost of Communications Function - Total cost of the Communication function",,,,
,,"Fraud, Error, Debt

Total Identified Fraud (£million)





","As defined in the Common Areas of Spend Fraud, Error and Debt Standards. Fraud and Error should be calculated for all areas defined in the Standards - Procurement, Payroll, Grants, Tax and Other





Debt and debtor days should be those arising from Fraud and Error, but cover all areas of debt - Debt Type, Tax, Benefits, Fines and penalties, Loans, Sales of goods and services, Other/sundry.
",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Finance Function,Management information,"Fraud = Reported incidents
Source: Consolidated Departmental Resource Accounts 10/11.
Error
N/A
Error – data not available
Debt
£XXXm
Debt – Includes
Trade receivables due within one year, Receipts from Supplies and services and income from provision of goods and services. Some of this debt is from foreign governments, and may have been outstanding for several years.
Source: Consolidated Departmental Resource Accounts 1/110.
Debtor days
xxx
Debtor days –
During the course of financial year 2010/11 debt was recovered as follows:
Within 30 days X% by value was recovered
Within 40 days X% by value was recovered
Within 50 days X% by value was recovered
Within 60 days X% by value was recovered",,"Error figures not available. All other figures annual.
","Quarterly Data Not Available. Fraud = 10/11 1025 Reported incidents
Error – data not available
Debt - £188M
Debtor days - 219 days",
,,Total Known Errors (£million),,,,,,,Error – data not available,,,"Quarterly Data Not Available. Fraud = 10/11 1025 Reported incidents
Error – data not available
Debt - £188M
Debtor days - 219 days",
,,Total Debt (£million),,,,,,,"Debt – Includes
Trade receivables due within one year, Receipts from Supplies and services and income from provision of goods and services. Some of this debt is from foreign governments, and may have been outstanding for several years.
Source: Consolidated Departmental Resource Accounts 1/110.",,,,
,,Total Debtor Days,,,,,,,"Debtor days –
During the course of financial year 2010/11 debt was recovered as follows:
Within 30 days X% by value was recovered
Within 40 days X% by value was recovered
Within 50 days X% by value was recovered
Within 60 days X% by value was recovered",,,"Quarterly Data Not Available. Fraud = 10/11 1025 Reported incidents
Error – data not available
Debt - £188M
Debtor days - 219 days",
,,"Voluntary and community sector (VCS)/Small and medium enterprises (SME)

Procurement spend with SME (£)





","The total direct (ie prime contractor only) procurement spend with SMEs / VCS, excluding VAT, as defined in the Common Areas of Spend Procurement Standards.

The total grant spend with VCS.",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",Full,Finance Function,Management information,"SME’s
a. Sum of procurement spend / grant spend with SMEs (organisations with less than 250 employees per European Commission definition found at: http://ec.europa.eu/enterprise/policies/sme/facts-figures-analysis/sme-definition/index_en.htm).
b. We are unable to split this information into Spends and Grants.
c. Does not include contracts set up through third parties such as Prime Contractors
d. This gives the value of new contracts placed with SMEsThe data underpinning this analysis has been extracted from the MOD contracts database. The contracts database contains information on the majority of new contracts and reflects transactions made through the MOD’s central Financial Management Shared Service Centre. Contracts not included are those which may have been set up:
(1) On behalf of other government departments;
(2) By the MOD’s Trading Funds and Executive Non Departmental Public Bodies (which lie outside the MOD’s accounting boundary);
(3) Locally by the Department;
(4) In relation to collaborative projects where the payments are made through international procurement agencies or overseas governments; and
(5) For service items such as the provision of utilities which do not require an actual contract number to be generated.
Source: Defence Analytical Services and Advice (DASA)                                                                                                                                                                                           VCS
a. Sum of procurement spend / grant spend with VCS organisations, as a % of total budget.
b. We are unable to split this information into Spend and Grants.
c. VCS Organisations definition can be found at Charity Commission website.",,"Quarterly Data not available annual cost for 10/11 = Spend With SMEs - £686M. Spend and grants with/to VCS cannot be split, joint total  - £148M","Quarterly Data not available annual cost for 10/11 = Spend With SMEs - £686M. Spend and grants with/to VCS cannot be split, joint total  - £148M",
,,Procurement spend with VCS (£),,,,,,,,,,,
,,Grants to VCS (£),,,,,,,,,,,
,Financial Indicators,"Accuracy of Cash Forecasting

",Cashflow Management Scheme: Departments with a gross cashflow of over £3bn p.a. provide daily and monthly forecasts of their gross cash payments and receipts up to six weeks ahead. Smaller departments provide monthly forecasts only.The scheme monitors the difference between the forecast and outturn and expresses the difference as a percentage variance on forecast.. Target is for the outturn to be within 5% of the forecast.”,Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",All departments,Departmental Cashflow Management outturns,Management information,,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",,,
,,"Working Capital Forecast
[% variance of Actual v Forecast]","The percentage variance of forecast to actual working capital. 

Working capital is calculated as : Total current assets less total current liabilities

o Current Assets
- Inventories
- Current trade and other receivables
- Cash and cash equivalents
- Other current financial assets
- Assets classified as held for sale
o Current Liabilities
- Current trade and other payables
- Gilt edged stock
- Other current liabilities                                                                                                                                                                                                                                                                             ",Quarterly,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)

* where possible",Full,Management Information and Annual Accounts ,Management information,,,,"This QDS shows the Working Capital Forecast and Net Book Value Forecast as a percentage, which shows the difference between what was forecasted at AP03 for AP06 compared to the actuals at AP06. The reason there are no figures in the previous column, is that the last QDS reported these Indicators as a figure. It would be meaningless to show these as they cannto be compared to the Current percentages. Going forward, the data will be shown in percentage format.",
,,Net Book Value (%) [% variance of Actual v Forecast],"The percentage variance of forecast to actual Net Book Value(NBV) of Fixed Assets. 

NBV of fixed assets is calculated  as the historic cost or valuation (of the assets included) less accumulated depreciation (i.e. depreciation to date) of the assets. 

Note that in WGA, Fixed Assets are referred to as ""Non-current assets"" and include the following:
- property, plant and equipment
- investment property
- intangible assets
- non-current trade and other receivables
- Other non-current financial assets                                                                                                   ",Quarterly,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)

* where possible",Full,Management Information and Annual Accounts ,Management information,,,,"This QDS shows the Working Capital Forecast and Net Book Value Forecast as a percentage, which shows the difference between what was forecasted at AP03 for AP06 compared to the actuals at AP06. The reason there are no figures in the previous column, is that the last QDS reported these Indicators as a figure. It would be meaningless to show these as they cannto be compared to the Current percentages. Going forward, the data will be shown in percentage format.",
,Major Projects (Top 5),Project A,Whole life department cost as defined in the Major Projects Authority (MPA) guidelines.,Full life,Most recent forecast,Full,Departmental internal reporting systems,Management information," The Value of Major Projects covers the total forecast cost of the MOD’s top 15 Projects as published in the Major Projects report validated by the national Audit Office; these will form the basis for selection of the final list of Major Projects between Efficiency Reform Group (ERG) and MOD.
Approved acquisition cost is the endorsed basis for reporting the forecast cost of projects where the MOD has approved a main investment decision.",,,,
,,Project B,,,,,,,"Major Projects
a. Typhoon - Typhoon is core to the RAF’s combat aircraft capability and emphasized the Government’s commitment to develop Typhoon into a fully multi-role aircraft which can conduct both air-to-air and ground attack missions.
b. Future Strategic Tanker Aircraft - is a Public Finance Initiative (PFI) project to replace the RAF’s fleet of VC10 and TriStar aircraft in the Air-to-Air Refuelling (AAR) and most Passenger Air Transport (AT) roles.
c. Astute submarine - the Royal Navy’s future nuclear powered attack submarine project
d. Type 45 Destroyer - the project to deliver Royal Navy’s Anti-Air Warfare Destroyer.
e. Queen Elizabeth Class Aircraft Carriers, which will form the basis of the Royal Navy’s future carrier strike capability.",,,,
,,Project C,,,,,,,,,,,
,,Project D,,,,,,,,,,,
,,Project E,,,,,,,,,,,
,,£m whole life cost of major projects,,,,,,,,,,,
Results,Input Indicators,1,"As per Business Plan and Business Plan Measurement Annex Additional cost of operations in Afghanistan, per Service person deployed",,,,,,Cost of Operations funded from the Reserve by average number of Service Persons deployed to Afghanistan,,,,
,,2,"Additional cost of new equipment (urgent operational requirements) for operations in Afghanistan, per Service person deployed",,,,,,Cost of UORs by average number of Service Persons deployed to Afghanistan,,,"This Figure has been updated, as this was transposed in the last QDS. It should have been based on £583m instead of £538m.",
,,3,Cost of standing military commitments/tasks and contingent overseas operations per committed Service person,,,,,,"Cost of standing military tasks and contingent overseas operations by Service Personnel committed to these tasks. (examples of military tasks: Independent Nuclear Deterrent, Defence of UK Airspace and Waters, Security of UK Overseas territories, Piracy). This measure excludes Afghanistan.",,,,
,,4,Average percentage by which the cost of the MOD equipment programme varies compared to forecasts in year,,,,,,"Percentage change in forecasted cost for design and manufacture phase, for all Category A - C equipment projects that have passed their main investment decision point (""Main Gate""). Category A - C projects are defined as those with a capital value greater that £20M. Projects that fall below this threshold are excluded from this indicator.",,,,
,,5,"Cost of major force elements, per ship, per brigade, per aircraft (fast jet), per helicopter",,,,,,Equipment and manpower costs per appropriate fighting unit. Fighting units defined as Frigates and Destroyers; Brigades; Fast Jets (Tornadoes and Typhoon) and Military Helicopters.,,,,
,,6,Cost/benefit ratio of the major change and efficiency programmes being undertaken in Defence,,,,,,Cost of programmes / level of projected benefits through the Defence Change Portfolio and Efficiency Programmes.,,,,
,,7,"Percentage of non-front line costs versus front line costs, split by service",,,,,,"Direct costs of service personnel classified as 'non-frontline' as a proportion of total direct service personnel costs, split be service",,,,
,,8,"Direct personnel costs, per Service person",,,,,,"Direct Service Personnel costs including standing allowances, divided by the total number of Service Persons. ",,,,
,,9,"Direct personnel costs, per MOD civilian (split by Top Level Budget)",,,,,,"Direct Civilian personnel costs  including standing allowances divided by the total number of civilians in each Top Level Budget (TLB), including Trading Funds",,,Please refer to the 'People' Section for the Civilian Statistics.,
,,10,Defence spending as a percentage of Gross Domestic Product,,,,,,Total Defence Spending as a defined by NATO as a percentage of GDP,,,,
,,11,,,,,,,,,,,
,,12,,,,,,,,,,,
,"Impact Indicators
",1,As per Business Plan and Business Plan Measurement Annex Progress toward a stable and secure Afghanistan ,,,,,,"The MOD's primary contribution is to contribute towards the ISAF-led operational campaign in Afghanistan where the UK provides the second largest contingent of forces (after the US). Indicators could be measured by the numbers of Afghan National Security Forces (ANSF) trained by the international ISAF coalition (against agreed targets) to seek to achieve the Government's national security objective of establishing a stable and secure Afghanistan. 
Working closely with FCO, DFID and the international community, the MOD is engaged in building the Afghan capability for security, in particular through the provision of UK troops for training, partnering and mentoring of Afghan National Security Forces. Detailed descriptions of progress, supported by a range of qualitative and quantitative assessments, will be provided in monthly reports to Parliament. Measures of Progress are also provided on a regular basis on ANSF development and attrition of the insurgency to the NSC. [Please note that MOD indicators for our role in Afghanistan should be considered in conjunction with FCO's indicator.]",,,,
,,2,Number of Service personnel deployed to support civil agencies (e.g. police and fire service) during emergencies,,,,,,"Total number of personnel deployed e.g. 250 deployed on several tasks throughout the year e.g. floods, foot and mouth etc. ",,,,
,,3,Number of attachés and advisors deployed in support of conflict prevention and defence diplomacy activities,,,,,,Total number of Attachés and Advisors deployed and number of locations covered e.g. 250 deployed covering 122 countries. ,,,,
,,4,Number of Service and MOD civilian personnel deployed on all operations in a year,,,,,,Total number of Service Personnel deployed (Current/Standing/Contingent) divided by the total number of personnel available for deployment.,,,,
,,5,"Number of Force Elements (typically ships, aircraft or ground force sub units) showing critical or serious weakness against the total number of force elements for Strategy of Defence priorities",,,,,,Number of Force Elements against total number showing weakness. Force elements reported are Frigates and Destroyers; Brigades; Fast jets (Tornadoes and Typhoon) and Military Helicopters,,,,
,,6,Average number of months that the MOD equipment programme is delayed in year,,,,,,"Net slippage across all Category A-C equipment projects (in months), that have passed Main Gate Approval.  Category A-C projects are defined as those with a capital value greater than £20M that have passed their main investment decision (""Main Gate"").",,,,
,,7,Percentage of Service Personnel (SP) that are deployable,,,,,,Number of SP who are classed as 'Medically Fully Deployable' or 'Medically Limited Deployable' as a proportion of Trained Strength;,,,,
,,8,Percentage change in filling skills areas where there are insufficient trained service personnel to meet the specified requirements,,,,,,"Percentage change in Operational Pinch Points (OPPs); - a branch specialisation, sub-specialisation or area of expertise, where the shortfall in Trained Strength (officers or ratings/other ranks) is such that it has a detrimental impact on operational effectiveness.",,,,
,,9,Percentage of Service personnel (split by Officers and Other Ranks) who are satisfied with Service life in general,,,,,,Percentage of Service Personnel (split by Officers and Other Ranks) who are satisfied with Service life in general,,,,
,,10,Overall public favourability of the UK Armed Forces,,,,,,Overall public favourability of the UK Armed Forces,,,,
,,11,,,,,,,,,,,
,,12,,,,,,,,,,,
,"Other data sets
",1,"Departments to carry out further work to identify which to include in the QDS, in line with guidance/agreeement from the centre.",,,,,,,,,,
,,2,,,,,,,,,,,
,,3,,,,,,,,,,,
,,4,,,,,,,,,,,
,,5,,,,,,,,,,,
,"Structural Reform Plan Actions
",Total number of actions completed in the Quarter,The number of actions completed as agreed alongside the Number 10 Business Plan monitoring process.,Quarter,"Current = Q3 2011-12 (Oct-Dec)
Previous = Q2 2011-12 (Jul-Sep)",Full,Departmental internal reporting systems,Management information,,,,,
,,Total number of actions overdue,The number of actions overdue over the period as agreed alongside the Number 10 Business Plan monitoring process.,Quarter,"Current = Q3 2011-12 (Oct-Dec)
Previous = Q2 2011-12 (Jul-Sep)",Full,Departmental internal reporting systems,Management information,,,,,
,,Number of overdue actions that are attributable to external factors,The number of actions overdue over the period as agreed alongside the Number 10 Business Plan monitoring process that are due to external factors.,Quarter,"Current = Q3 2011-12 (Oct-Dec)
Previous = Q2 2011-12 (Jul-Sep)",Full,Departmental internal reporting systems,Management information,,,,,
