FREEDOM OF INFORMATION,,
MOD Requests to 26 March 2010,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,


Case Number,Date Due,Request Summary
15-03-2010-114453-002,25/02/2010,Please provide the total Information and Communication Technology expenditure incurred by the Financial Management Shared Service Centre for FY2008/2009
15-03-2010-135326-001,04/03/2010,Please provide copies of the presentation mentioned in section 4 of the Agusta Westland brief dated 29 August 2007.
15-03-2010-142629-001,14/03/2010,Please provide a copy of RTI 216 and MOD Form 760 regarding the fitting of clack valves on the Nimrod aircraft.
15-03-2010-144253-002,08/02/2010,Please provide information on the time taken by the MOD to pay invoices.
15-03-2010-145740-003,15/03/2010,Please provide the historical documentary information disclosed by MOD to solicitors representing the Atomic Test Veterans used in the UK Atomic Test veteran court case that concluded at the High Court on 6 February 2009.
15-03-2010-151326-002,11/03/2010,Please provide details of all the individual sites listed on the noise budget applied to wind farms in the 50km protection zone around the Eskdalemuir Seismological Recording Station.
15-03-2010-151810-001,11/03/2010,Please advise whether information on the wearing of British Fire Services Association Long Service Medals on the BFSA website is update to date.
15-03-2010-152819-001,10/03/2010,Please provide information on any RAF exercises that took place over the Bristol Channel to the East of St.Ives in October 2003.
15-03-2010-165814-003,15/03/2010,Please provide an electronic copy of the latest version of the Smart Approvals guidance.
15-03-2010-171817-002,15/03/2010,Please provide information on the cost of handling UFO sightings and the cost of responding to UFO FOIA requests last year.
15-03-2010-172452-004,15/03/2010,Please provide information on military installation that were in place in Whitstable during WWI and WWII.
15-03-2010-173327-003,15/03/2010,"Please provide a copy of the document authorising the use of the wording ""Henderson effect"" with regards to the undemanded firing incidents of the chain gun on the Warrior AFV."
16-03-2010-131647-001,12/03/2010,Please provide details on Sir Kevin Tebbit's meeting with Defence Ministers since he became Chairman of Finmeccanica UK. 
16-03-2010-145220-001,15/03/2010,UK defence budget. Please provide information on the percentage of services outsourced to public and private companies.
16-03-2010-175100-002,16/03/2010,"Please advise whether there are any plans to build a wind farm on the airfield in Great Dalby, Melton Mowbray, Leicestershire."
16-03-2010-175901-001,16/03/2010,"Please provide details on the former Butlaw Camp barracks at South Queensferry, and the associated Royal Naval hospital."
17-03-2010-082608-001,16/03/2010,Please provide copies of all RN Officer Commission Transfer Signals from 1999 - present.
17-03-2010-115146-002,15/03/2010,"Please provide a copy of the document authorising the use of the wording ""Henderson effect"" with regards to the undemanded firing incidents of the chain gun on the Warrior AFV."
17-03-2010-121600-001,16/03/2010,Please provide a breakdown on the amount of the defence budget spent on each Armed Service and aircraft type.
17-03-2010-122444-003,16/03/2010,"Please provide information on the number of sorties for each of the fast jet aircraft, including the Hawk, that take place each day."
17-03-2010-123354-004,16/03/2010,"Please provide figures for the number of military training exercises carried out on Dartmoor, every year, over the last ten years."
17-03-2010-130141-001,17/03/2010,Please provide a copy of the findings of the 2000 investigation into an alleged murder in Belize.
17-03-2010-140257-001,17/03/2010,"Please provide prospectus, brochures etc about the British Army Forces and the Territorial Army."
17-03-2010-145103-002,09/03/2010,"Please provide details of any situation reports, etc collected by the British contingent to assist the UNPROFOR from January - August 1995."
17-03-2010-173626-003,01/03/2010,Please provide copies of the latest corporate plans for MOD.
18-03-2010-102630-001,17/03/2010,Please provide information on the number and types of animals used by MOD for research purposes between January 2000 and December 2009.
18-03-2010-104058-002,17/03/2010,Please advise whether MOD require another equipment supplier.
18-03-2010-112823-002,17/03/2010,"Please provide service record information for the Royal British Legion service personnel, of the Berkshire branch, that lost their lives at the end of 1939/1945 for in the British Legion Names of dead in Cookham, Cookham Dean and Pinkneys Green since WW2"
18-03-2010-113147-003,18/03/2010,Please provide copies of maps and plans of the former BT communications exchange underneath Birmingham city centre.
18-03-2010-115938-004,18/03/2010,"Please provide information on the number of suspect packages identified every year in London, and how this number has changed over time."
18-03-2010-131527-001,28/01/2010,Please provide contact details of the companies that supply Contractor On Deployed Operations (CONDO) services to the UK MOD in theatre.
18-03-2010-153902-001,16/03/2010,Please provide details of the supply chain within the Next Generation Estates Contracts (NGEC) programme.
18-03-2010-154411-001,15/03/2010,Please provide a breakdown of the alleged 1152 offences logged by the MDPGA within the last three years.
18-03-2010-164254-002,18/03/2010,Please provide information on the monies spent on the war in Afghanistan since 2001.
18-03-2010-170627-001,18/03/2010,Please provide information on the disposal of the English Electric Lightning jet fighter aircraft.
18-03-2010-171643-003,18/03/2010,Please advise whether the UK has cooperated with the US in specified classified defence projects.
18-03-2010-172050-002,18/03/2010,Please provide information on the disposal of the Avro Vulcan aircraft.  
19-03-2010-104624-001,19/03/2010,"Please provide details on the mean time between failure information for Rapier Field Standard A and Field Standard B1 Line Replaceable Units during the 1980s, particularly during the Falkland conflict."
19-03-2010-110239-001,19/03/2010,"Please provide information on the number of agency staff and consultants engaged as manpower substitutes, equivalent to MOD civil service Band C1, by Defence Estates."
19-03-2010-112757-001,19/03/2010,Please provide an original copy of a specified report.
19-03-2010-114717-001,19/03/2010,Please provide information on payments made by the MOD Police & Guarding Agency to internet organisations.
19-03-2010-134808-001,19/03/2010,Please provide information on the total cost to MOD and the Army of fighting against the IRA in Northern Ireland from 1969 - 2005.
19-03-2010-144619-001,19/03/2010,Please provide a copy of MOD's policy on flying flags from MOD buildings.
19-03-2010-145836-001,05/02/2010,Please provide information concerrning all non-repatriation decisions relating to WWII.
19-03-2010-154251-001,19/03/2010,Please provide information on a specified individual.
19-03-2010-155644-002,07/03/2010,Please provide details and information on the weapons and Personal Protection Equipment carried by the MOD Police and Guarding Agency officers.
22-03-2010-105040-002,21/03/2010,Please provide information on the sinking of HM Drifter Blue Sky on 13 June 1922.
22-03-2010-110043-003,21/03/2010,"Please provide information on the points score given for each rank, from SAC to WO, when the RAF Trade Group 18 Supplier and Movements was evaluated in November 2008 by the Joint Services' Job Evaluation Team."
22-03-2010-111120-001,22/03/2010,"Please advise whether the body of a specified individual, believed to have been killed at the Battle of St Quentin in 1918, had been recovered. "
22-03-2010-140401-001,22/03/2010,Please provide copies of specified Basic Observer Course critiques.
22-03-2010-152634-001,22/03/2010,"Please provide copies of all reports undertaken regarding service personnel injured by the Hughes chain gun, fitted to armoured fighting vehicles, since its introduction into service to present."
22-03-2010-163914-001,18/03/2010,Please provide copies of the briefing notes used to brief the former Secretary of State of the rationale for British troops to take over operational control of Helmand Province in Southern Afghanistan in 2006.
23-03-2010-085507-001,14/03/2010,Various questions regarding the employment of staff in Cyprus who do not fall into the category UK Based Civil Servants.
23-03-2010-092007-001,08/03/2010,Please provide information to a specified individual regarding Lieutenant General expenses.
23-03-2010-092740-001,08/03/2010,Please provide information to a specified individual regarding Major Genral expenses
23-03-2010-104845-002,23/03/2010,Please advise where information can be obtained to assist with designs to enhance the performance of Unmanned Air Vehicles.
23-03-2010-111421-003,23/03/2010,Please provide a copy of a specified report.
23-03-2010-113244-001,23/03/2010,Please provide information on the number of servicemen retired from active service during each year of WWII due to contracting tuberculosis.
23-03-2010-114932-002,23/03/2010,Please provide all documents and information into the investigation of the alleged killing of 13 Afghan civilians on the outskirts of Musa Qala on 31 July 2006.
23-03-2010-140552-001,22/03/2010,Please provide information on the single year age structure of UK veterans of the 1990/91 Gulf conflict and the Era comparison group.
23-03-2010-140858-002,23/03/2010,Please provide information on the number of York and Lancaster Regiment service personnel wounded or killed and details of the Regiment's involvement in the Battle of the Somme in July 1916.
23-03-2010-141433-001,22/03/2010,Please provide information on the yearly value of UK military assistance to Sierra Leone from 1970 -2007. 
23-03-2010-142209-001,23/03/2010,Please provide information on the contribution service personnel in the North East of England makes towards the Armed Forces.
23-03-2010-143023-002,23/03/2010,Please provide information on the total number of requests received and managed in the MOD since 2005.,
23-03-2010-142545-004,10/02/2010,"Please provide information on radiological measurements made at or in the vicinity of or associated with nuclear test sites in Australia, Christmas and Monte Bello Islands",STOP
23-03-2010-151541-002,22/03/2010,Please verify whether a specified roll-on roll-off ferry was used by MOD as a troop carrier during the Falkland campaign and whether risk assessments were undertaken on this and similar vessels.,
23-03-2010-153322-002,23/03/2010,Please provide information on the specific restrictions the Armed Forces place on service personnel living with HIV.,
23-03-2010-153830-003,23/03/2010,Please provide a list of all sub-contractors that have been or are working on redeveloping service accommodation and training estate at the Royal School of Military Engineering's various sites.,
23-03-2010-154514-003,23/03/2010,Please provide information on MOD's procurement for photocopiers.,
23-03-2010-155215-003,23/03/2010,Please provide information on the cost of the Future Rapid Effect System programme to MOD.,
23-03-2010-155836-005,23/03/2010,Please provide a full list of all the sub-contractors that have been or are working on the Project Allenby/Connaught with Aspire Defence Ltd.,
23-03-2010-160322-006,23/03/2010,Please provide a full list of all sub-contractors that have been or working on Project Slam for Bovis Lend Lease.,
24-03-2010-105832-001,24/03/2010,Please provide clarification on the eligibility criteria for promotion in the Combined Cadet Force. ,
24-03-2010-113117-001,23/03/2010,Please provide information on the number of soldiers who have returned from Afganistan as amputees.,
24-03-2010-115156-001,17/03/2010,Rank and pension of soldiers killed on active service. Please provide information on the cost of accepting the demands of EDM 1053 from 2001 and 2005.,
24-03-2010-115552-002,14/03/2010,"Please provide information on the number of service personnel retained by the Army, following drug conviction offences, in the last five years.",
24-03-2010-120942-003,23/03/2010,Please provide information on the number of Muslim chaplains and/or imams in the Armed Forces.,
24-03-2010-122923-002,23/03/2010,Please provide a copy of the expenditure reports for MOD funding to the Conflict Prevention Initiative (Conflict Prevention Pool and Stabilisation Aid Fund) for 2008 and 2009.,
24-03-2010-123059-002,19/03/2010,"Please provide any MOD held information on any testing, study or research undertaken in relation to the chemicals used during the gas attacks on the Kurdish population of Halabja, Iraq in March 1988.",
24-03-2010-124019-002,23/03/2010,"Please provide information concerning relations with and correspondence between the Foreign Office and the Secretary of State, United States of America regarding the Falklands crisis."
24-03-2010-122636-004,26/02/2010,Please provide details and information on the number of civilians in the Department that have been dismissed for gross misconduct in the last 5 years.
24-03-2010-134736-001,19/03/2010,"Please provide information on the cost of the provisions of military music, bands and Kneller Hall."
24-03-2010-142220-001,15/03/2010,Please provide copies of the briefing material used to persuade the Secretary of State for Defence of the rationale for British troops to take over operartional  control of Helmand Province in Southern Afghanistan in 2006.
24-03-2010-160357-002,24/03/2010,Please provide copies of the Abnormal Events reports for incidents which may have taken place over the period 25 September - 31 December 2009 and resulted in enforcement action.
24-03-2010-161521-003,09/03/2010,Please provide the total Information and Communication Technology expenditure incurred by the DSTL for FY2008/2009.
25-03-2010-101244-001,08/03/2010,Please provide details and information on compensation payments made by the British military in Helmand and elsewhere in Afghanistan from the beginning of 2008 until present.
25-03-2010-102805-001,08/03/2010,"Please provide a copy of the response to request number: 07-08-2009-164614-007; please provide information on the number of BAR Mines delivered/used in Iraq, every month, by UK Forces during the duration of Op TELIC."
25-03-2010-103824-002,08/03/2010,"Please provide information on the outcome of the investigation into named specified individuals following the ""naming of names"" in the Haddon-Cave report."
25-03-2010-110152-002,08/03/2010,Please provide details of the valour for which specified individual won the Military Cross.
25-03-2010-111144-001,25/03/2010,"Please provide copies, and any subsequent responses, of letters from serving and retired military personnel advocating a pay rise for service personnel from 1 January 2009 - present."
