FREEDOM OF INFORMATION,,
MOD Requests to 25 February 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,

Case Number,Date Due,Request Summary
14-02-2011-143643-002,14/03/2011,How many animals have been deployed to Iraq and Afghanistan as part of Operation Telic and Herrick respectively. How many of these died while serving on these operations.
14-02-2011-145242-003,14/03/2011,"Details of any written, verbal or email negotiations in respect of ABP acquisition of the Sea Mounting Centre in Marchwood."
14-02-2011-172503-004,14/03/2011,Information on 15 (UK) Psyops Group
15-02-2011-092552-001,14/03/2011,All analyses and correspondence detailing the security implications to British forces in Afghanistan of releasing the information contained in the announcements made by Gordon Brown on 12-14 December 2009 on roadside bombs. 
15-02-2011-093156-002,14/03/2011,"Information regarding the cost of training an RAF Typhoon pilot, from entry into the RAF, until becoming operational on the front-line. "
15-02-2011-093607-003,14/03/2011,How many IED attacks have there been on UK forces in Afghanistan per month for the first quarter of 2011 and 2010?
15-02-2011-094432-001,09/03/2011,Information on Job Requisition No: 368171
15-02-2011-094642-004,14/03/2011,How many weapons and type for which the Department has responsibility have been recorded as (a) lost and (b) stolen in each of the last two years; 2009 and 2010?
15-02-2011-095004-005,14/03/2011,"How much money was spent by the MoD school fees for the children of soldiers and officers in 2007/2008, 2008/2009, 2009/2010, 2010/2011?"
15-02-2011-095425-006,14/03/2011,"Which UK companies/agencies have got contracts with the M.O.D. abroad, I am seeking a contract of employment in places such as Afghanistan"
15-02-2011-124632-007,15/03/2011,"Please disclose all correspondence between the PJHQs and xxxxxxxxxx, who has acted as a consultant for PJHQ."
15-02-2011-125423-008,15/03/2011,Information relating to the standard of armed service single living and family accommodation since March 2009. 
15-02-2011-130630-002,11/03/2011,Additional information regarding TAPL for XG-380 Grease
15-02-2011-130749-003,09/03/2011,Information on Veterans ID Cards
15-02-2011-133231-001,11/02/2011,"A copy of the Defence Equipment and Support, Defence Clothing, for Tunics Other Ranks Foot Guards"
15-02-2011-133443-002,22/02/2011,"What connection a specified individual has with HR Armed Forces? What branch did they serve in, if any, what academic qualifications they hold for such a prestige role at SPVA."
15-02-2011-135045-001,14/03/2011,Statistics of untrained female personnel within the Army in 2010
15-02-2011-135328-003,04/03/2011,Information and a sample of a hard armour plate used for body armour.
15-02-2011-140134-002,14/03/2011,Please provide Army recruitment statistics for the whole United Kingdom. Also provide any information about recruitment from World War One and World War Two.
15-02-2011-141514-003,11/03/2011,Detailed information on RAF pilots in 1967.
15-02-2011-144422-004,14/03/2011,Information on advertising on the Met Office website
15-02-2011-145054-004,10/03/2011,Information on number of UK Armed Forces claiming the Home to Duty allowance
15-02-2011-145840-005,15/03/2011,Information related to the basing of United States Ground Launched Cruise Missiles
15-02-2011-151810-006,15/03/2011,"A copy of the terms of reference, which were used as the baseline for the Current Youth Engagement Review (YER)."
15-02-2011-154014-005,04/03/2011,"A TAPL copy for BS 2626:1992, Type A, Grade 68 OM-70 Refrigeration oils"
15-02-2011-154305-007,14/03/2011,Detailed information on 15 (UK) Psyops Group.    
15-02-2011-154734-006,28/02/2011,"Copies of Catering Flight's Safety, Health & Environmental Audit Reports dated Dec 2009 & Dec 2010. RAF Coningsby Sgt's Mess shift roster for January 2010. Copy of the Minimum Manning Staffing Levels for Coningsby Catering "
15-02-2011-161126-008,15/03/2011,"Information about how MoD managed Great Wood, located in North Yorkshire, near Sneaton, especially between the years of 1920-1966"
15-02-2011-161951-009,15/03/2011,"Which part of the armed forces occupied Sutton Park, Sutton, Bedfordshire between 1939 and 1945/46, and what their role was."
15-02-2011-164440-010,15/03/2011,Information about the use of MoD resources in the making of any television programs and/or films.
15-02-2011-170121-011,15/03/2011,All photographs taken of barracks where members of the armed forces are housed and which show decay/need of repair/safety issues (past 3 years)
15-02-2011-172728-001,25/02/2011,Request for two ABRO documents related to Warrior firing circuit
16-02-2011-095249-001,15/03/2011,"How many reports of ADR (Adverse Drug Reaction) to Lariam (Mefloquine) were reported by the MoD to the MHRA through the yellow card system, year by year since 1996."
16-02-2011-124825-001,07/03/2011,"Copies of all Defence Ministerial speeches reference: energy security, defence procurement, armed forces logistics and purposes of the UK military's expeditionary capability that are stored in electronic form at mid-2005"
16-02-2011-144623-002,16/03/2011,"Information about the history of the Territorial Army and any statistics, especially relating to how many volunteers are in the TA and how many members of the TA have fought in Afghanistan over the last year and in total."
16-02-2011-150238-003,15/03/2011,"Suffolk, Wiltshire, Hertfordshire, Norfolk barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-150655-004,15/03/2011,"Suffolk, Norfolk, Cambridgeshire, Norfolk, Surrey barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-150922-005,15/03/2011,"Surrey, Hampshire barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-151157-006,15/03/2011,"Oxfordshire, Berkshire, Kent barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-151455-007,15/03/2011,"Kent, East Sussex barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-151716-008,15/03/2011,"Dorset, Devon barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
