Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,02/07/2010,Storage,GOE,IRON MOUNTAIN (UK) LIMITED,5106139553,811.53
Communities & Local Government,GO,02/07/2010,Professional services,GOWM,TREASURY SOLICITORS DEPT,2100182280,"6,000.00"
Communities & Local Government,GO,05/07/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106139638,558.36
Communities & Local Government,GO,05/07/2010,Conferences,GORCU Admin DEL Votd,DODS PARLIAMENTARY COMM  LTD,5106139765,"10,575.00"
Communities & Local Government,GO,05/07/2010,Travel and Subsistence Account,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002496,520.00
Communities & Local Government,GO,05/07/2010,Government Procurement Card (expense),GOL,DCLG GOVERNMENT PROCUREMENT CARD,1000002479,-626.47
Communities & Local Government,GO,05/07/2010,Government Procurement Card (expense),GOL,DCLG GOVERNMENT PROCUREMENT CARD,1000002491,626.47
Communities & Local Government,GO,05/07/2010,Post,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002488,"1,006.98"
Communities & Local Government,GO,05/07/2010,Publishing,GORCU Admin DEL Votd,FOLIO CREATIVE COMMUNICATION LTD,5106139770,"4,935.00"
Communities & Local Government,GO,05/07/2010,Subscriptions,GOEM,DCLG GOVERNMENT PROCUREMENT CARD,1000002494,696.19
Communities & Local Government,GO,05/07/2010,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002492,"3,113.75"
Communities & Local Government,GO,05/07/2010,Waste Disposal and pest control,RCU - PAM - Property Asset Management,PHS WASTETECH,2100182303,"2,245.11"
Communities & Local Government,GO,05/07/2010,Vehicle fuel,GOE,ARVAL,5106139621,770.06
Communities & Local Government,GO,06/07/2010,Agency Staff,GOL,REED SPECIALIST RECRUITMENT LTD,5106139837,858.87
Communities & Local Government,GO,06/07/2010,Agency Staff,GOL,REED SPECIALIST RECRUITMENT LTD,5106139838,858.87
Communities & Local Government,GO,06/07/2010,Conferences,GOWM,DCLG GOVERNMENT PROCUREMENT CARD,1000002497,"3,381.06"
Communities & Local Government,GO,06/07/2010,Fares UK,GOSE,REDFERN TRAVEL LIMITED,2100182347,"3,475.18"
Communities & Local Government,GO,06/07/2010,Subsistence UK,GOSE,REDFERN TRAVEL LIMITED,2100182347,197.46
Communities & Local Government,GO,06/07/2010,Overseas expense,GOSE,REDFERN TRAVEL LIMITED,2100182347,"1,379.00"
Communities & Local Government,GO,06/07/2010,Post,GOSE,GOVERNMENT CAR & DESPATCH AGENCY,5106139788,911.80
Communities & Local Government,GO,07/07/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106140103,"1,378.38"
Communities & Local Government,GO,07/07/2010,Agency Staff,GONW,ROBERT HALF LIMITED,5106140083,604.89
Communities & Local Government,GO,07/07/2010,Agency Staff,GOEM,ROLLS-ROYCE PLC,2100182422,"1,086.87"
Communities & Local Government,GO,07/07/2010,Conferences,GOL,DCLG GOVERNMENT PROCUREMENT CARD,1000002501,"1,039.89"
Communities & Local Government,GO,07/07/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,2100182428,"51,032.84"
Communities & Local Government,GO,07/07/2010,Travel and Subsistence Account,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002500,585.00
Communities & Local Government,GO,07/07/2010,Fares UK,GONE,REDFERN TRAVEL LIMITED,2100182420,266.28
Communities & Local Government,GO,07/07/2010,Fares UK,GOEM,REDFERN TRAVEL LIMITED,2100182424,"6,632.47"
Communities & Local Government,GO,07/07/2010,Fares UK,GORCU Admin DEL Votd,REDFERN TRAVEL LIMITED,2100182420,"9,789.43"
Communities & Local Government,GO,07/07/2010,Fares UK,RCU - PAM - Property Asset Management,REDFERN TRAVEL LIMITED,2100182420,"3,034.15"
Communities & Local Government,GO,07/07/2010,Post,GOSE,GOVERNMENT CAR & DESPATCH AGENCY,5106140119,911.80
Communities & Local Government,GO,07/07/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,2100182428,"7,797.86"
Communities & Local Government,GO,07/07/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,*SECURITY NETWORK LTD,2100182425,447.60
Communities & Local Government,GO,07/07/2010,Stationery,GOSE,OFFICE DEPOT UK LTD,5106139964,774.41
Communities & Local Government,GO,08/07/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106140156,"1,176.43"
Communities & Local Government,GO,08/07/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106140160,577.78
Communities & Local Government,GO,08/07/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106140161,803.27
Communities & Local Government,GO,08/07/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106140165,599.70
Communities & Local Government,GO,08/07/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106140172,"38,132.42"
Communities & Local Government,GO,08/07/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,2100182476,"60,274.52"
Communities & Local Government,GO,08/07/2010,Travel and Subsistence Account,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002505,520.00
Communities & Local Government,GO,08/07/2010,Fares UK,GOYH,REDFERN TRAVEL LIMITED,2100182468,"10,166.49"
Communities & Local Government,GO,08/07/2010,Post,GONE,GOVERNMENT CAR & DESPATCH AGENCY,2100182472,"1,006.98"
Communities & Local Government,GO,08/07/2010,Post,GOYH,GOVERNMENT CAR & DESPATCH AGENCY,5106140219,494.00
Communities & Local Government,GO,08/07/2010,Professional services,GORCU Admin DEL Votd,ATKINS TRANSPORT PLANNING,5106140168,"14,530.05"
Communities & Local Government,GO,08/07/2010,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,5106140202,"7,000.00"
Communities & Local Government,GO,08/07/2010,Training,GORCU Admin DEL Votd,DCLG GOVERNMENT PROCUREMENT CARD,1000002503,600.00
Communities & Local Government,GO,08/07/2010,Car Lease (expense),GONE,HITACHI CAPITAL VEHICLE SOLUTIONS,5106140164,"1,763.02"
Communities & Local Government,GO,08/07/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,CHUBB FIRE LTD,2100182474,708.00
Communities & Local Government,GO,08/07/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,CHUBB FIRE LTD,2100182475,"2,203.34"
Communities & Local Government,GO,08/07/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,2100182476,118.80
Communities & Local Government,GO,08/07/2010,Telephone call costs,GORCU Admin DEL Votd,PREMIER TEL. SERV.,5106140162,586.30
Communities & Local Government,GO,09/07/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106140389,"1,017.17"
Communities & Local Government,GO,09/07/2010,Conferences,GOL,COMMONWEALTH CLUB LTD,5106140334,"1,447.71"
Communities & Local Government,GO,09/07/2010,Domestic Services,RCU - PAM - Property Asset Management,GROWING SUCCESS LTD,5106140376,695.50
Communities & Local Government,GO,09/07/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,2100182478,"51,334.50"
Communities & Local Government,GO,09/07/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,2100182519,"25,893.71"
Communities & Local Government,GO,09/07/2010,Professional services,GORCU Admin DEL Votd,EXPERIAN LTD,5106140405,532.28
Communities & Local Government,GO,09/07/2010,Professional services,GORCU Admin DEL Votd,*LOGICA CMG UK LTD,5106140395,462.20
Communities & Local Government,GO,09/07/2010,Professional services,GORCU Admin DEL Votd,*LOGICA CMG UK LTD,5106140401,"9,687.06"
Communities & Local Government,GO,09/07/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,2100182478,"7,822.82"
Communities & Local Government,GO,09/07/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,2100182519,984.13
Communities & Local Government,GO,09/07/2010,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,2100182518,"1,362.30"
Communities & Local Government,GO,09/07/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,2100182517,"12,411.58"
Communities & Local Government,GO,09/07/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,2100182521,"6,358.95"
Communities & Local Government,GO,09/07/2010,Electricity,RCU - PAM - Property Asset Management,GREEN ENERGY UK PLC,2100182522,947.83
Communities & Local Government,GO,12/07/2010,Vendor Prepayments,GOSW,ARVAL,2100182592,"3,172.03"
Communities & Local Government,GO,12/07/2010,Vendor Prepayments,GOSW,ARVAL,2100182594,288.34
Communities & Local Government,GO,12/07/2010,Agency Staff,GOEM,REED SPECIALIST RECRUITMENT LTD,5106140666,"1,044.70"
Communities & Local Government,GO,12/07/2010,"IT - PC, Network & Hardware",RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002508,"1,123.00"
Communities & Local Government,GO,12/07/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,2100182589,"111,196.57"
Communities & Local Government,GO,12/07/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,2100182586,"26,046.23"
Communities & Local Government,GO,12/07/2010,Travel and Subsistence Account,GONE,REDFERN TRAVEL LIMITED,2100182306,"9,014.96"
Communities & Local Government,GO,12/07/2010,Courier Services,GONW,GOVERNMENT CAR & DESPATCH AGENCY,5106140644,681.50
Communities & Local Government,GO,12/07/2010,Courier Services,GONW,GOVERNMENT CAR & DESPATCH AGENCY,5106140645,692.08
Communities & Local Government,GO,12/07/2010,Publicity,GONE,PENNA BARKERS,2100182593,"11,791.54"
Communities & Local Government,GO,12/07/2010,Publicity,GONE,PENNA BARKERS,2100182595,"1,821.30"
Communities & Local Government,GO,12/07/2010,Training,GOEM,APOD LTD,2100182597,705.00
Communities & Local Government,GO,12/07/2010,Vehicle hire,GOSW,ARVAL,2100182588,"2,722.00"
Communities & Local Government,GO,12/07/2010,Car Lease (expense),GOSW,ARVAL,2100182592,288.34
Communities & Local Government,GO,12/07/2010,Car Lease (expense),GOSW,ARVAL,2100182594,"3,172.03"
Communities & Local Government,GO,12/07/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,2100182587,629.00
Communities & Local Government,GO,12/07/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,2100182526,"6,431.68"
Communities & Local Government,GO,12/07/2010,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,2100182525,"11,236.90"
Communities & Local Government,GO,12/07/2010,Minor office costs,GONE,REDFERN TRAVEL LIMITED,2100182306,262.34
Communities & Local Government,GO,13/07/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106140717,"2,507.63"
Communities & Local Government,GO,13/07/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106140718,"2,507.63"
Communities & Local Government,GO,13/07/2010,Hospitalty,GOE,BAXTERSTOREY LTD,2100182473,"1,498.10"
Communities & Local Government,GO,13/07/2010,Fares UK,GOSW,REDFERN TRAVEL LIMITED,2100182598,"13,496.48"
Communities & Local Government,GO,13/07/2010,Post,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002525,"1,006.98"
Communities & Local Government,GO,13/07/2010,Post,GOWM,DCLG GOVERNMENT PROCUREMENT CARD,1000002522,"2,347.65"
Communities & Local Government,GO,13/07/2010,Publicity,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002523,681.50
Communities & Local Government,GO,14/07/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106140924,"1,056.16"
Communities & Local Government,GO,14/07/2010,Agency Staff,GONW,ROBERT HALF LIMITED,5106140990,678.21
Communities & Local Government,GO,14/07/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106141001,803.27
Communities & Local Government,GO,14/07/2010,Agency Staff,GOEM,REED SPECIALIST RECRUITMENT LTD,5106140862,562.17
Communities & Local Government,GO,14/07/2010,"IT - PC, Network & Hardware",GORCU Admin DEL Votd,VODAFONE CONNECT LTD,5106140967,"7,226.25"
Communities & Local Government,GO,14/07/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106140939,"4,993.11"
Communities & Local Government,GO,14/07/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106141004,"33,540.46"
Communities & Local Government,GO,14/07/2010,Travel and Subsistence Account,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002528,520.00
Communities & Local Government,GO,14/07/2010,Travel and Subsistence Account,GOL,REDFERN TRAVEL LIMITED,5106141005,"1,063.52"
Communities & Local Government,GO,14/07/2010,Fares UK,GOWM,REDFERN TRAVEL LIMITED,2100182718,"5,116.43"
Communities & Local Government,GO,14/07/2010,Subsistence UK,GOWM,REDFERN TRAVEL LIMITED,2100182718,327.59
Communities & Local Government,GO,14/07/2010,IT Consumables,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106140962,"2,982.20"
Communities & Local Government,GO,14/07/2010,Storage,GOEM,RADS,5106140847,"1,613.00"
Communities & Local Government,GO,14/07/2010,Professional services,RCU - PAM - Property Asset Management,DLA PIPER RUDNICK GRAY CARY UK LLP,2100182716,"5,260.58"
Communities & Local Government,GO,14/07/2010,Publicity,GONE,PLANNING INSPECTORATE,2100182729,"10,230.00"
Communities & Local Government,GO,14/07/2010,Publicity,GONE,PLANNING INSPECTORATE,2100182730,"6,122.57"
Communities & Local Government,GO,14/07/2010,Publicity,GONE,PLANNING INSPECTORATE,2100182731,"4,320.56"
Communities & Local Government,GO,14/07/2010,Rates,RCU - PAM - Property Asset Management,MARSTON GROUP LIMITED,2100182733,"324,313.90"
Communities & Local Government,GO,14/07/2010,Training,GOYH,NATIONAL SCHOOL OF GOVERNMENT,2100182652,980.00
Communities & Local Government,GO,14/07/2010,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,5106140852,"1,800.00"
Communities & Local Government,GO,14/07/2010,Training,GORCU Admin DEL Votd,BRAY LEINO LTD,2100182724,"7,450.00"
Communities & Local Government,GO,14/07/2010,Training,GORCU Admin DEL Votd,FARADAY PARTNERSHIP LTD,2100182726,"5,650.00"
Communities & Local Government,GO,14/07/2010,Training,GORCU Admin DEL Votd,ST JOHN AMBULANCE (SAC),2100182725,476.00
Communities & Local Government,GO,14/07/2010,Training,GORCU Admin DEL Votd,CENTRE FOR PARLIAMENTARY STUDIES,2100182721,"4,300.00"
Communities & Local Government,GO,14/07/2010,Training,GORCU Admin DEL Votd,MICOMMS LTD,2100182722,"1,197.00"
Communities & Local Government,GO,14/07/2010,Telephone line costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106141004,"11,280.66"
Communities & Local Government,GO,14/07/2010,Telephone call costs,GORCU Admin DEL Votd,CABLE & WIRELESS,5106140963,885.66
Communities & Local Government,GO,14/07/2010,Telecoms equipment (non-capitalised),GORCU Admin DEL Votd,VODAFONE LTD (PAGING),5106140968,"1,157.49"
Communities & Local Government,GO,14/07/2010,Electricity,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002530,"3,420.69"
Communities & Local Government,GO,14/07/2010,Electricity,RCU - PAM - Property Asset Management,*NPOWER LTD,2100182723,"4,080.00"
Communities & Local Government,GO,14/07/2010,Minor office costs,GONE,STREETWISE YOUNG PEOPLES PROJECT,2100182651,"6,656.34"
Communities & Local Government,GO,14/07/2010,IT - Network Running Costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106141004,"34,999.55"
Communities & Local Government,GO,15/07/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106141072,577.78
Communities & Local Government,GO,15/07/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106141110,"1,136.70"
Communities & Local Government,GO,15/07/2010,Travel and Subsistence Account,GOE,REDFERN TRAVEL LIMITED,2100182719,"4,327.99"
Communities & Local Government,GO,16/07/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106141261,585.62
Communities & Local Government,GO,16/07/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106141170,"16,500.00"
Communities & Local Government,GO,16/07/2010,Storage,GONE,CROWN RECORDS MANAGEMENT LTD,5106141265,816.25
Communities & Local Government,GO,16/07/2010,Professional services,RCU - PAM - Property Asset Management,BLAKE LAPTHORN,2100182775,"2,149.76"
Communities & Local Government,GO,16/07/2010,Publicity,GONE,PENNA BARKERS,2100182838,947.03
Communities & Local Government,GO,16/07/2010,Rates,RCU - PAM - Property Asset Management,MANCHESTER CITY COUNCIL,2100182774,"7,182.98"
Communities & Local Government,GO,16/07/2010,Training,GOSE,FARADAY PARTNERSHIP LTD,2100182840,"9,374.03"
Communities & Local Government,GO,16/07/2010,Telephone call costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106141171,"69,193.36"
Communities & Local Government,GO,19/07/2010,Agency Staff,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002543,"9,395.81"
Communities & Local Government,GO,19/07/2010,Post,GONE,NATIONWIDE FRANKING SENSE LTD,5106141357,810.00
Communities & Local Government,GO,19/07/2010,Post,GOL,GOVERNMENT CAR & DESPATCH AGENCY,5106141273,"1,836.53"
Communities & Local Government,GO,19/07/2010,Publicity,GONE,PENNA BARKERS,2100182886,"5,287.59"
Communities & Local Government,GO,19/07/2010,Publicity,GONE,PENNA BARKERS,2100182887,"1,052.50"
Communities & Local Government,GO,19/07/2010,Publicity,GONE,PENNA BARKERS,2100182888,"3,977.01"
Communities & Local Government,GO,19/07/2010,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002543,"1,169.13"
Communities & Local Government,GO,20/07/2010,Agency Staff,GOL,REED SPECIALIST RECRUITMENT LTD,5106141404,858.87
Communities & Local Government,GO,20/07/2010,Agency Staff,GOL,REED SPECIALIST RECRUITMENT LTD,5106141408,853.66
Communities & Local Government,GO,20/07/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106141391,"2,741.70"
Communities & Local Government,GO,20/07/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106141393,"3,427.12"
Communities & Local Government,GO,20/07/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106141395,"2,741.70"
Communities & Local Government,GO,20/07/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106141401,"3,427.12"
Communities & Local Government,GO,20/07/2010,Travel and Subsistence Account,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002544,520.01
Communities & Local Government,GO,20/07/2010,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,2100182890,"18,000.00"
Communities & Local Government,GO,21/07/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106141438,"2,507.63"
Communities & Local Government,GO,21/07/2010,Mobile phone costs,GORCU Admin DEL Votd,VODAFONE UK,5106141461,"5,454.23"
Communities & Local Government,GO,21/07/2010,Mobile phone costs,GORCU Admin DEL Votd,VODAFONE UK,5106141472,"1,801.89"
Communities & Local Government,GO,21/07/2010,IT - Network Running Costs,GORCU Admin DEL Votd,VODAFONE UK,5106141471,913.99
Communities & Local Government,GO,21/07/2010,IT - Network Running Costs,GORCU Admin DEL Votd,VODAFONE UK,5106141472,25.52
Communities & Local Government,GO,22/07/2010,Agency Staff,GONW,ROBERT HALF LIMITED,5106141523,659.88
Communities & Local Government,GO,22/07/2010,Fees,GONW,REDFERN TRAVEL LIMITED,2100182987,95.77
Communities & Local Government,GO,22/07/2010,Fares UK,GONW,REDFERN TRAVEL LIMITED,2100182987,"13,707.39"
Communities & Local Government,GO,22/07/2010,Insurance,RCU - PAM - Property Asset Management,*JONES LANG LASALLE,2100182973,"12,210.72"
Communities & Local Government,GO,22/07/2010,Professional services,RCU - PAM - Property Asset Management,BRB (RESIDUARY) LTD,2100182972,"3,720.84"
Communities & Local Government,GO,22/07/2010,Professional services,RCU - PAM - Property Asset Management,*CAPITA SYMONDS LTD,5106141517,"1,405.91"
Communities & Local Government,GO,22/07/2010,Publicity,GONE,BLUE RIVER DESIGN LTD,5106139123,"1,104.50"
Communities & Local Government,GO,22/07/2010,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,5106141518,"3,800.00"
Communities & Local Government,GO,22/07/2010,Training,GORCU Admin DEL Votd,DCLG GOVERNMENT PROCUREMENT CARD,1000002549,"3,625.00"
Communities & Local Government,GO,22/07/2010,Gas,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002549,"3,345.90"
Communities & Local Government,GO,22/07/2010,Electricity,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002549,"1,379.20"
Communities & Local Government,GO,22/07/2010,Electricity,RCU - PAM - Property Asset Management,BRUNTWOOD EST ALPHA PORTFOLIO LTD,2100182945,"3,364.93"
Communities & Local Government,GO,22/07/2010,Stationery,GONW,BANNER BUSINESS SUPPLIES LTD,5106141647,578.36
Communities & Local Government,GO,22/07/2010,Minor office costs,GONE,NORTHUMBERLAND CARE TRUST,2100183044,923.00
Communities & Local Government,GO,22/07/2010,Minor office costs,GONE,NORTHUMBERLAND CARE TRUST,2100183045,923.00
Communities & Local Government,GO,23/07/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106141668,"1,017.17"
Communities & Local Government,GO,23/07/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106141669,"1,017.17"
Communities & Local Government,GO,23/07/2010,Conferences,GONW,COUNTRY LAND & BUSINESS ASSOC,5106141699,"3,348.22"
Communities & Local Government,GO,26/07/2010,Conferences,GOSE,CHURCH HOUSE CONFERENCE CENTRE LTD,5106141959,"6,135.85"
Communities & Local Government,GO,26/07/2010,Publicity,GONE,PENNA BARKERS,2100183167,"7,454.54"
Communities & Local Government,GO,26/07/2010,Publicity,GONE,PENNA BARKERS,2100183168,"5,830.64"
Communities & Local Government,GO,26/07/2010,Publicity,GONE,PENNA BARKERS,2100183169,"7,529.54"
Communities & Local Government,GO,26/07/2010,Publicity,GONE,PENNA BARKERS,2100183170,"1,585.34"
Communities & Local Government,GO,26/07/2010,Training,GOSE,INDIGO BUSINESS SERVICES LTD,5106141943,425.53
Communities & Local Government,GO,26/07/2010,Variable Maintenance > £15k,RCU - PAM - Property Asset Management,SIMPSON (YORK) LTD,2100183108,"77,364.04"
Communities & Local Government,GO,27/07/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106142030,569.98
Communities & Local Government,GO,27/07/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106142046,"1,160.54"
Communities & Local Government,GO,27/07/2010,Agency Staff,GORCU Admin DEL Votd,CENTRAL OFFICE OF INFORMATION,5106142008,"12,170.65"
Communities & Local Government,GO,27/07/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106142010,"2,507.63"
Communities & Local Government,GO,27/07/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106142009,541.70
Communities & Local Government,GO,27/07/2010,Domestic Services,RCU - PAM - Property Asset Management,FOSTERS BREATHING SPACE,2100183172,"1,306.13"
Communities & Local Government,GO,27/07/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106141972,"62,263.25"
Communities & Local Government,GO,27/07/2010,IT SUPPORT,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106141974,"178,308.36"
Communities & Local Government,GO,27/07/2010,Post,GORCU Admin DEL Votd,GOVERNMENT CAR & DESPATCH AGENCY,2100183308,"1,006.98"
Communities & Local Government,GO,27/07/2010,Post,GORCU Admin DEL Votd,GOVERNMENT CAR & DESPATCH AGENCY,2100183322,"-1,006.98"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106141997,"1,107.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106141998,963.00
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106141999,"2,236.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,GUILDFORD BC,5106142002,"33,286.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,BRISTOL CITY COUNCIL,5106142000,"62,928.00"
