Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,01/11/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106149852,"82,637.84"
Communities & Local Government,DCLG,01/11/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106149854,"161,845.40"
Communities & Local Government,DCLG,01/11/2010,Steady State Service Provision,Finance and Corporate Services,STERIA LIMITED,5106148021,"10,416.00"
Communities & Local Government,DCLG,01/11/2010,Telephone call costs,Communities Group,BABCOCK CRITICAL SERVICES LTD,5106149915,"1,541.11"
Communities & Local Government,DCLG,01/11/2010,Training,Housing and Planning,GOVNET COMMUNICATIONS,5106149442,495.00
Communities & Local Government,DCLG,01/11/2010,Training,Housing and Planning,GOVNET COMMUNICATIONS,5106149454,495.00
Communities & Local Government,DCLG,01/11/2010,Training,Programme & Project Team,DCLG GOVERNMENT PROCUREMENT CARD,1000002587,"1,139.50"
Communities & Local Government,DCLG,01/11/2010,Travel and Subsistence Account,Communities Group,GREATER MANCHESTER FIRE & RESCUE,5106149909,"6,375.25"
Communities & Local Government,DCLG,01/11/2010,Vehicle hire,Communities Group,GOVERNMENT CAR & DESPATCH AGENCY,5106149887,720.00
Communities & Local Government,DCLG,01/11/2010,Vehicle hire,Housing and Planning,CYCLONE COURIER CO LTD,5106149767,529.30
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Communities Group,LA INT COMPUTER CONSULTANTS LTD,5106150020,"1,926.90"
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Communities Group,MORGAN HUNT PUBLIC SECTOR LTD,5106149977,"1,684.90"
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Communities Group,MORGAN HUNT PUBLIC SECTOR LTD,5106149978,"1,786.40"
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Communities Group,MORGAN HUNT PUBLIC SECTOR LTD,5106149979,"1,146.95"
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Communities Group,MORGAN HUNT PUBLIC SECTOR LTD,5106149982,812.00
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Communities Group,PARITY RESOURCES LTD,5106150014,"7,634.30"
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Communities Group,PARITY RESOURCES LTD,5106150016,"9,830.21"
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Communities Group,PARITY RESOURCES LTD,5106150018,"9,301.56"
Communities & Local Government,DCLG,02/11/2010,Agency Staff,Finance and Corporate Services,CAPITA RESOURCING LTD,5106149897,"2,731.29"
Communities & Local Government,DCLG,02/11/2010,Agency Staff,"Local Gov & Reg(LG DEL,AME, RfR2)",MORGAN HUNT PUBLIC SECTOR LTD,5106148664,-741.92
Communities & Local Government,DCLG,02/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,WARWICKSHIRE CC,2100196617,"2,195.52"
Communities & Local Government,DCLG,02/11/2010,Current Grants to Non Profit Bodies,Communities Group,ROYAL ASSOC DISABILITY & REHAB,2100196613,"77,000.00"
Communities & Local Government,DCLG,02/11/2010,Current Grants to Non Profit Bodies,Communities Group,TPAS LTD,2100196614,"100,000.00"
Communities & Local Government,DCLG,02/11/2010,Current Grants to Non Profit Bodies,Housing and Planning,SHEPHERDS BUSH HOUSING ASSOC,5000143865,"62,783.00"
Communities & Local Government,DCLG,02/11/2010,Current Grants to Non Profit Bodies,Housing and Planning,ZERO CARBON HUB LTD,2100196615,"158,529.00"
Communities & Local Government,DCLG,02/11/2010,Fixed Maintenance,Communities Group,BABCOCK CRITICAL SERVICES LTD,5106149089,"506,070.41"
Communities & Local Government,DCLG,02/11/2010,Grant in Aid NDPB's,"Local Gov & Reg(LG DEL,AME, RfR2)",VALUATION TRIBUNAL SERVICE,2100196628,"562,560.00"
Communities & Local Government,DCLG,02/11/2010,IT Maintenance,Communities Group,AIMEDIACOMMS,5106148786,"1,078.65"
Communities & Local Government,DCLG,02/11/2010,IT Maintenance,Finance and Corporate Services,CABLE & WIRELESS UK,5106148920,"48,156.49"
Communities & Local Government,DCLG,02/11/2010,Legal Fees,Communities Group,DENTON WILDE SAPTE LLP,5106150009,"35,251.67"
Communities & Local Government,DCLG,02/11/2010,Legal Fees,Finance and Corporate Services,MISS SARAH LEE,5106149996,"1,960.00"
Communities & Local Government,DCLG,02/11/2010,Management Consultancy,Communities Group,CHIEF FIRE OFFICERS ASSOCIATION,5106150001,"4,279.30"
Communities & Local Government,DCLG,02/11/2010,Management Consultancy,Communities Group,CHIEF FIRE OFFICERS ASSOCIATION,5106150002,"8,738.40"
Communities & Local Government,DCLG,02/11/2010,Management Consultancy,Communities Group,CHIEF FIRE OFFICERS ASSOCIATION,5106150004,"7,950.71"
Communities & Local Government,DCLG,02/11/2010,Publishing,Communities Group,TUDORSEED LIMITED,5106149930,"1,071.00"
Communities & Local Government,DCLG,02/11/2010,Rent,Finance and Corporate Services,CEDAR HARP,5106149921,"5,388.71"
Communities & Local Government,DCLG,02/11/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,2100196658,"-337,326.76"
Communities & Local Government,DCLG,02/11/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106150045,"337,326.76"
Communities & Local Government,DCLG,02/11/2010,Steady State Service Provision,Finance and Corporate Services,STERIA LTD(USE434628),5106149938,"21,483.00"
Communities & Local Government,DCLG,02/11/2010,Steady State Service Provision,Regions and Communities,AMOR BUSINESS TECHNOLOGY SOLUTIONS,5106149985,"37,409.36"
Communities & Local Government,DCLG,02/11/2010,Steady State Service Provision,Regions and Communities,AMOR BUSINESS TECHNOLOGY SOLUTIONS,5106149986,"5,283.39"
Communities & Local Government,DCLG,02/11/2010,Training,Finance and Corporate Services,NHSBSA CORPORATE SERVICES,5106150023,"3,950.00"
Communities & Local Government,DCLG,02/11/2010,Training,Finance and Corporate Services,OFFICE FOR NATIONAL STATISTICS,5106149950,795.00
Communities & Local Government,DCLG,02/11/2010,Training,Finance and Corporate Services,OFFICE FOR NATIONAL STATISTICS,5106149953,795.00
Communities & Local Government,DCLG,02/11/2010,Training,Housing and Planning,DODS PARLIAMENTARY COMM  LTD,5106149974,480.00
Communities & Local Government,DCLG,02/11/2010,Training,Housing and Planning,HEMSLEY FRASER GROUP LIMITED,5106149444,569.05
Communities & Local Government,DCLG,02/11/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106149965,"2,280.00"
Communities & Local Government,DCLG,02/11/2010,Training,Regions and Communities,NATIONAL SCHOOL OF GOVERNMENT,5106149989,"3,750.00"
Communities & Local Government,DCLG,02/11/2010,Travel and Subsistence Account,Communities Group,SOUTH YORKS FIRE & RESCUE,5106149919,370.00
Communities & Local Government,DCLG,02/11/2010,Unplanned Delivery Costs,Communities Group,HARROW GREEN REMOVALS GROUP,5106149995,988.13
Communities & Local Government,DCLG,02/11/2010,Water,Communities Group,WESSEX WATER SERVICES,5106149968,"1,147.98"
Communities & Local Government,DCLG,03/11/2010,Agency Staff,Communities Group,CAPITA RESOURCING LTD,5106150110,"2,087.39"
Communities & Local Government,DCLG,03/11/2010,Agency Staff,Finance and Corporate Services,CAPITA RESOURCING LTD,5106150102,"1,725.08"
Communities & Local Government,DCLG,03/11/2010,Agency Staff,Finance and Corporate Services,CAPITA RESOURCING LTD,5106150106,"2,411.10"
Communities & Local Government,DCLG,03/11/2010,Agency Staff,Finance and Corporate Services,CAPITA RESOURCING LTD,5106150116,"16,965.00"
Communities & Local Government,DCLG,03/11/2010,Agency Staff,Finance and Corporate Services,CAPITA RESOURCING LTD,5106150120,"10,222.50"
Communities & Local Government,DCLG,03/11/2010,Agency Staff,Finance and Corporate Services,CAPITA RESOURCING LTD,5106150124,"9,265.46"
Communities & Local Government,DCLG,03/11/2010,Agency Staff,Regions and Communities,CAPITA RESOURCING LTD,5106150096,"1,029.30"
Communities & Local Government,DCLG,03/11/2010,Agency Staff,Regions and Communities,CAPITA RESOURCING LTD,5106150098,"1,442.08"
Communities & Local Government,DCLG,03/11/2010,Cap Grants to Local Authorities (DEL),Regions and Communities,LONDON BOROUGH HACKNEY,2100196404,"1,624,150.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,BARKING & DAGENHAM LB (HSG),5000143866,"200,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,BARNET LBC,5000143873,"400,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,BEXLEY LB (HSG),5000143867,"100,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,BRENT LB (HSG),5000143868,"600,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,BROMLEY LB,5000143874,"150,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,CAMDEN LB,5000143875,"500,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,CITY OF LONDON (HSG),5000143869,"50,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,CROYDON LB,5000143876,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,EALING LB,5000143877,"400,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,ENFIELD LB,5000143878,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,GREENWICH LB,5000143879,"150,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,HAMMERSMITH & FULHAM LB,5000143881,"400,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,HARINGEY LB,5000143882,"400,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,HARROW LB,5000143883,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,HAVERING LB,5000143884,"100,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,HILLINGDON LB,5000143885,"200,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,HOUNSLOW LB,5000143886,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,ISLINGTON LB,5000143887,"400,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,KINGSTON UPON THAMES  (HSG),5000143870,"200,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,LEWISHAM LB (HSG),5000143871,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,LONDON BOROUGH OF BRENT,2100196616,"3,750.52"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,LONDON BOROUGH OF HACKNEY,5000143880,"400,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,LONDON BOROUGH OF LAMBETH,5000143889,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,LONDON BOROUGH OF NEWHAM,5000143891,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,LONDON BOROUGH OF REDBRIDGE,5000143892,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,MERTON LB,5000143890,"200,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,RICHMOND UPON THAMES LB,5000143893,"200,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,ROYAL BOROUGH OF KENSINGTON & CHELS,5000143888,"500,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,SOUTHWARK LB,5000143894,"150,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,SUTTON LB,5000143895,"100,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,TOWER HAMLETS LB (HSG),5000143872,"300,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,WALTHAM FOREST LB,5000143896,"200,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,WANDSWORTH LB,5000143897,"400,000.00"
Communities & Local Government,DCLG,03/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,WESTMINSTER CITY CNCL,5000143898,"900,000.00"
Communities & Local Government,DCLG,03/11/2010,Current Grants to Non Profit Bodies,Communities Group,COUNCIL OF CHRISTIANS & JEWS (CCJ),2100196690,"2,500.00"
Communities & Local Government,DCLG,03/11/2010,Electricity,Finance and Corporate Services,EDF ENERGY 1 LIMITED,5106150142,819.49
Communities & Local Government,DCLG,03/11/2010,Fixed Maintenance,Communities Group,CLEVELAND FIRE AUTHORITY,5106149300,"1,038.39"
Communities & Local Government,DCLG,03/11/2010,Hospitalty,Communities Group,DCLG GOVERNMENT PROCUREMENT CARD,1000002602,502.97
Communities & Local Government,DCLG,03/11/2010,HR Consultancy,Human Resources,SCOUT ENTERPRISES (WESTERN) LTD,5106150104,"3,130.70"
Communities & Local Government,DCLG,03/11/2010,IT Consultancy,Housing and Planning,TENANT SERVICES AUTHORIT Y,2100196659,"1,500,000.00"
Communities & Local Government,DCLG,03/11/2010,IT Maintenance,Finance and Corporate Services,STERIA LIMITED,2100196708,-705.00
Communities & Local Government,DCLG,03/11/2010,IT Maintenance,Finance and Corporate Services,STERIA LIMITED,5106147159,"2,320.63"
Communities & Local Government,DCLG,03/11/2010,IT Maintenance,Finance and Corporate Services,STERIA LIMITED,5106150122,705.00
Communities & Local Government,DCLG,03/11/2010,Miscellaneous Legal Costs,Finance and Corporate Services,TMP (UK) LTD,2100196717,"-3,830.50"
Communities & Local Government,DCLG,03/11/2010,Miscellaneous Legal Costs,Finance and Corporate Services,TMP (UK) LTD,5106150112,"3,830.50"
Communities & Local Government,DCLG,03/11/2010,Post,Housing and Planning,DX NETWORK SERVICES LTD,5106150100,"5,255.44"
Communities & Local Government,DCLG,03/11/2010,Professional services,Human Resources,DEPT FOR TRANSPORT,5106150087,"31,460.63"
Communities & Local Government,DCLG,03/11/2010,Publications,Finance and Corporate Services,JUSTIS PUBLISHING  LTD,5106150126,"2,132.63"
Communities & Local Government,DCLG,03/11/2010,Research,Housing and Planning,HABINTEG HOUSING ASSOCIATION,5106150139,"1,200.00"
Communities & Local Government,DCLG,03/11/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106150049,"56,722.96"
Communities & Local Government,DCLG,03/11/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106150052,"337,326.76"
Communities & Local Government,DCLG,03/11/2010,Training,Communities Group,DCLG GOVERNMENT PROCUREMENT CARD,1000002602,851.06
Communities & Local Government,DCLG,03/11/2010,Training,Finance and Corporate Services,BPP PROFESSIONAL EDUCATION,2100196714,"-1,358.44"
Communities & Local Government,DCLG,03/11/2010,Training,Finance and Corporate Services,BPP PROFESSIONAL EDUCATION,5106144876,"1,358.44"
Communities & Local Government,DCLG,04/11/2010,Agency Staff,Finance and Corporate Services,ALLEN LANE FINANCIAL RECRUITMENT,5106150155,"3,172.50"
Communities & Local Government,DCLG,04/11/2010,Agency Staff,Finance and Corporate Services,CAPITA RESOURCING LTD,5106150163,"6,516.88"
Communities & Local Government,DCLG,04/11/2010,Capital Grant from EC to Local Authority DEL,Communities Group,ELLESMERE PORT & NESTON BC,7500029006,"-8,216.00"
Communities & Local Government,DCLG,04/11/2010,Cmmunication Telecom Costs,Communities Group,ORANGE (AIRTIME/LINE RENTAL),2100196715,"2,266.45"
Communities & Local Government,DCLG,04/11/2010,Cmmunication Telecom Costs,Finance and Corporate Services,ORANGE (AIRTIME/LINE RENTAL),2100196715,"1,576.00"
Communities & Local Government,DCLG,04/11/2010,Cmmunication Telecom Costs,Housing and Planning,ORANGE (AIRTIME/LINE RENTAL),2100196715,"1,243.16"
Communities & Local Government,DCLG,04/11/2010,Cmmunication Telecom Costs,Human Resources,ORANGE (AIRTIME/LINE RENTAL),2100196715,88.97
Communities & Local Government,DCLG,04/11/2010,Cmmunication Telecom Costs,"Local Gov & Reg(LG DEL,AME, RfR2)",ORANGE (AIRTIME/LINE RENTAL),2100196715,437.10
Communities & Local Government,DCLG,04/11/2010,Cmmunication Telecom Costs,Programme & Project Team,ORANGE (AIRTIME/LINE RENTAL),2100196715,94.16
Communities & Local Government,DCLG,04/11/2010,Cmmunication Telecom Costs,Regions and Communities,ORANGE (AIRTIME/LINE RENTAL),2100196715,164.91
Communities & Local Government,DCLG,04/11/2010,Cmmunication Telecom Costs,Strategic Future Unit,ORANGE (AIRTIME/LINE RENTAL),2100196715,17.02
Communities & Local Government,DCLG,04/11/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,DERBYSHIRE COUNTY COUNCIL,2100196713,"2,652.16"
Communities & Local Government,DCLG,04/11/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE EAST BOROUGH COUNCIL,2100196710,"5,950.00"
Communities & Local Government,DCLG,04/11/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF BROMLEY,2100196722,"49,048.00"
Communities & Local Government,DCLG,04/11/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH BUCKS DC,2100196707,"4,500.00"
Communities & Local Government,DCLG,04/11/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WALSALL MBC,2100196720,"9,200.00"
Communities & Local Government,DCLG,04/11/2010,Current Grants to Non Profit Bodies,Communities Group,ST PHILIPS CENTRE LTD,2100196721,"2,215.00"
Communities & Local Government,DCLG,04/11/2010,Fixed Maintenance,Communities Group,DURHAM & DARLINGTON FIRE RESCUE,5106149983,"4,912.00"
Communities & Local Government,DCLG,04/11/2010,IT Maintenance,Finance and Corporate Services,STERIA LIMITED,5106149428,"2,320.63"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",AVON & SOMERSET POLICE AUTHORITY,5000142890,"3,097,405.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",AVON FIRE AUTHORITY,5000142891,"1,031,898.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BARKING & DAGENHAM LB,5000142897,"4,263,209.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BARNSLEY MBC,5000142901,"4,558,016.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDFORDSHIRE POLICE AUTH,5000142913,"1,262,575.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDS & LUTON FIRE & RESCUE SERVICE,5000142912,"472,246.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BIRMINGHAM CITY CNCL,5000142918,"28,122,191.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKBURN WITH DARWEN BC,5000142922,"3,385,908.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKPOOL BC,5000142923,"3,392,703.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BOLTON MBC,5000142928,"5,292,088.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRADFORD MBC,5000142935,"11,280,375.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRENT LB,5000142941,"6,822,526.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRIGHTON & HOVE CITY COUNCIL,5000142946,"4,528,662.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKINGHAMSHIRE CC,5000142961,"2,470,001.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKS & MILTON KEYNES FIRE AUTH,5000142960,"474,977.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BURY MBC,5000142965,"2,743,251.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CALDERDALE MBC,5000142966,"3,380,777.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBRIDGESHIRE COUNTY CNCL,5000142972,"4,606,249.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBRIDGESHIRE POLICE AUT,5000142971,"1,385,374.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBS & PETERBOROUGH FIRE AUTHORITY,5000142970,"599,073.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE FIRE AUTHORITY,5000142991,"772,343.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE POLICE AUTHORITY,5000142992,"2,343,701.00"
Communities & Local Government,DCLG,04/11/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF WAKEFIELD MDC,5000143560,"5,857,934.00"
