Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-03,G7,40686,55882,Senior Policy Advisor,6,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-03,G6,50043,67714,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-06,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-06,HEO,23570,33027,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-06,G7,40686,55882,Senior Policy Advisor,2.81,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-07,EO,18763,27281,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-07,HEO,23570,33027,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-07,G7,40686,55882,Senior Policy Advisor,2.59,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-07,G6,50043,67714,Senior Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-08,HEO,23570,33027,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-08,SEO,28741,40917,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-08,G7,40686,55882,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-09,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-09,HEO,23570,33027,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-09,SEO,28741,40917,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-09,G7,40686,55882,Senior Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-10,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-10,HEO,23570,33027,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-10,SEO,28741,40917,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-10,G7,40686,55882,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-11,EO,18763,27281,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-11,HEO,23570,33027,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-11,SEO,28741,40917,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-11,G7,40686,55882,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-02-11,G6,50043,67714,Senior Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-01,INTERIM,0,0,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-01,HEO,23570,33027,Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-01,G7,40686,55882,Senior Policy Advisor,6,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-01,G6,50043,67714,Senior Policy Advisor,4.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-02,HEO,23570,33027,Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-02,SEO,28741,40917,Policy Advisor,2.66,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-02,G7,40686,55882,Senior Policy Advisor,9.35,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-02,G6,50043,67714,Senior Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-03,EO,18763,27281,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-03,HEO,23570,33027,Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-03,SEO,28741,40917,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-03,G7,40686,55882,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-03,G6,50043,67714,Senior Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-05,HEO,23570,33027,Economist,3,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-05,G7,40686,55882,Senior Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-03-05,G6,50043,67714,Senior Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-01,EO,18763,27281,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-01,HEO,23570,33027,Policy Advisor,6,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-01,SEO,28741,40917,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-01,G7,40686,55882,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-01,G6,50043,67714,Senior Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-02,EO,18763,27281,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-02,HEO,23570,33027,Policy Advisor,9.68,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-02,SEO,28741,40917,Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-02,G7,40686,55882,Senior Policy Advisor,7.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-02,G6,50043,67714,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-03,AO,16325,21869,Policy Support Officer,6.92,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-03,EO,18763,27281,Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-03,HEO,23570,33027,Policy Advisor,2.86,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-03,SEO,28741,40917,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-03,G7,40686,55882,Senior Policy Advisor,4.65,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-03,G6,50043,67714,Senior Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-04,EO,18763,27281,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-04,HEO,23570,33027,Policy Advisor,4.46,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-04,SEO,28741,40917,Policy Advisor,3.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-04,G7,40686,55882,Senior Policy Advisor,5.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-05,EO,18763,27281,Policy Advisor,0.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-05,HEO,23570,33027,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-05,SEO,28741,40917,Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-05,G7,40686,55882,Senior Policy Advisor,2.89,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,FESI - Further Education and Skills Investment (BS),SCS1-01-04-05,G6,50043,67714,Senior Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-05-01,HEO,23570,33027,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-05-01,SEO,28741,40917,Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ED - Enterprise Directorate (BS),SCS1-01-05-01,G6,50043,67714,Senior Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-05-05,EO,18763,27281,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-05-05,HEO,23570,33027,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-05-05,SEO,28741,40917,Policy Advisor,1.9,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-05-05,G7,40686,55882,Senior Policy Advisor,7,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,EDD - Economic Development Directorate (BS),SCS1-01-05-05,G6,50043,67714,Senior Policy Advisor,1.83,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-01,EO,18763,27281,Policy Advisor,1.87,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-01,HEO,23570,33027,Policy Advisor,4.2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-01,SEO,28741,40917,Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-01,G7,40686,55882,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-01,G6,50043,67714,Senior Policy Advisor,3.35,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-02,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-02,EO,18763,27281,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-02,HEO,23570,33027,Policy Advisor,4.27,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-02,SEO,28741,40917,Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-02,G7,40686,55882,Senior Policy Advisor,4.78,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-02,G6,50043,67714,Senior Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-03,EO,18763,27281,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-03,HEO,23570,33027,Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-03,SEO,28741,40917,Policy Advisor,3.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-03,G7,40686,55882,Senior Policy Advisor,7.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-03,G6,50043,67714,Senior Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-05,EO,18763,27281,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-05,HEO,23570,33027,Policy Advisor,3.58,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-05,SEO,28741,40917,Policy Advisor,0.69,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-05,G7,40686,55882,Senior Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-05,G6,50043,67714,Senior Policy Advisor,2.63,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-06,EO,18763,27281,Policy Advisor,3.81,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-06,HEO,23570,33027,Policy Advisor,3.9,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-06,SEO,28741,40917,Policy Advisor,2.49,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-06,G7,40686,55882,Senior Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-06,G6,50043,67714,Senior Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-08,EO,18763,27281,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-08,HEO,23570,33027,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-08,SEO,28741,40917,Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,S - Skills (BS),SCS1-01-06-08,G7,40686,55882,Senior Policy Advisor,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-01,AO,16325,21869,Personal Assistant,1.08,Operational Delivery
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-01,HEO,23570,33027,Economist,3,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-01,SEO,28741,40917,Operational Researcher,3,Operational Research
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-01,G7,40686,55882,Operational Reseacher/Economist,6.79,Operational Research
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-01,G6,50043,67714,Senior Economist,2,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-02,AO,16325,21869,Personal Assistant,1,Operational Delivery
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-02,EO,18763,27281,Statistical Support Officer,1,Statisticians
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-02,HEO,23570,33027,Statistical Support Officer,4,Statisticians
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-02,G7,40686,55882,Statistician,3.79,Statisticians
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-02,G6,50043,67714,Senior Statistician,1,Statisticians
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-03,HEO,23570,33027,Economist,4,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-03,G7,40686,55882,Economist,3.89,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-03,G6,50043,67714,Senior Economist,2.23,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-01,EO,18763,27281,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-01,HEO,23570,33027,Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-01,G7,40686,55882,Senior Policy Advisor,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-01,G6,50043,67714,Senior Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-02,EO,18763,27281,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-02,HEO,23570,33027,Policy Advisor,5,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-02,SEO,28741,40917,Policy Advisor,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-02,G7,40686,55882,Senior Policy Advisor,6.32,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-02,G6,50043,67714,Senior Policy Advisor,2.78,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-04,HEO,23570,33027,Policy Advisor,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BR - Better Regulation,SCS1-02-02-04,G7,40686,55882,Senior Policy Advisor,2.92,Policy
