Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,01/04/2010,Agency Staff,GOWM,REED SPECIALIST RECRUITMENT LTD,2100179325,"2,017.59"
Communities & Local Government,GO,01/04/2010,Agency Staff,GOYH,HAYS SPECIALIST RECRUITMENT LTD,2100179276,"1,304.25"
Communities & Local Government,GO,01/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106127926,521.14
Communities & Local Government,GO,01/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106128125,660.98
Communities & Local Government,GO,01/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106128127,599.7
Communities & Local Government,GO,01/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106128130,803.27
Communities & Local Government,GO,01/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106128198,"1,518.04"
Communities & Local Government,GO,01/04/2010,Conferences and Meeting Facilities,GOE,SCINTILLATE BUSINESS LTD,5106128077,"1,533.38"
Communities & Local Government,GO,01/04/2010,Conferences and Meeting Facilities,GONW,HEATHCOTES OUTSIDE,5106128072,704.94
Communities & Local Government,GO,01/04/2010,Conferences and Meeting Facilities,GONW,NORTH WEST FIRE CONTROL LTD,5106128073,"1,174.53"
Communities & Local Government,GO,01/04/2010,Conferences and Meeting Facilities,GONW,RADISSON SAS HOTEL,5106128208,"1,000.00"
Communities & Local Government,GO,01/04/2010,Conferences and Meeting Facilities,GOSE,RADISSON EDWARDIAN HEATHROW HOTEL,2100179274,"12,340.00"
Communities & Local Government,GO,01/04/2010,Conferences and Meeting Facilities,GOWM,PAM FOX AND ASSOCIATES,2100179312,"2,820.00"
Communities & Local Government,GO,01/04/2010,Fixed Maintenance,GOWM,VISION PROJECTS,2100179289,"4,089.00"
Communities & Local Government,GO,01/04/2010,Fixed Maintenance,GOWM,VISION PROJECTS,2100179290,647.3
Communities & Local Government,GO,01/04/2010,Furniture and Fittings at Cost,RCU - PAM - Property Asset Management,MITIE FACILITIES SERVICES LTD,5106128113,"368,956.00"
Communities & Local Government,GO,01/04/2010,IT Maintenance,GORCU Admin DEL Votd,PHOLA LTD,5106128076,"3,172.50"
Communities & Local Government,GO,01/04/2010,Minor office costs,GONE,REDWORTH HALL HOTEL,5106128118,"1,374.10"
Communities & Local Government,GO,01/04/2010,Minor office costs,GONE,REGIONAL YOUTH WORK UNIT,2100179294,"2,937.50"
Communities & Local Government,GO,01/04/2010,Office Machinery Rental,GORCU Admin DEL Votd,RICOH UK LTD (USE 408241),5106128131,848.95
Communities & Local Government,GO,01/04/2010,Printing,GOL,CAPCOM LITHO LIMITED,5106128233,"3,252.00"
Communities & Local Government,GO,01/04/2010,Printing,GOL,STEPHEN AUSTIN & SONS(USE420507),5106128238,"2,261.00"
Communities & Local Government,GO,01/04/2010,Professional services,GONW,HAYLOFT PUBLISHING LIMITED,5106128082,855
Communities & Local Government,GO,01/04/2010,Professional services,GORCU Admin DEL Votd,DEPT FOR TRANSPORT,2100179277,"18,718.26"
Communities & Local Government,GO,01/04/2010,Professional services,GOWM,*CENTRAL OFFICE OF INFORMATION,2100179077,"28,899.99"
Communities & Local Government,GO,01/04/2010,Professional services,GOWM,*CENTRAL OFFICE OF INFORMATION,2100179078,"10,000.00"
Communities & Local Government,GO,01/04/2010,Professional services,RCU - PAM - Property Asset Management,DTZ DEBENHAM THORPE,5106128136,"1,175.00"
Communities & Local Government,GO,01/04/2010,Publicity,GOEM,CENTRAL OFFICE OF INFORMATION,5106128173,"1,692.00"
Communities & Local Government,GO,01/04/2010,Publicity,GOWM,*CENTRAL OFFICE OF INFORMATION,2100179285,"1,868.25"
Communities & Local Government,GO,01/04/2010,Publicity,GOWM,DESIGN ONE LTD,2100179287,"7,884.25"
Communities & Local Government,GO,01/04/2010,Publicity,GOWM,INNOVATIVE CREATIVE EXCELLENCE LTD,2100179310,"1,388.85"
Communities & Local Government,GO,01/04/2010,Publicity,GOWM,MALMAISON HOTEL,2100179308,"1,460.00"
Communities & Local Government,GO,01/04/2010,Purchase of Consultancy Services,GONW,IRON MOUNTAIN (UK) LTD(USE408299),5106128154,"16,990.50"
Communities & Local Government,GO,01/04/2010,Purchase of Consultancy Services,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106128187,"633,538.55"
Communities & Local Government,GO,01/04/2010,Purchase of Consultancy Services,GORCU Admin DEL Votd,WOODNEWTON ASSOCIATES LTD,5106128174,"5,581.25"
Communities & Local Government,GO,01/04/2010,Rates,RCU - PAM - Property Asset Management,MANCHESTER CITY COUNCIL,2100179300,"1,541.70"
Communities & Local Government,GO,01/04/2010,Subscriptions,GORCU Admin DEL Votd,REED BUSINESS INFORMATION,2100179309,"1,756.63"
Communities & Local Government,GO,01/04/2010,Training,GOL,NATIONAL SCHOOL OF GOVERNMENT,5106128196,"2,500.00"
Communities & Local Government,GO,01/04/2010,Training,GOL,NATIONAL SCHOOL OF GOVERNMENT,5106128244,"1,635.00"
Communities & Local Government,GO,01/04/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,2100179056,"1,600.00"
Communities & Local Government,GO,01/04/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,2100179060,"14,850.00"
Communities & Local Government,GO,01/04/2010,Training,GORCU Admin DEL Votd,BRAY LEINO LTD,2100179070,"1,030.00"
Communities & Local Government,GO,01/04/2010,Training,GORCU Admin DEL Votd,BRAY LEINO LTD,2100179071,"2,060.00"
Communities & Local Government,GO,01/04/2010,Training,GORCU Admin DEL Votd,CHARTERED INSTITUTE OF PUBLIC RELAT,5106127969,"5,200.00"
Communities & Local Government,GO,01/04/2010,Training,GORCU Admin DEL Votd,CHARTERED INSTITUTE OF PUBLIC RELAT,5106127971,"5,400.00"
Communities & Local Government,GO,01/04/2010,Training,GORCU Admin DEL Votd,QA  LTD,5106127975,995
Communities & Local Government,GO,01/04/2010,Training,GOSE,INDIGO BUSINESS SERVICES LTD,5106128060,556
Communities & Local Government,GO,01/04/2010,Training,GOWM,ALPHA CONSOLIDATED TRAINING LTD,2100179330,"3,489.75"
Communities & Local Government,GO,01/04/2010,Training,GOWM,INNOVATIVE CREATIVE EXCELLENCE LTD,2100179311,"2,937.51"
Communities & Local Government,GO,01/04/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,2100179072,"4,406.93"
Communities & Local Government,GO,06/04/2010,Agency Staff,GOWM,REED SPECIALIST RECRUITMENT LTD,2100179339,"2,610.31"
Communities & Local Government,GO,06/04/2010,Electricity,RCU - PAM - Property Asset Management,D E F R A,2100179336,"38,003.51"
Communities & Local Government,GO,06/04/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,2100179342,"5,100.51"
Communities & Local Government,GO,06/04/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,2100179343,574.46
Communities & Local Government,GO,06/04/2010,Gas,RCU - PAM - Property Asset Management,D E F R A,2100179336,"4,219.31"
Communities & Local Government,GO,06/04/2010,Office Machinery (<£5000),GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002215,682.4
Communities & Local Government,GO,06/04/2010,Professional services,GOWM,YOUNG FOUNDATION,2100179073,"5,000.00"
Communities & Local Government,GO,06/04/2010,Publicity,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002216,681.5
Communities & Local Government,GO,06/04/2010,Purchase of Consultancy Services,GOSE,LIFEWORLD LTD,5106128516,"9,253.13"
Communities & Local Government,GO,06/04/2010,Rates,RCU - PAM - Property Asset Management,D E F R A,2100179336,"94,312.27"
Communities & Local Government,GO,06/04/2010,Rent,RCU - PAM - Property Asset Management,D E F R A,2100179336,"436,361.11"
Communities & Local Government,GO,06/04/2010,Technical Aids for the disabled,GORCU Admin DEL Votd,DCLG GOVERNMENT PROCUREMENT CARD,1000002211,"3,082.26"
Communities & Local Government,GO,06/04/2010,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,5106128519,615
Communities & Local Government,GO,06/04/2010,Water,RCU - PAM - Property Asset Management,D E F R A,2100179336,"1,854.63"
Communities & Local Government,GO,07/04/2010,Car Lease (expense),GONE,HITACHI CAPITAL VEHICLE SOLUTIONS,5106128742,"1,763.02"
Communities & Local Government,GO,07/04/2010,Conferences and Meeting Facilities,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002224,"1,884.12"
Communities & Local Government,GO,07/04/2010,Conferences and Meeting Facilities,GOEM,CASTLE CAVENDISH LTD,2100179390,771.21
Communities & Local Government,GO,07/04/2010,Domestic Services,GOSE,CLEANSCREEN COMPUTER SERVICES LTD,2100179337,"2,159.24"
Communities & Local Government,GO,07/04/2010,Fares UK,GOSW,REDFERN TRAVEL LIMITED,2100179392,"24,964.88"
Communities & Local Government,GO,07/04/2010,Minor office costs,GONE,NATIONAL CHILDRENS BUREAU,2100179298,"1,762.50"
Communities & Local Government,GO,07/04/2010,Minor office costs,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002225,"2,495.00"
Communities & Local Government,GO,07/04/2010,Publicity,GOEM,DCLG GOVERNMENT PROCUREMENT CARD,1000002222,"4,794.01"
Communities & Local Government,GO,07/04/2010,Training,GOEM,DCLG GOVERNMENT PROCUREMENT CARD,1000002222,549.99
Communities & Local Government,GO,07/04/2010,Training,GOEM,DCLG GOVERNMENT PROCUREMENT CARD,1000002226,683.05
Communities & Local Government,GO,07/04/2010,Travel and Subsistence Account,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002221,780
Communities & Local Government,GO,08/04/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2100179391,"63,861.25"
Communities & Local Government,GO,08/04/2010,Agency Staff,GOEM,REED SPECIALIST RECRUITMENT LTD,5106128912,"3,296.84"
Communities & Local Government,GO,08/04/2010,Agency Staff,GOEM,REED SPECIALIST RECRUITMENT LTD,5106129003,"2,876.38"
Communities & Local Government,GO,08/04/2010,Agency Staff,GOSE,HILL MCGLYNN & ASSOCIATES LTD,5106128921,"1,266.86"
Communities & Local Government,GO,08/04/2010,Agency Staff,GOSW,BROOKSON (5798F) LIMITED,5106129089,"6,580.00"
Communities & Local Government,GO,08/04/2010,Agency Staff,GOWM,REED SPECIALIST RECRUITMENT LTD,2100179488,"1,513.20"
Communities & Local Government,GO,08/04/2010,Agency Staff,GOWM,REED SPECIALIST RECRUITMENT LTD,2100179489,"1,441.14"
Communities & Local Government,GO,08/04/2010,Agency Staff,GOWM,REED SPECIALIST RECRUITMENT LTD,2100179490,"1,124.09"
Communities & Local Government,GO,08/04/2010,Agency Staff,GOWM,REED SPECIALIST RECRUITMENT LTD,2100179491,864.68
Communities & Local Government,GO,08/04/2010,Agency Staff,GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002230,"1,304.25"
Communities & Local Government,GO,08/04/2010,Electricity,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2100179391,"22,560.00"
Communities & Local Government,GO,08/04/2010,Fares UK,GOEM,REDFERN TRAVEL LIMITED,2100179472,"13,578.38"
Communities & Local Government,GO,08/04/2010,Fares UK,GOSE,REDFERN TRAVEL LIMITED,2100179397,"6,656.53"
Communities & Local Government,GO,08/04/2010,IT Consumables,GOWM,PRIORITY RESEARCH LTD,2100179485,"8,636.25"
Communities & Local Government,GO,08/04/2010,IT Consumables,GOWM,PRIORITY RESEARCH LTD,2100179486,"15,275.00"
Communities & Local Government,GO,08/04/2010,Publicity,GOE,CAMBRIDGE COPY STUDIO LTD,5106128995,"1,135.00"
Communities & Local Government,GO,08/04/2010,Publicity,GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002230,"5,903.14"
Communities & Local Government,GO,08/04/2010,Storage,GOE,IRON MOUNTAIN (UK) LIMITED,5106129010,"1,791.41"
Communities & Local Government,GO,08/04/2010,Storage,GONE,CROWN RECORDS MANAGEMENT LTD,5106129130,"1,282.55"
Communities & Local Government,GO,08/04/2010,Subsistence UK,GOSE,REDFERN TRAVEL LIMITED,2100179397,697.76
Communities & Local Government,GO,08/04/2010,Training,GORCU Admin DEL Votd,BRAY LEINO LTD,2100179333,"1,030.00"
Communities & Local Government,GO,08/04/2010,Training,RCU - PAM - Property Asset Management,EVAC CHAIR INTERNATIONAL LTD,5106128892,"1,292.50"
Communities & Local Government,GO,08/04/2010,Variable Maintenance > £15k,RCU - PAM - Property Asset Management,SIMPSON (YORK) LTD,2100179395,"56,014.58"
Communities & Local Government,GO,09/04/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2100179510,"9,181.41"
Communities & Local Government,GO,09/04/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106129236,"1,017.17"
Communities & Local Government,GO,09/04/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106129237,"1,017.17"
Communities & Local Government,GO,09/04/2010,Agency Staff,GOE,REED EMPLOYMENT SERVICES,5106129175,520.65
Communities & Local Government,GO,09/04/2010,Agency Staff,GOE,REED EMPLOYMENT SERVICES,5106129179,520.65
Communities & Local Government,GO,09/04/2010,Agency Staff,GOSE,REED SPECIALIST RECRUITMENT LTD,5106129279,687.77
Communities & Local Government,GO,09/04/2010,Agency Staff,GOSE,REED SPECIALIST RECRUITMENT LTD,5106129301,829.67
Communities & Local Government,GO,09/04/2010,Car Park,RCU - PAM - Property Asset Management,PRINCES DOCK DEV CO NO 4 LTD,2100179479,"6,371.44"
Communities & Local Government,GO,09/04/2010,Conferences and Meeting Facilities,GOSE,SUSSEX POLICE AUTHORITY,5106129269,"3,000.00"
Communities & Local Government,GO,09/04/2010,Domestic Services,RCU - PAM - Property Asset Management,GROWING SUCCESS LTD,2100179530,695.5
Communities & Local Government,GO,09/04/2010,Electricity,RCU - PAM - Property Asset Management,BRUNTWOOD EST ALPHA PORTFOLIO LTD,2100179401,"8,806.47"
Communities & Local Government,GO,09/04/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,2100179527,"1,007.50"
Communities & Local Government,GO,09/04/2010,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2100179400,534.5
Communities & Local Government,GO,09/04/2010,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2100179509,642.35
Communities & Local Government,GO,09/04/2010,Fares UK,GOYH,REDFERN TRAVEL LIMITED,2100179506,"24,210.99"
Communities & Local Government,GO,09/04/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,2100179387,"51,334.50"
Communities & Local Government,GO,09/04/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,2100179477,"3,150.31"
Communities & Local Government,GO,09/04/2010,Post,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002232,"1,007.00"
Communities & Local Government,GO,09/04/2010,Publicity,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002232,705
Communities & Local Government,GO,09/04/2010,Training,GOYH,NEW HORIZONS YORKSHIRE,2100179569,"2,875.00"
Communities & Local Government,GO,09/04/2010,Training,GOYH,NEW HORIZONS YORKSHIRE,2300001979,"-2,875.00"
Communities & Local Government,GO,09/04/2010,Travel and Subsistence Account,GOE,REDFERN TRAVEL LIMITED,2100179483,"7,530.63"
Communities & Local Government,GO,09/04/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,2100179387,"88,340.69"
Communities & Local Government,GO,09/04/2010,Water,RCU - PAM - Property Asset Management,UNITED UTILITIES PLC,2100179396,"1,212.96"
Communities & Local Government,GO,12/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106129648,"1,424.34"
Communities & Local Government,GO,12/04/2010,Car Park,GOWM,DCLG GOVERNMENT PROCUREMENT CARD,1000002233,"1,378.44"
Communities & Local Government,GO,12/04/2010,Domestic Services,RCU - PAM - Property Asset Management,PLANT PLAN,2100179568,"2,240.55"
Communities & Local Government,GO,12/04/2010,Fares UK,GOWM,REDFERN TRAVEL LIMITED,2100179517,"12,811.01"
Communities & Local Government,GO,12/04/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106129454,"54,598.93"
Communities & Local Government,GO,12/04/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106129455,"3,863.44"
Communities & Local Government,GO,12/04/2010,Publicity,GOEM,UPBEAT DESIGN,2100179557,549.9
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179556,611.83
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179558,"6,895.38"
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179559,"3,328.38"
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179561,"4,568.71"
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179562,"2,268.47"
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179563,"2,845.10"
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179564,"1,365.74"
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179566,"15,334.84"
Communities & Local Government,GO,12/04/2010,Publicity,GONE,PENNA PLC,2100179567,940.52
Communities & Local Government,GO,12/04/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106129665,"1,921.50"
Communities & Local Government,GO,12/04/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106129670,"2,218.50"
Communities & Local Government,GO,12/04/2010,Rates,RCU - PAM - Property Asset Management,City of Westminster,5106129671,"180,936.83"
Communities & Local Government,GO,12/04/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106129679,"118,426.68"
Communities & Local Government,GO,12/04/2010,Rates,RCU - PAM - Property Asset Management,LIVERPOOL CITY COUNCIL,5106129676,728.45
Communities & Local Government,GO,12/04/2010,Rates,RCU - PAM - Property Asset Management,LIVERPOOL CITY COUNCIL,5106129681,"32,567.28"
Communities & Local Government,GO,12/04/2010,Rates,RCU - PAM - Property Asset Management,NEWCASTLE CITY COUNCIL,2100179539,"12,375.00"
Communities & Local Government,GO,12/04/2010,Rates,RCU - PAM - Property Asset Management,NEWCASTLE CITY COUNCIL,5106129675,"103,500.00"
Communities & Local Government,GO,12/04/2010,Stationery,GOSE,DCLG GOVERNMENT PROCUREMENT CARD,1000002234,916.39
Communities & Local Government,GO,12/04/2010,Subsistence UK,GOWM,REDFERN TRAVEL LIMITED,2100179517,651.35
Communities & Local Government,GO,12/04/2010,Travel and Subsistence Account,GONE,REDFERN TRAVEL LIMITED,2100179533,"17,612.92"
Communities & Local Government,GO,12/04/2010,Travel and Subsistence Account,GONE,REDFERN TRAVEL LIMITED,2100179534,"1,752.91"
Communities & Local Government,GO,13/04/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106129727,"1,476.83"
Communities & Local Government,GO,13/04/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106129757,577.78
Communities & Local Government,GO,13/04/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106129786,577.78
Communities & Local Government,GO,13/04/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106129791,577.78
Communities & Local Government,GO,13/04/2010,Agency Staff,GONW,ROBERT HALF LIMITED,5106129724,549.9
Communities & Local Government,GO,13/04/2010,Agency Staff,GOSE,HILL MCGLYNN & ASSOCIATES LTD,5106129739,"1,301.10"
Communities & Local Government,GO,13/04/2010,Agency Staff,GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002243,"1,386.85"
Communities & Local Government,GO,13/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106129774,606.44
Communities & Local Government,GO,13/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106129782,882.98
Communities & Local Government,GO,13/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106129783,894.92
Communities & Local Government,GO,13/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106129784,597.65
Communities & Local Government,GO,13/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106129823,660.98
Communities & Local Government,GO,13/04/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106129904,803.27
Communities & Local Government,GO,13/04/2010,Car Lease (expense),GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002243,"2,519.97"
Communities & Local Government,GO,13/04/2010,Conferences and Meeting Facilities,GOE,LOCAL GOVERNMENT ASSOCIATION,5106129958,540.5
Communities & Local Government,GO,13/04/2010,Conferences and Meeting Facilities,GOL,DCLG GOVERNMENT PROCUREMENT CARD,1000002238,550
Communities & Local Government,GO,13/04/2010,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,2100179593,"1,625.23"
Communities & Local Government,GO,13/04/2010,"Furniture, Fittings and carpets",GOSE,DCLG GOVERNMENT PROCUREMENT CARD,1000002242,846
Communities & Local Government,GO,13/04/2010,Minor office costs,GONE,INNOVATIVE CREATIVE EXCELLENCE LTD,2100179580,"11,211.85"
Communities & Local Government,GO,13/04/2010,Minor office costs,GONE,REDWORTH HALL HOTEL,5106129833,661.9
Communities & Local Government,GO,13/04/2010,Post,GOE,NATURAL ENGLAND,2100179594,"2,044.42"
Communities & Local Government,GO,13/04/2010,Post,GONE,PITNEY BOWES LTD (CM19 5DQ),5106129977,"4,009.40"
Communities & Local Government,GO,13/04/2010,Rates,RCU - PAM - Property Asset Management,BRISTOL CITY COUNCIL,5106129970,"125,856.00"
Communities & Local Government,GO,13/04/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106129969,"4,468.00"
Communities & Local Government,GO,13/04/2010,Rates,RCU - PAM - Property Asset Management,GUILDFORD BC,5106129975,"66,568.08"
Communities & Local Government,GO,13/04/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106129965,"36,126.03"
Communities & Local Government,GO,13/04/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106129966,"11,920.00"
Communities & Local Government,GO,13/04/2010,Stationery,GOSE,OFFICE DEPOT UK LTD,2100179592,645.43
Communities & Local Government,GO,13/04/2010,Stationery,GOSE,OFFICE DEPOT UK LTD,5106129799,784.08
Communities & Local Government,GO,13/04/2010,Training,GOL,DCLG GOVERNMENT PROCUREMENT CARD,1000002237,564
Communities & Local Government,GO,13/04/2010,Training,GONW,INFRASTRUCT LTD,5106129946,705
Communities & Local Government,GO,13/04/2010,Training,GORCU Admin DEL Votd,PRICEWATERHOUSECOOPERS,2100179570,"2,880.85"
