Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Recovery of Loan Guarantees (Classed as Capital Grants),Business & Skills Group - Enterprise Directorate,BERR SFLG PAYMENT TO LENDERS,1028097,-180226.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Recovery of Loan Guarantees (Classed as Capital Grants),Business & Skills Group - Enterprise Directorate,BERR SFLG PAYMENT TO LENDERS,1028099,-3196.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Recovery of Loan Guarantees (Classed as Capital Grants),Business & Skills Group - Enterprise Directorate,BERR SFLG PAYMENT TO LENDERS,1028099,-642.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Recovery of Loan Guarantees (Classed as Capital Grants),Business & Skills Group - Enterprise Directorate,BERR SFLG PAYMENT TO LENDERS,1028101,-3318.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Recovery of Loan Guarantees (Classed as Capital Grants),Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1028104,-5311.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Recovery of Loan Guarantees (Classed as Capital Grants),Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1028107,-9288.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1028700,16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1028701,13.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1028703,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1028703,9.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1028708,1179.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1028709,1.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1028711,12.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1028712,53.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1028716,48.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1028718,252.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2011,Interpreters,Market and Frameworks Group - Europe and World Trade Directorates,BRITISH EMBASSY,1028965,374.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029072,2465.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029076,341
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029076,6.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,HYPERLINK SERVICES LTD,1029135,-900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,HYPERLINK SERVICES LTD,1029136,-900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2011,Car Hire and Leasing,Business & Skills Group - USG Admin,ARVAL (UK) LTD,1029180,112.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2011,Staff Transfer/Detached Duty Costs,Market and Frameworks Group - Export Control Organisation,ARVAL (UK) LTD,1029189,71.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Car Hire and Leasing,Business & Skills Group - USG Admin,ARVAL (UK) LTD,1029190,89.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2011,International Subscriptions,Knowledge and Innovation Group - Higher Education,EUROPEAN UNIVERSITY INSTITUTE (EUI),1029411,1774678.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2011,Static Line Rental,"Legal, People & Communications Group - Legal Services",DAISY COMMUNICATIONS LTD,1029434,35.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2011,Air Fares Overseas,Knowledge and Innovation Group - Government Office For Science,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029501,298.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029502,3117.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029503,98.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1029507,365.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1029573,650.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2011,Other Overseas Travel & Subsistence,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FCO SERVICES,1029584,249.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2011,Other Overseas Travel & Subsistence,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FCO SERVICES,1029585,249.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Telecommunications,ESBR - Better Regulation Executive (BRE),VODAFONE LTD,1029717,4.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2011,Mobile Call Charges,Market and Frameworks Group - Consumer and Competition Policy,VODAFONE LTD,1029719,32.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Learners,STUDENT LOANS  CO LTD (INVEST TO SAVE),1029760,512518.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Learners,STUDENT LOANS  CO LTD (INVEST TO SAVE),1029760,7335559.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,GTN Services,Finance & Commercial Group - Commercial Directorate,CABLE & WIRELESS COMMUNICATIONS PLC,1029801,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1029814,2700000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,SIEMENS ENTERPRISE COMMUNICATIONS LIMITED,1029820,5097.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1029822,10000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,ARTS AND HUMANITIES RESEARCH COUNCIL,1029826,660045
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1029829,20000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1029831,30000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1029832,12000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,NATURAL ENVIRONMENT RESEARCH COUNCIL,1029833,15000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Office of the Knowledge & Innovation DG,UK SPACE AGENCY,1029834,1300000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,MEDICAL RESEARCH COUNCIL,1029836,106100000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Interpreters,Knowledge and Innovation Group - Government Office For Science,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029837,816.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029838,64.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029839,1696.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029840,480.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029841,612.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029845,159.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029846,180.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029848,916.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1029854,633.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1029866,1650.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2011,Other Overseas Travel & Subsistence,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1029867,130.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1029872,483.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1029887,521.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1029889,519.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Services,VODAFONE LTD,1029890,60.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1029901,521.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1029905,501.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1029915,483.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1029950,423.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Electricity,Finance & Commercial Group - Commercial Directorate,STOCKTON BOROUGH COUNCIL,1029955,863.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1029961,2249.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1029966,1932
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1029967,807.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1029971,521.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1029972,501.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2011,Publications,"Legal, People & Communications Group - Legal Services",THE STATIONERY OFFICE LTD,1030065,17.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2011,Hire of Reprographic Equipment,Office of Manpower Economics - Office of Manpower Economics,RICOH UK LTD,1030067,1701.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Innovation Capability Team",ADECCO UK LTD,1030072,411.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1030077,325.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1030079,702.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1030083,521.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1030146,3780
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Business & Skills Group - Further Education & Skills Investment,SKILLS FUNDING AGENCY,1030150,262467000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Project Management Costs (Programme),Market and Frameworks Group - Labour Market,Payment Under the Icelandic Trawlermen Compensation Scheme - Name Withheld,1030152,2069.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Project Management Costs (Programme),Market and Frameworks Group - Labour Market,Payment Under the Icelandic Trawlermen Compensation Scheme - Name Withheld,1030152,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Project Management Costs (Programme),Market and Frameworks Group - Labour Market,Payment Under the Icelandic Trawlermen Compensation Scheme - Name Withheld,1030152,217.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1030153,197.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1030159,400.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Innovation Capability Team",ADECCO UK LTD,1030175,740.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1030183,223.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1030183,426.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Car Hire and Leasing (Programme),Market and Frameworks Group - Export Control Organisation,ARVAL (UK) LTD,1030185,857.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1030186,1041.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Market and Frameworks Group - Labour Market,ACAS,1030188,3700000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2011,Car Hire and Leasing,Business & Skills Group - Economic Development Directorate,ARVAL (UK) LTD,1030189,95.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2011,Car Hire and Leasing (Programme),Shareholder Executive - Shareholder Executive,ARVAL (UK) LTD,1030191,131.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Car Hire and Leasing,Office of Manpower Economics - Office of Manpower Economics,ARVAL (UK) LTD,1030194,72.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Car Hire and Leasing,Office of Manpower Economics - Office of Manpower Economics,ARVAL (UK) LTD,1030194,51.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2011,Car Hire and Leasing,Business & Skills Group - Economic Development Directorate,ARVAL (UK) LTD,1030195,294.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Car Hire and Leasing,Business & Skills Group - Information Economy,ARVAL (UK) LTD,1030196,78.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1030204,494.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1030206,386.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2011,Car Hire and Leasing,Business & Skills Group - Advanced Manufacturing Services,ARVAL (UK) LTD,1030210,54.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,CAPGEMINI UK plc,1030214,330360.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Car Hire and Leasing,"Legal, People & Communications Group - Legal Services",ARVAL (UK) LTD,1030215,65.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1030223,3332.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,GENESYS CONFERENCING EUROPE,1030240,126.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,EUROPE DRIVER SERVICE,1030243,235.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2011,Car Hire and Leasing (Programme),Market and Frameworks Group - Export Control Organisation,ARVAL (UK) LTD,1030244,-35.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,ERASMUS UNIVERSITY ROTTERDAM,1030250,3051.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Catering Services,Office of Manpower Economics - Office of Manpower Economics,COMPETITION COMMISSION,1030255,1414.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1030263,1312
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1030263,8548
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2011,Hotels,Business & Skills Group - Advanced Manufacturing Services,HAMPSHIRE COUNTY COUNCIL,1030269,273.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/07/2011,Project Management Costs (Programme),Knowledge and Innovation Group - Research Base,CARDIFF UNIVERSITY,1030272,6000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2011,Maintenance of Office Machinery,"Legal, People & Communications Group - Legal Services",A V NICHE (RECORDING SYSTEMS) LTD,1030273,68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2011,Maintenance of Office Machinery,"Legal, People & Communications Group - Legal Services",A V NICHE (RECORDING SYSTEMS) LTD,1030273,1.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Office of the Knowledge & Innovation DG,US-UK FULBRIGHT COMMISSION,1030274,55000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,EDUSERV TECHNOLOGIES LTD,1030276,13510.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2011,Bank Charges - Commercial Banks (Programme),Business & Skills Group - Enterprise Directorate,LLOYDS TSB BANK PLC,1030283,20.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2011,Buildings Insurance,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1030288,2619.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Knowledge and Innovation Group - Innovation,ADECCO UK LTD,1030291,619.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2011,Publications,"Legal, People & Communications Group - Legal Services",BLACKWELL UK LTD,1030292,52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2011,Buildings Insurance,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1030298,41772.28
