Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Air Fares Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039475,783.55, -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039476,17010, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039477,725.56, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039478,501.54, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039479,183.9, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039480,330.1, -Hotels Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039481,648.19, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039482,1533.94, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039483,1946, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039484,992.65, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039485,612.01, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039486,818.16, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039487,1020.53, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039488,1967.15, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039490,149.29, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039491,108.73, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039492,496.81, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039493,430.2, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039494,74.86, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039495,629.33, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039496,3.48, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039497,717.53, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039498,132.01, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039500,770.8, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1039501,363.46, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2011,Capital Grants - Other,Knowledge and Innovation Group - Research Base,SCOTTISH HIGHER EDUCATION FUNDING COUNCIL,1039577,2154932, -Capital Grants - Other,EH12 5HD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,METHODS CONSULTING LTD,1039661,16800, -ICT Maintenance & Upkeep,WC2H 8AD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,JONES LANG LASALLE LTD,1039753,79950, -Accommodation Rentals (Programme),E14 5WQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/12/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1039786,9847.76, -Standard Desktop Services (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/12/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1039786,3861.54, -Standard Desktop Services (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,ELAN COMPUTING LTD,1039889,4069.56, -ICT Infrastructure Specific Service,EC1R 3DR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,ELAN COMPUTING LTD,1040045,1849.8, -ICT Infrastructure Specific Service,EC1R 3DR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040048,1536.73, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040049,1516.18, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040050,-1625.35, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040051,112.28, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040051,1000, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040052,833.05, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040053,5237.33, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040055,2206.24, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040056,3415.69, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040057,220.13, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040059,99.47, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040060,4728.61, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040062,3855.1, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040064,1990.48, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040069,12.02, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040070,3630.15, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040072,79.79, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040075,1323.58, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040077,670.02, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040079,1997.25, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040080,399.45, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,ENVIRONMENTAL DATA SERVICES PART OF HAYMARKET PUBLISHING SERVICES LTD,1040081,817, -InfoSource Desktop Information and Research Services,W6 7JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,ENVIRONMENTAL DATA SERVICES PART OF HAYMARKET PUBLISHING SERVICES LTD,1040081,582, -InfoSource Desktop Information and Research Services,W6 7JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040082,401.81, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040084,520.37, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040085,756.59, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040087,731.68, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040088,186.81, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040089,186.81, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040090,2440.36, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040091,2235.8, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040092,4431.89, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1040113,44000, -Accommodation Rentals,G2 6UA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1040113,4262.5, -Service Charges,G2 6UA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1040121,49.92, -Standard Desktop Plus Services,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1040124,41.14, -Standard Desktop Plus Services,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,ROBERT BATTALIO,1040216,450, -Research & Development Expenditure (Programme),46556-5646,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/12/2011,Stationery,"Legal, People & Communications Group - Innovation Capability Team",BANNER BUSINESS SERVICES LTD,1040225,729.28, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/12/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,DELIB LTD,1040269,840, -Outsourced Programme Management Services,BS1 4DZ,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/12/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1040293,9799, -ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1040310,14040, -ICT Maintenance & Upkeep,SW19 3RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,Mobile Phones,Market Frameworks - Consumer and Competition Policy,VODAFONE LTD,1040333,11.28, -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2011,Mobile Call Charges,Market Frameworks - Consumer and Competition Policy,VODAFONE LTD,1040366,26.56, -Mobile Call Charges,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Catering Services,Office of Manpower Economics - Office of Manpower Economics,COMPETITION COMMISSION,1040393,1153.5, -Catering Services,WC1B 4AD,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2011,Buildings Insurance,Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1040432,5886.11, -Buildings Insurance,G2 6UA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2011,Publications (Programme),Market Frameworks - Consumer and Competition Policy,LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1040457,664.11, -Publications (Programme),SM2 5AS,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2011,Publications (Programme),Market Frameworks - Consumer and Competition Policy,LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1040457,533.8, -Publications (Programme),SM2 5AS,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1040459,969.6, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2011,Publications,"Legal, People & Communications Group - Legal Services",BLACKWELL UK LTD,1040468,154, -Publications,OX4 2PG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1040470,551578.28, -Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1040470,9295866.34, -Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1040472,825.12, -Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",VODAFONE LTD,1040495,45.02, -Criminal Law and Prosecution Work,RG14 5FF,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/12/2011,Stationery,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1040499,17.28, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,COMPANIES HOUSE,1040514,883.45, -Telecommunications,CF14 3UZ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2011,Stationery,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1040516,6.41, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2011,Hotels Overseas,"Legal, People & Communications Group - Communications Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1040558,142.6, -Hotels Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2011,Hotels Overseas,"Legal, People & Communications Group - Communications Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1040558,10.39, -Hotels Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2011,Hotels Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040559,96.45, -Hotels Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2011,Hotels Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040559,63.45, -Hotels Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2011,Hotels Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1040559,33, -Hotels Overseas,MK10 1PX,GOV,,,Administration
