Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,01-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"123,671.40",
FCO,FCO,01-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,285.28,
FCO,FCO,01-Dec-11,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"31,252.25",
FCO,FCO,01-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"2,933.54",
FCO,FCO,01-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,114.24,
FCO,FCO,01-Dec-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,681.14,
FCO,FCO,01-Dec-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"50,380.72",
FCO,FCO,01-Dec-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,290.89,
FCO,FCO,01-Dec-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,132.22,
FCO,FCO,01-Dec-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"1,322.21",
FCO,FCO,01-Dec-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"3,931.37",
FCO,FCO,01-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"6,570.99",
FCO,FCO,01-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,560.14,
FCO,FCO,01-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,474.15,
FCO,FCO,01-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,8.01,
FCO,FCO,01-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,24.04,
FCO,FCO,01-Dec-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"-3,931.37",
FCO,FCO,01-Dec-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"1,190.79",
FCO,FCO,01-Dec-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000037,"2,740.58",
FCO,FCO,20-Dec-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,"8,606.60",
FCO,FCO,20-Dec-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,45.15,
FCO,FCO,20-Dec-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,318.14,
FCO,FCO,20-Dec-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,15.15,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.01,
FCO,FCO,20-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,891.31,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,34.28,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,421.7,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,348.51,
FCO,FCO,20-Dec-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,"2,761.82",
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,38.39,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,156.39,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,33.14,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,34.95,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,331.22,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,28.18,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,203.99,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,368.76,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,16.15,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,262.31,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,354.23,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,31.24,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,450.72,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,35.81,
FCO,FCO,20-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,132.66,
FCO,FCO,20-Dec-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,737.24,
FCO,FCO,20-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,22.93,
FCO,FCO,20-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,124.8,
FCO,FCO,20-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,10.81,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,235.87,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,15.48,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,262.17,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,17.96,
FCO,FCO,20-Dec-11,Fuel Oil Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,587.48,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,33.43,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,331.79,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,32.47,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,354.37,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,16.05,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,155.95,
FCO,FCO,20-Dec-11,Rates Taxes Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,"2,069.82",
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,294.48,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,19.49,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,27.12,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,361.8,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.21,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,264.17,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,36.2,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,383.96,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,174.11,
FCO,FCO,20-Dec-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.62,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,33.47,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.01,
FCO,FCO,20-Dec-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,2.55,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,20.5,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.01,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,312.2,
FCO,FCO,20-Dec-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,7.41,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,26.64,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.01,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.01,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,310.49,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.01,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,29.09,
FCO,FCO,20-Dec-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,8.46,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,227.15,
FCO,FCO,20-Dec-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,4.98,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,38.78,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.01,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,440.71,
FCO,FCO,20-Dec-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,7.3,
FCO,FCO,20-Dec-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,"2,551.65",
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,47.69,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,9.01,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000057,441.14,
FCO,FCO,20-Dec-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,21.13,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,1.06,
FCO,FCO,20-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,253.55,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,105.65,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,8.98,
FCO,FCO,20-Dec-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,1.58,
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,9.51,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,190.16,
FCO,FCO,20-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,253.55,
FCO,FCO,20-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,288.42,
FCO,FCO,20-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,"5,795.76",
FCO,FCO,20-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,14.58,
FCO,FCO,20-Dec-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,147.91,
FCO,FCO,20-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,625.99,
FCO,FCO,20-Dec-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,105.65,
FCO,FCO,20-Dec-11,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,"3,282.95",
FCO,FCO,20-Dec-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,8.45,
FCO,FCO,20-Dec-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,493.01,
FCO,FCO,20-Dec-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,381.32,
FCO,FCO,20-Dec-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,"1,963.02",
FCO,FCO,20-Dec-11,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,"3,617.66",
FCO,FCO,20-Dec-11,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,"46,745.66",
FCO,FCO,20-Dec-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,48.07,
FCO,FCO,20-Dec-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000058,5.45,
FCO,FCO,13-Dec-11,Construction Project more than £10k,#N/A,LEIF M. JENSEN A/S (LMJ),1017199,"121,079.86",
FCO,FCO,02-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,DENTSU-SMART LLC,2008731,"66,357.21",
FCO,FCO,12-Dec-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ENDA INTER ARABE,813225,"135,153.33",
FCO,FCO,13-Dec-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1032928,"55,648.00",
FCO,FCO,05-Dec-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,TORRE FUTURA,1004234,"55,463.82",
FCO,FCO,09-Dec-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,TORRE FUTURA,1004251,"57,294.06",
FCO,FCO,12-Dec-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,THE MEDIA CENTRE,700002327,"31,004.76",
FCO,FCO,09-Dec-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INMOBILIARIA MONTEALEGRE SA,1004243,"73,986.88",
FCO,FCO,02-Dec-11,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1032231,"24,668.00",
FCO,FCO,02-Dec-11,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1032231,"4,933.60",
FCO,FCO,09-Dec-11,Rental Payments - non residential,DG CHANGE & DELIVERY,PEGASUS PROPERTY CORPORATION AKA INVESTEC BANK (UK) LTD,1004248,"213,521.05",
FCO,FCO,09-Dec-11,Rental Payments - non residential,DG CHANGE & DELIVERY,LIBRA LLC,1004244,"32,271.25",
FCO,FCO,16-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,BRITISH COUNCIL,1008950,"39,992.15",
FCO,FCO,29-Dec-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,BRITISH COUNCIL,1008965,"45,274.13",
FCO,FCO,14-Dec-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1033087,"921,565.00",
FCO,FCO,23-Dec-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,NATO,1003205,"4,186,807.52",
FCO,FCO,15-Dec-11,FCO Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1033204,"112,184.44",
FCO,FCO,15-Dec-11,FCO Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1033204,"22,436.89",
FCO,FCO,06-Dec-11,Information Systems Implementation,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1032336,"65,385.53",
FCO,FCO,06-Dec-11,Information Systems Implementation,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1032336,"13,077.11",
FCO,FCO,06-Dec-11,Information Systems Implementation,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1032336,"-65,385.53",
FCO,FCO,06-Dec-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1032336,"65,385.53",
FCO,FCO,06-Dec-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1032336,"13,077.11",
FCO,FCO,06-Dec-11,Information Systems Implementation,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1032336,"-13,077.11",
FCO,FCO,13-Dec-11,Information Systems Implementation,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1032897,"61,180.74",
FCO,FCO,13-Dec-11,Information Systems Implementation,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1032897,"12,236.15",
FCO,FCO,14-Dec-11,Information Systems Implementation,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1033089,"71,303.57",
FCO,FCO,14-Dec-11,Information Systems Implementation,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1033089,"14,260.71",
FCO,FCO,08-Dec-11,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1032555,"112,302.00",
