FREEDOM OF INFORMATION,,
MOD Requests to 04 April 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,

Case Number,Date Due,Request Summary
01-03-2011-141243-003,29/03/2011,"Copies of documents relating to the visit representatives of the M o D made to Kenilworth Common Mar/Apr 2008, having been informed of potentially unexploded WW2 bombs being present"
02-03-2011-093322-001,29/03/2011,Various questions regarding staff and IT procurement in DEFAC
02-03-2011-095525-002,29/03/2011,"Please advise if any RIR ACSM applicants have had their applications turned down because they have incorrectly been assessed as not completing 1,080 duties instead of the 1,000"
02-03-2011-101301-003,29/03/2011,Details of Turn-Outs by the Defence Fire Risk Managements fire fighters in 2010 by the following categories- a) Aircraft Incidents b) Domestic Incidents c) Road traffic Incidents
02-03-2011-101941-004,29/03/2011,Detailed information on 15 (UK) Psyops Group 
02-03-2011-104920-005,30/03/2011,Information on the HMS REDPOLE report attended a Sailing schooner Lamorna that was in distress on 4th November 1951
02-03-2011-122737-007,28/03/2011,Copies of all written submissions to the SD&SR  received by the MOD.
02-03-2011-124433-008,28/03/2011,Copies of all correspondence within the MOD relating to the decision to stop compiling national and regional spending figures ; and the subsequent publication of these figures.
02-03-2011-130250-001,28/03/2011,"Project Report on a MEXE Project carried out in 1965, namely the construction of a hard runway at Christchurch Airfield , Hants, at the time used by DeHavilland Aircraft Company"
02-03-2011-134710-001,30/03/2011,How many personnel are currently Mobilised TA and Mobilised Reservists.
02-03-2011-144736-002,30/03/2011,Since 11 May 2010 has your department recruited as full civil servants any individuals who previously had jobs with the Conservative or Liberal Democrat Parties?
02-03-2011-145510-003,30/03/2011,"Please supply The last five full financial years of Met Office costs and income, categorised by division or business unit"
02-03-2011-150016-004,30/03/2011,Various questions regarding redundancies in MoD
02-03-2011-171921-002,16/03/2011,Were records kept on Op AGILA?
03-03-2011-091126-001,30/03/2011,How many persons served in the Ulster Defence Regiment (UDR) during the period of the regiment's existence 1970 to 1992?
03-03-2011-091536-002,30/03/2011,Number of service animals kill in action or as a result of injuries from action in the last 5yrs
03-03-2011-092348-003,30/03/2011,Various questions on MOD/Service Children Education provision. 
03-03-2011-130354-001,31/03/2011,Various questions regarding staff and IT procurement in MDP
03-03-2011-130902-002,31/03/2011,The nature and cost of the payments processing that you undertake within your organisation. 
03-03-2011-171844-003,31/03/2011,A list of service families accommodate (married quarters) still owned by the MOD
04-03-2011-092306-001,31/03/2011,"All correspondence between the UK Defence Academy and xxxxxxxxxx, a senior visiting fellow/ professor"
04-03-2011-093710-002,29/03/2011,"Information on a structure in Pilling, Lancashire that was raided by the military and allegedly found to be a radio station guiding German planes onto Liverpool and Manchester in 1940"
04-03-2011-094950-004,31/03/2011,Details on the number of official sightings of UFO's investigated or reported to the Ministry of Defence within the Inverclyde area of Strathclyde over the last ten years.
04-03-2011-095606-005,31/03/2011,All communications both to and from the Secretary of State and his ministers on the subject of (i) the decision to scrap the Ark Royal and (ii) the decision to retire Britain's Harrier fleet
04-03-2011-100138-006,28/03/2011,Request for information recorded in the NISGS Absence Book 24-25 April 2010
04-03-2011-101027-007,30/03/2011,Are there any plans for a public UK consultation on implementation of the US-UK Defence Trade Cooperation Treaty?
04-03-2011-101627-008,31/03/2011,A copy of the MoD's policy referred to in the Government Response of 8th April 2010 at http://www.publications.parliament.uk/pa/cm200910/cmselect/cmdfence/536/53604.htm
04-03-2011-102322-009,29/03/2011,Defence Council authorisation permitting MetPro Emergency Response Limited to acquire and possess weapons otherwise prohibited by Section 5 of the Firearms Act 1968
04-03-2011-103648-010,01/04/2011,"Statistics for patterns of recruitment to the British armed forces since around 1970, by place (including non-citizens) and by ethnic group, and distinguishing commissioned officers from other ranks. "
04-03-2011-104251-011,31/03/2011,"During the Prime Minister's tour of Egypt, Oman, Kuwait and Qatar (21st - 24th Feb 2011), what sales of British manufactured weaponry did the British delegation make and how much were these contracts worth."
04-03-2011-110856-012,29/03/2011,"Details of the inquest undertaken in June 1946 regarding the sinking of the German ships ""Cap Arcona""   ""Thielbek""   ""Deutchland"" in Lubeck Bay North Germany May 3rd 1945. The action was undertaken by the R.A.F."
04-03-2011-111204-013,31/03/2011,Any non classified logs/recordings/information on UFO's (unidentified flying objects) noted within Northern Ireland between 2000-2010
04-03-2011-111923-014,31/03/2011,The files you hold on possible Alien abductions and UFO sightings and UFO picked up on radar.
04-03-2011-112250-015,31/03/2011,A copy of LFSO 3358 originally issued in March 2009 providing guidance to the Army on implementing JSP 831 - Redress of Individual Grievances.
04-03-2011-112846-016,30/03/2011,Details of the cost to construct the AWC (top level view of major elements) and a list of all the contractors involved in its development.
04-03-2011-115112-001,31/03/2011,Statistics detailing the amount of funding that the government allocates to help wounded servicemen and women once they have returned from operations.
04-03-2011-123623-017,31/03/2011,Information that could be made available about OPERATION BARMAID which was undertaken by the submarine HMS Conqueror in the Mediterranean and Baltic in 1981 and 1982.
04-03-2011-124125-018,30/03/2011,During the last 10 years how many RAF officers were dealt with using the Administrative Action Procedure
04-03-2011-124740-001,30/03/2011,How many Specialist Instructional Officers delivering Physical and Adventurous training are employed by the MoD at D Grade and C2 Grade?
04-03-2011-125227-002,30/03/2011,Details of any emails and letters sent between the Ministry of Defence and xxxxxxxxxx or his companies William Cook Hold
04-03-2011-125833-003,30/03/2011,Records of employment of labourers at HM Dockyard Devonport from 1970.-
04-03-2011-130359-004,01/04/2011,Various questions regarding Armed Forces redundancy programmes and numbers up to April 2015
04-03-2011-130922-005,29/03/2011,"Information on the rules for the assignment of ""L"" designators for military equipment."
04-03-2011-131604-006,30/03/2011,Information on the determination of overseas tour lengths for civilians 
04-03-2011-132609-007,30/03/2011,"Copy of Report: A representation of second order boundary layer effects in the momentum integral equation and in inviscousinviscid interactions Report Number: RAE TR 81002 Source/Org: Royal Aircraft Author(s): East, L. Pub Date: 1981"
04-03-2011-151532-001,28/03/2011,The Defence Internal Audit team visited HQ LAND FORCES during October or November 2011. I request a copy of their report
04-03-2011-152355-008,01/04/2011,info on how to submit prices for Husbanding Agents for the Royal British Navy. 
04-03-2011-163306-001,21/02/2011,"Details of the procurements on which Amyas Morse, MoD commercial director from 2006 - 2009 was involved with."
04-03-2011-171041-002,01/04/2011,"Annual cost for maintenance at MOD buildings, Whitehall for 2008/9  and  2009/10."
04-03-2011-171404-003,01/04/2011,Medical research papers pertaining to the use of surgical airways over intubating.
07-03-2011-102401-001,01/04/2011,"Please provide copies of all documents relating to the 1956 Medical Intelligence Working Party review of ""States of Isolation"" as mentioned in November 1971 MOD submission to the Compton Commission, copies of which can be found at the National Archives in"
07-03-2011-104732-003,04/04/2011,Please advise whether there is any published policy regarding interviewing asylum seekers.
07-03-2011-105111-004,04/04/2011,Please provide information on the annual volunteer pay cost of the TA for 2008/9/10 along with the specific cost of the 4th Battalion  Yorkshire Regiment for 2008/9/10
07-03-2011-105444-005,04/04/2011,Please provide details on the number of FOI enquiries you received via http://www.mod.uk/DefenceInternet/ContactUs/RequestForInformationInformationRequestEmailResponse.htm for 2009  and  2010 and the time taken to respond.
07-03-2011-110127-006,04/04/2011,"Please provide full details of restraint techniques which staff are permitted to use (on individuals including children, inmates, clients, patients, etc) in all categories of institution for which the department has ultimate responsibility - e.g. schools,"
07-03-2011-110845-001,31/03/2011,Please advise on the procedure for appointing Military Attaches.
07-03-2011-111405-002,30/03/2011,Please advise on the number of 40 Commando Royal Marine posts at risk of closure.
07-03-2011-112357-007,04/04/2011,Please provide copies of all emails and official documentation communications relating to the proposed visit to Afghanistan by two named specified individuals on 20 December 2010. 
07-03-2011-113236-003,30/03/2011,Please advise on the contracts entered into by MOD or Colchester Barracks to provide painting services from 1949 to the end of 1957.
07-03-2011-113741-008,04/04/2011,"Please advise on the number of serving personnel (enlisted and officers) who have transferred from the Parachute Regiment to the Royal Marines, and visa versa, in the last 5 years."
07-03-2011-114254-004,30/03/2011,Please provide information to various questions about the Northern Ireland Security Guarding Service for a specified individual.
07-03-2011-114531-009,04/04/2011,Please advise on how the decision was reached on the SAS forces in Libya. 
07-03-2011-131120-001,30/03/2011,Please provide copies all written correspondence relating to the Service Complaint for two specified individuals from November 2009  to present.
07-03-2011-133643-001,30/03/2011,"Please advise when the following Grenade Hand Smoke Screening Training L83A1 canisters were used, by which Unit/Regiment and the purpose:- PWD 09-08-510 PWD 09-08-511 PWD 09-08-512 PWD 09-08-513 PWD 09-08-514 PWD 09-08-515 PWD 09-08-516 PWD 09-08-517 PWD "
07-03-2011-144115-001,04/04/2011,Please advise how an authentic digital copy of the Military Covenant can be obtained.  
07-03-2011-144804-002,04/04/2011,Please advise on MOD's Equality and Diversity policy for disabled staff in GCHQ. 
07-03-2011-150241-003,04/04/2011,Please provide an unredacted copy of a court martial transcript that has been transferred to the National Archive and is currently filed as WO 71/1176B.
07-03-2011-151557-004,04/04/2011,Please advise on the rules and guidance regarding the involvement of UK Armed Forces in evacuation missions. 
07-03-2011-152546-005,04/04/2011,Please advise whether C130 flights from Kabul to Camp Bastion are still restricted to the hours of darkness.
07-03-2011-153302-006,04/04/2011,"Please advise on the MOD's total fuel bill for 2008-09 and 2009-10 and what is forecasts for 2010-11, 2011-12 and 2012-13. Please also provide a monthly breakdown of the MOD's fuel costs for each month for the last three years."
07-03-2011-154322-008,04/04/2011,Please provide me with an electronic copy of any photographs of the PINDAR bunker facility beneath Whitehall.
07-03-2011-154838-001,01/04/2011,Please advise when DEFE 66/1 will be readily available at the National Archives.
07-03-2011-155029-002,03/03/2011,"Please provide copies of all email and official correspondence, from 1 October 2009 - 1 February 2010, regarding the order for 22 Chinook helicopters, set out in the rotary wing strategy, and announced by the former Defence Secretary on 15 December 2009. "
07-03-2011-155534-009,04/04/2011,"Please provide copies of all reports relating to Noise and Vibration studies carried out by RAFCAM based at RAF Henlow and/or similar organisations on the following aircraft: Grob Tutor, Squirrel Rotary, Griffin Rotary, Chinook Rotary and the MK4B Flying "
07-03-2011-155755-010,15/03/2011,Please provide auto cad floor plan sections and elevations for HMS Ark Royal.
07-03-2011-161240-011,04/04/2011,Please advise on whether a report can be generated on the actual minimum and maximum temperatures forecast for the UK.
07-03-2011-162701-013,04/04/2011,Please provide a copy of the minutes of a meeting held between the Prime Minister and the Chiefs of Defence Staff and Air Staff over the weekend of 16 and 17 October 2010 to discuss the options for keeping the Harrier and HMS Ark Royal as a result of the 
07-03-2011-164156-014,04/04/2011,Please provide details of which branches in DISC have taken on roles previously performed by JSIO and what these roles are. Please provide a full list of all activities and methods of interrogation which are proscribed by the Geneva Convention that traine
07-03-2011-164847-015,04/04/2011,"Please provide a breakdown of recurring and non-recurring expenditure for the annual cost of running the St Vincent building (off Old Admiralty Building, Whitehall) for the last 5 years."
08-03-2011-124534-001,05/04/2011,"Please provide all available Situation (Situational) Reports relating to British Army activity in Belfast, Northern Ireland between 9 August 1971 and 11th August 1971 particularly in relation to activity in the Ballymurphy area of West Belfast."
08-03-2011-125223-001,05/04/2011,Please provide information on UFO sightings in the Glasgow area in 2001.
08-03-2011-131648-002,05/04/2011,"Please advise on the number, classification and location of records held that were seized from German sources during/after WWII concerning the SS IV  (SS4) relating to flying machines, commonly known as 'Vril' and 'Haunebu' devices."
08-03-2011-143518-001,30/03/2011,Please advise on the number of Land Rover Discovery First Series that are still owned and/or leased and/or otherwise used by the Armed Forces and Defence agencies.
08-03-2011-144806-003,05/04/2011,"Please provide copies of correspondence, from 1 January 2010 - present, between the MOD and the producers and distributors and film director, of a new film about the former Prime Minister called the Iron Lady."
08-03-2011-145502-004,05/04/2011,"Please advise on the number of dogs that have been wounded and then destroyed due to military action, killed during active military service, the process/policy for returning injured/deceased dogs from abroad and whether any of the dogs that returned are r"
08-03-2011-150013-005,05/04/2011,"Please provide the full inspection report for waste taken from Christmas Island (The Republic of Kiribati) to Port Clarence landfill site, Stockton-on-Tees, in 2008."
08-03-2011-151419-006,05/04/2011,Please provide a copy of the report on MOD Railways shunting revision.  
08-03-2011-165934-007,05/04/2011,Please provide information on various questions regarding the DTIO.
09-03-2011-095717-001,05/04/2011,Please provide copies of the auto cad drawings for hanger types as detailed in Technical Bulletin 02/02 World War II Hangars -Guide to Hangar Identification. 
09-03-2011-103907-002,05/04/2011,"Please provide information on the number of soldiers convicted and found to have had illegal drugs, explosives and unauthorised UK firearms confiscated on return from operations in Afghanistan from 2007 - 2010."
09-03-2011-105610-003,05/04/2011,Please provide information on the number of incidents that resulted in compensation being paid out to Afghan nationals from 2007 - 2010.
09-03-2011-110003-004,05/04/2011,Please advise on the number of UK nationals who have joined the Taliban/insurgent forces in Afghanistan from 2007 - 2010.
09-03-2011-111410-001,23/03/2011,Please advise on the percentage pass mark for Band D LLTP.
09-03-2011-115553-007,06/04/2011,Please provide the camouflage patterns used by the UK Armed Forces.
09-03-2011-121309-002,28/03/2011,"Please advise of the hierarchical structure for the Air Training Corp, Army Cadets and Navy Cadets and their relationship with the MOD."
09-03-2011-122106-008,04/04/2011,Please advise on how blinded service personnel are helped and treated and the numbers still serving or resigned from the Armed Forces.
09-03-2011-134048-001,06/04/2011,Please provide information to various question regarding compensation paid out to soldiers from 2007 - 2010. 
09-03-2011-140533-001,06/04/2011,Please provide information to various questions regarding Cadet Forces Adult Volunteers.
09-03-2011-143017-001,25/03/2011,"Please provide copies of documented communication (i.e. internal reports, emails, etc) regarding concerns on the conditions and treatment of detainees held in British-run prisons in Iraq or Afghanistan for the last three calendar years."
09-03-2011-145615-002,06/04/2011,Please advise on cloud computing in the public sector.
09-03-2011-145807-002,01/04/2011,"Please provide information on the number of  employed civil servants, from 1999, who have a reserved rights marker. "
09-03-2011-155603-003,06/04/2011,Please provide information on the various pilot studies conducted in the MOD along with information on their resultant outcomes.
09-03-2011-161731-004,06/04/2011,"Please provide hard copies of all information held by MOD on Kirklevington AAOR and the associated Kirklevington Hall use, from 1963 - 1972 and 1973 - 1984."
09-03-2011-162539-005,06/04/2011,"Please disclose the Board of Inquiry report into an incident involving an RAF Tornado, tail number ZA371, at Newcastle in August 2008."
09-03-2011-164624-002,04/04/2011,Please provide details and information of military manoeuvres over night into 23 February 2011.
09-03-2011-170756-006,06/04/2011,Please advise how content to DEFE 49/1986 can be obtained.
09-03-2011-171632-007,06/04/2011,Please provide advise how the changes to the Armed Forces Local Overseas Allowances have been calculated.  
10-03-2011-095226-001,06/04/2011,"Please advise on the number of incidents and type, value and quantity of unauthorised articles being smuggled on board military transport aircraft by UK Armed Forces personnel arriving at RAF bases in the UK, since 2001.  "
10-03-2011-095702-002,06/04/2011,Please advise whether HMS Cumberland had been unavailable for deployment to Libya during the current disturbances and the alternative resources MOD had available to deploy at short notice.
10-03-2011-100133-003,06/04/2011,Please advise on the number of aircrew applicants to the MOD who were unsuccessful due to failure of anthropometric tests as part of their medical assessment.
10-03-2011-123234-004,04/04/2011,"Please provide a copy of the fire brigade report for 4 Otway Rd, Chichester, West Sussex, PO19 6BP - incident 23 Oct 2010"
10-03-2011-123956-005,24/03/2011,"Please provide a copy of an improved semi-inverse version of the Viscous, Garabedian and Korn method, 1987, Ashill PR, Wood RF, Weeks DL report"
10-03-2011-130224-001,07/04/2011,Please advise various questions regarding the number of convictions at court martials.
10-03-2011-130939-002,07/04/2011,Please advise on the number of compensation claims against the MOD for personal injury caused by negligence in Wales from the 2003 - 10 March 2011. 
10-03-2011-145149-003,07/04/2011,"Please advise on the number of distress calls HRH William Wales has responded to, the number of downed aircrew rescued, the number of other service casualties rescued and any other rescued civilians."
10-03-2011-145748-004,07/04/2011,"Please provide a copy of the JAFFA form answered, including markings and comments, by a specified individual."
10-03-2011-150746-005,11/04/2011,Please advise on the value of disposals on behalf of UK Fire and rescue Services for the last two years.
10-03-2011-151254-001,06/04/2011,Please provide a copy of any briefing or minutes to Ministers regarding UK-French discussions on the recently signed defence and security co-operation treaty relating to joint radiographic/hydrodynamics research facilities.
10-03-2011-151524-006,07/04/2011,Please advise on various questions regarding tasking requests for SAR Helicopters received by Kinloss ARCC during 2010.
10-03-2011-155159-007,07/04/2011,Please provide various information regarding the work of the UK Trade and Investment Dept and the Defence and Security Organisation (UKTI DSO).
10-03-2011-161503-002,01/04/2011,Please provide a summary breakdown of all finance accounts associated with the ATC.
10-03-2011-162044-003,01/04/2011,Please provide a breakdown of all staff employed in both full and part time duties with the Air Cadet Organisation.
10-03-2011-162424-004,05/04/2011,Please describe the operational state of all Regional Activity Centres and the criteria by which the objective effectiveness and use of the Regional Activity Centres have been measured.
10-03-2011-162902-006,05/04/2011,Please provide the total cost of planning and building all Regional Activity Centres to date.
10-03-2011-162916-008,07/04/2011,"Please provide information on the names of the three farmers/landowners who received an estimated total of £400 compensation for damage, inconvenience and temporary exclusion from their lands during the clean up operation following the solo sorte crash fr"
11-03-2011-082125-001,06/04/2011,Please advise on the tests soldiers need to pass before they are deployed.
11-03-2011-103221-001,07/04/2011,Please provide a full list of RN ships present at Portland Navy Days in 1976.
11-03-2011-114727-002,08/04/2011,"Please advise how technical drawings (plans, sections etc) of HMS Ark Royal aircraft carrier can be obtained."
11-03-2011-150413-001,07/04/2011,Please advise on various questions about the private animal health company Merial Animal Health and its liability and the Freedom of Information Act.
11-03-2011-155126-002,08/04/2011,Please advise when the Military Covenant Factsheet was released and please provide an original copy.
11-03-2011-155655-003,08/04/2011,"Please provide a breakdown of the yearly totals of Administrative Discharges in the Army, RAF and Navy since 1998."
11-03-2011-160159-004,08/04/2011,Please provide information on the location of any and all British Armed Forces recruitment offices within the United Kingdom of Great Britain and Northern Ireland.
11-03-2011-160704-005,08/04/2011,Please provide information on the failed and passed test scores for the BARB test in the Armed Forces since 2001.
14-03-2011-085552-001,08/04/2011,"Please provide details of all payouts since  6 April 2005, under the Armed Forces Compensation Scheme, to personnel serving, assigned to, or with various regiments, battalions and squadrons at the time they were injured."
14-03-2011-090906-002,08/04/2011,Please advise and provide information on the specific recruitment aptitude tests used for candidates for Communications Informations Systems Technicians in 1990.
14-03-2011-091517-003,08/04/2011,Please provide details of all defence contracts with Saudi Arabia to which the Ministry of Defence has been party since and including the Al Yamamah contract which has remained hidden from Parliament and the public.
14-03-2011-091948-004,08/04/2011,"Please advise and provide a monthly breakdown by TLB, on the total amount of overpayments paid to permanent civilian staff in error, over the past twelve months."
14-03-2011-092223-005,08/04/2011,"Please advise on the total volume, number from each MOD location and proportion of requests received for the voluntary early release scheme during the first 10 days of the scheme."
14-03-2011-092632-006,08/04/2011,"Please advise on the number of incidents that have been recorded at MOD Foxhill, in the past twelve 12 months, where a First Aider has been called to treat a casualty or sick member of staff."
14-03-2011-092942-007,08/04/2011,"Please advise on the number and type of parking spaces (i.e. general, disabled, etc) at MOD establishments in the Bath and Bristol area including Abbey Wood, Abbey Wood North, Foxhill, Ensleigh and Warminster Road. "
14-03-2011-093546-008,11/04/2011,"Please provide information on an air battle where one of the participants, xxxxxxxxxx, plane was shot down and he was held at an Italian concentration camp. "
14-03-2011-093903-009,11/04/2011,Please provide information on the UFO sightings and alien abductions in Bonnybridge in Scotland.   
14-03-2011-094750-010,11/04/2011,"Please provide information on the running/maintenance costs of Ebrington Barracks in Londonderry, Northern Ireland."
14-03-2011-095459-011,11/04/2011,"Please provide full details of observations, advice, recommendations, instructions etc, on the management of asbestos within public buildings, issued within the department and to subordinate organisations following the Supreme Court backing given to compe"
14-03-2011-105933-013,11/04/2011,"Please provide statistics on women veterans in the Criminal Justice System and advise where statistics on the number of women being discharged from the military and their demographics (e.g. marital status, those with children, etc) can be obtained."
14-03-2011-120513-016,11/04/2011,Please advise on the secretariat and it Head for TNA ref DEFE24-1986-1-2 and whether Section 23 retention had been correctly applied. 
14-03-2011-121739-017,11/04/2011,Please advise whether commissioned officers in the Armed Forces took an oath of Allegiance in the period 1939 - 1945 or whether they simply entered into their duties.
14-03-2011-124024-018,11/04/2011,Please provide a copy of the accident report on the fatal accident to Whirlwind HAR10 XJ414 on 22 June 1967 with details of any criminal investigation and compensation awarded to the widows of the three crew members.
14-03-2011-125130-001,11/04/2011,Please provide a copy of the ejection report and copies of medical records on the treatment of xxxxxxxxxx after his accident in the Hunter FGA 9 registration XG 169 on 6 June 1973.
14-03-2011-145102-001,25/03/2011,Please provide briefing notes supplied to MOD Police from the Security Service on xxxxxxxxxx along with a copy of the transcript of the second interview conducted by the MOD Police with xxxxxxxxxx on 28 October 1998.
14-03-2011-150046-002,30/03/2011,Please advise on the capitation rate for a CSO5 for six months and the daily capitation rates for a CSO3 and a CSO2 and an EO.
14-03-2011-150819-003,11/04/2011,"Please advise on the number of employment tribunals held against the MOD Police in the last five years, the number where any were for Disability Discrimination and Victimisation, their outcome and whether any compensation was awarded."
14-03-2011-152207-002,21/03/2011,Please advise why a new model was necessary for the study 'Establishment of lethal inhalation infection with francisella tularensis in the common marmoset.'
14-03-2011-152750-003,15/11/2010,"Please provide a copy of the legal framework regarding medical discharges, a copy of the service pension orders and amendments which xxxxxxxxxx pension comes under, the name of the individual who dealt with xxxxxxxxxx enquiry on the 22 February 2010 and a"
14-03-2011-155733-005,08/04/2011,"Please provide a copy of the report on the military plane crash on the Berwyn Mountain Range in North Wales on 12 February 1982 in which a lone student pilot died, the co-ordinates and or Ordnance Survey map reference of the crash site, the identity of an"
15-03-2011-095219-001,11/04/2011,Please provide information regarding products and procedures involved with the compulsory urinalysis drugs testing for soldiers (CDT)
15-03-2011-095835-002,11/04/2011,Please provide information regarding career profiles of logistics careers in the Royal Navy.
15-03-2011-102626-003,12/04/2011,"Please provide information and Service Level Agreements on funding to the National Museums of the Royal Navy from the 1st April 2009. Please also provide information on all payments made prior to 1 April 2009 to the Royal Navy Museum (Portsmouth), the Fle"
15-03-2011-105349-004,11/04/2011,Please provide weather information for YO18 7TE from November - 6 December 2010.
15-03-2011-140538-001,08/04/2011,Please advise on the minimum and maximum length of service of officers entering the Royal Navy in the 1970's and 1980's on long and short term engagements and when these terms of engagement were changed.
15-03-2011-143346-002,11/04/2011,Please provide a copy of all briefings or minutes submitted to Ministers to advise on the problem experienced on board HMS Tireless and to inform the decision on withdrawing similar submarines from service.
15-03-2011-144445-001,12/04/2011,Please provide information on the cost of Royal Navy and other HM Armed Forces equipment in the last 10 years and as well as between the period 1935 - 1945.
15-03-2011-145051-002,12/04/2011,Please provide copies of all correspondence relating to the death of the late Lance Corporal Liam Tasker's sniffer dog Theo in Afghanistan on 1 March 2011.
15-03-2011-145506-003,12/04/2011,Please provide information on the surfacing of a private road that was carried out by the 'military authorities' under emergency regulations during the war to give access to special ammunition dumps that were sited along it.
15-03-2011-150114-003,11/04/2011,"Please advise on the number of staff (full head count not WTEs) employed in IT functions in the Financial Management Shared Service Centre. Please advise whether this is an internal IT team or one that is outsourced and if so, to whom. "
15-03-2011-151958-004,11/04/2011,Please advise on the use of RAF Wroughton which was operated by the RAF from the late 1930s until 1972 when it was taken over by the RN and eventually closed as a military airfield in 1978.
15-03-2011-152035-004,12/04/2011,Please provide information held on Military Intelligence files relating to threats to which xxxxxxxxxx was subjected by republican terrorists during his service with the Ulster Defence Regiment in Northern Ireland.
15-03-2011-152140-001,07/04/2011,Please provide information relating to the Hughes Chain Gun.
15-03-2011-152423-005,05/04/2011,Please provide copies of all reports with regards to 10 Khartoum Road as from Sept 2010.
15-03-2011-162407-006,12/04/2011,"Please advise on the number of sorties flown by Tornado F3 during Baltic air policing, the number conducted by Tornado during the Kosovo Campaign and the number of Paveway II and Paveway III used by the aircraft."
16-03-2011-093024-001,12/04/2011,Please provide information regarding future plans for the expansion of the Air Cadet Organisation.
16-03-2011-093858-002,13/04/2011,Please provide a copy and details of DE&S Framework Agreement reference:CMHW/120992
16-03-2011-094617-003,13/04/2011,Please provide information and details of the current death toll of the Afghanistan and Iraq wars and the number of teens who have joined the Armed Forces since the conflicts began.
16-03-2011-103347-004,11/04/2011,Please advise where details of the definitions for the Chinook HC Mk2 FADEC software were laid down  
16-03-2011-113702-001,11/04/2011,Please advise and provide information on various question about the National Defence and Aerospace System Panel.
16-03-2011-114525-005,23/03/2011,Please provide a summary of the pedestrian/cyclist collisions that have occurred on this site since it was opened in 2003.
16-03-2011-115746-006,13/04/2011,Please provide details of the amounts spent by MOD with Travel Counsellors/Travel Management Waterlooville/xxxxxxxxxx over the last two years.
16-03-2011-115948-002,12/04/2011,Please advise whether the MOD and the Government of Gibraltar have both taken legal advice on whether TUPE applies to UKBCs involved in the transfer of services from the PRM (MOD) to GHA - St Bernard's Hospital.
16-03-2011-120342-007,13/04/2011,"Please advise whether the Defence nuclear facilities such as those at Faslane, Devonport, Derby, Barrow etc and the nuclear submarines will be subject to stress-testing."
16-03-2011-123245-008,11/04/2011,Please advise on the number of ex-military staff employed by the MGS at Shrivenham and the number of disciplinary actions taken out against them.
