"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","B2","47942","59535","Third Sector","10.97","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","C1","35648","44268","Deputy News Editor","20.23","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","C2","29258","36333","Deputy News Editor","45.15","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","D","23427","29092","Media and Comms","31.49","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","E1","18370","22124","Personal Secretary","34.99","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","E2","15623","18815","Media and Comms","11.97","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","OF2","37916","45090","Media and Comms","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","OF3","47760","57200","Media and Comms","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","OF3 (RFA)","47760","57200","Media and Comms","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","OF4","67032","77617","Media and Comms","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","OF5","81310","89408","Media and Comms","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","OR4","26405","33182","Enabling Services","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","OR9","38600","46753","Media and Comms","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","Retired Offr 2","30136","36333","Enabling Services","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","Skill Zone 1","15083","16482","General Hand","9.50","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","157333","Skill Zone 2","16482","18010","Enabling Services","9.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","B1","56436","72185","Deputy Head","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","B2","47942","59535","Historical","5.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","C1","35648","44268","Secretariat","4.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","C2","29258","36333","Secretariat","5.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","D","23427","29092","Secretariat","3.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","E1","18370","22124","Administrative Support","3.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","Fast Stream Grade Band C2","29258","36333","Secretariat","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","OF2","37916","45090","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","OF3","47760","57200","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","OF4","67032","77617","Senior Staff Outer Office","12.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","OF4 (RFA)","67032","77617","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","OF5","81310","89408","Senior Staff Outer Office","5.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","OR1-3","17515","28940","Senior Staff Outer Office","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105593","OR5-6","30013","36929","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF2","37916","45090","Capability Management & Force Generation","8.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF3","47760","57200","Capability Management & Force Generation","7.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF3 (RFA)","47760","57200","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF4","67032","77617","Capability Management & Force Generation","5.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR1-3","17515","28940","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR4","26405","33182","Capability Management & Force Generation","5.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR5-6","30013","36929","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR7-8","33223","43252","Capability Management & Force Generation","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF2","37916","45090","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF3 (RFA)","47760","57200","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR4","26405","33182","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","E1","18370","22124","Administrative Support","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","E2","15623","18815","Administrative Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OF1","24615","32703","Front Line Military","11.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OF2","37916","45090","Front Line Military","225.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OF3","47760","57200","Front Line Military","124.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OF4","67032","77617","Front Line Military","39.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OF5","81310","89408","Front Line Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OR1-3","17515","28940","Front Line Military","2088.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OR4","26405","33182","Front Line Military","1162.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OR5-6","30013","36929","Front Line Military","594.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OR7-8","33223","43252","Front Line Military","323.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","OR9","38600","46753","Front Line Military","41.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","Skill Zone 1","15083","16482","General Hand","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","Skill Zone 2","16482","18010","General Hand","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086257","Skill Zone 3","18010","22150","General Hand","0.65","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","D","23427","29092","Administrator","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","E1","18370","22124","Administrative Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OF1","24615","32703","Front Line Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OF2","37916","45090","Front Line Military","233.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OF3","47760","57200","Front Line Military","130.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OF4","67032","77617","Front Line Military","50.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OF5","81310","89408","Front Line Military","8.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OR1-3","17515","28940","Front Line Military","2067.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OR4","26405","33182","Front Line Military","1196.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OR5-6","30013","36929","Front Line Military","578.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OR7-8","33223","43252","Front Line Military","473.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1086570","OR9","38600","46753","Front Line Military","37.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","E1","18370","22124","Personal Secretary","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","E2","15623","18815","Administrative Support","0.60","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OF2","37916","45090","Front Line Military","124.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OF3","47760","57200","Front Line Military","43.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OF4","67032","77617","Front Line Military","15.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OF5","81310","89408","Front Line Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OR1-3","17515","28940","Front Line Military","617.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OR4","26405","33182","Front Line Military","321.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OR5-6","30013","36929","Front Line Military","162.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OR7-8","33223","43252","Front Line Military","250.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1591647","OR9","38600","46753","Front Line Military","17.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","C2","29258","36333","Estates/Property Manager","3.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","Civilian Medical Practitioner","65071","77303","NHS/Retained Grade","3.80","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","D","23427","29092","Administrator","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","E1","18370","22124","Administrator","43.68","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","E2","15623","18815","Administrator","11.92","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OF1","24615","32703","Front Line Military","40.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OF2","37916","45090","Front Line Military","107.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OF3","47760","57200","Front Line Military","55.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OF4","67032","77617","Front Line Military","17.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OF5","81310","89408","Front Line Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OR1-3","17515","28940","Front Line Military","2102.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OR4","26405","33182","Front Line Military","2220.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OR5-6","30013","36929","Front Line Military","266.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OR7-8","33223","43252","Front Line Military","214.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","OR9","38600","46753","Front Line Military","9.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","Physiothrpst Specialist","25528","34189","NHS/Retained Grade","5.55","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","Social Worker 5721-001","23427","33738","NHS/Retained Grade","1.81","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","Skill Zone 1","15083","16482","General Hand","13.97","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","Skill Zone 2","16482","18010","General Hand","35.81","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1127695","Skill Zone 3","18010","22150","General Hand","43.50","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","B2","47942","59535","Office Manager","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","C1","35648","44268","Administrator","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","C2","29258","36333","Administrator","20.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","D","23427","29092","Administrator","35.77","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","E1","18370","22124","Administrative Support","13.60","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","E2","15623","18815","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF1","24615","32703","Front Line Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF2","37916","45090","Front Line Military","31.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF3","47760","57200","Front Line Military","32.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF4","67032","77617","Front Line Military","13.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF5","81310","89408","Front Line Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR1-3","17515","28940","Front Line Military","10.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR4","26405","33182","Front Line Military","28.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR5-6","30013","36929","Front Line Military","64.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR7-8","33223","43252","Front Line Military","67.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR9","38600","46753","Front Line Military","12.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","Retired Offr 2","30136","36333","Administrator","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","Retired Offr 3","25600","29092","Administrator","0.61","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","Skill Zone 2","16482","18010","General Hand","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","Skill Zone 3","18010","22150","General Hand","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","Skill Zone 4","22150","24930","General Hand","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","C1","35648","44268","Administrator","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","C2","29258","36333","Administrator","29.19","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Civilian Medical Practitioner","65071","77303","NHS/Retained Grade","1.24","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","D","23427","29092","Administrator","55.41","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","E1","18370","22124","Administrator","98.14","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","E2","15623","18815","Administrator","11.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Fast Stream Grade Band C2","29258","36333","Operational Delivery","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","NHS Band 6","25528","34189","Medical","0.81","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF2","37916","45090","Training and Education","246.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF3","47760","57200","Front Line Military","88.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF4","67032","77617","Front Line Military","13.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF5","81310","89408","Front Line Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR1-3","17515","28940","Front Line Military","549.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR4","26405","33182","Front Line Military","393.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR5-6","30013","36929","Training and Education","358.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR7-8","33223","43252","Training and Education","243.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR9","38600","46753","Front Line Military","29.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Physiothrpst Specialist","25528","34189","NHS/Retained Grade","2.01","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Retired Offr 2","30136","36333","Administrator","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Simulator Instructor 2 - 7576","29258","36333","Training and Education","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Skill Zone 1","15083","16482","General Hand","22.54","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Skill Zone 2","16482","18010","General Hand","30.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Skill Zone 3","18010","22150","General Hand","77.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Skill Zone 4","22150","24930","General Hand","3.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","C2","29258","36333","Administrator","13.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Civilian Medical Practitioner","65071","77303","NHS/Retained Grade","3.43","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","D","23427","29092","Administrator","22.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","E1","18370","22124","Administrator","55.04","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","E2","15623","18815","Administrator","28.36","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Nurse Specialist (GP Practice)","25528","34189","Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF2","37916","45090","Training and Education","120.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF3","47760","57200","Front Line Military","73.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF4","67032","77617","Front Line Military","11.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR1-3","17515","28940","Front Line Military","325.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR4","26405","33182","Front Line Military","278.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR5-6","30013","36929","Training and Education","234.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR7-8","33223","43252","Training and Education","132.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR9","38600","46753","Front Line Military","18.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Physiothrpst Specialist","25528","34189","NHS/Retained Grade","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Retired Offr 2","30136","36333","Administrator","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Retired Offr 3","25600","29092","Operational Delivery","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Skill Zone 1","15083","16482","General Hand","5.03","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Skill Zone 2","16482","18010","General Hand","54.15","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Skill Zone 3","18010","22150","General Hand","37.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","B2","47942","59535","Office Manager","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","C1","35648","44268","Administrator","3.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","C2","29258","36333","Administrator","10.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","D","23427","29092","Administrator","7.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","E1","18370","22124","Administrative Support","9.60","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","E2","15623","18815","Administrative Support","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OF2","37916","45090","Capability Management & Force Generation","7.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OF3","47760","57200","Capability Management & Force Generation","27.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OF4","67032","77617","Capability Management & Force Generation","14.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OF5","81310","89408","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR1-3","17515","28940","Capability Management & Force Generation","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR4","26405","33182","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR5-6","30013","36929","Capability Management & Force Generation","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR7-8","33223","43252","Capability Management & Force Generation","6.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR9","38600","46753","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","Skill Zone 1","15083","16482","General Hand","2.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","C1","35648","44268","Administrator","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","C2","29258","36333","Administrator","1.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","D","23427","29092","Administrator","8.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","E1","18370","22124","Administrator","14.57","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","E2","15623","18815","Administrator","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","Nurse Specialist (Community)","25528","34189","NHS/Retained Grade","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF1 (RFA)","24615","32703","Capability Management & Force Generation","78.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF2 (RFA)","37916","45090","Capability Management & Force Generation","104.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF3 (RFA)","47760","57200","Capability Management & Force Generation","82.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF4 (RFA)","67032","77617","Capability Management & Force Generation","59.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF5 (RFA)","81310","89408","Capability Management & Force Generation","37.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OR1-3 (RFA)","17265","28940","Capability Management & Force Generation","408.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OR4 (RFA)","26405","33182","Capability Management & Force Generation","107.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OR5-6 (RFA)","30013","36929","Capability Management & Force Generation","116.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OR7-8 (RFA)","33223","43252","Capability Management & Force Generation","75.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","B1","56436","72185","Assistant Head","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","B2","47942","59535","Office Manager","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","C1","35648","44268","Administrator","16.81","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","C2","29258","36333","Administrator","9.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","D","23427","29092","Administrator","10.86","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","E1","18370","22124","Administrative Support","9.97","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","E2","15623","18815","Administrative Support","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF2","37916","45090","Logistics Management","9.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF3","47760","57200","Logistics Management","22.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF3 (RFA)","47760","57200","Logistics Management","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF4","67032","77617","Logistics Management","10.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF5","81310","89408","Logistics Management","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF5 (RFA)","81310","89408","Logistics Management","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OR1-3","17515","28940","Logistics Management","11.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OR4","26405","33182","Logistics Management","6.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OR5-6","30013","36929","Logistics Management","9.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OR7-8","33223","43252","Logistics Management","10.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OR9","38600","46753","Logistics Management","13.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","Retired Offr 2","30136","36333","Administrator","0.80","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","Skill Zone 3","18010","22150","General Hand","2.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","Skill Zone 4","22150","24930","General Hand","2.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","C1","35648","44268","Administrator","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","C2","29258","36333","Administrator","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","E1","18370","22124","Administrative Support","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","E2","15623","18815","Administrative Support","2.62","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OF2","37916","45090","Capability Management & Force Generation","6.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OF3","47760","57200","Capability Management & Force Generation","12.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OF4","67032","77617","Senior Staff Outer Office","7.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OF5","81310","89408","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OR1-3","17515","28940","Capability Management & Force Generation","187.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OR4","26405","33182","Capability Management & Force Generation","47.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OR5-6","30013","36929","Capability Management & Force Generation","42.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OR7-8","33223","43252","Capability Management & Force Generation","26.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1618032","OR9","38600","46753","Capability Management & Force Generation","4.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1444905","B2","47942","59535","Office Manager","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1444905","C1","35648","44268","Administrator","4.00","Policy"
