Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Air Command,VT LAND (WHITEFLEET MANAGEMENT) LTD,631748,28660.18
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Air Command,VT LAND (WHITEFLEET MANAGEMENT) LTD,632400,18697.53
Ministry of Defence,Ministry of Defence,04/05/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,628032,28605.27
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Central TLB,VT LAND (WHITEFLEET MANAGEMENT) LTD,632400,1318.92
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Central TLB,VT LAND (WHITEFLEET MANAGEMENT) LTD,631748,599.81
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Command Joint Operations,INTERSERVE (DEFENCE) LTD,630474,44.82
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Command Joint Operations,NEW PIG LTD,629706,2249.33
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Command Joint Operations,VT LAND (WHITEFLEET MANAGEMENT) LTD,632400,2042.08
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,628519,82656.82
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,AGH SOFTWARE SOLUTIONS LIMITED,630101,150282.50
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,ATLANTIC INERTIAL SYSTEMS  LIMITED,628549,66450.00
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,B M T DEFENCE SERVICES LTD,629264,41146.61
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,630161,23519.41
Ministry of Defence,Ministry of Defence,04/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,628051,10999.00
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,BURDENS LIMITED,631109,38700.00
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,628637,79516.87
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,629375,60709.50
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,630283,53243.93
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,628659,36150.23
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,DAF TRUCKS N.V.,630291,26594.25
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,629398,27759.49
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),628678,6845.73
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),630300,3897.60
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,631173,10634434.77
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,FLUID TRANSFER INTERNATIONAL  LIMITED,630391,94798.15
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,G3 SYSTEMS LIMITED,629492,4640.63
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,GE AVIATION SYSTEMS LIMITED,631251,115863.60
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,GE AVIATION SYSTEMS LIMITED,630408,509.98
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,GOVERNMENT COMMUNICATIONS H Q,2E+11,832.00
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,630430,7973.00
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,629527,2509.20
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,HAROLD L. SMITH (TRANSMISSIONS) LTD,631273,78481.95
Ministry of Defence,Ministry of Defence,04/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,HEMPEL UK LTD.,628223,6799.00
Ministry of Defence,Ministry of Defence,04/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,HIGGINS & HEWINS LIMITED,628225,75244.95
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,HIGGINS & HEWINS LIMITED,629545,67427.87
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,ITW LIMITED,630479,13718.52
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,JRA AEROSPACE LTD,632059,44270.24
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,LOCKHEED MARTIN UK INTEGRATED SYSTEMS AND SOLUTIONS LIMITED,630518,28200.00
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,MSI-DEFENCE SYSTEMS LTD,629693,25054.24
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,NEW PIG LTD,629706,137.85
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,NORTHERN DIVER (INTERNATIONAL) LTD,629752,1195.00
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,629028,41755.00
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,629828,14253.07
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,632249,18203.02
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,629037,7012.69
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,630828,28233.54
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,ROYSTON LTD,631582,1197.70
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,SELEX GALILEO LTD,629076,16389.93
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,SELEX GALILEO LTD,630854,6687.00
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,631618,7135.83
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,SOARING (OXFORD) LTD,632301,93851.34
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,STELLA-META  LIMITED,631674,18387.29
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,SYSTEMS ENGINEERING & ASSESSMENT LTD,631683,9007.94
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,TERBERG DTS (UK) LIMITED,631697,57817.00
Ministry of Defence,Ministry of Defence,04/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,THALES AVIONICS LIMITED,628453,9460.23
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,THALES UK LIMITED,630934,6947.03
Ministry of Defence,Ministry of Defence,04/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,628473,33160.27
Ministry of Defence,Ministry of Defence,05/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,VT AEROSPACE LIMITED,629183,834099.44
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,VT LAND (WHITEFLEET MANAGEMENT) LTD,631748,13118.04
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,VT LAND (WHITEFLEET MANAGEMENT) LTD,632400,8158.92
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Estates,CANON (UK) LIMITED,631113,238.52
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Estates,CANON (UK) LIMITED,630236,67.93
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Defence Estates,INTERSERVE (DEFENCE) LTD,630474,82.17
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,632382,106542.59
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Defence Estates,VT LAND (WHITEFLEET MANAGEMENT) LTD,632400,6780.78
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Estates,VT LAND (WHITEFLEET MANAGEMENT) LTD,631748,3547.88
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,630236,386.82
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Land Forces,NEW PIG LTD,629706,20827.30
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Land Forces,SERCO LIMITED,631618,156815.09
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Land Forces,TURNER FACILITIES MANAGEMENT LTD,632382,21804.92
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Land Forces,TURNER FACILITIES MANAGEMENT LTD,630002,9295.50
Ministry of Defence,Ministry of Defence,07/05/2010,Design services and minor equipment purchases,Land Forces,TURNER FACILITIES MANAGEMENT LTD,630972,9295.50
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Land Forces,VT LAND (WHITEFLEET MANAGEMENT) LTD,631748,66412.41
Ministry of Defence,Ministry of Defence,11/05/2010,Design services and minor equipment purchases,Land Forces,VT LAND (WHITEFLEET MANAGEMENT) LTD,632400,57180.66
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,629398,204.81
Ministry of Defence,Defence Support Group,05/05/2010,Direct Materials,Business Stream 1,THE ACCOUNTING OFFIC,000000423113,24302.25
Ministry of Defence,Defence Support Group,05/05/2010,Direct Materials,Business Stream 1,THE ACCOUNTING OFFIC,000000423113,3498.83
Ministry of Defence,Defence Support Group,05/05/2010,Direct Materials,Jordan,IMER-REMAN LTD,000000423826,24800.00
Ministry of Defence,Defence Support Group,05/05/2010,Direct Materials,Jordan,IMER-REMAN LTD,000000423826,9600.00
Ministry of Defence,Defence Science and Technology Laboratory,07/05/2010,Energy & Utility,Infrastructure,TOTAL GAS & POWER,V - 9000122670 - 00080244,115654.41
Ministry of Defence,Defence Science and Technology Laboratory,07/05/2010,Energy & Utility,Infrastructure,TOTAL GAS & POWER,V - 9000122670 - 00080464,-115654.41
Ministry of Defence,Defence Support Group,06/05/2010,Equipment Support-Other,Large Aircraft,Specialist Computer Centres,10113354,34943.25
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,631794,21980.29
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Air Command,ARAMARK LTD,628026,24873.98
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Air Command,ARAMARK LTD,631060,23013.51
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Air Command,CANON (UK) LIMITED,631113,7404.21
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Air Command,CANON (UK) LIMITED,630236,955.41
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Air Command,CARILLION (AMBS) LIMITED,631118,52193.82
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,630279,164.15
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Air Command,COMPASS SERVICES (U.K.) LIMITED,631908,64009.45
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Air Command,INVIRON LTD,630475,33056.99
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Air Command,ISS MEDICLEAN LTD,630477,29571.25
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Air Command,MITIE CLEANING & ENVIRONMENTAL  SERVICES LIMITED,628839,25745.76
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Air Command,MOUCHEL MANAGEMENT CONSULTING LTD,135108,21009.00
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Air Command,SAFESKYS LTD,629870,29104.68
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Air Command,SAFESKYS LTD,631592,26083.50
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Air Command,SERCO LIMITED,628413,158807.66
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Air Command,SERCO LIMITED,630858,100328.52
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Air Command,SODEXO LTD,628426,2413.31
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Air Command,SODEXO LTD,629907,1003.29
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Air Command,SODEXO LTD,629092,413.47
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,630972,798908.68
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,629164,213668.99
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,630002,14107.94
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,632382,469.22
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Air Command,VEOLIA ES (UK) LIMITED,631742,20017.00
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Central TLB,COMPASS CONTRACT SERVICES (U K)LIMITED,630279,352.62
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Central TLB,ISS MEDICLEAN LTD,629570,27636.15
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Central TLB,SODEXO LTD,629907,7589.52
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Central TLB,SODEXO LTD,628426,3169.20
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Central TLB,SODEXO LTD,629092,13.69
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Command Joint Operations,INTERSERVE (DEFENCE) LTD,630474,25854.68
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Command Joint Operations,SERCO LIMITED,632289,127.89
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Command Joint Operations,VEOLIA ES (UK) LIMITED,630040,197589.18
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,628655,11608.16
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Defence Equipment & Support,REMONDIS GMBH & CO KG,5000034596,2070.77
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Equipment & Support,SERCO LIMITED,632289,1559.71
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Defence Equipment & Support,SODEXO LTD,628426,27557.04
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Equipment & Support,SODEXO LTD,629907,13145.06
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Defence Equipment & Support,SODEXO LTD,630874,552.26
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Defence Equipment & Support,SODEXO LTD,629092,38.50
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Defence Equipment & Support,VEOLIA ES (UK) LIMITED,631742,541.36
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Equipment & Support,VEOLIA ES (UK) LIMITED,630040,480.00
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Defence Estates,ARAMARK LTD,628026,693.93
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,631811,827.03
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Estates,BABCOCK DYNCORP LIMITED,631822,5179176.00
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Defence Estates,BABCOCK DYNCORP LIMITED,630155,1133035.00
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Defence Estates,BALFOUR BEATTY GROUP LIMITED,628584,138565.93
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Defence Estates,COMPASS CONTRACT SERVICES (U K)LIMITED,630279,17.46
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Estates,DEBUT SERVICES (SOUTH WEST)LIMITED,629395,23587.56
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Estates,DEBUT SERVICES LIMITED,629396,153474.32
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Defence Estates,EMCOR FACILITIES SERVICES LTD,631221,81091.13
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Defence Estates,INTERSERVE (DEFENCE) LTD,5000034385,915760.62
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Defence Estates,INTERSERVE (DEFENCE) LTD,630474,318674.72
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Defence Estates,LANDMARC SUPPORT SERVICES LIMITED,630502,81383.14
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,628843,1057468.44
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,629667,385263.60
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,629668,333891.39
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,632112,134264.21
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,632113,119760.86
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Estates,PRIDE (SERP) LTD,632238,712224.00
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Estates,PRIDE (SERP) LTD,629820,156793.00
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Estates,SERCO LIMITED,632289,566157.42
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Defence Estates,SODEXO LTD,628426,6791.76
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Defence Estates,SODEXO LTD,629092,553.86
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Estates,SODEXO LTD,629907,263.60
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Estates,TPS CONSULT LTD,632373,20295.00
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,629163,3751522.00
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,632381,509121.82
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,630971,494761.08
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,630002,108473.96
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,628472,88739.31
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,630972,59159.54
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Land Forces,ARAMARK LTD,631805,374407.00
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Land Forces,CANON (UK) LIMITED,631113,3167.11
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Land Forces,CANON (UK) LIMITED,630236,2729.02
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Land Forces,CHUBB SECURITY PERSONNEL LIMITED,630268,59017.34
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,628655,26628.74
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,630279,18233.53
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Land Forces,HUMBERSIDE AGGREGATES & EXCAVATIONS LIMITED,629560,125668.31
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Land Forces,ISS MEDICLEAN LTD,629570,128767.33
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Land Forces,LANKES ENTSORGUNG UND UMWELTSERVICE GMBH,5000034649,42690.45
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Land Forces,MITIE CATERING SERVICES LTD,629662,47956.67
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Land Forces,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,632112,1375.39
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Land Forces,REMONDIS GMBH & CO KG,5000034596,30333.15
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Land Forces,SAFESKYS LTD,631592,4608.58
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Land Forces,SODEXO LTD,628426,707337.51
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Land Forces,SODEXO LTD,629907,497481.31
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Land Forces,SODEXO LTD,629092,77649.76
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Land Forces,SODEXO LTD,630874,31910.71
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Land Forces,SODEXO LTD,632304,-267.54
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Land Forces,VEOLIA ES (UK) LIMITED,630040,510.50
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Land Forces,VEOLIA UMWELTSERVICE NORD-WEST  GMBH,5000034537,36886.18
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Navy Command,CANON (UK) LIMITED,631113,605.76
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Navy Command,CAPITA SYMONDS LTD,628630,36712.00
Ministry of Defence,Ministry of Defence,05/05/2010,Estate management,Navy Command,COMPASS CONTRACT SERVICES (U K)LIMITED,628655,735.07
Ministry of Defence,Ministry of Defence,04/05/2010,Estate management,Navy Command,SODEXO LTD,628426,209080.26
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Navy Command,SODEXO LTD,629907,4641.17
Ministry of Defence,Ministry of Defence,10/05/2010,Estate management,Navy Command,VEOLIA ES (UK) LIMITED,631742,948.00
Ministry of Defence,Ministry of Defence,05/05/2010,Externally delivered education and training.,Air Command,ACCIDON'T LIMITED,628514,1200.00
Ministry of Defence,Ministry of Defence,11/05/2010,Externally delivered education and training.,Air Command,ATOS ORIGIN IT SERVICES UK LIMITED,631815,29713.00
Ministry of Defence,Ministry of Defence,06/05/2010,Externally delivered education and training.,Air Command,SANDY ARTHUR TRAINING SERVICES LIMITED,29093,5520.00
Ministry of Defence,Ministry of Defence,07/05/2010,Externally delivered education and training.,Air Command,THE BRITISH SCHOOL OF MOTORING LIMITED,630937,6461.00
Ministry of Defence,Ministry of Defence,11/05/2010,Externally delivered education and training.,Air Command,VT LAND LIMITED,632401,987917.75
