ABS Technical UK Ltd,10/07/2009,541.90,Facilities,Building Management,Non Comp Equip  Main,
Accor Corporate Services,19/03/2010,"17,361.29",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,16/02/2010,"16,802.42",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,15/01/2010,"16,372.77",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,04/01/2010,"16,050.87",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,13/05/2009,"15,697.46",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,13/11/2009,"15,579.52",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,17/06/2009,"15,510.46",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,20/07/2009,"15,231.79",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,20/10/2009,"15,220.27",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,09/04/2009,"15,173.75",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,17/09/2009,"14,674.19",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,13/08/2009,"14,363.67",Personnel Related,Unclassified,Childcare Vouchers I,
Accor Corporate Services,19/03/2010,"1,041.68",Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,16/02/2010,"1,008.15",Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,15/01/2010,982.37,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,04/01/2010,963.05,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,13/05/2009,941.85,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,13/11/2009,934.77,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,17/06/2009,930.63,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,20/07/2009,913.91,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,20/10/2009,913.22,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,09/04/2009,910.42,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,17/09/2009,880.45,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,13/08/2009,861.82,Social Care,Child Social Care,Employee Childcare V,
Accor Corporate Services,13/08/2009,-567.00,Personnel Related,Unclassified,Childcare Vouchers I,
Acuity ETS Ltd,13/07/2009,"1,000.00",Professional Services - Other,Learning & Development Services,Non specialised trai,
Adfero Ltd,11/05/2009,"2,550.00",Marketing & Media,Marketing,New Media on-line Mt,
Adfero Ltd,04/08/2009,"2,550.00",Marketing & Media,Marketing,Online Keywords,
Adfero Ltd,05/11/2009,"2,550.00",Marketing & Media,Marketing,Online Organic SEO,
Adfero Ltd,19/02/2010,"2,550.00",Marketing & Media,Marketing,S&M Prepayments,
Adfero Ltd,23/10/2009,"1,800.00",Marketing & Media,Marketing,New Media on-line Mt,
Adrian Lovegrove,23/03/2010,"1,250.00",Professional Services - Temporary Staff,Specialist Contractors,Temp Staff (Non Tate,
Advance Media Information Ltd,07/05/2009,"3,069.00",Unclassified,Unclassified,Corporate Subs,
Advanced Resource Managers Limited,09/07/2009,"5,343.00",Professional Services - Other,Learning & Development Services,Non specialised trai,
Advanced Resource Managers Limited,20/10/2009,"1,950.00",Professional Services - Other,Learning & Development Services,Non specialised trai,
Advanced Resource Managers Limited,27/10/2009,"1,338.00",Professional Services - Other,Learning & Development Services,Non specialised trai,
Advanced Resource Managers Limited,20/10/2009,650.00,Professional Services - Other,Learning & Development Services,Non specialised trai,
Advanced Resource Managers Limited,02/03/2010,650.00,Professional Services - Other,Learning & Development Services,Non specialised trai,
Advanced Resource Managers Limited,02/03/2010,650.00,Professional Services - Other,Learning & Development Services,Non specialised trai,
Agfa Graphics,26/01/2010,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,25/02/2010,650.01,Unclassified,Unclassified,Prepayments Print,
Agfa Graphics,06/04/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,27/04/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,27/05/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,24/06/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,29/07/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,25/08/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,25/09/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,27/10/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,24/11/2009,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa Graphics,12/01/2010,650.01,Facilities,Building Management,Non Comp Equip  Main,
Agfa-Gevaert Materials,01/06/2009,"9,055.20",Unclassified,Unclassified,Other Op Supp & Ser,
Agfa-Gevaert Materials,08/09/2009,"3,622.08",Unclassified,Unclassified,Other Op Supp & Ser,
Agfa-Gevaert Materials,22/03/2010,"1,174.80",Unclassified,Unclassified,Other Op Supp & Ser,
AGI,28/05/2009,"13,500.00",Marketing & Media,Marketing,Sponsorship,
AGI,30/03/2010,"4,695.00",Unclassified,Unclassified,Corporate Subs,
AGI,14/01/2010,"3,000.00",Marketing & Media,Marketing,Sponsorship,
AGI,07/10/2009,"2,500.00",Marketing & Media,Marketing,Sponsorship,
AGI,25/03/2010,550.00,Marketing & Media,Marketing,Sponsorship,
AGI,26/01/2010,550.00,ICT,Managed / Outsourced Services,Offsite Hosting,
Ainsworth Hurst Ltd t/a HDAK,20/05/2009,"5,250.00",Facilities,Accommodation Services,Prepaid rents,
Ainsworth Hurst Ltd t/a HDAK,19/08/2009,"5,250.00",Facilities,Accommodation Services,Prepaid rents,
Ainsworth Hurst Ltd t/a HDAK,08/12/2009,"5,250.00",Facilities,Accommodation Services,Rents,
Ainsworth Hurst Ltd t/a HDAK,25/02/2010,"5,250.00",Facilities,Accommodation Services,Prepaid rents,
Ainsworth Hurst Ltd t/a HDAK,30/11/2009,"4,863.97",Facilities,Accommodation Services,Landlord Ser Chge,
Alan Brindle Photography,19/06/2009,"1,125.00",Marketing & Media,Marketing,Exhibitions & Events,
Alchemy Worx,01/06/2009,"3,885.00",Marketing & Media,Marketing,Market Research,
Alchemy Worx,24/07/2009,"1,645.00",Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,03/11/2009,"1,645.00",Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,17/06/2009,"1,173.00",Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,17/06/2009,"1,173.00",Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,12/10/2009,"1,173.00",Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,15/07/2009,"1,150.00",Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,17/06/2009,"1,125.00",Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,10/08/2009,"1,023.00",Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,17/06/2009,675.00,Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,06/10/2009,550.00,Marketing & Media,Marketing,New Media on-line Mt,
Alchemy Worx,06/10/2009,525.00,Marketing & Media,Marketing,New Media on-line Mt,
Amey Community Ltd,17/04/2009,"45,198.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,17/04/2009,"27,736.00",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,09/06/2009,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,24/06/2009,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,14/07/2009,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,21/08/2009,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,15/09/2009,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,26/10/2009,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,19/11/2009,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,16/12/2009,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,28/01/2010,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,19/02/2010,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,18/03/2010,"25,223.05",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,16/07/2009,"20,750.00",Facilities,Accommodation Services,Estates professional,
Amey Community Ltd,09/06/2009,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,24/06/2009,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,14/07/2009,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,21/08/2009,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,15/09/2009,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,26/10/2009,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,16/12/2009,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/01/2010,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/02/2010,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,18/03/2010,"18,920.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/11/2009,"18,902.88",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,24/06/2009,"12,728.43",Facilities,Accommodation Services,Estates professional,
Amey Community Ltd,18/06/2009,"12,027.85",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,07/01/2010,"11,794.83",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/06/2009,"11,224.54",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,24/06/2009,"11,224.54",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,14/07/2009,"11,224.54",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,10/07/2009,"10,572.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,25/02/2010,"10,266.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,17/04/2009,"9,842.58",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,21/08/2009,"7,337.46",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,15/09/2009,"7,337.46",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,26/10/2009,"7,337.46",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/11/2009,"7,337.46",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,16/12/2009,"7,337.46",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/01/2010,"7,337.46",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/02/2010,"7,337.46",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,18/03/2010,"7,337.46",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,07/01/2010,"7,253.72",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,29/07/2009,"7,157.11",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,15/03/2010,"6,576.90",Facilities,Cleaning,Cleaning/Laundry,
Amey Community Ltd,15/03/2010,"6,223.12",Facilities,Building Management,Project Related Main,
Amey Community Ltd,09/06/2009,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,24/06/2009,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,14/07/2009,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,21/08/2009,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,15/09/2009,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,26/10/2009,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,19/11/2009,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,16/12/2009,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,28/01/2010,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,19/02/2010,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,18/03/2010,"6,136.50",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,25/02/2010,"6,023.48",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/07/2009,"5,950.75",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,17/04/2009,"5,531.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,17/04/2009,"5,446.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,31/03/2010,"5,241.48",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/09/2009,"5,152.73",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,04/12/2009,"4,892.80",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,31/03/2010,"4,797.86",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/09/2009,"4,694.22",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/06/2009,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,24/06/2009,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,14/07/2009,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,21/08/2009,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,15/09/2009,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,26/10/2009,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,16/12/2009,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,28/01/2010,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,19/02/2010,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,18/03/2010,"4,520.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,19/11/2009,"4,510.56",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/11/2009,"4,501.20",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,16/07/2009,"4,447.99",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,08/10/2009,"4,294.30",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/06/2009,"4,181.25",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,24/06/2009,"4,181.25",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,14/07/2009,"4,181.25",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,09/06/2009,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,24/06/2009,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,14/07/2009,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,21/08/2009,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,15/09/2009,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,26/10/2009,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,19/11/2009,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,16/12/2009,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,28/01/2010,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,19/02/2010,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,18/03/2010,"4,143.46",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,09/11/2009,"4,112.98",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/06/2009,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,24/06/2009,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,14/07/2009,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,21/08/2009,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,15/09/2009,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,26/10/2009,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/11/2009,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,16/12/2009,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/01/2010,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/02/2010,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,18/03/2010,"4,098.17",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/05/2009,"4,037.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,18/06/2009,"4,037.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,18/06/2009,"4,037.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,14/07/2009,"4,037.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/08/2009,"4,037.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,08/10/2009,"4,037.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,26/10/2009,"4,037.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/11/2009,"4,037.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,17/12/2009,"4,037.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/01/2010,"4,037.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,25/02/2010,"4,037.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,18/03/2010,"4,037.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/06/2009,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,24/06/2009,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,14/07/2009,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,21/08/2009,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,15/09/2009,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov
Amey Community Ltd,26/10/2009,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov
Amey Community Ltd,19/11/2009,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov
Amey Community Ltd,16/12/2009,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov
Amey Community Ltd,28/01/2010,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov
Amey Community Ltd,19/02/2010,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov
Amey Community Ltd,18/03/2010,"3,864.00",Personnel Related,Staff Medical Care,Empl Services Prov
Amey Community Ltd,11/08/2009,"3,563.40",Facilities,Building Management,Reactive Maintenance
Amey Community Ltd,07/01/2010,"3,447.57",Facilities,Building Management,Reactive Maintenance
Amey Community Ltd,08/12/2009,"3,167.56",Facilities,Building Management,Reactive Maintenance
Amey Community Ltd,19/02/2010,"3,145.00",Facilities,Building Management,Reactive Maintenance
Amey Community Ltd,28/01/2010,"2,954.60",Facilities,Building Management,Reactive Maintenance
Amey Community Ltd,18/06/2009,"2,913.00",Facilities,Building Management,Planned Preventative
Amey Community Ltd,24/06/2009,"2,913.00",Facilities,Building Management,Planned Preventative
Amey Community Ltd,14/07/2009,"2,913.00",Facilities,Building Management,Planned Preventative
Amey Community Ltd,21/08/2009,"2,913.00",Facilities,Building Management,Planned Preventative
Amey Community Ltd,15/09/2009,"2,913.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,26/10/2009,"2,913.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/11/2009,"2,913.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,16/12/2009,"2,913.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/01/2010,"2,913.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,23/02/2010,"2,913.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,18/03/2010,"2,913.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,17/09/2009,"2,640.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,07/01/2010,"2,522.83",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,15/03/2010,"2,488.12",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,12/11/2009,"2,420.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,17/04/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,18/06/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,24/06/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,14/07/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,21/08/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,15/09/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,26/10/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,19/11/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,16/12/2009,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,28/01/2010,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,23/02/2010,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,18/03/2010,"2,244.42",Personnel Related,Staff Medical Care,Empl Services Prov,
Amey Community Ltd,12/11/2009,"2,135.00",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,17/04/2009,"2,046.00",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,17/04/2009,"2,017.00",Facilities,Cleaning,Disposals,
Amey Community Ltd,09/06/2009,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,24/06/2009,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,14/07/2009,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,15/09/2009,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,26/10/2009,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/11/2009,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,16/12/2009,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/01/2010,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/02/2010,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,18/03/2010,"1,999.69",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,15/09/2009,"1,989.42",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,26/10/2009,"1,989.42",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,16/12/2009,"1,989.42",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,28/01/2010,"1,989.42",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/02/2010,"1,989.42",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,18/03/2010,"1,989.42",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,21/08/2009,"1,986.42",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,19/11/2009,"1,986.42",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,21/08/2009,"1,970.50",Facilities,Building Management,Planned Preventative,
Amey Community Ltd,17/04/2009,"1,912.60",Facilities,Building Management,Reactive Maintenance,
Amey Community Ltd,09/06/2009,"1,846.68",Facilities,Cleaning,Disposals,
Amey Community Ltd,24/06/2009,"1,846.68",Facilities,Cleaning,Disposals,
