Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1050713,16.01,  - Standard Desktop Plus Services,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1050713,50.00,  - Standard Desktop Plus Services,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Grants - Current - Other,Business & Skills Group - Economic Development Directorate,LINCOLNSHIRE COUNTY COUNCIL,1050717,14302.45,  - Grants - Current - Other,LN5 7JH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1050731,12.42,  - Standard Desktop Plus Services,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/04/2012,Administration of Grants and Awards,Business & Skills Group - RDA Transition and Closures,BURNLEY WILSON FISH,1051034,5000.00,  - Administration of Grants and Awards,LS3 1JY,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2012,Car Hire and Leasing,Shareholder Executive - Shareholder Executive,INCHCAPE FLEET SOLUTIONS LTD,1051126,215.93,  - Car Hire and Leasing,PO6 4RP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Grants - Current - Other,Business & Skills Group - Enterprise Directorate,DOUGLAS RICHARD LTD,1051148,65000.00,  - Grants - Current - Other,CB2 7EQ,SME,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Grants - Current - Other,Business & Skills Group - Enterprise Directorate,DOUGLAS RICHARD LTD,1051148,141250.00,  - Grants - Current - Other,CB2 7EQ,SME,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Payroll Services,"Legal, People & Communications Group - Human Resources",LOGICA UK LTD,1051154,6079.36,  - Payroll Services,CF31 9AP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Outsourced Programme Management Services,Business & Skills Group - Advanced Manufacturing Services,INSTITUTE OF MATERIALS MINERALS & MINING,1051181,50000.00,  - Outsourced Programme Management Services,ST4 2DR,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Mobile Phones,Business & Skills Group - Advanced Manufacturing Services,VODAFONE LTD,1051189,30.72,  - Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Mobile Phones,Business & Skills Group - Advanced Manufacturing Services,VODAFONE LTD,1051191,9.96,  - Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/04/2012,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,ECORYS UK LTD,1051193,5567.10,  - Outsourced Programme Management Services,B1 2RA,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1051206,8867.40,  - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1051282,450.45,  - ICT Business Specific Application Services,SW19 3RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051324,2.35,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051326,2.40,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051328,2.48,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051330,2.40,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051332,2.40,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051334,2.40,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051335,2.40,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051336,2.72,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051337,2.40,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051338,2.40,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1051339,5.35,  - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Publications (Programme),ESBR - Analysis Directorate,DSI DATA SERVICE & INFORMATION GMBH,1051342,236.18,  - Publications (Programme),D-47476,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Programme and Projects Service,Business & Skills Group - RDA Transition and Closures,FUJITSU SERVICES LTD,1051372,14094.00,  - Programme and Projects Service,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Leadership & People Management Training,Business & Skills Group - RDA Transition and Closures,LANCE EDYNBRY,1051376,1025.00,  - Leadership & People Management Training,PO19 6PL,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Grant in Aid - Current -Other,Market Frameworks - Labour Market,ACAS,1051405,3700000.00,  - Grant in Aid - Current -Other,NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Rail Fares,Business & Skills Group - Skills,JONES YARRELL LEADENHALL,1051421,118.30,  - Rail Fares,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2012,Research & Development Expenditure (Programme),Knowledge & Innovation Group - Government Office for Science,ERIK THEISSEN,1051510,450.00,  - Research & Development Expenditure (Programme),53229,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Others UK Travel & Subsistence (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051535,10.88,  - Others UK Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Others UK Travel & Subsistence (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051536,18.48,  - Others UK Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Others UK Travel & Subsistence (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051537,45.94,  - Others UK Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051538,3907.41,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051539,188.87,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051540,4417.55,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051541,30.10,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051541,30.00,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051542,100.18,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051543,3005.14,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051544,829.25,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051545,6.31,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051546,7.63,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051547,18.56,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051549,27.44,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051550,178.76,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051551,52.27,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051552,183.13,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051553,183.13,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051554,193.33,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051555,295.17,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051556,446.41,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051557,447.00,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051559,467.32,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051560,467.32,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051561,467.32,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051562,467.32,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051563,467.32,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051564,467.32,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051565,467.32,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051566,467.33,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051567,496.69,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Others UK Travel & Subsistence (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051568,646.44,  - Others UK Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051569,16.09,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051570,202.34,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051571,322.53,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051572,322.53,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051573,411.25,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051574,158.97,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051575,744.98,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051576,510.83,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051577,712.94,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051578,733.91,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051578,40.00,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051579,253.68,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051580,336.90,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051581,482.30,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051582,612.34,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051583,1066.85,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1051584,1720.22,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
