"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111801","E1","18370","22124","Administrative Support","2","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111801","E1","18370","22124","Personal Secretary","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","E1","18370","22124","Administrative Support","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","E1","18370","22124","Personal Secretary","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","E1","18370","22124","Administrative Support","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","E1","18370","22124","Personal Secretary","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111801","E2","15623","18815","Administrative Support","2","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OF2","37916","45090","Security","8","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF2","37916","45090","Knowledge Information Management Support Officer","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OF3","47760","57200","Security","9","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","OF3","47760","57200","Security","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF3","47760","57200","Knowledge Information Management Support Officer","4","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF3","47760","57200","Policy Adviser","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OF3","47760","57200","Operations Support Officer","6","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OF4","67032","77617","Security","2","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","OF4","67032","77617","Not In Post","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF4","67032","77617","Knowledge Information Management Support Officer","3","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OF4","67032","77617","Operations Support Officer","6","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF5","81310","89408","Knowledge Information Management Manager","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF5","81310","89408","Policy Adviser","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OF5","81310","89408","Operations Support Officer","2","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR1-3","17515","28940","Security","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR4","26405","33182","Security","4","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR5-6","30013","36929","Security","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OR5-6","30013","36929","Operations Support Officer","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR7-8","33223","43252","Not In Post","2","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR7-8","33223","43252","Security","6","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OR7-8","33223","43252","Operations Support Officer","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR9","38600","46753","Security","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OR9","38600","46753","Operations Support Officer","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139073","C1","35648","44268","Business Manager","1","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139073","D","23427","29092","Executive Assistant","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","B1","56436","72185","Legal Adviser","3","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","B1","56436","72185","Legal Adviser","1","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","OF4","67032","77617","Legal Adviser","1","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","D","23427","29092","Legal Support Officer","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","E1","18370","22124","Legal Support Officer","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","OF5","81310","89408","Legal Adviser","1","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139083","B1","56436","72185","Legal Adviser","3","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139083","E1","18370","22124","Legal Support Officer","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","B1","56436","72185","Legal Adviser","8","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","B2","47942","59535","Legal Adviser","22","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","C1","35648","44268","Legal Adviser","4","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","C2","29258","36333","Legal Adviser","4","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","D","23427","29092","Legal Support Officer","2","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","E1","18370","22124","Legal Support Officer","6","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139085","B1","56436","72185","Legal Adviser","10","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139085","B2","47942","59535","Legal Adviser","2","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139085","E1","18370","22124","Legal Support Officer","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139085","OF4","67032","77617","Legal Adviser","1","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139086","B1","56436","72185","Legal Adviser","4","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139086","B2","47942","59535","Legal Adviser","1","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139073","D","23427","29092","Legal Support Officer","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139073","E2","15623","18815","Legal Support Officer","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","C2","29258","36333","Business Manager","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0000057","Pat Off2","65427","77736","Legal Adviser","10","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0000057","Pat Off1","69409","83714","Legal Adviser","2","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0000057","Pat Off3A","40151","59535","Legal Adviser","4","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0000057","Pat Off3b","29258","43188","Legal Adviser","1","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0000057","D","23427","29092","Legal Support Officer","2","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0000057","E1","18370","22124","Legal Support Officer","6","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0000057","C2","29258","36333","Legal Support Officer","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0000057","C1","35648","44268","Legal Support Officer","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","142073","B1","56436","72185","Policy Adviser","1","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","142662","B1","56436","72185","Policy Adviser","1","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","142856","B1","56436","72185","Policy Adviser","1","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","1561030","B1","56436","72185","Policy Adviser","1","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","1121412","B1","56436","72185","Policy Adviser","2","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","189101","B1","56436","72185","Policy Adviser","2","Policy"
