Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,19/09/2012,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11048,Monthly GPC payment,"7,567,037.71"
Ministry of Defence,Ministry of Defence,03/09/2012,Estate management,Defence Infrastructure Organisation ,AMBER MERCHANTS LIMITED,BT11 9DT,36443,Estate + facilities management services - accommodation inventory + service,"25,779.87"
Ministry of Defence,Ministry of Defence,07/09/2012,Rent and rates,Central TLB,GRAHAM ASSET MANAGEMENT LIMITED,BT3 9ED,36503,Rent buildings - non civil estate property and married quarter property,998.36
Ministry of Defence,Ministry of Defence,10/09/2012,Payment of utilities,Defence Infrastructure Organisation ,DEPARTMENT FOR REGIONAL DEVELOPMENT,BT1 9DJ,36517,Utilities consumed - water + sewage,"61,037.86"
Ministry of Defence,Ministry of Defence,10/09/2012,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,DEPARTMENT FOR REGIONAL DEVELOPMENT,BT1 9DJ,36517,Works in aid of disposal,"1,208.69"
Ministry of Defence,Ministry of Defence,11/09/2012,Spend on Inventory - General,Defence Equipment & Support,EGLINTON (TIMBER PRODUCTS)  LIMITED,BT47 3PY,36529,Spend on Inventory - General,"39,442.56"
Ministry of Defence,Ministry of Defence,11/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,EGLINTON (TIMBER PRODUCTS)  LIMITED,BT47 3PY,36529,Equipment support non-project costs,"7,180.80"
Ministry of Defence,Ministry of Defence,12/09/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,HENRY BROTHERS (MAGHERAFELT)LIMITED,BT45 6HJ,36541,Fiscal asset under construction - capital in year addition,"559,965.64"
Ministry of Defence,Ministry of Defence,13/09/2012,Payment of utilities,Defence Infrastructure Organisation ,PHOENIX NATURAL GAS LTD,BT3 9ED,36561,Utilities consumed - gas,"60,414.25"
Ministry of Defence,Ministry of Defence,13/09/2012,Estate management,Defence Infrastructure Organisation ,RESOURCE (NI) LIMITED,BT3 9JQ,36562,Estate + facilities management services - accommodation inventory + service,"23,126.48"
Ministry of Defence,Ministry of Defence,14/09/2012,Rent and rates,Defence Infrastructure Organisation ,BELFAST INTERNATIONAL AIRPORT LIMITED,BT29 4AB,36567,Rent land - non civil estate property + married quarter property,"22,011.00"
Ministry of Defence,Ministry of Defence,24/09/2012,Payment of utilities,Defence Infrastructure Organisation ,DEPARTMENT FOR REGIONAL DEVELOPMENT,BT1 9DJ,36648,Utilities consumed - water + sewage,"31,231.91"
Ministry of Defence,Ministry of Defence,24/09/2012,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,DEPARTMENT FOR REGIONAL DEVELOPMENT,BT1 9DJ,36648,Works in aid of disposal,"5,064.74"
Ministry of Defence,Ministry of Defence,24/09/2012,Design services and minor equipment purchases,Navy Command,HAWK PROTECTION LTD,BT75 0NE,36652,Equipment support non-project costs,"45,900.00"
Ministry of Defence,Ministry of Defence,26/09/2012,Payment of utilities,Defence Infrastructure Organisation ,DCC ENERGY LTD,BT3 9ED,36680,Utilities consumed - heating oil,"27,860.12"
Ministry of Defence,Council of Reserve Forces and Cadets Associations,02/09/2012,Purchase of buildings and military equipment ,Capital Expenditure,JOHN MARTIN-HOYES LTD,,36799,Assets in the Course of Construction,"41,488.22"
Ministry of Defence,Council of Reserve Forces and Cadets Associations,30/09/2012,Purchase of buildings and military equipment ,Capital Expenditure,JOHN MARTIN-HOYES LTD,,41129,Assets in the Course of Construction,"120,026.50"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,100209,Consumption of medical dental and veterinary inventory,"21,559.67"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,100209,Consumption of medical dental and veterinary inventory,"7,810.29"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,100209,Consumption of medical dental and veterinary inventory,"2,567.02"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,100209,Consumption of medical dental and veterinary inventory,"1,537.94"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,100209,Consumption of medical dental and veterinary inventory,"1,155.17"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,100209,Cost of other material consumed,359.86
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,ACCLIMATISE LIMITED,ST4 4TN,100213,Spend on Inventory - General,"6,893.30"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,ACTIVE ELECTRONICS PLC,HP13 6ET,100215,Spend on Inventory - General,"43,176.00"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,AEBI SCHMIDT UK LIMITED,PE2 6GP,100216,Equipment support non-project costs,"29,659.51"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,AIRBORNE SYSTEMS LTD,CF32 8PL,100221,Post design services which are not capitalised,"17,690.07"
Ministry of Defence,Ministry of Defence,21/09/2012,Rent and rates,Defence Infrastructure Organisation ,ANNINGTON RECEIVABLES LTD,W1U 1DR,100232,Rent UK married quarters - operating lease payments,"39,614,015.25"
Ministry of Defence,Ministry of Defence,21/09/2012,Rent and rates,Defence Infrastructure Organisation ,ANNINGTON RECEIVABLES LTD,W1U 1DR,100232,Rent buildings - non civil estate property and married quarter property,"114,565.25"
Ministry of Defence,Ministry of Defence,21/09/2012,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,100233,Estate + facilities management services - accommodation inventory + service,"36,541.50"
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,100233,Cost of clothing and textile services received,62.34
Ministry of Defence,Ministry of Defence,21/09/2012,Estate management,Air Command,ARAMARK LTD,LS16 6QY,100233,Estate + facilities management services - accommodation inventory + service,46.21
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,DT9 4JW,100246,Equipment support non-project costs,"8,923.00"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,100255,Spend on Inventory - General,"61,309.19"
Ministry of Defence,Ministry of Defence,21/09/2012,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,100256,Transport other operating lease,"169,468.57"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,100256,Equipment support non-project costs,"4,235.09"
Ministry of Defence,Ministry of Defence,21/09/2012,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,100256,Transport other operating lease,"1,155.10"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,100256,Equipment support non-project costs,51.75
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,100256,Equipment support non-project costs,15.07
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,100258,Spend on Inventory - General,"81,583.21"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,KA9 2RW,100262,Spend on Inventory - General,"45,024.98"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,100263,Spend on Inventory - General,"4,860.22"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Cost of other material consumed,"16,534.39"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Cost of other material consumed,"12,156.23"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Cost of other material consumed,"4,442.08"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Navy Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Cost of other material consumed,"1,322.20"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Joint Forces Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Cost of other material consumed,"1,126.27"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Central TLB,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Cost of other material consumed,"1,074.26"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Cost of other material consumed,837
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Other materal consumed on exercises,218.43
Ministry of Defence,Ministry of Defence,21/09/2012,"Adminstration, claims, compensation and awards",Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,100271,Cost of claims/compensation and related expenses against MOD,19.81
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,BUTYL PRODUCTS LTD,CM12 0DW,100297,Spend on Inventory - General,"87,287.10"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Central TLB,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,DL1 9HN,100311,Equipment support project costs,"180,238.80"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,DL1 9HN,100311,Equipment support project costs,"1,810.83"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Joint Forces Command,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,DL1 9HN,100311,Equipment support project costs,515.35
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,100313,Spend on Inventory - General,"167,643.48"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,100313,Equipment support non-project costs,"24,796.88"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Joint Forces Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,100313,Spend on Inventory - General,"5,857.87"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,100313,Spend on Inventory - General,"1,534.73"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,100313,Cost of other material consumed,938.18
Ministry of Defence,Ministry of Defence,21/09/2012,Estate management,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,100313,Estate + facilities management services - accommodation inventory + service,773.04
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,100313,Spend on Inventory - General,319.29
Ministry of Defence,Ministry of Defence,21/09/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,100315,Medical health services,"14,264.14"
Ministry of Defence,Ministry of Defence,21/09/2012,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,100315,Fees for professional services excluding legal fees,"6,301.84"
Ministry of Defence,Ministry of Defence,21/09/2012,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,100315,Medical health services,"1,050.28"
Ministry of Defence,Ministry of Defence,21/09/2012,Rent and rates,Defence Infrastructure Organisation ,CHARLES HUBBARD & PARTNERST/A EDMUND KIRBY,L3 9NY,100321,Rent buildings - non civil estate property and married quarter property,"379,419.04"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CHUBB SYSTEMS LIMITED,BH15 1JF,100327,Fiscal asset under construction - capital in year addition,"64,586.66"
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Defence Equipment & Support,COMPASS GROUP PLC,B45 9PZ,100335,Cost of food purchases,"130,143.91"
Ministry of Defence,Ministry of Defence,21/09/2012,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,100341,Utilities consumed - gas,"591,618.98"
Ministry of Defence,Ministry of Defence,21/09/2012,Payment of utilities,Air Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,100341,Utilities consumed - gas,"43,220.05"
Ministry of Defence,Ministry of Defence,21/09/2012,Payment of utilities,Land Forces,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,100341,Utilities consumed - gas,"7,397.28"
Ministry of Defence,Ministry of Defence,21/09/2012,Payment of utilities,Defence Equipment & Support,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,100341,Utilities consumed - gas,"2,327.67"
Ministry of Defence,Ministry of Defence,21/09/2012,Payment of utilities,Central TLB,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,100341,Utilities consumed - gas,255.16
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Air Command,COTSWOLD OUTDOOR LTD,SN16 9SH,100343,Cost of purchasing and repairing clothing,"9,434.10"
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Joint Forces Command,COTSWOLD OUTDOOR LTD,SN16 9SH,100343,Cost of purchasing and repairing clothing,"1,674.77"
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Defence Equipment & Support,COTSWOLD OUTDOOR LTD,SN16 9SH,100343,Cost of purchasing and repairing clothing,375.59
Ministry of Defence,Ministry of Defence,21/09/2012,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,100352,Feasibility studies covering concept/assessment phase costs,"13,000.00"
Ministry of Defence,Ministry of Defence,21/09/2012,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,100354,Property non dwellings private finance initiative - service concession arrangement service charge,"1,769,976.73"
Ministry of Defence,Ministry of Defence,21/09/2012,Property leases,Defence Infrastructure Organisation ,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,100354,Property non dwellings private finance initiative - service concession arrangement service charge,"2,289.14"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,DYTECNA LTD,KT13 0TJ,100384,Equipment support non-project costs,"18,233.19"
Ministry of Defence,Ministry of Defence,21/09/2012,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,100391,Utilities consumed - electricity,"187,781.12"
Ministry of Defence,Ministry of Defence,21/09/2012,Fees for professional services,Land Forces,EDUCATION CONNECTIONS LTD,PO1 3TF,100394,Fees for professional services excluding legal fees,"120,000.00"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,FARSTAD SHIPPING LTD,AB12 4YB,100407,Equipment support non-project costs,"554,614.48"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,100411,Spend on Inventory - General,"9,593.21"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,100411,Spend on Inventory - General,"9,426.19"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Air Command,FORBO FLOORING UK LIMITED,DE5 3NT,100411,Spend on Inventory - General,"8,511.46"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,GBR TECHNOLOGY LIMITED,RG7 8NN,100420,Spend on Inventory - General,"22,429.97"
Ministry of Defence,Ministry of Defence,21/09/2012,Fees for professional services,Land Forces,GROUPM UK LIMITED,WC1X 8RX,100431,Fees for professional services excluding legal fees,"1,414,092.12"
Ministry of Defence,Ministry of Defence,21/09/2012,Medical treatment & stores and welfare services,Joint Forces Command,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,100440,Medical health services,"29,346.50"
Ministry of Defence,Ministry of Defence,21/09/2012,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,100440,Medical health services,"22,348.96"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Joint Forces Command,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,100443,Consumption of medical dental and veterinary inventory,"31,630.54"
Ministry of Defence,Ministry of Defence,21/09/2012,Purchase of inventory and services ,Defence Equipment & Support,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,100443,Consumption of medical dental and veterinary inventory,671.96
Ministry of Defence,Ministry of Defence,21/09/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,100448,Medical health services,"63,725.28"
Ministry of Defence,Ministry of Defence,21/09/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,100448,Fees for professional services excluding legal fees,"26,581.40"
Ministry of Defence,Ministry of Defence,21/09/2012,Fees for professional services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,100448,Fees for professional services excluding legal fees,"7,043.24"
Ministry of Defence,Ministry of Defence,21/09/2012,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,100450,Information technology services,"16,353.84"
Ministry of Defence,Ministry of Defence,21/09/2012,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,100458,Works - estate management,"37,798.92"
Ministry of Defence,Ministry of Defence,21/09/2012,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,100458,Works services - excluding United States forces/NATO + married quarters,"15,683.72"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,JOHNSON CONTROLS LIMITED,,100468,Spend on Inventory - General,"28,959.02"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,JOHNSON CONTROLS LIMITED,,100468,Equipment support project costs,"21,188.09"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Land Forces,JOSEPH GLEAVE & SON LTD,M32 0NB,100469,Spend on Inventory - General,"8,451.11"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,100469,Spend on Inventory - General,"6,645.53"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,JOSEPH GLEAVE & SON LTD,M32 0NB,100469,Spend on Inventory - General,"5,364.53"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Navy Command,JOSEPH GLEAVE & SON LTD,M32 0NB,100469,Spend on Inventory - General,"3,234.38"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Joint Forces Command,JOSEPH GLEAVE & SON LTD,M32 0NB,100469,Spend on Inventory - General,"2,701.31"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,KIDDE GRAVINER LIMITED,SL3 0HB,100472,Equipment support non-project costs,"36,823.44"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,L WHITAKER SERVICES LIMITED,BB1 2QE,100477,Spend on Inventory - General,"17,118.00"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,L WHITAKER SERVICES LIMITED,BB1 2QE,100477,Spend on Inventory - General,"4,523.52"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Navy Command,L WHITAKER SERVICES LIMITED,BB1 2QE,100477,Spend on Inventory - General,"4,449.60"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Land Forces,L WHITAKER SERVICES LIMITED,BB1 2QE,100477,Spend on Inventory - General,"4,277.81"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Air Command,L WHITAKER SERVICES LIMITED,BB1 2QE,100477,Spend on Inventory - General,"1,404.00"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,MINETECH LIMITED,MK18 3DS,100509,Spend on Inventory - General,"120,696.30"
Ministry of Defence,Ministry of Defence,21/09/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,MOBILE MINI UK LTD,TS18 3TX,100512,Freight movement costs,"83,791.45"
Ministry of Defence,Ministry of Defence,21/09/2012,"Transportation of personnel, freight and travel expenses",Land Forces,MOBILE MINI UK LTD,TS18 3TX,100512,Freight movement costs,"6,461.95"
Ministry of Defence,Ministry of Defence,21/09/2012,"Transportation of personnel, freight and travel expenses",Air Command,MOBILE MINI UK LTD,TS18 3TX,100512,Freight movement costs,"2,622.15"
Ministry of Defence,Ministry of Defence,21/09/2012,"Transportation of personnel, freight and travel expenses",Joint Forces Command,MOBILE MINI UK LTD,TS18 3TX,100512,Freight movement costs,677.35
Ministry of Defence,Ministry of Defence,21/09/2012,"Transportation of personnel, freight and travel expenses",Navy Command,MOBILE MINI UK LTD,TS18 3TX,100512,Freight movement costs,525.45
Ministry of Defence,Ministry of Defence,21/09/2012,"Transportation of personnel, freight and travel expenses",Central TLB,MOBILE MINI UK LTD,TS18 3TX,100512,Freight movement costs,29.45
Ministry of Defence,Ministry of Defence,15/08/2012,Medical treatment & stores and welfare services,Joint Forces Command,FALKLAND ISLANDS GOVERNMENT,,100530,Medical health services,"99,916.25"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Defence Equipment & Support,OCEAN SAFETY LTD,SO14 5QF,100581,Equipment support non-project costs,"21,320.10"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,OCEAN SAFETY LTD,SO14 5QF,100581,Spend on Inventory - General,"19,604.88"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Air Command,OCEAN SKY CORPORATE LIMITED,KA9 2PQ,100582,Equipment support non-project costs,"26,552.65"
Ministry of Defence,Ministry of Defence,21/09/2012,"Transportation of personnel, freight and travel expenses",Air Command,OCEAN SKY CORPORATE LIMITED,KA9 2PQ,100582,Aircraft landing fees,"21,825.07"
Ministry of Defence,Ministry of Defence,21/09/2012,IT and communication services,Defence Equipment & Support,ORACLE CORPORATION U K LTD,RG6 1RA,100585,Information technology services,"1,281,727.39"
Ministry of Defence,Ministry of Defence,21/09/2012,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,100619,Research and development at the pre main gate stage of a project,"20,000.00"
Ministry of Defence,Ministry of Defence,21/09/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,100643,Spend on Inventory - General,"151,172.10"
Ministry of Defence,Ministry of Defence,21/09/2012,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,100649,Equipment support project costs,"168,294.54"
Ministry of Defence,Ministry of Defence,21/09/2012,IT and communication services,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,100649,Information technology services,"1,612.20"
Ministry of Defence,Ministry of Defence,21/09/2012,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,G1 3RN,100655,Aviation fuel casual uplift consumed,"340,937.85"
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,100660,Cost of food services,"545,998.56"
Ministry of Defence,Ministry of Defence,21/09/2012,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,100660,Estate + facilities management services - accommodation inventory + service,"347,492.49"
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,100660,Cost of food purchases,"44,155.81"
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,100660,Cost of clothing and textile services received,"32,044.16"
Ministry of Defence,Ministry of Defence,21/09/2012,Food and clothing,Joint Forces Command,SODEXO LTD,M50 0AL,100660,Cost of food services,"12,716.94"
