FREEDOM OF INFORMATION,,
MOD Requests to 25 June 2010,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
02-06-2010-145534-001,30/06/2010,"All hospitality received by Ministry of Defence board members between 1st January 2008 and 31st Dec 2009 including the name of each senior civil servant receiving hospitality, the date it was received, the organization providing it, and the nature of the event (lunch, a theatre show, etc)."
02-06-2010-150455-002,30/06/2010,"How many RAF NCA were on Continuance of Service on the 1st April 2010?  How many of those NCA on Continuance have been given notice to leave the RAF early? If there are any posts still occupied by NCA on continuance to their original end date, which are they?"
03-06-2010-111042-001,01/07/2010,"Enquiry concerning ongoing annual reviews within the Army, and more specifically the TA and Army Cadet Force's.  Is there a structure in place for an annual performance review of commissioned officers within the ACF?"
03-06-2010-111927-002,29/06/2010,Any  record of the supply of asbestos related products to Faslane Naval Base between 1955 and 1967 by any of the following companies by various specified companies.
03-06-2010-120442-002,30/06/2010,Seven questions relating to the Arab Bureau.
03-06-2010-122019-003,30/06/2010,Eight questions regarding the Hunt Report.
03-06-2010-122948-001,30/06/2010,Eight questions requesting information regarding the incidents in Ismailia Egypt in the 1950s.
03-06-2010-130749-001,01/07/2010,"Any information held by the Ministry of Defence in relation to Exercise Gentle Rain which appears to have occurred in the early 1970s, most likely in relation to Northern Ireland."
03-06-2010-152517-001,28/06/2010,How many meetings a specified person has had with officials at the MOD since December 2008?  Also provide minutes of those meetings as required.
03-06-2010-153825-001,28/06/2010,How many meetings a specified person has had with officials at the MOD since December 2010?  Also provide minutes of those meetings as required.
03-06-2010-155212-002,28/06/2010,How many meetings a specified individual has had with officials at the MOD since individual was appointed on the Finmeccanica UK Board?  Please can you also provide minutes of those meetings as required.
03-06-2010-160239-002,28/06/2010,How many meetings  a specified person has had with officials at the MOD since July 2008?  Also provide minutes of those meetings as required.
03-06-2010-161231-003,28/06/2010,How many meetings a specified individual has had with officials at the MOD since November 2008?  Also provide minutes of those meetings as required.
03-06-2010-162347-004,28/06/2010,How many meetings a specified individual has had with officials at the MOD since November 2009?  Also provide minutes of those meetings as required.
03-06-2010-163339-005,28/06/2010,How many meetings a specified individual has had with officials at the MOD since July 2009?  Also provide minutes of those meetings as required.
03-06-2010-164343-001,28/06/2010,How many meetings a specified person  has had with officials at the MOD since April 2010?  Please can you also provide minutes of those meetings as required.
03-06-2010-165457-001,28/06/2010,How many meetings xxxxxx has had with officials at the MOD since January 2010?  Please can you also provide minutes of those meetings as required.
03-06-2010-170636-002,30/06/2010,How many Royal Navy Reservists have been deployed in combat situations between 1998 and 2004?
04-06-2010-091207-001,28/06/2010,The total cost to the MOD and Army of providing security and fighting the war against the IRA terrorist campaign in Northern Ireland from 1969 until the IRA declaration of disarming and ending their terrorist campaign in August 2005 and the total number of Army soldiers and Army personnel killed and severely injured during the above period of the IRA terrorist campaign.
04-06-2010-092933-001,01/07/2010,Request for the contracts or equivalent information/documents on various matters on the Met Office.
04-06-2010-093756-001,01/07/2010,"An up to date list of all contractors, suppliers and consultants that have worked on/ working on/ supplied to the redevelopment of Aldershot's military town and Salisbury Plain training area."
04-06-2010-094444-001,01/07/2010,"List of all contractors, suppliers and consultants that have worked / working on / supplied to the design and build of all buildings under the single living accommodation programme."
04-06-2010-095241-002,01/07/2010,"Information on Operation Palliser, the highly successful British military intervention in Sierra Leone in 2000.   The official report of the operation if published for public consumption, and whether there are any other British Army/MoD reports/commentaries on the operation."
04-06-2010-095413-002,29/06/2010,Twenty-six questions arising out the  Service Inquiry Report into aircraft crash of Tornado ZE982 on 2 Jul 2009
04-06-2010-100020-003,01/07/2010,"Details held on 'Operation Blackcurrant' in 1947, the use of submarines to provide power to ports during the coal shortage. Specific details of the role of HMS Truculent at Brighton are also requested."
04-06-2010-100419-002,01/07/2010,"Copies of any information (contracts, tenders and suchlike) relating to the disposal of HMS Truculent to Ward Shipbreakers at Grays."
04-06-2010-102217-003,02/07/2010,"The 2008/09 Accounts list army funding only as Field and None field  units.  Is any information held, or is any information available on the differing costs of Armoured Regiments, Engineer Regiments, Artillery Regiments, Signals Regiments and Infantry Battalions."
04-06-2010-102807-003,01/07/2010,Information on the various uniforms worn by colonial countries army officers and cadets during training.
04-06-2010-141121-001,02/07/2010,"Copy of the final study report referred to in the Galaxy Briefing Note 23-09 dated 16 December 2009, entitled ‘Warrant Officers Employment Study’."
04-06-2010-161712-002,29/06/2010,"Historical and most current MOD land use at RAF Bentwaters, prior to sale of the land.  More specifically interested in: audit, ground investigation, environmental impact assessment, contamination investigation, hazardous waste, radiation, air, ground, gas, water, pollutants, UXOs, environmental accidents/incidents, environmental legislation breaches."
04-06-2010-162047-003,29/06/2010,Request for specified documents concerning an incident at RAF Mildenhall on 30 October 2009 involving the individual.
04-06-2010-162514-001,02/07/2010,"How much money DSTL has spent on external EMC testing in the last 12 month period, split between vehicles and products. The values should include testing to the ECM Contro Plan."
04-06-2010-165657-002,02/07/2010,Six questions on matters relating to the office-issuing of various electronic equipments.
04-06-2010-171412-001,02/07/2010,"List of all contractors, suppliers and consultants that have worked on / working on / supplied to the construction of 2 replacement hangars with integral squadron office blocks, construction of two external storage buildings and relocation of flight simulator (RNAS Culdrose)."
04-06-2010-171732-001,02/07/2010,"List of all contractors, suppliers and consultants that have worked / working on / supplied to the redevelopment of MoD property currently used by the Royal School of Military Engineering (Brompton Barracks)."
04-06-2010-172017-003,02/07/2010,"List of all contractors, suppliers and consultants that have worked / working on / supplied to the redevelopment of the military establishment (Basil Hill Barracks, Corsham)."
04-06-2010-172326-004,02/07/2010,"List of all contractors, suppliers and consultants that have worked / working on / supplied to the redevelopment of RAF Wyton to support the relocation of units from other sites."
07-06-2010-085058-001,25/06/2010,Request for detailed structure chart of both the Marketing Communications and Human Resources functions.  Include names and job titles for each role.
07-06-2010-100823-001,28/06/2010,"Request for copy of the Aircraft Accident Report for Tornado F3 ZE962, 14 Oct 2005."
07-06-2010-102716-002,02/07/2010,Please can you inform me of the amount of funding Welbeck DSFC receives from the MoD.
07-06-2010-103746-001,02/07/2010,"Request for a full video survey, and plans of Corsham / Burlington underground facility."
07-06-2010-104203-002,01/07/2010,(1) What was the criterion used for the issue of the Queens Silver Jubilee Medal to military personnel? ( 2) What was the total number of Queens Silver Jubilee Medals issued to serving military personnel?  (3) What was the reason for the limited issue of this medal (when those I know who received it had nothing in common and appeared to be the chosen few)  (4) Why is the criterion for the issue of this medal not published on the website when the criterion for all other medals is so pulished?.
07-06-2010-110235-003,02/07/2010,Request for information relating to the possible recovery of Space debris by the Royal Electrical and Mechanical engineers in 1964.
07-06-2010-111446-002,01/07/2010,Six questions on A Tech (M) serviceman or servicewomen inr the RAF.
07-06-2010-111737-003,02/07/2010,I understand that Fulbeck Training area near Newark Notts will be sold can you tell me when this will be and how it will be sold i.e as a whole or in lots?
07-06-2010-114430-004,28/06/2010,"Request for all relevant documentation relating to each of the approved applications by the MOD to extend the service of soldiers beyond the age of 55 with the Home Service Battalions of the Royal Irish Regiment between the years 2005 and 2007, including the criteria that was used by the Chain of Command to determine that the applications for an extension of service beyond the age of 55 should be approved."
07-06-2010-115719-005,05/07/2010,"Request for electronic, high resolution photographs of any of the following officers: (1) Chief of the Defence Staff (2) Vice Chief of the Defence Staff (3) First Sea Lord and Chief of Naval Staff  (4) Chief of the General Staff (5) Chief of the Air Staff."
07-06-2010-120553-004,05/07/2010,What are the minimum costs to vet someone to SC and DV levels respectively?
07-06-2010-121710-003,05/07/2010,"Request for weather satellite pictures interpretation, Vol. 1, 2 prepared by Captain T.A Marshall Naval Weather handbook unit."
07-06-2010-155422-001,02/07/2010,"How much money Force Protection Project Team has spent on external EMC testing in the last 12 month period. If this information can be split between vehicles and products, that would be helpful. The values should include testing to the ECM Contro Plan."
07-06-2010-160104-002,30/06/2010,"Request information detailing how many incidents of any IT related downtime that have occurred from January 2009 to the present day within the MOD.  This information should include how many times the system needed to failover as part of a disaster recovery method, if this took place as a result of the downtime."
07-06-2010-162425-003,02/07/2010,Request for the number of Equipment Failure Reporting System reports that have been lodged in each of the years from 2005 onwards broken down by the different kinds of weapons in operation?
07-06-2010-164739-001,05/07/2010,"1. What campaigns have British forces been involved in since 1945, which dates were each campaign from and to and lastly what were the casualty figures?"
07-06-2010-165253-004,05/07/2010,2.  How many army personnel are based in each English county?
07-06-2010-165944-005,05/07/2010,"Request for statistics regarding (1) the number of military bases, combat hospitals, military medical hospital units, and other military medic sites, both in the UK and internationally (2) the number of troops currently active in the Armed Forces, as well as the number of reserves and those currently in training (3) annual concussion/head injury rates of active, reserve and in-training forces."
08-06-2010-094705-001,05/07/2010,"Request for a job description for the positions: Head of Boards Secretariat; Deputy Command Secretary, PJHQ."
08-06-2010-101659-001,05/07/2010,Request for information about land known as Scoriton Down largely in square SX6868 on the Dartmoor OS map.
08-06-2010-102200-002,05/07/2010,Request for a copy of The Third Tier Arrangement between the US and UK governments dated 9 October 1997. This document is referred to in a number of places in JSP 471.
08-06-2010-103125-001,30/06/2010,Vexatious Correspondents and request for disclosure of documents.
08-06-2010-112435-002,06/07/2010,Several questions on know how cluster group system works.
08-06-2010-115825-003,29/06/2010,For dissertation to compare management practices in three European Marine Sites (EMS) on the Northern coast of England:  Would be examining how conservation objectives differ between sites and what byelaws exist for each to provide protection for habitats and species.
08-06-2010-121824-003,06/07/2010,"Request for statistics for: (1) the number of military bases and military medic sites, both in the UK and internationally (2) the number of troops currently active in the Armed Forces and (3) annual concussion/head injury rates of active, reserve and in-training forces."
08-06-2010-123410-002,05/07/2010,Request relating to DNSR applicant requests copies of all inspection reports prepared by DNSR for AWE in 2008 and 2009.  Also a copy of all inspection reports prepared by DNSR relating to road transport of nuclear weapons and defence nuclear materials for 2008 and 2009.
08-06-2010-124059-001,05/07/2010,Request for a copy of the AWE Enterprise Strategy.
08-06-2010-132447-003,05/07/2010,"(1) The term ""dry list"" is understood to apply to those officers in the Warfare specialisation who have not been selected for Sea Command and who, due to their rank and/or seniority, under normal circumstances would not expect to serve in a seagoing appointment for the remainder of their careers.  (2)  Please confirm whether such ""dry list"" officers would never again serve at sea under any circumstances whatsoever - for example, even if a large-scale maritime conflict was to break out requiring greater numbers of warfare officers to take up seagoing appointments in all available surface/sub-surface units - or whether (subject to the usual medical fitness requirements) such officers would continue to retain their liability for sea service until retirement from the Service?"
08-06-2010-134737-001,01/07/2010,How many Afghanistan civilian deaths have resulted from British military action in the country since recent military involvement began?
08-06-2010-154949-001,06/07/2010,"Request detailed list of expenses the First Sea Lord, Admiral Sir Mark Stanhope has claimed since he took office. I would like this to include copies of any receipts or bills received by the MoD in an exact breakdown of where the money was spent.  I would like to know if he has claimed any money for any repairs, upgrades, decoration or other building work to his official residence."
08-06-2010-160451-001,06/07/2010,"Request for the number of people who have signed up to the armed forces (Army, Royal Navy and Air Force) in Wiltshire for each of the last five years?. "
08-06-2010-165221-002,06/07/2010,During the Suez Canal terrorist activity by the Egyptian Government of that time a certain number of services personnel died as a result of that activity. Is there any official record of how many of the servicemen who died were National Servicemen?
08-06-2010-170700-002,06/07/2010,"1. How many Armed Forces personnel earn more than ?150,000 per year?"
08-06-2010-171237-001,06/07/2010,"2. What is the total, fully inclusive, cost of operating Officers' Messes in the UK and abroad, and how many Officers actually reside in them at any one time (say, as at 31 March 2010)?  Costs to include pay for Mess staff, maintenance and depreciation of buildings, gardening etc."
09-06-2010-100222-001,06/07/2010,What is the current situation on HMS Enterprise. Why has work not yet started on the repairs and will she be decommisioned?
09-06-2010-100411-002,01/07/2010,"(1) the total strength of Active, fully-trained forces within the Armed Forces (combined RAF, Navy and Army).  (2) the total strength of fully-trained Reserves (3). the total strength of forces, both Active and in the Reserves, currently In Training  (4) The total number of military bases, combat support hospitals, military medical hospital units and other military medic locations."
09-06-2010-100657-001,06/07/2010,"Request for the cost of chartering non-military/RAF airplanes to ferry troops and equipment to and from operations in the last 10 years. Could I also have a breakdown by year, with cost and airline/airplane chartered."
09-06-2010-101052-001,06/07/2010,"Would like to know how many members of staff within the central department are on long term sick leave.  I would like the information broken down year by year for the last 5 years up to the most recent available data.  Also, if possible, I would like a breakdown of the reasons and the average time taken off.  Could you also tell me how many people are employed by the department."
09-06-2010-120433-002,30/06/2010,(1) How many court martials has there been over the past decade?  (2) Can they be broken down into the three services?  (3) How many have resulted in personnel being made to leave the military?  (4) How many have resulted in personnel being required to serve a custodial sentence?  (5) Can the court martials be broken down into catgory of offence? (6) How many have been held to resolve desertion?  (7) How many have been held because of drug use?  (8) How many have been held because of violence?
09-06-2010-134636-001,07/07/2010,"Request a copy of a report produced about the use of army rail operatives in a host nation.  The report relates to operations carried out by 17 Port and Maritime Regiment, 79 Port Enabling Squadron (formerly 79 Railway Squadron).  I would also like to see a list of the people and organisations consulted in the preparation of this report."
09-06-2010-135659-002,07/07/2010,I'm currently doing a facebook campaign to have soldiers pay increased to that of the Police and Fire services. Would it be possible for you to send me the most recent pay grades for troops and what extra money they recieve wilst serving in theatre? . I have recieved interest from a national newspaper wishing to do a report on my campaign.
09-06-2010-140720-001,09/06/2010,"Request for the number of paper and digitlised documents held, lost, stolen, damaged and costs of storage."
09-06-2010-141841-003,07/07/2010,Request for documents and details specifying the funding arrangements for the Saudi British Defence Cooperation Programme (SBDCP) and its forerunner the Ministry Of Defence Saudi Armed Forces Project (MODSAP).
09-06-2010-144717-001,07/07/2010,"I am currently undertaking an aircraft impact assessment for a large industrial plant due to be built on Anglesey, North Wales.  I would like to request data on the air traffic volume over the island. Ideally this would include number of take off and landing events, overflights and crash rates, for both fixed wing and rotary aicraft."
09-06-2010-145806-002,06/07/2010,Request for (a) A copy of agendas and minutes for all DNESB meetings held during 2008 and 2009 and (b) A copy of all annual reports received by the DNESB for the years 2008 and 2009.
09-06-2010-162207-002,05/07/2010,"What campaigns have British forces been involved in since 1945, which dates were each campaign from and to and lastly what were the casualty figures?"
09-06-2010-165612-003,07/07/2010,Request for the exact number of personnel employed each year for the last five years (including the current year) by the RAF who are classed as being from an ethnic minority?
10-06-2010-092624-001,02/07/2010,"(1) How many soldiers have done more than one tour of duty since we started sending soldiers there in 2001?  (2) How many have done two or more tours, three or more, and four or more etc?  (3) What is the most tours of duty carried out by soldiers?  (4) How many soldiers have spent more than five years there?  (5) What is the longest a soldier/member of the Armed Forces has served in Afghanistan?"
10-06-2010-100703-001,08/07/2010,If a marine reservist has in the last few days been deployed to Afghanistan as a medic would he be attached to or part of the marine unit already out there and be under c group medics or something else?
10-06-2010-102130-001,08/07/2010,"Request for a table or map with details of the numbers of UK armed forces deployed on current (i.e.2010) major NATO, EU or UN operations."
10-06-2010-103837-002,07/07/2010,How many new Air Rank posts have been created in the Royal Air Force since July 2009.
10-06-2010-104534-002,07/07/2010,"The Joint Service Job Evaluation Team (JSJET) evaluated the Army trade 'Military Administrator' in 2008. I would like to know the scores awarded by the JSJET for each of the ranks in the Army Military Administrator trade following this job evaluation. Scores required against each rank, by rank."
10-06-2010-110142-003,07/07/2010,"Request for a copy of the Travel and Subsistence policy, including the allowances for overnight accommodation and food?"
10-06-2010-110917-003,08/07/2010,Seven questions regarding travel costs for Sir Jock Stirrup - CDS.
10-06-2010-111816-001,07/07/2010,What was the MOD's accommodation and conference spend in 2009 ?
10-06-2010-112324-004,07/07/2010,"How many Air Ranks there were in the Royal Air Force in 1992, 1995, 2000, 2005, 2010"
10-06-2010-113049-002,07/07/2010,"Nine questions requesting information on drug testing for the past three years on members of The Royal Welsh, 1st The Queen's Dragoon Guards, the 39th Regiment Royal Artillery (Welsh Gunners), The Welsh Guards.  Breakdown the positive test results into Class A, B and C drugs. "
10-06-2010-113519-005,07/07/2010,Request for all documents relating to the undemanded firing or negligent discharges of Hughes Chain Guns up to and including 2003. Include details of all SEFIT reports  up to and including 2003 where the incidents were described as ?undemanded firing?. Include any Land Accident Investigation Team Reports which relate to the above.
10-06-2010-114651-006,08/07/2010,"In the last year for which full records are available, how much money did the Army spend commercially hiring physical storage space?"
10-06-2010-115740-003,06/05/2010,"Request for information about the ACOG scopes that the MOD ordered from the american company Trijicon, inscribed with the Biblical references 2Cor4:6 and Jn8:12.  The company Trijicon have said that they will provide removal kits to allow forces to remove the lettering. Will the MOD be using these kits to remove the scriptures? How much money will this cost the MOD to do so?  If the MOD are not using the kits provided to remove the scriptures, why?  Have any officers/soldiers voiced concern about the inscribed ACOG scopes?  Have any officers/soldiers refused to use the ACOG scopes?"
10-06-2010-124301-007,08/07/2010,I am currently researching an issue for my GCSE project.  I would like to know how much it costs to fully equipt each soldier and how much you spen on ammunition. 
10-06-2010-125209-008,07/07/2010,Request for number of flights to and from RAF Leeming during a typical week when training is taking place is provided along with the times during each working day when training flights and other flights take place.  Details of the number of night flights to and from RAF Leeming are also requested.  As noise consultants we have been tasked to investigate the noise impact of RAF Leeming's operations on a proposed residential development in the area.
10-06-2010-133324-001,08/07/2010,"Reference XV230 fuel system during its Equalised Maintenance (1) Can you advise me as to what this involved? The list should also included any rectification carried out.  Also, under ""Symptoms"" on the F706 it states ""No1 tank has a history of Blow Off valve operating early (Lim Log sht 67 line 3). Could I have a copy of the lim log entry, and a list of reported blow offs (ground and air) prior to the fault being discovered?"
10-06-2010-134825-001,02/07/2010,Request for information on car fleet emissions.
10-06-2010-145412-002,04/05/2010,"Request for all material relating to the first preparation of the proposed new lease at Machrihaish for Highlands and Islands Airports Ltd (HIAL),  to include all communications to and from the Scottish Government Transport Department and all communications to and from Highlands and Islands Airports Ltd."
10-06-2010-153527-001,04/05/2010,How many times in the last year have RAF jets been scrambled following a terror alert?
10-06-2010-155110-002,11/06/2010,Four questions for the Met Office relating to the London Volcanic Ash Advisory Centre.
10-06-2010-155950-003,08/07/2010,"What measures does the MOD have in place to ensure that it receives value-for-money and that aircraft are maintained in a state of mission readiness under the Hercules Integrated Operational Support contract and the Tristar Integrated Operational Support contract?  Have there been any reviews and audits of performance of the Contractor and if so, what were the outcomes? What is their performance against their contractual Key Performance Indicators?  Have their been any instances where aircraft that were airworthy"" were not actually ready for a military mission?"""
10-06-2010-165200-003,29/06/2010,Request information about staff at RAF Kinloss - identified that there is 254 employees. Wish to know the areas that they live and what the % is?  - Works for a Reference economic consultant.  Wish to know what % of employees are spouses of military personnel.
11-06-2010-100240-001,05/07/2010,"Request for an up to date list of all contractors, suppliers and consultants that have worked on / working on / supplied to the construction provision of new and refurbished laboratory and office accommodation on three core sites. The three sites are: Porton Down, Salisbury Portsdown West, Fareham Fort Halstead, Sevenoaks, please include those involved within the past 18 months, please include phone numbers."
11-06-2010-101207-002,09/07/2010,"For each of the past 5 years (2006 to 2010 inclusive):  (a) How many female CPO(AWT)s have been actively considered for promotion by the Warfare Promotion Selection Board and the CAPPS Selection Board – ie, in the case of the main Warfare Board, not how many have been simply eligible for promotion, but how many have actually been considered by the Board, due to their Strong, or Very Strong, recommendation on their annual appraisal reports.  For example, in 2008 there were 34 Very Strongs/Strongs considered by the Warfare Promotion Board; how many of these were female?  (b) What percentage of the total number of all eligible CPO(AWT)s (male and female) did this number comprise?"
11-06-2010-101255-001,04/05/2010,"I am trying to restore a Bristol Hercules engine Mk 264.xxxxxx. If possible I would like to find out as much info as possible about this engine, First in service date, Aircraft ID, Last flown date."
11-06-2010-101341-001,06/07/2010,Request for copies of site plans to RAF Lakenheath that show location of rare species location and archeological find spots.  A copy required of USAFEI 32-7064 and 32-7065.  Copies of cultural heritage and environmental management reports for 6 specified sites.
11-06-2010-102859-002,04/05/2010,"Request for copies of any information relating to the Air Cadet Central website and/or its users; in particular, information of that nature which may be held by HQ Air Cadets at RAF Cranwell."
11-06-2010-105014-001,04/05/2010,"As of 5th April how many visits are we hosting from foreign armies, i.e Somalia, Yemen, Iraq, Libya?"
11-06-2010-112524-003,04/05/2010,I went to the Albert Hall this year to see the marines in concert in March.  I have looked at various sites to see when the D.V.D will be available for public release because I have a request for a few.
11-06-2010-120741-002,08/07/2010,"Requesting information on civilian staff and the introduction of new aircraft at RAF Kinloss and Lossiemouth.  Have there been any recent policy changes, delays or cuts in these areas or any other issues that may be of importance?"
11-06-2010-131759-001,09/07/2010,"How many regular service Chief Petty Officers were serving full-time in formally complemented Warrant Officer posts, for a period of longer than 6 months' duration, during the inclusive period 1 Feb 06 to 30 Nov 07?  In each case, in what Warfare sub-specialisation was any such individual serving and for what period did he/she hold down the WO post in question?"
11-06-2010-144052-002,08/07/2010,"Please disclose whether any photographs or video have been captured over mainland Wales by the project codenamed Watchkeeper?  Detail the location the images were captured, the dates and for what purpose?  If photographs or video are held, for how long are they held before being destroyed?  Plesae release a sample of photographs and video captured."
11-06-2010-144701-001,09/07/2010,Request for details of meetings Sir David Omand has held with departmental officials and ministers in the last two months.
11-06-2010-145255-001,09/07/2010,"(1) How many MoD servicemen/women have addresses in Northern Ireland.  (2) Provide a breakdown of the above's religious beliefs? For example, how many are Christian etc? I am especially interested in any instances of the following: Pagans, Witches, Druids, Wicca, Spiritualists and/or Rastafarians."
11-06-2010-150245-002,09/07/2010,Reference policing at Fylingdales:  (1) The costs of MOD policing Fylingdales for the latest available year.  (2)The cost of MOD policing Fylingdales at the demonstration on 6th June 2010.  (3) How many MOD police officers were on duty for the Fylingdales demonstration on 6th June 2010.
11-06-2010-151037-003,08/07/2010,"I am researching the names of armed forces (who came from Harlow Essex) personnel who have died in conflict post World War 2.  Can you include not just Afgan - Iraq but N.Irleand etc anywhere in the world were forces have been deployed.  Include name, rank,age, year of death and summmary of reason for each death."
11-06-2010-154406-001,07/06/2010,Would the MOD simply disclose any fact - any fact at all  however simple or unimportant - regarding Trident?
14-06-2010-101046-001,09/07/2010,Under the terms of the above act can you provide me with the following information (1)  Number of E1s currently on Band D Long Term Temporary Promotion (LTTP).  ( 2) Number of Band D promotion passport holders currently looking/waiting for a suitable vacancy. (3) Number of Band D employees currently in the Redeployment Pool.
14-06-2010-101640-001,12/07/2010,"Request for statistics from the past 5 years for the number of personnel by Rank and Trade of the Royal Air Force, who have been extended past their original termination date to enable them to complete 2 years in rank to gain their full pension entitlement."
14-06-2010-111154-002,08/07/2010,"Re Crime Number xxxxxx.  In respect of the case, could you please confirm from the archived file records that officers visited 144 Para Med Sqn (V) (Barracks), TA Centre xxxxxx and carried out a computer investigation in respect of dates on which data was entered on a file called 'calendar' on xxxxxx."
14-06-2010-112156-001,08/07/2010,Freedom of Information Act 2000 Operation Rebecca.  Request for a copy of the following information which is held by the Ministry of Defence Police and Guarding Agency: All documents and information held by the agency relating to Operation Rebecca.
14-06-2010-114246-002,09/07/2010,Effects of Post Traumatic Stress Disorder (PTSD) in military service and ex service men and women. I would like to ask for some information of numbers of service men and women suffering from PTSD or related mental health disorders. Particularly the Gulf conflict 1990/1991 and the most recent Iraq and Afghanistan conflicts.
14-06-2010-115132-003,09/07/2010,"What recruitment process was used which led to the appointment of Mr Andrew Manley as Director General Commercial for MOD.  Finally, please confirm whether it is a permanent or temporary appointment and if temporary, what is the period of his contract?"
14-06-2010-115200-003,09/07/2010,"You provided me with the safety and environmental performance indicators for the Naval Nuclear Propulsion Programme.  Could you please provide me with the compliance data for 2009, 2008, 2007 for the following metric :- Effective Management of Safety 'what are the right things to do and by whom?' 1.1 Maturity of SEMS; (a) Self assessment of maturity level of SMS, EMS and OHS.  1.2 Management of Risk;(a) Number of significant risks (b) Number of overdue risk FAPs.  1.3 Reporting Safety Shortfalls and Deficiencies; (a) Number of significant safety related noncompliances (b) Number of overdue corrective actions 1.4 Reporting Safety Events and Near Misses; (a) Number of significant events and near miss reports (b) Number of overdue corrective actions."
14-06-2010-115706-002,09/07/2010,"You provided me with the safety and environmental performance indicators for the Naval Nuclear Propulsion Programme.  Could you please provide me with the compliance data for 2009, 2008, 2007 for the following metric :- The Ability to Comply 'do we have the resources and the will to do things right consistently' 2.1 SQEP Staff; (a) % of skilled posts occupied with competent (SQEP) staff that are in-date for training 2.2 Emergency Preparedness; (a) Number of exercises conducted (b) Number of overdue corrective actions.  2.3 Provision of Resource: (a) Sufficient funding to implement the FAPs, corrective actions - Yes or No? (b) Sufficient SQEP to implement the FAPs and corrective actions - Yes or No?  2.4 Management of Change; (a) % of planned significant organisational changes safety evaluated in advance of implementation."
14-06-2010-120113-004,09/07/2010,"Reference the safety and environmental performance indicators for the Naval Nuclear Propulsion Programme.  Request for the compliance data for 2009, 2008, 2007 for the following metric :- Assurance of Compliance 'are we doing what we said we would do?' 3.1 Key Safety Documents; (a) % of key safety documents overdue for review (b) % of key safety documents overdue for update  3.2 Key Safety Certificates; (a) Number of safety certificates withdrawn, not achieved or out of date (b) Number of overdue corrective actions, conditions and caveats.  3.3 Key Safety Audits and Inspections; (a) Number of safety audits and inspections conducted (b) Number of overdue corrective actions  3.4 Safety Investigations; (a) Number of overdue recommendations."
