Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBY CITY CNCL,5000138073,"-3,898,391.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DONCASTER MBC,5000138083,"-3,770,450.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DUDLEY MBC,5000138090,"-4,448,904.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",EALING LB,5000138094,"-5,336,124.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST RIDING OF YORKS,5000138111,"-3,754,617.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ENFIELD LB,5000138125,"-4,475,823.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",GATESHEAD MBC,5000138147,"-3,601,667.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",GREENWICH LB,5000138162,"-2,629,069.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF HACKNEY,5000138167,"-3,237,336.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HALTON BC,5000138168,"-2,041,965.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARINGEY LB,5000138180,"-2,684,027.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARROW LB,5000138185,"-2,130,848.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARTLEPOOL BOROUGH COUNCIL,5000138189,"-1,258,517.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HEREFORDSHIRE DISTRICT COUNCIL,5000138198,"-2,012,489.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLE OF WIGHT CNCL,5000138220,"-1,446,965.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLES OF SCILLY COUNCIL,5000138225,"-77,074.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HULL CITY COUNCIL,5000138238,"-4,140,969.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",KIRKLEES MBC,5000138242,"-4,693,642.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",KNOWSLEY MBC,5000138244,"-1,747,557.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF LAMBETH,5000138246,"-4,700,525.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICESTER CITY CNCL,5000138256,"-4,799,818.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LEWISHAM LB,5000138262,"-2,206,221.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LIVERPOOL CITY COUNCIL,5000138271,"-8,133,665.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LUTON BC,5000138273,"-2,932,016.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MANCHESTER CITY CNCL,5000138281,"-13,301,673.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MEDWAY COUNCIL,5000138287,"-3,292,083.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MIDDLESBROUGH BC,5000138303,"-1,910,393.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NEWCASTLE UPON TYNE DC,5000138316,"-6,187,922.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF NEWHAM,5000138320,"-3,830,257.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH EAST LINCOLN DC,5000138327,"-2,940,629.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH TYNESIDE MBC,5000138339,"-2,589,971.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTINGHAM CITY COUNCIL,5000138353,"-5,808,625.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",OLDHAM MBC,5000138365,"-2,609,944.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",PLYMOUTH CITY CNCL,5000138374,"-3,770,389.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",PORTSMOUTH CITY COUNCIL,5000138378,"-3,545,393.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF REDBRIDGE,5000138386,"-2,326,654.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",REDCAR & CLEVELAND BOROUGH COUNCIL,5000138388,"-1,963,558.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ROCHDALE MBC,5000138401,"-2,777,983.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ROTHERHAM MBC,5000138409,"-3,172,550.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SALFORD CITY CNCL,5000138424,"-3,682,747.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SANDWELL MBC,5000138425,"-4,308,788.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SEFTON MBC,5000138431,"-3,160,953.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SHEFFIELD CITY CNCL,5000138437,"-8,931,243.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH TYNESIDE COUNCIL,5000138479,"-1,319,741.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHEND ON SEA BC,5000138484,"-2,057,497.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHWARK LB,5000138486,"-8,294,833.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ST HELENS MBC,5000138495,"-2,265,680.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",STOKE ON TRENT CITY COUNCIL,5000138510,"-3,620,823.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SUNDERLAND DC,5000138520,"-3,763,716.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",TAMESIDE MBC,5000138533,"-2,548,219.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",TORBAY BC,5000138561,"-1,531,294.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF WAKEFIELD MDC,5000138576,"-5,177,628.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WALSALL MBC,5000138577,"-3,021,491.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WALTHAM FOREST LB,5000138579,"-2,341,061.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WANDSWORTH LB,5000138581,"-4,117,731.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WIGAN MBC,5000138627,"-3,517,026.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WIRRAL MBC,5000138635,"-3,014,734.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WOLVERHAMPTON MBC,5000138641,"-3,291,213.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",CORNWALL COUNCIL,5000138664,"-7,609,362.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DURHAM COUNTY COUNCIL,5000138665,"-4,810,219.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND,5000138667,"-3,149,770.00"
Communities & Local Government,DCLG,01/09/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE COUNCIL,5000138669,"-3,286,079.00"
Communities & Local Government,DCLG,01/09/2010,Agency Staff,Finance and Corporate Services,BADENOCH & CLARK,5106144974,"1,427.63"
Communities & Local Government,DCLG,01/09/2010,Agency Staff,Finance and Corporate Services,MICHAEL PAGE INTERNATIONAL,5106144972,"1,903.50"
Communities & Local Government,DCLG,01/09/2010,Agency Staff,Finance and Corporate Services,MICHAEL PAGE INTERNATIONAL,5106144983,"1,889.28"
Communities & Local Government,DCLG,01/09/2010,Hospitalty,Housing and Planning,REDFERN TRAVEL LIMITED,2100194484,"17,073.99"
Communities & Local Government,DCLG,01/09/2010,Hospitalty,Regions and Communities,REDFERN TRAVEL LIMITED,2100194484,115.04
Communities & Local Government,DCLG,01/09/2010,Hospitalty,Finance and Corporate Services,REDFERN TRAVEL LIMITED,2100194484,13.70
Communities & Local Government,DCLG,01/09/2010,IT SUPPORT,Housing and Planning,STERIA LIMITED,5106144838,"58,835.78"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Housing and Planning,REDFERN TRAVEL LIMITED,2100194483,"-1,649.91"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Housing and Planning,REDFERN TRAVEL LIMITED,2100194485,779.24
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Housing and Planning,REDFERN TRAVEL LIMITED,2100194486,583.69
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Regions and Communities,REDFERN TRAVEL LIMITED,2100194483,"3,094.62"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Regions and Communities,REDFERN TRAVEL LIMITED,2100194485,-166.01
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Regions and Communities,REDFERN TRAVEL LIMITED,2100194486,"2,694.07"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Finance and Corporate Services,REDFERN TRAVEL LIMITED,2100194483,"1,315.97"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Finance and Corporate Services,REDFERN TRAVEL LIMITED,2100194485,-80.25
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Finance and Corporate Services,REDFERN TRAVEL LIMITED,2100194486,"1,432.60"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Communities Group,GOVERNMENT CAR & DESPATCH AGENCY,5106144956,"5,746.93"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Communities Group,REDFERN TRAVEL LIMITED,2100194483,"17,418.44"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Communities Group,REDFERN TRAVEL LIMITED,2100194485,-19.57
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Communities Group,REDFERN TRAVEL LIMITED,2100194486,"23,140.58"
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,"Local Gov & Reg(LG DEL,AME, RfR2)",REDFERN TRAVEL LIMITED,2100194485,-5.68
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,"Local Gov & Reg(LG DEL,AME, RfR2)",REDFERN TRAVEL LIMITED,2100194486,995.54
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Human Resources,REDFERN TRAVEL LIMITED,2100194483,96.55
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Programme & Project Team,REDFERN TRAVEL LIMITED,2100194483,175.01
Communities & Local Government,DCLG,01/09/2010,Travel and Subsistence Account,Programme & Project Team,REDFERN TRAVEL LIMITED,2100194486,220.70
Communities & Local Government,DCLG,01/09/2010,Office Machinery Rental,Finance and Corporate Services,ADVANCED BUSINESS EQUIPMENT LTD,5106144989,460.00
Communities & Local Government,DCLG,01/09/2010,Research,Housing and Planning,BUILDING RESEARCH ESTABLISHMENT,5106144474,"3,365.34"
Communities & Local Government,DCLG,01/09/2010,Research,Housing and Planning,BUILDING RESEARCH ESTABLISHMENT,5106144479,708.53
Communities & Local Government,DCLG,01/09/2010,Research,Finance and Corporate Services,EXPERIAN LTD,5106144981,"22,812.63"
Communities & Local Government,DCLG,01/09/2010,Research,Finance and Corporate Services,BUILDING RESEARCH ESTABLISHMENT,5106145015,"73,337.63"
Communities & Local Government,DCLG,01/09/2010,Research,Finance and Corporate Services,LONDON SCHOOL OF ECONOMICS (FEES),2300001685,"-1,650.00"
Communities & Local Government,DCLG,01/09/2010,Vehicle Maintenance,Communities Group,BABCOCK CRITICAL SERVICES LTD,5106144907,"6,808.02"
Communities & Local Government,DCLG,01/09/2010,Vehicle Maintenance,Communities Group,BABCOCK CRITICAL SERVICES LTD,5106144911,"39,997.22"
Communities & Local Government,DCLG,01/09/2010,Vehicle Maintenance,Human Resources,CYCLESCHEME LTD,5106144999,"4,328.83"
Communities & Local Government,DCLG,01/09/2010,Vehicle hire,Communities Group,BABCOCK CRITICAL SERVICES LTD,5106144349,"506,070.41"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",AVON & SOMERSET POLICE AUTHORITY,5000137929,"3,097,405.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",AVON FIRE AUTHORITY,5000137930,"1,031,898.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BARKING & DAGENHAM LB,5000137936,"4,263,209.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BARNSLEY MBC,5000137940,"4,558,016.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDS & LUTON FIRE & RESCUE SERVICE,5000137951,"472,246.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDFORDSHIRE POLICE AUTH,5000137952,"1,262,575.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",ROYAL BERKSHIRE FIRE AUTHORITY,5000137953,"639,692.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BIRMINGHAM CITY CNCL,5000137957,"28,122,191.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKBURN WITH DARWEN BC,5000137961,"3,385,908.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKPOOL BC,5000137962,"3,392,703.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BOLTON MBC,5000137967,"5,292,088.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRADFORD MBC,5000137975,"11,280,375.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRENT LB,5000137980,"6,822,526.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRIGHTON & HOVE CITY COUNCIL,5000137985,"4,528,662.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKS & MILTON KEYNES FIRE AUTH,5000137998,"474,977.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKINGHAMSHIRE CC,5000137999,"2,470,001.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BURY MBC,5000138002,"2,743,251.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CALDERDALE MBC,5000138005,"3,380,776.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBS & PETERBOROUGH FIRE AUTHORITY,5000138008,"599,073.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBRIDGESHIRE POLICE AUT,5000138009,"1,385,373.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBRIDGESHIRE COUNTY CNCL,5000138010,"4,606,249.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE FIRE AUTHORITY,5000138029,"772,343.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE POLICE AUTHORITY,5000138030,"2,343,701.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CLEVELAND FIRE AUTHORITY,5000138045,"928,329.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CLEVELAND POLICE AUTHORITY,5000138046,"2,071,906.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",COVENTRY CITY CNCL,5000138055,"6,347,077.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA COUNTY CNCL,5000138063,"5,993,664.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA POLICE AUTHORITY,5000138064,"1,512,827.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DARLINGTON BC,5000138068,"1,610,611.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBY CITY CNCL,5000138074,"4,547,928.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE FIRE AUTHORITY,5000138075,"816,027.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE POLICE AUTHORITY,5000138076,"2,036,342.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE COUNTYCOUNCIL,5000138077,"7,679,497.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DEVON & CORNWALL POLICE A,5000138080,"3,313,804.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DEVON COUNTY CNCL,5000138081,"6,683,080.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DEVON & SOMERSET FIRE & RESCUE SERV,5000138082,"1,295,960.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DONCASTER MBC,5000138084,"5,940,274.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET COUNTY CNCL,5000138085,"2,105,021.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET FIRE AUTHORITY,5000138086,"456,301.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET POLICE AUTHORITY,5000138087,"1,043,505.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DUDLEY MBC,5000138091,"5,208,598.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CO DURHAM & DARLINGTON FIRE SERVICE,5000138092,"602,632.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DURHAM POLICE AUTHORITY,5000138093,"1,971,619.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",EALING LB,5000138095,"5,991,165.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST RIDING OF YORKS,5000138110,"4,203,060.00"
Communities & Local Government,DCLG,01/09/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST SUSSEX COUNTY CNCL,5000138114,"4,152,619.00"
