ALB,Supplier,Net Amount £
Valuation Tribunal Service,MORGAN HUNT PUBLIC SECTOR LTD,"3,958.67"
Valuation Tribunal Service,KAPLAN FINANCIAL,"3,850.00"
Valuation Tribunal Service,ESTATES GAZETTE,"3,795.01"
Valuation Tribunal Service,ENTERPRISE SERVICES GROUP LTD,"3,784.21"
Valuation Tribunal Service,ATN CONSULTANCY LTD,"3,676.12"
Valuation Tribunal Service,FIRST ASSIST SERVICES LTD,"3,663.35"
Valuation Tribunal Service,ROYAL MAIL,"3,636.66"
Valuation Tribunal Service,ASSURED CLEANING SERVICES LTD,"3,575.28"
Valuation Tribunal Service,VODAFONE LTD,"3,413.27"
Valuation Tribunal Service,NIGHTINGALE REMOVALS & STORAGE LTD,"3,390.90"
Valuation Tribunal Service,VT METHVEN,"3,368.58"
Valuation Tribunal Service,OFFICE REALITY LTD,"3,306.00"
Valuation Tribunal Service,STATIONERY OFFICE LTD,"3,252.00"
Valuation Tribunal Service,ABATEC STAFF CONSULTANTS LTD,"3,188.25"
Valuation Tribunal Service,EDF ENERGY,"3,155.88"
Valuation Tribunal Service,TFPL LTD,"3,000.00"
Valuation Tribunal Service,CRICKMAY ASSET MANAGEMENT LLP,"2,875.08"
Valuation Tribunal Service,APEX RESOURCE MANAGEMENT LTD,"2,707.25"
Valuation Tribunal Service,CHANGEWORKS COMMUNICATIONS LTD,"2,642.39"
Valuation Tribunal Service,GOLDSTAR CLEANING,"2,604.35"
Valuation Tribunal Service,FRED JOHNS,"2,502.96"
Valuation Tribunal Service,BEEBYS LTD,"2,489.24"
Valuation Tribunal Service,SUNDIAL GROUP RE HIGHGATE HOUSE,"2,371.58"
Valuation Tribunal Service,HUNTRESS SEARCH LTD,"2,246.95"
Valuation Tribunal Service,CEDARS HOTEL LTD,"2,155.37"
Valuation Tribunal Service,LEAMINGTON SPA CLEANING SERVICES,"2,149.24"
Valuation Tribunal Service,HOLIDAY INN,"2,138.27"
Valuation Tribunal Service,CUSTOMGUIDE INCE,"2,098.97"
Valuation Tribunal Service,CARETOWER LTD,"2,070.59"
Valuation Tribunal Service,EDEN SPRINGS (UK) LTD,"2,021.42"
Valuation Tribunal Service,NORTHAMPTON TOWN FOOTBALL CLUB LTD,"2,018.51"
Valuation Tribunal Service,WHITE & COMPANY PLC,"1,970.80"
Valuation Tribunal Service,TYNEDALE FUNCTION SUITE,"1,874.64"
Valuation Tribunal Service,CIPD,"1,815.00"
Valuation Tribunal Service,FALCON REMOVALS,"1,795.65"
Valuation Tribunal Service,WIGAN MET DEV CO (PROPERTY) LTD,"1,788.37"
Valuation Tribunal Service,CIVIL SERVICE CLUB,"1,786.42"
Valuation Tribunal Service,PEARCE MAYFIELD,"1,745.00"
Valuation Tribunal Service,LOCATION MAPS LTD,"1,704.36"
Valuation Tribunal Service,QUADRILECT LTD,"1,660.00"
Valuation Tribunal Service,BEST WESTERN CALCOT HOTEL,"1,605.31"
Valuation Tribunal Service,G4S SECURE SOLUTIONS (UK),"1,605.15"
Valuation Tribunal Service,HISTORIC ROYAL PALACES ENTERPRISES,"1,600.00"
Valuation Tribunal Service,SOUTHERN ELECTRIC GAS,"1,499.06"
Valuation Tribunal Service,HARESTOCK LODGE HOTEL,"1,450.44"
Valuation Tribunal Service,NAVIGATION BUSINESS VILLAGE LTD,"1,434.97"
Valuation Tribunal Service,QUEENS HOTEL,"1,395.65"
Valuation Tribunal Service,FGI LTD,"1,395.00"
Valuation Tribunal Service,KEYSTONE DEVELOPMENT TRUST,"1,346.59"
Valuation Tribunal Service,LINCOLNSHIRE CHAMBER OF COMMERCE IN,"1,302.17"
Valuation Tribunal Service,PARSONS BRINCKERHOFF LTD,"1,285.07"
Valuation Tribunal Service,BUTLER & YOUNG LTD,"1,268.74"
Valuation Tribunal Service,GHYLL MANOR HOTEL,"1,259.66"
Valuation Tribunal Service,SCOTTISH & SOUTHERN ENERGY,"1,219.76"
Valuation Tribunal Service,BERKELEY BURKE (UK) LTD,"1,205.37"
Valuation Tribunal Service,POWWOW,"1,099.73"
Valuation Tribunal Service,APPROVED SOLUTIONS LIMITED,"1,060.45"
Valuation Tribunal Service,GLEEDA LTD,"1,056.52"
Valuation Tribunal Service,PHS TEACRATE PLC,"1,043.42"
Valuation Tribunal Service,CLOSE INV FINANCE,"1,039.23"
Valuation Tribunal Service,BPP PROFESSIONAL EDUCATION,"1,034.78"
Valuation Tribunal Service,KINGS OFFICE FURNITURE,"1,021.74"
Valuation Tribunal Service,YORKSHIRE EVENT CENTRE LTD,"1,000.00"
