Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description, Total 
Ministry of Defence,Ministry of Defence,11/10/2012,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,109786,Utilities consumed - heating oil,"7,468.56"
Ministry of Defence,Ministry of Defence,18/10/2012,IT and communication services,Joint Forces Command,XEROX (UK) LIMITED,BN13 1QG,113822,IT Services -internal costs,"7,432.68"
Ministry of Defence,Ministry of Defence,17/10/2012,IT and communication services,Central TLB,RACKSPACE LIMITED,UB3 4AZ,112986,Information technology services,"7,395.95"
Ministry of Defence,Ministry of Defence,08/10/2012,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,108128,Cost of purchasing and repairing clothing,"7,393.99"
Ministry of Defence,Ministry of Defence,08/10/2012,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,107671,Cost of other material consumed,"7,374.35"
Ministry of Defence,Ministry of Defence,11/10/2012,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,109762,Cost of clothing and textile services received,"7,364.06"
Ministry of Defence,Ministry of Defence,17/10/2012,Spend on Inventory - General,Joint Forces Command,BUNZL UK LIMITED,KT19 8TY,112565,Spend on Inventory - General,"7,361.52"
Ministry of Defence,Ministry of Defence,16/10/2012,Food and clothing,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,111905,Cost of food services,"7,357.56"
Ministry of Defence,Ministry of Defence,26/10/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,117996,Fees for professional services excluding legal fees,"7,350.52"
Ministry of Defence,Ministry of Defence,08/10/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,107543,Consumption of medical dental and veterinary inventory,"7,342.18"
Ministry of Defence,Ministry of Defence,25/10/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,117142,Medical health services,"7,335.17"
Ministry of Defence,Ministry of Defence,12/10/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,AGILITY LOGISTICS LIMITED,RG1 2LG,110187,Movement of service personnel,"7,320.51"
Ministry of Defence,Ministry of Defence,17/10/2012,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,BT1 5LR,36858,Cost of other material consumed,"7,296.64"
Ministry of Defence,Ministry of Defence,25/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,TERRAFIX LIMITED,ST6 5PD,117465,Post design services which are not capitalised,"7,254.03"
Ministry of Defence,Ministry of Defence,29/10/2012,General services and support,Air Command,COMPUTACENTER (UK) LIMITED,SE1 8HL,118576,Purchase of defence support equipment below capitalisation threshold of ?25k.,"7,200.00"
Ministry of Defence,Ministry of Defence,23/10/2012,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,115957,Works services - excluding United States forces/NATO + married quarters,"7,197.80"
Ministry of Defence,Ministry of Defence,09/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,CITYSPRINT (UK) LIMITED,RH1 1SH,108284,Freight movement costs,"7,195.20"
Ministry of Defence,Ministry of Defence,26/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,EGLINTON (TIMBER PRODUCTS)  LIMITED,BT47 3PY,36973,Equipment support non-project costs,"7,180.80"
Ministry of Defence,Ministry of Defence,15/10/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,111872,Cost of other material consumed,"7,149.28"
Ministry of Defence,Ministry of Defence,10/10/2012,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,108816,Consumption of medical dental and veterinary inventory,"7,129.69"
Ministry of Defence,Ministry of Defence,04/10/2012,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Utilities consumed - gas,"7,120.31"
Ministry of Defence,Ministry of Defence,15/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,111165,Equipment support non-project costs,"7,085.25"
Ministry of Defence,Ministry of Defence,03/10/2012,Estate management,Land Forces,SODEXO LTD,M50 0AL,105934,Estate + facilities management services - accommodation inventory + service,"7,074.12"
Ministry of Defence,Ministry of Defence,30/10/2012,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,120190,Cost of other material consumed,"7,071.87"
Ministry of Defence,Ministry of Defence,22/10/2012,Purchase of inventory and services ,Navy Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,114748,Cost of other material consumed,"7,069.00"
Ministry of Defence,Ministry of Defence,22/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,115269,Civilian short term detached duty,"7,059.20"
Ministry of Defence,Ministry of Defence,03/10/2012,Estate management,Air Command,SODEXO LTD,M50 0AL,105934,Estate + facilities management services - accommodation inventory + service,"7,037.54"
Ministry of Defence,Ministry of Defence,16/10/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,BUNZL UK LIMITED,KT19 8TY,111959,Spend on Inventory - General,"7,028.14"
Ministry of Defence,Ministry of Defence,08/10/2012,Fees for professional services,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,108167,Fees for professional services excluding legal fees,"6,995.70"
Ministry of Defence,Ministry of Defence,22/10/2012,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,115269,Civilian short term detached duty,"6,969.00"
Ministry of Defence,Ministry of Defence,26/10/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,118414,Cost of other material consumed,"6,957.98"
Ministry of Defence,Ministry of Defence,17/10/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,112764,Medical health services,"6,957.13"
Ministry of Defence,Ministry of Defence,05/10/2012,Design services and minor equipment purchases,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,107014,Equipment support non-project costs,"6,936.83"
Ministry of Defence,Ministry of Defence,19/10/2012,Payment of utilities,Land Forces,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,113976,Utilities consumed - gas,"6,928.65"
Ministry of Defence,Ministry of Defence,11/10/2012,Food and clothing,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3LS,109634,Cost of food services,"6,925.47"
Ministry of Defence,Ministry of Defence,05/10/2012,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Defence military assistance fund international subscriptions and other payments,"6,891.77"
Ministry of Defence,Ministry of Defence,02/10/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,104831,Consumption of medical dental and veterinary inventory,"6,845.22"
Ministry of Defence,Ministry of Defence,05/10/2012,Fees for professional services,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,107014,Fees for professional services excluding legal fees,"6,844.94"
Ministry of Defence,Ministry of Defence,24/10/2012,Rent and rates,Air Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Rent buildings - non civil estate property and married quarter property,"6,826.42"
Ministry of Defence,Ministry of Defence,17/10/2012,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,112584,Cost of other material consumed,"6,821.79"
Ministry of Defence,Ministry of Defence,18/10/2012,Spend on Inventory - General,Land Forces,JOSEPH GLEAVE & SON LTD,M32 0NB,113477,Spend on Inventory - General,"6,808.75"
Ministry of Defence,Ministry of Defence,09/10/2012,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,108227,Cost of other material consumed,"6,790.40"
Ministry of Defence,Ministry of Defence,05/10/2012,Food and clothing,Defence Infrastructure Organisation ,TECHNOGYM U K LIMITED,RG12 8PE,107459,Cost of purchasing and repairing clothing,"6,781.00"
Ministry of Defence,Ministry of Defence,26/10/2012,IT and communication services,Joint Forces Command,SERCO LIMITED,RG27 9UY,118263,Information technology services,"6,776.03"
Ministry of Defence,Ministry of Defence,23/10/2012,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,115738,Works services - excluding United States forces/NATO + married quarters,"6,773.73"
Ministry of Defence,Ministry of Defence,25/10/2012,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,116786,Utilities consumed - electricity,"6,762.45"
Ministry of Defence,Ministry of Defence,26/10/2012,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,C06 1HD,117691,Consumption of general inventory,"6,757.10"
Ministry of Defence,Ministry of Defence,09/10/2012,Medical treatment & stores and welfare services,Joint Forces Command,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,108456,Medical health services,"6,736.20"
Ministry of Defence,Ministry of Defence,08/10/2012,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,107597,Cost of other material consumed,"6,735.37"
Ministry of Defence,Ministry of Defence,16/10/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,111882,Consumption of medical dental and veterinary inventory,"6,731.99"
Ministry of Defence,Ministry of Defence,04/10/2012,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,106102,Cost of other material consumed,"6,727.92"
Ministry of Defence,Ministry of Defence,17/10/2012,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,BT1 5LR,36858,Cost of other material consumed,"6,711.35"
Ministry of Defence,Ministry of Defence,23/10/2012,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Defence military assistance fund international subscriptions and other payments,"6,710.21"
Ministry of Defence,Ministry of Defence,18/10/2012,Payment of utilities,Central TLB,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,113291,Utilities consumed - gas,"6,704.74"
Ministry of Defence,Ministry of Defence,26/10/2012,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,117705,Fees for professional services excluding legal fees,"6,686.63"
Ministry of Defence,Ministry of Defence,10/10/2012,Purchase of inventory and services ,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,108969,Cost of other material consumed,"6,685.77"
Ministry of Defence,Ministry of Defence,10/10/2012,Externally delivered education and training,Navy Command,NORTH EAST TILING TRAINING LLP,NE33 1RF,109314,External military training ,"6,666.68"
Ministry of Defence,Ministry of Defence,25/10/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,116822,Medical health services,"6,647.43"
Ministry of Defence,Ministry of Defence,29/10/2012,Estate management,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,118851,Estate + facilities management services - accommodation inventory + service,"6,626.84"
Ministry of Defence,Ministry of Defence,05/10/2012,Estate management,Land Forces,SODEXO LTD,M50 0AL,107421,Estate + facilities management services - accommodation inventory + service,"6,584.61"
Ministry of Defence,Ministry of Defence,19/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,DE24 8BJ,114486,Equipment support project costs,"6,584.40"
Ministry of Defence,Ministry of Defence,09/10/2012,IT and communication services,Navy Command,CANON (UK) LIMITED,RH2 8BF,108267,Computer equipment costing below the capitalisation threshold,"6,576.48"
Ministry of Defence,Ministry of Defence,02/10/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,AGILITY LOGISTICS LIMITED,RG1 2LG,104837,Movement of service personnel,"6,557.39"
Ministry of Defence,Ministry of Defence,08/10/2012,IT and communication services,Central TLB,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,107816,Information technology services,"6,496.80"
Ministry of Defence,Ministry of Defence,16/10/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,112342,Civilian short term detached duty,"6,487.30"
Ministry of Defence,Ministry of Defence,15/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,A & M DEFENCE & MARINE SERVICES LIMITED,BH21 6SP,111154,Equipment support non-project costs,"6,464.64"
Ministry of Defence,Ministry of Defence,30/10/2012,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,BT1 5LR,37015,Cost of other material consumed,"6,460.24"
Ministry of Defence,Defence Support Group,05/10/2012,Direct Agency,Business Stream 2,MPI AVIATION LTD,,10179647,,"6,454.20"
Ministry of Defence,Ministry of Defence,10/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,J+S LTD,EX31 1LY,109156,Equipment support non-project costs,"6,451.20"
Ministry of Defence,Ministry of Defence,24/10/2012,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,KT19 8TY,116155,Spend on Inventory - General,"6,437.26"
Ministry of Defence,Ministry of Defence,19/10/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,113833,Consumption of medical dental and veterinary inventory,"6,419.08"
Ministry of Defence,Ministry of Defence,31/10/2012,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,120198,Consumption of medical dental and veterinary inventory,"6,407.84"
Ministry of Defence,Ministry of Defence,12/10/2012,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,C06 1HD,110287,Consumption of general inventory,"6,377.34"
Ministry of Defence,Ministry of Defence,15/10/2012,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,111258,Cost of other material consumed,"6,369.13"
Ministry of Defence,Ministry of Defence,31/10/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,JOSEPH GLEAVE & SON LTD,M32 0NB,120509,Spend on Inventory - General,"6,364.95"
Ministry of Defence,Ministry of Defence,11/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,110116,Fiscal asset under construction - capital in year addition,"6,349.81"
Ministry of Defence,Ministry of Defence,25/10/2012,Administration,Defence Equipment & Support,ROYAL MAIL GROUP LIMITED,S49 1HQ,117390,General administration,"6,337.65"
Ministry of Defence,British Defence Staff - United States,25/10/2012,Medical treatment & stores and welfare services,Defence Equipment & Support,MERITAIN HEALTH,,322108,Medical-non hospital treatment,"6,334.12"
Ministry of Defence,Ministry of Defence,12/10/2012,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,110611,Estate + facilities management services - accommodation inventory + service,"6,332.26"
Ministry of Defence,Defence Support Group,05/10/2012,Direct Agency,Business Stream 2,MPI AVIATION LTD,,10179804,,"6,320.90"
Ministry of Defence,Ministry of Defence,26/10/2012,Spend on Inventory - General,Land Forces,L WHITAKER SERVICES LIMITED,BB1 2QE,118035,Spend on Inventory - General,"6,319.40"
Ministry of Defence,Ministry of Defence,15/10/2012,Medical treatment & stores and welfare services,Defence Infrastructure Organisation ,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,111516,Medical health services,"6,290.10"
Ministry of Defence,Ministry of Defence,23/10/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,115454,Consumption of medical dental and veterinary inventory,"6,284.85"
Ministry of Defence,Ministry of Defence,26/10/2012,Fuel for military use,Navy Command,HENTY OIL LTD,SW1E 5BH,172573,Cost of ground diesel fuel consumed,"6,274.85"
Ministry of Defence,Ministry of Defence,24/10/2012,"Transportation of personnel, freight and travel expenses",Air Command,MOBILE MINI UK LTD,TS18 3TX,116460,Freight movement costs,"6,266.70"
Ministry of Defence,Ministry of Defence,18/10/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,113262,Medical health services,"6,255.59"
Ministry of Defence,Ministry of Defence,22/10/2012,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,114722,Works - estate management,"6,250.56"
Ministry of Defence,Ministry of Defence,26/10/2012,IT and communication services,Land Forces,AKHTER COMPUTERS PUBLIC LIMITED COMPANY,CM18 7PN,117609,Line + telephone rental including commercial charge for use of radio frequencies,"6,244.78"
Ministry of Defence,Ministry of Defence,11/10/2012,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,110159,Cost of other material consumed,"6,237.03"
Ministry of Defence,Ministry of Defence,09/10/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,108181,Consumption of medical dental and veterinary inventory,"6,213.01"
Ministry of Defence,Ministry of Defence,09/10/2012,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,108267,Cost of other material consumed,"6,211.63"
Ministry of Defence,Ministry of Defence,16/10/2012,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Rent buildings - non civil estate property and married quarter property,"6,210.49"
Ministry of Defence,Ministry of Defence,19/10/2012,Transport hire charges,Joint Forces Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,113884,Transport other operating lease,"6,207.32"
Ministry of Defence,Ministry of Defence,17/10/2012,Spend on Inventory - General,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,112476,Spend on Inventory - General,"6,204.80"
Ministry of Defence,Ministry of Defence,24/10/2012,Estate management,Central TLB,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,116642,Works - estate management,"6,197.92"
Ministry of Defence,Ministry of Defence,25/10/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,116689,Consumption of medical dental and veterinary inventory,"6,193.60"
Ministry of Defence,Ministry of Defence,22/10/2012,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,114674,Consumption of medical dental and veterinary inventory,"6,175.78"
Ministry of Defence,Ministry of Defence,09/10/2012,Estate management,Air Command,QINETIQ LIMITED,PO12 2AG,108655,Estate + facilities management services - accommodation inventory + service,"6,174.00"
Ministry of Defence,Ministry of Defence,16/10/2012,Spend on Inventory - General,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,111970,Spend on Inventory - General,"6,169.36"
Ministry of Defence,Ministry of Defence,03/10/2012,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,105470,Cost of other material consumed,"6,142.99"
Ministry of Defence,Ministry of Defence,08/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,107683,Post design services which are not capitalised,"6,133.32"
Ministry of Defence,Ministry of Defence,31/10/2012,Purchase of inventory and services ,Defence Equipment & Support,SANOFI PASTEUR MSD LTD,SL6 1QP,120669,Consumption of medical dental and veterinary inventory,"6,129.84"
Ministry of Defence,Ministry of Defence,22/10/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,114674,Consumption of medical dental and veterinary inventory,"6,107.13"
Ministry of Defence,Ministry of Defence,01/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,104696,Civilian short term detached duty,"6,089.20"
Ministry of Defence,British Defence Staff - United States,25/10/2012,"Transportation of personnel, freight and travel expenses",Central TLB,INTERSTATE,,322307,RAF permanent posting long term detached duty,"6,060.39"
Ministry of Defence,Defence Support Group,12/10/2012,Direct Agency,Business Stream 2,MPI AVIATION LTD,,10180375,,"6,056.15"
Ministry of Defence,Ministry of Defence,03/10/2012,Spend on Inventory - General,Defence Equipment & Support,STS DEFENCE LIMITED,B64 5QB,105952,Spend on Inventory - General,"6,051.86"
Ministry of Defence,Ministry of Defence,09/10/2012,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,108456,Medical health services,"6,018.61"
Ministry of Defence,Ministry of Defence,03/10/2012,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,105447,Consumption of engineering and technical inventory,"6,018.30"
Ministry of Defence,Ministry of Defence,16/10/2012,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,111946,Consumption of engineering and technical inventory,"6,000.00"
Ministry of Defence,Ministry of Defence,22/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,114848,Equipment support non-project costs,"6,000.00"
Ministry of Defence,Ministry of Defence,25/10/2012,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,116727,Works in aid of disposal,"5,961.43"
Ministry of Defence,Ministry of Defence,16/10/2012,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,111931,Cost of other material consumed,"5,910.52"
Ministry of Defence,Ministry of Defence,19/10/2012,Purchase of inventory and services ,Defence Equipment & Support,PROMETHEUS MEDICAL LTD,HR6 0PW,114452,Consumption of medical dental and veterinary inventory,"5,886.90"
Ministry of Defence,Ministry of Defence,25/10/2012,Spend on Inventory - General,Air Command,BUNZL UK LIMITED,KT19 8TY,116795,Spend on Inventory - General,"5,885.89"
Ministry of Defence,Ministry of Defence,05/10/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,107535,Cost of other material consumed,"5,867.39"
Ministry of Defence,Ministry of Defence,24/10/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,BUNZL UK LIMITED,KT19 8TY,116155,Spend on Inventory - General,"5,843.36"
Ministry of Defence,Ministry of Defence,08/10/2012,Purchase of inventory and services ,Joint Forces Command,XMA LTD,NG11 7EP,108169,Cost of other material consumed,"5,782.93"
Ministry of Defence,Ministry of Defence,25/10/2012,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,116851,Capital grant in aid for the purchase of non-current assets for the Council of Reserve Forces and Cadet association,"5,772.44"
Ministry of Defence,Ministry of Defence,17/10/2012,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,112638,Freight movement costs,"5,755.84"
Ministry of Defence,Ministry of Defence,22/10/2012,Payment of utilities,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,114833,Utilities consumed - electricity,"5,752.87"
Ministry of Defence,Ministry of Defence,03/10/2012,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,105447,Consumption of engineering and technical inventory,"5,745.38"
Ministry of Defence,Ministry of Defence,01/10/2012,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,104827,Cost of other material consumed,"5,732.60"
Ministry of Defence,Ministry of Defence,18/10/2012,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,113218,Cost of other material consumed,"5,723.38"
Ministry of Defence,Ministry of Defence,26/10/2012,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,118414,Cost of other material consumed,"5,718.79"
Ministry of Defence,Ministry of Defence,30/10/2012,Spend on Inventory - General,Navy Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,119522,Spend on Inventory - General,"5,706.72"
Ministry of Defence,Ministry of Defence,16/10/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,112342,Military short term detached duty,"5,640.00"
Ministry of Defence,Ministry of Defence,12/10/2012,Purchase of inventory and services ,Land Forces,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,110580,Cost of other material consumed,"5,622.95"
Ministry of Defence,Ministry of Defence,01/10/2012,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,104827,Cost of other material consumed,"5,622.64"
Ministry of Defence,Ministry of Defence,29/10/2012,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,119419,Cost of other material consumed,"5,595.13"
Ministry of Defence,Ministry of Defence,10/10/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,108816,Consumption of medical dental and veterinary inventory,"5,588.23"
Ministry of Defence,Ministry of Defence,12/10/2012,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,110255,Cost of other material consumed,"5,512.83"
Ministry of Defence,Ministry of Defence,01/10/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,104696,Civilian short term detached duty,"5,508.80"
Ministry of Defence,Ministry of Defence,24/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,THALES UK LIMITED,RH10 9HA,116614,Equipment support non-project costs,"5,501.86"
Ministry of Defence,Ministry of Defence,08/10/2012,Fuel for military use,Defence Equipment & Support,HARVEST ENERGY LIMITED,W1G 0PU,107799,Cost of ground diesel fuel consumed,"5,498.40"
Ministry of Defence,Ministry of Defence,18/10/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,113445,Medical health services,"5,494.67"
Ministry of Defence,Ministry of Defence,08/10/2012,Purchase of inventory and services ,Joint Forces Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,107671,Cost of other material consumed,"5,477.91"
Ministry of Defence,Ministry of Defence,22/10/2012,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,115446,Cost of other material consumed,"5,472.31"
Ministry of Defence,Ministry of Defence,12/10/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,110170,Consumption of medical dental and veterinary inventory,"5,464.76"
Ministry of Defence,Ministry of Defence,08/10/2012,"Transportation of personnel, freight and travel expenses",Joint Forces Command,DSV AIR & SEA LIMITED,M22 4NY,107752,Freight movement costs,"5,445.64"
Ministry of Defence,Ministry of Defence,22/10/2012,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,114722,Works - estate management,"5,440.94"
Ministry of Defence,Ministry of Defence,31/10/2012,Food and clothing,Navy Command,COTSWOLD OUTDOOR LTD,SN16 9SH,120343,Cost of purchasing and repairing clothing,"5,424.39"
Ministry of Defence,Ministry of Defence,04/10/2012,Spend on Inventory - General,Defence Equipment & Support,GARDNER DENVER LIMITED,B98 0DS,106403,Spend on Inventory - General,"5,415.05"
Ministry of Defence,Ministry of Defence,09/10/2012,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,108317,Research and development incurred on projects with defence science and technology laboratory,"5,414.41"
Ministry of Defence,Ministry of Defence,15/10/2012,IT and communication services,Land Forces,SPECIALIST COMPUTER CENTRES PLC,B11 2LE,111779,Computer equipment costing below the capitalisation threshold,"5,387.37"
Ministry of Defence,Ministry of Defence,30/10/2012,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,119485,Cost of other material consumed,"5,370.19"
Ministry of Defence,Ministry of Defence,19/10/2012,Estate management,Land Forces,SODEXO LTD,M50 0AL,114523,Estate + facilities management services - accommodation inventory + service,"5,359.41"
Ministry of Defence,Ministry of Defence,02/10/2012,IT and communication services,Air Command,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,DL1 9HN,104905,Operating lease IT and communications,"5,329.53"
