Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description, Total 
Ministry of Defence,Ministry of Defence,19/10/2012,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,114309,Estate core services charge,"1,964,276.15"
Ministry of Defence,Ministry of Defence,04/10/2012,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,106650,Cost of food purchases,"1,956,495.81"
Ministry of Defence,Ministry of Defence,04/10/2012,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,106214,Works - estate management,"1,809,137.58"
Ministry of Defence,Ministry of Defence,25/10/2012,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,116815,Works - estate management,"1,785,238.63"
Ministry of Defence,Ministry of Defence,16/10/2012,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,112004,Property non dwellings private finance initiative - service concession arrangement service charge,"1,777,363.13"
Ministry of Defence,Ministry of Defence,08/10/2012,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,107762,Utilities consumed - electricity,"1,763,200.09"
Ministry of Defence,Ministry of Defence,15/10/2012,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,111300,Estate core services charge,"1,759,648.33"
Ministry of Defence,Ministry of Defence,01/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,104231,Equipment support non-project costs,"1,718,446.00"
Ministry of Defence,Ministry of Defence,12/10/2012,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,110515,Utilities consumed - electricity,"1,703,153.55"
Ministry of Defence,Ministry of Defence,23/10/2012,Rent and rates,Defence Infrastructure Organisation ,WEST BERKSHIRE DISTRICT COUNCIL,RG14 5LD,116040,Rent buildings - non civil estate property and married quarter property,"1,700,854.20"
Ministry of Defence,Defence Science and Technology Laboratory,19/10/2012,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000146611 - 00146377,,"1,682,806.58"
Ministry of Defence,Ministry of Defence,15/10/2012,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,111256,Works - estate management,"1,659,468.91"
Ministry of Defence,Ministry of Defence,01/10/2012,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,104745,Estate + facilities management services - accommodation inventory + service,"1,610,512.83"
Ministry of Defence,Ministry of Defence,19/10/2012,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,114512,Equipment support non-project costs,"1,586,882.45"
Ministry of Defence,Ministry of Defence,17/10/2012,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,112516,Transport fighting equipment operating lease,"1,582,421.58"
Ministry of Defence,Ministry of Defence,22/10/2012,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000086021,Works services - excluding United States forces/NATO + married quarters,"1,528,402.34"
Ministry of Defence,Ministry of Defence,12/10/2012,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,110899,Cost of food purchases,"1,526,348.44"
Ministry of Defence,Ministry of Defence,18/10/2012,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,113291,Utilities consumed - gas,"1,497,769.46"
Ministry of Defence,Ministry of Defence,01/10/2012,Medical treatment & stores and welfare services,Joint Forces Command,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,104808,Medical health services,"1,490,043.00"
Ministry of Defence,Ministry of Defence,25/10/2012,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,117368,Cost of food purchases,"1,481,795.72"
Ministry of Defence,Ministry of Defence,18/10/2012,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,113648,Cost of food purchases,"1,467,670.33"
Ministry of Defence,Ministry of Defence,04/10/2012,Property leases,Defence Infrastructure Organisation ,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,106387,Property dwellings private finance initiative - service concession arrangement service charge,"1,429,690.54"
Ministry of Defence,Ministry of Defence,26/10/2012,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,118263,Fees for professional services excluding legal fees,"1,427,155.49"
Ministry of Defence,Ministry of Defence,08/10/2012,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,107816,Information technology services,"1,412,996.09"
Ministry of Defence,Ministry of Defence,15/10/2012,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,111429,Utilities consumed - electricity,"1,339,211.68"
Ministry of Defence,Ministry of Defence,22/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLION CONSTRUCTION LIMITED,WV1 4HY,114804,Fiscal asset under construction - capital in year addition,"1,291,883.40"
Ministry of Defence,Ministry of Defence,24/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,116093,Fiscal asset under construction - capital in year addition,"1,284,766.28"
Ministry of Defence,Ministry of Defence,01/10/2012,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,104282,Works - estate management,"1,198,300.43"
Ministry of Defence,Ministry of Defence,19/10/2012,Spend on Inventory - General,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,113845,Spend on Inventory - General,"1,161,346.06"
Ministry of Defence,Ministry of Defence,09/10/2012,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,108401,Utilities consumed - electricity,"1,112,595.95"
Ministry of Defence,Ministry of Defence,01/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS MARINE LTD,GU14 6YU,104238,Equipment support non-project costs,"1,106,541.00"
Ministry of Defence,Ministry of Defence,16/10/2012,Medical treatment & stores and welfare services,Land Forces,SSAFA GSTT CARE LLP,SE1 2LP,112400,Medical health services,"1,103,024.29"
Ministry of Defence,Ministry of Defence,16/10/2012,Fees for professional services,Joint Forces Command,CRANFIELD UNIVERSITY,MK43 0AL,111992,Fees for professional services excluding legal fees,"1,090,367.34"
Ministry of Defence,Ministry of Defence,24/10/2012,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,116457,Property non dwellings private finance initiative - service concession arrangement service charge,"1,038,287.46"
Ministry of Defence,Ministry of Defence,16/10/2012,Spend on Inventory - General,Defence Equipment & Support,EUROCOPTER,,5000085742,Spend on Inventory - General,"1,017,580.00"
Ministry of Defence,Ministry of Defence,10/10/2012,Transport hire charges,Land Forces,BUSVERKEHR OSTWESTFALEN GMBH,,5000085464,Transport other hire charge,"1,004,556.07"
Ministry of Defence,Ministry of Defence,09/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,108190,Movement of service personnel,"999,775.42"
Ministry of Defence,Ministry of Defence,01/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,104196,Movement of service personnel,"999,210.41"
Ministry of Defence,Ministry of Defence,04/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,106214,Fiscal asset under construction - capital in year addition,"984,449.39"
Ministry of Defence,Ministry of Defence,12/10/2012,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,110991,Estate + facilities management services - accommodation inventory + service,"972,038.97"
Ministry of Defence,Ministry of Defence,24/10/2012,Fees for professional services,Central TLB,SERCO LIMITED,RG27 9UY,116569,Fees for professional services excluding legal fees,"966,504.00"
Ministry of Defence,Ministry of Defence,08/10/2012,IT and communication services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,107814,IT and communications private finance initiative - service concession arrangements service charge,"952,839.00"
Ministry of Defence,Ministry of Defence,19/10/2012,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,113976,Utilities consumed - gas,"950,325.04"
Ministry of Defence,Ministry of Defence,03/10/2012,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,105909,Operating costs grant in aid to the Royal Hospital Chelsea,"939,667.00"
Ministry of Defence,Ministry of Defence,01/10/2012,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,104745,Cost of food services,"932,197.44"
Ministry of Defence,Ministry of Defence,10/10/2012,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,109076,Utilities consumed - electricity,"905,626.44"
Ministry of Defence,Ministry of Defence,11/10/2012,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,109759,Utilities consumed - electricity,"897,623.57"
Ministry of Defence,Ministry of Defence,25/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,116815,Fiscal asset under construction - capital in year addition,"892,619.32"
Ministry of Defence,Ministry of Defence,02/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,104837,Movement of service personnel,"892,379.25"
Ministry of Defence,Ministry of Defence,18/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,113650,Equipment support project costs,"880,805.40"
Ministry of Defence,Ministry of Defence,01/10/2012,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,104802,Works - estate management,"864,371.33"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000146216 - 00145747,,"858,292.58"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Sub Contracted Work,Programme Office,QINETIQ LIMITED,,V - 9000146795 - 00144325,,"850,150.00"
Ministry of Defence,Ministry of Defence,05/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,106890,Equipment support non-project costs,"841,984.00"
Ministry of Defence,Ministry of Defence,30/10/2012,Transport hire charges,Land Forces,RYDER DEUTSCHLAND GMBH,,5000086501,Transport other operating lease,"808,711.99"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000146763 - 00147286,,"806,211.02"
Ministry of Defence,Ministry of Defence,31/10/2012,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,GU21 6DB,120306,Information technology services,"802,476.70"
Ministry of Defence,Ministry of Defence,18/10/2012,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,113205,External military training ,"801,740.69"
Ministry of Defence,Ministry of Defence,01/10/2012,Service and civilian recruitment,Air Command,GROUPM UK LIMITED,WC1X 8RX,104531,Service recruitment excluding recruitment related external assistance,"798,376.18"
Ministry of Defence,Ministry of Defence,25/10/2012,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,116727,Property dwellings private finance initiative - service concession arrangement service charge,"785,242.73"
Ministry of Defence,Ministry of Defence,11/10/2012,Spend on Inventory - General,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,109986,Spend on Inventory - General,"780,698.06"
Ministry of Defence,Ministry of Defence,12/10/2012,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000085639,Works services - excluding United States forces/NATO + married quarters,"775,894.01"
Ministry of Defence,Ministry of Defence,01/10/2012,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,GU21 6DB,104279,Information technology services,"759,448.00"
Ministry of Defence,Ministry of Defence,04/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,SEFA CONTRACTORS JV,,3000008357,Fiscal asset under construction - capital in year addition,"759,439.64"
Ministry of Defence,Ministry of Defence,05/10/2012,Estate management,Defence Infrastructure Organisation ,VT FLAGSHIP LTD,PO6 4PR,107515,Estate + facilities management services - accommodation inventory + service,"751,821.38"
Ministry of Defence,Ministry of Defence,17/10/2012,Property leases,Defence Infrastructure Organisation ,TRICOMM HOUSING LIMITED,EH3 7HL,113109,Property dwellings private finance initiative - service concession arrangement service charge,"741,325.71"
Ministry of Defence,Ministry of Defence,24/10/2012,Fees for professional services,Central TLB,CABINET OFFICE,CF14 3UW,2E+11,Fees for professional services excluding legal fees,"740,031.90"
Ministry of Defence,Ministry of Defence,11/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,POLAR SHIP INVEST II AS,N5809,3000008390,Equipment support non-project costs,"736,250.00"
Ministry of Defence,Ministry of Defence,25/10/2012,Rental of plant and machinery,Defence Equipment & Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,116779,Plant + machinery private finance initiative - service concession arrangements service charge,"731,254.19"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Sub Contracted Research,Programme Office,IBM UNITED KINGDOM LIMITED,,V - 9000146714 - 00145761,,"726,763.26"
Ministry of Defence,Ministry of Defence,12/10/2012,Purchase of buildings and military equipment ,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3LS,110253,Fiscal asset under construction - capital in year addition,"725,404.80"
Ministry of Defence,Ministry of Defence,03/10/2012,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,105928,Works - estate management,"725,387.29"
Ministry of Defence,Ministry of Defence,30/10/2012,Output VAT Payment,Defence Infrastructure Services - Security Services Group,HMRC VAT,SS99 1AA,AP071213001,Output VAT Payment,"725,086.23"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000146763 - 00147288,,"722,430.08"
Ministry of Defence,Ministry of Defence,03/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,HENRY BROTHERS (MAGHERAFELT)LIMITED,BT45 6HJ,36745,Fiscal asset under construction - capital in year addition,"714,501.60"
Ministry of Defence,Ministry of Defence,03/10/2012,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,105404,Property dwellings private finance initiative - service concession arrangement service charge,"711,563.62"
Ministry of Defence,Ministry of Defence,26/10/2012,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,118011,Works services - excluding United States forces/NATO + married quarters,"710,235.72"
Ministry of Defence,Ministry of Defence,04/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,106090,Equipment support non-project costs,"709,552.64"
Ministry of Defence,Ministry of Defence,30/10/2012,Rent and rates,Defence Infrastructure Organisation ,WILTSHIRE COUNCIL,BA14 4DS,120174,Rent buildings - non civil estate property and married quarter property,"709,170.10"
Ministry of Defence,Ministry of Defence,29/10/2012,Spend on Inventory - General,Defence Equipment & Support,EVEREST VIT (UK) LIMITED,CV4 8AF,118856,Spend on Inventory - General,"706,742.40"
Ministry of Defence,Ministry of Defence,11/10/2012,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,110033,Operating costs grant in aid to the royal navy marine society and sea cadets.,"705,591.00"
Ministry of Defence,Ministry of Defence,29/10/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,THE MAERSK COMPANY LTD,NE1 2HJ,119333,Raw materials and consumable marine fuel inventory purchased,"698,450.00"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000146796 - 00147247,,"688,368.43"
Ministry of Defence,Ministry of Defence,02/10/2012,Purchase of inventory and services ,Joint Forces Command,GIB OIL LIMITED,,3000008349,Consumption of oils and lubricants inventory,"677,283.78"
Ministry of Defence,Ministry of Defence,11/10/2012,Spend on Inventory - General,Defence Equipment & Support,LINCAD LIMITED,GU12 5QF,109845,Spend on Inventory - General,"666,265.92"
Ministry of Defence,Ministry of Defence,03/10/2012,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,105928,Estate + facilities management services - accommodation inventory + service,"663,485.33"
Ministry of Defence,Ministry of Defence,09/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,POWERFIELD LIMITED,CW7 2JZ,108648,Equipment support project costs,"651,900.29"
Ministry of Defence,Ministry of Defence,24/10/2012,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,116569,Works - estate management,"626,203.45"
Ministry of Defence,Ministry of Defence,24/10/2012,IT and communication services,Defence Equipment & Support,LOGICA UK LIMITED,CF31 9AP,116427,Information technology services,"622,442.53"
Ministry of Defence,Ministry of Defence,17/10/2012,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11064,Monthly GPC payment,"607,808.96"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Sub Contracted Research,Programme Office,MBDA FRANCE S.A.S.,,V - 0000002310 - 00145939,,"607,176.00"
Ministry of Defence,Ministry of Defence,10/10/2012,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,CY1399,5000085474,Utilities consumed - electricity,"607,117.79"
Ministry of Defence,Ministry of Defence,24/10/2012,Purchase of buildings and military equipment ,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,116531,Single use military equipment asset under construction - capital in year addition,"596,019.60"
Ministry of Defence,Ministry of Defence,23/10/2012,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,115728,Estate + facilities management services - accommodation inventory + service,"593,266.59"
Ministry of Defence,Ministry of Defence,24/10/2012,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,116221,Research and development incurred on projects with defence science and technology laboratory,"591,740.30"
Ministry of Defence,Ministry of Defence,10/10/2012,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,109078,Cost of food services,"587,075.58"
Ministry of Defence,Ministry of Defence,25/10/2012,Purchase of inventory and services ,Joint Forces Command,GIB OIL LIMITED,,3000008441,Consumption of oils and lubricants inventory,"586,741.25"
Ministry of Defence,Ministry of Defence,17/10/2012,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,113106,Utilities consumed - gas,"583,835.82"
Ministry of Defence,Defence Science and Technology Laboratory,12/10/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000146431 - 00145667,,"583,034.65"
Ministry of Defence,Ministry of Defence,04/10/2012,Estate management,Defence Infrastructure Organisation ,VOLKER STEVIN LIMITED,EN11 9BX,106841,Works - estate management,"582,280.00"
Ministry of Defence,Ministry of Defence,26/10/2012,Estate management,Defence Infrastructure Organisation ,VOLKER STEVIN LIMITED,EN11 9BX,118382,Works - estate management,"582,280.00"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000146721 - 00143682,,"577,232.13"
Ministry of Defence,Ministry of Defence,11/10/2012,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,109620,Fees for professional services excluding legal fees,"575,743.87"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000146244 - 00145409,,"574,868.00"
Ministry of Defence,Ministry of Defence,08/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,107683,Equipment support project costs,"570,403.42"
Ministry of Defence,Ministry of Defence,31/10/2012,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,120353,Works - estate management,"567,835.92"
Ministry of Defence,Ministry of Defence,03/10/2012,Design services and minor equipment purchases,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,105928,Equipment support non-project costs,"561,209.07"
Ministry of Defence,Ministry of Defence,08/10/2012,Externally delivered education and training,Defence Infrastructure Organisation ,WEHRBEREICHSVERWALTUNG,,5000085392,External military training ,"560,000.00"
Ministry of Defence,Ministry of Defence,02/10/2012,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,105097,Estate + facilities management services - accommodation inventory + service,"556,413.96"
Ministry of Defence,Ministry of Defence,25/10/2012,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,117513,Works - estate management,"551,835.73"
Ministry of Defence,Ministry of Defence,30/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,119441,Movement of service personnel,"550,068.08"
Ministry of Defence,Ministry of Defence,26/10/2012,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,117726,Cost of food services,"536,711.18"
Ministry of Defence,Ministry of Defence,12/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,110304,Fiscal asset under construction - capital in year addition,"532,705.27"
Ministry of Defence,Ministry of Defence,08/10/2012,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,107582,External military training ,"531,635.88"
Ministry of Defence,Ministry of Defence,08/10/2012,Fuel for military use,Land Forces,HARVEST ENERGY LIMITED,W1G 0PU,107799,Cost of ground diesel fuel consumed,"525,654.28"
Ministry of Defence,Ministry of Defence,16/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,EUROCOPTER,,5000085742,Equipment support project costs,"524,658.40"
