Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,01/08/2012,Travel and Subsistence Account,Finance & Procurement,REDFERN TRAVEL LIMITED,,Small,,5106181835,GPS Charge,BD1 3AZ,207.01,
Communities & Local Government,PINS,01/08/2012,Travel and Subsistence Account,Finance & Procurement,REDFERN TRAVEL LIMITED,,Small,,5106181835,Service Charge June 2012,BD1 3AZ,202.32,
Communities & Local Government,PINS,02/08/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106181739,Agency Staff x 3 for 6 months,SW20 0BA,493.32,
Communities & Local Government,PINS,02/08/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106181740,Agency Staff x 3 for 6 months,SW20 0BA,509.65,
Communities & Local Government,PINS,02/08/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106181742,Agency Staff x 3 for 6 months,SW20 0BA,483.52,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,ANDREW DALE,,Not assigned,,2100001902,#,DE23 8DP,"4,928.00",
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,ANDREW DALE,,Not assigned,,2100001902,#,DE23 8DP,792.22,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,E C PLANNING & CONSERVATION,,Micro,,2100001904,#,NG9 1AQ,616.00,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,E C PLANNING & CONSERVATION,,Micro,,2100001904,#,NG9 1AQ,83.40,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,JDA DEVELOPMENT & PLANNING SERVICE,,Micro,,2100001901,#,TA14 6PT,"1,792.00",
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,JDA DEVELOPMENT & PLANNING SERVICE,,Micro,,2100001901,#,TA14 6PT,398.80,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,MR D KAISERMAN,,Micro,,2100001903,#,SK9 1QZ,"1,260.00",
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,MR D KAISERMAN,,Micro,,2100001903,#,SK9 1QZ,50.55,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,MR R J MAILE,,Micro,,2100001897,#,BN11 1QG,"4,704.00",
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,MR R J MAILE,,Micro,,2100001897,#,BN11 1QG,236.10,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100001905,#,S10 2NQ,"1,316.00",
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100001905,#,S10 2NQ,170.99,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,TOWN PLANNING CONS SERVICE,,Micro,,2100001891,#,BR2 0SA,"1,120.00",
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,TOWN PLANNING CONS SERVICE,,Micro,,2100001891,#,BR2 0SA,97.20,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,W D M PLANNING LTD,,Micro,,2100001894,#,RG12 9YL,840.00,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,W D M PLANNING LTD,,Micro,,2100001894,#,RG12 9YL,27.45,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Fees Planning,W D M PLANNING LTD,,Micro,,2100001895,#,RG12 9YL,560.00,
Communities & Local Government,PINS,02/08/2012,NSI Fees & Expenses,NSI Expenses Planning,W D M PLANNING LTD,,Micro,,2100001895,#,RG12 9YL,80.55,
Communities & Local Government,PINS,03/08/2012,Cmmunication Telecom Costs,Estates,DCLG,,Public Bodies,,5106181887,Additional 80 x category 5e patch leads,HP2 4XN,192.00,
Communities & Local Government,PINS,03/08/2012,Cmmunication Telecom Costs,Estates,DCLG,,Public Bodies,,5106181887,Additional installation time on 01/04/12,HP2 4XN,"1,632.00",
Communities & Local Government,PINS,03/08/2012,Courier Services,Estates,CITY LINK,,Large,,5106181904,City Link Postage,WA4 4SN,"1,621.14",
Communities & Local Government,PINS,03/08/2012,IT Maintenance,ICT,GETRONICS UK LTD,,Large,,5106181902,CISCO Maintenance - Apr 2012 - Jun 2012,GU14 0NL,"6,759.26",
Communities & Local Government,PINS,03/08/2012,IT Maintenance,ICT,GETRONICS UK LTD,,Large,,5106181902,CISCO Maintenance - Jul 2012 - Sep 2012,GU14 0NL,"6,759.26",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100001912,#,SO19 7GU,"1,848.00",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100001912,#,SO19 7GU,62.10,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Planning,DESIGN 2,,Micro,,2100001893,#,PO19 1BA,"1,512.00",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Planning,DESIGN 2,,Micro,,2100001893,#,PO19 1BA,266.94,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR JIM QUAIFE,,Not assigned,,2100001907,#,TN16 1SL,"1,626.24",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR JIM QUAIFE,,Not assigned,,2100001907,#,TN16 1SL,83.70,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR K RUSHFORTH,,Micro,,2100001914,#,EX15 3NL,"3,104.64",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR K RUSHFORTH,,Micro,,2100001914,#,EX15 3NL,106.02,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Planning,NJL SOLUTIONS LTD,,Micro,,2100001945,#,TW11 8AZ,"1,142.40",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Planning,NJL SOLUTIONS LTD,,Micro,,2100001945,#,TW11 8AZ,23.34,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Planning,NJL SOLUTIONS LTD,,Micro,,2100001946,#,TW11 8AZ,"1,142.40",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Planning,NJL SOLUTIONS LTD,,Micro,,2100001946,#,TW11 8AZ,35.70,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Planning,NJL SOLUTIONS LTD,,Micro,,2100001947,#,TW11 8AZ,"1,142.40",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Planning,NJL SOLUTIONS LTD,,Micro,,2100001947,#,TW11 8AZ,26.15,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Planning,NJL SOLUTIONS LTD,,Micro,,2100001948,#,TW11 8AZ,856.80,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Planning,NJL SOLUTIONS LTD,,Micro,,2100001948,#,TW11 8AZ,66.53,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Planning,NJL SOLUTIONS LTD,,Micro,,2100001949,#,TW11 8AZ,"1,142.40",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Planning,NJL SOLUTIONS LTD,,Micro,,2100001949,#,TW11 8AZ,26.16,
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100001913,#,LE9 9FL,"2,291.52",
Communities & Local Government,PINS,03/08/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100001913,#,LE9 9FL,412.08,
Communities & Local Government,PINS,03/08/2012,Physical Storage,Admin Support,TNT UK LTD,,Large,,5106181381,File storage & associated costs,DE11 1EG,"2,503.46",
Communities & Local Government,PINS,03/08/2012,Steady State Service Provision,Human Resources,MY CSP LTD,,Large,,5106181911,Service Charge - PINS VES,LS2 7UA,400.00,
Communities & Local Government,PINS,03/08/2012,Vehicle hire,Group Managers,ENTERPRISE RENT A CAR,,Large,,5106181917,Car Hire - June 2012 Group Managers,SO23 0LD,"1,076.76",
Communities & Local Government,PINS,03/08/2012,Vehicle hire,Inspector Costs,ENTERPRISE RENT A CAR,,Large,,5106181917,Car Hire - June 2012 Inspector Costs,SO23 0LD,"4,358.71",
Communities & Local Government,PINS,03/08/2012,Vehicle hire,ROW,ENTERPRISE RENT A CAR,,Large,,5106181917,Car Hire - June 2012 ROW,SO23 0LD,158.26,
Communities & Local Government,PINS,03/08/2012,Vehicle hire,ROW New Work,ENTERPRISE RENT A CAR,,Large,,5106181917,Car Hire - June 2012 ROW New Work,SO23 0LD,120.97,
Communities & Local Government,PINS,03/08/2012,Vehicle hire,Energy,ENTERPRISE RENT A CAR,,Large,,5106181917,Car Hire - June 2012 Energy,SO23 0LD,174.82,
Communities & Local Government,PINS,03/08/2012,Vehicle hire,"Transport, Water and Waste",ENTERPRISE RENT A CAR,,Large,,5106181917,"Car Hire - June 2012 Trans, Water, Waste",SO23 0LD,428.34,
Communities & Local Government,PINS,03/08/2012,Vehicle hire,Environmental,ENTERPRISE RENT A CAR,,Large,,5106181917,Car Hire - June 2012 Environmental,SO23 0LD,75.66,
Communities & Local Government,PINS,03/08/2012,Vehicle hire,Wales Director,ENTERPRISE RENT A CAR,,Large,,5106181917,Car Hire - June 2012 Wales,SO23 0LD,831.25,
Communities & Local Government,PINS,06/08/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106181938,Extension 09/07/12 - 31/12/12,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,06/08/2012,Agency Staff,Energy,GALLOIS GEOLOGICAL CONSULTANCY,,Micro,,5106181926,Geological Advice for PINS,EX4 5ER,"2,635.40",
Communities & Local Government,PINS,06/08/2012,Legal Fees,IPC (agreed pre-integration),LONDON PENSIONS FUND AUTHORITY,,Data Not Provided,,5106181933,"FRS17 Report, Valuation & staffing costs",EC3N 4LP,"2,328.00",
Communities & Local Government,PINS,06/08/2012,NSI Fees & Expenses,NSI Fees Planning,NJL SOLUTIONS LTD,,Micro,,2100001954,#,TW11 8AZ,"1,142.40",
Communities & Local Government,PINS,06/08/2012,NSI Fees & Expenses,NSI Expenses Planning,NJL SOLUTIONS LTD,,Micro,,2100001954,#,TW11 8AZ,101.69,
Communities & Local Government,PINS,06/08/2012,NSI Fees & Expenses,NSI Fees Planning,NJL SOLUTIONS LTD,,Micro,,2100001955,#,TW11 8AZ,"1,142.40",
Communities & Local Government,PINS,06/08/2012,NSI Fees & Expenses,NSI Expenses Planning,NJL SOLUTIONS LTD,,Micro,,2100001955,#,TW11 8AZ,68.22,
Communities & Local Government,PINS,06/08/2012,Physical Storage,Admin Support,TNT UK LTD,,Large,,5106181937,File storage & associated costs,DE11 1EG,"4,452.70",
Communities & Local Government,PINS,06/08/2012,Vehicle hire,Admin Support,ENTERPRISE RENT-A-CAR,,Large,,5106181946,Damage to the Hire Car Payment,TW20 8RX,536.53,
Communities & Local Government,PINS,07/08/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106181976,Agency Staff x 3 for 6 months,SW20 0BA,486.78,
Communities & Local Government,PINS,07/08/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106181977,Agency Staff x 3 for 6 months,SW20 0BA,506.39,
Communities & Local Government,PINS,07/08/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106181978,Agency Staff x 3 for 6 months,SW20 0BA,483.52,
Communities & Local Government,PINS,07/08/2012,Courier Services,Wales Director,ROYAL MAIL,,Large,,5106181967,Post & Courier Services,S49 1HQ,582.90,
Communities & Local Government,PINS,07/08/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106181980,Post & Courier Services,S49 1HQ,"2,527.17",
Communities & Local Government,PINS,07/08/2012,Mobile phone costs,ICT,ORANGE (AIRTIME/LINE RENTAL),,Large,,5106181993,Mobile Phone Charges,S99 6LU,"1,102.27",
Communities & Local Government,PINS,07/08/2012,Publications,Communications,DURRANTS LTD,,Large,,5106181969,Press Cutting Services,EC1Y 8QE,524.52,
Communities & Local Government,PINS,07/08/2012,Restaurant and Supplies,Group Managers,EUREST,,Large,,5106181959,Catering Services - Internal Meetings,B45 9PZ,423.34,
Communities & Local Government,PINS,07/08/2012,Restaurant and Supplies,"Transport, Water and Waste",EUREST,,Large,,5106181959,Catering Services - Internal Meetings,B45 9PZ,19.00,
Communities & Local Government,PINS,07/08/2012,Restaurant and Supplies,Inspector Costs,EUREST,,Large,,5106181983,Catering Services - Internal Meetings,B45 9PZ,215.28,
Communities & Local Government,PINS,07/08/2012,Restaurant and Supplies,National Infrastructure Director,EUREST,,Large,,5106181983,Catering Services - Internal Meetings,B45 9PZ,26.17,
Communities & Local Government,PINS,07/08/2012,Steady State Service Provision,Human Resources,LOGICA IT SERVICES UK LTD,,Large,,5106181960,Payroll Services,CF31 9AP,"4,080.70",
Communities & Local Government,PINS,07/08/2012,Steady State Service Provision,Human Resources,LOGICA IT SERVICES UK LTD,,Large,,5106181984,Payroll Services,CF31 9AP,439.16,
Communities & Local Government,PINS,08/08/2012,NSI Fees & Expenses,NSI Fees Planning,MR R J MAILE,,Micro,,2100002005,#,BN11 1QG,"3,024.00",
Communities & Local Government,PINS,08/08/2012,NSI Fees & Expenses,NSI Expenses Planning,MR R J MAILE,,Micro,,2100002005,#,BN11 1QG,187.95,
Communities & Local Government,PINS,08/08/2012,NSI Fees & Expenses,NSI Fees Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100002006,#,PL14 6AF,"2,116.80",
Communities & Local Government,PINS,08/08/2012,NSI Fees & Expenses,NSI Expenses Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100002006,#,PL14 6AF,391.02,
Communities & Local Government,PINS,09/08/2012,"Furniture, Fittings and carpets",Change & Secretariat,OTS BACS VENDOR,,Not assigned,,2100002013,1019969 C3imaging,#,"1,584.00",
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100001985,#,HG4 1HZ,"1,008.00",
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Expenses Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100001985,#,HG4 1HZ,123.30,
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100001986,#,HG4 1HZ,"1,008.00",
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Expenses Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100001986,#,HG4 1HZ,138.42,
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100001987,#,HG4 1HZ,"1,008.00",
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Fees Planning,GRESTY LAND AGENCY LTD,,Micro,,2100002009,#,PE9 4EF,980.00,
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Expenses Planning,GRESTY LAND AGENCY LTD,,Micro,,2100002009,#,PE9 4EF,101.40,
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR B J UNWIN,,Micro,,2100002018,#,GL20 6BD,"2,143.68",
Communities & Local Government,PINS,09/08/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR B J UNWIN,,Micro,,2100002018,#,GL20 6BD,159.84,
Communities & Local Government,PINS,09/08/2012,Training,Inspector Costs,MARY KANE,,Data Not Provided,,5106182082,PINS Inspector Training,TN22 3JL,"1,470.05",
Communities & Local Government,PINS,09/08/2012,Training,Inspector Costs,STUART VERNON,,Micro,,5106182059,PINS Inspector Training,TW1 1LE,"1,344.85",
Communities & Local Government,PINS,10/08/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106182132,Extension 09/07/12 - 31/12/12,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Fees Planning,CARBROOK ASSOCIATES,,Micro,,2100002021,#,M32 8PN,"2,884.00",
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Expenses Planning,CARBROOK ASSOCIATES,,Micro,,2100002021,#,M32 8PN,280.45,
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Fees Planning,FITZSIMON PLANNING & DEVELOPMENT,,Micro,,2100002037,#,CH7 5NL,"3,292.80",
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100002024,#,M33 6RG,"3,964.80",
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100002024,#,M33 6RG,546.30,
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Fees Infrastructure,JIM CLAYDON LIMITED,,Micro,,2100002045,#,TA3 5JL,"4,725.00",
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Expenses Infrastructure,JIM CLAYDON LIMITED,,Micro,,2100002045,#,TA3 5JL,204.80,
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Fees Planning,K2,,Small,,2100002043,#,DN36 5QS,"4,704.00",
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Expenses Planning,K2,,Small,,2100002043,#,DN36 5QS,535.85,
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Micro,,2100002046,#,NE3 4JR,"2,184.00",
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Micro,,2100002046,#,NE3 4JR,213.55,
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100002044,#,S10 2NQ,994.00,
Communities & Local Government,PINS,10/08/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100002044,#,S10 2NQ,80.70,
Communities & Local Government,PINS,10/08/2012,Training,Inspector Costs,OTS BACS VENDOR,,Not assigned,,2100002040,K MacDonald July Invoice,#,"2,529.20",
Communities & Local Government,PINS,10/08/2012,Training,ICT,QA-IQ LTD,,Data Not Provided,,5106181975,Prince 2 Foundation & Practitioner,SN5 7WZ,"1,755.00",
Communities & Local Government,PINS,13/08/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106181979,Agency Staff x 2 for 3 months,SW20 0BA,470.45,
Communities & Local Government,PINS,13/08/2012,Electricity,Estates,EDF ENERGY 1 LIMITED,,Large,,5106182183,Electricity for TQH 01/04/12-31/03/13,PL3 5XQ,760.08,
Communities & Local Government,PINS,14/08/2012,Courier Services,Estates,CITY LINK,,Large,,5106182188,City Link Postage,WA4 4SN,"1,485.96",
Communities & Local Government,PINS,14/08/2012,Courier Services,Estates,CITY LINK,,Large,,5106182231,PINS Courier Services,WA4 4SN,"1,485.52",
Communities & Local Government,PINS,14/08/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106182201,PINS Postal Services,S49 1HQ,"1,945.19",
Communities & Local Government,PINS,14/08/2012,Legal Fees,Wales Director,TREASURY SOLICITORS DEPT,,Public Bodies,,5106182220,PINS Wales Professional Work Charges,WC2B 4TS,"1,230.00",
Communities & Local Government,PINS,14/08/2012,Legal Fees,Law & Quality Director,TREASURY SOLICITORS DEPT,,Public Bodies,,5106182243,Professional charges,WC2B 4TS,"66,249.60",
Communities & Local Government,PINS,14/08/2012,Legal Fees,Legal,TREASURY SOLICITORS DEPT,,Public Bodies,,5106182259,PINS Professional Charges,WC2B 4TS,381.60,
Communities & Local Government,PINS,14/08/2012,NSI Fees & Expenses,NSI Expenses Planning,FITZSIMON PLANNING & DEVELOPMENT,,Micro,,2100002038,#,CH7 5NL,392.56,
Communities & Local Government,PINS,14/08/2012,Office Machinery (<£5000),ICT,NEW RICOH UK,,Large,,5106182199,PINS Photocopier charges,TW13 7HG,"1,306.56",
Communities & Local Government,PINS,14/08/2012,Office Machinery (<£5000),ICT,NEW RICOH UK,,Large,,5106182223,PINS Photocopier charges,TW13 7HG,"3,321.56",
Communities & Local Government,PINS,14/08/2012,Office Machinery (<£5000),ICT,NEW RICOH UK,,Large,,5106182228,PINS Photcopier charges,TW13 7HG,417.08,
Communities & Local Government,PINS,14/08/2012,Office Machinery (<£5000),ICT,NEW RICOH UK,,Large,,5106182248,PINS Photocopier charges,TW13 7HG,322.82,
Communities & Local Government,PINS,14/08/2012,Office Machinery (<£5000),ICT,NEW RICOH UK,,Large,,5106182250,PINS Photocopier charges,TW13 7HG,"2,575.85",
