FREEDOM OF INFORMATION,,
MOD Requests to 27 August 2010,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
03-08-2010-154634-001,01/09/2010,"Reference the numbers of people joining and leaving the army, results for this year.  Are there also any stats that list reasons for leaving the army?"
03-08-2010-161802-002,01/09/2010,The number of requests for information under FOIA received by the Ministry of Defence in each calendar year between 2001 and 2008 inclusive which are still being processed and which have not yet received a substantive reply.
04-08-2010-092446-001,31/08/2010,"Six financial questions BROKEN DOWN for the financial years (or calendar if financial is not possible) 2007-2008, 2008-09, and 09-10 (to date)."
04-08-2010-092854-001,31/08/2010,"All information relating to an incident that took place at RAF Boscombe Down on September 26, 1994.  An aircraft, believed to be American, crashed at Boscombe Down on that day.  Information on the specifics of the accident, what happened, how did the accident occur, were there any casualties?  Also, what aircraft type was involved?  Did the aircraft leave Boscombe Down and if so, where did the aircraft go after leaving?  Are there any pictures of the aircraft?"
04-08-2010-100048-002,02/09/2010,The current whereabouts of Panavia Tornado F2 ZA254 (9253M).
04-08-2010-102105-003,02/09/2010,"Request for missing data (April '06 to March '09) from the website including: Strength of UK Regular Forces by month; Table dimensions: Situation Date, Service; Table subset(s): None; Table statistic: Count;"
04-08-2010-102305-004,02/09/2010,"I am writing to ask about the British schooling system in Germany, and why I have been told my children cannot attend a British school unless I pay thousands per term!"
04-08-2010-103621-002,02/09/2010,I am researching military recruitment and would like information on where in the UK the Armed Services personnel are recruited from.
04-08-2010-105324-001,02/09/2010,Provide in original form the guidelines used by MOD/DVA to assess whether a vetting subject meets any of the criteria that would prevent the granting of access to TOP SECRET or other sensitive information or assets.
04-08-2010-113518-003,02/09/2010,Requesting old charts or plans which relate to the positioning of the WWII degaussing cable range which was placed in the bay of Gibraltar.
04-08-2010-114906-005,02/09/2010,"How many British troops were deployed on operations in Pakistan in the years 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009 and 2010 to date?"
04-08-2010-120351-004,02/09/2010,"Please list what tracked vehicles are deployed on operations in Afghanistan, how many of each type and total distance travelled  per type per year over the previous 5 years."
04-08-2010-122016-002,19/08/2010,"On the 15 April 1959 I flew as a member of my school CCF.  Request to confirm that I was on this flight and also that the information supplied is also correct, or if not to correct where appropriate."
04-08-2010-124649-005,13/07/2010,This request is for the specified documents whether held by the Defence Academy HR department (or other departments) or held by a specified individual on DA property/computer networks or electronic systems. 
04-08-2010-153027-001,24/08/2010,"MoD has the use of DEWs Directed Energy Weapons from the 80s.  Where did you arrange that targets can get measured so as the MoD, the HSE ,the HPA,the NRPB,the NHS, the Royal College of Psychiatrists and the Mental Welfare Commission will not be liable for prosecution under Section 134 of the Criminal Justice Act 1988."
04-08-2010-154048-001,02/09/2010,"(1) For the financial years 2007/2008, 2008/2009 and 2009/2010 please provide figures for monies paid out in bonus payments to staff for forecast accuracy.  Please also provide details of the number of staff these bonus payments were paid to. (2)  For each of these financial years please state the highest bonus paid to a member of staff for forecast accuracy."
04-08-2010-160324-002,02/09/2010,(1) Amount of weapons rooms Knocked down in Iraq.  (2) Amount of weapons rooms Britain built of in Iraq.
04-08-2010-164657-003,12/08/2010,"I understand that DSTLis a Public Body.  If this is the case, please could you send me a link to your scheme for equality and diversity and impact assessments that have been undertaken?"
04-08-2010-170304-004,01/09/2010,Requesting a copy of a deed of grant dated 19 August 1985 made between the Secretary of State for Social Services (1) The Secretary of State for Defence (2).
05-08-2010-090145-001,02/09/2010,"Request for the number of animals used for research purposes by the MOD for the whole of 2009.  The species of animals used, and quantities. Presumably all animals used for research purposes are killed, so the figures would be total number of dead.  Also, the types of procedure used, i.e. wounding in an attempt to simulate injuries on the battlefield, or poisoning to simulate a gas attack, etc. Also, the total number of animals used by the MOD for research purposes in each of the last ten years."
05-08-2010-092543-001,02/09/2010,"All information involving the investigation of bullying between a specified individual and a specified individual investigated by a specified individual between January 2009 - date.  Also, copies of all e-mails and letters."
05-08-2010-133102-001,25/08/2010,"Provide updates to list of names and contact details of top 2 layers of management within SPVA, including e-mail addresses.  Any information/organisation charts relating to the structure of SPVA."
05-08-2010-163659-001,03/09/2010,"Request for all further files previously unreleased in regards to the Cosford UFO incident which took place on March 30 and 31, 1993.  Also, an official MoD comment on this incident and whether the MoD would consider re-opening this file for investigation in the matter of public interest."
06-08-2010-093303-001,03/09/2010,"Provide a table providing a detailed breakdown by grade of the number of MOD civil servants made redundant in each of the last 10 years who received payouts under the current redundancy scheme (the CSCS) equivalent to 6 x annual salary/pay, 5 x annual salary/pay, 4 x annual salary/pay, 3 x annual salary/pay, 2 x annual salary/pay and 1 x annual salary/pay."
06-08-2010-100336-001,03/09/2010,"Historical data to illustrate a simple point: as unit costs of major platforms, countries must progressively cut back fleets of aircraft, surface warships, etc. The trend is particularly acute for British forces."
06-08-2010-120600-002,03/09/2010,"(1) 	How many sworn officers in total at your force were promoted to a higher rank in the last year (in the twelve months to the end of July 2010)?( 	How many sworn officers with more than 27 years service at your force were promoted to a higher rank in the last year (in the twelve months to the end of July 2010)?"
06-08-2010-163921-001,06/09/2010,"Please send me the Ministry of Defence's Structural Reform Plan, plus any/all related progress updates?  My request relates to the following statement issued on the Downing Street website on 17 July:  The Prime Minister has announced new plans to hand power to the public with every department publishing a plan that sets clear priorities and measureable milestones."
06-08-2010-164428-001,03/09/2010,Reference the history of an ex MOD boat I have restored and would be greatful for any records or direction you could offer. Built by Watercraft in Shoreham for the MOD as a tender to a Navy Ship.
06-08-2010-165432-002,06/09/2010,"Reference a Martin Baker ejector seat from a Navy Buccaneer.  Which aircraft this particular seat is from, what happened to the aircraft, if the seat has saved a life and who's if it has. The seat carries the serial number 166, and is a 6MSB/2 seat (Martin Baker MK6)."
09-08-2010-094955-001,02/09/2010,"Reference to DTR and work being done by the DTC  (1) If the SDSR produces significant reduction in the 'volume' of MoD technical training are a range of fallback options being costed to include a 'single site' or' two site' solution as well as the 'three site' solution that has already been investigated?  (2) Can you confirm that the costings of the fallback plan(s) will not simply be a scaling in proportion to the volume of trainees required as this is far too simple a model to reflect a 'true' comparator cost.  (3) Details of any meetings between Carwyn Jones Welsh Assembly AM, Cheryl Gillan MP  and Commodore King and copies of any correspondence between them.  (4) Details of costs to date for the DTC IN St Athan."
09-08-2010-100043-001,06/09/2010,"RAF TG13 SE Fitt was last evaluated by the Joint Services Job Evaluation Team in 2007/2008.  I would like to know the scores for each rank by rank SAC to WO. Also, prior to the evaluation, were any of the ranks in the lower pay banding and if so which ones."
09-08-2010-100531-001,06/09/2010,"RAF TG19 Chefs was last evaluated by the Joint Services Job Evaluation Team in 2007/2008, possibly early 2009. I would like to know the scores for each rank by rank SAC to WO for the last evaluation of this trade.  Also, prior to the evaluation, were any of the ranks in the lower pay banding and if so what ranks."
09-08-2010-100917-001,06/09/2010,"RAF TG17 Pers Spt was last evaluated by the Joint Services Job Evaluation Team in 2008.  Previous to this, when was the TG evaluated and what were the scores for the previous evaluation, by rank, for each rank."
09-08-2010-101459-002,06/09/2010,Some TG18 Log (Movs) on the posted strength of 1 AMW at RAF Lyneham are in receipt of daily crew pay. From what date was this awarded and what was the justification for the award.
09-08-2010-102535-003,06/09/2010,"Please send me the page adjacent to SMS/82/149/7A which starts SMS/80/242 and is headed ""All Trades Card One"".  This would have been for the Buccaneer aircraft that a specified person worked on."
09-08-2010-104539-002,06/09/2010,For each of the last five financial years (from 2005/6 - 2009/10) and for the first four months of 2010/11:  How many emergency training exercises has the MoD organised; What was the scenario?  which organisations participated?  How many paid actors were hired to participate. What roles did they take on (or examples thereof); What was the total cost for each year of hiring actors to participate in emergency training exercises?
09-08-2010-105923-002,06/09/2010,For each of the last five financial years (from 2005/6 - 2009/10) and for the first four months of 2010/11: How many emergency training exercises has the MoD organised?  What was the scenario?  Which organisations participated?  How many paid actors were hired to participate. What roles did they take on (or examples thereof)?  What was the total cost for each year of hiring actors to participate in emergency training exercises?
09-08-2010-125938-004,07/09/2010,"Details of the uniforms and orders of dress for Officers of the Grenadier Guards.  Specifically, I would like full details of Full Dress, No 1 Dress, Service dress and Mess Dress  to include orders of dress and when worn; pattern, colour and material of cloth; pattern, colour, material and size of buttons, badges of rank and other accoutrements, as well as guidance on the correct wearing and positioning of them."
09-08-2010-130618-003,06/09/2010,Please send me the following information for your organisation? No of employees (Split by full time & part time); Payroll Supplier; Payroll Product Used; Payroll Contract Renewal Date; Length of Payroll Contract Who has responsibility for the Payroll Solution; Cost of Payroll Solution.  HR Supplier; HR Product Used; HR Contract Renewal Date; Length of HR Contract; Who has responsibility for the HR Solution; Cost of HR Solution.
09-08-2010-131033-001,07/09/2010,"Please could you release to me any correspondence between MoD officials/ministers and Lord Robertson of Port Ellen which mentions the company Northrop Grumman, or the awarding of security contracts in general."
09-08-2010-140917-002,02/09/2010,Requestor's updating of wording to a previous request.
09-08-2010-142550-001,07/09/2010,Reference subsidies paid to the three armed forces magazines.  Please include global cost to the Exchequer and cost of camera equipment and pay to service photographers.
09-08-2010-145541-003,03/09/2010,"Recently a request was made to the Lord Mayor of Newcastle-on-Tyne by HQ RRF or AHQ RRF to exercise the Regiments Privilege of marching through the City of Newcastle on April 23rd 2011. I would be most grateful if a copy of this letter, or letters be sent to me."
09-08-2010-153222-002,07/09/2010,"I would be most grateful if you would produce a response to the original FOI request (dated 23 July 2010) using the information that resulted from the Parliamentary Question by Jenny Willott MP as suggested by you.  Please would you also provide the same details for any databases containing the personally identifiable information on more that 100,000 individual members of the public that are held by the Ministry of Defence, and that have been introduced since the reply to the Parliamentary Question in October 2009."
10-08-2010-093150-001,07/09/2010,"Information regarding an MoD Site at Queen Camel (51? 1'38.20N , 2?35'10.77W).  Have heard speculation that there is an Underground Bunker at the site. Information regarding this and the purpose of the 'ariel' units on the site, would be appreciated.  The site is referred to as Camel Hill Site, RNAS Yeovilton in the Royal Naval Air Station Yeovilton and Merryfield Airfield Byelaws 1988.  What is the connection between Camel Hill and RNAS Yeovilton?"
10-08-2010-100057-001,07/09/2010,"Reference the Grand Hotel, Culver Parade, Sandown, IOW:  (1) During the 1939/45 war, the hotel was occupied wholly by Military personnel; (2) There was a military unit excavated/built under the dance floor of The Grand Hotel;  (3) Culver Parade itself was made a no go area to all but the Military, for the duration of its occupation; (4) On leaving the island said - Military closed off the entrance by filling in and capping with a concrete covering.  I would appreciate any light you can shed on this."
10-08-2010-101421-002,07/09/2010,"Requesting details of the number of claims of civilian fatalities caused as a result of operations involving UK forces in Afghanistan reported to the MOD in each year for which figures are available since 2001.  Please supply details of the provincial district in which each purported civilian fatality, or fatalities, was reported to have taken place.  Also supply the number of reported cases investigated by the MOD in each year for which figures are available since 2001 and details of the outcome of those investigations."
10-08-2010-101536-001,07/09/2010,"I would like copies of all paperwork, plans, photographs and any other material relating to the disposal of Fort Amherst, Dock Road, Chatham, KEnt.  I would also like copies of any quadrennial reports or other reports relating to the maintenance and review of the site mentioned above, including any pictures and plans."
10-08-2010-104200-003,02/09/2010,How many Lt Col are quartered in Type 4 quarters in Blenheim Park or in the Aldershot area (below entitlement).  How many Type 3 quarters are available in the Aldershot area unoccupied?
10-08-2010-104649-002,06/09/2010,"Copies of any lease agreements/tenancy agreements between MOD and its service personnel in relation to properties situated within the land within Castle Park, Whitby.  Also information relating to the extent of land owned by MOD prior to 1996.  Any evidence as to whether service personnel were granted permission/licence to use the site, and in particular the playground and/or tennis courts."
10-08-2010-112606-001,07/09/2010,"I would like to request the most recent figures on the level of suicide in the armed forces. Specifically, I would like: the number of suicides within the last year; the number of attempted suicides within the last year; the discharge rate of anyone who attempted suicide."
10-08-2010-113814-002,07/09/2010,I would like to know how much money the MOD spent on the following newspapers between 1st January 2010 and 8th August 2010: The Sun; The Times; The Telegraph; The Guardian; The Independent; The Mirror.
10-08-2010-114710-003,07/09/2010,"I would like details of flights made by the Royal Family in MOD aircraft between 1st January 2010 and 8th August 2010.  I would like the member's name, destination, date of flight(s) and type of aircraft."
10-08-2010-120814-004,19/08/2010,Information on reports written by specified individual due to be published in the open literature shortly.
10-08-2010-121614-005,25/08/2010,"Contact details of key people within the organisation that deal with the following areas: Heads of Service or/and Managers responsible for Energy; Heads of Service or/and Managers responsible for Innovation; Heads of Service or/and Managers responsible for Human Resources Training; Heads of Service or/and Managers responsible for Learning and Skills; Heads of Service or/and Managers responsible for Communications (Press).  Please include full contact name, actual job title, direct contact numbers and direct email addresses."
10-08-2010-154050-001,08/09/2010,Please provide:  (a) The number of Reaper armed remotely piloted air systems deployed by the UK military in Afghanistan; (b) The number of times Reaper systems have been deployed on operations in each month for which records are available since the system entered operational service: (c) Details of the number of times weapons have been discharged from Reaper systems in each month for which records are available since the system entered operational service.
10-08-2010-161434-001,07/09/2010,(1) Which company bought the Victor B2 (SR) Aircraft from 543 Squadron based at RAF Wyton after disbandment between 1974 and 1980 (or about that time)? (2) At what date were the ex 543 Squadron Victor Aircraft disposed of?  (3) What was the disposal?  (4) What were the radiation readings of the ex 543 Squadron Aircraft? (5) What safety measures were taken (if any) and what was the recorded contamination at the time of disposal of each aircraft? Please quote each aircraft number against each reading.
11-08-2010-092805-001,06/09/2010,Various questions concerning Military Provost Guard Service.
11-08-2010-101629-001,08/09/2010,What is the cost of the annual families day event (this year on 9th August) at RAF Scampton is to the taxpayer.
11-08-2010-103249-001,08/09/2010,Information about any air craft flying over Wigan on the tenth of August 2010 at 23:35 and if it is a military craft in production or something that needs to be reported to the ministry as a UFO.
11-08-2010-104439-002,09/09/2010,"How many persons suffering from Post Traumatic Stress Disorder have you treated, year on year since 2000?  What interventions do you use, CBT, EMDR?  Which is most successful?  How many treated successfully?"
11-08-2010-105420-002,09/09/2010,Request for any recorded interviews or information on the incident in Rendlesham forest of an alleged buffo encounter.
11-08-2010-113854-003,09/09/2010,"I am contacting you because we are carrying out an investigation for a documentary film regarding the sinking of a ship in Cape Palos in 1917.  The ship in question is the THORDISA (also called LILLA, LLILIA DUBILD, or the CARBONERO)."
11-08-2010-115707-002,09/09/2010,All the information in the MoD's Afghan Claims Database for 2010 from January 1 to date.
11-08-2010-115744-003,07/09/2010,All information on allowances/ moneys and individual amounts claimed by staff at MDPGA Devon region 5 and copies of all receipts and claim forms pertaining to the claims over the last three years for each individual.
11-08-2010-120117-004,08/09/2010,Copies of all documents and communications between specified individual and the MOD regarding the Cosford Incident.
11-08-2010-120235-004,07/09/2010,How many of these personal who are on these restricted and recuperative duties are currently carrying out these duties away from their normal station or contracted station.
11-08-2010-144917-001,09/09/2010,"(1)  How many serving MOD Police officers, specifically uniformed officers on unarmed/armed guarding duty (not headquarters staff or admin staff) suffer from any form of hearing defect?  (2)  Do any MOD police officers use any form of hearing aid to assist them performing their respective unarmed/armed Police duties?"
11-08-2010-145106-002,03/09/2010,Specified individual requesting all management documents and emails relating to individual's employment.
11-08-2010-150900-001,09/09/2010,(1)  Provide the number of people who have committed suicide after returning from operations in Afghanistan or Iraq each year for the past five years. (2)  Break the figures down by age and rank?   (3)  Provide data on the number of attempted suicides every year for the past five years?
11-08-2010-151831-002,08/09/2010,"Searching for MoD Defence Estates Technical Bulletin 2001 entitled Limiting  Progressive Collapse issued 20 August 2001 (Draft ), on the defence estates website, do you have a copy available? "
11-08-2010-153954-001,07/09/2010,(1)  Details on the predicted savings from the DTR/DII and FDSCI at their outset and what were the initial costings for these initiatives at their outset?  (2) Details of what comparators were used in the bidding process for the DTR/DII and FDSCI?  (3) Details of the actual costs so far for the DTR/DII and FDSCI? (4) Details of the DTR/DII and FDSCI costs to date?  (5) Details of how the DTR/DII and FDSCI have monitored their costs and kept these to within their initial guidelines and their initial predicted costs? (6) Details of overspend for the DTR/DII and FDSCI?
11-08-2010-155459-003,13/08/2010,"(1) How many staff were included in the Award Group for DSDA Explosives Business Stream Band C1?  (2) Who were the staff I was assessed against (names only)?  (3)  What were the overall performance assessments in bands within this Award Group e.g. 1 x A; 4 x A-, etc?  (4)  What was the overall distribution of awards grouped by Standard, Higher and Top e.g. 15 x Standard; 3 x Higher; 2 x Top?"
12-08-2010-093413-001,09/09/2010,How many British Civil Servants have been granted extension beyond their 5 year tour length in Germany since 1 Apr 10?
12-08-2010-101415-001,10/09/2010,"Asking if the Browndown site [Gosport/Lee on Solent] is for sale and if so how is it being disposed of, auction or has a price been set"
12-08-2010-110613-002,09/09/2010,"Request for SAR statistics updated as far as available and also any clarification needed regarding its use. Also, let me know exactly what form of acknowledgment is required eg 'MOD/DASA statistics' (?)"
12-08-2010-110913-002,06/09/2010,Requesting the outcome of a request for information regarding an air accident involving a Lincoln aircraft at Welton Lincolnshire on 14th July 1951. If possible could you advise me of where I can find this information.
12-08-2010-130722-003,10/09/2010,"(1) How many officers are currently serving in the MDP at English stations, who have only ever been trained in Scottish Law? (2) How many officers are currently serving in the MDP at Scottish stations, who have only ever been trained in English Law?"
12-08-2010-134424-001,10/09/2010,"Looking for the marital status of the UK Armed Forces, including individuals who are single, divorced etc."
12-08-2010-135639-001,10/09/2010,"Provide the average length of service at promotion, and the percentage chance of promotion from entry and from the rank below, for Air Traffic Controllers and for Personnel Administration trades.  Also, provide detail of the training for Air Traffic Controllers with an indication of when they would expect to be promoted with each level of qualification and the relevant pay band when acting sergeant.  Finally, indicate which pay band ATC and Personnel administration are paid at for each relevant rank."
12-08-2010-153358-001,09/09/2010,Number of employees (Split by full time  and  part time): Payroll Supplier; Payroll Product Used; Payroll Contract Renewal Date; Length of Payroll Contract - Who has responsibility for the Payroll Solution Cost of Payroll Solution.  HR Supplier; HR Product Used; HR Contract Renewal Date; Length of HR Contract - Who has responsibility for the HR Solution Cost of HR Solution.
12-08-2010-161701-001,08/09/2010,I am currently conducting  research into the circumstances leading to the death of Lt. Chinner at Fromelles. I would be very grateful if Oxford Archaeology and/or the Ministry of Defence would kindly release to me any information as to evidence of trauma sustained by Lt. Eric Harding Chinner.
13-08-2010-101357-001,10/09/2010,Requesting information held by the MOD/RAF on the procurement of the de Havilland Mosquito.
13-08-2010-112708-001,10/09/2010,How many Open FOIA requests are currently awaiting reply? From what date?
13-08-2010-120108-001,10/09/2010,"(1) 	How many men/women are there in the armed forces in the UK in total (both active and non-active duty.  (2) 	How many active servicemen/women are there in the UK armed forces at the moment?  (3) 	How many injuries are obtained each year from men and women on active duty (this can include psychological and mental injuries)?  (4) 	What are the different types of injury that are common from men and women in the armed forces?"
13-08-2010-145420-001,13/09/2010,"(1) PJHQ is requested to provide a copy of the contract between MOD/PJHQ and Frontier Medical for the provision of medical contractors deployed on operations.  (2) Could PJHQ also provide information on the number of medical contractors, by specialties, that have been deployed on operations for each year, in Iraq and Afghanistan since 2003."
16-08-2010-100710-001,14/09/2010,Total number of MoD Civilian Staff employed at 102 Logs Brigade Germany including break down of industrial and non industrial staff.  Copy of the Hospitality book at DGT and  E with specific details of notifications by Rear Admiral Al Rymer and copies of correspondence between Rear Admiral Al Rymer and Deborah Hayes Times Defence Editor. Plus copies of correspondence between Liam Fox MP and representatives from Bell Pottinger.
16-08-2010-103505-001,13/09/2010,The investigation reports of the following aircrafts:  (1) Mosquito IV  Fighter Command  Squadron: Lost on 1944.11.01 (2) Halifax B.V. Bomber Command  Squadron: Lost on 1943.11.25.
16-08-2010-110058-002,14/09/2010,Reference Power Line Erthanet. Have MOD received any complaints from their personnel when using their communication equipment in the UK of interference to the frequencies used.
16-08-2010-111234-003,14/09/2010,"Information on the papers of the War Office's Directorate of Tactical Investigation, which operated during the war.  In particular, the papers or files from the Directorate of Tactical Investigation's Questionnaire and War Diary Section."
16-08-2010-115805-004,14/09/2010,"How many people were discharged ( include administrative discharge) at RAF Akrotiri, Cyprus in 1981 and 1982?"
16-08-2010-122421-002,14/09/2010,"Six questions relating to external full time degree courses attended by serving army personnel, paid for by the MOD for 2008/2010 (this excludes civilian staff) in study at Batchelor, Masters and Doctorate level."
16-08-2010-124643-003,14/09/2010,"A copy of the Safety Improvement Notice, DNSR issued on 22 April 2010 relating to the failure to remove hull test blanks on HMS TIRELESS and HMS TURBULENT."
16-08-2010-130117-004,14/09/2010,"(1) Between the year 2000 and the present year of 2010, how many training exercises have been conducted over the Lake District?  (2) Between the year 2000 and the present year of 2010, how often has there been a nea-miss?  Either: any occasion where a report of a near-miss mid-air collision has been filed to the relevant agency(s); any occasion where an RAF pilot has expressed concern over other aircraft, too close or not, in his vicinity during a practice operation; any report by private pilots about a near-miss with an MOD aircraft in the skies of Cumbria.  (3) Has there, in the last decade, been any occasion when an accident, a mid-air collision or otherwise, nearly occurred?  (4) What measures are in place to ensure the safety of the residents in Cumbria and those of private pilots when the RAF is conducting an exercise?  (5) Could you confirm why Cumbria is used so frequently as a training ground for military aircraft and is it the most-used part of the UK for such training?"
16-08-2010-130636-005,14/09/2010,"The MOD have released 6 batches of files via the National Archives under FoIA relating to UFOs.  A number of redactions in some of those files relating to a specified individual, some of which appear to be unnecessary, including the titles of some of his books, references to him in newspaper articles, and responses to members of the public related to the nature of his work when he was at Sec(AS)2.  I would like to know what that specific policy is, and the rationale for it, ideally having sight of any relevant documents.  Has the MoD received any suggestion from the specified individual or his representatives implying a risk of legal action if he was unhappy with the release of any unredacted material?"
16-08-2010-144238-001,14/09/2010,Any statistics you have / are available to provide regarding the disposal sales agency revenues form their textiles contract.
16-08-2010-152523-001,13/09/2010,The total number of troops (reserves and regular) that have been deployed to both Iraq (2003-2009) and Afghanistan (2001- current).
16-08-2010-153614-002,14/09/2010,"Request for files that are listed in the catalogue of the National Archives at Kew, but are marked as retained in the department."
16-08-2010-154216-003,14/09/2010,"The number of journalists from British news organisations (both local and national) that have been embedded with the military in both Iraq and Afghanistan each year from 2001 to the present.  Also, how much the embedded system of reporting has cost the MOD since 2001 to the present on a year by year basis."
16-08-2010-155109-004,10/08/2010,"Information exchanged in meetings held between the MoD and directors of North British Windpower Limited at Graham Terrace, London SW1 concerning Fallago Rig Windfarm, to include the dates, times, purpose and attendees of those meetings."
16-08-2010-155717-005,07/09/2010,"The number,  cause and response to any alerts at Torness East Lothian in 2008, 2009 & 2010 that have been caused by aircraft flying too close, entering restricted airspace or following unusual or unauthorised flight planes or other reasons."
16-08-2010-161137-006,07/09/2010,"The object, purpose and results of the recent flight and approach trials that have been taking place around Torness in East Lothian.  Also, provide any information related to tests & trials to ascertain gaps in air defence radar coverage caused by windfarms in East Lothian and Scottish Borders"
16-08-2010-161720-007,06/09/2010,"A list of everyone - person and organization, department or company, private individuals, ministers or officials who have received copies (to include classified, unclassified and summaries or extracts) of the Additional Radar Study carried our in association with the BWEA into radar mitigation for windfarms at RAF Brizlee Wood."
16-08-2010-162214-008,06/09/2010,"The date, location, purpose and attendees of any meeting between Vice Admiral Tim Laurence and either Sir John Chilcot, Sir Malcolm Rifkind or Michael Ancrum in 2009 or 2010."
16-08-2010-163004-009,26/08/2010,Information given to the new Secretary of State for Defence and his associated Ministers since they took up office concerning the Additional Radar Study report into the possible mitigation or effects of wind turbines on radar.
16-08-2010-163500-010,26/08/2010,Information and correspondence exchanged between the MoD and the Scottish Government's DPEA Dept of Planning and Environmental Appeals concerning the release of the unclassified version of the Additional Radar Study since March 2010 until current date.
16-08-2010-163904-011,25/08/2010,Information on the costs to the MoD of the Air Defence Radar Additional Radar Study commissioned by the MoD 24 September 2009 together with a list of any contributors to that cost.
