Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2011,Car Hire and Leasing,Business & Skills Group - Skills,ARVAL (UK) LTD,1031237,123.39,RUNNING COSTS DEVOLVED-Car Hire and Leasing,SN5 6PQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2011,Car Hire and Leasing,"Legal, People & Communications Group - Human Resources",ARVAL (UK) LTD,1031237,43,RUNNING COSTS DEVOLVED-Car Hire and Leasing,SN5 6PQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034479,110.34,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034485,1427.52,RUNNING COSTS NON DEVOLVED-Standard Desktop Services (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1034660,113.98,RUNNING COSTS NON DEVOLVED-ICT Business Specific Application Services,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1034660,13.5,RUNNING COSTS NON DEVOLVED-ICT Business Specific Application Services,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034748,74.08,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2011,Office Mach. & Equip. - Clearing,Finance & Commercial Group - Commercial Directorate,SECURITY SERVICES GROUP,1034751,33936.9,Office Mach. & Equip. - Clearing,SN6 8LA,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034880,664.59,RUNNING COSTS NON DEVOLVED-ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034882,2210.54,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034882,235.26,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Human Resources",ADECCO UK LTD,1034883,199.28,RUNNING COSTS DEVOLVED-Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2011,Publications (Programme),Shareholder Executive - Shareholder Executive,SWETS INFORMATION SERVICES,1034976,-52.57,PROPERTY UNIT-Publications (Programme),OX14 1UQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1035020,1408.45,RUNNING COSTS NON DEVOLVED-Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1035022,88.03,RUNNING COSTS NON DEVOLVED-Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1035023,15.85,RUNNING COSTS NON DEVOLVED-Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1035024,13.2,RUNNING COSTS NON DEVOLVED-Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035026,154.05,RUNNING COSTS DEVOLVED-Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035028,10,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035029,23.81,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035030,3.52,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035031,70.03,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035032,385.5,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035033,366.78,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035034,290.93,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035035,1777.94,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035036,498.82,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035036,0.02,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035036,0.01,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Taxis Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035037,12.07,RUNNING COSTS DEVOLVED-Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Taxis Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035037,-12.07,RUNNING COSTS DEVOLVED-Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035037,14.52,GLOBAL PARTNERSHIP FUND-Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035038,96.94,RUNNING COSTS DEVOLVED-Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035039,35,RUNNING COSTS DEVOLVED-Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035040,12.38,RUNNING COSTS DEVOLVED-Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1035147,24634.96,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,CF31 9AP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035379,4968.32,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035380,18400.17,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1035398,49.92,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1035403,71.66,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",ALISTAIR WILSON,1035412,213.4,PROSECUTION CASE WITNESS AND OTHER EXPENSES-Criminal Law and Prosecution Work,SW1H 0ET,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1035427,7359,RUNNING COSTS NON DEVOLVED-Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1035439,35.99,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,COMPUTACENTER plc,1035474,861.37,Leased Buildings - Clearing,AL10 9TW,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035670,8.86,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035672,1063.88,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1035675,427922.52,SLC GRANT IN AID-Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1035675,6085761.65,SLC GRANT IN AID-Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035679,97.86,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035679,5.91,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035680,155.36,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035681,14.26,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035682,60.17,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035688,128.06,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035689,1469.52,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035689,12.75,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035690,48.76,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035691,17.84,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035691,75.5,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1035716,527.16,RUNNING COSTS DEVOLVED-Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035725,218.4,RUNNING COSTS NON DEVOLVED-Accommodation Rentals,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035727,35,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035729,6450.22,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035734,191,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,MANAGED INFORMATION TECHNOLOGIES LTD T/A BEAVER SOLUTIONS,1035736,26754,Leased Buildings - Clearing,SG12 9PZ,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,MANAGED INFORMATION TECHNOLOGIES LTD T/A BEAVER SOLUTIONS,1035736,420,Leased Buildings - Clearing,SG12 9PZ,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1035737,2917.34,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Secure Documents Unit,Finance & Commercial Group - Commercial Directorate,C INSTON T/A MCET SERVICE,1035757,133.88,RUNNING COSTS NON DEVOLVED-Secure Documents Unit,WS9 9RB,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,CABLE & WIRELESS UK,1035784,-10175,RUNNING COSTS NON DEVOLVED-ICT Infrastructure Specific Service,MK3 5JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Purchase of  Advertising and Publicity (Programme),Knowledge and Innovation Group - Higher Education - Student Funding,COI COMMUNICATIONS,1035800,1904.51,HE GROUP INNOVATIONS FUND       94119-Purchase of  Advertising and Publicity (Programme),SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Purchase of  Advertising and Publicity (Programme),Knowledge and Innovation Group - Higher Education - Student Funding,COI COMMUNICATIONS,1035800,1.68,HE GROUP INNOVATIONS FUND       94119-Purchase of  Advertising and Publicity (Programme),SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,RUSSAM GMS LTD,1035824,2756.25,RUNNING COSTS NON DEVOLVED-ICT Maintenance & Upkeep,LU6 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2011,Other Printing and Stationery Costs (Programme),"Legal, People & Communications Group - Innovation Capability Team",WHYBROW SIGNING CONSULTANTS LTD,1035841,1200,INNOVATION SPACE@BIS FACILITATOR COSTS-Other Printing and Stationery Costs (Programme),BR1 2RN,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,ENVIRONMENTAL DATA SERVICES PART OF HAYMARKET PUBLISHING SERVICES LTD,1035846,1898.4,RUNNING COSTS NON DEVOLVED-InfoSource Desktop Information and Research Services,W6 7JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,ENVIRONMENTAL DATA SERVICES PART OF HAYMARKET PUBLISHING SERVICES LTD,1035846,1356,RUNNING COSTS NON DEVOLVED-InfoSource Desktop Information and Research Services,W6 7JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035851,278.28,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1035851,30,RUNNING COSTS NON DEVOLVED-Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/10/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035858,1584.39,INTERNATIONAL POLICY EU AND UK (SCIENCE BUDGET)-Other Overseas Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/10/2011,Air Fares Overseas,Market Frameworks - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),1035860,101.22,RUNNING COSTS DEVOLVED-Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1035863,-15.7,RUNNING COSTS DEVOLVED-Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1035864,-21.31,RUNNING COSTS DEVOLVED-Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Market Frameworks - Labour Market,ACAS,1035878,4000000,ACAS FUNDING-Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2011,Mileage Allowances (Programme),Market Frameworks - Export Control Organisation,ARVAL (UK) LTD,1035894,234,NON-PROLIFERATION AWARENESS SEMINARS-Mileage Allowances (Programme),SN5 6PE,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1035912,255,RUNNING COSTS NON DEVOLVED-Service Charges,B2 2JT,,,,Administration
