FREEDOM OF INFORMATION,,
MOD Requests to 30 September 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
19-09-2011-094706-002,14/10/2011,Please provide copies of the presentations given at the AWC UAS TES: UAS Symposium on 8 Sep 2011 at Shrivenham Defence Academy.
19-09-2011-095308-003,14/10/2011,"Please provide copies of the official report into the crash of Wellington Bomber X3704 in Pershore, England on 29 May 1943.  "
19-09-2011-100649-004,14/10/2011,"Please advise, and provide information and details, to various questions regarding the conflict in Libya."
19-09-2011-100732-001,13/10/2011,Please provide information on the current and new formula for the Rockport Walking fitness test.
19-09-2011-101402-005,17/10/2011,"Please provide a list of all airworthiness review team reports commissioned, completed and presented from 1990 - present. "
19-09-2011-101724-006,17/10/2011,"Please provide a copy of the Chinook Airworthiness Review Team Report, 1992. "
19-09-2011-102624-007,17/10/2011,"Please advise and provide confirmation on whether any aircraft was sighted in Felpham, Bognor Regis on 18 December 2010 at 03:00 hrs."
19-09-2011-103201-008,17/10/2011,Please provide copies of the implementation review(s) conducted as a follow up of the Purdy Review on detention policy in Afghanistan.
19-09-2011-103820-009,17/10/2011,Please advise and provide information on the actions the MOD has taken in participating in the UN resolution on Libya.
19-09-2011-105006-010,17/10/2011,Please provide copies of all documentation on the MOD's policy on the flying of flags at official buildings since May 2001.
19-09-2011-105324-011,17/10/2011,Please provide details of the en suite and non en-suite accommodation available in the UK for servicemen and women in the Army and the Royal Navy.
19-09-2011-105744-012,17/10/2011,Please provide details of the programme of French-language training operated by the Armed Forces.
19-09-2011-110313-013,17/10/2011,Please provide details of the number of hungry soldier chits issued in each year since the scheme was introduced.
19-09-2011-110743-014,17/10/2011,Please provide copies of all documentation relating to the meetings of the Armed Forces Substance Misuse Committee in each since it came into existence.
19-09-2011-111346-015,17/10/2011,Please advise on the UK's position on the R2P from April - September 2005.
19-09-2011-112510-016,17/10/2011,Please provide information and details of WWII pill boxes in the Colchester area.
19-09-2011-113329-017,17/10/2011,Please advise on the number of service personnel currently serving in the Armed Forces that have been issued with an epi-pens and have suffered from anaphylactic shocks whilst in service.
19-09-2011-113557-001,17/10/2011,"Please advise, and provide information and details, on the actual turnout of voters in Afghanistan in areas controlled by British troops along with the effect their presence had on this."
19-09-2011-114003-018,17/10/2011,Please provide a copy of DCI 71/89 and the DCl Instruction list of qualifying ships for the award of this General Service Medal.
19-09-2011-120113-002,17/10/2011,Please advise on the criteria being used to assess whether a District in Afghanistan can be handed over and how the situation will be assessed in the 80% - 90% of Districts outside the scope of NATO Forces.
19-09-2011-122623-001,21/09/2011,Please provide an explanation of the policy for claiming business class travel (e.g. the criteria and authorisation process) as well as for people posted at BDS Washington (including their dependants).
19-09-2011-123453-019,17/10/2011,Please advise and provide details on the policy used for the allocation of Junior ranks accommodation to personnel posted into RAF Brize Norton.
19-09-2011-124131-020,17/10/2011,"Please advise, and provide information and details, to various questions regarding the RAF redundancy programme."
19-09-2011-124439-021,17/10/2011,Please provide copies of photographs of the Atlantic Conveyor.
19-09-2011-125358-022,17/10/2011,Please provide a copy of Antony Roland Coulthard's citation for his MiD.
19-09-2011-130029-023,17/10/2011,"Please provide information and drawings of the derelict WWII fuel storage depot at Much Wenlock, NGR SJ 633018."
19-09-2011-130626-024,17/10/2011,"Please advise, and provide information and details, on the number of bonus payments paid to civil servants based in Northern Ireland in the last financial year (2010/11). "
19-09-2011-144558-003,17/10/2011,Please advise on the number of complaints that have been made and received from 1 April 2009 - 31 March 2010 against the Medical Contract held in Rhiendalen. 
19-09-2011-145043-025,17/10/2011,"Please advise, and provide information and details, on the people responsible for taking care of Antonio Guarini, an Italian PoW, when he was moved to England."
19-09-2011-145803-026,17/10/2011,"Please advise, and provide information and details, on the number of trainee officers at Royal Military Academy Sandhurst have been accused of a criminal offence."
19-09-2011-150911-027,17/10/2011,Please provide information on the RN helicopter accident that took place on 15 November 1968. 
19-09-2011-152415-028,17/10/2011,Please provide copies of all documentation held by the MOD on the military operation codenamed Photoflash.
19-09-2011-152854-029,17/10/2011,"Please advise, and provide information and details, to various questions regarding the CEA letter dated 15 April 2011."
19-09-2011-154640-030,17/10/2011,Please provide details of the full name and rank of DGMS (RAF) for the year 1991 and the full name of Marshall of the RAF for year 1991.
19-09-2011-154913-031,17/10/2011,Please provide details of the full name and rank of DGMS (RAF) for the year 1992 and the full name of Marshall of the RAF for year 1992.
19-09-2011-162754-003,17/10/2011,"Please advise, and provide information and details, on unsatisfied CCJ registered against the MOD."
19-09-2011-163658-032,17/10/2011,Please provide information and details on the number of Chinese officers trained at Sandhurst from 1995.
19-09-2011-164425-033,17/10/2011,Please advise on the cost of producing Veterans World.
19-09-2011-164747-034,17/10/2011,"Please advise, and provide information and details, to various questions regarding Continuity of Education Allowance."
19-09-2011-165107-035,17/10/2011,Pleas provide information and details on Signalman Henry Wheeler. 
20-09-2011-092454-001,17/10/2011,Please provide information and details on Burtonwood airbase. 
20-09-2011-113942-004,18/10/2011,Please provide copies of all correspondence between 'Character Options' and MOD granting licenses to intellectual property rights.
20-09-2011-114849-006,18/10/2011,"Please advise, and provide information and details, on the UK equivalent of the JPAC."
20-09-2011-120425-007,18/10/2011,Please provide advise on the accessibility of documentation relating to British military training of African troops in Zimbabwe 1980 - 1984.
20-09-2011-121801-008,18/10/2011,"Please advise, and provide information and details, on the role of the British military in training the Rwandan government army 1996 - 2003."
20-09-2011-140244-001,17/10/2011,Please provide a list of all stations in the Force that have supplied officers for deployment to Afghanistan over the past three years.
20-09-2011-141742-002,13/10/2011,Please advise on the number of thefts from MOD premises that have been investigated by the MOD Police.
20-09-2011-145150-009,18/10/2011,Please advise if the Secretary of State for Defence holds any Lord of the Manor titles.
20-09-2011-162526-010,18/10/2011,"Please advise, and provide information and details, on unsatisfied CCJ registered against the MOD."
20-09-2011-171711-001,05/10/2011,"Please advise, and provide information and details, to various questions regarding Army Recovery Capability."
21-09-2011-080052-001,11/10/2011,Please provide information and details on the exact number of Ghurkha Service Pensioners who retired before 1 July 1997 along with details of the total amount paid out to this group annually.
21-09-2011-090514-001,18/10/2011,"Please advice, and provide information and details, to various questions regarding voluntary redundancies from January 2009 - August 2011."
21-09-2011-091237-002,18/10/2011,Please provide information and details on non-human entity attachments.
21-09-2011-092322-003,18/10/2011,Please provide a copy of the annual reports on the Congo-Kinshasa's Armed Forces (Armee Nationale Congolaise) from 1960 to 1964. 
21-09-2011-092708-001,18/10/2011,Please provide information and details on the RN and RN Children's Home.
21-09-2011-092847-004,19/10/2011,Please provide a copy of the MOD's Dartmoor National Park Integrated Rural Management Plan (IRMP).
21-09-2011-095727-005,19/10/2011,"Please advise, and provide information and details, to various questions regarding the Data Matching Pilot."
21-09-2011-120516-006,19/10/2011,"Please provide information of all correspondence, from 1998 onwards, on the two Martello Towers 6 and 7 and freehold property that adjoins them at Shorncliffe Folkestone Kent that was sold by the MOD in 2004/5."
21-09-2011-144715-007,19/10/2011,Please provide information and details on xxxxxx I believe he served in the Army.
21-09-2011-145522-008,19/10/2011,"Please advise, and provide information and details, on the sale/disposal of the remainder of RAF Stanbridge in Leighton Buzzard."
21-09-2011-152016-009,19/10/2011,Please advise whether any records are kept of British nuclear test survivors.
21-09-2011-153856-010,14/10/2011,"Please provide copies of all documentation regarding the condition of the Afghan National Army (ANA), including the physical and psychological suitability of officers and would-be officers, together with the results of relevant tests, such as drug tests, during the period since July."
21-09-2011-154120-001,18/10/2011,Please advise on the MOD's position to pay compensation to property damaged by MOD assets.
21-09-2011-160325-011,19/10/2011,Please provide copies of the investigation reports for various combat aircrafts.
21-09-2011-164010-012,19/10/2011,Please advise and provide a breakdown on the number of MOD staff in B2 posts on LTTP.
21-09-2011-164240-013,19/10/2011,"Please advise, and provide information and details, to various questions regarding the B2 Assessment Centre."
22-09-2011-091853-001,19/10/2011,Please provide information on the use of anthrax in warfare.
22-09-2011-092923-002,19/10/2011,"Please advise on the accessibility of DEFE28/9, DEFE28/35, DEFE28/36, DEFE28/37, DEFE28/40, DEFE28/41 and DEFE28/42 archived files."
22-09-2011-094217-003,31/10/2011,Please provide a copy of the witness statements for xxxxxx. 
22-09-2011-095421-001,19/10/2011,Please provide information on the environmental recordings (including sticky paper and air samples) on Christmas Island (Now Kiribati) on 28 April 1958.
22-09-2011-100000-004,19/10/2011,Please advise and provide information on the policing of illegal fishing.
22-09-2011-103443-005,20/10/2011,Please provide information missing from the DMG 27 A Guide to Airfield Pavement Design and Evaluation.
22-09-2011-110134-006,20/10/2011,"Please provide information on Mr Mccoy, a WWII navigator.."
22-09-2011-120228-007,20/10/2011,"Please advise on the number of sea-going billets the RN has in the ranks of AB, LR, PO, CPO and WO for Mine Clearance Diver 2, Mine Warfare Specialist and Medical Assistant trades."
22-09-2011-120700-002,14/10/2011,Please advise and provide information and details to various questions regarding Trade Union collective agreements for UKHO.
22-09-2011-120711-003,14/10/2011,Please advise and provide information and details to various questions regarding Trade Union collective agreements for UKHO.
22-09-2011-131036-004,14/10/2011,Please provide copy of AWE's Strategy for the Management and Disposal of Low Activity Solid Wastes (REF: AWE/ EDMS1/80155913/B/WM206).
22-09-2011-131807-005,14/10/2011,Please provide a copy the protoctols agreed between AWE and Royal Berkshire Fire and Rescue Service.
22-09-2011-133031-006,19/10/2011,Please advise whether permission has been given for the AWE planning applications timetable to be released. 
22-09-2011-133321-007,19/10/2011,Please provide a copy of Volume One of the TP1 plan.
22-09-2011-144540-008,20/10/2011,Please advise whether the MoD has investigated or found any instances of civil servants using non-government email addresses to send sensitive information to ministers.
22-09-2011-165939-010,20/10/2011,"Please advise, and provide information and details to various question regarding MDPGA."
22-09-2011-171044-011,20/10/2011,Please advise on the the official manner in which the next of kin were informed when a British soldier died in conflicts in Northern Ireland during the 1970s and 80s.
23-09-2011-090951-001,20/10/2011,Please advise on the number of Armed Forces personel with either Asperger's syndrome or dyslexia.
23-09-2011-102239-001,13/10/2011,Please provide information on the records of discussions and correspondence between CGS and the Secretary of State for Defence or Prime Minister regarding the equipping and training of deploying personnel in the six months prior to the initial deployment to Iraq in January 2003 and in the six months prior to the expansion of the deployment in Afghanistan in April 2006.
23-09-2011-112617-002,20/10/2011,"Please advise, and provide information and details, on the use of private e-mail in the MOD."
23-09-2011-151101-001,21/10/2011,Please provide copies of the tables that accompanied the letter signed by Nick Harvey and sent to Jim Murphy MP dated 30 August 2011 [Ref: D/Min/(AF)/NH PQ04855Y].
26-09-2011-100522-001,21/10/2011,Please provide details on the number of British troops suffering from post conflict trauma who have been referred to clinics in the last two financial years along with information on the cost of treatment.
26-09-2011-102835-002,21/10/2011,"Please advise on the number of people that have applied to join the Armed Forces, the number that were accepted and the number that were eventually successful soldiers/sailors/pilots."
26-09-2011-103849-003,21/10/2011,"Please advise and provide information if any investigations were carried out by the military against terrorists in the Hungerford area (Littlecote House Hotel) in 2004 - 2006 and Woking, Surrey in 2009 until present.  "
26-09-2011-105437-001,12/10/2011,Please advise whether any documents still exists regarding the UK government's decision to invest in and initiate research and development in a UK fleet of signals intelligence satellites codenamed Zircon. 
26-09-2011-110144-004,19/10/2011,"Please advise, and provide information and details, to various questions regarding Air Traffic Control redundancies..  "
26-09-2011-110429-005,21/10/2011,Please provide information and details to various questions regarding the use of Filton Airfield (South Gloucestershire) by HM Armed Forces.
