Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 139.59 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 28.60 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 62.93 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 139.59 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 51.49 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 114.42 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 4,973.68 ",
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 181.35 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 117.85 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 211.26 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 68.63 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 37.96 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 176.77 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 111.55 ,
FCO,FCO,22-Jun-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 2,288.31 ",
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 118.42 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 44.62 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 24.52 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 43.71 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 107.55 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 130.43 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 374.38 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 262.58 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 387.30 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 79.52 ,
FCO,FCO,22-Jun-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 3,406.05 ",
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 45.77 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 85.81 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 268.30 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 292.54 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 112.13 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 122.43 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 97.83 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 92.62 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 211.67 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 324.29 ,
FCO,FCO,22-Jun-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 797.91 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 101.26 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 241.42 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 160.08 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 454.23 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 92.68 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 230.83 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 117.85 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 485.36 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 147.60 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 86.95 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 307.00 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 60.51 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 133.87 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 348.40 ,
FCO,FCO,22-Jun-12,Rates Taxes Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 5,921.02 ",
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 348.97 ,
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 4,921.65 ",
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 2,597.70 ",
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 85.81 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 97.26 ,
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 3,266.43 ",
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 1,154.97 ",
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 85.81 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 71.90 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 483.98 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 143.02 ,
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 3,418.00 ",
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 274.03 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 85.81 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 85.81 ,
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 4,661.13 ",
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 97.25 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 3,379.84 ",
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 260.87 ,
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 1,914.08 ",
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 348.97 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 97.26 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 85.81 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 78.94 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 367.28 ,
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 2,597.68 ",
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 67.37 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 314.64 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 422.56 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 343.24 ,
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 223.11 ,
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 2,187.40 ",
FCO,FCO,22-Jun-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222," 2,515.65 ",
FCO,FCO,22-Jun-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 223.11 ,
FCO,FCO,22-Jun-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 314.64 ,
FCO,FCO,22-Jun-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 343.24 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 286.04 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 28.61 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 34.33 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 11.38 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 11.62 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 40.62 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 59.73 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 9.10 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 26.49 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 51.26 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 16.53 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 305.43 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 34.38 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 12.01 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 13.96 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 13.96 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 5.15 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 18.14 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 11.79 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 3.79 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 17.68 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 11.16 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 228.83 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 11.84 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 4.46 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 2.45 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 4.37 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 10.75 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 13.05 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 37.44 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 26.26 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 38.73 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 7.95 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 340.61 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 4.57 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 8.58 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 26.83 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 29.26 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 11.21 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 12.25 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 9.79 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 9.26 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 21.17 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 32.43 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 79.79 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 10.13 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 24.14 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 16.01 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 45.42 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 9.27 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 23.08 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 11.79 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 48.54 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 14.76 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 8.70 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 30.70 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 6.05 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 13.38 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 34.84 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 592.10 ,
FCO,FCO,22-Jun-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000222, 34.90 ,
