FREEDOM OF INFORMATION,,
MOD Requests to 27 May 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
04-05-2011-153400-002,26/05/2011,Please provide copies of any corresponding minutes/records of discussions to Navy Board papers 1977 - 1993.
04-05-2011-153412-002,02/06/2011,"Please advise if the MOD deliver any programmes that train their personnel to protect Cultural Heritage, especially with the recent Middle East exploits."
04-05-2011-153759-003,26/05/2011,Please provide a copy of NAVB/P(88)5 1988 and A/P(84)15 and corresponding minutes.
04-05-2011-154432-004,26/05/2011,"Please provide copies of AP/76(79)6, ABSC/P(79)7 plus unreferenced 1979 papers 'Manpower Shortages at Sea' and 'Manpower Shortages at Sea and Ashore.'"
04-05-2011-160944-001,01/06/2011,"Please advise on the total cost of the contract for GWS 26, given to the Marconi Company in 1982, until it was terminated by the Royal Navy, sometime after 2000, and replaced by the American Harpoon system on Type 23 Frigate."
04-05-2011-161008-004,02/06/2011,Please advise on the funding to Afghanistan from 2001 - 2010.
04-05-2011-162845-002,02/06/2011,Please provide a copy of the Baker Report  along with the minutes and correspondence about its preparation and final issue.
04-05-2011-164312-003,02/06/2011,Please provide information on the cost to the taxpayer to educate the children of serving military personnel during the last financial year.
04-05-2011-164801-004,02/06/2011,Please advise how DEFE 64/68 titled Cyprus Oil can be viewed at the National Archives.
05-05-2011-101118-001,12/05/2011,Please provide a list of detention centres.
05-05-2011-101310-001,20/05/2011,"Please provide a copy of any internal correspondence between HQAC/Region/Wing representatives regarding Freedom of Information and/or Freedom of Information requests, in digital format."
05-05-2011-101331-001,01/06/2011,Please provide information to various questions regarding the RN Fixed Wing Flying training pipeline on 19 October 2010 when the decision to cancel Naval Fixed Wing capability was announced.
05-05-2011-102705-002,02/06/2011,"Please advise whether the Defence Forces were surveyed and included in the Civil Service People Survey and if so, if the outcomes to this are available in the public domain. "
05-05-2011-104629-003,02/06/2011,"Please advise what the ""special concessions"" are that are referred to in paragraph 38 of the Change of Work Location in the UK Statement of Civilian Personnel Policy regarding transfers to/form and within Northern Ireland."
05-05-2011-110157-002,23/05/2011,Please provide information and details on staff involved with project BADER since its existence. 
05-05-2011-112453-004,02/06/2011,"Please provide information to various questions regarding the total number of campaign letters, postcards and emails received from 1 May 2010 - 1 May 2011."
05-05-2011-113222-005,02/06/2011,Please provide a copy of police footage taken on 6 June 2008 by a South Wales Cardiff police helicopter chasing an unidentified object near the MOD base at St Athans.
05-05-2011-113905-006,03/06/2011,Please provide the latest estimates of MOD Nuclear liabilities as of 2006 from Hansard entry 24 July 2006.
05-05-2011-114023-002,02/06/2011,"Please provide information to various question regarding media training provided for Defence Secretary, Dr Liam Fox since the formation of the present administration."
05-05-2011-114243-007,03/06/2011,Please provide a copy of the 2010 Defence Environment and Safety Board annual report.
05-05-2011-115717-003,23/05/2011,Please provide budget summaries for project BADAR from its existence to present.
05-05-2011-131451-004,24/05/2011,Please provide a copy of the minutes of the last ACC meeting.
05-05-2011-133611-001,24/05/2011,Please provide a copy of the minutes of the last ACMB meeting.
05-05-2011-134341-002,24/05/2011,Please provide a copy of all internal and external correspondence regarding the ACO's logo and corporate image.
05-05-2011-135427-003,24/05/2011,Please provide copies of any internal and external correspondence regarding non-compliance with Corps shooting regulations and the subsequent bans.
05-05-2011-140304-004,24/05/2011,Please provide a breakdown of the total amount of home to duty costs claimed by adult volunteers from January 2010 - January 2011 along with details of the number of travelled miles it equates to. 
05-05-2011-141602-001,03/06/2011,"Please provide a copy of the Merlin Report for the Land Rover 88"". "
05-05-2011-142348-005,01/06/2011,Please provide copies of correspondence between staff at Headquarters Air Cadets regarding Requests for Information relating to Health and Safety from 1 February - 1 May 2011
05-05-2011-144037-002,03/06/2011,Please advise on the number of service personnel housed on and off-site at RAF Wattisham in 2009 and 2010 along with the amount MOD spent each year for the off-site accommodation.
05-05-2011-145121-003,03/06/2011,Please advise and provide information to various questions regarding the Defence Medical Services.
06-05-2011-092312-001,03/06/2011,Please advise and provide information to various questions about mental disorder identified among serving Armed Forces personnel.
06-05-2011-092407-001,01/06/2011,Please provide statistical information on the number of UK military amputees following military trauma.
06-05-2011-093449-002,06/06/2011,Please provide information to various questions regarding the running costs for TAFMIS.
06-05-2011-093607-002,01/06/2011,"Please provide the most recent figures for the number of applicants for RAF officer, with the number of graduate applicants. and if possible the numbers applying for the roles of Physical Education Officer and Logistics Officer."
06-05-2011-095017-003,06/06/2011,Please advise why the UKDS dataset does not include an equivalent table  to that for military salaries.
06-05-2011-095038-003,06/06/2011,"Please provide copies of the Operations Record Book/station log covering January-February 1956 for 806 Squadron (based at RNAS Brawdy) and RNAS station Brawdy, Wales. "
06-05-2011-103533-004,06/06/2011,"Please provide a list of all graphic file included as part of the Army Brand Portal, or otherwise held by a communications/PR unit within the Army, which is in PDF, EPS, SVG or AI formats."
06-05-2011-142738-001,06/06/2011,Please provide information and details to various questions regarding the Oil & Pipelines Agency.
06-05-2011-143457-002,06/06/2011,Please provide figures for all expenditure on UK military assistance to Nigeria between 1April 2001 and 31 March 2010.
06-05-2011-144430-003,06/06/2011,"Please provide information and details to various questions regarding the Royal Navy, British Army, Royal Air Force & MOD."
06-05-2011-145114-004,06/06/2011,"Please provide confirmation of the use, or otherwise, of the Western Complex, Regional Commissioner's Office, RSG 4, Crown Building, Brooklands Avenue, Cambridge, during the first Gulf War, 1 Oct 1990 - 31 March 1991."
06-05-2011-152315-005,06/06/2011,"Please provide information to various question regarding the number of non-British personnel recruited to the Royal Navy from Commonwealth countries (none GB) in 2007, 2008, 2009, 2010 and 2011."
06-05-2011-165202-001,18/05/2011,Please advise how Met Office have implemented performance management in their organisation.
06-05-2011-171601-006,06/06/2011,Please provide information to various questions regarding The National Museum of the Royal Navy.
09-05-2011-100535-001,02/06/2011,Please advise on the body responsible for setting the 'safe' level for nuclear emission schedule releases for the AWE Burghfield environmental and contamination reports.
09-05-2011-103857-001,06/06/2011,"Please advise on the review and release of information contained in WO 386/18, WO 386/19 and WO 386/20."
09-05-2011-105041-002,06/06/2011,"Please provide copies of all official correspondence relating to the impact of the failure to agree a new IMF programme for Afghanistan and the subsequent DFID decision to postpone a planned payment of £85m, due in 2010/11, to the multi-donor Afghanistan Reconstruction Trust Fund."
09-05-2011-112621-003,06/06/2011,Please advise on the object flying over South East England on 07 May 2011 at approximately 20.00 hrs.
09-05-2011-113634-004,06/06/2011,Please provide information on the Lightening Protection System (LPS) Test results for all new building commissioned since 1995.
09-05-2011-114712-005,06/06/2011,"Please provide information held regarding French ratings, who came to HMS Royal Arthur (Skegness) in 1939/1940, that may have returned to France on the SS Meknes, that was sunk on 24th July 1940."
09-05-2011-120554-006,07/06/2011,Please provide a copy of the Surgeon General's Policy Letter 3/06.
09-05-2011-121318-007,07/06/2011,Please provide details of all the changes to the software of the Digital Engine Control Units (DECUs) which form part of the Full Authority Digital Engine Control (FADEC) system of the Chinook HC2 since 1992.
09-05-2011-141220-001,07/06/2011,"Please provide full details of the number of non-Governmental (private) customers purchasing forecasting services from the Met Office in 2008, 2009 and 2010 along with information on the total revenue received from these customers."
09-05-2011-145501-002,07/06/2011,Please provide information to various question regarding the MOD's Whistleblowing policy and guidance provide to staff.
09-05-2011-150128-003,07/06/2011,"Please provide information on RAF personnel billeted at xxxxxx Queen Street Redcar, Cleveland."
09-05-2011-152444-004,18/05/2011,Please advise on various gross operating costs for DE&S.
09-05-2011-154702-005,07/06/2011,Please provide information to various questions regarding the maintenance cost of the MOD Art collection for FY 2010/11.
09-05-2011-155241-006,07/06/2011,"Please provide a breakdown, by service and rank, of the  number of individuals that have received the Longer Separation Allowance as at 1 May 2011 "
09-05-2011-161243-008,11/04/2011,Please advise on the suppliers of the light bulbs and screw noted in a recent BBC media article.
09-05-2011-161344-009,07/06/2011,Please provide information and details of the number of sorties made by every student at RAF Coningsby last year.
09-05-2011-171029-010,11/04/2011,Please provide confirmation that the MOD's sustainability policy is contained in contracts let to private companies that operate MOD staff restaurants.
09-05-2011-171616-001,19/05/2011,Please provide statistical information regarding terrorist related convictions between January 1987 and August 1994.
10-05-2011-085316-001,07/06/2011,Please advise on the number of personnel in the UK awarded the South Atlantic Medal (without rosette). 
10-05-2011-085826-002,07/06/2011,Please provide a copy of the Butler Review.
10-05-2011-090159-003,07/06/2011,Please advise and provide information to various questions regarding the distribution of British defence and reconstruction contracts in Afghanistan and Iraq between 11 September 2001 and 27 June 2007.
10-05-2011-090950-004,07/06/2011,Please provide information gather from the TCAF operation in Lashkar Gah in 2007 - 2008 that was used in a USAID presentation.
10-05-2011-091805-005,07/06/2011,Please advise on the number of personnel (military and civilian) in the UK awarded the South Atlantic Medal in support of the Task Force in 1982.
10-05-2011-101345-006,08/06/2011,Please advise whether the government has undertaken or commissioned any report examining the financial costs of alternatives to 'like for like' replacement of the Trident Nuclear Weapons system.
10-05-2011-102739-007,08/06/2011,Please provide a copy of the lease granted to property developers for Fort Bovisand.
10-05-2011-113103-008,08/06/2011,Please provide copies of the decommissioning plans for the DU firing facilities at Eskmeals and information on the associated costs.
10-05-2011-113541-009,08/06/2011,"Please advise, and provide information and details, on any meetings members of the current and or former Ministerial team have had with HRH The Prince of Wales."
10-05-2011-114118-010,08/06/2011,"Please advise, and provide information and details, on the number of disciplinary hearings that have been held involving MOD civil servants who have made inappropriate applications for an advance against expenses for Short Term Detached Duty in the past three years."
10-05-2011-114835-011,08/06/2011,"Please advise on the number of staff who have received a formal warning for internet or e-mail misuse in 2009, 2010 and 2011."
10-05-2011-115452-012,08/06/2011,Please provide information on the winning tender bid awarded to Systems Group Ltd for Tender Number HQLF3a/4221.
10-05-2011-145314-001,07/06/2011,Please advise on the number of occasions DSTL had paid invoices for goods or service before they had either been received or delivered.
10-05-2011-145402-001,08/06/2011,Please provide information to various question regarding Flying training students.
10-05-2011-145840-002,08/06/2011,Please advise on the number of MOD SCS (and the proportion in relation to the total number of MOD SCS) that have undertaken Operational Tours and on MOD's policy on keeping deployed staff informed about promotion opportunities.
10-05-2011-150546-003,08/06/2011,Please provide copies of various documentation regarding Air Force Rebalancing policy.
10-05-2011-152247-001,07/06/2011,Please provide information to various questions regarding Occupational Health in the Army.
10-05-2011-165348-002,08/06/2011,"Please provide information on the Planning Rounds for 2008, 2009 and 2010."
11-05-2011-101113-001,08/06/2011,Please advise on the government's stance regarding the Lightning aircraft. 
11-05-2011-105128-002,09/06/2011,Please advise on the MOD's savings over the Spending Review period.
11-05-2011-111204-003,08/06/2011,Please provide information to various questions following the IT Profession Review and the subsequent Additional IT Profession Review carried out in January 2010 - March 2011 regarding the ITIL Manager role.
11-05-2011-112252-004,09/06/2011,Please advise on the origin of 'Herrick' and why operations in Afghanistan are codenamed after it.
11-05-2011-121035-005,07/06/2011,Please advise when and why the requirement to report adverse reactions to drugs such as Lariam/Mefloquine was removed. 
11-05-2011-133213-001,07/06/2011,Please advise whether the UK undertake similar work to the US NSA to decode ET signals. 
11-05-2011-143836-002,09/06/2011,Please provide information held on the logistical aspects of supplying Berlin by air during the blockade of the city in 1948-1949.
11-05-2011-145339-003,09/06/2011,Please provide copies of various documentation pertaining to/from Northern Ireland from October - December 1971.
11-05-2011-145604-001,09/06/2011,Please advise on the number of claims have been made for incidents involving helicopters and animal loss in the last five years.
11-05-2011-154741-001,09/06/2011,Please advise on government policy to stop pirate attacks and the measures to free British citizens that have been kidnapped and held hostage under ransom.
11-05-2011-160248-002,09/06/2011,Please advise whether any information is held on Rodney Richard Matthews.
11-05-2011-163102-002,09/06/2011,"Please provide a copy of the Strategic Directive known as ""The Tiger in the Jungle""."
11-05-2011-190027-001,09/06/2011,Please provide copies of instruction and guidance issued to staff on the use of pseudonyms in correspondence.
12-05-2011-085227-001,09/06/2011,"Please provide a copy the accident report for the Tornado GR1 serial number ZA448 crash on 30 March 1988 in Nevada, USA."
12-05-2011-093001-001,09/06/2011,Please advise on the location of the historic collection of obsolete War Office and Ministry of Supply manufacturing specifications for Clothing and General Stores that used to be held at the Quality Assurance Directorate (Stores and Clothing) at Didcot.
12-05-2011-094453-001,09/06/2011,Please provide information on the total amount of aged debtors for RAF Northolt as at 31 March 2011.
12-05-2011-101617-001,31/05/2011,Please provide statistical information on the total number of former Chatham Dockyard workers who have died as a result of asbestos related diseases and the number of claims brought against the MOD by former Chatham dockyard workers and/or their families for asbestos related diseases.
12-05-2011-111451-002,08/06/2011,Please advise on whether the Submarine Dismantling project accords with current best practices on stakeholder engagement.
12-05-2011-124800-001,10/06/2011,Please provide a copy of the MOD regulations covering MOD policy.
12-05-2011-144004-002,08/06/2011,"Please provide information on the numbers that fought and died from the Newcastle, Bessbrook, Crossmaglen, Camlough, Kilkeel, Newry, Newtonhamilton, Warrenpoint and Annalong in Northern Ireland during the WWII."
12-05-2011-150956-001,10/06/2011,"Please advise on the percentage targets for 2011/2012 for boosting the overall level of ethnic minority representation in the Armed Forces plus each Armed Service, separately."
12-05-2011-152238-002,10/06/2011,Please provide photographs and information on the Old War Office from 1914-1918.
12-05-2011-153841-003,10/06/2011,Please provide information on the public announcement or proclamation that banned the travel or trip of civilians to France or America when war was declared in 1793 and 1775.
12-05-2011-155832-004,10/06/2011,"Please advise, and provide information and details, to various questions regarding MOD staff deployed as baggage support staff for Her Majesty The Queen, and other members of the Royal Family, from 2003 - 2010."
12-05-2011-160756-003,23/05/2011,Please provide copies of the RAF Akrotiri Flamingo magazine from 1996/1997. 
12-05-2011-162806-005,10/06/2011,Please provide a copy of the related CMM for PN:25-8SF111-1A. 
13-05-2011-091947-001,07/06/2011,Please advise on the number of HSIO in the RDP.
13-05-2011-095910-001,10/06/2011,Please advise on the use of the Central Ammunition Depot at Corsham.
13-05-2011-104838-003,13/06/2011,"Please advise on the type of concrete used in the buildings at Balankiel, in Sutherland on the North coast of Scotland. "
13-05-2011-120845-004 ,25/05/2011,Please advise on nuclear radiation at Borden.
13-05-2011-131714-001,13/06/2011,Please advise on the number of British Armed Forces personnel that have been deployed to Afghanistan since 2001 and the number who have dependant children.
13-05-2011-133345-002,13/06/2011,Please advise on the validity of the invention that saved the Royal Navy million of pounds regarding the use of ramps to load aircraft on Navy carriers.  
13-05-2011-134154-001,09/06/2011,"Please advise, and provide information,to various questions regarding redundancies and career prospects in the RN."
13-05-2011-142324-003,13/06/2011,Please advise on the MOD expenditure for consultants for FY 2010/11.
13-05-2011-145832-004,13/06/2011,Please provide details and any images of the loss of oil from a Royal Naval/Admiralty installation at Dover Eastern Docks that was the subject of a Parliamentary question that received a written answer on 16 November 1956.
13-05-2011-152536-005,13/06/2011,Please advise on the cost of two agency fitters employed by the Joint Supply Chain Rail and Container Services for the last two years.
13-05-2011-154538-006,13/06/2011,"Please advise on the information that exists, relating to the use of the Underground Fuel Oil Installation and Combined Operations Fuelling Installation, between 1950 and the eventual transfer to Dover Harbour Board (DHB), of the pipes that served them."
16-05-2011-085234-001,13/06/2011,Please provide 'gamma' radiation levels at 'Ground zero' for atomic bombs Pennant and Burgee detonated at Christmas Island in 1958.
16-05-2011-085540-002,13/06/2011,"Please provide information on the location(s) of Prince William, Duke of Cambridge between 29 April and 4 May 2011."
16-05-2011-090303-001,10/06/2011,Please provide information to various questions regarding the recent Band D LTTP Assessment Centre.
16-05-2011-090415-003,13/06/2011,Please provide information to various questions regarding building work undertaken by framework contractors.
16-05-2011-094130-001,10/06/2011,Please provide a list of titles (if not the contents) of all RR Bristol engines originated STO between 1980 and 1994
16-05-2011-094943-002,14/06/2011,Please provide copies of reports and correspondence sent to the MOD from the military attaché to Uganda during January 1990 to September 1994.
16-05-2011-100042-003,14/06/2011,"Please advise how copies of maps and aerial photographs of the city of Dubai for 1980, 1985, 1990 and 1995 can be obtained."
16-05-2011-091006-002,13/06/2011,Please provide information to various questions regarding the MOD Graduate Scheme 1184970. 
16-05-2011-101553-004,14/06/2011,"Please provide copies of documents relating to the Libyan civil war, NATO operation ""Unified Protector"", and foreign operations to encourage sublevation of citizens against Muammar Kadhafi regime."
16-05-2011-102128-005,14/06/2011,Please provide a breakdown of the different types of offences member of the Royal Military Police have been arrested and convicted for in the last three years. 
16-05-2011-103012-006,14/06/2011,Please provide information on the organisational structure of a navy warship.
16-05-2011-103908-007,14/06/2011,"Please a copy of the Policy Rules and Guidance for governing gifts, rewards and hospitality for public servants. "
16-05-2011-104511-008,14/06/2011,"Please advise, and provide details and information, on the number of complaints received from service personnel regarding accommodation conditions in each of the last three financial years."
16-05-2011-105410-009,14/06/2011,Please advise of the enlistment policy and procedure for transferring between the different Armed Services.
16-05-2011-113031-004,07/06/2011,Please provide a list of all the accounts managed by the Air Cadet Organisation.
16-05-2011-142413-005,13/06/2011,Please provide a copy of the Nimrod Airworthiness Review Team report dated 24 July 1998.
16-05-2011-142929-001,08/06/2011,Please provide information on the discrepancies recorded on electronic leave cards.
16-05-2011-144502-010,14/06/2011,Please provide information to various questions regarding map power line/obstruction overprints.
16-05-2011-144606-002,09/06/2011,"Please advise on the number of CNI stations that have allowed officers to be detached on overseas deployments, and the roles they undertook, over the past twelve months. "
16-05-2011-145202-003,13/06/2011,Please provide information and details on MGS staff that have returned late from meal break and disciplinary procedures taken (including any appeals). 
16-05-2011-145436-011,14/06/2011,Please provide information on British military law for operations regarding serving personnel being given amnesty.
16-05-2011-145837-012,14/06/2011,Please provide information to various questions regarding the mis-use of government credit cards over the past five years.
16-05-2011-150314-004,07/06/2011,Please provide information to various questions regarding staff in DSTL employed in IT functions.
16-05-2011-154151-014,14/06/2011,Please provide information on the compositions of bombs UK and NATO are using for bombing missions in Libya.
16-05-2011-163613-015,14/06/2011,Please provide information on RAF Medmenham.
17-05-2011-091319-001,14/06/2011,Please provide information on TUL/TUM vehicle recovery techniques used to train mechanics.
17-05-2011-103034-001,14/06/2011,Please advise on the type of networks that are in place to defend the UK  from ICBM threats and how these are managed.
17-05-2011-111753-001,15/06/2011,Please provide copies of any final reports produced by HQ DFRMO about the possible savings which could be made in DFRMO.
17-05-2011-112421-002,15/06/2011,Please advise on how copies of manuals FV430 Mk 2 and Mk 2/1 can be obtained.
17-05-2011-114801-001,13/06/2011,"Please advise on the number of returning veterans to East Sussex, including those with families, who have sought help for family breakdown, substance or alcohol issues or domestic violence related problems."
17-05-2011-115457-002,15/06/2011,Please provide statistical information on the number of British Armed Forces personnel affected by sexual health issues or estimated to have an STI.  Please advise whether Sexual Health Issues have affected operational effectiveness.
17-05-2011-115513-003,01/06/2011,Please provide the job description for the MAA HR Business Partner.
17-05-2011-122119-003,14/06/2011,Please provide information to various questions regarding information in the RAF Pocket Briefs produced by DASA for 1 Apr 2011.
17-05-2011-144620-004,15/06/2011,"Please advise, and provide information and details, on the number of Army officers trained at Sandhurst who have spent time in a military corrective training centres (MCTCs) since 2003."
17-05-2011-145357-005,15/06/2011,Please provide a copy of the MOD/DB Schonkor Rail contract.
17-05-2011-153108-006,15/06/2011,Please advise whether a report listing ex-military sites exists and how it can be obtained.
17-05-2011-154250-007,15/06/2011,Please advise how information and details of locations of ex-military sites no longer used by MOD in England and Scotland can be obtained.
17-05-2011-161131-008,15/06/2011,Please advise on the number of working dogs in the Armed Forces to date.
18-05-2011-081909-001,15/06/2011,"Please provide copies of 'Babcock Event No 19720: Failure to Reinstate Primary Safety Systems' and 'Nuclear Propulsion Project Team, Organisation for Delivery of Nuclear Safety by the Approval Authority role'."
18-05-2011-100430-002,15/06/2011,"Please provide a copy of the battle map of the liberation of Kuwait, 1990 - 1991 Gulf War."
18-05-2011-104744-002,16/06/2011,Please provide information to various questions regarding UNSCR 1973 Forces missions.
18-05-2011-111248-001,27/07/2010,"Please provide copies of all documents, meeting reports, minutes, emails and official correspondence relating to the condition of the Afghan National Police and Afghan National Army."
18-05-2011-115504-005,14/06/2011,"Please provide a breakdown of the average component costs ( accommodation, furniture, computers, etc) of Regional Activity Centres."
18-05-2011-122109-002,15/06/2011,Please advise how often Armed Forces statistical information is updated published. 
18-05-2011-144451-003,16/06/2011,Please provide information to various questions regarding the Defence Reform Unit.
18-05-2011-145135-004,16/06/2011,Please provide information and details on the contract to provide an ovine-based product to treat botulism.
18-05-2011-145516-005,16/06/2011,Please advise on what specific actions the MOD will be taking to implement recommendation 4 of the ONR interim report: Japanese earthquake and tsunami: Implications for the UK Nuclear Industry. 
18-05-2011-152909-003,07/06/2011,Please provide copies of the post mortem/toxicology reports on the death of xxxxxx.
18-05-2011-153650-006,16/06/2011,Please provide information to various questions regarding social research.
18-05-2011-154333-007,16/06/2011,Please provide various information regarding a military investigation.
18-05-2011-161313-008,16/06/2011,Please advise why Stratford Upon Avon was off limits to soldiers in WWII.
18-05-2011-163503-003,19/05/2011,Please provide a copy of HMS Conqueror's Patrol Report/report of proceedings and all supporting Annexes for Operation Barmaid. 
19-05-2011-111121-001,17/06/2011,"I was wondering if you held any statistics on the numbers of service personnel undergoing or awaiting parachute training, or the numbers of parachute training courses run in recent years?"
19-05-2011-122055-001,16/06/2011,"Please provide information to various questions regarding Sir Roger Wheeler, of the defence company Thales UK Air Defence and his meetings MOD senior officials between 1 January 2009 - present."
19-05-2011-122901-002,16/06/2011,"Please provide a copy of MOD's Policy, Rules and Guidance on temporary promotion."
19-05-2011-133523-003,16/06/2011,Please provide a copy of the Terms of Business Agreement between MOD and Babcock International Group plc.
19-05-2011-133913-004,16/06/2011,Please advise on the number of severely disabled people that were sent to Australia in the 1950s to be used as 'human guinea pigs' during the atomic tests.    
19-05-2011-134747-005,16/06/2011,Please advise on MOD expenditure tackling Muslim extremists in Britain.
19-05-2011-145123-007,17/06/2011,"Please provide historical information on the stream trawler, Lune."
19-05-2011-145926-008,17/06/2011,Please provide information on the contract the MOD has with Steria for managed IT services.
19-05-2011-150444-009,17/06/2011,Please provide information on the contract the British Army (Land Forces) has with BAE for managed IT services. 
19-05-2011-142827-001,13/05/2011,Please advise on the suppliers and manufacturers of the Viking Mk2 Rigid Raider.
19-05-2011-151359-010,17/06/2011,Please provide information to various questions regarding UK Government online services.
19-05-2011-154941-001,14/06/2011,Please provide a copy of the latest PRG on homeworking and a complete list/numbers of all Agency Members who have 'worked from home' since the release of the latest version of the PRG and the resources that they have been provided with to do this.
19-05-2011-163046-001,17/06/2011,"Please provide information on the investigation of potential scenarios for the basing of nuclear submarines, including Trident, in locations other than Scotland, since December 2007."
20-05-2011-093658-001,17/06/2011,Please provide information to various questions regarding cyber-attacked against UK government departments.
20-05-2011-094148-002,17/06/2011,"Please advise on MOD's daily expenditure on operations in Iraq, Afghanistan and Libya from 1 January - 19 May 2011 respectively."
20-05-2011-104906-003,17/06/2011,Please provide information on the loss of the aircraft that Lawrence Byam was an observer in in 1941.
20-05-2011-111823-001,17/06/2011,"Please advise, and provide information, to various questions regarding Harassment Investigation Officers. "
20-05-2011-112842-001,20/06/2011,"Please advise on the total cost of all equipment relating to the video conferencing facilities at the four CNI sites (Bacton, Easington, Garlogie and St Fergus) and the number of times these facilities have been used at each respective site."
20-05-2011-091646-001,24/05/2011,Please provide a copy of the BOI into the death of Chief Tech J C Saunders in Singapore in 1967
