Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,14-Mar-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,WEBEX COMMUNICATIONS UK LTD,1040135,"3,225.00",
FCO,FCO,14-Mar-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,WEBEX COMMUNICATIONS UK LTD,1040135,53.06,
FCO,FCO,14-Mar-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1040135,"6,157.81",
FCO,FCO,14-Mar-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1040135,0.01,
FCO,FCO,14-Mar-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,WEBEX COMMUNICATIONS UK LTD,1040135,"-3,225.00",
FCO,FCO,14-Mar-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,WEBEX COMMUNICATIONS UK LTD,1040135,"3,225.00",
FCO,FCO,26-Mar-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000142,"192,072.79",
FCO,FCO,26-Mar-12,Building Fabric Services,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"1,443.96",
FCO,FCO,26-Mar-12,Residential Property Services,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"1,670.31",
FCO,FCO,26-Mar-12,Reception Services,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"3,751.16",
FCO,FCO,26-Mar-12,Office Support Services,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"1,795.18",
FCO,FCO,26-Mar-12,Repair and maintenance of furniture and fittings,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"1,316.91",
FCO,FCO,26-Mar-12,Mail & Porterage Services,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"1,805.53",
FCO,FCO,26-Mar-12,Grounds Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"4,638.62",
FCO,FCO,26-Mar-12,Contract Fees,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"2,202.58",
FCO,FCO,26-Mar-12,Miscellaneous Expenditure,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,730.06,
FCO,FCO,26-Mar-12,Building Mechanical and Engineering Services,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"8,958.75",
FCO,FCO,26-Mar-12,Cleaning & Waste,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"7,194.78",
FCO,FCO,26-Mar-12,Contract Fees,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,463.76,
FCO,FCO,26-Mar-12,Contract Fees,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,596.87,
FCO,FCO,26-Mar-12,Contract Fees,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,213.2,
FCO,FCO,26-Mar-12,Contract Fees,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,902.97,
FCO,FCO,26-Mar-12,Contract Fees,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"1,627.79",
FCO,FCO,26-Mar-12,Contract Fees,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,789.24,
FCO,FCO,26-Mar-12,Unscheduled repairs to building infrastructure,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000144,"4,802.52",
FCO,FCO,23-Mar-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,307.83,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,109.62,
FCO,FCO,23-Mar-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"3,287.04",
FCO,FCO,23-Mar-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,923.5,
FCO,FCO,23-Mar-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,677.23,
FCO,FCO,23-Mar-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,307.84,
FCO,FCO,23-Mar-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,369.4,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"1,349.41",
FCO,FCO,23-Mar-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,923.5,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,124.98,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,738.62,
FCO,FCO,23-Mar-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"18,326.44",
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,122.52,
FCO,FCO,23-Mar-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,549.39,
FCO,FCO,23-Mar-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,307.83,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,677.34,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,437.13,
FCO,FCO,23-Mar-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,738.62,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,285.05,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,529.59,
FCO,FCO,23-Mar-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"1,231.33",
FCO,FCO,23-Mar-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,307.84,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,642.75,
FCO,FCO,23-Mar-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"53,526.13",
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,97.89,
FCO,FCO,23-Mar-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"2,273.54",
FCO,FCO,23-Mar-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,123.13,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,177.93,
FCO,FCO,23-Mar-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,677.23,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,399.02,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,370.01,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,30.78,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,49.9,
FCO,FCO,23-Mar-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,923.5,
FCO,FCO,23-Mar-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,858.7,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,615.66,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,551.67,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,134.94,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,150.22,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,10.96,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,73.86,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,67.72,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,129.19,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,30.78,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,150.22,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,73.86,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,126.83,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,123.13,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"1,832.64",
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,54.94,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,55.41,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"5,352.61",
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,67.74,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,227.35,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,195.16,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,52.96,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,40.86,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,67.72,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,30.79,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,120.05,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,190.24,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,12.31,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,39.9,
FCO,FCO,23-Mar-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"3,665.55",
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,4.99,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,26.38,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,48.02,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,127.44,
FCO,FCO,23-Mar-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,61.57,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,140.37,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,47.04,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,115.75,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,282.59,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,416.81,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,402.91,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"2,462.66",
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,85.57,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,49.26,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,120.67,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,314.82,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,288.74,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,131.76,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,105.28,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,99.67,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,227.79,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,108.97,
FCO,FCO,23-Mar-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"3,078.32",
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,349,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,488.84,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,259.81,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,172.28,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,99.74,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,248.42,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,126.83,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,522.34,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,158.84,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,93.58,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,330.39,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,144.07,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,374.94,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,65.12,
FCO,FCO,23-Mar-12,Rates Taxes Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"7,009.35",
FCO,FCO,23-Mar-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"3,637.35",
FCO,FCO,23-Mar-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"30,773.40",
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,786.27,
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"2,795.61",
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"10,172.69",
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,375.56,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"3,637.35",
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,104.67,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,520.85,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,77.38,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"3,515.30",
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,294.91,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,153.91,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"3,678.42",
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"1,242.96",
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"5,016.25",
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,104.66,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,280.75,
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"2,059.91",
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,375.56,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,104.67,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,92.35,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,84.96,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,72.5,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,454.75,
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,395.26,
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"2,795.59",
FCO,FCO,23-Mar-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,369.4,
FCO,FCO,23-Mar-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,240.11,
FCO,FCO,23-Mar-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,338.62,
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"2,354.06",
FCO,FCO,23-Mar-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000127,"2,707.31",
