Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 1230493 - A4 Evidence Book,NR3 1PD,63.36,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 1230518 - Staples 26/6,NR3 1PD,10.08,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 8280007 - A5 Spiral-Bound Notebooks,NR3 1PD,12.48,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 8380008 - Stapler,NR3 1PD,3.61,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9095020 - Large Post-Its,NR3 1PD,27.07,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9100036 - A4 Refill Pad,NR3 1PD,70.80,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9280001 - Large Paperclips,NR3 1PD,1.44,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9280002 - Small Paperclips,NR3 1PD,1.92,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9280020 - Red Bar Tags,NR3 1PD,25.80,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9280024 - Grey Bar Tags,NR3 1PD,54.00,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9310026 - Tape Dispenser,NR3 1PD,42.76,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9310041 - 48mm Tape,NR3 1PD,34.94,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9310042 - Parcel Tape,NR3 1PD,4.66,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9310109 - 24mm Tape,NR3 1PD,56.66,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9372003 - Glue Stick,NR3 1PD,5.94,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9372005 - Blue Tack,NR3 1PD,6.96,
Communities & Local Government,PINS,02/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184050, 9400077 - Red 2 Ring Binders,NR3 1PD,11.93,
Communities & Local Government,PINS,02/10/2012,Subscriptions,Inspector Costs,ROYAL TOWN PLANNING INSTITUTE,,Medium,,5106184004, Learning Partner Renewal 2012/2013,EC3R 8DL,600.00,
Communities & Local Government,PINS,02/10/2012,Web Services,ICT,CONNECT INTERNET SOLUTIONS LTD,,Medium,,5106184035, Domian Name and redirections 2012/2013,L2 6SG,720.00,
Communities & Local Government,PINS,03/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183984, Agency Staff x 2 for 3 months,SW20 0BA,375.71,
Communities & Local Government,PINS,03/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183987, Agency Staff x 3 for 6 months,SW20 0BA,486.78,
Communities & Local Government,PINS,03/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183989, Agency Staff x 2 for 3 months,SW20 0BA,483.52,
Communities & Local Government,PINS,03/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183991, Agency Staff x 3 for 6 months,SW20 0BA,483.52,
Communities & Local Government,PINS,03/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183993, Agency Staff x 3 for 6 months,SW20 0BA,490.06,
Communities & Local Government,PINS,03/10/2012,IT - Software Maintenance,ICT,QAS SYSTEMS LTD,,Large,,5106184039, QAS License 01/10/12 - 30/09/13,SW4 0QL,"65,937.42",
Communities & Local Government,PINS,04/10/2012,IT - Software Maintenance,Library,PTFS EUROPE LTD,,Small,,5106183999, Annual Maintenance upgrade,W1S 1DX,360.00,
Communities & Local Government,PINS,04/10/2012,IT - Software Maintenance,Library,PTFS EUROPE LTD,,Small,,5106183999," ArchivalWare upgrade to 8,000 docs",W1S 1DX,"1,800.00",
Communities & Local Government,PINS,04/10/2012,Vehicle hire,Inspector Costs,ENTERPRISE RENT A CAR,,Large,,5106184163, Car hire - Inspector Costs,SO23 0LD,"5,545.52",
Communities & Local Government,PINS,04/10/2012,Vehicle hire,ROW,ENTERPRISE RENT A CAR,,Large,,5106184163, Car hire - ROW,SO23 0LD,444.20,
Communities & Local Government,PINS,04/10/2012,Vehicle hire,Energy,ENTERPRISE RENT A CAR,,Large,,5106184163, Car hire - Energy,SO23 0LD,482.92,
Communities & Local Government,PINS,04/10/2012,Vehicle hire,"Transport, Water and Waste",ENTERPRISE RENT A CAR,,Large,,5106184163," Car hire - Transport, Water, Waste",SO23 0LD,410.84,
Communities & Local Government,PINS,04/10/2012,Vehicle hire,ICT,ENTERPRISE RENT A CAR,,Large,,5106184163, Car hire - ICT,SO23 0LD,113.66,
Communities & Local Government,PINS,04/10/2012,Vehicle hire,Wales Director,ENTERPRISE RENT A CAR,,Large,,5106184163, Car hire - Wales,SO23 0LD,957.12,
Communities & Local Government,PINS,05/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184182, HP CN047AE MAGENTA INK CARTS 8600.,NG11 7EP,805.80,
Communities & Local Government,PINS,05/10/2012,Training,Human Resources,CIPD,,Large,,5106184038, CIPD Law on Tour Workshop,SW19 1JQ,490.00,
Communities & Local Government,PINS,05/10/2012,Training,Human Resources,CIPD,,Large,,5106184145, CIPD Law on Tour Workshop,SW19 1JQ,490.00,
Communities & Local Government,PINS,08/10/2012,Copyright Licences,Library,COPYRIGHT LICENSING AGENCY LTD,,Small,,5106184200, Copyright Licence 01/10/12-30/09/13,EC1N 8TS,"11,907.00",
Communities & Local Government,PINS,08/10/2012,Steady State Service Provision,Human Resources,LOGICA IT SERVICES UK LTD,,Large,,5106184207, Logica ePayfact & Licences,CF31 9AP,"4,156.88",
Communities & Local Government,PINS,08/10/2012,Steady State Service Provision,Human Resources,LOGICA IT SERVICES UK LTD,,Large,,5106184209, Logica ePayfact & Licences,CF31 9AP,439.16,
Communities & Local Government,PINS,09/10/2012,Advertising,Communications,DURRANTS LTD,,Large,,5106184246, Monitoring of media coverage of PINS,EC1Y 8QE,868.32,
Communities & Local Government,PINS,09/10/2012,Catering,Change & Secretariat,EUREST,,Large,,5106184252, Hospitality,B45 9PZ,116.08,
Communities & Local Government,PINS,09/10/2012,Catering,Inspector Costs,EUREST,,Large,,5106184252, Hospitality,B45 9PZ,25.00,
Communities & Local Government,PINS,09/10/2012,Catering,Environmental Work,EUREST,,Large,,5106184252, Hospitality,B45 9PZ,25.88,
Communities & Local Government,PINS,09/10/2012,Catering,Energy,EUREST,,Large,,5106184252, Hospitality,B45 9PZ,9.17,
Communities & Local Government,PINS,09/10/2012,Catering,Finance & Procurement,EUREST,,Large,,5106184252, Hospitality,B45 9PZ,8.33,
Communities & Local Government,PINS,09/10/2012,Catering,NSI Fees Arborculturalists,EUREST,,Large,,5106184252, Hospitality,B45 9PZ,50.54,
Communities & Local Government,PINS,09/10/2012,Training,Quality Assurance Unit,NO5 CHAMBERS LTD,,Data Not Provided,,5106184248, Bristol Planning Seminar,B4 6DR,300.00,
Communities & Local Government,PINS,09/10/2012,Training,Policy,NO5 CHAMBERS LTD,,Data Not Provided,,5106184248, Bristol Planning Seminar 2012,B4 6DR,100.00,
Communities & Local Government,PINS,10/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184232, Agency Staff x 2 for 3 months,SW20 0BA,483.52,
Communities & Local Government,PINS,10/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184234, Agency Staff x 3 for 6 months,SW20 0BA,486.78,
Communities & Local Government,PINS,10/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184235, Agency Staff x 3 for 6 months,SW20 0BA,490.06,
Communities & Local Government,PINS,10/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184236, Agency Staff x 3 for 6 months,SW20 0BA,483.52,
Communities & Local Government,PINS,10/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184237, Agency Staff x 2 for 3 months,SW20 0BA,490.06,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184225, 9150050 A4 CLOSED LOOP PAPER.,NR3 1PD,653.18,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 0160555 JIFFY BUBBLEWRAP.,NR3 1PD,106.92,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 0401088 BOX FILES.,NR3 1PD,42.48,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 0403174 RAPESCO ECO 2D BINDS 25MM.,NR3 1PD,77.58,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 0580001 WEB/FILE STRAPS.,NR3 1PD,270.84,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 9100035 BANNER A4 RCYD N/BOOK.,NR3 1PD,24.91,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 9390002 BANNER STORAGE BOXES.,NR3 1PD,100.68,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 9410200 4D PREST BINDERS 25MM.,NR3 1PD,46.92,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 9410300 4D PREST BINDERS 38MM.,NR3 1PD,105.12,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 9424002 STRING & WASHER DOC/WALTS.,NR3 1PD,484.56,
Communities & Local Government,PINS,10/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184226, 9670020 24 PER SHEET LABELS.,NR3 1PD,24.60,
Communities & Local Government,PINS,11/10/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106184378,Statutory Advertising,W1T 7RQ,39.19,
Communities & Local Government,PINS,11/10/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106184378, Statutory Advertising - ROW,W1T 7RQ,559.89,
Communities & Local Government,PINS,11/10/2012,Agency Staff,Quality Assurance Unit,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184233, Agency Staff x 1 for 6 months,SW20 0BA,470.45,
Communities & Local Government,PINS,11/10/2012,Courier Services,Estates,CITY LINK,,Large,,5106184346, Postal Service,WA4 4SN,"2,091.55",
Communities & Local Government,PINS,11/10/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106184341, Postal Delivery,S49 1HQ,"1,800.53",
Communities & Local Government,PINS,11/10/2012,IT - Service Contracts,ICT,PLANNING PORTAL,,Public Bodies,,5106184356, Hosting & RFCs 4934 + 4947,BS1 6PN,"2,743.00",
Communities & Local Government,PINS,12/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184397, HP C4127X TONERS.,NG11 7EP,394.20,
Communities & Local Government,PINS,12/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184397, HP CN045AE BLACK INK CARTS.,NG11 7EP,"1,089.00",
Communities & Local Government,PINS,12/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184397, HP CN046AE CYAN INK CARTS.,NG11 7EP,805.80,
Communities & Local Government,PINS,12/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184397, HP CN047AE MAGENTA INK CARTS.,NG11 7EP,805.80,
Communities & Local Government,PINS,12/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184397, HP CN048AE YELLOW INK CARTS.,NG11 7EP,805.80,
Communities & Local Government,PINS,12/10/2012,Printing,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106184392, Enclosure Cover No 3/Plan Folders x1000,NR3 1PD,"1,388.16",
Communities & Local Government,PINS,12/10/2012,Printing,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106184393," Kiss Cut Case File Labels x 20,000.",NR3 1PD,"1,268.87",
Communities & Local Government,PINS,12/10/2012,Printing,Wales Director,WILLIAMS LEA LIMITED,,Micro,,5106184394, 500 PLANNING APPEAL FORMS - PF01july10W,NR3 1PD,286.79,
Communities & Local Government,PINS,12/10/2012,Printing,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106184396," 1st Class PPI Labels x 25,000",NR3 1PD,"1,198.98",
Communities & Local Government,PINS,12/10/2012,Training,Legal,PDP COMPANIES LTD,,Data Not Provided,,5106184322, Data Protection Act Workshop,SW4 0JY,395.00,
Communities & Local Government,PINS,15/10/2012,Accommodation Service Charges,Estates,CB RICHARD ELLIS LTD,,Data Not Provided,,5106184477, Service Charge,EC4M 7HP,"19,032.00",
Communities & Local Government,PINS,15/10/2012,Vehicle hire,Admin Support,ENTERPRISE RENT-A-CAR,,Large,,5106184457, Damage to Hire Car,TW20 8RX,473.45,
Communities & Local Government,PINS,16/10/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106184561, Expenses for official meetings,SL6 1DP,390.00,
Communities & Local Government,PINS,16/10/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106184561, extension 09/07/12 - 31/12/12,SL6 1DP,"1,196.90",
Communities & Local Government,PINS,16/10/2012,Agency Staff,Quality Assurance Unit,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184506, Agency Staff x 1 for 6 months,SW20 0BA,490.06,
Communities & Local Government,PINS,16/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184522, Agency Staff x 2 for 3 months,SW20 0BA,431.24,
Communities & Local Government,PINS,16/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184526, Agency Staff x 2 for 3 months,SW20 0BA,385.51,
Communities & Local Government,PINS,16/10/2012,Legal Fees,Legal,TREASURY SOLICITORS DEPT,,Public Bodies,,5106184498, Disbursements,WC2B 4TS,684.37,
Communities & Local Government,PINS,16/10/2012,Legal Fees,Legal,TREASURY SOLICITORS DEPT,,Public Bodies,,5106184498," Fees, Charges & Disbursements",WC2B 4TS,"61,738.80",
Communities & Local Government,PINS,16/10/2012,Legal Fees,IPC (agreed pre-integration),TREASURY SOLICITORS DEPT,,Public Bodies,,5106184516, IPC Charges for Professional work,WC2B 4TS,"1,230.00",
Communities & Local Government,PINS,16/10/2012,Physical Storage,Admin Support,TNT UK LTD,,Large,,5106184326, File storage & associated costs,DE11 1EG,"3,032.05",
Communities & Local Government,PINS,16/10/2012,Physical Storage,Admin Support,TNT UK LTD,,Large,,5106184474, File storage & associated costs,DE11 1EG,"3,531.56",
Communities & Local Government,PINS,16/10/2012,Water,Estates,BRISTOL WESSEX BILLING SERVICES LTD,,Large,,5106184494, Water Services,BS48 1WA,"7,848.27",
Communities & Local Government,PINS,17/10/2012,Courier Services,Estates,CITY LINK,,Large,,5106184594, Delivery Services,WA4 4SN,"2,056.95",
Communities & Local Government,PINS,17/10/2012,Courier Services,Wales Director,ROYAL MAIL,,Large,,5106184593, Postal Services,S49 1HQ,617.70,
Communities & Local Government,PINS,17/10/2012,Courier Services,Finance & Procurement,ROYAL MAIL,,Large,,5106184668, Postal Services,S49 1HQ,0.79,
Communities & Local Government,PINS,17/10/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106184668, Postal Services,S49 1HQ,"1,946.71",
Communities & Local Government,PINS,17/10/2012,Mobile phone costs,ICT,ORANGE (AIRTIME/LINE RENTAL),,Large,,5106184700, Call charges,S99 6LU,"1,124.54",
Communities & Local Government,PINS,17/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184660, 2043209 STEINBEIS A3 PAPER.,NR3 1PD,135.78,
Communities & Local Government,PINS,17/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184660, 9150050 BANNER CLOSED LOOP A4 PAPER.,NR3 1PD,653.18,
Communities & Local Government,PINS,17/10/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106184692, Air Travel Sept 2012,BD1 3AZ,570.15,
Communities & Local Government,PINS,17/10/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106184692, Rail Ticketing Fee Sept 2012,BD1 3AZ,"1,071.74",
Communities & Local Government,PINS,17/10/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106184692, Rail Tickets Sept 2012,BD1 3AZ,"21,914.12",
Communities & Local Government,PINS,17/10/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106184692, Hotel Bookings Sept 2012,BD1 3AZ,"33,212.55",
Communities & Local Government,PINS,17/10/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106184692, GPS Ticketing Fee Sept 2012,BD1 3AZ,343.82,
Communities & Local Government,PINS,17/10/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106184692, Service Charge Sept 2012,BD1 3AZ,396.00,
Communities & Local Government,PINS,18/10/2012,Accommodation Service Charges,Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106183273, TFM contract for TQH until 30/09/12,WD24 4WW,"-5,757.18",
Communities & Local Government,PINS,18/10/2012,Accommodation Service Charges,Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106184754, VFM150 NE Ext Sec 10-14Sept,WD24 4WW,"1,877.56",
Communities & Local Government,PINS,18/10/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106184759, Expenses for official meetings,SL6 1DP,54.00,
Communities & Local Government,PINS,18/10/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106184759, extension 09/07/12 - 31/12/12,SL6 1DP,"1,196.90",
Communities & Local Government,PINS,18/10/2012,Agency Staff,Finance & Procurement,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184741, Agency staff x1 for 1 month,SW20 0BA,346.68,
Communities & Local Government,PINS,18/10/2012,Cmmunication Telecom Costs,ICT,CABLE & WIRELESS,,Large,,5106184749, C&W GTN charges for Sept 2012,MK3 5JP,304.88,
Communities & Local Government,PINS,18/10/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106184761, Shower valve VFM0109,WD24 4WW,295.99,
Communities & Local Government,PINS,18/10/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106184763, NE additional security VFM 116,WD24 4WW,"7,510.21",
Communities & Local Government,PINS,18/10/2012,Online Database Information Retrieval,Library,RENEWS LIMITED,,Micro,,5106184747, ReNews Subscription,SO23 8BG,"2,928.00",
Communities & Local Government,PINS,18/10/2012,Training,Human Resources,CIPD,,Large,,5106184797, CIPD Employment Law training,SW19 1JQ,490.00,
Communities & Local Government,PINS,19/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184518, Agency Staff x 3 for 6 months,SW20 0BA,486.78,
Communities & Local Government,PINS,19/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184520, Agency Staff x 3 for 6 months,SW20 0BA,490.06,
Communities & Local Government,PINS,19/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184535, Agency Staff x 3 for 6 months,SW20 0BA,483.52,
