FREEDOM OF INFORMATION,,
MOD Requests to 02 March 2012,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
07-02-2012-103357-004,05/03/2012,"Please provide any information regarding encounters with Unidentified Flying Objects, or FooFighters (as they were coined at the time), made by pilots, and/or members of bomber crews on bombing raids over Europe between 1942 - 1945. "
07-02-2012-103434-001,19/03/2012,"Please provide information and details on the scope, responsible body and Terms of Reference for DTR reviews. "
07-02-2012-144813-001,06/03/2012,"Please advise, and provide information and details, on MOD staff or related agencies that have been paid through 'tax efficient' arrangements, similar to those governing Ed Lester's employment at the Student Loans Company, in the last three years."
07-02-2012-145204-002,06/03/2012,"Please provide a copy of the Cyprus maps (24-sheets, scale 1:50,000 scale, K717 series) dated 1973. "
07-02-2012-150021-003,06/03/2012,"Please advise, and provide information and details to various questions regarding depleted uranium."
07-02-2012-151645-005,06/03/2012,Please provide information and details on the proposed wind turbine installation in the village of Ketton.
07-02-2012-151945-002,06/03/2012,"Please provide a copies of all the  minutes of the meetings for the 'Rifle Implementation Programme,' that was held at AWE, from 2008/9 - present."
07-02-2012-152413-006,06/03/2012,Please provide information and details to various travel and Departmental costs since May 2010.
07-02-2012-154741-007,06/03/2012,Please provide information and details on the different types of British propaganda used and its effectiveness in WWII.
07-02-2012-162810-001,01/03/2012,"Please provide statistical information on the number, type and severity of injuries caused on board Surface Ships to Royal Navy personnel particularly with regards to manual handling."
07-02-2012-163512-002,05/03/2012,Please provide information on war pension appeal success rates.
07-02-2012-163818-008,06/03/2012,Please provide copies of all correspondence within 2 Signal Brigade (Corsham) relating to the decisions taken to amend the RAO posts within 38 Signal Regiment and 32 Signal Regiment to OF2 on conversion of contracts from NRPS to FTRS. 
07-02-2012-164323-003,05/03/2012,Please advise on the number of Scots currently serving in the British military.
08-02-2012-102922-002,06/03/2012,Please advise on the accessibility of WO 188/2751 file at the National Archives. 
08-02-2012-103409-003,06/03/2012,Please advise on the number of British soldiers that have had their long service good conduct medal taken away from them for a one off offence of absence without leave in the last fifteen years. 
08-02-2012-105832-004,06/03/2012,Please advise on when the discontinuity in the run of RN ratings service records held at the National Archives will be resolved.
08-02-2012-112533-005,07/03/2012,Please advise on whether any technical construction drawings of the LVT4 Buffalo are held by MOD.
08-02-2012-113237-006,07/03/2012,Please provide confirmation on whether the Fan Dance over Pen y Fan is no longer part of SAS selection. 
08-02-2012-114202-001,06/03/2012,"Please advise, and provide information and details, on Brigadier Harencak's visits to AWE. "
08-02-2012-115710-001,06/03/2012,"Please provide a copy of Goostrey PSD, Twemlow Cheshire Land Quality Assessment Phase one: Desk study DE Project No 12996. "
08-02-2012-120228-007,07/03/2012,Please provide details of information held by MOD on Spies For Peace and the search for its members. 
08-02-2012-123552-002,02/03/2012,Please provide verification of xxxxxx retirement date from the RAF.
08-02-2012-125517-001,06/03/2012,Please provide statistical information to various questions regarding women employed in the services.
08-02-2012-130651-002,06/03/2012,Please provide information and details on the trial and sentence of xxxxxx.
08-02-2012-130805-003,03/02/2012,"Please provide an unredacted copy of Ref: JSG/HQ/1/72349. Please provide information on the document, its purpose and its history and a detailed breakdown on each and every entry printed on the pages."
08-02-2012-140804-004,06/03/2012,"Please advise, and provide information and details, on SFA accommodation within Colchester Garrison. "
08-02-2012-144644-008,07/03/2012,"Please provide information and details on the  strategy, tactics and costs entailed in arms companies lobbying the government or the EU. "
08-02-2012-151721-009,07/03/2012,"Please advise on the total numbers serving in the British Army along with total number of civil servants employed in MOD currently, envisaged in 2014 and after redundancies have been implemented."
08-02-2012-154703-010,07/03/2012,Please advise on the different RAF headwear. 
08-02-2012-162907-011,07/03/2012,"Please advise, and provide information and details, on meetings between member of the ministerial team with any representatives of the firm Dechert from 8 February 2011 - present. "
09-02-2012-083318-001,07/03/2012,"Please advise, and provide information and details, on changes the Oil and Pipeline Agency's redundancy policy."
09-02-2012-090045-001,07/03/2012,Please provide information and details on the locations and structures of the British watchtowers in South Armagh. 
09-02-2012-094551-001,07/03/2012,Please provide information and details on the UK-Salisbury: Military Research and Technology dated 15 September 2011 ID 29077795-2011 framework agreement. 
09-02-2012-101224-002,07/03/2012,Please provide information and details on the UK-Salisbury: Development of an automated electro wetting based droplet actuation system dated 25 August 2011 ID 267936-2011 framework agreement.
09-02-2012-102626-003,07/03/2012,Please provide information and details on the UK-Salisbury: Force Protection Engineering dated 23 August 2011 ID 264454-2011 framework agreement.
09-02-2012-105604-004,07/03/2012,Please provide information and details on the UK-Salisbury Research Services dated 30 July 2011 ID 241122-2011 framework agreement.
09-02-2012-110603-005,07/03/2012,"Please provide details in respect of the following Framework Agreement Suppliers who applied for inclusion on each framework, successful and not successful at the PQQ and ITT stages' for contract dated 30 July 2011 ID 241118-2011."
09-02-2012-111228-006,07/03/2012,Please provide information and details on the UK-Salisbury Research Services dated 14 May 2011 ID 152667-2011 framework agreement.
09-02-2012-111611-002,07/03/2012,"Please advise on the number of occasions the Secretary of State has issued certificates stating that an act has been done for the purpose of safeguarding national security or protecting public safety or public order in relation to Article 80 of the Fair Employment and Treatment Order 1998, Article 41A of the Race Relations (NI) Order 1997 (as amended), Regulation 30 of the Employment Equality (Age) Regulations (Northern Ireland) 2006, Article 53ZA Sex Discrimination (Northern Ireland) Order 1976 (as amended), Regulation 27 Employment Equality (Sexual Orientation) Regulations (Northern Ireland) 2003 along with the number of occasions the Secretary of State has defended appeals against such certificates to the tribunal established under section 91 of the Northern Ireland Act 1998."
09-02-2012-114614-003,08/03/2012,Please advise on what happened to the ship bell on HMS Sheffield.
09-02-2012-115010-004,08/03/2012,Please advise on how a copy of JSP 440 and JSP 490 can be obtained.
09-02-2012-115519-005,07/03/2012,"Please advise, and provide information and details to various questions, regarding the proportion of 16-25 year olds in Darlington that join the Armed Forces. "
09-02-2012-132114-003,14/02/2012,"Please provide copies of Westland-Wessex brochure, etc documentation. "
09-02-2012-143532-006,08/03/2012,Please provide a detailed schedule of MOD properties that will be outsourced. 
09-02-2012-143901-007,08/03/2012,Please provide a list of all brands/models of whistles purchased by MOD in the last eighteen months. 
09-02-2012-145240-008,08/03/2012,Please provide information and details of all home communication exercises held during 1984 - 1992. 
09-02-2012-145541-009,08/03/2012,"Please advise, and provide information and details, on the MOD's expenditure on external consultants. "
09-02-2012-152115-010,08/03/2012,"Please provide copies of all correspondence held by MOD, from 1 January 1991 - present, sent or received by elected representatives on the issue of radiation at Dalgety Bay."
09-02-2012-160236-011,08/03/2012,Please provide information and details of British Psychological Operations in Afghanistan in the last two years.
09-02-2012-163037-001,08/03/2012,Please provide information and details held by MOD on ACO volunteers.
10-02-2012-095146-001,05/03/2012,Please provide information on the regulations for air cadets using Blank Firing Adapters for the L98 A2 during field craft exercises and training along with details of any plans to change the current regulations.
10-02-2012-101727-001,08/03/2012,"Please advise, and provide details, on the level of testing conducted on the bader.mod.uk (SMS) portal to enable it to hold ACO staffs personal details. "
10-02-2012-102932-002,08/03/2012,"Please advise, and provide information and details, on MOD's expenditure on various types of beverages."
10-02-2012-104410-003,08/03/2012,"Please advise on the number of people that have died or sustained life changing injuries whilst being in the custody of the British Armed Forces, or any branch of the MOD, from 1970 onwards."
10-02-2012-105036-002,09/03/2012,"Please provide copies of all correspondence held by MOD about staffing for and the policy decisions taken regarding the definitions of the Terms and Conditions of Service for The Ulster Defence Regiment Permanent Cadre, the Ulster Defence Regiment Part Time, the Royal Irish Regiment (Home Service Full time) and the Royal Irish Regiment (Home Service Part Time). "
10-02-2012-111555-004,08/03/2012,"Please advise, and provide information and details, on the strength of the British Armed Forces since 1963. "
10-02-2012-113932-002,07/03/2012,Please provide three to five images of WWII RAF Fighter Command personnel.
10-02-2012-114847-005,09/03/2012,Please provide statistical information and details to various questions regarding Armed Forces personnel and 'service children'. 
10-02-2012-115956-006,09/03/2012,"Please advise, and provide information and details, on the number of Royal Navy pilots currently serving with the US Navy flying F18 jets or training to do so."
10-02-2012-120620-007,09/03/2012,"Please provide copies of all minutes, reports, attendance lists, submitted datasets and papers, and any other relevant documentation, from the depleted uranium workshops. "
10-02-2012-121730-008,09/03/2012,Please provide information on depleted uranium use in Iraq transferred to the MOD from the Radiation Protection Centre. 
10-02-2012-133043-003,08/03/2012,"Please provide information and details on gritting treatment of the road carriageway, carried out on the main carriageway and adjoining pedestrian walkway between the South Gate and the South Tower at HMNB Clyde, Faslane, Helensburgh G74 8HL, during 18, 19 and 20 December 2010."
10-02-2012-133549-009,09/03/2012,Please provide copies of the post-strike assessments of every UK weapons release from Reaper. Please advise on the number of weapons releases from Reaper UAV to date.
10-02-2012-135207-003,09/03/2012,Please provide a hard copy of the Air Cadets fieldcraft manual ACP 16.
10-02-2012-152756-010,09/03/2012,Please provide information and details on companies used by MOD for IT consultancy services.
10-02-2012-155657-011,09/03/2012,"Please advise, and provide information and details, on messaging services used by MOD."
13-02-2012-104024-001,09/03/2012,Please provide a copy of the Audit of the Military Covenant: Report for the Directorate of Army Personnel Strategy [September 2007].
13-02-2012-114736-002,09/03/2012,Please advise on the types of checks taken on Bilderberg Group members. 
13-02-2012-115238-003,09/03/2012,"Please provide a copy, along with information and details, on MOD's official disposal policy."
13-02-2012-115911-004,09/03/2012,Please provide information on the Rimini List. 
13-02-2012-121523-005,09/03/2012,Please advise on the percentage of serving members of the Armed Forces recruited in Scotland from 2000 until 2012.
13-02-2012-123036-006,09/03/2012,"Please advise, and provide information and details, on Staff Requirement (Air) 425 programme. "
13-02-2012-142446-007,09/03/2012,"Please advise, and provide information and details to various questions, regarding officers of the rank Major General, Lieutenant General and General made redundant."
13-02-2012-143001-008,09/03/2012,"Please advise, and provide information and details, on the financial and other terms of the contract for the generation of income on the Defence Estate from non-military activities. "
13-02-2012-144429-009,09/03/2012,"Please advise on whether any other regiment/corps, excluding REME, move personnel from higher pay band to lower pay band when promoted from sergeant to staff/colour sergeant."
13-02-2012-144828-010,09/03/2012,"Please advise, and provide information and details, on the number of injuries, fatalities are caused by IEDs. "
13-02-2012-151202-011,09/03/2012,Please advise if any MOD member of staff has received or is about to receive a bonus of any kind in the last twelve months.
13-02-2012-151612-012,09/03/2012,"Please provide information and details of spending on Government Procurement Cards, by Permanent Secretaries, from May 2009 to the present date. Please include the name of the permanent secretary, the date of the transaction, the item purchased, the name of the vendor (i.e. Sainsbury's), the reason for the purchase and the amount spent."
13-02-2012-153700-014,09/03/2012,Please advise on the percentage of army officers and soldiers that went to public schools. Please advise on the amount of scholarships handed about by any of the Armed Forces along with the amount backed out of by the committing students.
13-02-2012-154711-015,09/03/2012,"Please advise, and provide information and details to various questions regarding Army personnel and PSTD. "
13-02-2012-155503-016,09/03/2012,Please provide information on the military history of the Land Rover Series 388 built in 1978. 
13-02-2012-155830-017,09/03/2012,Please provide information and details on train travel warrant cost for all three arms of the Armed Forces for the last three financial years.  
13-02-2012-160135-018,09/03/2012,Please advise if spent blank firing rounds can be collected and submitted to local scrap metal dealers.
13-02-2012-161837-019,12/03/2012,Please advise on the accessibility of WO 67/21 and WO 67/23 files. 
13-02-2012-162335-020,12/03/2012,"Please advise, and provide information and details, on the British forces awareness to Pyridiostigmine Bromide and other nerve agents during the Iraq conflict."
13-02-2012-163231-021,12/03/2012,"Please advise, and provide information and details to various questions regarding regulations military nurses and doctors are subject to. "
13-02-2012-163942-022,12/03/2012,"Please provide a copy of meteorological data recorded at Dalton Barracks/RAF Abingdon, Oxfordshire. "
13-02-2012-165024-023,12/03/2012,Please provide information and details of all civil service posts currently being filled by Agency Staff/Temporary staff/External assistance.
13-02-2012-165508-024,12/03/2012,"Please advise, and provide information and details to various questions, regarding sick absences in MOD in 2011. "
13-02-2012-170229-025,12/03/2012,Please provide information on Operation Green Desert. 
13-02-2012-171508-026,12/03/2012,"Please advise, and provide information and details, on guidance issued on banned sports/game in the Army. "
14-02-2012-094731-001,12/03/2012,"Please provide the titles of all documents which contain supporting evidence for the decision to reject Barrow-in-Furness as a candidate site for a submarine dismantling facility, together with the number of pages in each document and a one sentence summary of the scope of the document."
14-02-2012-120516-002,08/03/2012,Please provide details of the internet facing IP addresses or address range of the link between DII and the World Wide Web.
14-02-2012-134156-001,13/03/2012,"Please advise on how Plymouth's naval space is being affected by the current defence cuts and military budgeting and if the military is releasing any of the Devonport dockyards site to attract SMEs, housing and economic growth. "
14-02-2012-134827-002,13/03/2012,"Please advise, and provide information and details, on whether the MOD has engaged Lockheed Martin, or a similar defence company, to supply Armed Unmanned Aerial vehicles (UAVs) using tasers to operate in London."
14-02-2012-140726-003,13/03/2012,Please provide a list of fuel suppliers to UK forces in Afghanistan.
14-02-2012-141814-004,13/03/2012,"Please advise, and provide information and details, on the different health covers or health care offered to military personnel. "
14-02-2012-144319-005,13/03/2012,"Please advise on the grading dates and grades awarded for South Close, Medmenham, SL7 2EE for the past twelve years. "
14-02-2012-144907-001,12/03/2012,Please advise on how sight of the Navigation Data Book can be arranged. 
14-02-2012-150713-006,13/03/2012,Please provide information and details on the displaced Award given to Malik Muhammad Uddin after WWII.
14-02-2012-155233-007,13/03/2012,Please provide the latest capitation rates for the RAF's Typhoon aircraft.
14-02-2012-163152-003,09/03/2012,Please provide information about recruitment activities undertaken for the Oil and Pipelines Agency by Adderley Featherstone plc.
15-02-2012-113600-001,13/03/2012,"Please provide a copy of a complete record of all the gifts and hospitality offered to, or accepted by, senior officers, and all the declarable expenses incurred by them in the most recent two years, for which records are available."
15-02-2012-120201-002,13/03/2012,"Please advise, and provide information and details, on the number of staff employed by MOD who earn less than £8.30 and £7.25 an hour."
15-02-2012-120435-001,13/03/2012,Please clarify which PFI schemes have been included under ICT and Telecomms Service concession arrangements.
15-02-2012-133902-003,13/03/2012,Please provide information and details on the  post-war fate of Taras Bulba-Borovets. 
15-02-2012-134903-004,13/03/2012,Please provide Army recruitment statistics from 2010 - 2011.
15-02-2012-135930-005,13/03/2012,Please provide a copy of the information filed under Community Form # 61/03/02/12.
15-02-2012-141216-006,13/03/2012,Please provide information on chemtrails. 
15-02-2012-142334-007,13/03/2012,"Please advise, and provide information and details, on the number of NFCI that have occurred during training at RMAS in the last five years. "
15-02-2012-145625-008,14/03/2012,Please provide a copy of the RAF Police document # 1202064/1.
15-02-2012-151307-009,14/03/2012,Please provide information and drawings of the old torpedo platform off the shore at Antrim in Lough Neagh.
15-02-2012-151954-010,14/03/2012,Please advise if a copy of the list of the potential nuclear target list and associated information from around 1972 has been placed in the National Archives. 
15-02-2012-152242-011,14/03/2012,Please provide information and details on the number of weapons recorded as lost and stolen in 2011.
15-02-2012-155233-012,14/03/2012,"Please provide historical information on the underground command bunker at RAF Daws Hill in High Wycombe, Bucks. "
15-02-2012-160155-013,14/03/2012,"Please provide an up-to-date list of subcontractors, suppliers and consultants involved in the design and construction of the new jetty to be used as a new warship ammunition depot."
15-02-2012-161537-014,14/03/2012,Please provide a detailed breakdown of the costs incurred to the military for their responses to aid the Civil Authorities in the 2001 foot and mouth outbreak and the 2007 floods. 
15-02-2012-161827-015,14/03/2012,"Please provide statistical information on the number of military personnel that were medically discharged, in the last six years, for hypermobility syndrome."
15-02-2012-162141-016,14/03/2012,Please provide statistical information on the number of military personnel that started their career already having hypermobility syndrome.
15-02-2012-162430-017,14/03/2012,Please provide statistical information on the number of military personnel that made claims to the AFCS for hypermobility syndrome in the last six years.
15-02-2012-162945-018,14/03/2012,Please provide statistical information on the number of military personnel currently employed with hypermobility syndrome.
15-02-2012-164807-019,14/03/2012,"Please advise, and provide information and details to various questions regarding supply convoys that provide over-land logistical support to NATO operations in Afghanistan."
16-02-2012-115013-001,13/03/2012,Please advise and provide information and details on the number of bullying and harassment complaints made by MOD staff citing senior MOD staff as perpetrators between January 2008 - October 2011. 
16-02-2012-131333-001,14/03/2012,Please provide a copy of recorded domestic abuse in December 2009.
16-02-2012-132947-002,14/03/2012,Please provide architectural drawings and information on whether the Sea Fort located just off Plymouth break water and the disused Plymouth Maritime Headquarter (Mount Wise) are available for sale and the cost.
16-02-2012-141412-003,13/03/2012,Please provide information and details of the investigation into the cancellation of the procurement for future search and rescue capability.
16-02-2012-142806-004,14/03/2012,"Please provide information and details of contracts signed with JWT, Capita and other bodies to deliver recruitment campaigns since 2010."
16-02-2012-144225-005,15/03/2012,"Please advise, and provide information and details to various questions regarding the Royal Air Force Aerobatic Team."
16-02-2012-145229-006,15/03/2012,"Please advise, and provide information and details to various questions regarding Distribute Denial of Service (DDoS) attacks in the last twelve months."
16-02-2012-150828-008,15/03/2012,Please provide information on the outcomes and conclusions of the Board of Inquiry held aboard HMS Kent in 1977/1978.
16-02-2012-153605-009,15/03/2012,"Please provide details of your current contracts for the provision of temporary or agency staff. For the avoidance of doubt, we assume that temporary or agency staff contracts refers to the services provided by recruitment agencies for the supply of staff to the organisation on a temporary or contract basis."
16-02-2012-154413-010,15/03/2012,"Please provide details of your current contracts for the provision of temporary or agency staff.  For the avoidance of doubt, we assume that temporary or agency staff contracts refers to the services provided by recruitment agencies for the supply of staff to the organisation on a temporary or contract basis. Our request does not extend to consulting contracts or agreements with sole contractors. "
16-02-2012-155257-011,15/03/2012,"Please provide information and details of hospitality and rail and air travel received from Capita or any of its subsidiaries, by MOD personnel, in the last nine month and year respectively."
16-02-2012-155658-001,14/03/2012,"Please advise, and provide information and details, about the Chinook's maintenance manuals."
16-02-2012-155732-012,15/03/2012,"Please provide information and details of all meetings between MOD personnel (ministers, officials, service personnel) and the lobbying firm Quiller or its senior personnel (notably George Bridges) over the past twelve months."
16-02-2012-160306-013,15/03/2012,Please provide information and details of any representation made to the MOD by any government department or minister (including No 10 Downing St Treasury and Civil Service Dept) which contained any information on the financial position of Capita.
16-02-2012-171058-014,15/03/2012,"Please advise, and provide information and details, on the legal contractual obligations imposed on QinetiQ, the operators of the MOD Pendine Test Range, on how and what measures they are required to protect the residents of St Ishmaels from their activities."
16-02-2012-172106-015,15/03/2012,Please advise on the not issuing a PAR when leaving the MOD on 30 December 2011.
17-02-2012-085313-001,15/03/2012,Please provide information on the veteran population of all three services now resident within NHS Bedfordshire boundaries.
17-02-2012-122759-002,15/03/2012,Please provide the names of the politicians who have been the Defence Minister since the Labour Party came into power in the 1990s.
17-02-2012-124555-003,16/03/2012,Please advise on whether any air defence radar sites are in existence or planned to be in existence within 75km of MK17 9DE.
17-02-2012-130228-004,16/03/2012,"Please advise, and provide information and details, on any ammunition fired by British forces, in the last year, during operations involving pirates along the Somali coast and the Gulf of Aden."
17-02-2012-130755-005,16/03/2012,"Please provide a copy, and information and details, of the UK Critical Materials Report for Energetics and Propulsion."
17-02-2012-141824-006,16/03/2012,Please provide information and details on power units either being used and or being considered for UAVs intended for development.
17-02-2012-161349-007,16/03/2012,Please advise and provide copies of 1944 War Office General Staff Geographical Survey maps of Northern Greece.
20-02-2012-095313-001,16/03/2012,Please advise on the remedial action taken when radon levels were above 400 Bq/m3. 
20-02-2012-103400-001,16/03/2012,"Please advise, and provide information and details, on the number of complaints received from non-civilian Armed Forces personnel concerning kit or equipment shortages in 2010 and 2011."
20-02-2012-104802-002,16/03/2012,"Please provide copies of plans for any military training exercises, to be carried out in the Scottish Borders, in the next few months."
20-02-2012-105441-003,08/03/2012,Please provide copies of records and information held on xxxxxx regarding SFA allocation.
20-02-2012-105738-004,16/03/2012,"Please advise, and provide information and details, on the aircraft that was flying at low altitude to the west of Turriff, Aberdeenshire on 17 February 2011."
20-02-2012-113339-001,16/03/2012,Would it be possible to find how much was spent on train travel through the central defence travel contract and if possible for this to be broken down into individual Armed Force Services and also class of travel.
20-02-2012-123915-005,16/03/2012,"Please advise, provide information and details, on whether MOD have a computer systems that uses either pattern matching or machine learning and the specific tasks that requires this."
20-02-2012-124432-006,16/03/2012,"Please provide copies of correspondence relating to the permission and refusal of the use of training areas for motor sport events, under the control of Defence Training Estates Wales and West, between January 2010 and 19 February 2012."
20-02-2012-130759-007,16/03/2012,Please provide a photograph of the uniform for the 86th AGRA and any other interesting details of the Queen's coronation.
20-02-2012-132942-008,16/03/2012,"Please advise, and provide information and details, on MOD's costs to send teams to the Forces Rugby World Cup 2011."
20-02-2012-133552-009,16/03/2012,Please advise of the accessibility of the National Archives retained document AIR 40/3130.
20-02-2012-134328-010,16/03/2012,"Please advise, and provide information and details, of memorials for fallen British soldiers in Bosnia."
20-02-2012-134827-011,16/03/2012,Please provide a copy of the noise survey carried out at Brize Norton airfield in 2011.
20-02-2012-140225-012,16/03/2012,"Please provide information and details of all items lost and/or stolen, with a value of more than Â£500, recorded by MOD between 18 February 2011 and 18 February 2012."
20-02-2012-142508-002,16/03/2012,Please provide a copy of all correspondence between John Nott and Margaret Thatcher on the sale of Super Etendard aircraft and Exocet missiles from November 1981 - July 1982.
20-02-2012-143251-003,16/03/2012,"Please provide policy information and details regarding public access and availability of non-sensitive, recorded radar data."
20-02-2012-143850-004,16/03/2012,Please provide information and details of the UK's foreign policy and strategy in the Middle East.
20-02-2012-145114-005,16/03/2012,"Please advise, and provide information and details, on Infantry sergeant and Warrant Officer sashes."
20-02-2012-150300-006,16/03/2012,Please provide information and details on meetings government representatives have had with weapon companies' lobbyists in 2010 - 2011.
20-02-2012-150431-001,09/03/2012,"Please advise, and provide information and details, on the status of SFA in Paderborn and Sennelager."
20-02-2012-152210-007,16/03/2012,Please provide information and details on the British government's spend on purchases from weapons companies in 2010-11.
20-02-2012-154653-008,19/03/2012,"Please advise, and provide information and details, to various questions regarding security vetting of service personnel prior to attending the nuclear test trials on Christmas Island."
20-02-2012-161318-009,19/03/2012,"Please advise, and provide information and details, on the total amount paid in bonuses to civil servants and service personnel, on active duty, in the last twelve months."
20-02-2012-161939-010,19/03/2012,"Please provide information on the number of days spent by MOD senior officials in Brussels, Luxembourg, Strasbourg, or any other European destination, on European Union business in 2011."
20-02-2012-163837-011,19/03/2012,"Please advise on the number and types of occasions military helicopters have crossed airspace close to Culbane Rd, Porglenone, BT44 8NZ between and including 13 February 2007 - 13 February 2009."
20-02-2012-170434-012,19/03/2012,"Please advise, and provide information and details, on the enterprise storage brands purchase in 2011 and 2010."
20-02-2012-171421-013,19/03/2012,"Please advise, and provide information and details, on the number of break-in and burglaries on MOD properties and military assets in the last three years."
21-02-2012-102325-001,19/03/2012,"Please advise, and provide information and details, on the total number of personnel and children supported by the Continuity of Education Allowance in each financial year from 2007-08 to 2011-12."
21-02-2012-105117-001,16/03/2012,Please provide information and details on the latest AWOL statistics from 2011 - present. Please clarify MOD's definition of AWOL.
21-02-2012-110037-002,19/03/2012,"Please provide copies of MOD Annual Reports for 2004/5, 2005/6 and 2006/7. "
21-02-2012-111734-003,19/03/2012,Please provide a digital copy of the ACP 16 Fieldcraft Manual.
21-02-2012-114303-004,20/03/2012,Please provide information and details of UFO sightings made to the MOD. 
21-02-2012-143325-002,15/03/2012,Please provide copies of War Pension manuals.
21-02-2012-145353-006,20/03/2012,"Please advise on whether MOD hold any records produced by units of the Army, RAF, or Royal Navy which were based on Cyprus at any time between 1 April 1955 and 30 March 1959 and if this information is available to the public at the National Archives. "
21-02-2012-150620-007,20/03/2012,"Please provide information and details of all field trials, conducted in 2009, which have involved the release of biological material (e.g. Biological Warfare stimulants) on MOD or Crown property. "
21-02-2012-151947-008,20/03/2012,Please provide copies of all environment impact assessments related to the live firing range at Cape Wrath.
22-02-2012-103232-001,20/03/2012,"Please advise if there are any records of the 'military' use of Mill Farm, Besthorpe, Notts or of any site investigation/clearance being carried out. "
22-02-2012-114527-002,08/03/2012,Please provide a copy of the winning proposal for the contract award.
22-02-2012-115146-003,15/03/2012,"Please advise, and provide information and details, to various questions regarding MDPGA's current contract for the provision of temporary or agency staff. "
22-02-2012-131929-001,20/03/2012,Please advise in what format central data on research and/or development projects is collected and stored in MOD. 
22-02-2012-132332-004,20/03/2012,Please advise whether any information is held on the events of the night of 26 September 1994 at RAF Boscombe Down.
22-02-2012-145342-005,21/03/2012,Please provide information and detail on the historical mileage rates that were claimable by military personnel for travel from home to duty or place of work. 
22-02-2012-150359-007,21/03/2012,"Please advise on the amount of money paid in 2010/2011 by MOD to Clinton Devon Estates for the use of Woodbury Common, Lympstone, Devon as a training area for the Royal Marines."
22-02-2012-151219-008,21/03/2012,"Please advise, and provide information and details, to various questions regarding radioactive sediment at Aldermaston Manor. "
