Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063251,31.26, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063252,84.15, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063254,12.82, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063256,14.43, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Static Line Rental,Finance & Commercial Group - Finance Group,BRITISH TELECOMMUNICATIONS plc (BT),1063257,97.6, - Static Line Rental,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063259,341.06, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063261,425.28, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063269,390, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063275,930, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063281,3900.94, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063284,495, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/4/2012,Publications,Legal Services - Legal Services,SWETS INFORMATION SERVICES,1063285,1117.8, - Publications,OX14 1UQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1063309,689.92, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/5/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063317,435, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063324,995, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1063338,666.12, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1063340,689.92, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1063347,666.12, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/4/2012,Central Telecommunications Services,Finance & Commercial Group - Commercial Directorate,GLOBAL CROSSING (UK) TELECOMMUNICATIONS LTD,1063365,9946.25, - Central Telecommunications Services,RG24 8NA,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/5/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063392,11730, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063410,595, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1063411,390, - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1063415,32.26, - Standard Desktop Plus Services,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/3/2012,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1063481,-8.35, - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1063537,9.91, - Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1063537,240.94, - Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1063538,19.63, - Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1063539,18.59, - Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063588,975.12, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Other Overseas Travel & Subsistence,Government Office for Science - Government Office for Science,FOREIGN AND COMMONWEALTH OFFICE (FCO),1063589,4326.75, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063590,1307.75, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063591,78.01, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1063592,117.01, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1063599,13.36, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1063600,404.87, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1063601,102.05, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1063604,-102.04, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1063608,399.31, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/18/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1063609,516.7, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/3/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1063632,19.2, - Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/5/2012,Other Training Costs,Knowledge & Innovation Group - Research Base,LI-YUN LIAO,1063652,570, - Other Training Costs,SE16 5XR,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Other Training Costs,Knowledge & Innovation Group - Research Base,LI-YUN LIAO,1063658,570, - Other Training Costs,SE16 5XR,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/10/2012,Mobile Call Charges,Market Frameworks - Consumer and Competition Policy,VODAFONE LTD,1063666,6.6, - Mobile Call Charges,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1063670,72.42, - Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063674,45618.66, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063675,56.3, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/19/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063676,570.02, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Computer Equipment - Clearing,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063677,1133.51, - Computer Equipment - Clearing,WA3 9BD,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Computer Equipment - Clearing,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063678,3584.76, - Computer Equipment - Clearing,WA3 9BD,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063679,222.99, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1063688,141.14, - Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1063688,100.43, - Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/5/2012,Mobile Line Rental,Business & Skills Group - Advanced Manufacturing Services,VODAFONE LTD,1063700,6.6, - Mobile Line Rental,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Telecommunications,"People, Communications and Effectiveness Group - Human Resources",VODAFONE LTD,1063701,13.2, - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/3/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1063722,450745.42, - Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/3/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1063722,12110091.19, - Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/21/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063739,380.3, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Local IT Maintenance & Support,Business & Skills Group - Skills,FUJITSU SERVICES LTD,1063746,78, - Local IT Maintenance & Support,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063758,65, - Standard Desktop Services (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063767,5322.93, - ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/10/2012,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063768,17743.1, - ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063769,97.5, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/3/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Innovation,THE TECHNOLOGY STRATEGY BOARD,1063783,35000000, - Grant in Aid - Current -Other,SN2 1UE,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/3/2012,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1063798,-3.34, - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/3/2012,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1063799,103.18, - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1063801,63793.66, - ICT Business Specific Application Services,SW19 3RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/4/2012,Hire of Agency Staff (Professional/Management),Market Frameworks - RDA Transition and Closures,ADECCO UK LTD,1063844,821.51, - Hire of Agency Staff (Professional/Management),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/4/2012,Hire of Agency Staff (Professional/Management),Market Frameworks - RDA Transition and Closures,ADECCO UK LTD,1063845,773.69, - Hire of Agency Staff (Professional/Management),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/4/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1063847,885.54, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1063850,666.12, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1063851,651.85, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/5/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,THE GIS GROUP (GLOBAL INVESTIGATION SERVICES),1063862,240, - Criminal Law and Prosecution Work,N9 9AB,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/3/2012,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1063894,250.26, - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/7/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,THE UNIVERSITY OF MANCHESTER,1063897,5700, - Research & Development Expenditure (Programme),M13 9PL,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/14/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063902,1652.42, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/14/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063905,839.32, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063907,178, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/14/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063908,80.2, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1063909,22327.51, - ICT Infrastructure Specific Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/4/2012,Hire of Agency Staff (Professional/Management),"People, Communications and Effectiveness Group - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA RESOURCING LTD,1063914,2252.28, - Hire of Agency Staff (Professional/Management),DL1 9HN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,ARLINGTON BUSINESS PARKS PARTNERSHIP,1063915,28685.1, - Accommodation Rentals,RG7 4SA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/6/2012,Service Charges,Finance & Commercial Group - Commercial Directorate,ARLINGTON BUSINESS PARKS PARTNERSHIP,1063916,6831.25, - Service Charges,RG7 4SA,,,,Administration
