Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,11/04/2012,Purchase of inventory and services ,Command Joint Operations,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,923834,Cost of other material consumed,"97,534.13"
Ministry of Defence,Defence Science and Technology Laboratory,27/04/2012,Sub Contracted Work,Operations,THALES UK LIMITED,,V - 9000142271 - 00133535,,"97,439.00"
Ministry of Defence,Ministry of Defence,25/04/2012,Transport hire charges,Land Forces,RYDER DEUTSCHLAND GMBH,,5000076926,Transport other operating lease,"97,309.78"
Ministry of Defence,Ministry of Defence,18/04/2012,Rent and rates,Defence Infrastructure Organisation ,MONMOUTHSHIRE COUNTY COUNCIL,NP44 2XH,926420,Rent buildings - non civil estate property and married quarter property,"97,067.80"
Ministry of Defence,Ministry of Defence,16/04/2012,Estate management,Defence Infrastructure Organisation ,VALE OF GLAMORGAN COUNCIL,CF63 4YN,925563,Works - estate management,"97,000.00"
Ministry of Defence,Ministry of Defence,26/04/2012,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,930133,Cost of food services,"96,871.61"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000141764 - 00132010,,"96,738.03"
Ministry of Defence,Ministry of Defence,17/04/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,925770,Fees for professional services excluding legal fees,"96,627.03"
Ministry of Defence,Ministry of Defence,17/04/2012,Fees for professional services,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,925707,Fees for professional services excluding legal fees,"96,592.42"
Ministry of Defence,Reserve Forces and Cadets Associations,04/04/2012,Rates/NDR,Infrastructure,LONDON BOROUGH OF ISLINGTON,,105,Rent buildings - non civil estate property and married quarter property,"96,556.00"
Ministry of Defence,Ministry of Defence,11/04/2012,Spend on Inventory - General,Defence Equipment & Support,T O C LIMITED,CV3 2AN,923792,Spend on Inventory - General,"96,499.92"
Ministry of Defence,Ministry of Defence,18/04/2012,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,926061,Property dwellings private finance initiative - service concession arrangement service charge,"96,109.10"
Ministry of Defence,Ministry of Defence,26/04/2012,Administration,Navy Command,DATAFORCE INTERACT LIMITED,NN3 8RG,930043,General administration,"95,870.89"
Ministry of Defence,Ministry of Defence,13/04/2012,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,924422,Estate + facilities management services - accommodation inventory + service,"95,835.68"
Ministry of Defence,Ministry of Defence,27/04/2012,IT and communication services,Navy Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,930591,Information technology services,"95,720.75"
Ministry of Defence,Ministry of Defence,20/04/2012,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000015499,Aviation fuel casual uplift consumed,"95,265.00"
Ministry of Defence,Ministry of Defence,12/04/2012,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,924250,Military short term detached duty,"95,167.60"
Ministry of Defence,Ministry of Defence,20/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,SLINGSBY ADVANCED COMPOSITES  LIMITED,YO62 6EZ,168362,Equipment support non-project costs,"95,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Programme Office,QINETIQ LIMITED,,V - 9000141764 - 00133149,,"95,000.00"
Ministry of Defence,Ministry of Defence,17/04/2012,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,925754,Utilities consumed - heating oil,"94,990.95"
Ministry of Defence,Ministry of Defence,18/04/2012,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,926144,Cost of other material consumed,"94,342.14"
Ministry of Defence,Defence Science and Technology Laboratory,20/04/2012,Sub Contracted Research,Programme Office,P2I LIMITED,,V - 9000142120 - 00134109,,"94,299.00"
Ministry of Defence,Ministry of Defence,17/04/2012,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,925791,Spend on Inventory - General,"94,227.65"
Ministry of Defence,Ministry of Defence,18/04/2012,Rent and rates,Defence Infrastructure Organisation ,ABERDEENSHIRE COUNCIL,AB43 9LP,926034,Rent buildings - non civil estate property and married quarter property,"94,021.25"
Ministry of Defence,Ministry of Defence,12/04/2012,Service and civilian recruitment,Air Command,DLKW LOWE LTD,SW3 3XB,923999,Service recruitment excluding recruitment related external assistance,"94,000.00"
Ministry of Defence,Reserve Forces and Cadets Associations,04/04/2012,Rates/NDR,Infrastructure,LONDON BOROUGH OF TOWER HAMLETS,,187,Rent buildings - non civil estate property and married quarter property,"93,688.00"
Ministry of Defence,Ministry of Defence,12/04/2012,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000076292,Works - estate management,"93,613.80"
Ministry of Defence,Ministry of Defence,19/04/2012,Purchase of buildings and military equipment ,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3LS,926917,Fiscal asset under construction - capital in year addition,"93,584.57"
Ministry of Defence,Ministry of Defence,20/04/2012,Estates-Equipment/Works,DIO-SSG,BELMONT INTERNAL LTD,TN14 5EL,AP011213005, Works - estate management ,"£93,553.25"
Ministry of Defence,Ministry of Defence,13/04/2012,Payment of utilities,Defence Infrastructure Organisation ,GEMEINDEFREIER BEZIRK LOHHEIDE,,5000076395,Utilities consumed - water + sewage,"93,256.38"
Ministry of Defence,Ministry of Defence,27/04/2012,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,930438,Transport other operating lease,"92,887.63"
Ministry of Defence,Ministry of Defence,12/04/2012,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D 30169,5000076297,Works - estate management,"92,874.25"
Ministry of Defence,Reserve Forces and Cadets Associations,20/04/2012,Rates/NDR,Infrastructure,SEFTON METROPOLITAN BOUROUGH COUNCIL,,258,Rent buildings - non civil estate property and married quarter property,"92,745.00"
Ministry of Defence,Defence Science and Technology Laboratory,20/04/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000142137 - 00133581,,"92,613.00"
Ministry of Defence,Ministry of Defence,11/04/2012,Fees for professional services,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,923450,Fees for professional services excluding legal fees,"92,611.26"
Ministry of Defence,Ministry of Defence,05/04/2012,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D-30169,5000076103,Works - estate management,"92,449.15"
Ministry of Defence,Ministry of Defence,05/04/2012,Purchase of buildings and military equipment ,Air Command,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,922953,Fiscal asset under construction - capital in year addition,"92,310.53"
Ministry of Defence,Ministry of Defence,23/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,NEWMAN & SPURR CONSULTANCY  LIMITED,GU15 3SY,928448,Post design services which are not capitalised,"92,152.00"
Ministry of Defence,Ministry of Defence,27/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,OFFSHORE SYSTEMS LTD,V5G 4LS,930785,Equipment support non-project costs,"91,805.22"
Ministry of Defence,Ministry of Defence,17/04/2012,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,925707,Research and development excluding defence science and technology laboratory,"91,595.23"
Ministry of Defence,Ministry of Defence,30/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,EXELIS DEFENCE LIMITED,RG22 4BA,931138,Equipment support project costs,"91,528.00"
Ministry of Defence,Defence Science and Technology Laboratory,27/04/2012,Sub Contracted Work,Operations,NITEWORKS,,V - 9000142364 - 00133304,,"91,490.00"
Ministry of Defence,Ministry of Defence,10/04/2012,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,923012,Consumption of medical dental and veterinary inventory,"91,093.84"
Ministry of Defence,Ministry of Defence,19/04/2012,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000076602,Works - estate management,"90,945.49"
Ministry of Defence,Ministry of Defence,25/04/2012,Estate management,Air Command,CRISPIN & BORST LIMITED,WD24 4WW,168430,Works - estate management,"90,747.34"
Ministry of Defence,Defence Science and Technology Laboratory,20/04/2012,Sub Contracted Work,Operations,BMT DEFENCE SERVICES LIMITED,,V - 9000142042 - 00133765,,"90,738.50"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Materials & Equipment,Operations,FISHER SCIENTIFIC UK LIMITED,,V - 9000141976 - 00133821,,"90,670.00"
Ministry of Defence,Ministry of Defence,12/04/2012,International contributions,Central TLB,SELEX ELSAG LIMITED,SS14 3EL,924283,Defence military assistance fund international subscriptions and other payments,"90,571.00"
Ministry of Defence,Ministry of Defence,12/04/2012,Service and civilian recruitment,Air Command,BINARY VISION LIMITED,WC1X 0DS,923927,Service recruitment excluding recruitment related external assistance,"90,394.00"
Ministry of Defence,Ministry of Defence,30/04/2012,Spend on Inventory - General,Defence Equipment & Support,SOUTHCOMBE BROTHERS LTD,TA14 6QD,931435,Spend on Inventory - General,"90,355.20"
Ministry of Defence,Ministry of Defence,05/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,YOUNGMAN GROUP LTD,CM9 4LJ,923007,Equipment support non-project costs,"90,008.84"
Ministry of Defence,Ministry of Defence,27/04/2012,Spend on Inventory - General,Defence Equipment & Support,ULTRALIFE CORPORATION,,3000006947,Spend on Inventory - General,"90,004.74"
Ministry of Defence,Ministry of Defence,13/04/2012,Spend on Inventory - General,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,924692,Spend on Inventory - General,"89,973.54"
Ministry of Defence,Ministry of Defence,12/04/2012,Spend on Inventory - General,Air Command,KEYMED (MEDICAL & INDUSTRIAL EQUIPMENT) LTD,SS2 5QH,924101,Spend on Inventory - General,"89,700.00"
Ministry of Defence,Ministry of Defence,17/04/2012,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,925754,Utilities consumed - heating oil,"89,640.90"
Ministry of Defence,Ministry of Defence,11/04/2012,"Adminstration, claims, compensation and awards",Land Forces,BUNDESANSTALT FUR  IMMOBILIENAUFGABEN,,5000076220,Cost of claims/compensation and related expenses against MOD,"89,550.51"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,THALES UK LIMITED,,V - 9000141665 - 00133537,,"89,500.00"
Ministry of Defence,Ministry of Defence,12/04/2012,Spend on Inventory - General,Defence Equipment & Support,OK HUNGARIAN GLOVES KV,,3000006878,Spend on Inventory - General,"89,428.02"
Ministry of Defence,Ministry of Defence,05/04/2012,International contributions,Central TLB,THE BRITISH COUNCIL,,2165002,Defence military assistance fund international subscriptions and other payments,"89,428.02"
Ministry of Defence,Ministry of Defence,23/04/2012,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,928316,Utilities consumed - heating oil,"89,418.77"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000141952 - 00133572,,"89,263.00"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Sub Contracted Work,Operations,DEVONPORT ROYAL DOCKYARD LIMITED,,V - 9000141861 - 00133538,,"89,129.88"
Ministry of Defence,Ministry of Defence,23/04/2012,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,928315,Utilities consumed - heating oil,"89,127.54"
Ministry of Defence,Ministry of Defence,16/04/2012,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,925008,Estate + facilities management services - accommodation inventory + service,"88,712.57"
Ministry of Defence,Defence Science and Technology Laboratory,20/04/2012,Materials & Equipment,Operations,VWR INTERNATIONAL,,V - 9000142168 - 00134057,,"88,612.87"
Ministry of Defence,Ministry of Defence,05/04/2012,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,922656,Estate core services charge,"88,583.00"
Ministry of Defence,Ministry of Defence,27/04/2012,Spend on Inventory - General,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,930820,Spend on Inventory - General,"88,556.52"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000141952 - 00133516,,"88,477.00"
Ministry of Defence,Ministry of Defence,18/04/2012,Rent and rates,Defence Infrastructure Organisation ,MANCHESTER CITY COUNCIL,M15 5TU,926386,Rent buildings - non civil estate property and married quarter property,"88,394.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Research,Programme Office,UNIVERSITY OF BRIGHTON,,V - 9000141700 - 00132405,,"88,392.00"
Ministry of Defence,Ministry of Defence,05/04/2012,Estate management,Defence Infrastructure Organisation ,SECURITY SERVICES GROUP,SN6 8LA,'200000013829,Works - estate management,"88,076.66"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Sub Contracted Work,Operations,ALTA INNOVATIONS LIMITED,,V - 9000141829 - 00133667,,"88,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,27/04/2012,Sub Contracted Work,Operations,SELEX GALILEO LIMITED,,V - 9000142357 - 00134407,,"87,888.02"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000141766 - 00133109,,"87,724.72"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Professional Services,Operations,METROPOLITAN POLICE SERVICE,,V - 9000141947 - 00133904,,"87,722.63"
Ministry of Defence,Defence Science and Technology Laboratory,20/04/2012,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000142062 - 00133678,,"87,410.00"
Ministry of Defence,Ministry of Defence,27/04/2012,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,930933,Utilities consumed - gas,"87,401.29"
Ministry of Defence,Ministry of Defence,04/04/2012,Estate management,Defence Equipment & Support,MOTT MACDONALD LTD,CR9 2UL,922055,Works - estate management,"87,303.76"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,AIRCRAFT RESEARCH ASSOCIATION LIMITED,,V - 9000141783 - 00133674,,"87,000.00"
Ministry of Defence,Ministry of Defence,23/04/2012,Food and clothing,Land Forces,COTSWOLD OUTDOOR LTD,SN16 9SH,928229,Cost of purchasing and repairing clothing,"86,579.63"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Research,Programme Office,ROLLS ROYCE PLC,,V - 9000141670 - 00133127,,"86,460.75"
Ministry of Defence,Ministry of Defence,27/04/2012,Purchase of inventory and services ,Defence Equipment & Support,PROMETHEUS MEDICAL LTD,HR6 0PW,930819,Consumption of medical dental and veterinary inventory,"86,302.20"
Ministry of Defence,Defence Science and Technology Laboratory,27/04/2012,Sub Contracted Work,Operations,UNIVERSITY OF WESTMINSTER,,V - 9000142291 - 00133728,,"86,000.00"
Ministry of Defence,Ministry of Defence,13/04/2012,Payment of utilities,Defence Infrastructure Organisation ,GEMEINDEFREIER BEZIRK OSTERHEIDE,,5000076396,Utilities consumed - water + sewage,"85,950.12"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,AUTONOMOUS SURFACE VEHICLES LIMITED,,V - 9000141774 - 00132647,,"85,945.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000141650 - 00133523,,"85,922.05"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Materials & Equipment,Operations,WATERS LIMITED,,V - 9000141676 - 00126036,,"85,615.04"
Ministry of Defence,Ministry of Defence,19/04/2012,Spend on Inventory - General,Defence Equipment & Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,927086,Spend on Inventory - General,"85,116.24"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Materials & Equipment,Operations,SELEX GALILEO LIMITED,,V - 9000141954 - 00133207,,"85,000.00"
Ministry of Defence,Ministry of Defence,17/04/2012,Spend on Inventory - General,Defence Equipment & Support,AEROTRIM GROUP LIMITED,BA12 8SP,925602,Spend on Inventory - General,"84,672.00"
Ministry of Defence,Ministry of Defence,18/04/2012,Estate management,Defence Infrastructure Organisation ,A T G AIRPORTS LTD,WA3 2AP,926028,Works - estate management,"84,616.04"
Ministry of Defence,Defence Science and Technology Laboratory,20/04/2012,Sub Contracted Work,Programme Office,DETICA LIMITED,,V - 9000142057 - 00131588,,"84,582.10"
Ministry of Defence,Defence Science and Technology Laboratory,27/04/2012,Sub Contracted Work,Operations,VISUAL AUTOMATION LIMITED,,V - 9000142337 - 00134552,,"84,428.45"
Ministry of Defence,Ministry of Defence,30/04/2012,"Transportation of personnel, freight and travel expenses",Navy Command,AGILITY LOGISTICS LIMITED,RG1 2LG,930980,Movement of service personnel,"84,054.74"
Ministry of Defence,Ministry of Defence,18/04/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,,5000076589,Utilities consumed - gas,"84,019.32"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,AIRCRAFT RESEARCH ASSOCIATION LIMITED,,V - 9000141783 - 00133675,,"83,900.00"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000141957 - 00133375,,"83,664.20"
Ministry of Defence,Ministry of Defence,25/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3NH,168420,Equipment support non-project costs,"83,331.80"
Ministry of Defence,Ministry of Defence,18/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,MITCHELL DIESEL LIMITED,NG17 2JZ,926413,Equipment support non-project costs,"83,317.74"
Ministry of Defence,Ministry of Defence,20/04/2012,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,927548,Cost of food services,"82,977.43"
Ministry of Defence,Ministry of Defence,16/04/2012,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,925025,Transport other operating lease,"82,806.09"
Ministry of Defence,Ministry of Defence,19/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,926899,Equipment support non-project costs,"82,790.00"
Ministry of Defence,Ministry of Defence,04/04/2012,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,922184,Utilities consumed - gas,"82,688.74"
Ministry of Defence,Ministry of Defence,19/04/2012,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D 30169,5000076649,Works - estate management,"82,501.33"
Ministry of Defence,Ministry of Defence,25/04/2012,Spend on Inventory - General,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,ST18 0PN,929233,Spend on Inventory - General,"82,150.56"
Ministry of Defence,Ministry of Defence,24/04/2012,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS HAGGLUNDS AB,,2135485,Spend on Inventory - General,"82,099.30"
Ministry of Defence,Ministry of Defence,20/04/2012,Medical treatment & stores and welfare services,Command Joint Operations,DR MARTIN ERRINGTON T/A ERRINGTON ASSOCIATES,EH13 0DT,927675,Medical health services,"81,986.00"
Ministry of Defence,Ministry of Defence,17/04/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,925961,Cost of food purchases,"81,921.56"
Ministry of Defence,Ministry of Defence,11/04/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,923459,Freight movement costs,"81,855.43"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Materials & Equipment,Operations,SPARSHATTS OF KENT LIMITED,,V - 9000141889 - 00133130,,"81,836.76"
Ministry of Defence,Ministry of Defence,17/04/2012,Externally delivered education and training,Land Forces,RIZOR GMBH & CO KG,,5000076544,External military training ,"81,815.01"
Ministry of Defence,Ministry of Defence,25/04/2012,Estates-Equipment/Works,DIO-SSG,SISYS LTD,BB1 2PR,AP011213006, Works - estate management ,"£81,715.44"
Ministry of Defence,Ministry of Defence,19/04/2012,Purchase of inventory and services ,Defence Equipment & Support,GIB OIL LIMITED,,3000006906,Consumption of oils and lubricants inventory,"81,683.06"
Ministry of Defence,Ministry of Defence,24/04/2012,Estate management,Defence Infrastructure Organisation ,MODUS SERVICES LIMITED,SW1A 2HB,929018,Works - estate management,"81,501.20"
Ministry of Defence,Ministry of Defence,23/04/2012,Payment of utilities,Defence Infrastructure Organisation ,MABANAFT DEUTSCHLAND GMBH,,5000076785,Utilities consumed - heating oil,"81,496.90"
Ministry of Defence,Ministry of Defence,24/04/2012,Property leases,Defence Infrastructure Organisation ,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013958,Property dwellings operating lease,"81,472.20"
Ministry of Defence,Ministry of Defence,18/04/2012,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,926219,Equipment support non-project costs,"81,429.75"
Ministry of Defence,Ministry of Defence,05/04/2012,Medical treatment & stores and welfare services,Command Joint Operations,SOUTH STAFFORDSHIRE & SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST,ST16 3SR,'200000013830,Medical health services,"81,172.00"
Ministry of Defence,Ministry of Defence,12/04/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,924047,Spend on Inventory - General,"81,078.14"
Ministry of Defence,Ministry of Defence,18/04/2012,Rent and rates,Defence Infrastructure Organisation ,BURY BOROUGH COUNCIL,BL9 0SW,926133,Rent buildings - non civil estate property and married quarter property,"81,066.00"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Materials & Equipment,Operations,IROBOT CORPORATION,,V - 0000000785 - 00130638,,"81,027.59"
Ministry of Defence,Ministry of Defence,13/04/2012,Estate management,Air Command,ARAMARK LTD,LS16 6QY,924422,Estate + facilities management services - accommodation inventory + service,"80,854.69"
Ministry of Defence,Ministry of Defence,04/04/2012,Administration,Central TLB,LOGICA UK LIMITED,CF31 9AP,922035,General administration,"80,630.00"
Ministry of Defence,Ministry of Defence,26/04/2012,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,929944,Transport other operating lease,"80,538.10"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000141764 - 00133393,,"80,393.00"
Ministry of Defence,Ministry of Defence,13/04/2012,Spend on Inventory - General,Defence Equipment & Support,TMD TECHNOLOGIES LTD,UB3 1DQ,924929,Spend on Inventory - General,"80,280.00"
Ministry of Defence,Ministry of Defence,20/04/2012,Purchase of inventory and services ,Central TLB,WORCESTERSHIRE MEDAL SERVICE LIMITED,B61 8LL,928096,Consumption of clothing and textiles inventory,"80,160.00"
Ministry of Defence,Defence Support Group,20/04/2012,Insurance Paid,Corporate,WILLIS LIMITED,,10161994,,"80,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,27/04/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000142354 - 00132014,,"80,000.00"
Ministry of Defence,Ministry of Defence,17/04/2012,Grants to Reserves Forces and Cadets Association,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,925696,Grants to reserve forces and cadet associations,"79,956.43"
Ministry of Defence,Ministry of Defence,18/04/2012,Rent and rates,Defence Infrastructure Organisation ,CAMBRIDGE CITY COUNCIL,CB2 3QJ,926140,Rent buildings - non civil estate property and married quarter property,"79,935.50"
Ministry of Defence,Ministry of Defence,18/04/2012,Rent and rates,Defence Infrastructure Organisation ,SOUTHAMPTON CITY COUNCIL,SO14 7FP,926689,Rent buildings - non civil estate property and married quarter property,"79,791.14"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,SELEX ELSAG LIMITED,,V - 9000141768 - 00133609,,"79,648.17"
Ministry of Defence,Ministry of Defence,26/04/2012,Spend on Inventory - General,Defence Equipment & Support,HODGE CLEMCO LTD,S13 9NR,930121,Spend on Inventory - General,"79,583.65"
Ministry of Defence,Ministry of Defence,18/04/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,926772,Fiscal asset under construction - capital in year addition,"79,505.72"
Ministry of Defence,Ministry of Defence,23/04/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE HERFORD GMBH,,5000076806,Utilities consumed - gas,"79,397.85"
Ministry of Defence,Defence Science and Technology Laboratory,13/04/2012,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000141957 - 00133603,,"79,087.98"
Ministry of Defence,Defence Science and Technology Laboratory,20/04/2012,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000142062 - 00132912,,"79,023.29"
Ministry of Defence,Defence Science and Technology Laboratory,05/04/2012,Sub Contracted Work,Operations,THALES UK LIMITED,,V - 9000141665 - 00133532,,"79,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,20/04/2012,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000142062 - 00134536,,"78,875.00"
Ministry of Defence,Reserve Forces and Cadets Associations,04/04/2012,Rates/NDR,Infrastructure,LONDON BOROUGH OF CAMDEN,,133,Rent buildings - non civil estate property and married quarter property,"78,870.00"
Ministry of Defence,Ministry of Defence,17/04/2012,Fuel for military use,Air Command,ARVAL UK LTD,SN5 6PE,925622,Oil and lubricants consumed excluding those from the inventory system,"78,761.21"
Ministry of Defence,Reserve Forces and Cadets Associations,18/04/2012,Rates/NDR,Infrastructure,POWYS COUNTY COUNCIL,,2,Rent buildings - non civil estate property and married quarter property,"78,648.00"
Ministry of Defence,Ministry of Defence,10/04/2012,Spend on Inventory - General,Land Forces,BUNZL UK LIMITED,KT19 8TY,923063,Spend on Inventory - General,"78,563.88"
Ministry of Defence,Ministry of Defence,24/04/2012,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,928927,Utilities consumed - heating oil,"78,400.20"
Ministry of Defence,Ministry of Defence,21/04/2012,IT and communication services,Central TLB,BT AL SAUDIA,,CO AP01 013,Computer equipment costing below the capitalisation threshold,"78,247.50"
Ministry of Defence,Defence Science and Technology Laboratory,27/04/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000142354 - 00135075,,"78,000.00"
Ministry of Defence,Ministry of Defence,30/04/2012,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,931096,Research and development incurred on projects with defence science and technology laboratory,"77,707.00"
Ministry of Defence,Ministry of Defence,19/04/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE HAMELN,,5000076660,Utilities consumed - gas,"77,499.99"
Ministry of Defence,Defence Science and Technology Laboratory,27/04/2012,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000142362 - 00133379,,"77,175.05"
