ALB,Supplier,Net Amount £
London Thames Gateway DC,HAMMONDS," £7,566.12 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £1,348.67 "
London Thames Gateway DC,BERWIN LEIGHTON LLP, £752.00 
London Thames Gateway DC,HAYS SPECIALIST RECRUTMENT, £637.50 
London Thames Gateway DC,LONDON BOROUGH HAVERING," £75,768.00 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £7,657.40 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,800.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £15,205.00 "
London Thames Gateway DC,LONDON BOROUGH OF NEWHAM," £10,000.00 "
London Thames Gateway DC,HAMMONDS," £3,027.40 "
London Thames Gateway DC,HAYS SPECIALIST RECRUTMENT, £637.50 
London Thames Gateway DC,CAPITA SYMONDS LTD," £32,250.00 "
London Thames Gateway DC,PERSONA ASSOCIATES LTD," £1,270.20 "
London Thames Gateway DC,URBAN PRACTITIONERS," £21,186.50 "
London Thames Gateway DC,URBAN PRACTITIONERS," £3,000.00 "
London Thames Gateway DC,URBAN PRACTITIONERS," £2,731.25 "
London Thames Gateway DC,LONDON BOROUGH HAVERING," £1,640.00 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,198.00 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,198.00 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD, £680.00 
London Thames Gateway DC,GVA GRIMLEY," £2,534.58 "
London Thames Gateway DC,AUROS LTD, £590.00 
London Thames Gateway DC,AUROS LTD," £2,131.50 "
London Thames Gateway DC,CAPITA SYMONDS LTD, £695.00 
London Thames Gateway DC,REDSTONE COMMUNICATIONS LIMITED, £588.92 
London Thames Gateway DC,KEMSLEY LLP," £89,000.00 "
London Thames Gateway DC,MACE LTD," £10,200.00 "
London Thames Gateway DC,GOVT ACTUARYS DEPARTMENT, £677.35 
London Thames Gateway DC,OVE ARUP & PARTNERS," £13,537.50 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £7,837.50 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £10,790.50 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £1,300.00 "
London Thames Gateway DC,ART SERVICES GRANTS LTD (SPACE)," £11,579.85 "
London Thames Gateway DC,LONDON BOROUGH HAVERING," £1,500.00 "
London Thames Gateway DC,SQUIBB & DAVIES (DEMOLITION) LTD," £31,864.33 "
London Thames Gateway DC,BUREAU VERITAS UK LIMITED, £838.30 
London Thames Gateway DC,PERSONA ASSOCIATES LTD," £1,839.80 "
London Thames Gateway DC,BBP REGENERATION," £21,250.09 "
London Thames Gateway DC,KNOWLEDGE DOCK (UEL) LTD," £5,940.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £11,972.10 "
London Thames Gateway DC,AMION CONSULTING," £3,763.90 "
London Thames Gateway DC,ROCKPOOLS PEOPLE & PERFORMANCE LTD," £3,450.00 "
London Thames Gateway DC,ROCKPOOLS PEOPLE & PERFORMANCE LTD," £3,450.00 "
London Thames Gateway DC,ROCKPOOLS PEOPLE & PERFORMANCE LTD," £3,450.00 "
London Thames Gateway DC,ROCKPOOLS PEOPLE & PERFORMANCE LTD," £3,450.00 "
London Thames Gateway DC,REDSTONE COMMUNICATIONS LIMITED, £606.76 
London Thames Gateway DC,GJA COMMUNICATIONS LTD, £750.00 
London Thames Gateway DC,GJA COMMUNICATIONS LTD," £1,527.45 "
London Thames Gateway DC,TOTAL OFFICE," £1,304.93 "
London Thames Gateway DC,ESSEX DRAUGHTING LTD, £750.00 
London Thames Gateway DC,LONDON BOROUGH BARKING & DAGENHAM," £12,243.00 "
London Thames Gateway DC,EDF ENERGY," £1,493.84 "
London Thames Gateway DC,CAPITA RESOURCING LIMITED," £7,171.50 "
London Thames Gateway DC,ISIS RESTORATION LTD," £8,491.38 "
London Thames Gateway DC,CONTEMPORARY," £1,600.00 "
London Thames Gateway DC,CONTEMPORARY," £5,713.20 "
London Thames Gateway DC,NORTHGATE HR LIMITED," £2,855.75 "
London Thames Gateway DC,NORTHGATE HR LIMITED," £2,855.75 "
London Thames Gateway DC,HYDER HOUSING LTD," £2,840.00 "
London Thames Gateway DC,AZURE ONLINE MARKETING LTD," £6,292.80 "
London Thames Gateway DC,PRICEWATERHOUSECOOPERS," £3,000.00 "
London Thames Gateway DC,PRICEWATERHOUSECOOPERS," £3,300.00 "
London Thames Gateway DC,JAMIE BLAKE ASSOCIATES," £7,093.08 "
London Thames Gateway DC,BRITISH URBAN REGENERATION ASSOC," £1,000.00 "
London Thames Gateway DC,ATKINS LTD," £7,240.69 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £1,678.00 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £1,904.00 "
London Thames Gateway DC,CHAOS ERGONOMICS SOLUTIONS LTD," £1,275.20 "
London Thames Gateway DC,PETER BRETT ASSOCIATES LLP," £25,000.00 "
London Thames Gateway DC,NORTHDOOR PLC, £880.32 
London Thames Gateway DC,MR M J WATSON," £5,100.00 "
London Thames Gateway DC,ENTEC UK LIMITED," £3,730.00 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,632.50 "
London Thames Gateway DC,CB RICHARD ELLIS," £3,461.25 "
London Thames Gateway DC,SCHMIDT HAMMER LASSEN K/S," £212,453.00 "
London Thames Gateway DC,SQUIBB & DAVIES (DEMOLITION) LTD," £40,274.77 "
London Thames Gateway DC,TOTAL OFFICE, £565.98 
London Thames Gateway DC,TOTAL OFFICE, £661.23 
London Thames Gateway DC,OVE ARUP & PARTNERS," £8,550.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £10,468.03 "
London Thames Gateway DC,BERWIN LEIGHTON LLP, £608.00 
London Thames Gateway DC,MEADOWCROFT GRIFFIN LTD," £42,137.50 "
London Thames Gateway DC,ATKINS LTD," £3,820.04 "
London Thames Gateway DC,TURNER & TOWNSEND," £25,000.00 "
London Thames Gateway DC,HALCROW  LTD," £60,187.80 "
London Thames Gateway DC,MR K B WHITTLE, £801.54 
London Thames Gateway DC,CAPITA SYMONDS LTD," £1,157.30 "
London Thames Gateway DC,RPS GROUP PLC," £13,317.01 "
London Thames Gateway DC,RPS GROUP PLC," £2,931.81 "
London Thames Gateway DC,RPS GROUP PLC," £1,382.88 "
London Thames Gateway DC,RPS GROUP PLC, £565.83 
London Thames Gateway DC,LONDON BOROUGH OF NEWHAM," £1,065.75 "
London Thames Gateway DC,DTZ DEBENHAM TIE LEUNG," £5,631.28 "
London Thames Gateway DC,ARTEMIS INTERNATIONAL CORP LTD," £3,300.00 "
London Thames Gateway DC,GVA GRIMLEY," £5,500.00 "
London Thames Gateway DC,GVA GRIMLEY," £5,500.00 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD, £800.00 
London Thames Gateway DC,ARTEMIS INTERNATIONAL CORP LTD," £3,918.75 "
London Thames Gateway DC,ARTEMIS INTERNATIONAL CORP LTD," £14,368.74 "
London Thames Gateway DC,AMION CONSULTING," £8,933.60 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £9,031.20 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,800.00 "
London Thames Gateway DC,AUROS LTD," £2,131.50 "
London Thames Gateway DC,AUROS LTD," £11,927.51 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER, £950.00 
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £4,200.00 "
London Thames Gateway DC,DCLG," £3,040.00 "
London Thames Gateway DC,TSUNAMI AXIS LTD," £3,393.00 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £818.04 
London Thames Gateway DC,MR M J WATSON," £5,567.40 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £8,000.00 "
London Thames Gateway DC,DTZ DEBENHAM TIE LEUNG," £2,633.47 "
London Thames Gateway DC,ARTEMIS INTERNATIONAL CORP LTD," £2,268.74 "
London Thames Gateway DC,ARTEMIS INTERNATIONAL CORP LTD, £618.75 
London Thames Gateway DC,REED SPECIALIST," £3,450.00 "
London Thames Gateway DC,EURO RSCG APEX COMMUNICATIONS," £3,000.00 "
London Thames Gateway DC,EURO RSCG APEX COMMUNICATIONS," £3,000.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,110.00 "
London Thames Gateway DC,REDSTONE COMMUNICATIONS LIMITED, £617.03 
London Thames Gateway DC,WASH DESIGN," £2,875.00 "
London Thames Gateway DC,DCLG," £7,689.00 "
London Thames Gateway DC,MACE LTD," £10,625.00 "
London Thames Gateway DC,DRIVERS JONAS," £3,020.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £8,000.00 "
London Thames Gateway DC,CAPITA RESOURCING LIMITED," £1,178.20 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £2,338.33 "
London Thames Gateway DC,SCHMIDT HAMMER LASSEN K/S," £212,453.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP, £745.00 
London Thames Gateway DC,NORTHGATE HR LIMITED," £2,855.75 "
London Thames Gateway DC,CHUBB FIRE LTD, £550.00 
London Thames Gateway DC,TOTAL OFFICE," £1,058.52 "
London Thames Gateway DC,CONTEMPORARY, £676.00 
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £5,000.00 "
London Thames Gateway DC,JAMIE BLAKE ASSOCIATES," £6,335.00 "
London Thames Gateway DC,CEME, £673.50 
London Thames Gateway DC,ROCKPOOLS PEOPLE & PERFORMANCE LTD," £7,076.98 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,561.00 "
London Thames Gateway DC,NORTHDOOR PLC, £880.32 
London Thames Gateway DC,CONTEMPORARY," £2,469.60 "
London Thames Gateway DC,CONTEMPORARY," £2,482.70 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £11,764.50 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £9,127.80 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £12,041.25 "
London Thames Gateway DC,SAVILLS (L & P) LIMITED," £18,940.90 "
London Thames Gateway DC,HALCROW  LTD," £39,792.73 "
London Thames Gateway DC,SQUIBB & DAVIES (DEMOLITION) LTD," £49,932.95 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,5TH STUDIO LTD," £7,500.00 "
London Thames Gateway DC,CHETWOOD ASSOCIATES LTD," £4,500.00 "
London Thames Gateway DC,EMPRISE SERVICES PLC," £1,132.96 "
London Thames Gateway DC,EMPRISE SERVICES PLC," £1,132.96 "
London Thames Gateway DC,EMPRISE SERVICES PLC," £1,132.96 "
London Thames Gateway DC,EMPRISE SERVICES PLC," £1,132.96 "
London Thames Gateway DC,EMPRISE SERVICES PLC," £1,132.96 "
London Thames Gateway DC,GVA GRIMLEY," £15,000.00 "
London Thames Gateway DC,DRIVERS JONAS," £8,020.19 "
London Thames Gateway DC,EMPRISE SERVICES PLC, £813.90 
London Thames Gateway DC,LEASIDE REGENERATION LTD," £6,000.00 "
London Thames Gateway DC,CONNECT PUBLIC AFFAIRS LTD, £904.02 
London Thames Gateway DC,NORTON ROSE LLP," £3,480.47 "
London Thames Gateway DC,NORTON ROSE LLP," £3,246.32 "
London Thames Gateway DC,NORTON ROSE LLP," £4,510.92 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £2,688.00 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £1,261.45 "
London Thames Gateway DC,PERSONA ASSOCIATES LTD," £1,628.60 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £6,642.50 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £1,148.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £1,360.81 "
London Thames Gateway DC,EDAW LTD," £24,985.95 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £5,630.00 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £7,657.40 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £3,600.00 "
London Thames Gateway DC,Amba Design," £1,149.00 "
London Thames Gateway DC,Amba Design, £615.00 
London Thames Gateway DC,Amba Design," £1,000.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £136,200.00 "
London Thames Gateway DC,RPS GROUP PLC, £640.00 
London Thames Gateway DC,BUREAU VERITAS UK LIMITED," £6,500.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £2,881.00 "
London Thames Gateway DC,Amba Design," £2,758.00 "
London Thames Gateway DC,GREATER LONDON AUTHORITY," £2,500.00 "
London Thames Gateway DC,BURO HAPPOLD ENGINEERS (BH INV)," £9,150.00 "
London Thames Gateway DC,THAMES LUXURY CHARTERS," £2,193.27 "
London Thames Gateway DC,EMPRISE SERVICES PLC," £1,815.93 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £5,630.00 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £7,657.40 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £325,000.00 "
London Thames Gateway DC,DENTON WILDE SAPTE," £9,491.77 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £13,406.00 "
London Thames Gateway DC,DTZ DEBENHAM TIE LEUNG," £30,765.19 "
London Thames Gateway DC,AMION CONSULTING," £5,170.82 "
London Thames Gateway DC,SCHMIDT HAMMER LASSEN K/S," £212,453.00 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD, £752.00 
London Thames Gateway DC,SUPPORTA PROFESSIONAL SERVICES," £4,850.00 "
London Thames Gateway DC,VMA SEARCH AND SELECTION LTD," £11,140.00 "
London Thames Gateway DC,NORTHGATE HR LIMITED," £2,855.75 "
London Thames Gateway DC,EURO RSCG APEX COMMUNICATIONS," £3,000.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD," £1,716.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD," £1,291.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD, £858.00 
London Thames Gateway DC,ASYST SOLUTIONS LTD," £1,716.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD, £858.00 
London Thames Gateway DC,SEEDA," £12,512.00 "
London Thames Gateway DC,KAPLAN HAWKSMERE, £699.00 
London Thames Gateway DC,EMPRISE SERVICES PLC," £1,286.56 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £505.20 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £842.00 
London Thames Gateway DC,TURNER & TOWNSEND," £10,000.00 "
London Thames Gateway DC,MACE LTD," £7,750.00 "
London Thames Gateway DC,MACE LTD," £5,000.00 "
London Thames Gateway DC,HALCROW  LTD," £32,151.55 "
London Thames Gateway DC,ENTEC UK LIMITED," £3,730.00 "
London Thames Gateway DC,ZAMUCH LTD," £2,800.00 "
London Thames Gateway DC,ZAMUCH LTD," £5,670.00 "
London Thames Gateway DC,ZAMUCH LTD," £2,870.00 "
London Thames Gateway DC,ZAMUCH LTD," £2,310.00 "
London Thames Gateway DC,NORTON ROSE LLP," £3,683.76 "
London Thames Gateway DC,BUREAU VERITAS UK LIMITED, £711.23 
London Thames Gateway DC,DENTON WILDE SAPTE," £5,239.35 "
London Thames Gateway DC,UBM INFORMATION LTD," £6,297.60 "
London Thames Gateway DC,VODAFONE LTD," £1,111.65 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £4,219.66 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £1,564.48 "
London Thames Gateway DC,AUROS LTD," £4,325.00 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD, £520.00 
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £2,280.33 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £2,159.33 "
London Thames Gateway DC,NORTHDOOR PLC, £880.32 
London Thames Gateway DC,TOTAL OFFICE, £562.91 
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,222.00 "
London Thames Gateway DC,NATIONAL AUDIT OFFICE," £23,000.00 "
London Thames Gateway DC,EVERSHEDS LLP, £991.20 
London Thames Gateway DC,BERWIN LEIGHTON LLP," £1,704.60 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £13,000.00 "
London Thames Gateway DC,GLENNY LLP," £2,250.00 "
London Thames Gateway DC,GVA GRIMLEY," £8,876.60 "
London Thames Gateway DC,GVA GRIMLEY," £6,510.80 "
London Thames Gateway DC,GVA GRIMLEY," £3,445.30 "
London Thames Gateway DC,GVA GRIMLEY," £7,612.60 "
London Thames Gateway DC,GVA GRIMLEY," £10,127.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £3,122.00 "
London Thames Gateway DC,REDSTONE COMMUNICATIONS LIMITED, £525.79 
London Thames Gateway DC,BERWIN LEIGHTON LLP, £957.00 
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £4,104.00 "
London Thames Gateway DC,DISASTER RECOVERY SERVICES LTD, £613.85 
London Thames Gateway DC,CB RICHARD ELLIS," £22,240.70 "
London Thames Gateway DC,RPS GROUP PLC," £4,650.00 "
London Thames Gateway DC,READING ROOM LTD, £840.00 
London Thames Gateway DC,GO PENSIONS LTD," £6,375.00 "
London Thames Gateway DC,EDF ENERGY," £2,710.56 "
London Thames Gateway DC,EDF ENERGY," £2,100.52 "
London Thames Gateway DC,EDF ENERGY," £3,584.32 "
London Thames Gateway DC,UBM INFORMATION LTD," £1,648.00 "
London Thames Gateway DC,JAMIE BLAKE ASSOCIATES," £6,750.00 "
London Thames Gateway DC,WASH DESIGN," £13,164.00 "
London Thames Gateway DC,NORTON ROSE LLP," £13,876.42 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £3,332.00 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £5,052.00 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £5,260.00 "
London Thames Gateway DC,DAVIS LANGDON LLP," £7,000.00 "
London Thames Gateway DC,CHRISTOPER MARSH & CO LTD," £2,800.00 "
London Thames Gateway DC,CHRISTOPER MARSH & CO LTD," £4,350.00 "
London Thames Gateway DC,DRIVERS JONAS," £7,015.00 "
London Thames Gateway DC,CHRISTOPER MARSH & CO LTD," £2,475.00 "
London Thames Gateway DC,NORTON ROSE LLP," £6,667.02 "
London Thames Gateway DC,DENTON WILDE SAPTE," £9,880.64 "
London Thames Gateway DC,SQUIBB & DAVIES (DEMOLITION) LTD," £7,983.80 "
London Thames Gateway DC,DENTON WILDE SAPTE," £6,035.19 "
London Thames Gateway DC,MEADOWCROFT GRIFFIN LTD," £42,566.00 "
London Thames Gateway DC,SCHMIDT HAMMER LASSEN K/S," £212,453.00 "
London Thames Gateway DC,DRIVERS JONAS," £2,750.00 "
London Thames Gateway DC,LONDON BUSINESS SCHOOL," £5,450.00 "
London Thames Gateway DC,CAPITA SYMONDS LTD," £1,495.00 "
London Thames Gateway DC,READING ROOM LTD, £525.00 
London Thames Gateway DC,CB RICHARD ELLIS," £4,800.50 "
