"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Fast Stream (HEOD)","27000","35000","Not in Post","3.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Grade 6 (G6)","50203","70375","Not in Post","1.00","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Grade 6 (G6)","50203","70375","Senior HR Manager","2.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Grade 7 (G7)","40852","57110","Not in Post","0.67","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Grade 7 (G7)","40852","57110","Not in Post","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Grade 7 (G7)","40852","57110","Not in Post","2.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Grade 7 (G7)","40852","57110","Not in Post","1.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Grade 7 (G7)","40852","57110","Senior HR Manager","1.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Higher Executive Officer (HEO)","26058","39513","HR Officer","2.92","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Higher Executive Officer (HEO)","26058","39513","Not in Post","2.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Senior Executive Officer (SEO)","32311","45985","HR Officer","3.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Senior Executive Officer (SEO)","32311","45985","Not in Post","1.00","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG146","Senior Executive Officer (SEO)","32311","45985","Not in Post","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG147","Administrative Officer (AO)","19335","25847","Legal Support officer","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG147","Executive Officer (EO)","22279","31225","Legal Support officer","2.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG147","Grade 7 (G7)","40852","57110","Senior Legal Adviser","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG147","Higher Executive Officer (HEO)","26058","39513","Legal Adviser","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG148","Administrative Officer (AO)","19335","25847","Communications support officer","1.00","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG149","Executive Officer (EO)","22279","31225","Policy support officer","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG150","Executive Officer (EO)","22279","31225","Policy support officer","1.00","Science and Engineering"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG150","Grade 7 (G7)","40852","57110","Senior policy adviser","1.00","Science and Engineering"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Administrative Officer (AO)","19335","25847","Correspondence manager","6.67","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Administrative Officer (AO)","19335","25847","Diary manager","5.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Administrative Officer (AO)","19335","25847","Policy support officer","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Executive Officer (EO)","22279","31225","Correspondence manager","3.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Executive Officer (EO)","22279","31225","Policy support officer","2.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Executive Officer (EO)","22279","31225","Private Secretary","10.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Fast Stream (HEOD)","27000","35000","Private Secretary","5.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Grade 7 (G7)","40852","57110","Principal Private Secretary","3.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Grade 7 (G7)","40852","57110","Senior Correspondence manager","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Grade 7 (G7)","40852","57110","Senior policy adviser","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Higher Executive Officer (HEO)","26058","39513","Correspondence manager","4.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Higher Executive Officer (HEO)","26058","39513","Principal Private Secretary","0.80","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG154","Higher Executive Officer (HEO)","26058","39513","Private Secretary","5.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG158","Administrative Officer (AO)","19335","25847","Policy support officer","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG197","Administrative Officer (AO)","19335","25847","Finance support officer","13.76","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG197","Executive Officer (EO)","22279","31225","Finance support officer","18.21","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG197","Grade 6 (G6)","50203","70375","Senior Finance manager","2.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG197","Grade 7 (G7)","40852","57110","Senior Finance manager","4.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG197","Higher Executive Officer (HEO)","26058","39513","Finance officer","20.06","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG197","Higher Executive Officer (HEO)","26058","39513","IT manager","2.86","Information Technology"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG197","Senior Executive Officer (SEO)","32311","45985","Finance officer","14.52","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG197","Senior Executive Officer (SEO)","32311","45985","IT manager","1.00","Information Technology"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG198","Executive Officer (EO)","22279","31225","Finance support officer","1.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG198","Fast Stream (HEOD)","27000","35000","Finance officer","1.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG198","Grade 6 (G6)","50203","70375","Senior Finance manager","1.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG198","Grade 7 (G7)","40852","57110","Senior Finance manager","5.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG198","Higher Executive Officer (HEO)","26058","39513","Finance officer","2.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG198","Senior Executive Officer (SEO)","32311","45985","Finance officer","3.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG199","Executive Officer (EO)","22279","31225","Procurement support officer","2.89","Procurement"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG199","Grade 6 (G6)","50203","70375","Senior procurement officer","5.00","Procurement"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG199","Grade 7 (G7)","40852","57110","Senior procurement officer","5.00","Procurement"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG199","Higher Executive Officer (HEO)","26058","39513","Procurement officer","3.00","Procurement"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG199","Senior Executive Officer (SEO)","32311","45985","Procurement officer","2.81","Procurement"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Administrative Officer (AO)","19335","25847","Knowledge Information Management Support Officer","10.62","Knowledge and Information Management (KIM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Executive Officer (EO)","22279","31225","Finance support officer","1.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Executive Officer (EO)","22279","31225","IT support officer","4.00","Information Technology"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Executive Officer (EO)","22279","31225","Knowledge Information Management Support Officer","6.55","Knowledge and Information Management (KIM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Grade 6 (G6)","50203","70375","Senior Information Manager","2.00","Knowledge and Information Management (KIM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Grade 6 (G6)","50203","70375","Senior IT manager","1.00","Information Technology"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Grade 7 (G7)","40852","57110","Senior IT manager","3.00","Information Technology"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Grade 7 (G7)","40852","57110","Senior project manager","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Higher Executive Officer (HEO)","26058","39513","IT manager","6.00","Information Technology"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Higher Executive Officer (HEO)","26058","39513","Knowledge Information Management Manager","5.00","Knowledge and Information Management (KIM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Senior Executive Officer (SEO)","32311","45985","IT manager","6.00","Information Technology"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Senior Executive Officer (SEO)","32311","45985","Knowledge Information Management Manager","3.00","Knowledge and Information Management (KIM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG201","Senior Executive Officer (SEO)","32311","45985","Project manager","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG202","Executive Officer (EO)","22279","31225","Policy support officer","0.58","Property and asset management"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG202","Grade 6 (G6)","50203","70375","Senior policy adviser","2.00","Property and asset management"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG202","Grade 7 (G7)","40852","57110","Senior policy adviser","6.00","Property and asset management"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG202","Higher Executive Officer (HEO)","26058","39513","Policy adviser","4.00","Property and asset management"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG202","Senior Executive Officer (SEO)","32311","45985","Policy adviser","3.00","Property and asset management"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG204","Executive Officer (EO)","22279","31225","Internal Audit Support Officer","2.00","Internal Audit"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG204","Grade 6 (G6)","50203","70375","Senior Internal Auditor","2.00","Internal Audit"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG204","Grade 7 (G7)","40852","57110","Senior Internal Auditor","5.83","Internal Audit"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG204","Higher Executive Officer (HEO)","26058","39513","Internal Auditor","20.72","Internal Audit"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG204","Senior Executive Officer (SEO)","32311","45985","Internal Auditor","22.06","Internal Audit"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG205","Administrative Assistant (AA)","15717","21133","HR Support Officer","0.58","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG205","Executive Officer (EO)","22279","31225","HR Support Officer","1.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG205","Grade 6 (G6)","50203","70375","Senior HR Manager","1.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG205","Grade 7 (G7)","40852","57110","Senior HR Manager","4.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG205","Higher Executive Officer (HEO)","26058","39513","HR Officer","8.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG205","Senior Executive Officer (SEO)","32311","45985","HR Officer","1.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG207","Administrative Officer (AO)","19335","25847","HR Support Officer","2.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG207","Executive Officer (EO)","22279","31225","HR Support Officer","3.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG207","Grade 7 (G7)","40852","57110","Senior HR Manager","5.89","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG207","Higher Executive Officer (HEO)","26058","39513","HR Officer","5.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG207","Higher Executive Officer (HEO)","26058","39513","Policy adviser","1.00","Other"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG207","Senior Executive Officer (SEO)","32311","45985","HR Officer","1.00","Human Resources"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG207","Senior Executive Officer (SEO)","32311","45985","Policy adviser","1.00","Other"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG208","Administrative Officer (AO)","19335","25847","Legal Support officer","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG208","Grade 6 (G6)","50203","70375","Senior Legal Adviser","3.63","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG208","Grade 7 (G7)","40852","57110","Senior Legal Adviser","6.49","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG208","Higher Executive Officer (HEO)","26058","39513","Legal Adviser","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG209","Grade 6 (G6)","50203","70375","Senior Legal Adviser","2.60","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG209","Grade 7 (G7)","40852","57110","Senior Legal Adviser","4.20","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG209","Higher Executive Officer (HEO)","26058","39513","Legal Adviser","2.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG209","Senior Executive Officer (SEO)","32311","45985","Legal Adviser","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG210","Grade 6 (G6)","50203","70375","Senior Legal Adviser","3.55","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG210","Grade 7 (G7)","40852","57110","Senior Legal Adviser","5.79","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG210","Higher Executive Officer (HEO)","26058","39513","Legal Adviser","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG210","Senior Executive Officer (SEO)","32311","45985","Legal Adviser","1.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG211","Grade 6 (G6)","50203","70375","Senior Legal Adviser","4.55","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG211","Grade 7 (G7)","40852","57110","Senior Legal Adviser","2.00","Law"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG213","Grade 7 (G7)","40852","57110","Senior press officer","6.35","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG213","Higher Executive Officer (HEO)","26058","39513","Press officer","7.46","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG213","Senior Executive Officer (SEO)","32311","45985","Press officer","8.32","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG214","Executive Officer (EO)","22279","31225","Communications support officer","2.00","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG214","Grade 6 (G6)","50203","70375","Senior communications manager","2.00","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG214","Grade 7 (G7)","40852","57110","Senior communications manager","3.63","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG214","Higher Executive Officer (HEO)","26058","39513","Communications manager","5.00","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG214","Senior Executive Officer (SEO)","32311","45985","Communications manager","5.00","Communications"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Executive Officer (EO)","22279","31225","Statistical support officer","1.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Fast Stream (HEOD)","27000","35000","Statistician","3.89","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Grade 6 (G6)","50203","70375","Senior Economist","1.00","Economics"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Grade 6 (G6)","50203","70375","Senior statistician","2.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Grade 7 (G7)","40852","57110","Senior Analyst","1.00","Social Research"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Grade 7 (G7)","40852","57110","Senior Economist","1.00","Economics"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Grade 7 (G7)","40852","57110","Senior statistician","8.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Higher Executive Officer (HEO)","26058","39513","Statistician","2.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG215","Senior Executive Officer (SEO)","32311","45985","Statistician","2.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG216","Fast Stream (HEOD)","27000","35000","Operational Researcher","1.00","Operational Research"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG216","Grade 7 (G7)","40852","57110","Senior operational researcher","3.00","Operational Research"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG216","Senior Executive Officer (SEO)","32311","45985","Analyst","1.00","Social Research"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG217","Executive Officer (EO)","22279","31225","Policy support officer","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG217","Fast Stream (HEOD)","27000","35000","Policy adviser","7.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG217","Grade 6 (G6)","50203","70375","Senior Analyst","1.00","Social Research"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG217","Grade 7 (G7)","40852","57110","Senior Economist","1.00","Economics"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG217","Grade 7 (G7)","40852","57110","Senior policy adviser","4.89","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG217","Higher Executive Officer (HEO)","26058","39513","Policy adviser","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG217","Senior Executive Officer (SEO)","32311","45985","Analyst","1.00","Social Research"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG217","Senior Executive Officer (SEO)","32311","45985","Policy adviser","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG218","Administrative Officer (AO)","19335","25847","Statistical support officer","1.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG218","Executive Officer (EO)","22279","31225","Statistical support officer","4.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG218","Grade 6 (G6)","50203","70375","Senior statistician","2.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG218","Grade 7 (G7)","40852","57110","Senior statistician","5.50","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG218","Higher Executive Officer (HEO)","26058","39513","Statistician","4.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG218","Senior Executive Officer (SEO)","32311","45985","Statistician","7.21","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG221","Executive Officer (EO)","22279","31225","Programme support officer","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG221","Grade 6 (G6)","50203","70375","Programme officer manager","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG221","Grade 7 (G7)","40852","57110","Programme officer manager","3.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG221","Higher Executive Officer (HEO)","26058","39513","Programme manager","3.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG221","Senior Executive Officer (SEO)","32311","45985","Programme manager","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG232","Grade 6 (G6)","50203","70375","Senior Finance manager","5.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG232","Grade 7 (G7)","40852","57110","Senior Finance manager","3.69","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG232","Higher Executive Officer (HEO)","26058","39513","Finance officer","5.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Finance & Corporate Services","CLG232","Senior Executive Officer (SEO)","32311","45985","Finance officer","5.00","Finance"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG132","Executive Officer (EO)","22279","31225","Policy support officer","3.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG132","Fast Stream (HEOD)","27000","35000","Policy adviser","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG132","Grade 6 (G6)","50203","70375","Senior policy adviser","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG132","Higher Executive Officer (HEO)","26058","39513","Policy adviser","3.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG132","Senior Executive Officer (SEO)","32311","45985","Policy adviser","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG135","Executive Officer (EO)","22279","31225","Policy support officer","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Executive Officer (EO)","22279","31225","Policy support officer","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Executive Officer (EO)","22279","31225","Programme support officer","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Executive Officer (EO)","22279","31225","Statistical support officer","1.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Fast Stream (HEOD)","27000","35000","Policy adviser","1.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Grade 6 (G6)","50203","70375","Senior policy adviser","2.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Grade 7 (G7)","40852","57110","Senior Economist","1.00","Economics"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Grade 7 (G7)","40852","57110","Senior statistician","2.83","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Higher Executive Officer (HEO)","26058","39513","Statistician","1.00","Statisticians"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG136","Senior Executive Officer (SEO)","32311","45985","Policy adviser","2.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG137","Administrative Officer (AO)","19335","25847","Policy support officer","2.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG137","Executive Officer (EO)","22279","31225","Policy support officer","3.00","Policy"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG137","Grade 6 (G6)","50203","70375","Senior Analyst","1.00","Social Research"
"Department for Communities and Local Government","Department for Communities and Local Government","Localism","CLG137","Grade 7 (G7)","40852","57110","Senior Analyst","3.50","Social Research"
