Department Family,Entity,Date of Payment,Expense Type,Expense area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,06/06/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106179756,Paper,NR3 1PD,921.74,
Communities & Local Government,PINS,08/06/2012,Courier Services,Estates,CITY LINK,,Large,,5106179801,City Link Postage,WA4 4SN,"1,757.01",
Communities & Local Government,PINS,08/06/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106179809,Royal Mail Post,S49 1HQ,"2,007.58",
Communities & Local Government,PINS,08/06/2012,Electricity,Estates,EDF ENERGY 1 LIMITED,,Large,,5106179817,Electricity for TQH,PL3 5XQ,"18,847.81",
Communities & Local Government,PINS,08/06/2012,Facilities Management (ISD use only),Estates,DCLG,,Public Bodies,,5106179820,Handset Relocartion TQH,HP2 4XN,"3,146.40",
Communities & Local Government,PINS,08/06/2012,IT Maintenance,ICT,GETRONICS UK LTD,,Large,,5106179785,Ad hoc Dec 2011,GU14 0NL,778.20,
Communities & Local Government,PINS,08/06/2012,IT Maintenance,ICT,GETRONICS UK LTD,,Large,,5106179786,Hardware and Maintenance Support,GU14 0NL,"15,175.25",
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Fees Planning,H J L PLANNING,,Micro,,2100001016,#,CM3 1HZ,"1,120.00",
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Expenses Planning,H J L PLANNING,,Micro,,2100001016,#,CM3 1HZ,37.35,
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Fees Planning,H J L PLANNING,,Micro,,2100001017,#,CM3 1HZ,"1,540.00",
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Expenses Planning,H J L PLANNING,,Micro,,2100001017,#,CM3 1HZ,69.72,
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Fees Planning,HIGH ASSOCIATES,,Small,,2100001021,#,PE30 3MB,"1,478.40",
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Expenses Planning,HIGH ASSOCIATES,,Small,,2100001021,#,PE30 3MB,154.26,
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Micro,,2100001018,#,NE3 4JR,"1,064.00",
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Micro,,2100001018,#,NE3 4JR,366.80,
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Micro,,2100001019,#,NE3 4JR,"1,932.00",
Communities & Local Government,PINS,08/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Micro,,2100001019,#,NE3 4JR,163.40,
Communities & Local Government,PINS,08/06/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106179810,steinbeis classic A3 white paper,NR3 1PD,135.78,
Communities & Local Government,PINS,08/06/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106179810,steinbeis classic white A4,NR3 1PD,406.44,
Communities & Local Government,PINS,08/06/2012,Steady State Service Provision,Change & Secretariat,AON HEWITT LIMITED,,Large,,5106179827,IPC Pensions advice post 01/04/2012,KT18 5BS,"3,009.02",
Communities & Local Government,PINS,08/06/2012,Steady State Service Provision,IPC (agreed pre-integration),AON HEWITT LIMITED,,Large,,5106179827,IPC Pensions advice pre 01/04/2012,KT18 5BS,"12,500.00",
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Fees Planning,GRESTY LAND AGENCY LTD,,Micro,,2100001049,#,PE9 4EF,"1,120.00",
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Expenses Planning,GRESTY LAND AGENCY LTD,,Micro,,2100001049,#,PE9 4EF,141.00,
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Fees Planning,LEIGH & GLENNIE LTD,,Micro,,2100001052,#,SL5 9EA,"1,344.00",
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Expenses Planning,LEIGH & GLENNIE LTD,,Micro,,2100001052,#,SL5 9EA,169.79,
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR B J UNWIN,,Micro,,2100001050,#,GL20 6BD,887.04,
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR B J UNWIN,,Micro,,2100001050,#,GL20 6BD,130.68,
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR B J UNWIN,,Micro,,2100001051,#,GL20 6BD,887.04,
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR B J UNWIN,,Micro,,2100001051,#,GL20 6BD,94.50,
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Fees Planning,SCOTTS PLANNING SERVICES,,Micro,,2100001053,#,PO21 3UU,"1,120.00",
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Expenses Planning,SCOTTS PLANNING SERVICES,,Micro,,2100001053,#,PO21 3UU,44.10,
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Fees Planning,SIMON MILES PLANNING,,Micro,,2100001048,#,EX20 4JW,"6,272.00",
Communities & Local Government,PINS,11/06/2012,NSI Fees & Expenses,NSI Expenses Planning,SIMON MILES PLANNING,,Micro,,2100001048,#,EX20 4JW,982.38,
Communities & Local Government,PINS,12/06/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106179912,Inspector Compentency - Framework Review,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,12/06/2012,NSI Fees & Expenses,NSI Fees Planning,CHRIS THOMAS PLANNING,,Data Not Provided,,2100001059,#,CH6 5QE,"1,120.00",
Communities & Local Government,PINS,12/06/2012,NSI Fees & Expenses,NSI Expenses Planning,CHRIS THOMAS PLANNING,,Data Not Provided,,2100001059,#,CH6 5QE,97.80,
Communities & Local Government,PINS,12/06/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100001058,#,S10 2NQ,952.00,
Communities & Local Government,PINS,12/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100001058,#,S10 2NQ,110.10,
Communities & Local Government,PINS,12/06/2012,NSI Fees & Expenses,NSI Fees Planning,S P PLANNING,,Small,,2100001066,#,EC1M 5QA,"2,688.00",
Communities & Local Government,PINS,12/06/2012,NSI Fees & Expenses,NSI Expenses Planning,S P PLANNING,,Small,,2100001066,#,EC1M 5QA,96.24,
Communities & Local Government,PINS,12/06/2012,NSI Fees & Expenses,NSI Fees Planning,TYLER PARKES PARTNERSHIP,,Micro,,2100001057,#,B90 2LP,"3,024.00",
Communities & Local Government,PINS,12/06/2012,NSI Fees & Expenses,NSI Expenses Planning,TYLER PARKES PARTNERSHIP,,Micro,,2100001057,#,B90 2LP,302.94,
Communities & Local Government,PINS,12/06/2012,Steady State Service Provision,Human Resources,LOGICA IT SERVICES UK LTD,,Large,,5106179933,Payroll Services,CF31 9AP,"4,693.53",
Communities & Local Government,PINS,12/06/2012,Steady State Service Provision,Human Resources,LOGICA IT SERVICES UK LTD,,Large,,5106179935,Payroll Licences,CF31 9AP,439.16,
Communities & Local Government,PINS,13/06/2012,Advertising,Communications,DURRANTS LTD,,Large,,5106179986,Statutory Advertisment,EC1Y 8QE,622.59,
Communities & Local Government,PINS,13/06/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106179832,Extension 16/04/12-08/06/12,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001093,#,CM1 7DR,"1,344.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001093,#,CM1 7DR,79.80,
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001094,#,CM1 7DR,"1,344.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001094,#,CM1 7DR,89.10,
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,DESIGN 2,,Micro,,2100001091,#,PO19 1BA,"1,008.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,DESIGN 2,,Micro,,2100001091,#,PO19 1BA,114.12,
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,DESIGN 2,,Micro,,2100001095,#,PO19 1BA,"1,344.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,DESIGN 2,,Micro,,2100001095,#,PO19 1BA,134.40,
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100001087,#,M33 6RG,"2,184.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100001087,#,M33 6RG,136.62,
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,JDA DEVELOPMENT & PLANNING SERVICE,,Micro,,2100001089,#,TA14 6PT,"2,380.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,JDA DEVELOPMENT & PLANNING SERVICE,,Micro,,2100001089,#,TA14 6PT,194.20,
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,S P PLANNING,,Small,,2100001069,#,EC1M 5QA,"2,688.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,S P PLANNING,,Small,,2100001069,#,EC1M 5QA,111.78,
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,STAR PLANNING & DEVELOPMENT LTD,,Micro,,2100001072,#,B14 6BX,"6,972.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,STAR PLANNING & DEVELOPMENT LTD,,Micro,,2100001072,#,B14 6BX,740.69,
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Fees Planning,STEP CONSULTANCY LTD,,Micro,,2100001071,#,BN8 5DW,"3,528.00",
Communities & Local Government,PINS,13/06/2012,NSI Fees & Expenses,NSI Expenses Planning,STEP CONSULTANCY LTD,,Micro,,2100001071,#,BN8 5DW,173.52,
Communities & Local Government,PINS,14/06/2012,Courier Services,Estates,CITY LINK,,Large,,5106180001,City Link Postage,WA4 4SN,"1,878.11",
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Fees Planning,ANDREW DALE,,Micro,,2100001002,#,DE23 8DP,"1,708.00",
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Expenses Planning,ANDREW DALE,,Micro,,2100001002,#,DE23 8DP,245.25,
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Fees Planning,ANDREW DALE,,Micro,,2100001003,#,DE23 8DP,581.00,
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Fees Planning,BRIAN G CRANE & ASSOCIATES,,Micro,,2100001114,#,SG13 9EL,"1,774.08",
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Expenses Planning,BRIAN G CRANE & ASSOCIATES,,Micro,,2100001114,#,SG13 9EL,111.06,
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Fees Planning,D C PLANNING LTD,,Data Not Provided,,2100001113,#,BH14 8AL,"1,814.40",
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Expenses Planning,D C PLANNING LTD,,Data Not Provided,,2100001113,#,BH14 8AL,240.30,
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100001099,#,M33 6RG,"3,628.80",
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100001099,#,M33 6RG,560.71,
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Micro,,2100001096,#,NE3 4JR,"1,904.00",
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Micro,,2100001096,#,NE3 4JR,298.33,
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Micro,,2100001097,#,NE3 4JR,"1,624.00",
Communities & Local Government,PINS,14/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Micro,,2100001097,#,NE3 4JR,230.85,
Communities & Local Government,PINS,14/06/2012,Rates,Estates,BRISTOL CITY COUNCIL,,Public Bodies,,5106180003,Buisness Rates for Temple Quay House,BS99 1SD,"129,156.00",
Communities & Local Government,PINS,14/06/2012,Vehicle hire,Group Managers,ENTERPRISE RENT A CAR,,Large,,5106180057,Vehicle Hire - Group Managers,SO23 0LD,507.92,
Communities & Local Government,PINS,14/06/2012,Vehicle hire,Inspector Costs,ENTERPRISE RENT A CAR,,Large,,5106180057,Vehicle Hire - Inspector Costs,SO23 0LD,"7,006.51",
Communities & Local Government,PINS,14/06/2012,Vehicle hire,ROW,ENTERPRISE RENT A CAR,,Large,,5106180057,Vehicle Hire - ROW,SO23 0LD,105.20,
Communities & Local Government,PINS,14/06/2012,Vehicle hire,ROW New Work,ENTERPRISE RENT A CAR,,Large,,5106180057,Vehicle Hire - ROW New Work,SO23 0LD,84.97,
Communities & Local Government,PINS,14/06/2012,Vehicle hire,Energy,ENTERPRISE RENT A CAR,,Large,,5106180057,Vehicle Hire - NID Energy,SO23 0LD,31.20,
Communities & Local Government,PINS,14/06/2012,Vehicle hire,"Transport, Water and Waste",ENTERPRISE RENT A CAR,,Large,,5106180057,"Vehicle Hire - NID Trans, Water, Waste",SO23 0LD,964.72,
Communities & Local Government,PINS,14/06/2012,Vehicle hire,Wales Director,ENTERPRISE RENT A CAR,,Large,,5106180057,Vehicle Hire - Wales,SO23 0LD,"1,212.97",
Communities & Local Government,PINS,15/06/2012,Accommodation Service Charges,Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106180093,TFM contract for TQH until 30/09/12,WD24 4WW,"-2,662.10",
Communities & Local Government,PINS,15/06/2012,Accommodation Service Charges,Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106180094,TFM contract for TQH until 30/09/12,WD24 4WW,"-3,352.93",
Communities & Local Government,PINS,15/06/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106180100,Extension 16/04/12-08/06/12,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,15/06/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106180078,ROYAL MAIL,S49 1HQ,"2,206.06",
Communities & Local Government,PINS,15/06/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106180102,April Facilities Management,WD24 4WW,"228,345.06",
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Fees Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001119,#,CM1 7DR,"1,344.00",
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Expenses Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001119,#,CM1 7DR,65.52,
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Fees Planning,ELIZABETH LAWRENCE LTD,,Micro,,2100001118,#,RH20 3LY,"1,344.00",
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Expenses Planning,ELIZABETH LAWRENCE LTD,,Micro,,2100001118,#,RH20 3LY,71.28,
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100001145,#,M33 6RG,"4,838.40",
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100001145,#,M33 6RG,318.60,
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Fees Planning,GRESTY LAND AGENCY LTD,,Micro,,2100001115,#,PE9 4EF,840.00,
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Expenses Planning,GRESTY LAND AGENCY LTD,,Micro,,2100001115,#,PE9 4EF,132.60,
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100001121,#,S11 9RR,"2,520.00",
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100001144,#,S10 2NQ,"2,128.00",
Communities & Local Government,PINS,15/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100001144,#,S10 2NQ,380.95,
Communities & Local Government,PINS,15/06/2012,Physical Storage,Admin Support,TNT UK LTD,,Large,,5106180096,File storage & associated costs,DE11 1EG,"2,934.96",
Communities & Local Government,PINS,18/06/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106180121,May FM Interim Restack charges,WD24 4WW,"6,292.38",
Communities & Local Government,PINS,18/06/2012,NSI Fees & Expenses,NSI Fees Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100001156,#,GL6 0SA,840.00,
Communities & Local Government,PINS,18/06/2012,NSI Fees & Expenses,NSI Expenses Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100001156,#,GL6 0SA,78.90,
Communities & Local Government,PINS,18/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR JIM QUAIFE,,Micro,,2100001157,#,TN16 1SL,517.44,
Communities & Local Government,PINS,18/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR JIM QUAIFE,,Micro,,2100001157,#,TN16 1SL,44.82,
Communities & Local Government,PINS,18/06/2012,Printing,Wales Director,MWL PRINT GROUP LTD,,Medium,,5106180117,Appeal forms for PINS Wales,NP4 0DQ,705.00,
Communities & Local Government,PINS,19/06/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106180177,Postal Charges,S49 1HQ,"1,435.40",
Communities & Local Government,PINS,19/06/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106180176,May FM variations,WD24 4WW,"46,217.50",
Communities & Local Government,PINS,19/06/2012,IT Maintenance,ICT,ALLIED IMAGES LTD,,Small,,5106180197,Maintenance for Colortrac Scanners,NN3 6AX,"3,104.00",
Communities & Local Government,PINS,19/06/2012,Legal Fees,Law & Quality Director,TREASURY SOLICITOR,,Public Bodies,,5106180178,TSOL charges disbursements,WC2B 4TS,"18,177.19",
Communities & Local Government,PINS,19/06/2012,Legal Fees,Law & Quality Director,TREASURY SOLICITOR,,Public Bodies,,5106180178,TSOL charges fees,WC2B 4TS,"80,410.20",
Communities & Local Government,PINS,19/06/2012,NSI Fees & Expenses,NSI Fees Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001163,#,CM1 7DR,"2,016.00",
Communities & Local Government,PINS,19/06/2012,NSI Fees & Expenses,NSI Expenses Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001163,#,CM1 7DR,72.36,
Communities & Local Government,PINS,19/06/2012,NSI Fees & Expenses,NSI Fees Planning,D C PLANNING LTD,,Data Not Provided,,2100001161,#,BH14 8AL,"2,016.00",
Communities & Local Government,PINS,19/06/2012,NSI Fees & Expenses,NSI Expenses Planning,D C PLANNING LTD,,Data Not Provided,,2100001161,#,BH14 8AL,149.22,
Communities & Local Government,PINS,19/06/2012,NSI Fees & Expenses,NSI Fees Planning,LJE PLANNING LTD,,Data Not Provided,,2100001175,#,SO22 6RT,"4,032.00",
Communities & Local Government,PINS,19/06/2012,NSI Fees & Expenses,NSI Expenses Planning,LJE PLANNING LTD,,Data Not Provided,,2100001175,#,SO22 6RT,300.18,
Communities & Local Government,PINS,19/06/2012,NSI Fees & Expenses,NSI Fees Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100001177,#,PL14 6AF,"1,142.40",
Communities & Local Government,PINS,19/06/2012,NSI Fees & Expenses,NSI Expenses Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100001177,#,PL14 6AF,89.48,
Communities & Local Government,PINS,19/06/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106180175,HP C9396AE black ink carts,NG11 7EP,"1,746.24",
Communities & Local Government,PINS,19/06/2012,Rent,Estates,CB RICHARD ELLIS LTD,,Data Not Provided,,5106180186,Rent,EC4M 7HP,"947,325.00",
Communities & Local Government,PINS,19/06/2012,Training,Inspector Costs,R T P I CONFERENCES,,Large,,5106180182,RTPI Season Ticket - 25 places,EC1V 1NY,"4,975.00",
Communities & Local Government,PINS,21/06/2012,Courier Services,Estates,CITY LINK,,Large,,5106180333,City Link Postage,WA4 4SN,"1,229.99",
Communities & Local Government,PINS,21/06/2012,IT - Software Maintenance,ICT,FABASOFT LTD,,Large,,5106180363,Annual Fee,EC4M 7BA,672.00,
Communities & Local Government,PINS,21/06/2012,NSI Fees & Expenses,NSI Fees Planning,ELIZABETH LAWRENCE LTD,,Micro,,2100001201,#,RH20 3LY,"7,279.20",
Communities & Local Government,PINS,21/06/2012,NSI Fees & Expenses,NSI Expenses Planning,ELIZABETH LAWRENCE LTD,,Micro,,2100001201,#,RH20 3LY,369.60,
Communities & Local Government,PINS,21/06/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106180300,Banner Closed Loop A4 Paper,NR3 1PD,653.18,
Communities & Local Government,PINS,21/06/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106180300,Plotter Rolls,NR3 1PD,271.44,
Communities & Local Government,PINS,21/06/2012,Translations,Wales Director,TROSOL CYFYNGEDIG,,Small,,5106180324,Welsh translation for PINS Wales,CF14 5GH,"1,430.86",
Communities & Local Government,PINS,22/06/2012,Courier Services,Estates,CITY LINK,,Large,,5106180390,City Link Postage,WA4 4SN,"1,698.41",
Communities & Local Government,PINS,22/06/2012,Gas,Estates,CORONA ENERGY LTD,,Large,,5106180388,Gas,WD17 1JW,"2,585.00",
Communities & Local Government,PINS,22/06/2012,IT - Service Contracts,ICT,DCLG,,Public Bodies,,5106180411,Opentext Standard Support 07/11-07/12,HP2 4XN,"6,519.06",
Communities & Local Government,PINS,22/06/2012,IT - Service Contracts,IPC (agreed pre-integration),DCLG,,Public Bodies,,5106180411,Opentext Standard Support 07/11-07/12,HP2 4XN,"19,557.20",
Communities & Local Government,PINS,22/06/2012,Legal Fees,Wales Director,TREASURY SOLICITOR,,Public Bodies,,5106180387,"Fees, charges & disbursements",WC2B 4TS,"5,263.80",
Communities & Local Government,PINS,22/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100001250,#,SG13 9EL,"1,774.08",
Communities & Local Government,PINS,22/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100001250,#,SG13 9EL,141.12,
Communities & Local Government,PINS,22/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR K RUSHFORTH,,Micro,,2100001249,#,EX15 3NL,"1,256.64",
Communities & Local Government,PINS,22/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR K RUSHFORTH,,Micro,,2100001249,#,EX15 3NL,123.84,
Communities & Local Government,PINS,22/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100001251,#,LE9 9FL,609.84,
Communities & Local Government,PINS,22/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100001251,#,LE9 9FL,68.58,
Communities & Local Government,PINS,22/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100001252,#,LE9 9FL,739.20,
Communities & Local Government,PINS,22/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100001252,#,LE9 9FL,45.36,
Communities & Local Government,PINS,25/06/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106180434,Post,S49 1HQ,"7,500.00",
Communities & Local Government,PINS,25/06/2012,Mobile phone costs,IPC (agreed pre-integration),ORANGE (AIRTIME/LINE RENTAL),,Large,,5106180448,IPC Mobile charges March,S99 6LU,"1,105.88",
Communities & Local Government,PINS,25/06/2012,NSI Fees & Expenses,NSI Fees Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100001276,#,GL6 0SA,"1,400.00",
