Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2012,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,BNP PARIBAS REAL ESTATE,1056102,80700.00,  - Accommodation Rentals (Programme),B2 2QQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2012,Other Staff Costs,Finance & Commercial Group - Modernisation Fund and Shared Services,RCUK SHARED SERVICES CENTRE LTD,1056153,-140.38,  - Other Staff Costs,SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Other Overseas Travel & Subsistence,"People, Comminications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1056161,122.49,  - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Other Overseas Travel & Subsistence,"People, Comminications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1056162,1020.74,  - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Other Overseas Travel & Subsistence,"People, Comminications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1056163,81.66,  - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Other Overseas Travel & Subsistence,"People, Comminications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1056164,1368.94,  - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Other Overseas Travel & Subsistence,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056165,423.00,  - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Other Overseas Travel & Subsistence,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056165,3.01,  - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Other Overseas Travel & Subsistence (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056166,9.77,  - Other Overseas Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Other Overseas Travel & Subsistence (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056167,231.37,  - Other Overseas Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056168,1491.54,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056169,677.88,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Static Line Rental,Market Frameworks - Labour Market,BRITISH TELECOMMUNICATIONS plc (BT),1056226,77.00,  - Static Line Rental,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2012,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1056229,17400.00,  - ICT Maintenance & Upkeep,SW19 3RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Static Line Rental,Market Frameworks - Labour Market,BRITISH TELECOMMUNICATIONS plc (BT),1056232,55.99,  - Static Line Rental,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2012,Other Training Costs,Finance & Commercial Group - Commercial Directorate,ISKO UK,1056237,60.00,  - Other Training Costs,AB24 3LN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1056299,1849.26,  - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2012,Programme and Projects Service,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1056301,427.00,  - Programme and Projects Service,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1056322,418111.22,  - Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1056322,7716348.30,  - Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2012,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,NOEL O'CALLAGHAN GBP,1056330,86481.00,  - Accommodation Rentals (Programme),,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Skills,ADECCO UK LTD,1056405,876.98,  - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Skills,ADECCO UK LTD,1056464,595.88,  - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1056475,54500000.00,  - Grant in Aid - Current -Other,SN2 1FF,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1056475,54500000.00,  - Grant in Aid - Current -Other,SN2 1FF,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2012,Business Continuity Planning Service,Finance & Commercial Group - Commercial Directorate,ADAM PHONES LTD,1056476,74.40,  - Business Continuity Planning Service,W4 2ST,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2012,Business Continuity Planning Service,Finance & Commercial Group - Commercial Directorate,ADAM PHONES LTD,1056476,134.40,  - Business Continuity Planning Service,W4 2ST,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Knowledge & Innovation Group - DG/Finance & Corporate Planning,UK SPACE AGENCY,1056484,63000000.00,  - Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),SN2 1SZ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Grant in Aid - Current -Other,Business & Skills Group - Further Education & Skills Investment,SKILLS FUNDING AGENCY,1056485,344472000.00,  - Grant in Aid - Current -Other,CV1 2WT,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2012,Grants - Current - Other,Market Frameworks - RDA Transition and Closures,UNIVERSITY OF WARWICK,1056495,1516758.41,  - Grants - Current - Other,CV4 8UW,SME,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2012,Capital Grants to Private Sector - Own Asset Creation,Market Frameworks - RDA Transition and Closures,UNIVERSITY OF WARWICK,1056495,12584.36,  - Capital Grants to Private Sector - Own Asset Creation,CV4 8UW,SME,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,SYRITTA ALGORITHMICS LTD,1056504,4205.00,  - Research & Development Expenditure (Programme),BS3 1AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,SYRITTA ALGORITHMICS LTD,1056505,7200.00,  - Research & Development Expenditure (Programme),BS3 1AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Other Overseas Travel & Subsistence,"People, Comminications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1056509,249.58,  - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Other Overseas Travel & Subsistence,"People, Comminications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1056510,357.01,  - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056511,-1370.64,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056512,102.07,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056513,110.24,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056514,290.34,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056515,23.48,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056516,929.77,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056517,413.58,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056518,158.47,  - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Coaching,Business & Skills Group - Skills,LANCE EDYNBRY,1056519,1052.00,  - Coaching,PO19 6PL,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2012,Programme and Projects Service,Finance & Commercial Group - Commercial Directorate,TNT UK LTD,1056535,773.12,  - Programme and Projects Service,BL8 9AR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,COLLIER & MADGE PLC (ALLSOP COMMERCIAL MANAGEMENT LTD),1056547,29239.50,  - Accommodation Rentals (Programme),W1H 7AL,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Special Adjustments,"People, Comminications and Effectiveness Group - Human Resources",GREATER LONDON HIRE LTD,1056551,203.20,  - Special Adjustments,N2 9PJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/06/2012,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056553,121.32,  - Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/06/2012,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056555,621.00,  - Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/06/2012,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1056555,2.85,  - Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Grant in Aid - Current -Other,Market Frameworks - Labour Market,ACAS,1056563,3600000.00,  - Grant in Aid - Current -Other,NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1056591,1172.45,  - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Business Continuity Planning Service,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1056622,5099.63,  - Business Continuity Planning Service,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1056623,758.30,  - ICT Infrastructure Specific Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1056625,36.40,  - Accommodation Rentals,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1056626,8.86,  - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2012,Refuse Disposals,Finance & Commercial Group - Commercial Directorate,M & L DOCUMENT DESTRUCTION & RECYCLING LTD,1056633,40.00,  - Refuse Disposals,TS18 2LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Market Frameworks - Europe Trade & International Directorate,ADECCO UK LTD,1056641,356.16,  - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Comminications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1056642,261.17,  - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1056652,8.20,  - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2012,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1056659,39.00,  - ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/06/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1056662,560.64,  - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
