FREEDOM OF INFORMATION,,
MOD Requests to 01 July 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
02-06-2011-114225-001,27/06/2011,Please provide a copy of the HFU report into the helicopter accident in Cyprus in 1985.
02-06-2011-115258-008,30/06/2011,Please provide information and details of the Met Office's ICT structure.
02-06-2011-150510-009,30/06/2011,Please provide information of all incidences of personal data losses by the police.
02-06-2011-151947-010,30/06/2011,"Please advise and provide information and details of the number of service personnel discharged from the Army, Navy and RAF due to mental health disorders between 2006 - present."
02-06-2011-164943-002,30/06/2011,Please advise if the MOD hold any requirement or gap analysis documents.
03-06-2011-101100-001,30/06/2011,Please advise on the quantity of pain relief and anti-depressants tablets ordered every year since 2000.
03-06-2011-110000-001,30/06/2011,Please advise whether Tucano aircraft are subject to the same minimum height level of 250 feet in an LFA as fast jets or whether it is permissible to fly them lower.
03-06-2011-114319-002,01/07/2011,Please provide information regarding GPT Special Project Management Limited or EADS support with Saudi Arabia or its National Guard in the last ten years.
03-06-2011-121926-003,01/07/2011,Please advise on the number of staff dismissed over adequate military equipment not being provided in theatre.
03-06-2011-144137-005,01/07/2011,Please advise and provide information and details of the numbers of servicemen disciplined and discharged from the services for steroid or supplement misuse from 2001 - present.
03-06-2011-155139-006,21/06/2011,Please provide information on the values and costs previously redacted from the report on RAF Bicenster. Please provide the past OS maps and history documents used in the assessment.
03-06-2011-163305-007,01/07/2011,Please provide information on the Halifax HR746 accident on 16 August 1943.
03-06-2011-163639-008,29/06/2011,Please provide information and details of  DSTL's ICT structure.
03-06-2011-164020-009,30/06/2011,Please provide information and details of  DSG's ICT structure.
03-06-2011-170512-010,01/07/2011,Please advise and provide information and details of the number of occasions the British Armed Forces have trained foreign Armed Forces or militia.
06-06-2011-095028-001,01/07/2011,Please advise and provide information to various questions regarding ECM radiation.
06-06-2011-102401-002,09/05/2011,Please advice and provide information on best practices and benchmarking for MOD security clearance processes and procedures. 
06-06-2011-103122-004,01/07/2011,"Please provide information to various questions regarding weapons seized, discovered, or collected from weapons caches in or near Basra, Iraq from January 2007 - December 2007.  "
06-06-2011-105933-005,04/07/2011,Please advise on the number of family members (i.e. sons and/or daughters) of members of parliament have served on the front line in Iraq and Afghanistan to date.
06-06-2011-110425-006,04/07/2011,Please advise on the number and locations of civilians known to have been killed by UK forces since 1 January 2005.
06-06-2011-111744-001,01/07/2011,"Please advise whether DASA/DESA has been involved in any economic impact assessments for military bases and, if so, whether any information exists in the public domain on the methodology used."
06-06-2011-112222-007,04/07/2011,Please advise and provide information to various questions regarding the Commonwealth War Graves Commission HQ Building.
06-06-2011-114628-001,04/07/2011,Please advise and provide information to various questions regarding the contract GWS 25 Model 3.
06-06-2011-123129-002,04/07/2011,Please advise and provide information to various questions regarding cigarettes issued to service personnel in ration packs.
06-06-2011-130421-003,04/07/2011,"Please provide any drawings, plans or cad models of the Challenger 2 MBT."
06-06-2011-132025-005,04/07/2011,Please provide historical information on the quarry's usage at Burham Brick and Cement Works in Kent during WWI and WWII.
06-06-2011-141838-008,04/07/2011,"Please provide a detailed breakdown of all MOD non UK based C2/HEO posts in the Finance, Business Management & Improvement and Corporate support job families."
06-06-2011-150621-006,04/07/2011,"Please advise on the number of service personnel who leave the forces, as a result if injury or illness, and provide a detailed breakdown (i.e. gender, type of injury, etc)  for the last five years."
06-06-2011-150856-009,28/06/2011,Please advise and provide information on RN Officer career service lengths. 
06-06-2011-151146-007,01/07/2011,Please advice and provide information to various question regarding court martials.
06-06-2011-151625-008,04/07/2011,Please provide information on the Mosquito aircraft that crashed in 1944 - 45.
06-06-2011-152050-009,04/07/2011,Please advise on the number of MOD civilian investigated for fraudulent Travel & Subsistence claims for the last 15 years.
06-06-2011-152742-010,04/07/2011,Please advise and provide information to various questions regarding driving licence checks for MOD staff driving MOD vehicles or their own vehicle to undertake MOD business.
06-06-2011-153144-011,04/07/2011,Please provide a copy of the publication scales used to determine the establishment of medical staff required to support an RAF station. 
06-06-2011-153540-012,04/07/2011,Please provide copies of all correspondence between the MOD and/or DIO and East Hampshire District Council concerning Whitehill Bordon eco town and eco-town policy.
06-06-2011-153837-013,04/07/2011,Please advise on the total number of British military personnel that have been stationed in Italy as part of Operation Ellamy along with information on the amount spent on accommodation and meals.
06-06-2011-154555-014,04/07/2011,Please advise and provide information to various questions regarding the two-day meeting at Warwick University to discuss the DIO Transformation Programme.
06-06-2011-155329-010,27/06/2011,Please provide copies of any correspondence between HQAC and regional staff concerning the ACO reorganisation meeting/workshop. 
06-06-2011-155457-015,04/07/2011,Please provide a copy of the letter or email correspondence that was sent to MOD regarding xxxxxx employment tribunal claim.
06-06-2011-160220-011,27/06/2011,Please provide information on the policies that set out how HQAC staff are to conduct communications externally.  
06-06-2011-160950-012,27/06/2011,Please provide details of any external communications between HQAC staff and regional staff concerning aircadetresource.com
06-06-2011-161541-013,27/06/2011,"Please provide information on all research, consultancy work, etc taken into consideration when formulating the ACO's social networking policy.  "
06-06-2011-161927-014,27/06/2011,"Please advise on the number of cadets and staff, along with their locations, that have used each of the regional activity centres in the last year. "
06-06-2011-162546-015,27/06/2011,"Please provide information on all communications between HQAC and regional staff, in the past year, regarding social networking and social networking policy. "
07-06-2011-090507-001,04/07/2011,Please advise on the creation of the Royal Regiment of Scotland.
07-06-2011-091736-001,04/07/2011,Please advise on disclosed costs of projects under the Transparency Agenda.
07-06-2011-103653-002,04/07/2011,Please provide a list of image files included in the Army Brand Portal.
07-06-2011-105725-003,04/07/2011,"Please advise, and provide a breakdown, on the number of Armed Forces personnel that have applied for paternity leave in the past five years."
07-06-2011-111621-004,04/07/2011,"Please provide information to various questions regarding weapons seized, discovered, or collected from weapons caches in or near Helmand Province, Afghanistan from September 2007 - September 2008.  "
07-06-2011-112156-005,05/07/2011,Please provide confirmation on the number of staff that have been moved from other departments to work on EU defence related matters.
07-06-2011-120628-006,05/07/2011,Please provide information and details of the top 200 suppliers to the Ministry of Defence for 2009/2010.
07-06-2011-121638-006,15/06/2011,Please advise on the specific working practices that have been changed to minimise unwarranted leaks of information.
07-06-2011-142343-008,05/07/2011,Please provide a copy of all credit card statements for all government procurement cards since May 2009.
07-06-2011-142605-008,04/07/2011,Please provide a list of medical products purchased by MOD for pharmaceuticals.
07-06-2011-142941-009,05/07/2011,Please provide historical information on the bombing of Valløy in 1945.
07-06-2011-145803-010,05/07/2011,Please advise whether there are any plans to examine all candidates on the MR 185 medical research list using the 'x-ray fluorescence' technique whilst they are still alive.
07-06-2011-150302-011,05/07/2011,"Please provide information on the response given to VOLKSWIND UK  who are proposing to install seven 126.5m wind turbines at Melmerby South Wind Farm, near Ripon, North Yorkshire."
07-06-2011-154831-002,05/07/2011,Please advise on the number of amputations that have occurred to UK Armed Forces personnel in 2009 - 2010. 
07-06-2011-155642-009,17/06/2011,Please provide details of AFCS payments for currently serving personnel as at 1 February 2011.
07-06-2011-161609-012,05/07/2011,Please advise on the censorship process in place for mail during WWII. 
07-06-2011-162406-013,05/07/2011,"Please advise, and provide information to various questions, regarding many military staff employed at Chequers."
07-06-2011-151958-003,16/05/2011,Please advise on the number of personnel in receipt of their pension payments prior to November 2010. 
08-06-2011-092325-001,05/07/2011,"Please advise on the number of people that were on the Fast Stream programme in the MOD in 2008 - 2009, 2009 - 2010 and 2010 - 2011 and the amount spent on training individuals on the programme."
08-06-2011-113134-001,06/07/2011,Please advise on the number of third party individuals who hold passes to any MOD sites and the number of pass holders who are former MOD employees or members of the Armed Forces.
08-06-2011-114519-002,06/07/2011,"Please advise, and provide information, to various questions regarding SERCO contracted services for the provision of marine services for the MOD.  "
08-06-2011-121315-001,04/07/2011,Please provide a copy of the contents pages for the T1 report.
08-06-2011-145301-003,06/07/2011,"Please advise, and provide a breakdown by type, of the number of cyber-attacks on MOD per month since this information had began to be captured. Please advise on the cost of improving cyber security over the last five years."
08-06-2011-145821-004,06/07/2011,"Please advise, and provide information, to various questions regarding the misuse of HM procurement cards in the last five years."
08-06-2011-161620-007,06/07/2011,Please provide full details of gagging agreements concluded and funded by the department every year since 2001.
08-06-2011-164654-008,06/07/2011,"Please provide copies of all guidance available to civilian and military medical officers acting in the capacity as military GPs, in relation to compartment syndrome in military personnel, from July 2006 to present."
08-06-2011-152728-005,08/06/2011,Please advise on the medals issued to Flt Lt A J Baker.
09-06-2011-101230-001,27/06/2011,Please advise on the total litigation costs incurred by the MOD regarding the ongoing Cartner sex discrimination case.
09-06-2011-101411-001,07/07/2011,"Please provide information on the condition of the Afghan National Police and Afghan Nation Army, including existing personnel and recruits, since January 2011."
09-06-2011-105313-002,07/07/2011,Please advise whether the United Kingdom currently claim any maritime zones adjacent to the Sovereign Base Areas in Cyprus.
09-06-2011-111441-004,07/07/2011,"Please advise on the amount spent by the MOD in the last four financial years (07/08), (08/09), (09/10), and (10/11), on providing private school education to children of service personnel along with information on the numbers of children this entailed."
09-06-2011-142606-011,07/07/2011,Please provide information and details of Government Procurement Card transactions where the transactions occurred during FY 2009/10 and 2010/11.
09-06-2011-144040-013,07/07/2011,"Please provide information and details of Government Procurement Card transactions in DE&S, MDPGA, DSDA, DARA, DMETA, DVA and DASA where the transactions occurred during FY 2009/10 and 2010/11. "
09-06-2011-145526-014,22/06/2011,Please provide information on the valuation figures from the Crichel Down Rules report.
09-06-2011-151125-015,07/07/2011,Please provide information and details of Government Procurement Card transactions at the Met Office where the transactions occurred during FY 2009/10 and 2010/11. 
09-06-2011-152536-017,07/07/2011,Please provide a list of casualties from the Iraq conflict.
09-06-2011-152711-018,07/07/2011,Please provide information and details of Government Procurement Card transactions at DSTL where the transactions occurred during FY 2009/10 and 2010/11. 
09-06-2011-152914-019,07/07/2011,Please provide any information on the availability of files with reference: DEFE 19/224 - Incidents or accidents involving MOD nuclear materials or nuclear facilities: includes contingency planning and DEFE 19/36 - Assistant Chief Scientific Adviser (Nuclear) Nuclear Intelligence.
09-06-2011-161242-011,07/07/2011,Please provide a copy of the Terms of Reference for the Province Executive Committee.
09-06-2011-165512-020,07/07/2011,Please advise and provide information on the cost of the last service voyage of HMS Ark Royal. 
09-06-2011-165548-021,05/07/2011,"Please advise on the total cost, to the taxpayer, of private education for children of MOD employees, the amount spend on schools within Wales or whose UK address is in Wales, over the last five years."
09-06-2011-170724-022,07/07/2011,"Please provide information regarding the decommissioning of the Royal Yacht Britannia. This should include all correspondence, emails, minutes, agendas, policy papers, briefing notes and any other relevant information. "
09-06-2011-171115-023,07/07/2011,Please provide information and details of meetings held between MOD and EDS in 2006 and 2007.
10-06-2011-095444-001,07/07/2011,Please provide copies of statements and witness testimonies on the coroner's inquest into the death of MOD researcher Terrence Jupp in 2002.
10-06-2011-100123-002,07/07/2011,Please provide a copy of the MOD's organisation chart of senior officials prior to 1987.
10-06-2011-100502-001,07/07/2011,"Please provide copies of any and all correspondence relating to the £7500 ""Young Roots"" grant recently awarded to 115 Peterborough Squadron Ait Training Corps."
10-06-2011-101553-003,08/07/2011,"Please advise on the total cost of the current operation in Libya, from the start of the current action."
10-06-2011-102010-004,08/07/2011,"Please provide a list, including indices of contents, of all Land Force Standing Orders (LFSO)."
10-06-2011-112123-002,05/07/2011,Please provide the name and address details of the successful bidder for the UK-Andover: Technical Support Services 2011/S 108 177745 and other companies shortlisted in the bid. 
10-06-2011-144412-001,10/06/2011,Please provide an electronic copy of the War Pensions Guides.
10-06-2011-145652-002,04/07/2011,Please advise on the issuing of HM Forces Veterans Lapel Badges.
10-06-2011-150656-005,08/07/2011,Please provide a copy of the 20101208 - Conclusions of a Meeting of the SIB (3 Dec 10) - RSM. 
10-06-2011-151453-006,08/07/2011,"Please advise on the how much the MoD has spent each year since 2000 on medical contractors, of all types, and GP locums, abroad and in the UK."
10-06-2011-152727-007,08/07/2011,Please provide information and details of UFO sightings in the West Sussex airspace for 2010-11.
10-06-2011-153703-008,08/07/2011,Please advise on social media policy in the Armed Forces.
10-06-2011-155930-009,08/07/2011,Please advise on the availability of AP 3342 Management of Physical Education in the Royal Air Force. 
13-06-2011-094836-001,17/03/2010,"Please provide copies of briefing documents and copies of the presentations given during a recent visit to AWE by Brig Harencak, Cdre Andrew MacFarlane and Dr Julian Lewis, MP."
13-06-2011-095558-002,07/07/2011,"Please provide copies of all correspondence and documentation regarding the disestablishment of 1 x PPPA case worker post in Lisburn, NI in 2011.  "
13-06-2011-101218-003,27/04/2010,"Please provide a copy of the Abnormal Events report for each of the 18 incidents that occurred at AWE, plus any other Abnormal Events reports for any further incidents which may have taken place over the same period ( 25 September - 31 December 2009) and resulted in enforcement action ."
13-06-2011-102529-004,21/02/2011,"Please provide copies of any reports, memos, correspondence, notices or other information held on emergency plans or exercises of the Scottish operational berths at Loch Ewe and Broadford Bay relating to the suspension of permission for their use. "
13-06-2011-102546-001,08/07/2011,"Please advise and provide details on the average size dress for uniform supplied to a foot guards in 2010 compared to 1990, 1980, 1970, 1960 and 1950."
13-06-2011-103709-002,08/07/2011,"Please provide copies of all correspondence and official communications relating to the possibility of issuing stimulants, including amphetamines, Modafinil/Provigil, etc, to MOD personnel, since January 2006. "
13-06-2011-104123-004,08/07/2011,Please provide information to various questions regarding the UFO incident in Woodbridge (Rendlesham Forrest) in 1980.
13-06-2011-110532-001,08/07/2011,Please advise and provide information to various questions regarding the medal review during June 2010 - June 2011.
13-06-2011-111224-002,08/07/2011,"Please provide copies of all correspondence sent and received by the Sqn Ldr in overall command of RAF combined cadet force units in the SCOTNINE (Scotland, Northern Ireland and Northern England) area at HMS Caledonia between August 2008 and August 2010."
13-06-2011-111717-003,08/07/2011,Please provide details of the contingency plans that will be put in place if Comet Elenin hits earth.
13-06-2011-112620-004,08/07/2011,Please provide copies of all communications received and sent by the MOD and Defence Estates and DIO  including  KT Heritage and the CWGC with respect to the Commonwealth War Graves Commission Building since June 2009.
13-06-2011-113519-005,08/07/2011,Please advise on MOD expenditure on employing LECs each year.
13-06-2011-115508-001,27/06/2011,Please provide copies of all correspondence between xxxxxx and SPVA regarding his service pension.
13-06-2011-115537-006,11/07/2011,Please provide copies of the tender responses to HQLF3b/7366: Provision of Laundry Services at Royal Military Academy Sandhurst.
13-06-2011-120450-007,11/07/2011,Please provide copies of any documents or communications held by MOD regarding the meeting of the Defence Exports Support Group on 16 December 2010. 
13-06-2011-133052-008,08/07/2011,"Please advise when statistics on successful resits for RN ratings applicants, will be available. "
13-06-2011-142046-009,11/07/2011,Please provide a copy of the report reference NBC(D)/6/1/1 dated 26 April 2006 which covers an incident involving HMS Sovereign in Plymouth Sound on 29 March 2006.
13-06-2011-142631-010,11/07/2011,Please advise whether the MOD have an authoritative database that details the technological effectiveness of weapons they procure and if information from it can be provided.
13-06-2011-143501-011,11/07/2011,Please advise whether the MOD has been subject to any attempted cyber attacks since 2010.
13-06-2011-144056-012,11/07/2011,"Please provide information to various questions regarding MOD, Help For Heroes and Tedworth House."
13-06-2011-152723-013,11/07/2011,"Please advise whether any members of the Armed Forces under 18 were permitted to serve in military action, during the Suez Canal zone, during 29 October - November 1956."
13-06-2011-161547-014,11/07/2011,Please advise on the number of service personnel that have died whilst on operations in Iraq and Afghanistan since October 2001 that were parents and the number of children and ages of children that have been bereaved as a result.
13-06-2011-173018-015,11/07/2011,"Please provide monthly statistical summaries on the number of houses and vehicles that have been search, number of firearms, weapons and explosives found and bombs neutralised in NI from 1970 - present."
14-06-2011-143952-001,11/07/2011,Please provide copies or transcript of the Naval General Service Medal bar Palestine 1945-48 for the Royal Marines.
14-06-2011-144546-002,12/07/2011,"Please provide a copy of BR677, RN BR31 and Form F Med 133."
14-06-2011-150237-001,11/07/2011,"Please provide historical images of British marines, soldiers or officers using English binoculars, mainly during WWII period."
14-06-2011-151808-002,11/07/2011,Please advise on the total cost of the rebranding of Defence Estates (DE) to Defence Infrastructure Organisation (DIO) in Northern Ireland. Please advise on the total number of DIO employees in NI and the long term plans for DIO in NI.
14-06-2011-152138-003,11/07/2011,"Please advise on the number of people currently working in DIO in NI who have received a severance package from DIO in the past in any of its former guises (i.e. PSA/BMNI/DE, etc). Please advise on the number of people who have received a severance package and the total amount of monies paid out in the last five years."
14-06-2011-152432-004,11/07/2011,Please advise on the number of sick leave taken by staff in DIO/DE in the last five years and the cost.
14-06-2011-152716-005,11/07/2011,Please advise whether staff in DIO still receive stress and strain days. Please advise on the total number of stress and strain days taken by staff in DIO/DE in NI in the past five years and the cost.
14-06-2011-153421-006,12/07/2011,Please advise on the total amount of money paid under the Armed Forces and Reserve Forces Compensation Scheme to injured servicemen and women between 1 April  2010 to 31 March 2011. Please provide a breakdown of tariff and tariff level of injury. 
14-06-2011-153814-007,12/07/2011,"Please provide information on all hospitality received by the Ministerial Team, including Special Advisors, from 1 January - 11 April 2011."
14-06-2011-154339-008,12/07/2011,Please provide a copy of the report provided by the Healthcare Commission following its visit to the station medical centre at RAF High Wycombe during 2008.
14-06-2011-154656-009,12/07/2011,"Please provide historical information on Allens West, the former MOD site at Eaglescliffe, Stockton on Tees. "
14-06-2011-155316-010,12/07/2011,Please provide information to various questions regarding Exercise Transglobe.
14-06-2011-160836-011,12/07/2011,Please provide information on the number of military personnel based at RM Condor in Arbroath that have been charged with criminal offences in 2010 and 2011 to date. Please provide information on the number of military personnel based at RM Condor in Arbroath that have been convicted. 
14-06-2011-161208-012,12/07/2011,"Please advise and provide information on the number, and results of, random drug tests carried out on employees in the Department from January 2007 - present."
14-06-2011-161859-013,12/07/2011,"Please provide information/documentation concerning the discovery and transfer, across DMZ, of Private James Edmunds' remains, who was killed in the Korean war. "
14-06-2011-163020-001,12/07/2011,Please advise on the number and different types of health conditions experiences of veterans in Hertfordshire.
14-06-2011-163251-016,12/07/2011,Please provide information on aircrafts involved in low flying displays over Cumbria. 
14-06-2011-165836-017,11/07/2011,Please provide information and details of every transaction (proper and misuse) made using GPC cards by staff in DSG during FY 2009/10 and FY 2010/11. 
14-06-2011-171627-018,12/07/2011,"Please provide information on all hospitality received by the Ministerial Team, including Special Advisors, from 7 May - 31 December 2010."
15-06-2011-094033-001,13/07/2011,"Please provide information and details of RN and RM officers ""Administrative Discharge"" from 1980 - 1985."
15-06-2011-111317-002,13/07/2011,Please provide a list of positions on the Defence Council along with historical information of past membership from 1964.
15-06-2011-112110-003,13/07/2011,Please provide a list of positions on the Defence Council along with historical information of past membership from 1964.
15-06-2011-114835-001,24/06/2011,Please provide details for various STOs
15-06-2011-115656-002,29/06/2011,"Please provide details of the TS 1800 proposal for the MRCA engine by Bristol Engines, specifically the engine specification."
15-06-2011-115919-004,13/07/2011,Please provide a list of positions on the Air Force Board along with historical information of past membership from 1964.
15-06-2011-120223-005,13/07/2011,Please provide a list of positions on the Defence Council along with historical information of past membership from 1964.
15-06-2011-121832-006,13/07/2011,"Please advise on the number of MOD and Armed Forces personnel that have faced disciplinary action, over the last 5 years, for inappropriate use of social media sites like Twitter, Facebook and YouTube and the resultant action that was taken against these individuals."
15-06-2011-135424-007,13/07/2011,Please advise on how a copy of PI 28/2002 can be obtained.
15-06-2011-135850-008,13/07/2011,"Please advise on the location of aerial photographs, taken by the RAF in 1959-1960, of Guyana."
15-06-2011-140831-009,13/07/2011,"Please advise on how a copy of the orders that HMS Truant received to attack SS Bengasi on 6 May 1941, along with the report it sent afterwards, can be obtained."
15-06-2011-141433-001,12/07/2011,Please advise on the UK Standard Industrial Classification.
15-06-2011-142231-010,13/07/2011,Please provide information on the ANA and ANP.
15-06-2011-142608-011,13/07/2011,Please provide spatial information regarding military activities in Scotland. 
15-06-2011-144427-012,13/07/2011,"Please provide details and information of the newspapers and periodicals (including trade magazines, current affairs magazines etc) which the Department provides for Ministers' use."
15-06-2011-153552-014,13/07/2011,Please provide a copy of the study prepared for the MOD by Prof. Ron Matthews concerning industrial participation/offset issues.
15-06-2011-165725-015,13/07/2011,"Please advise on the number of MOD PPPA HR Consultants, including those in RDP, applied for VERS ."
16-06-2011-094044-001,13/07/2011,Please provide statistical information on the cost of closing RAF Lyneham and the move to RAF Brize Norton.
16-06-2011-094613-002,13/07/2011,Please advise on the number of American military bases in the UK and British military bases in the USA.
16-06-2011-095338-003,13/07/2011,Please advise on the number of RN recruits medically discharged from HMS Raleigh in 2009 and 2010.
16-06-2011-100829-004,14/07/2011,Please provide information on the most recent annual rates of alcohol related incidents in the Armed Forces.
16-06-2011-133221-001,13/07/2011,Please provide statistical background information regarding the cost of the building programme for rehousing personnel from RAF Lyneham to RAF Brize Norton. 
16-06-2011-133750-001,13/07/2011,"Please provide copies of briefing papers, agendas and minutes into the decommissioning of HMY Britannia."
16-06-2011-144349-002,13/07/2011,"Please provide information copies of all internal, previously unpublished, relating to the reasons behind the delay in the building programme to rehouse personnel based at RAF Lyneham to RAF Brize Norton."
16-06-2011-145330-003,14/07/2011,Please advise on the use of asbestos in ammunition boxes during WWII.
16-06-2011-150249-004,14/07/2011,"Please advise on the amount of production, and the cost of resourcing this product that would have been produced, that had been lost when a fire occurred in the B areas of AWE in 2010. "
16-06-2011-150944-005,14/07/2011,"Please advise, and provide information, on all internal reports and communications about successful hacking and other computer related attacks on military and MOD assets and provide an estimate on the amount and type of data that has been lost in the last two years."
16-06-2011-151736-006,14/07/2011,Please advise on the fire costs in the explosives (B) area at the Atomic Weapons Establishment.
16-06-2011-155123-007,14/07/2011,Please provide information on the diagnostic criteria for compartment syndrome effective from July 2006 - present.
16-06-2011-162520-008,14/07/2011,Please provide information on file DEF 109/51/01.
16-06-2011-162753-009,14/07/2011,Please provide information on file DEF 109/51/02.
17-06-2011-095513-001,14/07/2011,Please provide information on documents held by MOD that refer to UFO sightings.
17-06-2011-100633-002,14/07/2011,"Please advise, and provide a breakdown, on the number of outstanding formal Service Complaints awaiting resolution."
17-06-2011-101119-003,14/07/2011,Please advise on the security protection afforded to members of the Royal Family when in active war zones.
17-06-2011-101723-004,14/07/2011,Please provide a copy of the BOI for Sgt Morrison. 
