"Post Unique Reference","Name","Grade","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1116716","Rear Admiral David Steel CBE, BA, FCIPD, FCILT, Barrister-at-Law","OF-7","Chief of Staff Personnel (COS PERS) / Naval Secretary (NAVSEC)","COS(Pers) is responsible for the sustainable delivery of sufficient, capable and motivated personnel to the Naval Service in support of Defence Outcomes. The Personnel Division numbers 800 and the Admiral is responsible for all aspects (non-operational) of Personnel within the Naval Service. As Naval Secretary he works with the First Sea Lord to manage the Flag and General Officers Plot. He is also Chief Naval Logistics Officer as Head of the Logistics Branch of the Naval Service.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1121821","421805","1.00","105000","109999","","Military","Salary Cost of Reports include posts from 1396167.","1"
"1083930","Rear Admiral Clive Johnstone CBE","OF-7","Flag Officer Sea Training (FOST) and Rear Admiral Surface Ships","FOST is the RN Chief of Staff (Training) and commands the Naval Training Command. This comprises all Naval Training including, for individuals: initial generic Naval Training for Officers and Ratings; initial Career/Professional training prior to employment; career continuation and promotion training and Theatre-specific training. For ships and submarines; collective training at all levels comprising Tier 1 (initial capability training); Tier 2 (applied training for specific roles) and national task group training through Exercise JOINT WARRIOR twice per year. Rear Admiral Surface Ships is a Head of RN Fighting Arm and the head of the Surface Flotilla.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1121821","195792","1.00","105000","109999","","Military","","1"
"1129143","Rear Admiral Martin Alabaster MA MSc Ceng FIET","OF-7","Flag Officer Scotland Northern England and Northern Ireland (FOSNNI)","In this role he is the Royal Navy's senior officer in Scotland and has representational duties everywhere north of the M4. He is also responsible for all Royal Navy and Royal Marines recruiting, cadet forces and the service's engagement with society across the UK. As Flag Officer Reserves he commands the Royal Naval and Royal Marines Reserves.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1121821","23785769","1.00","105000","109999","","Military","","1"
"1370293","The Reverend Scott J Brown QHC BD","OF-7","Director General Naval Chaplaincy Services (DGNCS)","Headquarters of the Royal Naval Chaplaincy Service","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1121821","431163","1.00","90000","94999","","Military","","1"
"155423","N/D","SCS2","Command Secretary (Cmd Sec)","The Command Secretary works directly to CINC and 1SL as the TLB Holder, supporting 2SL, ACNS and her fellow 2* colleagues in the delivery of their responsibilities. Through this she empowers, enables and resources the TLB in order that it may pursue its policy and operational objectives. The Command Secretary is responsible for providing the Department of State contribution through the provision of advice to Ministers and Parliament on Navy Command business and to the wider Navy Command on political and politico-legal issues. She provides Navy Command with enabling functions, such as Commercial and Estates and Legal Secretariat services. As the Senior Finance Officer, she ensures that appropriate financial programming, financial budgeting and accounting, and financial propriety and regulatory support, including corporate governance advice is in place. As the Civilian Workforce Advisor, she ensures efficient and effective employment of all civilian personnel, including the Royal Fleet Auxilliary.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1123043","2549953","1.00","90000","94999","","Other","","1"
"1105593","N/D","OF-6","Commodore Naval Staff","To lead the Naval Staff Directorate in providing support to 1SL, ACNS and the Navy Board, including the development of strategic planning and influencing, policy support (including operations), and international engagement for the Naval Service.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1105390","2599727","1.00","0","0","","Military","","1"
"1485456","N/D","OF-6","Commander UK Task Group (COMUKTG)","As the COMUKTG he is the high readiness 1* Commander for the Responsive Force Task Group (RFTG), the RN's scaleable maritime task group. His mission is to command assigned joint, National, NATO, EU and coalition forces in order to conduct maritime amphibious operations and exercises. In addition to his RFTG responsibilities, he remains the national Commander Amphibious Task Force and the Commander of the UK/NL Amphibious Group.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1079272","1546082","1.00","0","0","","Military","","1"
"1086257","N/D","OF-6","Commander Portsmouth Flotilla (COMPORFLOT)","Responsible for promoting OC through provision of clear quidance, leadership and support to PORFLOT DD/FF, MM/PP and Diving Squadrons and to provide local engineering assurance to all Portsmouth-based units on behalf of CSO(E). We direct action whether leadership, training, engineering, people issues or logistic, but we do not develop company policy. It is central to our role to maintain close working relationships with PORFLOT ships, via regular visits, routine contact, assessment and inspections. The WMO, although reporting to DN Pers, remains fully embedded within the Flotilla and ensures optimum manning is achieved at sea and employment in Base port.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1123122","127203149","1.00","0","0","","Military","","1"
"1086570","N/D","OF-6","Commander Devonport Flotilla (COMDEVFLOT)","As Navy Command HQ's representative on the Waterfront in Devonport, COMDEVFLOT is tasked to optimise and assure the operational capability of all units within the Devonport Flotilla as well as act as their Administrative authority. Flotilla staff comprises approximately 50 staff who support the Flotilla through sea riding units, conducting alongside visits and representing unit issues to NCHQ, DES and other organisations.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1123122","140924699","1.00","0","0","","Military","","1"
"1591647","N/D","OF-6","Commander Faslane Flotilla (COMFASFLOT) and Deputy Rear Admiral Submarines.","Command of the Faslane Flotilla which consists of submarines, 4 VANGUARD Class SSBNs (providing the UK National deterrent), 1 ASTUTE Class SSN (currently 3 more being built in Barrow), 8 Mine Countermeasures Vessels of the First MCM Squadron and 2 Patrol Boats of the First Patrol Boat Squadron. FASLFOT provides administrative and engineering support to the generation, operation and assurance of these platforms. Deputy Rear Admiral Submarines is respsonsible for monitoring the fighting efficiency of the Submarine Flotilla with particular respect to the moral component of Operational Capability.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1123122","47622007","1.00","0","0","","Military","","1"
"1127695","N/D","OF-6","Commanding Officer 3CDO Bde RM","Command 3 Commando Brigade Royal Marines on Operations and in peacetime (including force development and generation).","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1123043","143167401","1.00","0","0","","Military","","1"
"1120354","N/D","OF-6","Assistant Chief of Staff Carrier Strike and Aviation (ACOS CSAV)","The Carrier Strike and Aviation Division is responsible for delivering coherent, cost-efffective aviation capability that complements and enhances other single-service, Joint and multi-national capabilities to deliver war-winning effect. It is a pan-DLOD capability area and its personnel lead both the Aviation and Carrier Strike FCIGs, as well as contributing to other FCIGs within the Navy Command HQ. More specifically, the division is responsible for the legally mandated assurance of all RN aviation units with COS (A&C) holding the position of Aircraft Operating Authority for the RN. ACOS (CSAV) is also CDRE FAA within the Fighting Arm.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1125222","13949883","1.00","0","0","","Military","","1"
"1105835","N/D","OF-6","Commanding Officer Royal Naval Air Station Yeovilton","Command the Royal Naval Air Station Yeovilton (HMS HERON). HMS HERON is a diverse and complex Air Station and the host to some 4300 Service AND Civilian personnel and over 100 operational aircraft. HERON's mission is to deliver trained and capable Squadrons and Flights and to provide Aviation Support to enable operational success. HERON'S primary operational outputs are the Maritime Lynx Helicopter Force and the Commando Helicopter Force.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1125222","113813964","1.00","0","0","","Military","","1"
"155095","N/D","OF-6","Assistant Chief of Staff Afloat Support (ACOS AFSUP)","Head of Service for the Royal Fleet Auxiliary providing Maritme Operational Support to the Royal Navy, the Royal Marines and other elements of the Armed Forces","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","43896378","1.00","0","0","","Military","","1"
"1128229","N/D","OF-6","Assistant Chief of Staff Logistics (ACOS LOGS)","ACOS Logistics ley role is to manage the current and articulate the future logistic sustainability requirement for the maritime environment including RN, RM and RFA. He is the 1-star lead on behalf of the Navy Board for both the Logistics and Infrastructure lines of development working within the Capability Division of the Navy Command HQ. He is directly responsible for the logistic aspects of maritime and amphibious deployment, sustainment and recovery, he provides assurance across Defence through FE&R and FE&S, he sets maritime logistic doctrine, policy, standards and practices and ensures that new maritime capabilities and platforms meet Defence's sustainability requirement with effective support solutions.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","6303910","1.00","0","0","","Military","","1"
"1618032","N/D","OF-6","Assistant Chief of Staff Land and Littoral Manoeuvre and Director Royal Marines (ACOS LLM/DRM)","Manage the development and delivery of Land and Littoral Manoeuvre capability with the Naval Command Headquarters, supporting the MOD in capability management and the front line in force generation. Act as deputy to Commandant General Royal Marines and act as Chief of Staff of the Office of CGRM, being responsible for Corps standards, ethos, tradition, ceremonial, charities/funds, events and supporting matters.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","8927390","1.00","0","0","","Military","","1"
"1444905","N/D","OF-6","Assistant Chief of Staff Surface Ships and Submarines (ACOS SSM)","ACOS SSM is respsonsible for force generation and capability development of Frigates, Destroyers, MPH and Submarines.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","19975583","1.00","0","0","","Military","","1"
"1121376","N/D","OF-6","Assistant Chief of Staff C4ISTAR (ACOS C4ISTAR)","The C4ISTAR sub-division comprises two Capability Integration Groups (C4&ISTAR) and an Information Service Support team that together ensure appropriate C4ISTAR policy, strategy and capability is provided to RN units afloat and ashore and to the Maritime Component Commander staff elements within current and future single Service and Joint operations. Within the MOD Unified Customer construct, this division represents the views of the Maritime User within the through life capability management (TLCM) processes that shape UK MOD C4ISTAR capabilities.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","13538705","1.00","0","0","","Military","","1"
"157333","N/D","SCS1","Deputy Command Secretary (DCS)","To deliver for the Naval Service the Department of State function of accountability to Parliament and public, with the overall objective of managing and improving the reputation of the Naval Service both internally and externally, while ensuring appropriate presentation to Ministers and Senior Officials.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","155423","2848876","0.40","0","0","","Other","","1"
"155422","N/D","SCS1","Deputy Command Secretary Enabling Services (DCS ES)","To enable the delivery of Naval Service outputs through the management and the improvement of services that complement those provided centrally by the MOD.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","155423","2562800","1.00","0","0","","Other","","1"
"1121945","N/D","OF-6","Assistant Chief of Staff Resources and Plans (ACOS RP)","To support the Command Secretary in enabling and empowering the Naval Service to contribute to the delivery of Government Defence objectives whilst remaining within the bounds of legal, political, financial and regulatory authorities. To deliver to 1SL a programme for the Planning Round which enables Defence Final Outputs to be met, matched to available resources. To match the output of the RN to available resource in both a Planning Round and In-Year context. To implement and manage an affordable JBA between NC and DE&S. To work with the Naval Staff in London to maintain a strategy for the long term future of the RN.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","155423","3501244","1.00","0","0","","Military","","1"
"1126447","N/D","OF-6","Director Naval Personnel Strategy (DNPS)","The Director Naval Personnel Strategy (DNPS) is responsible for the development, coordination and application of force generation and force development manpower strategies and policies; their management across the Naval Service and their coherence with defence manpower strategies. These functions are delivered through 5 Divisions responsible for the development and implementation of Single Service Policy: Personnel Policy, Future Personnel, Personnel Planning, Personnel Pay and Allowances, and Job Evaluation Judge.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","104624037","1.00","0","0","","Military","","1"
"1396823","N/D","OF-6","Director Naval Personnel (DN Pers)","Sustained, responsive delivery of sufficient, suitably trained, appropriately promoted, well motivated RN, RM, RFA and Reserves to meet the Defence manning requirements, including short notice augmentation and replacement needs, as well as managing the preparation of individuals for Operations and administering the Recovery Pathway of casualties and the medically downgraded. It provides Full Command support to Naval Service people through Specialist, Welfare, Terms of Service administration, career management/complaints Casework, managing Disclosure and directing Physical Training and executive health programmes, including running of two Tri-Service Adventurous Training Units.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","22167771","1.00","0","0","","Military","","1"
"1396167","N/D","OF-6","Naval Assistant (NA)","The Naval Assistant is responsible for career managing a 'plot' which consists of all 1* officers, captains RN and colonels RM; this involvs leadership and management of c. 400 strong senior officer cadre. In addition to ensuring affordability, value for money and strategic planning to ensure the right talent is developed, he is also tasked to represent the views of his 'plot' on the assigning process and any other issues as appropriate to the Naval Secretary and First Sea Lord. He acts as advisor to Selection Boards for major military (RM), sea, air and shore Commands.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","N/D","1.00","0","0","","Military","Less than 5 posts - Salary Cost of Reports included in post 1116716","1"
"1125974","N/D","OF-6","Assistant Chief of Staff Medical (ACOS MED)","DRNMS is the overall professional lead for all Royal Navy medical personnel. As ACOS Med he is the 1* lead within NCHQ for the provision of the medical component of Royal Naval operational capability (ashore and afloat) ensuring comprehensive, timely and effective delivery in accordance with Surgeon General's and UK national policy and best medical practice. Specific functions of the NCHQ Medical Division include: force generation of appropriate medical support to RN, RFA and RM units and platforms in support of operations and exercises; furture force development of maritime medical capabilities; governance oversight of RN primary health care provision; assurance of primary healthcare standards; production of RN medical policy and direction; maritime-specific healthcare advice and imput to NCHQ, Fleet units and organisations, wider Defence and other Government Departments when required.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","8013689","1.00","0","0","","Military","","1"
"1118213","N/D","OF-6","Director Naval Legal Services (DNLS)","The Director of Naval Legal Services is responsible, as the Royal Navy's senior lawyer, for the development, coordination and organisation of legal services within the Royal Navy to ensure the provision of timely, accurate and appropriate legal advice. DNLS's core tasks are; the strategic direction of the legal sub-specialisation; legal advice and input to the development of single and tri-service policy; support to current operations and exercises through the provision of deployable legal advisers; legal advice to individual service personnel; and the oversight and quality assurance validation of training of RN personnel in the law.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","1815083","1.00","0","0","","Military","","1"
"1103327","N/D","OF-6","Commander Maritime Reserves (COMMARRES)","Commander Maritime Reserves leads the Royal Navy and Royal Marines Reserves, and delivers highly motivated, trained personnel to deliver a range of capabilities (e.g. medical, intelligence, air, media operations, CIS, logistics, civil military aid, force protection and infantry) as required by Defence - operational capability at readiness. The organisation is integrated within the wider Royal Navy with a footprint of units across the country and continues to be heavily utilised on and in support of current operations. In many cases the MR provides capability that is not available from any other part of the regular force.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","7062959","1.00","0","0","","Military","","1"
"1103074","N/D","OF-6","Naval Regional Commander for Northern England (NRCNE)","The Regional Coordination of the RN response to MACA, running the Regional Field Force for RN and RM Recruiting, the planning and support of warship visits, to provide a regional focus for the Maritime Reserve Units, URNU and Sea Cadets, and to be the focus for the RN Community Engagement with opinion formers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","1345517","1.00","0","0","","Military","","1"
"72007","N/D","OF-6","Naval Regional Commander for Wales and Western England (NRCWWE)","The Regional Coordination of the RN response to MACA, running the Regional Field Force for RN and RM Recruiting, the planning and support of warship visits, to provide a regional focus for the Maritime Reserve Units, URNU and Sea Cadets, and to be the focus for the RN Community Engagement with opinion formers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","1352366","1.00","0","0","","Military","","1"
"72112","N/D","OF-6","Naval Regional Commander for Scotland and Northern Ireland (NRCSNI)","The Regional Coordination of the RN response to MACA, running the Regional Field Force for RN and RM Recruiting, the planning and support of warship visits, to provide a regional focus for the Maritime Reserve Units, URNU and Sea Cadets, and to be the focus for the RN Community Engagement with opinion formers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","1209596","1.00","0","0","","Military","","1"
"1442813","N/D","OF-6","Naval Regional Commander for Eastern England (NRCEE)","The Regional Coordination of the RN response to MACA, running the Regional Field Force for RN and RM Recruiting, the planning and support of warship visits, to provide a regional focus for the Maritime Reserve Units, URNU and Sea Cadets, and to be the focus for the RN Community Engagement with opinion formers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","1946632","1.00","0","0","","Military","","1"
"1639793","N/D","OF-6","Deputy Flag Officer Sea Training and Assistant Chief of Staff Training (DFOST and ACOS Training)","As Flag Officer Sea Training's (FOST) Deputy, to assume command responsibility in FOSTS's absence. As FOST's Chief of Staff and as the Assistant Chief of Staff (Training) be the Navy Command Headquarters 1* lead for the governance, strategy and policy for Individual and Collective Training and Education across the Naval Service ensuring that delivery of training achieves, maintains and assures the capabilities, readiness and performance standards required by operational commanders; in pursuit of this purpose exercising functional authority over the FOST training streams and training establishments.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1083930","27519295","1.00","0","0","","Military","","1"
"1115187","N/D","OF-6","Commanding Officer Maritime Warfare School (CO MWS)","Commodore HMS Collingwood, Surface Stream and Maritime Warfare School (MWS) commands approximately 1094 RN personnel and a similar number of civilians. The Stream integrates skills, Amphibious and Operations training, sharing best practice and resources in the delivery of individual and collective training for surface units. The MWS, headquarted in HMS Collingwood, but with units in Excellent, Longmoor, Temeraire, Horsea Island and Raleigh, delivers training in warfare, weapon engineering, diving, PT, CBRN, sea survival, seamanship, military skills and augmentation pre-deployment training. Operational sea training is delivered by FOST Director (South) in Devonport; whilst 1 Assault Group Royal Marines trains Amphibious capability. The Collingwood command provides Executive, Duty of Care and facilities management functions for Pase 2 and 3 Warfare and WE trainees and a multitude of lodger organisations, including the RN Leadership Academy, the Maritime Warfare Centre and the Special Communications Unit.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1083930","28373202","1.00","0","0","","Military","","1"
"1128780","N/D","OF-6","Naval Core Training Stream Leader Commanding Officer Britannia Royal Naval College (BRNC)","Responsible for leading and managing the initial training of all officers and ratings of the Royal Navy including the RN Leadership Academy and the University of RN Units. Command BRNC to generate young officers to be courageous leaders through innovative learning. Also provide specialist advice to Flag Officer Sea Training and Navy Command on initial training of both officers and ratings as head of the Navy Core Training Stream within FOST's Naval Training Command. Success in the role is achieved through strong partnerships with RN, Plymouth University and VT Group while also promoting defence by fostering good relations with the public.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1083930","22477492","1.00","0","0","","Military","","1"
"1103525","N/D","OF-6","Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines (CTCRM)","To train the required number of Royal Marines, commanders and specialists ready for Operations in order to support the Front Line and wider Defence.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1083930","25387717","1.00","0","0","","Military","","1"
"1623854","N/D","OF-6","Assistant Chief of Staff Warfare (ACOS W)","To coordinate the cross cutting issues regarding the integration and development of the capability, tactics and procedures to make sure that the war fighting edge of the Royal Navy is sustained.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","4219472","1.00","0","0","","Military","","1"
