Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,729146,76970.93
Ministry of Defence,Ministry of Defence,13/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,731415,67427.64
Ministry of Defence,Ministry of Defence,09/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,730269,43807.68
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,733283,39327.90
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,733283,36004.69
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,729731,34588.72
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,737666,33048.46
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,729146,30877.62
Ministry of Defence,Ministry of Defence,20/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,734640,27029.46
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,733915,26358.45
Ministry of Defence,Ministry of Defence,13/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,731415,25785.21
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,726844,25761.77
Ministry of Defence,Ministry of Defence,06/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,728570,25332.40
Ministry of Defence,Ministry of Defence,03/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,728105,24758.00
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,732044,24391.59
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,732044,20185.48
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,737009,19681.67
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,729731,19417.91
Ministry of Defence,Ministry of Defence,02/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,727502,18767.99
Ministry of Defence,Ministry of Defence,20/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,734640,18667.03
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,733915,17648.73
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,737666,17389.69
Ministry of Defence,Ministry of Defence,21/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,735371,17371.01
Ministry of Defence,Ministry of Defence,13/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,731415,16527.68
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,736436,16389.13
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,730839,14991.54
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,729731,14471.16
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,730839,13936.06
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,736436,13778.53
Ministry of Defence,Ministry of Defence,21/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,735371,12689.64
Ministry of Defence,Ministry of Defence,06/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,728570,12518.52
Ministry of Defence,Ministry of Defence,22/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,735816,12342.89
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,726844,10949.98
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,733915,10466.45
Ministry of Defence,Ministry of Defence,15/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,732617,9565.87
Ministry of Defence,Ministry of Defence,03/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,728105,9243.42
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,733283,9229.89
Ministry of Defence,Ministry of Defence,06/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,728570,9184.72
Ministry of Defence,Ministry of Defence,02/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,727502,8967.33
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,729146,8428.19
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,733915,8237.78
Ministry of Defence,Ministry of Defence,22/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,735816,8062.49
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,726844,7887.55
Ministry of Defence,Ministry of Defence,22/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,735816,7860.00
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,726844,7577.94
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,732044,7575.45
Ministry of Defence,Ministry of Defence,03/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,728105,7434.71
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,733915,7427.06
Ministry of Defence,Ministry of Defence,09/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,730269,7389.89
Ministry of Defence,Ministry of Defence,09/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,730269,7155.35
Ministry of Defence,Ministry of Defence,02/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,727502,7054.36
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,737009,7048.11
Ministry of Defence,Ministry of Defence,13/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,731415,6798.34
Ministry of Defence,Ministry of Defence,15/12/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,732617,6794.65
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,732044,6354.27
Ministry of Defence,Ministry of Defence,06/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,728570,6051.41
Ministry of Defence,Ministry of Defence,20/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,734640,5027.17
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,730839,4635.27
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,733283,4600.71
Ministry of Defence,Ministry of Defence,15/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,732617,3966.31
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,736436,3768.69
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,737666,3267.62
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,736436,3149.17
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,737009,3101.15
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,730839,2986.11
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,729146,2943.37
Ministry of Defence,Ministry of Defence,02/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,727502,2573.89
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,737666,2540.61
Ministry of Defence,Ministry of Defence,09/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,730269,2485.85
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,733283,2152.68
Ministry of Defence,Ministry of Defence,09/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,730269,1997.51
Ministry of Defence,Ministry of Defence,02/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,727502,1902.92
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,732044,1836.78
Ministry of Defence,Ministry of Defence,06/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,728570,1831.61
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,730839,1831.45
Ministry of Defence,Ministry of Defence,22/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,735816,1783.35
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,737009,1636.95
Ministry of Defence,Ministry of Defence,15/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,732617,1356.24
Ministry of Defence,Ministry of Defence,20/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,734640,1280.51
Ministry of Defence,Ministry of Defence,22/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,735816,1211.60
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,729731,1205.21
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,729731,1080.85
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,729731,1077.51
Ministry of Defence,Ministry of Defence,21/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,735371,1063.28
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,737009,1045.59
Ministry of Defence,Ministry of Defence,03/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,728105,1034.07
Ministry of Defence,Ministry of Defence,15/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,732617,906.57
Ministry of Defence,Ministry of Defence,22/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,735816,869.53
Ministry of Defence,Ministry of Defence,20/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,734640,827.59
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,729146,806.62
Ministry of Defence,Ministry of Defence,13/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,731415,725.23
Ministry of Defence,Ministry of Defence,09/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,730269,680.27
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,736436,591.32
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,726844,578.87
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,730839,475.83
Ministry of Defence,Ministry of Defence,03/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,728105,417.68
Ministry of Defence,Ministry of Defence,02/12/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,727502,360.76
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,732044,322.38
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,733915,252.86
Ministry of Defence,Ministry of Defence,13/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,731415,77.39
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,729146,30.41
Ministry of Defence,Ministry of Defence,21/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,735371,11.75
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,733283,4.68
Ministry of Defence,Ministry of Defence,06/12/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,728570,-61.63
Ministry of Defence,Ministry of Defence,09/12/2010,"Purchase of munitions, other inventory or fuel",Land Forces,AAH PHARMACEUTICALS LTD,730269,313.77
Ministry of Defence,Met Office,10/12/2010,Fixture & Fittings,Chief Financial Officer,Abb Ltd - Oracle Section,300901,124636.00
Ministry of Defence,Reserve Forces and Cadets Associations,13/12/2010,IT and communication services,IT & Comms,ABS Ltd,11744,49116.30
Ministry of Defence,Reserve Forces and Cadets Associations,08/12/2010,IT and communication services,IT & Comms,ABS Ltd,11585,25927.55
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of inventory and services ,Defence Equipment & Support,ACCLIMATISE LIMITED,729733,39098.04
Ministry of Defence,Ministry of Defence,07/12/2010,Rent and rates,Defence Estates,ACIS GROUP LIMITED,729149,28440.00
Ministry of Defence,Ministry of Defence,10/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,AEBI SCHMIDT UK LIMITED,730845,2990.00
Ministry of Defence,Ministry of Defence,08/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,AEBI SCHMIDT UK LIMITED,729738,2900.00
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of general transport equipment,Defence Equipment & Support,AEBI SCHMIDT UK LIMITED,729738,1711132.53
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of general transport equipment,Defence Equipment & Support,AEBI SCHMIDT UK LIMITED,730845,726530.70
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AEROFLEX HOSE AND ENGINEERING  LIMITED,733295,27030.89
Ministry of Defence,Ministry of Defence,13/12/2010,Design services and minor equipment purchases,Air Command,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,731419,1253.57
Ministry of Defence,Ministry of Defence,13/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,731419,51455.42
Ministry of Defence,Defence Science and Technology Laboratory,13/12/2010,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000128459 - 00096524,69526.28
Ministry of Defence,Defence Science and Technology Laboratory,14/12/2010,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000128468 - 00096461,41183.11
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,AEROSYSTEMS INTERNATIONAL LTD,729154,8330.00
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AEROTRIM (WESTBURY) LIMITED,729155,46890.50
Ministry of Defence,Ministry of Defence,22/12/2010,Development costs for military equipment.,Defence Equipment & Support,AGILE IDEAS LIMITED,735833,20394.52
Ministry of Defence,Ministry of Defence,22/12/2010,IT and communication services,Defence Equipment & Support,AGILE IDEAS LIMITED,735833,115126.86
Ministry of Defence,Ministry of Defence,24/12/2010,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,737014,208540.78
Ministry of Defence,Ministry of Defence,24/12/2010,"Transportation of personnel, freight and travel expenses",Air Command,AGILITY LOGISTICS LIMITED,737014,97757.01
Ministry of Defence,Ministry of Defence,24/12/2010,"Transportation of personnel, freight and travel expenses",Navy Command,AGILITY LOGISTICS LIMITED,737014,16461.10
Ministry of Defence,Ministry of Defence,24/12/2010,"Transportation of personnel, freight and travel expenses",Central TLB,AGILITY LOGISTICS LIMITED,737014,4654.27
Ministry of Defence,Ministry of Defence,06/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AGROPHARM LTD,728574,49620.25
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AGROPHARM LTD,737669,35626.00
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AIM AVIATION (JECCO) LTD,733922,31401.60
Ministry of Defence,Ministry of Defence,02/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AIM AVIATION (JECCO) LTD,727516,30358.71
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,733299,52245.67
Ministry of Defence,Ministry of Defence,08/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,729740,43768.75
Ministry of Defence,Ministry of Defence,20/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,734652,32707.48
Ministry of Defence,Ministry of Defence,13/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AIRBORNE SYSTEMS LTD,731423,18041.22
Ministry of Defence,Ministry of Defence,06/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AIRBORNE SYSTEMS LTD,728575,1874.97
Ministry of Defence,Ministry of Defence,09/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,730278,51042.90
Ministry of Defence,Ministry of Defence,09/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,730278,36250.99
Ministry of Defence,Ministry of Defence,07/12/2010,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,729159,21980.29
Ministry of Defence,Ministry of Defence,30/12/2010,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,737459,21980.29
Ministry of Defence,Ministry of Defence,07/12/2010,Estate management,Land Forces,ALDERSHOT HEALTHCARE INVESTMENTS LIMITED,729162,230986.71
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Defence Equipment & Support,ALLAERO LIMITED,726856,427453.25
Ministry of Defence,Ministry of Defence,06/12/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,ALSTOM POWER LTD,728584,25967.50
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Central TLB,ALTERED IMAGES LTD,AP09 GPC 13,31334.90
Ministry of Defence,Ministry of Defence,02/12/2010,IT and communication services,Defence Equipment & Support,AMADEUS IT GROUP SA,3000004925,88496.79
Ministry of Defence,Ministry of Defence,13/12/2010,Medical treatment & stores and welfare services.,Land Forces,AMD TUEV ARBEITSMED,5000046969,39617.03
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,AMDAC - CARMICHAEL LTD,732056,167554.73
Ministry of Defence,Ministry of Defence,31/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,737674,15556.60
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,737674,761.40
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AMSAFE BRIDPORT LTD,730856,111357.68
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Defence Equipment & Support,AMSAFE BRIDPORT LTD,737675,56332.44
Ministry of Defence,Ministry of Defence,02/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,ANGLOCO LTD,727532,30889.17
Ministry of Defence,Ministry of Defence,06/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,ANGLOCO LTD,728589,29919.23
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,729167,114586.00
Ministry of Defence,Ministry of Defence,02/12/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,727533,43851.37
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,733939,29472.96
Ministry of Defence,Ministry of Defence,22/12/2010,Rent and rates,Defence Estates,ANNINGTON PROPERTY LTD,735852,39152289.63
Ministry of Defence,United Kingdom Hydrographic Office,20/12/2010,Raw Material/ Finished Goods,Print & Supply,Antalis McNaughton,2000052172,35511.00
Ministry of Defence,Ministry of Defence,10/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,ANTEON LIMITED,730861,16060.48
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Defence Equipment & Support,ANTEON LIMITED,737022,396274.86
Ministry of Defence,Defence Science and Technology Laboratory,22/12/2010,Capital Asset expenditure,Infrastructure,AP REFUNDS VENDOR,V - BGC071010 - 00098286,-36485.81
Ministry of Defence,Ministry of Defence,10/12/2010,Fuel for military use,Land Forces,ARAL DIREKT GMBH,5000046844,146755.74
Ministry of Defence,Ministry of Defence,22/12/2010,Estate management,Central TLB,ARAMARK LTD,735859,96164.29
Ministry of Defence,Ministry of Defence,15/12/2010,Estate management,Land Forces,ARAMARK LTD,732646,69622.82
Ministry of Defence,Ministry of Defence,23/12/2010,Estate management,Air Command,ARAMARK LTD,736461,42963.52
Ministry of Defence,Ministry of Defence,31/12/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,737679,38259.28
Ministry of Defence,Ministry of Defence,09/12/2010,Estate management,Land Forces,ARAMARK LTD,730295,33594.61
Ministry of Defence,Ministry of Defence,02/12/2010,Estate management,Air Command,ARAMARK LTD,727537,26860.08
Ministry of Defence,Ministry of Defence,31/12/2010,Estate management,Air Command,ARAMARK LTD,737679,26860.08
Ministry of Defence,Ministry of Defence,03/12/2010,Estate management,Land Forces,ARAMARK LTD,728132,18176.98
Ministry of Defence,Ministry of Defence,22/12/2010,Estate management,Air Command,ARAMARK LTD,735859,18032.68
Ministry of Defence,Ministry of Defence,16/12/2010,Estate management,Land Forces,ARAMARK LTD,733318,4693.05
Ministry of Defence,Ministry of Defence,22/12/2010,Estate management,Navy Command,ARAMARK LTD,735859,2970.01
Ministry of Defence,Ministry of Defence,07/12/2010,Estate management,Land Forces,ARAMARK LTD,729174,721.47
Ministry of Defence,Ministry of Defence,23/12/2010,Estate management,Defence Estates,ARAMARK LTD,736461,496.80
Ministry of Defence,Ministry of Defence,02/12/2010,Estate management,Land Forces,ARAMARK LTD,727537,120.00
Ministry of Defence,Ministry of Defence,02/12/2010,Food and clothing,Air Command,ARAMARK LTD,727537,108496.56
Ministry of Defence,Ministry of Defence,09/12/2010,Food and clothing,Land Forces,ARAMARK LTD,730295,103332.69
Ministry of Defence,Ministry of Defence,15/12/2010,Food and clothing,Land Forces,ARAMARK LTD,732646,83852.41
Ministry of Defence,Ministry of Defence,03/12/2010,Food and clothing,Land Forces,ARAMARK LTD,728132,64709.69
Ministry of Defence,Ministry of Defence,09/12/2010,Food and clothing,Defence Equipment & Support,ARAMARK LTD,730295,51875.62
Ministry of Defence,Ministry of Defence,07/12/2010,Food and clothing,Land Forces,ARAMARK LTD,729174,51458.36
Ministry of Defence,Ministry of Defence,16/12/2010,Food and clothing,Land Forces,ARAMARK LTD,733318,33603.23
