Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,10/09/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106145723,"1,351.53"
Communities & Local Government,GO,10/09/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106145722,"1,176.43"
Communities & Local Government,GO,10/09/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,5106145763,"60,274.52"
Communities & Local Government,GO,10/09/2010,Training,GORCU Admin DEL Votd,ASSOCIATED TRAINING & CONSULTANCY,5106145809,535.50
Communities & Local Government,GO,10/09/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106145777,"11,411.88"
Communities & Local Government,GO,13/09/2010,Agency Staff,GONW,ADECCO,5106145883,"4,249.69"
Communities & Local Government,GO,13/09/2010,Insurance,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2100184522,"23,668.87"
Communities & Local Government,GO,13/09/2010,Photocopying,GOEM,NEW RICOH UK,2100184518,"57,699.30"
Communities & Local Government,GO,13/09/2010,Photocopying,GOEM,NEW RICOH UK,2300002036,"-18,733.03"
Communities & Local Government,GO,13/09/2010,Training,GORCU Admin DEL Votd,FARADAY PARTNERSHIP LTD,2100184461,"2,825.00"
Communities & Local Government,GO,13/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2300002032,"-13,726.10"
Communities & Local Government,GO,13/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2300002033,"-26,843.06"
Communities & Local Government,GO,13/09/2010,Telephone line costs,GORCU Admin DEL Votd,BT GLOBAL SERVICES SOLUTIONS,5106145882,"8,114.48"
Communities & Local Government,GO,13/09/2010,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,5106145850,"9,924.12"
Communities & Local Government,GO,13/09/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106145836,812.77
Communities & Local Government,GO,13/09/2010,Electricity,RCU - PAM - Property Asset Management,*SOUTHERN ELECTRIC PLC,5106145852,"11,612.80"
Communities & Local Government,GO,13/09/2010,Electricity,RCU - PAM - Property Asset Management,GREEN ENERGY UK PLC,5106145839,"1,059.72"
Communities & Local Government,GO,13/09/2010,Stationery,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002663,"2,213.21"
Communities & Local Government,GO,14/09/2010,"Furniture, Fittings and carpets",RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002668,"1,434.05"
Communities & Local Government,GO,14/09/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106146000,"4,993.11"
Communities & Local Government,GO,14/09/2010,Training,GONW,PARAMOUNT TRAINING GROUP LTD,5106145884,518.18
Communities & Local Government,GO,14/09/2010,Car Lease (expense),GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002667,"1,579.02"
Communities & Local Government,GO,14/09/2010,Telephone line costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106145973,"52,601.36"
Communities & Local Government,GO,14/09/2010,Telephone call costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106145973,"27,068.34"
Communities & Local Government,GO,14/09/2010,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106145970,"22,036.73"
Communities & Local Government,GO,15/09/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106146094,653.38
Communities & Local Government,GO,15/09/2010,Agency Staff,GOL,REED SPECIALIST RECRUITMENT LTD,5106146080,879.69
Communities & Local Government,GO,15/09/2010,Agency Staff,GOL,REED SPECIALIST RECRUITMENT LTD,5106146083,879.69
Communities & Local Government,GO,15/09/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106146075,"3,427.12"
Communities & Local Government,GO,15/09/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106146145,"2,741.70"
Communities & Local Government,GO,15/09/2010,Hospitalty,GOL,MITIE CATERING SERVICES LTD,5106146046,"1,499.03"
Communities & Local Government,GO,15/09/2010,Hospitalty,GOL,MITIE CATERING SERVICES LTD,5106146062,"2,037.25"
Communities & Local Government,GO,15/09/2010,Office Machinery Rental,GOWM,PITNEY BOWES FINANCE PLC,2100184572,"2,536.84"
Communities & Local Government,GO,15/09/2010,Post,GONE,PITNEY BOWES LTD (CM19 5DQ),5106146107,"3,609.40"
Communities & Local Government,GO,15/09/2010,Post,GOYH,GOVERNMENT CAR & DESPATCH AGENCY,2100184550,494.00
Communities & Local Government,GO,15/09/2010,Post,GOWM,GOVERNMENT CAR & DESPATCH AGENCY,2100184571,"2,347.65"
Communities & Local Government,GO,15/09/2010,Post,GOSE,GOVERNMENT CAR & DESPATCH AGENCY,5106146019,911.80
Communities & Local Government,GO,15/09/2010,Professional services,GOE,RURAL ACTION EAST,5106146042,"5,000.00"
Communities & Local Government,GO,15/09/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,5106146121,"1,058.40"
Communities & Local Government,GO,16/09/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106146226,562.17
Communities & Local Government,GO,16/09/2010,Post,GONW,GOVERNMENT CAR & DESPATCH AGENCY,5106146179,589.00
Communities & Local Government,GO,16/09/2010,Post,GONW,GOVERNMENT CAR & DESPATCH AGENCY,5106146180,580.00
Communities & Local Government,GO,16/09/2010,Post,GOL,GOVERNMENT CAR & DESPATCH AGENCY,5106146168,"1,836.53"
Communities & Local Government,GO,16/09/2010,Professional services,GONW,NHS NORTH WEST,5106146230,"23,000.00"
Communities & Local Government,GO,16/09/2010,Rent,RCU - PAM - Property Asset Management,BRB (RESIDUARY) LTD,2100184578,"174,093.89"
Communities & Local Government,GO,16/09/2010,Rent,RCU - PAM - Property Asset Management,BRB (RESIDUARY) LTD,2100184579,"192,442.55"
Communities & Local Government,GO,16/09/2010,Rent,RCU - PAM - Property Asset Management,CELTIC LAND (PLYMOUTH) LTD,2100184614,"80,781.25"
Communities & Local Government,GO,16/09/2010,Rent,RCU - PAM - Property Asset Management,CCPF NO 1 LP C/O WORKMAN LLP,2100184580,"509,761.41"
Communities & Local Government,GO,16/09/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,2100184617,"1,485.00"
Communities & Local Government,GO,16/09/2010,Training,GORCU Admin DEL Votd,PRICEWATERHOUSECOOPERS,2100184618,"3,339.57"
Communities & Local Government,GO,16/09/2010,Vehicle hire,GOSW,ARVAL,2100184621,"4,935.22"
Communities & Local Government,GO,16/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,BRB (RESIDUARY) LTD,2100184578,"29,083.01"
Communities & Local Government,GO,16/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,BRB (RESIDUARY) LTD,2100184579,"14,630.88"
Communities & Local Government,GO,16/09/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,5106146164,729.23
Communities & Local Government,GO,17/09/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106146415,"1,017.17"
Communities & Local Government,GO,17/09/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106146413,615.69
Communities & Local Government,GO,17/09/2010,"IT - PC, Network & Hardware",GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106146417,607.64
Communities & Local Government,GO,17/09/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106146420,"34,298.62"
Communities & Local Government,GO,17/09/2010,Travel and Subsistence Account,GOSE,EAST SUSSEX CC,5106146317,"1,958.09"
Communities & Local Government,GO,17/09/2010,Post,GORCU Admin DEL Votd,GOVERNMENT CAR & DESPATCH AGENCY,2100184622,"1,006.98"
Communities & Local Government,GO,20/09/2010,Insurance,RCU - PAM - Property Asset Management,CB RICHARD ELLIS LTD,2300002034,"-10,650.63"
Communities & Local Government,GO,20/09/2010,Rent,RCU - PAM - Property Asset Management,NOTTINGHAM TRENT UNIVERSITY,2100184683,"172,578.13"
Communities & Local Government,GO,20/09/2010,Rent,RCU - PAM - Property Asset Management,CB RICHARD ELLIS LTD,2100184664,"378,870.23"
Communities & Local Government,GO,20/09/2010,Rent,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,2100184684,"16,112.19"
Communities & Local Government,GO,20/09/2010,Rent,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2100184665,"371,963.29"
Communities & Local Government,GO,20/09/2010,Training,GOWM,CO-ORDIN ACTION AGAINST DOMESTIC AB,2100184681,"2,800.00"
Communities & Local Government,GO,20/09/2010,Training,GOWM,CO-ORDIN ACTION AGAINST DOMESTIC AB,2100184682,"2,800.00"
Communities & Local Government,GO,20/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,NOTTINGHAM TRENT UNIVERSITY,2100184683,"19,777.52"
Communities & Local Government,GO,20/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,CB RICHARD ELLIS LTD,2100184664,"64,746.91"
Communities & Local Government,GO,20/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,2100184684,"4,533.33"
Communities & Local Government,GO,20/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2100184665,"63,861.25"
Communities & Local Government,GO,20/09/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106146482,"1,851.52"
Communities & Local Government,GO,21/09/2010,Hospitalty,GORCU Admin DEL Votd,MITIE CATERING SERVICES LTD,2100184732,"1,141.15"
Communities & Local Government,GO,21/09/2010,Printing,GOL,STEPHEN AUSTIN & SONS(USE420507),5106131090,732.00
Communities & Local Government,GO,21/09/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,IOM LTD,5106146551,"1,703.75"
Communities & Local Government,GO,22/09/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106146584,"1,049.25"
Communities & Local Government,GO,22/09/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106146697,549.02
Communities & Local Government,GO,22/09/2010,Conferences,GOSW,SOUTH WEST OBSERVATORY,5106146582,650.00
Communities & Local Government,GO,22/09/2010,Post,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002678,"1,006.98"
Communities & Local Government,GO,22/09/2010,Training,GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002680,"1,361.70"
Communities & Local Government,GO,22/09/2010,Training,GOEM,ACCORDIA TRAINING SOLUTIONS,2100184767,"2,015.00"
Communities & Local Government,GO,22/09/2010,Training,GORCU Admin DEL Votd,FARADAY PARTNERSHIP LTD,5106146627,"8,700.00"
Communities & Local Government,GO,22/09/2010,IT - Network Running Costs,GORCU Admin DEL Votd,CABLE & WIRELESS,5106146675,"12,240.00"
Communities & Local Government,GO,23/09/2010,Vendor Prepayments,GOSW,NEOPOST LTD,2100184812,"5,000.00"
Communities & Local Government,GO,23/09/2010,Domestic Services,RCU - PAM - Property Asset Management,GROWING SUCCESS LTD,5106146775,695.50
Communities & Local Government,GO,23/09/2010,Publicity,GONE,PLANNING INSPECTORATE,2100184811,"10,596.39"
Communities & Local Government,GO,23/09/2010,Publicity,GONE,PENNA BARKERS,2100184805,"4,997.09"
Communities & Local Government,GO,23/09/2010,Publicity,GONE,PENNA BARKERS,2100184806,"1,629.05"
Communities & Local Government,GO,23/09/2010,Publicity,GONE,PENNA BARKERS,2100184807,"4,255.41"
Communities & Local Government,GO,23/09/2010,Publicity,GONE,PENNA BARKERS,2100184808,"5,269.27"
Communities & Local Government,GO,23/09/2010,Publicity,GONE,PENNA BARKERS,2100184810,626.56
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106146764,"1,107.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106146765,963.00
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106146768,"2,236.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,GUILDFORD BC,5106146773,"33,286.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,BRISTOL CITY COUNCIL,5106146771,"62,928.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106146755,"59,214.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106146756,"18,061.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106146757,"5,962.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,LIVERPOOL CITY COUNCIL,5106146754,"16,285.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,NOTTINGHAM CITY COUNCIL,5106146761,"20,317.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,PLYMOUTH CITY COUNCIL,5106146779,"40,516.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,NEWCASTLE CITY COUNCIL,5106146750,"51,750.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,City of Westminster,5106146774,"90,470.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,BIRMINGHAM CITY COUNCIL,5106146758,"78,133.00"
Communities & Local Government,GO,23/09/2010,Rates,RCU - PAM - Property Asset Management,BIRMINGHAM CITY COUNCIL,5106146760,"15,782.00"
Communities & Local Government,GO,23/09/2010,Training,GONW,IMPACT CONS BUS PSYCHOLOGISTS LTD,5106146772,646.25
Communities & Local Government,GO,23/09/2010,Training,GOSE,CIPD,5106146747,575.75
Communities & Local Government,GO,23/09/2010,Waste Disposal and pest control,RCU - PAM - Property Asset Management,GUILDFORD BC,5106146780,905.58
Communities & Local Government,GO,23/09/2010,Waste Disposal and pest control,RCU - PAM - Property Asset Management,GUILDFORD BC,5106146781,687.96
Communities & Local Government,GO,23/09/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,5106146777,733.14
Communities & Local Government,GO,23/09/2010,Electricity,RCU - PAM - Property Asset Management,*SOUTHERN ELECTRIC PLC,5106146776,"1,423.56"
Communities & Local Government,GO,23/09/2010,Electricity,RCU - PAM - Property Asset Management,*EON UK PLC,5106146770,770.89
Communities & Local Government,GO,23/09/2010,Electricity,RCU - PAM - Property Asset Management,BRUNTWOOD EST ALPHA PORTFOLIO LTD,5106146769,"2,389.99"
Communities & Local Government,GO,24/09/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106146876,"1,023.73"
Communities & Local Government,GO,24/09/2010,Storage,GOEM,RADS,5106146896,"1,613.00"
Communities & Local Government,GO,24/09/2010,Publicity,GONE,PENNA BARKERS,2100184873,"3,935.00"
Communities & Local Government,GO,24/09/2010,Rent,RCU - PAM - Property Asset Management,PRUPIM LTD,2100184819,"170,375.00"
Communities & Local Government,GO,24/09/2010,Rent,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,2100184820,"16,787.81"
Communities & Local Government,GO,24/09/2010,Training,GONE,MEDIA TRAINING LTD,5106146875,450.00
Communities & Local Government,GO,24/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,2100184820,"4,261.67"
Communities & Local Government,GO,27/09/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,2100184932,619.34
Communities & Local Government,GO,27/09/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,2100184940,610.74
Communities & Local Government,GO,27/09/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,2100184941,879.51
Communities & Local Government,GO,27/09/2010,Agency Staff,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002694,"4,514.58"
Communities & Local Government,GO,27/09/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106146965,578.30
Communities & Local Government,GO,27/09/2010,Publicity,GONE,PENNA BARKERS,2100184931,"6,233.33"
Communities & Local Government,GO,27/09/2010,Publicity,GONE,PENNA BARKERS,2100184933,"5,890.45"
Communities & Local Government,GO,27/09/2010,Publicity,GONE,PENNA BARKERS,2100184935,"10,781.28"
Communities & Local Government,GO,27/09/2010,Publicity,GONE,PENNA BARKERS,2100184936,"3,256.90"
Communities & Local Government,GO,27/09/2010,Publicity,GONE,PENNA BARKERS,2100184937,"8,878.34"
Communities & Local Government,GO,27/09/2010,Publicity,GONE,PENNA BARKERS,2100184938,"1,896.90"
Communities & Local Government,GO,28/09/2010,Agency Staff,GORCU Admin DEL Votd,CENTRAL OFFICE OF INFORMATION,5106146991,"5,696.96"
Communities & Local Government,GO,28/09/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106146993,"2,507.63"
Communities & Local Government,GO,28/09/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106146994,"2,006.10"
Communities & Local Government,GO,28/09/2010,IT Maintenance,GORCU Admin DEL Votd, E-NIK LIMITED,5106145784,"1,028.13"
Communities & Local Government,GO,28/09/2010,IT Maintenance,GORCU Admin DEL Votd, E-NIK LIMITED,5106145786,"2,326.50"
Communities & Local Government,GO,28/09/2010,IT SUPPORT,GORCU Admin DEL Votd, E-NIK LIMITED,5106145785,"8,225.00"
