ALB Code,Public Sector Procurement Expenditure Survey Category ,Supplier,Net Amount £
Audit Commission,ACCOMMODATION SERVICES,Plant Displays,"1,559.88"
Audit Commission,ACCOMMODATION SERVICES,Plymouth City Council,"3,160.97"
Audit Commission,ACCOMMODATION SERVICES,Property Initiatives Ltd,"18,533.75"
Audit Commission,ACCOMMODATION SERVICES,Regus Sales Ledger Dept,"15,464.24"
Audit Commission,ACCOMMODATION SERVICES,Rentokil Pest Control,"2,069.61"
Audit Commission,ACCOMMODATION SERVICES,Rushmoor Borough Council,"17,112.39"
Audit Commission,ACCOMMODATION SERVICES,Sanderson Weatherall,"15,458.10"
Audit Commission,ACCOMMODATION SERVICES,Stafford Borough Council,"7,038.03"
Audit Commission,ACCOMMODATION SERVICES,Staverton Holdings Ltd,"7,000.00"
Audit Commission,ACCOMMODATION SERVICES,Stiles Harold Williams,"5,634.97"
Audit Commission,ACCOMMODATION SERVICES,Worcester City Council,"11,921.53"
Audit Commission,ACCOMMODATION SERVICES,Atlantic Business Centre,"46,745.03"
Audit Commission,ACCOMMODATION SERVICES,Bramah Ltd,"45,054.95"
Audit Commission,ACCOMMODATION SERVICES,Carillion,"60,937.74"
Audit Commission,ACCOMMODATION SERVICES,CB Richard Ellis (Kernel House),"92,625.00"
Audit Commission,ACCOMMODATION SERVICES,Cushman & Wakefield,"42,761.25"
Audit Commission,ACCOMMODATION SERVICES,Cyber Media Solutions Ltd,"25,293.66"
Audit Commission,ACCOMMODATION SERVICES,DEFRA,"14,028.56"
Audit Commission,ACCOMMODATION SERVICES,Dooba Investments VI Ltd,"36,878.73"
Audit Commission,ACCOMMODATION SERVICES,Evans Easyspace Limited,"16,179.35"
Audit Commission,ACCOMMODATION SERVICES,Exchange House (Taunton) Ltd,"35,918.43"
Audit Commission,ACCOMMODATION SERVICES,Flora-Tec Ltd,"40,499.65"
Audit Commission,ACCOMMODATION SERVICES,Gateshead MBC,"22,977.00"
Audit Commission,ACCOMMODATION SERVICES,Halls Worcester LLP,"36,875.15"
Audit Commission,ACCOMMODATION SERVICES,Hodgson Elkington & Co,"35,856.16"
Audit Commission,ACCOMMODATION SERVICES,John Wiley & Sons Ltd,"46,786.43"
Audit Commission,ACCOMMODATION SERVICES,Jones Lang Lasalle,"33,707.08"
Audit Commission,ACCOMMODATION SERVICES,Matsim Properties Ltd,"28,764.20"
Audit Commission,ACCOMMODATION SERVICES,Morris & Company,"13,243.67"
Audit Commission,ACCOMMODATION SERVICES,MWB Executive Centres (Guildford) Ltd,"54,046.13"
Audit Commission,ACCOMMODATION SERVICES,Phoenix Beard (service Chgs & electr only),"23,831.59"
Audit Commission,ACCOMMODATION SERVICES,Regus (Manchester Cheadle),"68,260.88"
Audit Commission,ACCOMMODATION SERVICES,Steff Property Management Ltd,"74,194.36"
Audit Commission,ACCOMMODATION SERVICES,Stephenson Property Services,"23,862.40"
Audit Commission,ACCOMMODATION SERVICES,Tamar Science Park Limited,"24,113.80"
Audit Commission,ACCOMMODATION SERVICES,Tyne Investments Three LLP (Rent & Ins only),"67,428.89"
Audit Commission,ACCOMMODATION SERVICES,Vail Williams LLP,"46,312.51"
Audit Commission,ACCOMMODATION SERVICES,Warner Investments Ltd,"29,960.73"
Audit Commission,ACCOMMODATION SERVICES,Westminster Business Centre,"79,477.87"
Audit Commission,ADMIN & CLERICAL,Advantage Professional UK Ltd,"16,750.88"
Audit Commission,ADMIN & CLERICAL,Farrer Barnes Ltd,"3,986.10"
Audit Commission,ADMIN & CLERICAL,Hays,"34,882.64"
Audit Commission,ADMIN & CLERICAL,Morgan Hunt,"1,271.90"
Audit Commission,ADMIN & CLERICAL,Randstad Employment Bureau Ltd,"19,425.30"
Audit Commission,ADMIN & CLERICAL,Select Appointments Plc,"21,484.19"
Audit Commission,ADMIN & CLERICAL,Stanton & Stanton,721
Audit Commission,ADMIN & CLERICAL,Tate,"1,594.60"
Audit Commission,ADMIN & CLERICAL,Tate Appointments Ltd,"11,600.72"
Audit Commission,ADVERTISING,Harvey Nash Plc,"6,738.40"
Audit Commission,ADVERTISING,WDAD,"21,856.00"
Audit Commission,ADVERTISING,Work Communications,"33,013.00"
Audit Commission,BUILDING MANAGEMENT,Mitie Engineering Maintenance Ltd,"106,459.63"
Audit Commission,BUILDING MANAGEMENT,Willis Corroon Corporate,"277,055.83"
Audit Commission,BUILDING MANAGEMENT,Willis UK Limited,"817,780.38"
Audit Commission,BUILDING MANAGEMENT,Berkeley Controls,"18,453.50"
Audit Commission,BUILDING MANAGEMENT,Bramah Ltd,"1,447.00"
Audit Commission,BUILDING MANAGEMENT,Dooba Investments VI Ltd,213.15
Audit Commission,BUILDING MANAGEMENT,Evolution Water Services Ltd,"14,909.16"
Audit Commission,BUILDING MANAGEMENT,Robinsons International Removals LTD,"18,353.00"
Audit Commission,BUILDING MANAGEMENT,SPA Landscaping Ltd,"1,434.11"
Audit Commission,BUILDING MANAGEMENT,Spectrum  Electrical Solutions UK Ltd,"25,473.51"
Audit Commission,BUILDING MANAGEMENT,Vail Williams LLP,804.86
Audit Commission,BUILDING REPAIR & MAINTENANCE,AFE Serviceline,"1,328.04"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Aitchison Raffety,500
Audit Commission,BUILDING REPAIR & MAINTENANCE,Colman Moducel,504
Audit Commission,BUILDING REPAIR & MAINTENANCE,Countrywide Grounds Maint,"5,996.52"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Crescent Construction (Bristol) Ltd,"1,330.64"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Dorma UK Ltd,"2,120.28"
Audit Commission,BUILDING REPAIR & MAINTENANCE,EES Bristol Ltd,"1,005.00"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Electrical & Technical Services Ltd,547
Audit Commission,BUILDING REPAIR & MAINTENANCE,Fromevale Limited,"2,875.00"
Audit Commission,BUILDING REPAIR & MAINTENANCE,G.W. Builders & Sons Ltd,"4,049.58"
Audit Commission,BUILDING REPAIR & MAINTENANCE,GPC Management Ltd,662.82
Audit Commission,BUILDING REPAIR & MAINTENANCE,HCL Safety Limited,524.5
Audit Commission,BUILDING REPAIR & MAINTENANCE,JB Lift Consultants ltd,"3,150.00"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Kone Plc,"1,914.24"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Magnum Interiors Ltd,"1,240.00"
Audit Commission,BUILDING REPAIR & MAINTENANCE,MB Construction Services Ltd,"1,874.96"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Morrish & Partners Ltd,"1,500.00"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Nationwide Maintence,"3,063.20"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Suburban Aerials Ltd,"3,942.00"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Surlyn Protection Systems,"1,985.00"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Technology Installation Services Div UK (DODD Group),"2,849.00"
Audit Commission,BUILDING REPAIR & MAINTENANCE,Thyssen Lifts & Escalators Ltd,526.75
Audit Commission,BUILDING REPAIR & MAINTENANCE,Tormax UK Ltd,726
Audit Commission,CLEANING,Ocean Group Holdings Limited,"163,976.80"
Audit Commission,CLEANING,Bowdraper Ltd,"3,695.82"
Audit Commission,CLEANING,Shield Service Group plc,"3,521.99"
Audit Commission,CLINICAL SUPPORT SERVICES,3M Health Care Ltd,"492,475.48"
Audit Commission,CLINICAL SUPPORT SERVICES,D&A Consultancy,"546,877.41"
Audit Commission,CLINICAL SUPPORT SERVICES,Tribal Consulting Ltd,"492,741.47"
Audit Commission,CLINICAL SUPPORT SERVICES,Westhill Consulting Limited,"85,264.32"
Audit Commission,ELECTRICITY,EDF Energy,"67,533.14"
Audit Commission,EVENTS ADMISSIONS,Emap Ltd,"9,496.00"
Audit Commission,EVENTS ADMISSIONS,Wellcome Trust Trading Limited,"21,194.76"
Audit Commission,EVENTS ORGANISATION,Hilton Birmingham Metropole,"187,059.31"
Audit Commission,EVENTS ORGANISATION,Abbey Community Services Ltd,"1,578.10"
Audit Commission,EVENTS ORGANISATION,Abbey Manor Business Centre,"1,240.60"
Audit Commission,EVENTS ORGANISATION,America Square Conference Centre,"6,501.00"
Audit Commission,EVENTS ORGANISATION,Bailbrook House,"6,637.00"
Audit Commission,EVENTS ORGANISATION,Baroness Falkner of Margravine,541.7
Audit Commission,EVENTS ORGANISATION,Best Western Leyland Hotel,"7,002.68"
Audit Commission,EVENTS ORGANISATION,Burraton House Ltd,"2,551.50"
Audit Commission,EVENTS ORGANISATION,Castle Green Hotel,800.65
Audit Commission,EVENTS ORGANISATION,Church House Conference Centre,"7,220.80"
Audit Commission,EVENTS ORGANISATION,City Inn Westminster,"10,561.70"
Audit Commission,EVENTS ORGANISATION,City of York Council,"1,650.00"
Audit Commission,EVENTS ORGANISATION,Cribbs Business Centre,"1,432.50"
Audit Commission,EVENTS ORGANISATION,Crowne Plaza Gatwick,"1,715.74"
Audit Commission,EVENTS ORGANISATION,"Crowne Plaza Hotel, Birmingham NEC","6,051.31"
Audit Commission,EVENTS ORGANISATION,Crowne Plaza Reading,"9,756.41"
Audit Commission,EVENTS ORGANISATION,CSSC Sports & Leisure(Room Hire),"2,390.00"
Audit Commission,EVENTS ORGANISATION,De Vere Whites,"12,106.04"
Audit Commission,EVENTS ORGANISATION,De Vere Wokefield Park,"2,393.00"
Audit Commission,EVENTS ORGANISATION,Dunchurch Park,"1,425.00"
Audit Commission,EVENTS ORGANISATION,ED-ICT Business Solutions Ltd,"2,557.60"
Audit Commission,EVENTS ORGANISATION,EEF,"1,260.10"
Audit Commission,EVENTS ORGANISATION,Elfrieda Events,"5,241.99"
Audit Commission,EVENTS ORGANISATION,Eurest (Compass Services UK& Ireland Ltd),"3,888.31"
Audit Commission,EVENTS ORGANISATION,Eurest Services,605.25
Audit Commission,EVENTS ORGANISATION,Exeter Golf & Country Club Ltd,"3,601.24"
Audit Commission,EVENTS ORGANISATION,Exeter Racecourse,"1,819.00"
Audit Commission,EVENTS ORGANISATION,Exeter Rugby Club Ltd,"3,734.46"
Audit Commission,EVENTS ORGANISATION,Expotel,"2,032.08"
Audit Commission,EVENTS ORGANISATION,Eynsham Hall Ltd,"1,918.74"
Audit Commission,EVENTS ORGANISATION,Greenwich University Enterprises Limited,"1,000.61"
Audit Commission,EVENTS ORGANISATION,Hardings Bar and Catering Services Ltd,655.95
Audit Commission,EVENTS ORGANISATION,Hilton Leeds City,536.17
Audit Commission,EVENTS ORGANISATION,Hilton London Metropole,"1,620.00"
Audit Commission,EVENTS ORGANISATION,Hilton London Paddington,"1,102.40"
Audit Commission,EVENTS ORGANISATION,Holiday Inn Bristol - Filton,"3,463.12"
Audit Commission,EVENTS ORGANISATION,Holiday Inn Doncaster,"1,191.49"
Audit Commission,EVENTS ORGANISATION,Holiday Inn Leeds Garforth,"4,285.58"
Audit Commission,EVENTS ORGANISATION,Holiday Inn London Bloomsbury,"5,183.22"
Audit Commission,EVENTS ORGANISATION,Holiday Inn Regents Park,"5,013.99"
Audit Commission,EVENTS ORGANISATION,Horticultural Halls Ltd,"2,210.00"
Audit Commission,EVENTS ORGANISATION,Hotel Du Vin & Bistro (Harrogate),"1,856.52"
Audit Commission,EVENTS ORGANISATION,Hyatt Regency Birmingham,"11,806.06"
Audit Commission,EVENTS ORGANISATION,Lancaster House Hotel,"1,467.08"
Audit Commission,EVENTS ORGANISATION,LBHF,705
Audit Commission,EVENTS ORGANISATION,Leisure Connection Ltd,598.05
Audit Commission,EVENTS ORGANISATION,Lewis Global Public Relations,"1,000.00"
Audit Commission,EVENTS ORGANISATION,Lewis Live Ltd,"2,278.00"
Audit Commission,EVENTS ORGANISATION,Manchester United Limited,"2,406.00"
Audit Commission,EVENTS ORGANISATION,Marriott County Hall,"2,308.05"
Audit Commission,EVENTS ORGANISATION,Marriott Hotel Leicester,"4,446.30"
Audit Commission,EVENTS ORGANISATION,Marwell Hotel,772.7
Audit Commission,EVENTS ORGANISATION,Meeting venues,"1,037.00"
Audit Commission,EVENTS ORGANISATION,MU Enterprises Ltd,"1,523.60"
Audit Commission,EVENTS ORGANISATION,MWB,"4,620.00"
Audit Commission,EVENTS ORGANISATION,MWB Business Exchange,"17,718.14"
Audit Commission,EVENTS ORGANISATION,National Community Safety Network,"1,449.00"
Audit Commission,EVENTS ORGANISATION,NCVO,"1,984.68"
Audit Commission,EVENTS ORGANISATION,Neil Stewart Associates,"3,375.30"
Audit Commission,EVENTS ORGANISATION,Newbury Racecourse PLC,"4,224.00"
Audit Commission,EVENTS ORGANISATION,Newcastle Marriott Hotel,"2,609.96"
Audit Commission,EVENTS ORGANISATION,Newmarket Race Course,"8,012.00"
Audit Commission,EVENTS ORGANISATION,Novotel London Waterloo Hotel,"13,293.64"
Audit Commission,EVENTS ORGANISATION,Novotel Reading Centre,"1,129.51"
Audit Commission,EVENTS ORGANISATION,One Birdcage Walk,810.2
Audit Commission,EVENTS ORGANISATION,Oval Events,"1,129.00"
Audit Commission,EVENTS ORGANISATION,Oval Events Ltd,944
Audit Commission,EVENTS ORGANISATION,Park Inn York,"1,723.48"
Audit Commission,EVENTS ORGANISATION,Park Plaza Hotel Victoria London,"17,993.07"
Audit Commission,EVENTS ORGANISATION,Park Royal International Hotel,"2,695.54"
Audit Commission,EVENTS ORGANISATION,RADA Enterprises Limited,550
Audit Commission,EVENTS ORGANISATION,Ramada Plaza Gatwick,639.13
Audit Commission,EVENTS ORGANISATION,Reading Borough Council,"4,445.45"
Audit Commission,EVENTS ORGANISATION,Regents College Conf Centre,"1,723.20"
Audit Commission,EVENTS ORGANISATION,Robert Chote,"2,000.00"
Audit Commission,EVENTS ORGANISATION,Rose Theatre Enterprises,890.17
Audit Commission,EVENTS ORGANISATION,Rowton Hall Hotel and Spa Ltd,"1,099.04"
Audit Commission,EVENTS ORGANISATION,Royal York Hotel,"6,055.53"
Audit Commission,EVENTS ORGANISATION,Science Museum,"3,650.00"
Audit Commission,EVENTS ORGANISATION,SGP Property & Facilities Management Ltd,"5,316.58"
Audit Commission,EVENTS ORGANISATION,SIMTR Conference Centre,"3,491.49"
Audit Commission,EVENTS ORGANISATION,Sodexho @ NCSL,"4,422.55"
Audit Commission,EVENTS ORGANISATION,St Martins In The Fields Ltd,"1,897.37"
Audit Commission,EVENTS ORGANISATION,Staffordshire Probation Board,618
Audit Commission,EVENTS ORGANISATION,Stanley House,"2,372.81"
Audit Commission,EVENTS ORGANISATION,The Devon Hotel,870.43
Audit Commission,EVENTS ORGANISATION,The Gonville Hotel,"1,069.56"
Audit Commission,EVENTS ORGANISATION,The Moat House Acton Trussell,"5,926.37"
Audit Commission,EVENTS ORGANISATION,The Park Royal Hotel,"2,079.30"
Audit Commission,EVENTS ORGANISATION,The Pear Tree Inn & Country Hotel,"2,632.70"
Audit Commission,EVENTS ORGANISATION,The Priory Rooms,"2,090.50"
Audit Commission,EVENTS ORGANISATION,The Queen Elizabeth II Conference Centre,"1,847.25"
Audit Commission,EVENTS ORGANISATION,The Queens Hotel Leeds,"6,161.34"
Audit Commission,EVENTS ORGANISATION,The Reservation Highway,"2,528.00"
Audit Commission,EVENTS ORGANISATION,The Resource Centre (London) Limited,680
Audit Commission,EVENTS ORGANISATION,The Royal Horseguards Hotel,933.74
Audit Commission,EVENTS ORGANISATION,The Winchester Hotel,"4,787.08"
Audit Commission,EVENTS ORGANISATION,Thistle Hotel Marble Arch,"12,678.21"
Audit Commission,EVENTS ORGANISATION,Thomas Telford Services Ltd,"8,744.30"
Audit Commission,EVENTS ORGANISATION,Village Hotel South Leeds,"6,604.25"
Audit Commission,EVENTS ORGANISATION,Weetwood Hall Ltd,"12,640.57"
Audit Commission,EVENTS ORGANISATION,Worthing Borough Council,850.7
Audit Commission,EVENTS ORGANISATION,Wynyard Serviced Offices Limited,"3,353.35"
Audit Commission,FERRY,Red Funnel Group,"6,016.70"
Audit Commission,FINANCIAL,Deloitte & Touche LLP,"223,339.66"
Audit Commission,FINANCIAL,Financial Reporting Council,"192,666.00"
Audit Commission,FINANCIAL,Grant Thornton,"100,576.53"
Audit Commission,FINANCIAL,PricewaterhouseCooper LLP,"1,111,480.80"
Audit Commission,FINANCIAL SERVICES,Bishop Fleming,"35,611.43"
Audit Commission,FINANCIAL SERVICES,Blythburgh Ltd,"21,070.86"
Audit Commission,FINANCIAL SERVICES,Capacity Building Network Ltd,"48,486.43"
Audit Commission,FINANCIAL SERVICES,Challenge Consulting Services Ltd,"51,806.34"
Audit Commission,FINANCIAL SERVICES,Deloitte LLP,"17,312.00"
Audit Commission,FINANCIAL SERVICES,Economic & Social Research Council,"50,000.00"
Audit Commission,FINANCIAL SERVICES,Experian Ltd,"44,700.00"
Audit Commission,FINANCIAL SERVICES,Fishburn Hedges,"14,804.11"
Audit Commission,FINANCIAL SERVICES,Hymans Robertson LTD,"56,936.25"
Audit Commission,FINANCIAL SERVICES,Iain Kitt Consultancy Services Ltd,"39,193.94"
Audit Commission,FINANCIAL SERVICES,Ian Simpson Consulting Ltd,"16,272.70"
Audit Commission,FINANCIAL SERVICES,Keith Dixon,"28,925.10"
Audit Commission,FINANCIAL SERVICES,Michael Barnes,"20,186.09"
Audit Commission,FINANCIAL SERVICES,Morgan Hunt Public Sector Ltd,"48,794.27"
Audit Commission,FINANCIAL SERVICES,National Audit Office,"79,500.00"
Audit Commission,FINANCIAL SERVICES,NCC Services Ltd,"33,313.50"
Audit Commission,FINANCIAL SERVICES,OIM Underwriting Ltd,"1,233.16"
Audit Commission,FINANCIAL SERVICES,Performance Management Services Int. Ltd,"41,126.67"
Audit Commission,FINANCIAL SERVICES,PKF Accountants & Business Advisors,"16,717.50"
Audit Commission,FINANCIAL SERVICES,Sparknow LLP,"35,000.00"
Audit Commission,FINANCIAL SERVICES,Ward Goodman Chartered Accountants,"16,120.00"
Audit Commission,FINANCIAL SERVICES,Weymouth & Portland Borough Council,"20,294.61"
Audit Commission,FINANCIAL SERVICES,Winter Rule Chartered Accountants,"46,826.35"
Audit Commission,FLEET MANAGEMENT,Hitachi Capital Vehicle Solutions,"2,043,713.51"
Audit Commission,FOOD,Leeming Pilkington Ltd,"104,852.14"
Audit Commission,FOOD,2chefs.co.uk,958.3
Audit Commission,FOOD,Autobar UK (South) Ltd,"6,448.15"
Audit Commission,FOOD,Baxterstorey Ltd,866.6
Audit Commission,FOOD,Bridge Valley,"10,711.32"
Audit Commission,FOOD,Cafe Bagel Catering (Oldham),"4,693.80"
Audit Commission,FOOD,Cafe d'Or Coffee Services,"1,128.73"
Audit Commission,FOOD,Capital Catering Services Limited,606
Audit Commission,FOOD,Choices,529.65
Audit Commission,FOOD,Classic Catering - Bristol,"6,025.50"
Audit Commission,FOOD,Culligan International (UK) Ltd,712.45
Audit Commission,FOOD,Cumbria County Council,55
Audit Commission,FOOD,Dairy Crest,"2,442.65"
Audit Commission,FOOD,Footloose & Fancy Food,"16,143.90"
Audit Commission,FOOD,Kirby & West,726.92
Audit Commission,FOOD,Leeming Pilkington,"10,320.00"
Audit Commission,FOOD,Lets do Lunched,"1,235.10"
Audit Commission,FOOD,Lindley Catering,"1,755.98"
Audit Commission,FOOD,M & J Bagshaw Ltd,"1,378.92"
Audit Commission,FOOD,Sandwich Fillas,"12,617.58"
Audit Commission,FOOD,Selecta,"1,313.91"
Audit Commission,FOOD,Spoilt For Choice Ltd,698.4
Audit Commission,FOOD,T.C's Sandwich Bar,518
Audit Commission,FOOD,Take a Break,"1,053.35"
Audit Commission,FOOD,Taste (NOT po boys),"1,734.05"
Audit Commission,FOOD,Taste Inc. (PO BOYS),"12,490.00"
Audit Commission,FOOD,The Lunch Box at Southgate Pavillion,984.95
Audit Commission,FOOD,Willcox Catering,"7,065.59"
Audit Commission,FOOD,Zest for Food,"1,779.05"
Audit Commission,GAS,British Gas,"131,862.47"
Audit Commission,GAS,Corona,"1,415.32"
Audit Commission,GAS,Corona Energy Ltd,"17,161.54"
Audit Commission,HARDWARE,Equanet,"197,835.41"
Audit Commission,HARDWARE,Hewlett-Packard Limited,"425,147.76"
Audit Commission,HARDWARE,Insight Direct (UK) LTD,"374,146.76"
Audit Commission,HARDWARE,Specialist Computer Centres,"1,032,177.27"
Audit Commission,HARDWARE,Dell Computer Corporation,"91,586.30"
Audit Commission,HARDWARE,Maplin Electronics Ltd,"1,906.42"
Audit Commission,HARDWARE,Media Control (Europe) Ltd,545
Audit Commission,HARDWARE,Merlin Presentation Solutions Ltd,"5,543.00"
Audit Commission,HOTELS,Expotel Hotel Reservations,"1,493,950.83"
Audit Commission,HOTELS,City Inn Westminster,"3,640.83"
Audit Commission,HOTELS,Expotel,"11,428.67"
Audit Commission,HOTELS,Novotel Manchester Centre,"3,026.09"
Audit Commission,HOTELS,Park Plaza Hotel Victoria London,"17,344.43"
Audit Commission,HOTELS,Premier Inn,"84,092.02"
Audit Commission,HOTELS,Trust Reservations Ltd,695.65
Audit Commission,HOTELS,Zoro Hotels Ltd,774.8
Audit Commission,HR CONSULTANCY,Anjali Arya Consultancy,"2,173.91"
Audit Commission,HR CONSULTANCY,Cooper Safety Associates,"7,125.00"
Audit Commission,HR CONSULTANCY,KPMG,"20,382.00"
Audit Commission,ICT,Oracle Corporation Uk Ltd,"1,257,069.07"
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,Adele Ward,"2,257.50"
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,BSL Interpreting (Dominique Hanlan),"2,430.26"
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,Here&Now365 Ltd,"1,455.00"
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,Katherine Yeoman (BSL),"1,000.00"
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,Language Line,640.78
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,Lexicon Signstream Ltd,639
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,Matthew Banks,"3,240.00"
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,RAD Finance Department,"4,197.48"
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,Transcribe IT,"10,107.60"
Audit Commission,INTERPRETATION & TRANSLATION SERVICES,Transcript,"2,683.00"
Audit Commission,IT CONSULTANCY,Business Value Partners Ltd,"17,299.70"
Audit Commission,IT CONSULTANCY,Secure Test Ltd,"4,750.00"
Audit Commission,LEARNING & DEVELOPMENT MATERIALS,British Library,937.68
Audit Commission,LEARNING & DEVELOPMENT MATERIALS,Kaplan Publishing,"7,500.00"
Audit Commission,LEARNING & DEVELOPMENT MATERIALS,SHL Group Limited,"9,133.60"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Academy of High Achievers Ltd,"7,860.70"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Act Now Training,"4,272.50"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Adrian Bowen,600
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Alan Jarrett,431.4
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Amberhawk Training Ltd,"2,890.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Andrena Cumella Consulting,900
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Anglia Ruskin University,"4,760.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Ark Conferences Ltd,716.42
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Ashorne Hill Conference Centre,"20,513.14"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Ashridge consulting,726
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Ashridge Consulting Group Ltd,"18,526.60"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Association of Corporate Treasurers - ACT (Administration) Ltd,"14,708.75"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Association of Graduate Recruiters,"1,258.94"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Association of Police Authorities,625
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Aston University,"4,758.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Audit Conferences Europe Ltd,675
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Automobile Association Ltd,"3,680.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Avocent Software Ltd,"9,226.36"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Barnsley Metropolitan Borough Council,"5,265.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,BDP Media Group,"7,245.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Benjamin Smith T/A Benjamin Smith Design Associates,600
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Bespoke Speechwriting Services Limited,"3,500.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Birkbeck College,"7,929.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,BIS,"6,751.60"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Boulden Management Consultants Ltd,"12,323.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,"BPP Professional Education (ACCA, CIMA ETC)",936.37
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Bright Futures Resourcing Limited,"5,000.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Brintex,"10,344.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,British Association of Communicators n Business,"1,260.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,British Computer Society,"4,523.00"
