Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1036786,76.35, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037297,166.92, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037298,217.2, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2011,Hotels Overseas,"Legal, People & Communications Group - Communications Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1037299,121.19, -Hotels Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2011,Telecommunications,Business & Skills Group - Business & Skills,DAISY COMMUNICATIONS LTD,1037428,35.99, -Telecommunications,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1037473,35.99, -Standard Desktop Plus Services,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",P B SWAN,1037565,25, -Criminal Law and Prosecution Work,SW1H 0ET,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1037567,12113.46, -ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1037594,367.95, -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1037595,1390.1, -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1037596,86.88, -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Government Office For Science,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037598,151.8, -Subsistence Payments Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037599,70.18, -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037601,304.08, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037602,1663.52, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Rail Fares Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037603,151.8, -Rail Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037604,1020.3, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1037605,123.04, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1037689,419614.16, -Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1037689,6604069.17, -Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Car Hire and Leasing,"Legal, People & Communications Group - Human Resources",ARVAL (UK) LTD,1037860,147.2, -Car Hire and Leasing,SN5 6PQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Mobile Call Charges,Market Frameworks - Consumer and Competition Policy,VODAFONE LTD,1037892,21.91, -Mobile Call Charges,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2011,Professional Training,"Legal, People & Communications Group - Legal Services",EUROPEAN INSTITUTE OF PUBLIC ADMINISTRATION (EIPA),1037942,85.93, -Professional Training,NL-6201 BE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",CROWN WORLDWIDE LTD,1037962,2353, -Other Overseas Travel & Subsistence,HA4 0BJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",VODAFONE LTD,1037967,21.64, -Criminal Law and Prosecution Work,RG14 5FF,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2011,Telecommunications,"Legal, People & Communications Group - Human Resources",VODAFONE LTD,1037980,135.38, -Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1038007,255, -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1038007,1, -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1038010,30.23, -Standard Desktop Plus Services,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2011,Mobile Line Rental,"Legal, People & Communications Group - Communications Directorate",VODAFONE LTD,1038035,7.87, -Mobile Line Rental,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Stationery,Business & Skills Group - Enterprise Directorate,BANNER BUSINESS SERVICES LTD,1038043,20.25, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Stationery,Business & Skills Group - Enterprise Directorate,BANNER BUSINESS SERVICES LTD,1038045,83.9, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Professional Training,"Legal, People & Communications Group - Human Resources",THE MANCHESTER COLLEGE,1038053,2950, -Professional Training,M11 2WH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2011,Mobile Phones,ESBR - Better Regulation Executive (BRE),VODAFONE LTD,1038074,41.94, -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2011,Static Line Rental,Knowledge and Innovation Group - Higher Education - Student Funding,BRITISH TELECOMMUNICATIONS plc (BT),1038079,56.88, -Static Line Rental,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2011,Static Call Charges,Knowledge and Innovation Group - Higher Education - Policy,BRITISH TELECOMMUNICATIONS plc (BT),1038079,45.02, -Static Call Charges,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Leadership & People Management Training,Business & Skills Group - RDA Transition and Closures,LANCE EDYNBRY,1038095,1070, -Leadership & People Management Training,PO19 6PL,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Communications & Marketing Training,Finance & Commercial Group - Commercial Directorate,NATIONAL SCHOOL OF GOVERNMENT,1038101,500, -Communications & Marketing Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1038135,54.02, -Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2011,Telecommunications,Business & Skills Group - Advanced Manufacturing Services,GENESYS CONFERENCING EUROPE,1038138,15.45, -Telecommunications,94200,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Mobile Line Rental,Business & Skills Group - Advanced Manufacturing Services,VODAFONE LTD,1038142,7.2, -Mobile Line Rental,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Mobile Call Charges,Business & Skills Group - Advanced Manufacturing Services,VODAFONE LTD,1038142,0.84, -Mobile Call Charges,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1038143,214500, -Accommodation Rentals,WC2H 0AU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1038148,13.29, -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1038149,15.95, -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1038150,375.25, -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1038151,1017.98, -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,BRUSSELS EUROPA,1038158,237.17, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,BRUSSELS EUROPA,1038159,439.96, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038161,159.83, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038162,194.2, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Services,BRUSSELS EUROPA,1038163,159.83, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,BRUSSELS EUROPA,1038164,194.2, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Government Office For Science,BRUSSELS EUROPA,1038165,202.79, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Government Office For Science,BRUSSELS EUROPA,1038166,202.79, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038167,116.86, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038168,262.95, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038169,262.95, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Business Environment,BRUSSELS EUROPA,1038170,177.02, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038171,79.06, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,BRUSSELS EUROPA,1038172,228.57, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038173,128.04, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038174,219.98, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038177,205.37, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Finance Training,Finance & Commercial Group - Finance Group,BPP PROFESSIONAL EDUCATION LTD,1038191,690, -Finance Training,W12 8AA,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Finance Training,Finance & Commercial Group - Finance Group,BPP PROFESSIONAL EDUCATION LTD,1038191,513.66, -Finance Training,W12 8AA,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,SILKEN BERLAYMONT HOTEL,1038195,177.02, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,SILKEN BERLAYMONT HOTEL,1038196,177.02, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Labour Market,SILKEN BERLAYMONT HOTEL,1038198,237.17, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Labour Market,SILKEN BERLAYMONT HOTEL,1038199,237.17, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Services,SILKEN BERLAYMONT HOTEL,1038200,470.9, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,SILKEN BERLAYMONT HOTEL,1038201,254.35, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,SILKEN BERLAYMONT HOTEL,1038202,196.78, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Grants - Current - Other,Market Frameworks - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1038205,23333, -Grants - Current - Other,BS1 5TR,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Grants - Current - Other,Market Frameworks - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1038205,23333, -Grants - Current - Other,BS1 5TR,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Grants - Current - Other,Market Frameworks - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1038205,23333, -Grants - Current - Other,BS1 5TR,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Grants - Current - Other,Market Frameworks - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1038205,13581.69, -Grants - Current - Other,BS1 5TR,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,SILKEN BERLAYMONT HOTEL,1038206,205.37, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1038209,345.6, -Hire of Agency Staff (Clerical/Secretariat/Other),KT3 4JQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1038209,130.56, -Hire of Agency Staff (Clerical/Secretariat/Other),KT3 4JQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1038210,523.92, -Hire of Agency Staff (Clerical/Secretariat/Other),KT3 4JQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1038213,4890, -Service Charges,B2 2JT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,NOVA INTEGRATED SYSTEMS LTD,1038217,8023.24, -Maintenance,NN4 7BE,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038226,159.83, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038227,194.2, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Business Environment,NH ATLANTA HOTEL,1038229,133.19, -Hotels Overseas,,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Business Environment,NH ATLANTA HOTEL,1038230,120.3, -Hotels Overseas,,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Export Control Organisation,NH ATLANTA HOTEL,1038231,274.98, -Hotels Overseas,,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Innovation,NH ATLANTA HOTEL,1038232,161.55, -Hotels Overseas,,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Services,NH ATLANTA HOTEL,1038233,326.53, -Hotels Overseas,,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,NH ATLANTA HOTEL,1038234,140.07, -Hotels Overseas,,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,BRUSSELS EUROPA,1038235,79.06, -Hotels Overseas,1040,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hotels Overseas,Knowledge and Innovation Group - Innovation,NH ATLANTA HOTEL,1038236,161.55, -Hotels Overseas,,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Market Frameworks - Labour Market,ACAS,1038241,4200000, -Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2011,Hire of Conference Facilities,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1038243,477.6, -Hire of Conference Facilities,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2011,Catering Services,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1038244,252.1, -Catering Services,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",CROWN WORLDWIDE LTD,1038254,190.8, -Other Overseas Travel & Subsistence,HA4 0BJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,ALEXANDER D WISSNER-GROSS,1038258,500, -Research & Development Expenditure (Programme),MA 02142,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Organisation Design",VMA GLOBAL RESOURCING GROUP LTD,1038269,1431, -Hire of Agency Staff (Professional/Management),WC1B 3HH,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2011,Telecommunications,"Legal, People & Communications Group - Human Resources",VODAFONE LTD,1038270,7.2, -Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2011,Hire of Reprographic Equipment,"Legal, People & Communications Group - Legal Services",RICOH UK LTD,1038275,200, -Hire of Reprographic Equipment,NN4 7YB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1038284,274.3, -Maintenance (Programme),GL20 8UQ,,,,Programme
