"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2","29258","36333","Secretariat & Private Office","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29092","Administrative Support","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29092","Historical","4","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29092","Information Technology","2","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29092","Knowledge Info Management","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29092","Photography","1","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29092","Secretariat & Private Office","4","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E1","18370","22124","Administrative Support","3","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E1","18370","22124","Historical","3","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E1","18370","22124","Secretarial","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E1","18370","22124","Secretariat & Private Office","3","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E2","15623","18815","Acoustics","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E2","15623","18815","Historical","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","B2","47942","59535","Historical","3","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","Retired Offr 2","30136","36333","Direct Military Support","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OF1","24615","32703","Military","20","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OF2","37916","45090","Military","165","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OF3","47760","57200","Military","86","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OF4","67032","77617","Military","18","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OF5","81310","89408","Military","7","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OR3","17515","28940","Military","1","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OR4","26405","33182","Military","271","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OR6","30013","36929","Military","161","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OR7","33223","43252","Military","70","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OR9","38600","46753","Military","31","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","OR2","17515","28940","Military","78","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Aviation Offr 2","34936","36333","Transport/Movement","2","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Band 2","13653","16753","Nursing and Midwifery","2","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Band 3","15860","18827","Nursing and Midwifery","1","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Band 5","","27625","Nursing and Midwifery","5","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Band 6","25528","34189","Nursing and Midwifery","7","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Band 7","30460","40157","NHS - Physiotherpist/Speech& Lang Therapist","3","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C1","35648","44268","Business Management and Improvement","5","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C1 MSF","35648","44268","Direct Military Support","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Business Management and Improvement","20","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Decision Support","5","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Estate Management","1","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Information Development","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Media and Press","2","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Occupational Psychology","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2 MSF","29258","36333","Direct Military Support","10","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Civilian Medical Practitioner","65071","77303","Gen Practice Medical","8","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29092","Administrative Support","16","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29092","Training and Education","16","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29092","Business Management and Improvement","4","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29092","Decision Support","4","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29092","Civilian HR Service Provider","2","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29092","Corporate Support","2","Statisticians"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29092","Engineering and Science","2","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D TTO","23427","32743","Technical [Trades]","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D MSF","23427","29092","Direct Military Support","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Administrative Support","67","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Corporate Support","12","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Decision Support","5","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Design & Imagery","12","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Engineering and Science","8","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Secretarial","6","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Corporate Support","5","Statisticians"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Logistics","7","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Teaching Support","12","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Engineering and Science","5","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Transaction Processing","5","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E2","15623","18815","Administrative Support","68","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E2","15623","18815","Secretarial","13","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Retired Offr 1","37819","44268","Service HR Service Provider","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Prof Qualified Worker Lvl 3a","29071","31599","Community Service","3","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Skill Zone 1","15083","16482","Estates","2","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Skill Zone 1","15083","16482","Driving","12","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Skill Zone 2","16482","18010","Driving","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Skill Zone 3","18010","22150","Storekeeping/WarehouseOps","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","OF2","37916","45090","Military","2","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","OF3","47760","57200","Military","2","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","OF4","67032","77617","Military","3","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","OF5","81310","89408","Military","1","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","OR6","30013","36929","Military","16","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","OR7","33223","43252","Military","1","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","OR9","38600","46753","Military","1","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","Aviation Offr 1","37819","44268","Training Support","10","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","B2 MSF","47942","59535","Business Management and Improvement","3","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","C1","35648","44268","Safety,Health,Environment&Fire","4","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","C1 MSF","35648","44268","Business Management and Improvement","4","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","C2","29258","36333","Decision Support","2","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","C2","29258","36333","Administrative Support","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","C2","29258","36333","Business Management and Improvement","15","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","C2 MSF","29258","36333","Business Management and Improvement","28","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Business Management and Improvement","7","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Administrative Support","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Decision Support","1","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Environmental Health","1","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Information Technology","2","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Communication and Media","2","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Security Advisor","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Safety,Health,Environment&Fire","3","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D","23427","29092","Training and Education","3","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","D MSF","23427","29092","Direct Military Support","5","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","E1","18370","22124","Administrative Support","48","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","E1","18370","22124","Corporate Support","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","E1","18370","22124","Secretarial","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","E1","18370","22124","Transaction Processing","1","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","E2","15623","18815","Administrative Support","22","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","E2","15623","18815","Secretarial","14","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","E2","15623","18815","Transaction Processing","4","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","Retired Offr (Prinl)","47942","59535","Business Management and Improvement","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","Retired Offr 2","30136","36333","Business Management and Improvement","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","Retired Offr 3","25600","29092","Business Management and Improvement","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","B1","56436","72185","Business Management and Improvement","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","Skill Zone 1","15083","16482","Driving","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","Skill Zone 3","18010","22150","Driving","5","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OF2","37916","45090","Military","46","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OF1","24615","32703","Military","8","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OF3","47760","57200","Military","27","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OF4","67032","77617","Military","11","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OR4","26405","33182","Military","223","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OR6","30013","36929","Military","165","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Administrative Support","62","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Security, Health and Safety","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Community Service","2","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Commercial","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Decision Support","2","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Design & Imagery","10","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Information Technology","6","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Communication and Media","1","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Knowledge Info Management","4","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Material Accounting","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Postal & Courier","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Safety,Health,Environment&Fire","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Secretarial","8","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Service HR Service Provider","13","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Site Estate","1","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Supply Chain Management","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Engineering and Science","3","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Training Support","3","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","E1","18370","22124","Transaction Processing","6","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OR2","17515","28940","Military","37","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OF5","81310","89408","Military","2","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OR7","33223","43252","Military","114","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OR8","33223","43252","Military","5","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","OR9","38600","46753","Military","21","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C1","35648","44268","AeroEng (Aero/Struct) Mech)","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C1","35648","44268","Business Management and Improvement","4","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C1","35648","44268","Decision Support","2","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C1","35648","44268","Estate Management","1","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C1","35648","44268","Specialist Instruction Splnstn","8","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Specialist Instruction Splnstn","54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","AeroEng (Aero/Struct) Mech)","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Audit and Assurance","1","Internal Audit"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Business Management and Improvement","4","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Business Risk Management","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Community Service","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Decision Support","4","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Design & Imagery","1","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Engineering & Technical Support","2","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Information Technology","3","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Knowledge Info Management","2","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Performance Management","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Programme and Project Management","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Safety,Health,Environment&Fire","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Security Management","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Service HR Partner","2","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Soft Facilities Management","1","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Teaching","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","C2","29258","36333","Training Support","4","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Administrative Support","7","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Specialist Instruction Splnstn","282","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","AeroEng (Aero/Struct) Mech)","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Business Management and Improvement","8","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Civilian HR Partner","1","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Civilian HR Service Provider","1","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Community Development Work","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Decision Support","8","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Design & Imagery","13","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Energy Management","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071072","D","23427","29092","Engineering & Technical Support","1","Science and Engineering"
