FREEDOM OF INFORMATION,,
MOD Requests to 30 July 2010,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,

Case Number,Date Due,Request Summary
07-07-2010-113142-001,03/08/2010,With reference to DTR and the Early Training Transformation contract how many MoD and military personnel are and have been working full time on this programme. Can you provide details and numbers of staff currently engaged doing work on this work part time or otherwise. Additionally can you provide details of how these costs are being accounted for and offset against payments to Metrix.
07-07-2010-115201-001,03/08/2010,"(1) With reference to the SDSR can you provide details of any external assistance being provided and include details of companies and individuals and include costs. (2) Can you provide details of costs associated to pensions provided to ex military officers. (3) Can you provide details of monies spent on infrastructure improvements at Cosford, Blandford and Gosport in the past 5 years."
07-07-2010-120003-003,14/07/2010,Asking for a list of MoD jobs that are on the Base here at RAF Fairford.
07-07-2010-120532-002,04/08/2010,"How many soldiers have been dismissed because of carrying out domestic abuse in their private lives: in 2010? in 2009? in 2008? in 2007? in 2006? in 2005? in 2004? in 2003? in 2002? in 2001? in 2000? in 1999?   I would also like to know if those dismissed were male of female?  Also, I would like to know how many of these soldiers were jailed for the crime?"
07-07-2010-121233-004,04/08/2010,"A listing (as at June 2010) of all recipients of the Elizabeth Cross.  Please advise how often the full listing is updated?  Please advise if the full listing is available on-line on the  internet and if not, when it will be?"
07-07-2010-125838-001,02/08/2010,Various questions addressed to Defence Estates on work carried out by engineers.
07-07-2010-152238-001,04/08/2010,In view of cutbacks being imposed by present government I wish to know the total monthly/annual cost of present activity in Iraq and Afghanistan by all UK military forces.
07-07-2010-152832-001,04/08/2010,Information on Welbeck College/DSFC between 2003 to the current year.
07-07-2010-153415-002,04/08/2010,"A list of members of the Jewish Committee for HM Forces, their affiliations and the appointment process.  Also provide an electronic copy of the terms of reference."
07-07-2010-154607-002,04/08/2010,Various questions relating to the unusual peak in harbour porpoise mortalities in Danish waters in 2005.
07-07-2010-164051-003,04/08/2010,Details of the number of man-hours spent by MoD staff on the HMS Upholder and HMS Upholder class submarines in each of the past five years. This should include the time spent assisting and consultating Canadian officials. Please also detail any expenses incurred as a result of any service provided relating to these vessels.
07-07-2010-170055-004,19/07/2010,From the Information Centre within the Scottish Parliament reference enquiry relating to a document referred to in a Westminster PQ:  Angus Robertson: To ask the Secretary of State for Defence what steps he is taking in response to the safety concerns raised by the Ship Environment Safety Board in their recent report to the Defence Environment and Safety Board [2621].  Mr Robathan: The Department produced a new safety strategy in April 2010 to address all of the main concerns raised in the Ship Environment and Safety Board report to the Defence Environment and Safety Board for 2009.  Reqiesting a hard copy of the new safety strategy report produced in 2010.
08-07-2010-094646-001,04/08/2010,The number of court martials in the period July 1 2009 to July 1 2010 and the offence alleged in each case.
08-07-2010-095102-001,04/08/2010,Were UK Special Forces on operations in Argentina during 1982 Falklands conflict?
08-07-2010-103131-001,06/07/2010,Various questions on Babcock TOBA and BAE Systems TOBA
08-07-2010-103953-002,04/08/2010,Searching for 3 components which I have already put into NAMSA and had no luck do you have any record of these numbers.
08-07-2010-112201-003,05/08/2010,"Patrol Report of the nuclear submarine HMS Conqueror operating as part of Operation Paraquat and Operation Corporate, from 2nd April to 14th June 1982 was succesfully served on early 2007."
08-07-2010-113549-001,04/08/2010,The complete electronic solid model of the Challenger 2 tank.
07-07-2010-110533-001,08/07/2010,Requested various letters from relocations and pay.
08-07-2010-121056-002,05/08/2010,"Would like to know if during the period of 1939-1945, the United Kingdom held any weapons considered to be destructive on a 'Mass' level.  Also, if the United Kingdom has ever been in receipt of technology that would be considered 'Alien'."
08-07-2010-123511-002,05/08/2010,"Seeking clarification on certain MoD budgetary items and looking for a more detailed breakdown of three items detailed in the table detailing RfR1, namely, Land Forces, Defence Equipment and Support, and Defence Estates."
08-07-2010-130333-003,05/08/2010,(1) What was the total compensation paid out to injured service personnel paid under the Armed Forces Compensation Scheme for the 08/09 financial year?  (2)      What was the total compensation paid out to injured service personnel paid under the Armed Forces Compensation Scheme for the 09/10 financial year?  For those claims paid out in the 08/09 and 09/10 financial years could you please provide two tables similar to the ones provided in a previous FOI request (MOD FOI REF:  23-06-2008-102550-002) in which you detail the type of injuries sustained and the level of the award paid out.
08-07-2010-163309-001,05/08/2010,What estimate has been made of this Department's expenditure on (a) organisation of conferences and external meetings in each year since 1997; and (b) attendance at conferences and external meetings in each year since 1997.
08-07-2010-173821-002,05/08/2010,The record referring to a dispute between the Admiralty and Duchy of Corwall in 1904.
09-07-2010-094907-001,05/08/2010,"(1) The destination, departure and estimated cost of each of the flights for the Chief of the General Staff?  (2) How many Official Service Residences (OSRs) are there in the UK, to whom are they allocated and how many members of the armed forces are employed in the household of each?"
09-07-2010-095020-001,05/08/2010,"How many condition of service searches have been conducted by MDPGA staff at MOD Foxhill in the past three years for staff entering the site, and separately for staff exiting the site, broken down by month."
09-07-2010-101423-001,06/08/2010,Operation 'Lighthouse' (a nuclear test) was planned for 1959 but cancelled due to a moratorium of nuclear weapons.  Could you please say how many servicemen were to be involved and the purpose of the operation.
09-07-2010-104458-001,06/08/2010,These sites have been flagged up as possible sites for Mass Detention Centres during a Continuity of Government situation:
09-07-2010-105914-002,06/08/2010,Information on a Royal Observer Corps (ROC) monitoring post located at OS Grid reference TL56006229.  The post is named as Bottisham after another nearby village.
09-07-2010-113453-002,06/08/2010,Does the RAF keep records of UFOs and is this information classfied?
09-07-2010-114603-002,05/08/2010,"Concerned resident:  (1) What are your intentions for these houses that you have boarded up along Shackleton Road?  (2) If you are demolishing these, do you have planning permission and what do you intend to replace these with?  (3)  What is the likely timeframe for completion?  (4)  Further concerns are that these houses are now getting vandalized and becoming unsightly and dangerous, therefore what do you intend to do to prevent this from continually happening."
09-07-2010-115026-003,30/07/2010,Copy of the contract between Salty Yacht Production LTD and MOD - Aug2007 - Aug 2008.
09-07-2010-150926-001,06/08/2010,We are trying to debate for the government to fund wounded soldiers.  What is the average cost of medical bill per year for the wounded soldiers?
09-07-2010-151353-001,06/08/2010,How much do you pay the wounded soldiers per year?
09-07-2010-154715-002,05/08/2010,"The cost of the Ministy of Defence Saudi Armed Forces Project Office in the financial year 2009-10 and the number of Project Office staff employed on 1st April 2010, the latter broken down to show the number of (a) civilians based in the UK; (b) military personnel based in the UK; (c) civilians based in Saudi Arabia; (d) military personnel based in Saudi Arabia."
09-07-2010-165431-001,06/08/2010,"Details of the current number of military personnel by service (Navy, RM, Army, Air Force) and NATO Rank currently posted to, or embedded in the following organisation: Defence Estates; DE and S."
09-07-2010-170752-002,06/08/2010,"Supplementary to FOI request Ref 22-06-2010-093802-001.  Provide detail of the number of Substitute Service Family Accommodation by grade, type, and Housing Management Area and the average rental paid by DE by grade, type, and Housing Management Area for SSFA.  Also advise what DE currently pays nationally for SSFA and what are the receipts in the form of Charges for Occupancy for this accommodation.  You also indicated in your previous response that Charges for Occupancy are levied as direct deductions from salary, could you please advise whether; VAT is applied to the charge levied Tax is paid on the difference between the Charge of Occupancy and the market value of the rental (as a taxable benefit in kind)."
09-07-2010-171350-001,06/08/2010,(1) Details of the amount of money the ministry spends on subsidised food and drink for staff.  (2) Please breakdown the amount the ministry spends on subsidised food and drink by outlet.
09-07-2010-172545-003,06/08/2010,"Advise on the following; the number of military personnel, by service (i.e Army, Navy, Airforce), whose salary is above ?100K per annum.  Of those the number, by service, whose salary is above ?120K,  Of those the number, by service, whose salary is above ?150K,"
09-07-2010-173103-004,06/08/2010,"The current number of military personnel, by service, at NATO Rank OF5 or higher. The number of military personnel, by service, at NATO Rank OF5 or higher in FY 2000/01 and FY 2005/06."
12-07-2010-093138-001,06/08/2010,"The current strength of the UK Armed Forces by service (i.e. Navy, Royal Marine, Airforce, Army)."
12-07-2010-094713-001,06/08/2010,"Details with name, position held of all employees including armed forces in receipt of salaries greater than the Prime Minister's (currently ?240,000)."
12-07-2010-102118-001,06/08/2010,"Please publish on specified web site, which Department runs Post Traumatic Stress, Physical Health Repair and Therapy Modalities for army personnel shot with   Directed Energy Weapons (DEWs)."
12-07-2010-103156-002,06/08/2010,"Supply details of any correspondence with the MOD regarding links between weaponry deployed in Iraq and the health impact this may have had on both soldiers and civilians, specifically to weaponry deployed in the first gulf war and the current conflict. By health impact I am referring to any adverse reactions."
12-07-2010-105950-003,06/08/2010,Four questions regarding the covert gathering of personal details of members of the British Nuclear Test Veterans and their Associates.
12-07-2010-123130-002,06/08/2010,Information on the current number of Military personnel classed as unfit to deploy for Operational purposes by service.
12-07-2010-124216-001,06/08/2010,"Advise on the following; The number of personnel, by service, who have deployed in direct support of Operations in Afghanistan and / or Iraq (i.e. in the theatre of Operation); The number of personnel, by service, directly deployed on Operations in Iraq and Afghanistan for the following tour lengths; Less than 1 month; 1 to 2 months; 2 to 6 months; Over 6 months. The number of personnel, by service, who have not directly deployed (in theatre of operation) to either Iraq or Afghanistan."
12-07-2010-131900-002,02/08/2010,"How many missing BFG Vehicle Licensing Office tax discs are re-issued each year broken down by Garrisons, which account do fees for re-issued discs go into and what does the fee cover?"
12-07-2010-134312-001,06/08/2010,"Copy of correspondence between Defence Estates and ATMOS Consulting and/or PNE Wind UK Ltd relating to the proposed Brunta Hill Windfarm, located near Westruther in the Scottish Borders."
12-07-2010-151051-001,03/08/2010,"Map of Sark re-printed as it is the best map of the island anyone here has seen, but it is out of print?  Alternatively, would you consider allowing Sark tourism office to print the map and sell copies?"
12-07-2010-151844-001,05/08/2010,How many female officers in the Ministry of Defence Police are over the age of 50yrs at this current time. (July 2010).
12-07-2010-162118-002,09/08/2010,Reference a plane crash on 20th September 1968 at the Farnborough Air Show. Please provide information concerning the construction of (a) The Black Buildings and (b) all other affected buildings and disclose in relation to each (1) any asbestos surveys commissioned either prior or subsequent to the incident together with (2) details of asbestos removal / clearance works subsequent to the incident.
12-07-2010-163030-001,09/08/2010,Advise concerning the current contract which the Ministry of Defence has for the supply of the twice-weekly air service between Brize Norton and Mount Pleasant (Falkland Islands): (a) Length of contract (b) Contract price (c) Whether aircraft fuel is supplied and paid for by the Ministry of Defence over and above the contract price (d) Whether other costs (over-flying fees / navigation fees / landing fees etc) are met by the Ministry of Defence in addition to the contract price  (d) Amount received for the transportation of civilians aboard the aircraft.
12-07-2010-163638-002,09/08/2010,"How much money, in pounds sterling, was spent by DSG Donnington in the period 1st of April 2009 to 1st of April 2010, on agency workers carrying out HGV and LGV driving duties."
12-07-2010-164344-003,09/08/2010,Is there a central database of the number of troops who have seen active service in Afghanistan since operations began from late 2001 until present who has either  been treated for or expelled from any of the armed  services for heroin or opium addiction that was grown in that country.  If there is can you please provide me with the figure.
12-07-2010-165433-002,09/08/2010,Ten questions concerning the commercial and technical relationship between the Met Office and The Vaisala Company (Finland) over the adoption and use of their radiosonde products.
13-07-2010-102832-001,10/08/2010,"For the RAF Cranwell Multi-Activity Contract, I would like to know the current contract value."
13-07-2010-104149-002,10/08/2010,"What wood British military coffins are made of, and if they are lined with any fabric on the inside?"
13-07-2010-104846-002,09/08/2010,"Regarding the proposed defence academy in St Athan, do you have any estimates of how many jobs will be created?"
13-07-2010-105325-003,10/08/2010,Why has the Mail on Sunday listed the Royal Marines under the strength of the Army.
13-07-2010-113527-001,10/08/2010,"How many complaints or reports has your organisation received from either employees or otherwise about paranormal phenomenon including ghosts, sighting of unknown creatures, impossible happenings etc, and what actions to investigate have been taken."
13-07-2010-115102-004,10/08/2010,"I would like information on, and records of, ships, aircraft or vehicles damaged or lost due to unknown causes."
13-07-2010-115105-002,09/08/2010,(1)  A breakdown as to the proportion of ethnic minority members of the Forces who are (i) British Citizens and those which are (ii) Commonwealth citizens.  (2) A breakdown of ethnic minority representation per Regiment and Brigade.
13-07-2010-120437-001,03/08/2010,"I am researching the global incidence of traumatic brain injury/concussion. In particular, I am in need of statistics concerning the number of or rate of fatal and non-fatal TBI (mild, moderate and severe if possible) in the UK, Europe, and then on a global scale. Does your organization happen to have this data on hand, or can you direct me towards any publications that are specific to this topic? Any help would be greatly appreciated.  I am interested in both British Military and General Population TBIs."
13-07-2010-153540-001,10/08/2010,In relation to assessment for granting developed vetting clearance in accordance with AMP Vetting Directive:  (1)  What specific conduct does the RAF consider to be liable to lead to susceptibility to pressure or improper influence?  (2)  What specific circumstances or characteristics (other than those covered in answers to questions 1-29 on MOD FOrm 1938) does the RAF consider might affect suitability for access to TOP SECRET or other sensitive information of assets?
14-07-2010-095232-001,10/08/2010,I am researching GHQ Liaison Regiment and would like further information about the MORSEX machine developed and used during the Second World War.
14-07-2010-102325-001,10/08/2010,"During the Nimrod (XV230) inquest on 12th May 2008, a drawing was produced showing the fire sources on the Nimrod, prior to the accident."
14-07-2010-104650-002,11/08/2010,How many sorties has the MQ-1 Predator flown in Afghanistan? How many lost and number of missiles launched.
14-07-2010-105322-002,22/07/2010,"A copy of everything held on file in the Housing Office relating to our quartering within the JHQ area, both our previous quarter on Wegberg Camp and our current quarter in Canberra Crescent - under the Freedom of Information Act 2000."
14-07-2010-110255-003,11/08/2010,Number and types of animals used in experiments at Porton Down also the types of experiments they were used in.
14-07-2010-134058-001,20/07/2010,Request for copies of files held on the requester by the MOD.
14-07-2010-143144-001,28/07/2010,What monetary value would the MOD place on the volunteer civilian Search and Rescue Services provided by MREW during the financial year 2009/10?
14-07-2010-144625-001,10/08/2010,Journalist of the Polish military press would like to know:  (1) how many soldiers and officers with Polish citizenship serve in the military (2) is it possible to establish any contact with some of them?
14-07-2010-154543-002,09/08/2010,Reference AWE Review of Operations at RNAD Coulport.  Provide copies of the following information held by the Ministry of Defence: A copy of the review of operations at RNAD Coulport conducted by AWE plc.
15-07-2010-112517-001,12/08/2010,Requester gathering data on all SET related UK public boards as part of a research project and would like to know: Â. The total number of members on your lead governing body or Advisory Council.  B· How many women are included in the total number of members.
15-07-2010-114834-001,10/08/2010,Reference a specified contractor and details of bonuses paid.
15-07-2010-115841-001,12/08/2010,Details of your policy of  procurement of bear fur.
15-07-2010-120855-002,12/08/2010,"A full record as possible of the RAF Board of Inquiry relating to the aircraft crash of Vampire F3 VT873, which crashed near Frensham, Surrey on 21 Dec 1948."
15-07-2010-160643-001,12/08/2010,"Precise number of cases of British servicemen Absent Without Official Leave from the armed forces engaged in the wars in Iraq and Afghanistan, from the invasion of Iraq, 13.3.03, to the present.  List number of cases per year for each year of the engagement in each war. Also, how many remain at large at the present time. Only Army figures needed, not RAF or Navy.  This is for a programme on BBC Radio 5 Live broadcasting Sunday 25 July at 7.30pm."
15-07-2010-173819-001,12/08/2010,"For each of the financial years: 07/08, 08/09 and 09/10, please identify how many drug tests were registered with a positive result for the Armed Forces in Wiltshire.  Please breakdown these positive tests by type or class of drug; and identify a breakdown of criminal actions for possession or supply of illegal substances for the same three financial years, for Wiltshire."
15-07-2010-174625-001,12/08/2010,"The number per month of British Army personnel killed in Afghanistan during the last 24 months specifying the type of cause as IED, Sniper Fire or other."
16-07-2010-090649-001,12/08/2010,"(a) A list of all meetings, plus full minutes and all correspondence held between the Ministry of Defence and the Aluminium Federation between 12th July 2008 and 12th July 2010;  (b) A list of all meetings, plus full minutes and all correspondence held between the Ministry of Defence and Norton Aluminium between 12th July 2008 and 12th July 2010; (c) A list of all meetings, plus full minutes and all correspondence held between the Ministry of Defence and the European Aluminium Institute between 12th July 2008 and 12th July 2010; (d) A list of all meetings, plus full minutes and all correspondence held between the Ministry of Defence and Rio Tinto Alcan between 12th July 2008 and 12th July 2010."
16-07-2010-092455-002,12/08/2010,"The total cost and number of Full-time equivalent (FTE) staff, both in real terms and as a percentage of total RAF expenditure, for the Red Arrows, the Battle of Britain Memorial Flight, and all other RAF aerial display teams (including single aircraft) (each listed separately), for each of the past ten years.  If the figures can be broken down further, please show costs for: capital equipment, servicing, maintenance and spares, fuel, flight crew (cost and FTE numbers), ground crew (cost and FTE numbers), off-base accommodation and also the cost of any loss/damage sustained as a result of aerial display training or flying.  All split by domestic and overseas display programmes."
16-07-2010-093122-003,12/08/2010,"For the purposes of university research, I would like access to the following NATO document, which describes a process by which NATO commands plan for military operations, and to which the UK has agreed:  Allied Command Operations: Comprehensive Operations Planning Directive (Trial Version).  Dated 25 Feb 2010. The document is classified as NATO UNCLASSIFIED: Releasable to PFP / EU."
16-07-2010-094345-004,12/08/2010,"Any information on chemtrails or airborne chemicals or biological agents deliberately sprayed at altitude from aircrafts in the northwest of England that may be for global dimming, population control, weather control, or biowarfare/bio-testing."
16-07-2010-100057-005,12/08/2010,"RAF Lyneham is due to close as an RAF station in 2012.  What use is to be made of the site, and is it expected to retain its capabilities as an airfield?"
16-07-2010-115103-001,13/08/2010,"Our Army personnel, total numbers serving broken down by UK country, ie Scotland, Wales, England and Northern Ireland."
16-07-2010-115824-001,13/08/2010,"(1) In 2001-2005, how many UK armed forces personnel were referred  to the Ministry of Defence's Department of Community Mental Health with possible mental health problems that were subsequently identified as having a psychiatric disorder stemming from their deployment to Afghanistan?  (2) How many of these met the diagnostic criteria for Post Traumatic Stress Disorder?  (3) How many met the diagnostic criteria for an Adjustment Disorder?  (4) What percentage of personnel deployed to Afghanistan in this time do each of these figures represent? (5) Provide all of the information for the years 2006-10.  (6) Also, provide all the above information for UK armed forces personnel deployed to Iraq since 2003."
16-07-2010-123704-002,12/08/2010,Details of information regarding the programme to develop a replacement for UK's Vanguard nuclear armed submarines.
16-07-2010-144419-001,12/08/2010,Provide the name or names of the senior person(s) in the MOD who took the original decision on the Mk3 Chinook helicopters which led to what the Public Accounts Committee said was one of the worst procurement decisions ever made.
16-07-2010-154254-002,13/08/2010,Who has the information relating to all official visits to UK Barracks by members of the Royal Family?
16-07-2010-155005-001,13/08/2010,"I received the below information from the MoD press office earlier today, 16 July 2010: 'As part of the Spending Review process, the Treasury has asked departments to model scenarios based on different levels of cuts. The Government recognises that there are particular pressures on schools and defence, so the MoD is being asked to model 10% and 20% real cuts. That information will be sent to HMT today.'  Could you please send me full details of the 10% and 20% MoD budget cut models sent to the Treasury?  Also send me any additional information compiled by the MoD in relation to these estimates/scenarios?  "
16-07-2010-155558-001,10/08/2010,"How many MOD staff have or are due to be trained in the use of handguns or other weapons by Police Instructors.  Please show service, rank, whether training is for deployment abroad including country, reason why training is being outsourced, weapon trained on, police force supplying training and cost.  Copies of documents relating to the implementation of this training including communications with forces supplying training.  How many service handgun instructors are required and how many currently are there. Total cost so far and estimated future cost of this training."
