Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2012,Telecommunications,"People, Communications and Effectiveness Group - Human Resources",VODAFONE LTD,1059557,13.20, - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,SMARTSOURCING PLC,1059649,3214.00, - ICT Maintenance & Upkeep,SS9 2XB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,SMARTSOURCING PLC,1059649,11796.00, - ICT Maintenance & Upkeep,SS9 2XB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Media and Design Services,Business & Skills Group - Enterprise Directorate,BRITISH BUSINESS ANGELS ASSOCIATION,1059785,5000.00, - Media and Design Services,SW1Y 5NQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Office Supplies,"People, Communications and Effectiveness Group - Director of Change and Corporate Effectiveness, including the BIS Secretariat",BANNER BUSINESS SERVICES LTD,1059808,19.20, - Office Supplies,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2012,Copyright Fees,"Strategy, Analysis and Better Regulation - Better Regulation Executive (BRE)",PRECISE MEDIA MONITORING LTD,1059896,887.64, - Copyright Fees,EC3N 4QN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Other Overseas Travel & Subsistence,Government Office for Science - Government Office for Science,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060077,139.00, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060079,429.00, - Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060079,193.90, - Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1060080,652.09, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1060080,16133.55, - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060096,200.32, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060098,664.53, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060100,2173.78, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060101,133.49, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060102,283.14, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060103,499.11, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060104,92.74, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060105,1489.58, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2012,Mobile Phones,Business & Skills Group - Business & Skills,VODAFONE LTD,1060531,100.01, - Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060591,500.00, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060592,719.63, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060593,3568.00, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060594,3400.00, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060595,1735.41, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060596,1738.24, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060597,1761.62, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1060608,752.89, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1060611,-696.00, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060662,135.85, - Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1060664,18.18, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Buildings Insurance,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1060854,43253.32, - Buildings Insurance,B2 2JT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Buildings Insurance,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1060855,37035.53, - Buildings Insurance,B2 2JT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Buildings Insurance,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1060856,30630.73, - Buildings Insurance,B2 2JT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060945,302.90, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Grant in Aid - Current -Other,Market Frameworks - Labour Market,ACAS,1060951,3900000.00, - Grant in Aid - Current -Other,NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060971,278.00, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060972,590.00, - Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1060972,2.66, - Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1061174,19.20, - Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1061175,101.66, - Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,TNT UK LTD,1061182,146.80, - Criminal Law and Prosecution Work,BL8 9AR,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,TNT UK LTD,1061185,156.83, - Criminal Law and Prosecution Work,BL8 9AR,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,TNT UK LTD,1061188,10.69, - Criminal Law and Prosecution Work,BL8 9AR,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,TNT UK LTD,1061191,69.26, - Criminal Law and Prosecution Work,BL8 9AR,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,TNT UK LTD,1061194,725.76, - Criminal Law and Prosecution Work,BL8 9AR,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Stationery,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1061196,47.16, - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1061243,452908.14, - Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1061243,9584949.53, - Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Skills,ADECCO UK LTD,1061293,591.47, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Skills,ADECCO UK LTD,1061293,250.28, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2012,Mobile Line Rental,Business & Skills Group - Business & Skills,VODAFONE LTD,1061363,19.80, - Mobile Line Rental,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1061451,130.00, - Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1061451,160.00, - Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Innovation,THE TECHNOLOGY STRATEGY BOARD,1061472,30000000.00, - Grant in Aid - Current -Other,SN2 1UE,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1061475,26000000.00, - Grant in Aid - Current -Other,SN2 1FF,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,1061479,12960.54, - Accommodation Rentals,HP2 4XN,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Service Charges,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,1061479,8188.90, - Service Charges,HP2 4XN,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2012,Entertaining Overseas,Market Frameworks - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),1061483,184.32, - Entertaining Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1061485,493.10, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1061486,449.09, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2012,Other Overseas Travel & Subsistence,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1061487,191.48, - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1061489,486.56, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1061490,1299.21, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1061491,2617.06, - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Grant in Aid - Current -Other,Business & Skills Group - Further Education & Skills Investment,SKILLS FUNDING AGENCY,1061492,466403000.00, - Grant in Aid - Current -Other,CV1 2WT,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,PHILLIP N BYRD T/A AV8 EXECUTIVE HIRE,1061499,225.00, - Car Hire and Leasing,PE10 9NS,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Stationery,Business & Skills Group - Advanced Manufacturing Services,BANNER BUSINESS SERVICES LTD,1061556,245.52, - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Library Services,Legal Services - Legal Services,BLACKWELL UK LTD,1061569,468.00, - Library Services,OX1 2YX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,EXPERIS LTD,1061580,1070.79, - ICT Infrastructure Specific Service,EC1R 3DR,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,EXPERIS LTD,1061580,2495.51, - ICT Infrastructure Specific Service,EC1R 3DR,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Purchase of Research Material,Market Frameworks - Business Environment,CITY UNIVERSITY LONDON,1061619,9000.00, - Purchase of Research Material,EC1V 0HB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT (ICMPD),1061634,718.56, - Research & Development Expenditure (Programme),A-1010,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Insurance,Office of Manpower Economics - Office of Manpower Economics,MARSH LTD,1061636,397.50, - Insurance,SG6 3TT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1061656,281.95, - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Economic Consultancy and Research,Knowledge & Innovation Group - Innovation,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1061663,62500.00, - Economic Consultancy and Research,SN2 1FF,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1061664,879.80, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Other Training Costs,"People, Communications and Effectiveness Group - Human Resources",EMPLOYERS FORUM ON DISABILITY.,1061665,5500.00, - Other Training Costs,SE1 2NY,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Skills,ADECCO UK LTD,1061672,53.15, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Skills,ADECCO UK LTD,1061672,73.82, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Skills,ADECCO UK LTD,1061672,47.02, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Knowledge & Innovation Group - Innovation,ADECCO UK LTD,1061679,836.89, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1061687,693.86, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1061690,601.40, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1061696,130.00, - Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1061696,160.00, - Publications,NR3 1QZ,,,,Administration
