Ministry of Defence,Ministry of Defence,15/10/2010,Design services and minor equipment purchases,Air Command,SERCO LIMITED,705860,1378973.00
Ministry of Defence,Ministry of Defence,25/10/2010,Purchase of buildings and military equipment ,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,709611,1369000.00
Ministry of Defence,Ministry of Defence,22/10/2010,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,708703,1306247.45
Ministry of Defence,Ministry of Defence,06/10/2010,Property leases,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,701015,1289655.65
Ministry of Defence,Ministry of Defence,18/10/2010,Rental of plant and machinery,Defence Equipment & Support,BARLOWORLD HANDLING LTD,706048,1286914.35
Ministry of Defence,Ministry of Defence,06/10/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,2000009631,1253140.34
Ministry of Defence,Ministry of Defence,22/10/2010,Purchase of buildings and military equipment ,Defence Estates,COLAS LTD,708797,1149146.07
Ministry of Defence,Ministry of Defence,18/10/2010,Estate management,Command Joint Operations,SODEXO LTD,5000043734,1125984.98
Ministry of Defence,Ministry of Defence,28/10/2010,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,711881,1121135.52
Ministry of Defence,Ministry of Defence,05/10/2010,Design services and minor equipment purchases,Air Command,SERCO LIMITED,700714,1117757.09
Ministry of Defence,Ministry of Defence,25/10/2010,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,709528,1067574.50
Ministry of Defence,Ministry of Defence,19/10/2010,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,10715,1063401.64
Ministry of Defence,Ministry of Defence,20/10/2010,Design services and minor equipment purchases,Air Command,SERCO LIMITED,707830,1062657.60
Ministry of Defence,Ministry of Defence,12/10/2010,Estate management,Land Forces,SODEXO LTD,703769,1053979.36
Ministry of Defence,Ministry of Defence,27/10/2010,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,711158,1023524.90
Ministry of Defence,Ministry of Defence,08/10/2010,Externally delivered education and training.,Air Command,BABCOCK LAND LIMITED,702146,987917.75
Ministry of Defence,Ministry of Defence,06/10/2010,Purchase of buildings and military equipment ,Defence Estates,DEBUT SERVICES (SOUTH WEST)LIMITED,700955,963895.43
Ministry of Defence,Ministry of Defence,21/10/2010,Payments made in advance,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,708111,961601.31
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Sub Contracted Research,Programme Office,THALES OPTRONICS LIMITED,V - 9000127040 - 00092186,953066.00
Ministry of Defence,Ministry of Defence,21/10/2010,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,708529,950302.84
Ministry of Defence,Ministry of Defence,18/10/2010,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,706537,904417.00
Ministry of Defence,Ministry of Defence,28/10/2010,Purchase of buildings and military equipment ,Defence Estates,DEBUT SERVICES (SOUTH WEST)LIMITED,711489,876231.89
Ministry of Defence,Ministry of Defence,28/10/2010,"Transporation of personnel, freight and travel expenses",Land Forces,RYDER DEUTSCHLAND GMBH,5000044362,867966.87
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000126555 - 00091632,864220.52
Ministry of Defence,Ministry of Defence,22/10/2010,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,709353,862550.16
Ministry of Defence,Ministry of Defence,11/10/2010,Externally delivered education and training.,Air Command,BABCOCK LAND LIMITED,702731,860105.27
Ministry of Defence,Ministry of Defence,28/10/2010,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,711881,846370.80
Ministry of Defence,Ministry of Defence,08/10/2010,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,702535,837429.47
Ministry of Defence,Defence Support Group,06/10/2010,Short term loans,Corporate,THE ACCOUNTING OFFIC,000000446479,832069.36
Ministry of Defence,Ministry of Defence,25/10/2010,Medical treatment & stores and welfare services.,Land Forces,SSAFA GSTT CARE LLP,709996,830379.53
Ministry of Defence,Ministry of Defence,15/10/2010,General services and support,Land Forces,FBS LIMITED,705454,811069.32
Ministry of Defence,Ministry of Defence,25/10/2010,Payment of utilities,Land Forces,E.ON,5000044066,805651.85
Ministry of Defence,Ministry of Defence,07/10/2010,Payment of utilities,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,701605,795161.89
Ministry of Defence,Ministry of Defence,25/10/2010,Purchase of buildings and military equipment ,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,710047,756015.95
Ministry of Defence,Ministry of Defence,06/10/2010,Grants to NDPBs,Navy Command,SEA CADET CORPS,701304,755081.00
Ministry of Defence,Ministry of Defence,26/10/2010,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,710619,744646.14
Ministry of Defence,Defence Science and Technology Laboratory,08/10/2010,IS Support Service,Infrastructure,SERCO LIMITED,V - 9000126765 - 00092077,739727.39
Ministry of Defence,Ministry of Defence,01/10/2010,Purchase of buildings and military equipment ,Defence Estates,DEBUT SERVICES LIMITED,699280,739695.81
Ministry of Defence,Ministry of Defence,22/10/2010,Medical treatment & stores and welfare services.,Land Forces,SSAFA GSTT CARE LLP,709351,735779.33
Ministry of Defence,Ministry of Defence,13/10/2010,Property leases,Defence Estates,TRICOMM HOUSING LIMITED,704491,727437.09
Ministry of Defence,Ministry of Defence,08/10/2010,Property leases,Defence Estates,TRICOMM HOUSING LIMITED,702644,726069.04
Ministry of Defence,Ministry of Defence,21/10/2010,Estate management,Land Forces,SODEXO LTD,708509,720550.47
Ministry of Defence,Ministry of Defence,14/10/2010,Estate management,Defence Estates,SERCO LIMITED,705090,720433.35
Ministry of Defence,Ministry of Defence,27/10/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,711005,717016.16
Ministry of Defence,Met Office,11/10/2010,11 Services,Government Business,Logica Uk Limited,298980,713853.10
Ministry of Defence,Ministry of Defence,19/10/2010,Rent and rates,Defence Estates,WILTSHIRE COUNCIL,707348,712656.66
Ministry of Defence,Ministry of Defence,01/10/2010,Grants to Reserves Forces and Cadets Association.,Central TLB,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,699272,704000.00
Ministry of Defence,Ministry of Defence,20/10/2010,Purchase of buildings and military equipment ,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,707672,702780.66
Ministry of Defence,Ministry of Defence,01/10/2010,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),5000042826,695146.00
Ministry of Defence,Defence Support Group,06/10/2010,Interest payable,Corporate,THE ACCOUNTING OFFIC,000000446480,688953.43
Ministry of Defence,Ministry of Defence,15/10/2010,Food and clothing,Land Forces,ARAMARK LTD,705262,688407.52
Ministry of Defence,Ministry of Defence,25/10/2010,Purchase of inventory and services ,Defence Equipment & Support,HESCO BASTION LTD,709713,682488.25
Ministry of Defence,Ministry of Defence,27/10/2010,Purchase of information and communications technology,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,2000009851,681969.62
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000127141 - 00092258,675000.00
Ministry of Defence,Ministry of Defence,25/10/2010,Estate management,Air Command,VT FLAGSHIP LTD,710066,674064.06
Ministry of Defence,Ministry of Defence,27/10/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,710822,655422.67
Ministry of Defence,Ministry of Defence,08/10/2010,Purchase of buildings and military equipment ,Defence Estates,PRIDE (SERP) LTD,702532,652159.57
Ministry of Defence,Ministry of Defence,26/10/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,710123,646212.56
Ministry of Defence,Ministry of Defence,01/10/2010,Medical treatment & stores and welfare services.,Land Forces,SSAFA GSTT CARE LLP,699630,641179.13
Ministry of Defence,Ministry of Defence,13/10/2010,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,704352,635646.82
Ministry of Defence,Ministry of Defence,21/10/2010,Medical treatment & stores and welfare services.,Land Forces,SSAFA GSTT CARE LLP,5000043978,604255.40
Ministry of Defence,Met Office,20/10/2010,11 Services,Science,Nerc,299403,600000.00
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,IT Hardware,Infrastructure,SERCO LIMITED,V - 9000127142 - 00093067,591489.55
Ministry of Defence,Ministry of Defence,11/10/2010,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,703214,583904.20
Ministry of Defence,Ministry of Defence,05/10/2010,Purchase of buildings and military equipment ,Defence Estates,SEFA CONTRACTORS JV,3000004710,578213.08
Ministry of Defence,Ministry of Defence,08/10/2010,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,702146,568046.60
Ministry of Defence,Ministry of Defence,26/10/2010,Purchase of buildings and military equipment ,Defence Estates,DEBUT SERVICES LIMITED,710232,559290.00
Ministry of Defence,Ministry of Defence,25/10/2010,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,709528,555310.28
Ministry of Defence,Ministry of Defence,08/10/2010,Purchase of inventory and services ,Defence Equipment & Support,MERIDIAN MEDICAL TECHNOLOGIES INC,2000009662,542507.91
Ministry of Defence,Ministry of Defence,06/10/2010,Transport hire charges,Defence Equipment & Support,SMIT INTERNATIONAL (SCOTLAND) LTD,701319,536186.74
Ministry of Defence,Ministry of Defence,18/10/2010,Externally delivered education and training.,Central TLB,NATIONAL SCHOOL OF GOVERNMENT,200000009886,520733.00
Ministry of Defence,Met Office,13/10/2010,06 Accommodation,Chief Financial Officer,Stratus Integrated  Ltd,299021,517446.76
Ministry of Defence,Ministry of Defence,21/10/2010,Estate management,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,708083,514216.35
Ministry of Defence,Ministry of Defence,18/10/2010,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,706276,503414.42
Ministry of Defence,Defence Support Group,21/10/2010,"Rent, Rates and Leases",Business Stream 1,DEFENCE ESTATES,10115305,503154.82
Ministry of Defence,Ministry of Defence,04/10/2010,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,700277,501951.44
Ministry of Defence,Defence Science and Technology Laboratory,08/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000126763 - 00091314,500000.00
Ministry of Defence,Ministry of Defence,20/10/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,XOGRAPH HEALTHCARE LIMITED,707927,495709.00
Ministry of Defence,Ministry of Defence,14/10/2010,Estate management,Command Joint Operations,SODEXO LTD,5000043579,490579.94
Ministry of Defence,Ministry of Defence,13/10/2010,Food and clothing,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,704002,488913.15
Ministry of Defence,Ministry of Defence,29/10/2010,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,712218,476224.53
Ministry of Defence,Ministry of Defence,18/10/2010,Food and clothing,Land Forces,SODEXO LTD,706585,474555.57
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Facility Management Costs,Infrastructure,QINETIQ LIMITED,V - 9000127086 - 00092947,471849.29
Ministry of Defence,Ministry of Defence,27/10/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,710688,456572.08
Ministry of Defence,Ministry of Defence,28/10/2010,Payments made in advance,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,711497,454178.66
Ministry of Defence,Ministry of Defence,14/10/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,704901,451785.43
Ministry of Defence,Ministry of Defence,11/10/2010,Design services and minor equipment purchases,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,702814,451059.64
Ministry of Defence,Ministry of Defence,18/10/2010,Fuel for military use,Land Forces,GB OILS LIMITED,706241,450155.62
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000127337 - 00092102,445000.00
Ministry of Defence,Ministry of Defence,20/10/2010,Purchase of inventory and services ,Defence Equipment & Support,ITURRI SA,3000004761,444784.13
Ministry of Defence,Ministry of Defence,01/10/2010,Purchase of buildings and military equipment ,Defence Estates,CHAPO-KOULENDROS JV,5000042780,437401.15
Ministry of Defence,Ministry of Defence,27/10/2010,Fuel for military use,Land Forces,ARVAL UK LTD,710685,436810.20
Ministry of Defence,Ministry of Defence,12/10/2010,Fuel for military use,Land Forces,ARVAL UK LTD,703329,434877.93
Ministry of Defence,Ministry of Defence,07/10/2010,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,200000009801,426874.14
Ministry of Defence,Ministry of Defence,06/10/2010,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,701340,424597.29
Ministry of Defence,Ministry of Defence,26/10/2010,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),5000044156,420040.63
Ministry of Defence,Ministry of Defence,27/10/2010,IT and communication services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,2000009851,419813.29
Ministry of Defence,Ministry of Defence,21/10/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,708319,417522.69
Ministry of Defence,Ministry of Defence,08/10/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,AMDAC - CARMICHAEL LTD,702123,416837.28
Ministry of Defence,Ministry of Defence,20/10/2010,Estate management,Defence Equipment & Support,SODEXO LTD,5000043859,416105.61
Ministry of Defence,Ministry of Defence,25/10/2010,Payment of utilities,Central TLB,BUYING SOLUTIONS,200000009930,412073.54
Ministry of Defence,Ministry of Defence,22/10/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,ASPIRE DEFENCE LIMITED,708691,406431.44
Ministry of Defence,Ministry of Defence,19/10/2010,Design services and minor equipment purchases,Air Command,SERCO LIMITED,707221,404630.47
Ministry of Defence,Ministry of Defence,22/10/2010,Food and clothing,Land Forces,ISS MEDICLEAN LTD,708964,402734.53
Ministry of Defence,Ministry of Defence,21/10/2010,Fees for professional services,Defence Estates,VALUATION OFFICE AGENCY,708615,397000.00
Ministry of Defence,Defence Science and Technology Laboratory,15/10/2010,Sub Contracted Work,Operations,MORF PRODUCTS LIMITED,V - 0000000476 - 00092806,396699.46
Ministry of Defence,Ministry of Defence,14/10/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,704902,393485.23
Ministry of Defence,Ministry of Defence,13/10/2010,Purchase of information and communications technology,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,704141,393376.81
Ministry of Defence,Ministry of Defence,25/10/2010,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,709528,391319.80
Ministry of Defence,Ministry of Defence,13/10/2010,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,704494,386877.57
Ministry of Defence,Ministry of Defence,26/10/2010,Purchase of buildings and military equipment ,Defence Estates,CHAPO-KOULENDROS JV,5000044133,385980.97
Ministry of Defence,Ministry of Defence,05/10/2010,Purchase of inventory and services ,Defence Equipment & Support,BLAKLEY ELECTRICS LTD,700372,379003.91
Ministry of Defence,Ministry of Defence,27/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,710958,370189.52
Ministry of Defence,Ministry of Defence,18/10/2010,Externally delivered education and training.,Defence Equipment & Support,NATIONAL SCHOOL OF GOVERNMENT,200000009886,366545.00
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Research,Programme Office,SELEX GALILEO LIMITED,V - 9000127339 - 00093613,364595.74
Ministry of Defence,Ministry of Defence,08/10/2010,Property leases,Defence Estates,ROSELEAD LIMITED,702555,364168.58
Ministry of Defence,Ministry of Defence,18/10/2010,Property leases,Defence Estates,COVESEA LIMITED,706159,361070.94
Ministry of Defence,Ministry of Defence,25/10/2010,Externally delivered education and training.,Navy Command,VT FLAGSHIP LTD,710066,358682.00
Ministry of Defence,Ministry of Defence,26/10/2010,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,710501,356999.94
Ministry of Defence,Ministry of Defence,25/10/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,709782,355915.11
Ministry of Defence,Ministry of Defence,27/10/2010,Estate management,Land Forces,SODEXO LTD,711222,355888.21
Ministry of Defence,Ministry of Defence,18/10/2010,Medical treatment & stores and welfare services.,Land Forces,GUY'S & ST THOMAS NHS FOUNDATION TRUST,5000043688,355757.85
Ministry of Defence,Defence Science and Technology Laboratory,15/10/2010,Sub Contracted Work,Programme Office,QINETIQ LIMITED,V - 9000126964 - 00092375,354635.00
Ministry of Defence,Ministry of Defence,04/10/2010,Purchase of inventory and services ,Defence Equipment & Support,HESCO BASTION LTD,699937,352302.12
Ministry of Defence,Ministry of Defence,21/10/2010,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,707986,346857.76
Ministry of Defence,Ministry of Defence,22/10/2010,Estate management,Command Joint Operations,SODEXO LTD,5000044041,345737.61
Ministry of Defence,Ministry of Defence,15/10/2010,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,705887,343951.38
Ministry of Defence,Ministry of Defence,07/10/2010,Estate management,Air Command,SERCO LIMITED,701992,343550.73
Ministry of Defence,Ministry of Defence,11/10/2010,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,703153,331760.88
Ministry of Defence,Defence Support Group,14/10/2010,Software maint,Corporate,CAPGEMINI,000000447287,329931.25
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000126555 - 00091797,327386.85
Ministry of Defence,Ministry of Defence,14/10/2010,Estate management,Land Forces,SODEXO LTD,705101,327213.13
Ministry of Defence,Ministry of Defence,19/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,706818,326835.25
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Local Authority Rates,Infrastructure,WILTSHIRE COUNTY COUNCIL,V - 9000126491 - 00091347,324399.00
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Local Authority Rates,Infrastructure,WILTSHIRE COUNTY COUNCIL,V - 9000127268 - 00093422,324399.00
Ministry of Defence,Ministry of Defence,05/10/2010,Medical treatment & stores and welfare services.,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,700405,324291.50
Ministry of Defence,Ministry of Defence,06/10/2010,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,701388,322447.00
Ministry of Defence,Ministry of Defence,11/10/2010,Estate management,Defence Estates,SERCO LIMITED,703196,318850.25
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,V - 9000127148 - 00092306,310000.00
Ministry of Defence,Ministry of Defence,18/10/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,706017,308227.11
Ministry of Defence,Ministry of Defence,26/10/2010,Purchase of inventory and services ,Defence Equipment & Support,THISTLE GARMENTS LTD,710613,307212.37
Ministry of Defence,Ministry of Defence,29/10/2010,Estate management,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,712548,305683.03
Ministry of Defence,Ministry of Defence,15/10/2010,Payment of utilities,Command Joint Operations,VEOLIA WATER OUTSOURCING LIMITED,153524,303448.55
Ministry of Defence,Ministry of Defence,15/10/2010,Purchase of buildings and military equipment ,Defence Estates,DEBUT SERVICES LIMITED,705389,303428.88
Ministry of Defence,Ministry of Defence,22/10/2010,Design services and minor equipment purchases,Air Command,T.G. POWER LTD,709376,300626.13
Ministry of Defence,Ministry of Defence,29/10/2010,International contributions,Central TLB,THE BRITISH COUNCIL,712526,300000.00
Ministry of Defence,Ministry of Defence,05/10/2010,Purchase of inventory and services ,Defence Equipment & Support,THISTLE GARMENTS LTD,700768,292646.82
Ministry of Defence,Ministry of Defence,22/10/2010,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,708703,291044.99
Ministry of Defence,Ministry of Defence,01/10/2010,Medical treatment & stores and welfare services.,Land Forces,SSAFA GSTT CARE LLP,5000042839,289745.42
Ministry of Defence,Ministry of Defence,27/10/2010,Grants to NDPBs,Land Forces,THE GURKHA WELFARE TRUST,711269,289166.66
Ministry of Defence,Ministry of Defence,20/10/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,707519,288431.22
