ALB Code,Public Sector Procurement Expenditure Survey Category ,Supplier,Net Amount £
Firebuy,LEARNING AND DEVELOPMENT,BASIS LTD,"4,640.50"
Firebuy,LEARNING AND DEVELOPMENT MATERIALS,DEVON & CORNWALL CONSTABULARY,"1,000.00"
Firebuy,LEARNING AND DEVELOPMENT SERVICES,CLB LITTLEJOHN FRAZER,"3,250.00"
Firebuy,LEARNING AND DEVELOPMENT SERVICES,ESI INTERNATIONAL,"1,495.00"
Firebuy,LEASING,LEASE PLAN UK,"4,830.67"
Firebuy,LEASING,LEX AUTOLEASE,"19,343.40"
Firebuy,LEASING,LONDON FIRE & EMERG PLANNING AUTH,"9,203.78"
Firebuy,LEASING,OGILVIE FLEET LTD,"3,959.92"
Firebuy,LEGAL CONSULTANCY,BROWNE JACOBSON LLP,"165,383.51"
Firebuy,LEGAL CONSULTANCY,BURGES SALMON LLP,"25,086.50"
Firebuy,LEGAL CONSULTANCY,GREATER MANCHESTER FIRE & RESCUE,"3,000.00"
Firebuy,LEGAL CONSULTANCY,PINSENT MASON  SOLICITORS,"477,479.95"
Firebuy,LEGAL CONSULTANCY,PKF (UK) LLP,"22,720.00"
Firebuy,MAINTENANCE AND SUPPORT,FIDONET REGISTRATION SERVICES LTD,"5,385.50"
Firebuy,MANAGED / OUTSOURCED SERVICES,FIDONET REGISTRATION SERVICES LTD,"59,416.24"
Firebuy,MANAGED / OUTSOURCED SERVICES,NOTTINGHAMSHIRE CC,"33,332.67"
Firebuy,MARKETING,BIP SOLUTIONS LTD,541.75
Firebuy,MARKETING,CAPITA BUSINESS SERVICES LTD,"1,800.00"
Firebuy,MARKETING,INGENIUM-IDS LTD,"1,400.00"
Firebuy,MARKETING,PRONTAPRINT REIGATE,"1,363.50"
Firebuy,MARKETING,SCANIA (GREAT BRITAIN) LTD,"4,343.98"
Firebuy,MARKETING,STAFFORD SHOWGROUND LIMITED,"2,011.20"
Firebuy,MARKETING,WEST MIDLANDS FRS TRAINING CENTRE,807.72
Firebuy,OFFICE CONSUMABLES,RBS OFFICE SUPPLIES LTD,"4,579.30"
Firebuy,OFFICE SUPPLIES,GB OFFICE GROUP LTD,"1,331.39"
Firebuy,OFFICE SUPPLIES,PSCA INTERNATIONAL LTD,"2,000.00"
Firebuy,POST AND COURIER,COMPANY BARCLAYCARD,512.80
Firebuy,PRINT,PANDA PRESS (STONE) LTD(B/R),540.00
Firebuy,PRINT,PRONTAPRINT REIGATE,558.50
Firebuy,PRINT,RBS OFFICE SUPPLIES LTD,923.07
Firebuy,PROCUREMENT CONSULTANCY,BASIS LTD,965.50
Firebuy,PROCUREMENT CONSULTANCY,COLIN FRANCIS,"66,715.16"
Firebuy,PROCUREMENT CONSULTANCY,CORPORATE CLOTHING ADVISORY SERVICE,"10,007.74"
Firebuy,PROCUREMENT CONSULTANCY,DIVERSE MANAGEMENT CONSULTING,"62,160.00"
Firebuy,PROCUREMENT CONSULTANCY,FRED HARVEY ASSOCIATES,"1,000.00"
Firebuy,PROCUREMENT CONSULTANCY,HM REVENUE & CUSTOMS,"2,559.23"
Firebuy,PROCUREMENT CONSULTANCY,LONDON FIRE & EMERG PLANNING AUTH,"327,940.09"
Firebuy,PROCUREMENT CONSULTANCY,MR R W MAGGS,"45,506.85"
Firebuy,PROCUREMENT CONSULTANCY,MVT PROCUREMENT SOLUTIONS LTD,"52,136.25"
Firebuy,PROCUREMENT CONSULTANCY,NOTTINGHAMSHIRE CC,752.33
Firebuy,PROCUREMENT CONSULTANCY,PURCON LTD,"2,268.00"
Firebuy,PROCUREMENT CONSULTANCY,STAFFORDSHIRE FIRE & RESCUE SERVICE,"59,193.18"
Firebuy,PROCUREMENT CONSULTANCY,VEHICLE CERTIFICATION AGENCY,"40,000.00"
Firebuy,PROMOTION,CAVA MEDIA LTD,500.00
Firebuy,PROMOTION,EMERGENCY SERVICES (MMC) LTD,"2,040.00"
Firebuy,PROMOTION,KABLE/GUARDIAN NEWS & MEDIA LTD,"3,400.00"
Firebuy,PROMOTION,NEWSWEAVER,"3,881.92"
Firebuy,PROMOTION,OCEAN MEDIA GROUP LTD,"5,194.50"
Firebuy,PROMOTION,REDEYE DISPLAY & GRAPHICS,663.00
Firebuy,PROMOTION,WEST MIDLANDS FRS TRAINING CENTRE,541.00
Firebuy,RAIL,COMPANY BARCLAYCARD,"11,657.05"
Firebuy,REPROGRAPHICS,CANON (UK) LTD,"6,864.53"
Firebuy,SOFTWARE,DUE NORTH LTD,"4,320.00"
Firebuy,SOFTWARE,FIDONET REGISTRATION SERVICES LTD,741.00
Firebuy,SOFTWARE,NORTH ATLANTIC SYSTEMS LTD,"13,345.00"
Firebuy,SPECIALSIT CONTRACTOR,COLIN TANDY,593.02
Firebuy,STRATEGIC CONSULTANCY,CLB LITTLEJOHN FRAZER,"31,427.00"
Firebuy,STRATEGIC CONSULTANCY,DCLG,"13,433.60"
Firebuy,SYSTEMS DELIVERY,FIDONET REGISTRATION SERVICES LTD,"8,000.00"
Firebuy,TECHNICAL SERVICES,ADIDO SOLUTIONS LIMITED,"7,800.00"
Firebuy,TECHNICAL SERVICES,ALIENATION DIGITAL LTD,"4,470.00"
Firebuy,TECHNICAL SERVICES,VEHICLE CERTIFICATION AGENCY,"20,000.00"
Firebuy,TELECOMS,BT PLC,"5,204.68"
Firebuy,TELECOMS,O2 (UK) LIMITED,"2,008.12"
Firebuy,TELECOMS,STAFFORDSHIRE FIRE & RESCUE SERVICE,"2,685.91"
Firebuy,TELECOMS,VODAFONE LTD,"2,151.66"
Firebuy,UNCLASSIFIED,HM REVENUE & CUSTOMS,"23,488.06"
Firebuy,WAREHOUSE AND STORAGE,HORSLEYS REMOVALS OF STAFFORD,"1,040.00"
Firebuy,WAREHOUSE AND STORAGE,SHURGARD UK OPERATIONS LTD,"2,275.56"
