Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,2295, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,1875, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,34588, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,10902, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,13125, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,7130, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,13875, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,35343, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,7728, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/09/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1033615,58310, -Flexible Computing Service,FY5 3TA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/09/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,M J FERGUSON LTD,1033734,167164,Leased Buildings - Clearing,CM12 0BT,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/09/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,M J FERGUSON LTD,1033734,102670.18,Leased Buildings - Clearing,CM12 0BT,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/09/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1033766,13.98, -Telecommunications,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/09/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",ZYLAB UK LTD,1033824,124.44, -Criminal Law and Prosecution Work,GU19 5AT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/09/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",SAFESTORE LTD,1033941,242.5, -Criminal Law and Prosecution Work,M16 9HQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/09/2011,Taxis,Knowledge and Innovation Group - Government Office For Science,GROSVENOR CARS,1033955,19.2, -Taxis,NE6 5DE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/09/2011,Taxis,Knowledge and Innovation Group - Government Office For Science,GROSVENOR CARS,1033955,3.46, -Taxis,NE6 5DE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/09/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1033967,-43.52, -Stationery,LE41 9GS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/09/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,COMPANIES HOUSE,1034008,4.7, -ICT Business Specific Application Services,CF14 3UZ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/09/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,COMPANIES HOUSE,1034008,-4.7, -ICT Business Specific Application Services,CF14 3UZ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/09/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,COMPANIES HOUSE,1034008,3.99, -ICT Business Specific Application Services,CF14 3UZ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,EDUSERV TECHNOLOGIES LTD,1034009,1605, -ICT Infrastructure Specific Service,BA1 1SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,EDUSERV TECHNOLOGIES LTD,1034009,5388, -ICT Infrastructure Specific Service,BA1 1SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/09/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,COMPANIES HOUSE,1034012,3.99, -ICT Business Specific Application Services,CF14 3UZ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/09/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,COMPANIES HOUSE,1034013,3.99, -ICT Business Specific Application Services,CF14 3UZ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/09/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,COMPANIES HOUSE,1034015,3.99, -ICT Business Specific Application Services,CF14 3UZ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/09/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034023,8853.9, -Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/09/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034024,39149.83, -Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Telecommunications (Programme),Business & Skills Group - Enterprise Directorate,COI COMMUNICATIONS,1034033,352540.2, -Telecommunications (Programme),SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1034039,514726.22, -Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Higher Education - Student Funding,STUDENT LOANS  CO LTD (INVEST TO SAVE),1034039,7339109.93, -Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,M J FERGUSON LTD,1034066,29821.33, -Maintenance,CM12 0BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/09/2011,Rates,Finance & Commercial Group - Commercial Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),1034067,199.89, -Rates,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/09/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1034068,702.9, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/09/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1034077,1061.62, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/09/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1034078,108.44, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/09/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1034078,44.73, -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Market Frameworks - Labour Market,ACAS,1034081,3200000, -Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Hotels Overseas,Market Frameworks - Europe Trade & International Directorate,SILKEN BERLAYMONT HOTEL,1034082,189.41, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,SILKEN BERLAYMONT HOTEL,1034083,113.12, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Hotels Overseas,Market Frameworks - Consumer and Competition Policy,SILKEN BERLAYMONT HOTEL,1034084,86.81, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Services,SILKEN BERLAYMONT HOTEL,1034085,127.15, -Hotels Overseas,B-1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Mobile Call Charges,Finance & Commercial Group - Finance Group,VODAFONE LTD,1034097,32.17, -Mobile Call Charges,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,CARBON PROGRAMMES (PTY) LTD,1034098,5000, -Research & Development Expenditure (Programme),8001,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,ARLINGTON BUSINESS PARKS PARTNERSHIP,1034110,28685.1, -Accommodation Rentals,RG7 4SA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Other Overseas Travel & Subsistence,Market Frameworks - Labour Market,UK REPRESENTATION TO THE EU BRUSSELS (BRITISH EMBASSY),1034115,600.33, -Other Overseas Travel & Subsistence,1000,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,ARLINGTON BUSINESS PARKS PARTNERSHIP,1034118,6915, -Service Charges,RG7 4SA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1034125,160, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1034125,156, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Business & Skills Group - Further Education & Skills Investment,SKILLS FUNDING AGENCY,1034128,331538000, -Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),CV1 2WT,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2011,Other Telephone Costs,Business & Skills Group - Business & Skills,INTERCALL CONFERENCING SERVICES LTD,1034134,29.38, -Other Telephone Costs,GL4 3HX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2011,Other Telephone Costs,Business & Skills Group - Business & Skills,INTERCALL CONFERENCING SERVICES LTD,1034135,86.18, -Other Telephone Costs,GL4 3HX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2011,Other Telephone Costs,Business & Skills Group - Business & Skills,INTERCALL CONFERENCING SERVICES LTD,1034136,60.48, -Other Telephone Costs,GL4 3HX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/09/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1034137,44000, -Accommodation Rentals,G2 6UA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/09/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1034137,4308.5, -Service Charges,G2 6UA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/09/2011,Flexible Computing Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034139,15807, -Flexible Computing Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1034140,734.75, -Publications,SM2 5AS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/09/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034141,8807.5, -Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/09/2011,Outsourced Programme Management Services,"Legal, People & Communications Group - Innovation Capability Team",FUJITSU SERVICES LTD,1034146,5500, -Outsourced Programme Management Services,WA3 9BD,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/09/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034147,2855.04, -Standard Desktop Services (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/09/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1034148,78.24, -Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,JOLLY HOTEL DU GRAND SABLON,1034151,153.46, -Hotels Overseas,.,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1034161,20, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/09/2011,Hotels Overseas,Knowledge and Innovation Group - Government Office For Science,BRUSSELS EUROPA,1034163,84.18, -Hotels Overseas,1040,,,,Administration
