ALB,Supplier,Net Amount £
The Standards Board for England,TIGER ATRIUM LTD.,"9,768.85"
The Standards Board for England,PUKKA FILMS,"9,638.13"
The Standards Board for England,MANCHESTER CITY FOOTBALL CLUB,"9,158.15"
The Standards Board for England,PITNEY BOWES LTD,"8,705.00"
The Standards Board for England,TNT UK LTD,"8,575.12"
The Standards Board for England,REMARC TECHNOLOGIES,"8,336.63"
The Standards Board for England,CHARTERHOUSE VOICE &DATA PLC,"8,334.01"
The Standards Board for England,PINSENT MASONS LLP,"7,931.25"
The Standards Board for England,ANCORIS LIMITED,"7,836.88"
The Standards Board for England,SELLICK PARTNERSHIPS,"7,277.36"
The Standards Board for England,IRWIN MITCHELL SOLICITORS,"6,691.38"
The Standards Board for England,NOVOTEL HOTELS - WATERLOO,"6,615.45"
The Standards Board for England,CHUBB ELECTRONIC SECURITY LTD,"6,332.03"
The Standards Board for England,NEWSPAPER LICENSING AGENCY,"6,157.12"
The Standards Board for England,C360 SOLUTIONS,"6,090.59"
The Standards Board for England,SPSS (UK) LTD,"5,908.77"
The Standards Board for England,BRINTEX,"5,578.57"
The Standards Board for England,SHRED-IT LTD,"5,425.90"
The Standards Board for England,INFRASTRUCT,"5,175.00"
The Standards Board for England,FIRST TASTE,"5,020.58"
The Standards Board for England,THE REWARD PARTNERSHIP,"4,950.00"
The Standards Board for England,CITY INN (MANCHESTER),"4,921.16"
The Standards Board for England,PITNEY BOWES FINANCE PLC,"4,862.03"
The Standards Board for England,FEDERATION AGAINST SOFTWARE TH,"4,824.25"
The Standards Board for England,RACKSPACE MANAGED HOSTING LTD,"4,789.92"
The Standards Board for England,HEADWAY RECRUITMENT,"4,783.48"
The Standards Board for England,WATERLOW LEGAL & REGULATORYLTD,"4,638.03"
The Standards Board for England,KEY PERSONNEL GROUP,"4,559.59"
The Standards Board for England,THE WORD CENTRE,"4,545.88"
The Standards Board for England,THE LAW SOCIETY,"4,523.95"
The Standards Board for England,SHL LTD,"4,508.70"
The Standards Board for England,COPTHORNE HOTEL BIRMINGHAM,"4,431.00"
The Standards Board for England,ASHFORDS,"4,068.44"
The Standards Board for England,SOLACE ENTERPRISES,"4,010.50"
The Standards Board for England,PHILLPOTTS CATERING,"3,861.30"
The Standards Board for England,INFORMA PROFESSIONAL,"3,823.75"
The Standards Board for England,THE RECRUITMENT BUSINESS,"3,735.63"
The Standards Board for England,SIRVA UK LTD T/A PICKFORDS,"3,730.29"
The Standards Board for England,WITPARTNERSHIP LTD,"3,702.30"
The Standards Board for England,MATRIX CHAMBERS,"3,557.64"
The Standards Board for England,NODE 4 LIMITED,"3,450.00"
The Standards Board for England,CHAPEL PRESS,"3,409.00"
The Standards Board for England,SWEET AND MAXWELL,"3,375.25"
The Standards Board for England,SQUIRREL STORAGE,"3,280.17"
The Standards Board for England,AXA PPP HEALTHCARE,"3,268.37"
The Standards Board for England,LGG,"3,096.82"
The Standards Board for England,BASIS LIMITED,"3,069.69"
The Standards Board for England,COMPUTER ASSOCIATES UK LTD,"3,043.03"
The Standards Board for England,FARTHINGS HOTEL,"2,950.50"
The Standards Board for England,SAP (UK) LTD,"2,915.25"
The Standards Board for England,THE STATIONERY OFFICE LTD,"2,802.00"
The Standards Board for England,OCE FINANCE,"2,781.64"
The Standards Board for England,BAILEY GARDINER CARS LTD,"2,721.11"
The Standards Board for England,SAINSBURY,"2,718.10"
The Standards Board for England,BPP PROFESSIONAL EDUCATION,"2,703.13"
The Standards Board for England,BRITISH GAS,"2,688.34"
The Standards Board for England,CLERKS & COUNCILS DIRECT,"2,679.50"
The Standards Board for England,PDP,"2,356.37"
The Standards Board for England,OASIS INTERIOR LANDSCAPING,"2,259.60"
The Standards Board for England,BSI BUSINESS SOLUTIONS,"2,232.50"
The Standards Board for England,WESTMINSTER EXPLAINED,"2,138.50"
The Standards Board for England,INDISPLAY LTD,"2,099.73"
The Standards Board for England,PEARSON PRESS LTD,"2,080.88"
The Standards Board for England,MORI,"2,050.10"
The Standards Board for England,HOLIDAY INN - TAUNTON,"1,912.58"
The Standards Board for England,CIPD ENTERPRISES,"1,880.42"
The Standards Board for England,GOVNET COMMUNICATIONS,"1,701.88"
The Standards Board for England,SYMMETRY CREATIVE,"1,692.00"
The Standards Board for England,K INTERNATIONAL,"1,688.15"
The Standards Board for England,IRON MOUNTAIN,"1,645.00"
The Standards Board for England,DOD'S PARLIAMENTARY COMMUNICAT,"1,629.26"
The Standards Board for England,SELECT DRINKS,"1,609.27"
The Standards Board for England,DALMENY HOTEL,"1,546.10"
The Standards Board for England,MALMAISON MANCHESTER,"1,539.25"
The Standards Board for England,EXPRESS DAIRIES,"1,535.84"
The Standards Board for England,ATKINS,"1,520.45"
The Standards Board for England,VIVREAU LTD,"1,519.36"
The Standards Board for England,UK SAFETY COMPLIANCE,"1,466.25"
The Standards Board for England,KENSON NETWORK ENGINEERING LTD,"1,466.25"
The Standards Board for England,IKON OFFICE SOLUTIONS,"1,443.73"
The Standards Board for England,HAY GROUP MANAGEMENT LIMITED,"1,410.00"
The Standards Board for England,ACCESS SERVICES,"1,387.50"
The Standards Board for England,ENVANTAGE LTD,"1,386.44"
The Standards Board for England,QUORUM TRAINING LTD,"1,316.00"
The Standards Board for England,HOTEL DU VIN - TUNBRIDGE WELLS,"1,306.71"
The Standards Board for England,INTERQUAD LEARNING LTD,"1,301.65"
The Standards Board for England,THE ARUNDELL ARMS,"1,221.05"
The Standards Board for England,THE CONSULTATION INSTITUTE,"1,207.59"
The Standards Board for England,WHAT IF LTD,"1,175.00"
The Standards Board for England,ROD LAIRD ORGANISATION,"1,133.89"
The Standards Board for England,I-CD PUBLISHING LIMITED,"1,116.25"
The Standards Board for England,TALKING TECHNOLOGY,"1,073.88"
The Standards Board for England,DNV CERTIFICATION LTD,"1,073.01"
The Standards Board for England,THE DERBYSHIRE HOTEL,"1,069.45"
The Standards Board for England,DATA SPACE UK,"1,058.35"
The Standards Board for England,EDWIN HILL CHARTERED SURVEYORS,"1,043.40"
The Standards Board for England,NORTHCLIFFE LOCAL MEDIA LTD,"1,042.23"
The Standards Board for England,CHINESE ARTS CENTRE,"1,035.00"
