Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,15/12/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,881147,Utilities consumed - gas,"14,393.41"
Ministry of Defence,Ministry of Defence,19/12/2011,IT and communication services,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,881963,IT Services -internal costs,"14,380.80"
Ministry of Defence,Ministry of Defence,22/12/2011,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,883779,Estate + facilities management services - accommodation inventory + service,"14,362.32"
Ministry of Defence,Ministry of Defence,30/12/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,E.P.BARRUS LTD,OX26 4UR,885172,Raw materials and consumable engineering and technical fiscal inventory purchased,"14,358.62"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of inventory and services ,Central TLB,EBSCO INTERNATIONAL INC,EN5 1NZ,877994,Cost of other material consumed,"14,340.90"
Ministry of Defence,Ministry of Defence,08/12/2011,Medical treatment & stores and welfare services,Land Forces,SERVICES SOUND & VISION CORPORATION,SL9 8TN,878230,Welfare services including sports equipment and ministers of religion.,"14,334.00"
Ministry of Defence,Ministry of Defence,05/12/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,876315,Research and development excluding defence science and technology laboratory,"14,234.36"
Ministry of Defence,Ministry of Defence,22/12/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,883688,Equipment support non-project costs,"14,213.23"
Ministry of Defence,Ministry of Defence,13/12/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,879935,Cost of other material consumed,"14,202.40"
Ministry of Defence,Ministry of Defence,14/12/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,880515,Utilities consumed - gas,"14,187.88"
Ministry of Defence,Ministry of Defence,29/12/2011,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,884789,Works services - excluding United States forces/NATO + married quarters,"14,141.58"
Ministry of Defence,Ministry of Defence,19/12/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,881996,Freight movement costs,"14,103.35"
Ministry of Defence,Ministry of Defence,23/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",LN5 9NB,884279,Equipment support non-project costs,"14,073.70"
Ministry of Defence,Ministry of Defence,21/12/2011,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,882999,Consumption of engineering and technical inventory,"14,059.32"
Ministry of Defence,Ministry of Defence,19/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,SALT SEPARATION SERVICES LIMITED,OL11 1AP,882346,Equipment support project costs,"14,038.00"
Ministry of Defence,Ministry of Defence,16/12/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,881803,Cost of other material consumed,"14,000.54"
Ministry of Defence,Ministry of Defence,09/12/2011,Spend on Inventory - General,Air Command,FORBO FLOORING UK LIMITED,DE5 3NT,878536,Spend on Inventory - General,"13,988.27"
Ministry of Defence,Ministry of Defence,13/12/2011,Spend on Inventory - General,Defence Equipment & Support,C F ANDERSON & SON LIMITED,C06 1HD,879575,Spend on Inventory - General,"13,911.16"
Ministry of Defence,Ministry of Defence,01/12/2011,Payment of utilities,Navy Command,GB OILS LIMITED,FK5 4RB,874881,Utilities consumed - heating oil,"13,882.19"
Ministry of Defence,Ministry of Defence,15/12/2011,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,881104,Utilities consumed - electricity,"13,869.78"
Ministry of Defence,Ministry of Defence,06/12/2011,Payment of utilities,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,877220,Utilities consumed - heating oil,"13,818.96"
Ministry of Defence,Ministry of Defence,19/12/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,882385,Utilities consumed - electricity,"13,807.21"
Ministry of Defence,Ministry of Defence,05/12/2011,Payment of utilities,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,876314,Utilities consumed - gas,"13,769.40"
Ministry of Defence,Ministry of Defence,09/12/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,878366,Cost of clothing and textile services received,"13,755.89"
Ministry of Defence,Ministry of Defence,21/12/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,882999,Consumption of engineering and technical inventory,"13,727.24"
Ministry of Defence,Ministry of Defence,06/12/2011,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,876792,Cost of other material consumed,"13,726.11"
Ministry of Defence,Ministry of Defence,05/12/2011,Medical treatment & stores and welfare services,Command Joint Operations,ALLIANCE MEDICAL LIMITED,CV34 6DA,876178,Medical-non hospital treatment,"13,712.04"
Ministry of Defence,Ministry of Defence,20/12/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,882636,Utilities consumed - heating oil,"13,602.07"
Ministry of Defence,Defence Science and Technology Laboratory,16/12/2011,Professional Services,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000138642 - 00123705,,"13,586.98"
Ministry of Defence,Ministry of Defence,01/12/2011,Estate management,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,874790,Works - estate management,"13,576.50"
Ministry of Defence,Ministry of Defence,07/12/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,877459,Utilities consumed - heating oil,"13,571.40"
Ministry of Defence,Ministry of Defence,30/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,885246,Equipment support non-project costs,"13,559.25"
Ministry of Defence,Ministry of Defence,19/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,881809,Consumption of medical dental and veterinary inventory,"13,513.04"
Ministry of Defence,Ministry of Defence,21/12/2011,Administration,Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,883187,General administration,"13,484.23"
Ministry of Defence,Ministry of Defence,01/12/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,874790,Research and development incurred on projects with defence science and technology laboratory,"13,378.25"
Ministry of Defence,Ministry of Defence,14/12/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,879993,Transport other operating lease,"13,375.78"
Ministry of Defence,Ministry of Defence,16/12/2011,Estate management,Air Command,XEROX (UK) LIMITED,BN13 1QG,881801,Estate + facilities management services - accommodation inventory + service,"13,350.00"
Ministry of Defence,Ministry of Defence,01/12/2011,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,875118,Military short term detached duty,"13,331.00"
Ministry of Defence,Ministry of Defence,07/12/2011,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000006306,Spend on Inventory - General,"13,329.00"
Ministry of Defence,Ministry of Defence,22/12/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,884164,Estate + facilities management services - accommodation inventory + service,"13,299.79"
Ministry of Defence,Ministry of Defence,01/12/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,874750,Cost of other material consumed,"13,271.77"
Ministry of Defence,Ministry of Defence,19/12/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,882078,Medical health services,"13,192.79"
Ministry of Defence,Ministry of Defence,21/12/2011,Payment of utilities,Air Command,PACE FUELCARE LIMITED,TW20 9AB,883404,Utilities consumed - heating oil,"13,162.17"
Ministry of Defence,Ministry of Defence,20/12/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,882661,Medical health services,"13,150.55"
Ministry of Defence,Ministry of Defence,02/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,DT9 4JW,875330,Equipment support non-project costs,"13,000.00"
Ministry of Defence,Ministry of Defence,14/12/2011,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,880012,Cost of other material consumed,"12,983.01"
Ministry of Defence,Ministry of Defence,09/12/2011,Spend on Inventory - General,Defence Equipment & Support,INDUSTRIAL ACOUSTICS CO LTD,SO23 7US,878600,Spend on Inventory - General,"12,967.50"
Ministry of Defence,Ministry of Defence,06/12/2011,IT and communication services,Central TLB,RACKSPACE LIMITED,UB11 1ET,877113,Information technology services,"12,938.00"
Ministry of Defence,Ministry of Defence,21/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,883483,Equipment support project costs,"12,921.91"
Ministry of Defence,Ministry of Defence,21/12/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,882999,Consumption of engineering and technical inventory,"12,877.32"
Ministry of Defence,Ministry of Defence,08/12/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000012972,Defence military assistance fund international subscriptions and other payments,"12,876.30"
Ministry of Defence,Ministry of Defence,14/12/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,880158,Freight movement costs,"12,730.27"
Ministry of Defence,Ministry of Defence,12/12/2011,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,LA14 1AF,878949,Spend on Inventory - General,"12,684.00"
Ministry of Defence,Ministry of Defence,07/12/2011,Payment of utilities,Air Command,WATSON PETROLEUM LTD,SN15 5DN,877798,Utilities consumed - heating oil,"12,652.20"
Ministry of Defence,Ministry of Defence,06/12/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,876740,Transport other operating lease,"12,639.45"
Ministry of Defence,Ministry of Defence,23/12/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,884420,Freight movement costs,"12,560.31"
Ministry of Defence,Ministry of Defence,23/12/2011,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,884384,Estate + facilities management services - accommodation inventory + service,"12,536.06"
Ministry of Defence,Ministry of Defence,21/12/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,882911,Consumption of medical dental and veterinary inventory,"12,524.25"
Ministry of Defence,Ministry of Defence,12/12/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,879499,Cost of other material consumed,"12,520.76"
Ministry of Defence,Ministry of Defence,05/12/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,876329,Freight movement costs,"12,497.17"
Ministry of Defence,Ministry of Defence,02/12/2011,Fees for professional services,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,875455,Fees for professional services excluding legal fees,"12,495.05"
Ministry of Defence,Ministry of Defence,06/12/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,876966,Fees for professional services excluding legal fees,"12,468.72"
Ministry of Defence,Ministry of Defence,05/12/2011,Property leases,Navy Command,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,876345,Property dwellings private finance initiative - service concession arrangement service charge,"12,466.85"
Ministry of Defence,Ministry of Defence,16/12/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DB SCHENKER RAIL (UK) LTD,DN4 5PN,881360,Freight movement costs,"12,407.17"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,877819,Consumption of medical dental and veterinary inventory,"12,374.53"
Ministry of Defence,Ministry of Defence,15/12/2011,Spend on Inventory - General,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,TW16 7EF,880612,Spend on Inventory - General,"12,340.09"
Ministry of Defence,Ministry of Defence,16/12/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,881694,Cost of food services,"12,317.62"
Ministry of Defence,Ministry of Defence,14/12/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,879981,Estate + facilities management services - accommodation inventory + service,"12,307.87"
Ministry of Defence,Ministry of Defence,21/12/2011,Purchase of inventory and services ,Defence Equipment & Support,C F ANDERSON & SON LIMITED,C06 1HD,883014,Consumption of general inventory,"12,294.93"
Ministry of Defence,Ministry of Defence,29/12/2011,Food and clothing,Central TLB,SODEXO LTD,M50 0AL,885039,Cost of food services,"12,231.92"
Ministry of Defence,Ministry of Defence,22/12/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,883914,Medical health services,"12,212.97"
Ministry of Defence,Ministry of Defence,14/12/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,879981,Estate + facilities management services - accommodation inventory + service,"12,176.33"
Ministry of Defence,Ministry of Defence,09/12/2011,Externally delivered education and training,Air Command,AGUSTAWESTLAND LIMITED,BA20 2YB,878346,External military training ,"12,149.00"
Ministry of Defence,Ministry of Defence,12/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,878900,Consumption of medical dental and veterinary inventory,"12,132.88"
Ministry of Defence,Ministry of Defence,21/12/2011,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,883612,Oil and lubricants consumed excluding those from the inventory system,"12,126.57"
Ministry of Defence,Ministry of Defence,21/12/2011,"Transportation of personnel, freight and travel expenses",Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,883187,Movement of service personnel,"12,111.22"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,877884,Cost of other material consumed,"12,067.29"
Ministry of Defence,Ministry of Defence,13/12/2011,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,879554,Cost of other material consumed,"12,016.98"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of inventory and services ,Land Forces,SANOFI PASTEUR MSD LTD,SL6 1QP,878213,Consumption of medical dental and veterinary inventory,"12,014.69"
Ministry of Defence,Ministry of Defence,22/12/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,883798,Feasibility studies covering concept/assessment phase costs,"12,000.00"
Ministry of Defence,Ministry of Defence,14/12/2011,"Public relations, including marketing and advertising.",Central TLB,GROSVENOR TELEVISION PRODUCTIONS LIMITED,W1F 9AD,880196,Public relations services including items such as sales marketing and advertising,"11,998.50"
Ministry of Defence,Ministry of Defence,23/12/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,884734,Fiscal asset under construction - capital in year addition,"11,974.11"
Ministry of Defence,Ministry of Defence,14/12/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,880188,Utilities consumed - heating oil,"11,970.21"
Ministry of Defence,Ministry of Defence,08/12/2011,"Transportation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000012974,Movement of service personnel,"11,962.58"
Ministry of Defence,Ministry of Defence,02/12/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,875403,Medical health services,"11,943.65"
Ministry of Defence,Ministry of Defence,06/12/2011,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,877220,Oil and lubricants consumed excluding those from the inventory system,"11,925.17"
Ministry of Defence,Ministry of Defence,23/12/2011,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,884751,Oil and lubricants consumed excluding those from the inventory system,"11,925.16"
Ministry of Defence,Ministry of Defence,22/12/2011,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,883948,Spend on Inventory - General,"11,898.02"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,C06 1HD,877913,Consumption of general inventory,"11,860.85"
Ministry of Defence,Ministry of Defence,05/12/2011,Medical treatment & stores and welfare services,Central TLB,ALLIANCE MEDICAL LIMITED,CV34 6DA,876178,Medical-non hospital treatment,"11,837.49"
Ministry of Defence,Ministry of Defence,01/12/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,874912,Medical health services,"11,782.84"
Ministry of Defence,Ministry of Defence,20/12/2011,Spend on Inventory - General,Defence Equipment & Support,GE AVIATION SYSTEMS LIMITED,GL52 8SF,882637,Spend on Inventory - General,"11,719.99"
Ministry of Defence,Ministry of Defence,15/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,E.P.BARRUS LTD,OX26 4UR,880768,Equipment support non-project costs,"11,678.30"
Ministry of Defence,Ministry of Defence,20/12/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,882538,Cost of other material consumed,"11,673.89"
Ministry of Defence,Ministry of Defence,01/12/2011,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,874790,Intangible single use military equipment asset  - in year capital addition,"11,671.31"
Ministry of Defence,Ministry of Defence,21/12/2011,Fees for professional services,Land Forces,QINETIQ LIMITED,PO12 2AG,883435,Fees for professional services excluding legal fees,"11,656.40"
Ministry of Defence,Ministry of Defence,09/12/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,878447,Medical health services,"11,539.62"
Ministry of Defence,Ministry of Defence,05/12/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,876688,Cost of other material consumed,"11,532.20"
Ministry of Defence,Ministry of Defence,21/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,883079,Equipment support non-project costs,"11,528.84"
Ministry of Defence,Ministry of Defence,14/12/2011,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,880179,Medical-non hospital treatment,"11,480.13"
Ministry of Defence,Ministry of Defence,20/12/2011,Design services and minor equipment purchases,Air Command,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,882623,Equipment support non-project costs,"11,464.41"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,877956,Cost of other material consumed,"11,412.36"
Ministry of Defence,Ministry of Defence,05/12/2011,"Transportation of personnel, freight and travel expenses",Air Command,DSV AIR & SEA LIMITED,M22 4NY,876329,Freight movement costs,"11,369.60"
Ministry of Defence,Ministry of Defence,06/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,FENN NIGHT VISION LIMITED,GU14 6UU,876896,Post design services which are not capitalised,"11,360.37"
Ministry of Defence,Ministry of Defence,15/12/2011,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,880621,Works - estate management,"11,356.40"
Ministry of Defence,Ministry of Defence,12/12/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000012992,Defence military assistance fund international subscriptions and other payments,"11,343.06"
Ministry of Defence,Ministry of Defence,21/12/2011,Food and clothing,Air Command,COTSWOLD OUTDOOR LTD,SN16 9SH,883061,Cost of purchasing and repairing clothing,"11,337.70"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,877884,Cost of other material consumed,"11,241.43"
Ministry of Defence,Ministry of Defence,15/12/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,881154,Fiscal asset under construction - capital in year addition,"11,232.73"
Ministry of Defence,Ministry of Defence,14/12/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,880012,Cost of other material consumed,"11,210.42"
Ministry of Defence,Ministry of Defence,20/12/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,882903,Cost of other material consumed,"11,196.71"
Ministry of Defence,Ministry of Defence,13/12/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,879608,Freight movement costs,"11,185.01"
Ministry of Defence,Ministry of Defence,07/12/2011,IT and communication services,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,877490,Computer equipment costing below the capitalisation threshold,"11,162.50"
Ministry of Defence,Ministry of Defence,07/12/2011,Purchase of general transport equipment,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000012954,Transport other asset - in year capital addition,"11,146.35"
Ministry of Defence,Ministry of Defence,14/12/2011,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000068222,Cost of food purchases,"11,130.00"
Ministry of Defence,Ministry of Defence,14/12/2011,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,880107,Cost of other material consumed,"11,094.38"
Ministry of Defence,Ministry of Defence,08/12/2011,General services and support,Air Command,CANON (UK) LIMITED,RH2 8BF,877921,Purchase of defence support equipment below capitalisation threshold of £25k.,"11,040.00"
Ministry of Defence,Ministry of Defence,23/12/2011,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,884444,Spend on Inventory - General,"10,995.61"
Ministry of Defence,Ministry of Defence,05/12/2011,Purchase of inventory and services ,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,876314,Cost of other material consumed,"10,969.38"
Ministry of Defence,Ministry of Defence,20/12/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,882819,Equipment support project costs,"10,942.55"
Ministry of Defence,Ministry of Defence,16/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,881259,Equipment support non-project costs,"10,899.44"
Ministry of Defence,Ministry of Defence,14/12/2011,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,880107,Cost of other material consumed,"10,884.04"
Ministry of Defence,Ministry of Defence,07/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,877649,Equipment support project costs,"10,877.00"
Ministry of Defence,Ministry of Defence,13/12/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,879660,Medical health services,"10,831.07"
Ministry of Defence,Ministry of Defence,22/12/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,883688,Transport other operating lease,"10,814.10"
Ministry of Defence,Ministry of Defence,22/12/2011,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,883867,Spend on Inventory - General,"10,768.65"
Ministry of Defence,Ministry of Defence,01/12/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,874706,Cost of other material consumed,"10,757.04"
Ministry of Defence,Ministry of Defence,19/12/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,882078,Fees for professional services excluding legal fees,"10,750.94"
Ministry of Defence,Ministry of Defence,23/12/2011,Purchase of inventory and services ,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",LN5 9NB,884279,Spend on Inventory - General,"10,740.03"
Ministry of Defence,Ministry of Defence,01/12/2011,Spend on Inventory - General,Defence Equipment & Support,ROYSTON LTD,NE6 3PF,875145,Spend on Inventory - General,"10,717.55"
Ministry of Defence,Ministry of Defence,13/12/2011,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,C06 1HD,879575,Consumption of general inventory,"10,716.52"
Ministry of Defence,Ministry of Defence,15/12/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,881199,Cost of other material consumed,"10,683.55"
Ministry of Defence,Ministry of Defence,21/12/2011,Payment of utilities,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,883612,Utilities consumed - heating oil,"10,625.52"
Ministry of Defence,Ministry of Defence,21/12/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,882911,Consumption of medical dental and veterinary inventory,"10,600.41"
Ministry of Defence,Ministry of Defence,05/12/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,876211,Equipment support non-project costs,"10,592.21"
Ministry of Defence,Ministry of Defence,19/12/2011,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 8PE,882400,Cost of purchasing and repairing clothing,"10,587.96"
Ministry of Defence,Ministry of Defence,19/12/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,SALT SEPARATION SERVICES LIMITED,OL11 1AP,882346,Capital spares engineering and technical inventory fiscal capital in year addition,"10,579.20"
Ministry of Defence,Ministry of Defence,08/12/2011,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,878062,Spend on Inventory - General,"10,560.68"
Ministry of Defence,Ministry of Defence,02/12/2011,Rent and rates,Land Forces,LEE BARON GROUP LIMITED,W1B 2AG,875645,Rent buildings - non civil estate property and married quarter property,"10,549.15"
Ministry of Defence,Ministry of Defence,23/12/2011,Spend on Inventory - General,Defence Equipment & Support,NP AEROSPACE LTD,CV6 5AQ,884597,Spend on Inventory - General,"10,544.42"
Ministry of Defence,Ministry of Defence,05/12/2011,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,876211,Equipment support non-project costs,"10,539.15"
Ministry of Defence,Ministry of Defence,05/12/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,876211,Transport other operating lease,"10,483.72"
Ministry of Defence,Ministry of Defence,23/12/2011,Spend on Inventory - General,Defence Equipment & Support,MEL AVIATION LTD,CO10 2YW,884528,Spend on Inventory - General,"10,483.60"
Ministry of Defence,Ministry of Defence,20/12/2011,Food and clothing,Air Command,SERCO LIMITED,RG27 9UY,882819,Cost of purchasing and repairing clothing,"10,455.25"
Ministry of Defence,Ministry of Defence,13/12/2011,IT and communication services,Defence Equipment & Support,CAPITA SECURE INFORMATION SYSTEMS LIMITED,SN14 0TW,879578,Line + telephone rental including commercial charge for use of radio frequencies,"10,409.57"
Ministry of Defence,Ministry of Defence,21/12/2011,Estate management,Air Command,SECURITAS SECURITY PERSONNEL LIMITED,NN8 6GR,883477,Works - estate management,"10,379.70"
