Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,01/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,749979,42908.00
Ministry of Defence,Ministry of Defence,01/02/2011,Externally delivered education and training.,Air Command,QINETIQ LIMITED,749979,71104.95
Ministry of Defence,Ministry of Defence,01/02/2011,IT and communication services,Land Forces,QINETIQ LIMITED,749979,19956.00
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Defence Equipment & Support,QINETIQ LIMITED,749979,11583.69
Ministry of Defence,Ministry of Defence,01/02/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,749979,1655.58
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,749985,18700.00
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,749985,83672.50
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,RAIL SETTLEMENT PLAN LIMITED,749985,458.20
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,749985,4347.60
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Defence Estates,RAIL SETTLEMENT PLAN LIMITED,749985,273.30
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,749985,99390.30
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,749985,40255.00
Ministry of Defence,Ministry of Defence,01/02/2011,Miscellaneous Administration Costs,Air Command,ROYAL MAIL GROUP PLC,750003,500.00
Ministry of Defence,Ministry of Defence,01/02/2011,Miscellaneous Administration Costs,Command Joint Operations,ROYAL MAIL GROUP PLC,750003,1599.35
Ministry of Defence,Ministry of Defence,01/02/2011,Miscellaneous Administration Costs,Land Forces,ROYAL MAIL GROUP PLC,750003,1608.65
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,ROYAL MAIL GROUP PLC,750003,55718.50
Ministry of Defence,Ministry of Defence,01/02/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,750014,470934.65
Ministry of Defence,Ministry of Defence,01/02/2011,Estate management,Air Command,SERCO LIMITED,750014,454183.69
Ministry of Defence,Ministry of Defence,01/02/2011,Fees for professional services,Central TLB,SERCO LIMITED,750014,3545.00
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Air Command,SERCO LIMITED,750014,0.77
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Central TLB,SERCO LIMITED,750014,21842.64
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Air Command,SIGN PLUS LIMITED,750020,2336.55
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Defence Equipment & Support,SIGN PLUS LIMITED,750020,19157.89
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Land Forces,SIGN PLUS LIMITED,750020,4192.32
Ministry of Defence,Ministry of Defence,01/02/2011,Design services and minor equipment purchases,Air Command,SIGNATURE FLIGHT SUPPORT UK  REGIONS LIMITED,750021,198.46
Ministry of Defence,Ministry of Defence,01/02/2011,Food and clothing,Air Command,SIGNATURE FLIGHT SUPPORT UK  REGIONS LIMITED,750021,108.46
Ministry of Defence,Ministry of Defence,01/02/2011,Fuel for military use,Air Command,SIGNATURE FLIGHT SUPPORT UK  REGIONS LIMITED,750021,230.86
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Air Command,SIGNATURE FLIGHT SUPPORT UK  REGIONS LIMITED,750021,22654.37
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of buildings and military equipment ,Defence Estates,SKANSKA UK PLC,750023,7182448.80
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,750039,48025.84
Ministry of Defence,Ministry of Defence,01/02/2011,Fees for professional services,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,750048,2669.64
Ministry of Defence,Ministry of Defence,01/02/2011,IT and communication services,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,750048,14536.90
Ministry of Defence,Ministry of Defence,01/02/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,THE MAERSK COMPANY LTD,750063,675550.00
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Central TLB,THE ROYAL MINT,750067,75480.19
Ministry of Defence,Ministry of Defence,01/02/2011,Fees for professional services,Central TLB,TNT UK LIMITED,750073,253355.61
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,750075,183360.87
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,750075,37.43
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,750075,194818.47
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Defence Estates,TOTAL GAS & POWER LIMITED,750075,5456.69
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,750075,64883.55
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,750075,12006.79
Ministry of Defence,Ministry of Defence,01/02/2011,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,750082,43794.80
Ministry of Defence,Ministry of Defence,01/02/2011,Estate management,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,750083,119109.72
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,750091,54923.04
Ministry of Defence,Ministry of Defence,01/02/2011,Externally delivered education and training.,Navy Command,UNIVERSITY OF PLYMOUTH,750096,85013.17
Ministry of Defence,Ministry of Defence,01/02/2011,Development costs for military equipment.,Defence Equipment & Support,VEGA CONSULTING SERVICES LTD,750100,3950.00
Ministry of Defence,Ministry of Defence,01/02/2011,IT and communication services,Defence Equipment & Support,VEGA CONSULTING SERVICES LTD,750100,21016.00
Ministry of Defence,Ministry of Defence,01/02/2011,IT and communication services,Navy Command,VEGA CONSULTING SERVICES LTD,750100,16767.00
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of buildings and military equipment ,Land Forces,WF ELECTRICAL PLC,750111,44258.74
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Air Command,XMA LTD,750118,13460.03
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Central TLB,XMA LTD,750118,1826.84
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,750118,41.22
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,750118,22795.81
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Defence Estates,XMA LTD,750118,1545.27
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Land Forces,XMA LTD,750118,52599.26
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Navy Command,XMA LTD,750118,3822.51
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Defence Equipment & Support,ZIMMER LIMITED,750123,26424.00
Ministry of Defence,Ministry of Defence,01/02/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,THE MAERSK COMPANY LTD,2000010681,382552.90
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,APOLLO 11 BUS CO LTD,5000049634,12300.32
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,APOLLO 11 BUS CO LTD,5000049634,441.04
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Land Forces,APOLLO 11 BUS CO LTD,5000049634,4047.91
Ministry of Defence,Ministry of Defence,01/02/2011,Estate management,Land Forces,BALFOUR BEATTY RAIL GMBH,5000049637,82971.85
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Land Forces,MABANAFT DEUTSCHLAND GMBH,5000049665,377008.40
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Land Forces,PROGAS GMBH & CO KG,5000049672,31774.98
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAILION DEUTSCHLAND AG,5000049673,7712.58
Ministry of Defence,Ministry of Defence,01/02/2011,Transport hire charges,Land Forces,RAILION DEUTSCHLAND AG,5000049673,31491.53
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Land Forces,STADTWERKE DULMEN GMBH,5000049682,24822.31
Ministry of Defence,Ministry of Defence,01/02/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010653,64.35
Ministry of Defence,Ministry of Defence,01/02/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010653,7363.21
Ministry of Defence,Ministry of Defence,01/02/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010653,1093.51
Ministry of Defence,Ministry of Defence,01/02/2011,Medical treatment & stores and welfare services.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010653,104.38
Ministry of Defence,Ministry of Defence,01/02/2011,Medical treatment & stores and welfare services.,Land Forces,FOREIGN & COMMONWEALTH OFFICE,200000010653,35.07
Ministry of Defence,Ministry of Defence,01/02/2011,Official entertainment and hospitality.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010653,146.19
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010653,68.04
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Land Forces,FOREIGN & COMMONWEALTH OFFICE,200000010653,104.65
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of general transport equipment,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010653,692.04
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010653,478.88
Ministry of Defence,Ministry of Defence,01/02/2011,Design services and minor equipment purchases,Air Command,FOREIGN & COMMONWEALTH OFFICE,200000010654,3519.51
Ministry of Defence,Ministry of Defence,01/02/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010654,174.84
Ministry of Defence,Ministry of Defence,01/02/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010654,685.33
Ministry of Defence,Ministry of Defence,01/02/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010654,659.80
Ministry of Defence,Ministry of Defence,01/02/2011,Miscellaneous Administration Costs,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010654,125.96
Ministry of Defence,Ministry of Defence,01/02/2011,Official entertainment and hospitality.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010654,364.27
Ministry of Defence,Ministry of Defence,01/02/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010654,52.15
Ministry of Defence,Ministry of Defence,01/02/2011,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000010654,384.68
Ministry of Defence,Ministry of Defence,01/02/2011,"Transporation of personnel, freight and travel expenses",Air Command,FOREIGN & COMMONWEALTH OFFICE,200000010654,7359.29
Ministry of Defence,Ministry of Defence,01/02/2011,Externally delivered education and training.,Land Forces,Van Kappel,Cash Office AP11 01,33375.28
Ministry of Defence,United Kingdom Hydrographic Office,01/02/2011,Agency staff costs,IMT Business Group,Capita Resourcing Limited,2000052654,22044.96
Ministry of Defence,Ministry of Defence,02/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,156610,38336.97
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,750128,10907.46
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,750128,370.67
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,750128,2446.94
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,750128,70503.57
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,750128,27981.51
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,750128,940.17
Ministry of Defence,Ministry of Defence,02/02/2011,Estate management,Defence Equipment & Support,ARAMARK LTD,750151,1242.13
Ministry of Defence,Ministry of Defence,02/02/2011,Food and clothing,Land Forces,ARAMARK LTD,750151,5553.60
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Defence Equipment & Support,AUSTIN HAYES LTD,750158,66678.51
Ministry of Defence,Ministry of Defence,02/02/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,B M T DEFENCE SERVICES LTD,750162,2913.84
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Defence Equipment & Support,BIRMINGHAM BARBED TAPE LTD,750187,71557.50
Ministry of Defence,Ministry of Defence,02/02/2011,Payment of utilities,Defence Equipment & Support,BP OIL UK LTD,750196,17163.68
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,750210,299.76
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Defence Equipment & Support,C F ANDERSON & SON LIMITED,750210,14304.96
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Defence Estates,C F ANDERSON & SON LIMITED,750210,2387.75
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,750210,19867.63
Ministry of Defence,Ministry of Defence,02/02/2011,Purchase of inventory and services ,Navy Command,C F ANDERSON & SON LIMITED,750210,2969.02
Ministry of Defence,Ministry of Defence,02/02/2011,Payment of utilities,Central TLB,CARNIVAL PLC,750220,114792.52
Ministry of Defence,Ministry of Defence,02/02/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,750221,4151.91
Ministry of Defence,Ministry of Defence,02/02/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,750221,24545.03
Ministry of Defence,Ministry of Defence,02/02/2011,"Transporation of personnel, freight and travel expenses",Defence Estates,CARTUS LTD,750221,238.78
Ministry of Defence,Ministry of Defence,02/02/2011,Fees for professional services,Central TLB,CENTRAL OFFICE OF INFORMATION,750228,200.00
Ministry of Defence,Ministry of Defence,02/02/2011,Service and civilian recruitment,Air Command,CENTRAL OFFICE OF INFORMATION,750228,101336.01
Ministry of Defence,Ministry of Defence,02/02/2011,Food and clothing,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,750242,524392.17
Ministry of Defence,Ministry of Defence,02/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,750244,28620.99
Ministry of Defence,Ministry of Defence,02/02/2011,Estate management,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,750246,41625.79
Ministry of Defence,Ministry of Defence,02/02/2011,Estate management,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,750247,106666.67
Ministry of Defence,Ministry of Defence,02/02/2011,Externally delivered education and training.,Central TLB,CRANFIELD UNIVERSITY,750250,12470.00
Ministry of Defence,Ministry of Defence,02/02/2011,International contributions,Central TLB,CRANFIELD UNIVERSITY,750250,15447.73
Ministry of Defence,Ministry of Defence,02/02/2011,Design services and minor equipment purchases,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,65538.99
Ministry of Defence,Ministry of Defence,02/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,390035.32
Ministry of Defence,Ministry of Defence,02/02/2011,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,109936.13
Ministry of Defence,Ministry of Defence,02/02/2011,Development costs for military equipment.,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,23799.83
Ministry of Defence,Ministry of Defence,02/02/2011,Energy conservation and environmental charges.,Land Forces,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,124216.26
Ministry of Defence,Ministry of Defence,02/02/2011,Environmental clear up,Defence Estates,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,27342.06
Ministry of Defence,Ministry of Defence,02/02/2011,Estate management,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,9590.88
Ministry of Defence,Ministry of Defence,02/02/2011,Estate management,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,213.05
Ministry of Defence,Ministry of Defence,02/02/2011,Estate management,Defence Estates,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,6460.86
Ministry of Defence,Ministry of Defence,02/02/2011,Fees for professional services,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,254295.61
Ministry of Defence,Ministry of Defence,02/02/2011,Fees for professional services,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,4173.16
Ministry of Defence,Ministry of Defence,02/02/2011,Fees for professional services,Command Joint Operations,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,121050.61
Ministry of Defence,Ministry of Defence,02/02/2011,Fees for professional services,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,740.44
Ministry of Defence,Ministry of Defence,02/02/2011,Fees for professional services,Defence Estates,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,13647.93
Ministry of Defence,Ministry of Defence,02/02/2011,Fees for professional services,Land Forces,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,2196.35
Ministry of Defence,Ministry of Defence,02/02/2011,Fees for professional services,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,446.84
Ministry of Defence,Ministry of Defence,02/02/2011,General services and support,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,58809.12
Ministry of Defence,Ministry of Defence,02/02/2011,General services and support,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,165.27
Ministry of Defence,Ministry of Defence,02/02/2011,International contributions,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,84293.27
Ministry of Defence,Ministry of Defence,02/02/2011,IT and communication services,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,409.43
Ministry of Defence,Ministry of Defence,02/02/2011,IT and communication services,Land Forces,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750255,11.39
