Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,08/12/2010,Rent,RCU - PAM - Property Asset Management,BRB (RESIDUARY) LTD,5106152755,"88,160.77"
Communities & Local Government,GO,08/12/2010,Subsistence UK,GOSE,REDFERN TRAVEL LIMITED,2100187439,459.36
Communities & Local Government,GO,08/12/2010,Telephone call costs,GORCU Admin DEL Votd,BT GLOBAL SERVICES SOL (USE437544),5106152603,"8,773.53"
Communities & Local Government,GO,08/12/2010,Training,GOE,GETTING ON BOARD,5106152604,750.00
Communities & Local Government,GO,08/12/2010,Training,GONE,SAGE UK LTD,5106152672,575.00
Communities & Local Government,GO,08/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152561,"1,090.00"
Communities & Local Government,GO,08/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152563,"3,200.00"
Communities & Local Government,GO,08/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152668,"1,485.00"
Communities & Local Government,GO,08/12/2010,Training,GORCU Admin DEL Votd,ST JOHN AMBULANCE (SAC),5106152589,544.50
Communities & Local Government,GO,08/12/2010,Training,GOWM,CMT SERVICES LTD,2100187446,"3,260.63"
Communities & Local Government,GO,09/12/2010,Domestic Services,RCU - PAM - Property Asset Management,GROWING SUCCESS LTD,5106152741,695.50
Communities & Local Government,GO,09/12/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106152761,"8,529.35"
Communities & Local Government,GO,09/12/2010,Storage,GOSW,IRON MOUNTAIN (UK) LIMITED,2100187465,"2,525.30"
Communities & Local Government,GO,09/12/2010,Training,GOEM,DCLG GOVERNMENT PROCUREMENT CARD,1000002855,"1,436.00"
Communities & Local Government,GO,09/12/2010,Training,GOYH,HENLEY BUSINESS SCHOOL LTD,2100187469,"4,175.00"
Communities & Local Government,GO,09/12/2010,Training,GOYH,PROVENTURE CONSULTING LTD,2100187468,"6,120.00"
Communities & Local Government,GO,10/12/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,*BRB (RESIDUARY) LTD,5106152727,"14,355.56"
Communities & Local Government,GO,10/12/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106151996,"-1,861.65"
Communities & Local Government,GO,10/12/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106152176,"5,888.16"
Communities & Local Government,GO,10/12/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106152311,"-8,691.45"
Communities & Local Government,GO,10/12/2010,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,5106152763,"7,810.79"
Communities & Local Government,GO,10/12/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,5106152773,"2,312.89"
Communities & Local Government,GO,10/12/2010,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106152826,"251,987.78"
Communities & Local Government,GO,10/12/2010,Professional services,GORCU Admin DEL Votd,LOGICA (CMG UK LTD),5106152833,"8,608.07"
Communities & Local Government,GO,10/12/2010,Professional services,RCU - PAM - Property Asset Management,DTZ DEBENHAM TIE LEUNG,2100187471,"10,170.98"
Communities & Local Government,GO,10/12/2010,Rent,RCU - PAM - Property Asset Management,*BRB (RESIDUARY) LTD,5106152727,"85,933.12"
Communities & Local Government,GO,10/12/2010,Telephone call costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106152835,"5,866.90"
Communities & Local Government,GO,10/12/2010,Training,GOE,QA  LTD,5106152846,"4,495.00"
Communities & Local Government,GO,10/12/2010,Training,GOE,QA  LTD,5106152849,"4,495.00"
Communities & Local Government,GO,10/12/2010,Training,GOE,STEVE HALLS & ASSOCIATES LTD,5106152852,920.00
Communities & Local Government,GO,10/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152549,"1,800.00"
Communities & Local Government,GO,10/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152557,"1,800.00"
Communities & Local Government,GO,10/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152559,"3,200.00"
Communities & Local Government,GO,10/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152566,"1,090.00"
Communities & Local Government,GO,10/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152575,"3,200.00"
Communities & Local Government,GO,10/12/2010,Training,GORCU Admin DEL Votd,DEVELOPMENT PARTNERSHIP,5106152529,"14,884.50"
Communities & Local Government,GO,10/12/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,ADT FIRE & SECURITY PLC,5106152801,"1,259.14"
Communities & Local Government,GO,10/12/2010,Waste Disposal and pest control,GOSE,GOVERNMENT CAR & DESPATCH AGENCY,2100187517,"1,069.25"
Communities & Local Government,GO,13/12/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106152930,"1,017.17"
Communities & Local Government,GO,13/12/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106152866,"2,507.63"
Communities & Local Government,GO,13/12/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106152858,803.27
Communities & Local Government,GO,13/12/2010,Car Lease (expense),GOSW,ARVAL,2100187561,"4,430.82"
Communities & Local Government,GO,13/12/2010,Car Lease (expense),GOSW,ARVAL,2300002063,"-4,061.59"
Communities & Local Government,GO,13/12/2010,Electricity,RCU - PAM - Property Asset Management,GREEN ENERGY UK PLC,5106152934,"1,435.85"
Communities & Local Government,GO,13/12/2010,Office Supplies,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002860,693.25
Communities & Local Government,GO,13/12/2010,Professional services,GORCU Admin DEL Votd,LOGICA (CMG UK LTD),5106152892,462.20
Communities & Local Government,GO,13/12/2010,Publicity,GONE,PENNA PLC,2100187521,"12,047.78"
Communities & Local Government,GO,13/12/2010,Publicity,GONE,PENNA PLC,2100187522,"3,356.90"
Communities & Local Government,GO,13/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152901,"2,275.00"
Communities & Local Government,GO,13/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152903,"2,275.00"
Communities & Local Government,GO,13/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152905,"2,275.00"
Communities & Local Government,GO,13/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152907,"2,275.00"
Communities & Local Government,GO,13/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152909,"2,275.00"
Communities & Local Government,GO,13/12/2010,Training,GOWM,SERENE ARTIST MANAGEMENT,2100187559,950.00
Communities & Local Government,GO,13/12/2010,Travel and Subsistence Account,GONW,REDFERN TRAVEL LIMITED,2100187564,"7,399.13"
Communities & Local Government,GO,13/12/2010,Water,RCU - PAM - Property Asset Management,THAMES WATER UTILITIES,5106152765,825.82
Communities & Local Government,GO,14/12/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,5106152894,"2,054.43"
Communities & Local Government,GO,14/12/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,5106152942,"4,261.67"
Communities & Local Government,GO,14/12/2010,Electricity,RCU - PAM - Property Asset Management,*SOUTHERN ELECTRIC PLC,5106152735,"8,373.81"
Communities & Local Government,GO,14/12/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106153038,"35,072.30"
Communities & Local Government,GO,14/12/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106153043,"15,960.54"
Communities & Local Government,GO,14/12/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,5106153007,"3,429.83"
Communities & Local Government,GO,14/12/2010,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106152979,"19,387.50"
Communities & Local Government,GO,14/12/2010,Office Machinery Rental,GOWM,PITNEY BOWES FINANCE PLC,2100187605,"2,536.84"
Communities & Local Government,GO,14/12/2010,Rent,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,5106152894,"7,343.75"
Communities & Local Government,GO,14/12/2010,Rent,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,5106152942,"16,787.81"
Communities & Local Government,GO,14/12/2010,Rent,RCU - PAM - Property Asset Management,PRUPIM LTD,5106153026,"170,375.00"
Communities & Local Government,GO,14/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152938,"4,330.00"
Communities & Local Government,GO,14/12/2010,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002862,"1,560.30"
Communities & Local Government,GO,14/12/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106153040,"6,140.69"
Communities & Local Government,GO,14/12/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106153046,"1,459.09"
Communities & Local Government,GO,15/12/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106153141,701.49
Communities & Local Government,GO,15/12/2010,Fares UK,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002867,536.00
Communities & Local Government,GO,15/12/2010,"Furniture, Fittings and carpets",RCU - PAM - Property Asset Management,WAGSTAFF BROS LTD,5106153143,549.90
Communities & Local Government,GO,15/12/2010,Post,GONW,DCLG GOVERNMENT PROCUREMENT CARD,1000002870,615.00
Communities & Local Government,GO,15/12/2010,Stationery,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002872,"1,957.08"
Communities & Local Government,GO,15/12/2010,Training,GOSE,DCLG GOVERNMENT PROCUREMENT CARD,1000002868,"1,395.00"
Communities & Local Government,GO,15/12/2010,Training,GOSE,NATIONAL SCHOOL OF GOVERNMENT,5106153094,940.00
Communities & Local Government,GO,15/12/2010,Training,GOYH,PR ACADEMY,2100187644,"1,400.00"
Communities & Local Government,GO,16/12/2010,Agency Staff,GORCU Admin DEL Votd,CENTRAL OFFICE OF INFORMATION,5106153261,"6,158.88"
Communities & Local Government,GO,16/12/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106153212,803.27
Communities & Local Government,GO,16/12/2010,Electricity,RCU - PAM - Property Asset Management,*SOUTHERN ELECTRIC PLC,5106152888,"1,090.86"
Communities & Local Government,GO,16/12/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106152740,"1,750.41"
Communities & Local Government,GO,16/12/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,5106153218,970.77
Communities & Local Government,GO,16/12/2010,Hospitalty,GOYH,AMEY COMMUNITY LTD,2100187690,164.20
Communities & Local Government,GO,16/12/2010,IT - Network Running Costs,GORCU Admin DEL Votd,CABLE & WIRELESS,5106153291,"12,240.00"
Communities & Local Government,GO,16/12/2010,Minor office costs,GONE,RURAL DEVELOPMENT INITIATIVES LTD,5106153226,"2,864.52"
Communities & Local Government,GO,16/12/2010,Post,GOYH,AMEY COMMUNITY LTD,2100187690,264.38
Communities & Local Government,GO,16/12/2010,Stationery,GOYH,AMEY COMMUNITY LTD,2100187690,"1,237.88"
Communities & Local Government,GO,16/12/2010,Telephone call costs,GORCU Admin DEL Votd,CABLE & WIRELESS,5106150936,"-6,585.09"
Communities & Local Government,GO,16/12/2010,Training,GONW,UNIVERSITY OF BOLTON,5106153283,"1,645.00"
Communities & Local Government,GO,17/12/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106153328,"1,023.73"
Communities & Local Government,GO,17/12/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106153389,"1,128.74"
Communities & Local Government,GO,17/12/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106153343,"-1,598.82"
Communities & Local Government,GO,17/12/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106153353,"1,622.32"
Communities & Local Government,GO,17/12/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002880,878.16
Communities & Local Government,GO,17/12/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,5106153153,941.72
Communities & Local Government,GO,17/12/2010,Post,GONW,PITNEY BOWES LTD,5106153369,"2,000.00"
Communities & Local Government,GO,17/12/2010,Professional services,GOE,RURAL ACTION EAST,5106153329,"5,000.00"
Communities & Local Government,GO,17/12/2010,Training,GONE,CAN CONSULTANTS,5106153327,750.00
Communities & Local Government,GO,17/12/2010,Training,GONW,DATRIX TRAINING LTD,5106153391,"9,165.00"
Communities & Local Government,GO,20/12/2010,Publicity,GONE,PENNA PLC,2100187765,"10,114.91"
Communities & Local Government,GO,20/12/2010,Publicity,GONE,PENNA PLC,2100187767,978.01
Communities & Local Government,GO,20/12/2010,Publicity,GONE,PENNA PLC,2100187768,"6,035.63"
Communities & Local Government,GO,20/12/2010,Training,GOYH,EDUTECH LTD,2100187772,800.00
Communities & Local Government,GO,21/12/2010,Minor office costs,GONE,RURAL DEVELOPMENT INITIATIVES LTD,5106153525,"1,736.91"
Communities & Local Government,GO,21/12/2010,Post,GOYH,GOVERNMENT CAR & DESPATCH AGENCY,2100187816,494.00
Communities & Local Government,GO,21/12/2010,Professional services,RCU - PAM - Property Asset Management,MITIE FACILITIES SERVICES LTD,5106153477,"6,015.60"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,BIRMINGHAM CITY COUNCIL,5106153505,"78,133.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,BIRMINGHAM CITY COUNCIL,5106153506,"15,782.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,BRISTOL CITY COUNCIL,5106153512,"62,928.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106153509,"1,107.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106153511,"2,236.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,City of Westminster,5106153514,"90,470.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,GUILDFORD BC,5106153513,"33,286.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106153504,"59,214.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106153518,"4,639.47"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106153519,"12,594.49"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,LIVERPOOL CITY COUNCIL,5106153503,"16,285.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,NEWCASTLE CITY COUNCIL,5106153500,"51,750.00"
Communities & Local Government,GO,21/12/2010,Rates,RCU - PAM - Property Asset Management,NOTTINGHAM CITY COUNCIL,5106153507,"20,317.00"
Communities & Local Government,GO,21/12/2010,Removals and Porterage,RCU - PAM - Property Asset Management,AZCOM BUSINESS SOLUTIONS LTD,5106153234,"1,645.00"
Communities & Local Government,GO,21/12/2010,Removals and Porterage,RCU - PAM - Property Asset Management,AZCOM BUSINESS SOLUTIONS LTD,5106153491,"40,644.43"
Communities & Local Government,GO,21/12/2010,Rent,RCU - PAM - Property Asset Management,CCPF NO 1 LP C/O WORKMAN LLP,5106153465,"509,761.41"
Communities & Local Government,GO,21/12/2010,Subscriptions,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002888,585.00
Communities & Local Government,GO,21/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106153523,"4,330.00"
Communities & Local Government,GO,21/12/2010,Training,GOYH,BPP PROFESSIONAL EDUCATION LTD,2100187822,683.00
Communities & Local Government,GO,21/12/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,5106153463,"2,801.04"
Communities & Local Government,GO,22/12/2010,Post,GOSE,GOVERNMENT CAR & DESPATCH AGENCY,5106153638,911.80
Communities & Local Government,GO,22/12/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152939,"1,090.00"
Communities & Local Government,GO,22/12/2010,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,5106152995,"3,100.00"
Communities & Local Government,GO,22/12/2010,Training,GOWM,SATYANANDA YOGA CENTRE,2100187857,500.00
Communities & Local Government,GO,22/12/2010,Waste Disposal and pest control,RCU - PAM - Property Asset Management,GUILDFORD BC,5106153702,687.96
Communities & Local Government,GO,22/12/2010,Waste Disposal and pest control,RCU - PAM - Property Asset Management,GUILDFORD BC,5106153704,905.58
Communities & Local Government,GO,23/12/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,CB RICHARD ELLIS LTD,5106153803,"10,077.73"
Communities & Local Government,GO,23/12/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,5106153655,"63,861.25"
Communities & Local Government,GO,23/12/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106153755,"1,017.17"
Communities & Local Government,GO,23/12/2010,Electricity,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,5106153637,"22,560.00"
Communities & Local Government,GO,23/12/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,5106152676,-738.88
Communities & Local Government,GO,23/12/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,5106153469,"111,196.57"
Communities & Local Government,GO,23/12/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,5106153651,653.92
