FREEDOM OF INFORMATION,,
MOD Requests to 02 December 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,


Case Number,Date Due,Request Summary
04-11-2011-091329-001,24/10/2011,Please provide details of the names of soldiers who have died whilst serving with the regiments that now make up the Household Cavalry since 1945.
04-11-2011-103131-001,01/12/2011,"Please advise on the total annual cost to MOD and/or any other publicly funded body for running Queen Victoria School, Dunblane."
04-11-2011-103655-002,01/12/2011,"Please advise, and provide information and details, on MOD buildings or land being considered and/or currently for sale."
04-11-2011-105251-003,02/12/2011,"Please provide information and details of MOD property sold for more than £10,000 in the last twelve months. "
04-11-2011-105721-004,02/12/2011,Please provide information and details of MOD property currently available for sale. 
04-11-2011-105836-001,01/12/2011,Please provide copies of Fauna & Flora surveys for RAF Menwith Hill along with a copy of the current total environment survey.
04-11-2011-113002-002,21/11/2011,Please provide information and details for the service record for xxxxxx.
04-11-2011-120929-005,02/12/2011,Please provide information and details on the number and ranks of personnel onboard each aircraft flown through the mushroom cloud to collect samples during atomic testing at Christmas Island in 1958.
04-11-2011-123151-001,02/12/2011,"Please advise on the number of DSTL employees that have had to complete a formal written business case in order to be allowed to have, and use, X-Kryptor in the last three years."
04-11-2011-141112-002,01/12/2011,"Please advise, and provide information and details, on the impact of cold and flu like illness on operational capability. "
04-11-2011-144439-006,02/12/2011,"Please provide figures for the number of personnel discharged from the Royal Navy, in the last five years, for failure to achieve the Royal Navy Fitness Test."
04-11-2011-150055-007,02/12/2011,"Please advise, and provide information and details, on the Met Office's involvement in the 2010 Science & Technology Committee paper."
04-11-2011-151722-008,02/12/2011,Please provide information and details on the UK-Aldershot: Repair and maintenance services of helicopters Framework Agreement Contract.
04-11-2011-152327-009,02/12/2011,Please provide information and details on the UK-Bath: Dental-practice services Framework Agreement Contract.
04-11-2011-152737-010,02/12/2011,Please provide information and details on the UK-Bristol: Freight transport services Framework Agreement Contract.
04-11-2011-153122-011,02/12/2011,Please provide information and details on the UK-Gloucester: Personnel and payroll services Framework Agreement Contract.
04-11-2011-154957-012,02/12/2011,"Please advise, and provide information and details, to various questions regarding food procured by the Department and its contractors in 2009/10, 2010/11 and 201/12 being produced to specific food standards."
04-11-2011-155523-013,02/12/2011,Please provide copies of all correspondence/official memoranda regarding requests by some British military chaplains to carry arms whilst awaiting/on deployment to operations in countries formerly known as the Soviet Republic of Yugoslavia during the period 1991-1999. 
04-11-2011-161647-014,02/12/2011,"Please advise, and provide information and details, on the MOD's metal detecting policies."
04-11-2011-163603-015,02/12/2011,"Please advise, and provide information and details, on the MOD's use of e-discovery software. "
04-11-2011-164649-016,02/12/2011,"Please advise, and provide information and details, of the MOD's use of and expenditure on Fee Earners for FY 08/09, 09/10 and 10/11."
04-11-2011-170235-017,02/12/2011,"Please provide information and details on the crash of a Gloster Meteor Mk14, serial WS-727 on 9 January 1956 at Coxheath near Maidstone. "
04-11-2011-171538-018,01/12/2011,"Please provide information on all correspondence between Ministers and MOD officials and ministers and officials in the Department for Business, Innovations and Skills on the progress of the growth review in August, September, October and November 2011."
07-11-2011-083412-001,30/11/2011,"Please provide the most recent feasibility study, assessment or similar on phasing out the recruitment of under-18s into the Armed Forces."
07-11-2011-090550-002,30/11/2011,Please provide information and details on the cost of providing security for HRH Prince Harry's 2008 tour of duty in Afghanistan.
07-11-2011-095453-002,05/12/2011,"Please advise, and provide information and details, on service personnel arrested in 2009 and 2010."
07-11-2011-101536-003,05/12/2011,"Please advise, and provide information and details, on the total number of mobile phones and along with their billed expenditure currently in use by your staff in MOD."
07-11-2011-102644-004,05/12/2011,"Please advise on the number of people and Army training recruits attending Sandhurst who have been injured whilst on training exercises, during 2008, 2009 and 2010."
07-11-2011-105340-006,05/12/2011,Please advise on the number of British Armed Forces fatalities since the last remembrance day in 2010. 
07-11-2011-110035-001,05/12/2011,Please provide a copy of the RAF Police Logo.
07-11-2011-113343-007,05/12/2011,Please provide information on the invasion exercise that took place on the island of Scarp in 1982.
07-11-2011-114025-003,05/12/2011,"Please advise which elements of the Nuclear Warhead were awaiting approval at the time the Minister for Defence Equipment, Support and Technology gave his response to a Parliamentary Question asked by Mr Kevan Jones (Official Report, 6 July 2011 : Column 1288W)."
07-11-2011-114317-008,05/12/2011,"Please advise, and provide information and details, on the number of Armed Forces personnel, in active service, diagnosed in the last five years with HIV."
07-11-2011-114946-009,05/12/2011,Please provide information on the invasion exercise that took place on the island of Scarp in 1982.
07-11-2011-115404-004,02/12/2011,Please provide information and details on the initial gate business case for the WINDOW project and the final report giving the project's conclusions.
07-11-2011-120058-001,05/12/2011,"Please advise, and provide information and details, to various questions regarding RN redundancy programme."
07-11-2011-132418-010,15/11/2011,Please provide copies of the training contract the MOD has with Westminster College of Computing. 
07-11-2011-135657-005,29/11/2011,"Please advise on the percentage of army personnel who have been in combat and suffered inflammatory bowel disease (IBD), ulcerative colitis or Crohn's disease."
07-11-2011-145129-011,02/12/2011,Please provide information on the MOD's air traffic regulations.
07-11-2011-145816-012,02/12/2011,Please provide information and details on the common challenges faced by below-knee prosthetic recipients and how are they overcome.
07-11-2011-150629-013,05/12/2011,Please provide a copy of the MOD Main Building organisation chart.
07-11-2011-151457-014,05/12/2011,Please provide information and details of documents held by the MOD regarding Black Projects.
07-11-2011-175002-015,23/11/2011,Please provide a copy of the Standing Orders that instructed/controlled the action/procedure for the storage arrangements of ammunition at Chelsfield.
08-11-2011-074353-001,05/12/2011,Please advise on the word changes made to ex-gratia payments. 
08-11-2011-104059-001,05/12/2011,Please provide copies of the guidance notices for depleted uranium referred to in a parliamentary answer in the House of Lords on 17 February 1998 (Hansard Column WA20).
08-11-2011-105546-002,02/12/2011,"Please advise, and provide information and details, on the number of service personnel dismissed from service on the grounds of discriminating against another service person since 2000."
08-11-2011-110912-003,06/12/2011,"Please advise, and provide information and details, on food brought in and wasted in the British Army."
08-11-2011-111516-004,06/12/2011,Please advise whether any PTSD survey data exists for veterans in the UK.
08-11-2011-113503-005,06/12/2011,Please provide copies of all video/film footage and research studies that have been received and produced by the UFO desk and other associated business areas in the MOD.
08-11-2011-115437-001,05/12/2011,Please provide a copy of Emerging Findings dated 27 August 1999 and First Draft Report dated 30 September 1999 regarding Ghurkha pensions and gratuities.
08-11-2011-120515-006,06/12/2011,"Please advise, and provide information and details, to various questions regarding TA soldiers in Helmand."
08-11-2011-134630-007,06/12/2011,Please advise on the number of personnel who have appealed against their decision on Compulsory Redundancy and the number that have been successful.
08-11-2011-135500-008,06/12/2011,Please advise where a copy of the current Crown Fire Safety Standards can be obtained.
08-11-2011-142013-002,06/12/2011,Please advise on the return of service for Specialist Aircrew.
08-11-2011-150509-010,06/12/2011,"Please advise, and provide information and details, on the use of the military to provide security during the Olympic Games in 2012."
08-11-2011-153810-012,06/12/2011,Please provide statistical information justifying the claim that the Strategic Defence and Security Review had identified new non-front line savings of at least £4.3 billion over the Spending Review period.
08-11-2011-155134-013,06/12/2011,"Please provide copies of all correspondence by MOD staff, Ministers, or service personnel relating to requests from Armed Forces personnel for further helicopter support since May 2010 along with all email correspondence sent from MOD email accounts relating to the order of Chinook helicopters since December 2009.  "
08-11-2011-160221-002,25/11/2011,"Please advise, and provide information and details to various questions regarding RN 20mm Training Practice Tracer ammunition."
08-11-2011-160521-014,06/12/2011,Please advise on the accessibility of DEFE 28/118 at the National Archives. 
08-11-2011-161108-015,06/12/2011,Please advise on the average length of service for personnel in the Armed Forces.
08-11-2011-162547-003,06/12/2011,"Please advise, and provide information and details to various questions regarding RN formal complaints."
08-11-2011-163640-016,06/12/2011,"Please advise on the number of retired military personnel who are currently receiving a pension which is higher than £25,900 per annum, before tax or any other deductions."
08-11-2011-145329-001,10/11/2011,Please provide information and details of current suppliers to MOD for mail and corporate communications services.
09-11-2011-092107-001,06/12/2011,"Please provide the latest copy of Pamphlet No. 21 - The Safe Planning, Conduct and Supervision of Firing and Training with Infantry Weapons and Pyrotechnics."
09-11-2011-094921-002,06/12/2011,"Please advise, and provide information and details, on whether Flt Lt Wales had been in receipt of flying pay for August, September and October 2011. Please advise on the number of air sea rescues he has undertaken in the same period."
09-11-2011-095725-003,06/12/2011,"Please advise, and provide information and details, on the cost of the conflict in Libya."
09-11-2011-103534-001,07/12/2011,Please provide a copy of the advertisements for the Martello Towers. 
09-11-2011-113215-004,07/12/2011,Please provide a list of all databases held by the MOD.
09-11-2011-113812-005,07/12/2011,Please advise on the reports that the British Forces and authorities in the Falklands received regarding persons (or their animals )suspected to have entered minefield areas.
09-11-2011-114145-001,07/12/2011,Please provide a list of all RN personnel who have fallen since Remembrance Day 2010.
09-11-2011-114505-006,07/12/2011,Please provide information and details on the composition of SPVA Norcross staff.
09-11-2011-140457-002,07/12/2011,Please provide information and details on the abduction and kidnapping of British troops in Afghanistan and Iraq since 2010.
09-11-2011-144307-007,07/12/2011,Please advise on the location and primary use of all the military properties and estates in the Greater London area.
09-11-2011-145413-008,07/12/2011,Please provide information and details of atrocities carried out by British troops on Afghan civilians.
09-11-2011-145740-003,01/12/2011,"Please provide a copy of the post incident report on the attack of Cpl Grills, 3 UDR on 12 January 1978."
09-11-2011-145901-004,01/12/2011,"Please provide a copy of the post incident report on the attack of Pte John McCready, 3 UDR on 16 November 1974."
09-11-2011-150111-005,01/12/2011,Please provide a copy of the post incident report on the attack of Cpl Elliott 3 UDR in April 1972.
09-11-2011-150853-009,07/12/2011,"Please provide an electronic copy of the design, specification, etc of the special kippot for use for those wearing British Army uniform."
09-11-2011-152343-010,07/12/2011,Please provide information on the Battle of Meiktila in 1944.
09-11-2011-153545-011,07/12/2011,Please provide a copy of the Military Air Accident Investigation Report into the Hawk air crash on 22 October 1999.
09-11-2011-155808-001,01/12/2011,"Please provide a copy of the post incident report on the attack on L/Cpl J Jardine, C Coy 3rd UDR dated 8 March 1972"
09-11-2011-161241-002,01/12/2011,"Please provide a copy of the post incident report on S/Sgt John Ruddy, 3 UDR dated 10 October 1972."
09-11-2011-165350-012,07/12/2011,Please provide information and details on the 4th Battalion Middlesex County Militia and 4th Battalion Queen's Rangers.
10-11-2011-102820-001,07/12/2011,Please provide copies of all electronic correspondence between adam@werritty.com and the department between 7 May 2010 and 31 October 2011.
10-11-2011-103513-002,07/12/2011,Please provide copies of all physical and electronic correspondence referring to Mr Adam Werritty between 7 May 2010 and 31 October 2011.
10-11-2011-104157-003,07/12/2011,Please provide information and details of all outgoing telephone calls and texts made from mobile or landline phones to xxxxxx.
10-11-2011-105922-004,07/12/2011,Please provide information and details of all meetings where any representative from private organisations were present and the purpose was to discuss the conventional weapons.
10-11-2011-113204-005,08/12/2011,Please provide information and details of the MOD's current contracts for the provision of temporary or agency staff.
10-11-2011-114041-006,08/12/2011,Please provide information and details of all awareness raising activities on Violence Against Women and Girls within the UK Armed Forces.
10-11-2011-120733-007,08/12/2011,Please provide information and details of all countries where MOD is providing training and capacity-building assistance to their Armed Forces. 
10-11-2011-133520-001,07/12/2011,Please advise and provide data on the estimated imports and exports of defence equipment form 2007 onwards.
10-11-2011-141647-001,05/12/2011,Please provide a breakdown of Army officers who have applied and taken and been granted permission to take their Chartered membership/Fellowship of the Chartered Institute of Personnel Development (CIPD) along with the numbers of those meeting the costs themselves or with MOD assistance.
10-11-2011-143855-009,08/12/2011,"Please provide information on the extent of the training and capacity building provided to the Ethiopian Armed Forces as outlined in the Building Stability Overseas Strategy, and the extent to which the MOD ensures that its financial support is not being spent on their Armed Forces personnel under the age of 18."
10-11-2011-144401-010,08/12/2011,"Please advise, and provide information and details, on the number and composition of civil servants working for the MOD."
10-11-2011-144755-011,08/12/2011,"Please provide information and details of the former use of Ribble Close, Hilton, Derbyshire. "
10-11-2011-150127-012,08/12/2011,"Please provide information and details on former use of Goddard Close, Guildford."
10-11-2011-151027-002,08/12/2011,"Please provide a list of defence fire appliances with current locations, including vehicle types and registration numbers. "
10-11-2011-164740-013,08/12/2011,"Please advise, and provide information and details on maintenance and staffing budgets for the Royal Air Force Aerobatic Team from 2001 - present."
11-11-2011-081006-001,08/12/2011,Please provide information on the academic backgrounds of the cadets at the Royal Military Academy Sandhurst.
11-11-2011-081650-002,08/12/2011,Please provide information on the funding and costs associated with running the Royal Military Academy Sandhurst.
11-11-2011-084946-001,08/12/2011,Please provide information on operation MATCHSTICK.
11-11-2011-090111-003,08/12/2011,"Please advise, and provide information and details, on staff training expenditure in the last two years."
11-11-2011-091624-004,08/12/2011,"Please advise, and provide information and details, on MOD expenditure on hospitality in the last two years."
11-11-2011-111555-003,05/12/2011,Please advise on criteria for considering the rate decision for WDP.  
11-11-2011-113713-001,08/12/2011,"Please provide a breakdown of the nature of injuries sustained at Sandhurst whilst on training exercises during 2008, 2009 and 2010.",
11-11-2011-120911-001,08/12/2011,Please advise on the number of Broader Banded B2 staff on TMP in DIO. ,
11-11-2011-124805-004,24/11/2011,Please advise on the number of navy personnel below the rank of Captain RN/Colonel RM transferred to the 2005 AFPS and then subsequently left the naval service having served to retirement age of their respective terms and conditions of service.,
14-11-2011-100241-001,09/12/2011,Please provide copies of all extant Memoranda or other written orders issued by the Commanding Officer JFOB which concern the use of or protection of the environment since January 1993.,
14-11-2011-102330-002,06/12/2011,Please advise on the business continuity plans for DFG centre in the West Moors.,
14-11-2011-114646-001,12/12/2011,Pease provide copies of various AWE documents regarding their management of radioactive waste.,
14-11-2011-114908-003,09/12/2011,Please provide a description of 1434 CL 1 (a) in the Queen's Regulations.,
14-11-2011-115639-004,09/12/2011,Please provide information on the flag designs for the Life Guards and Blues and Royals.,
14-11-2011-120935-005,09/12/2011,"Please advise, and provide information and details on radiation doses received by service personnel on Christmas Island in 1958. ",
14-11-2011-141315-007,12/12/2011,"Please provide information and details of any contracts and payments made by the MOD to Osborne & Little, Japan Tobacco International, Byotrol, IRISYS, Hotcourses and Sensortecvarious since May 2010.",
14-11-2011-143119-008,12/12/2011,Please advise on the disclosure of all regulations and/or guidance between 1999 and 2007 regarding the operational and medical management of speech impediments and speech disorders.,
14-11-2011-151021-009,12/12/2011,Please advise on the changes that will be made in Libya following the death of Colonel Muammer Gaddafi.,
14-11-2011-155342-010,12/12/2011,Please provide information and details on the nature and type of disciplinary action(s) taken on staff from 11 May 2010 - present. ,STOP
14-11-2011-170705-011,12/12/2011,"Please provide a list of all issues, both within and outside the EU, where MOD has identified they could cause a 'potential negative impact on the Service Justice System' prior to the UK opting in to the EU Directive establishing minimum standards on the rights, support and protection of victims of crime.",
15-11-2011-100630-001,02/12/2011,"Please advise on the number of females currently serving in the Royal Navy, who are not subject to sea-service or Op Tour liability, that have been assigned out of their preference areas in the last ten years. ",
15-11-2011-114828-002,30/11/2011,"Please provide information and details on the murder of Cpl J Eliott, 3 UDR on 13 April 1972.",
15-11-2011-123802-001,16/12/2011,Please provide information and details on the total direct and indirect costs of staff suspensions at 33 Engr Regt for the last two financial years.
15-11-2011-124721-001,12/12/2011,"Please advise, and provide information and details, on the number of WO2 appointments. "
15-11-2011-132943-002,08/12/2011,Please provide a copy of the email correspondence between xxxxxx and xxxxxx on 29 January 2010.
15-11-2011-134652-003,13/12/2011,Please provide a copy of JSP 454. 
15-11-2011-140052-002,12/12/2011,"Please advise, and provide information and details, on the number of Appendix 8's to PAP 10 from AGC(SPS), REME & RLC have been submitted and approved by DM(A)."
15-11-2011-140636-004,13/12/2011,"Please advise, and provide information and details, on the British Army's wound care policies."
15-11-2011-142749-003,09/12/2011,Please provide information and details on the number of veterans in the North West of England treated for combat stress.
15-11-2011-144012-004,12/12/2011,"Please advise, and provide information and details, on the recruitment of under-18s in the British Army from 2000 - present."
15-11-2011-144015-005,13/12/2011,"Please advise, and provide information and details, on whether the MOD, MI5 and MI6 hold any information on Climate Change adaption and disaster relief in the UK.  "
15-11-2011-145154-006,13/12/2011,Please provide information and details on the Armed Forces policy regarding Huntington's disease and how this is managed with serving personnel who have the disease or display symptoms. 
15-11-2011-150353-007,13/12/2011,Please advise on the accessibility of file DEFE 25/82 at the National Archives. 
15-11-2011-153148-008,05/12/2011,"Please advise, and provide information and details, on the number of Dstl employees who have submitted a grievance in the last three years."
15-11-2011-160700-005,08/12/2011,Please advise on the strength (by rank) and length of service for the Army.
15-11-2011-163116-009,13/12/2011,Please provide information and details of all meetings between MOD senior officials and journalists since 12 May 2010.
16-11-2011-103802-001,13/12/2011,Please advise on the UK military fuel expenditures for 2009 and 2010. 
16-11-2011-104224-002,13/12/2011,"Please advise, and provide information and details, on doctors in each of the three military medical services."
16-11-2011-104856-003,13/12/2011,Please advise on the total number of staff currently employed by the Department.
16-11-2011-105551-004,13/12/2011,Please advise on the total amount the MOD paid in IT consultancy fees from October 2010 - October 2011.
16-11-2011-110623-006,14/12/2011,"Please advise, and provide information and details, on data losses and breaches in the Department since 11 May 2010."
16-11-2011-111826-001,13/12/2011,"Please advise, and provide information and details, on the annual rates of joint injury and resultant osteoarthritis over the last three years."
16-11-2011-121418-007,14/12/2011,"Please advise on the number of recorded incidents of accidental injury, in particular eye injury, suffered by personnel in the course of LFTT exercises from 17 February 2009 - present."
16-11-2011-121914-008,14/12/2011,Please provide a copy of the BR of marine accidents and incidents involving warships.
16-11-2011-122235-009,14/12/2011,"Please provide a copy of the internal document, that was produced as a light-hearted summary of the period spent evacuating the port, about HMY Britannia, Operation Balsac in January 1986."
16-11-2011-122715-010,14/12/2011,"Please provide historical information on the site layout, land uses, EOD clearance and potential contaminated land issues of when the area where Norwich International Airport is used to be an operational RAF base (RAF Horsham St Faith)."
16-11-2011-123047-011,14/12/2011,"Please advise, and provide information and details, of the number of Army, Royal Marines, Royal Navy and RAF personnel tested positive in compulsory drug tests in 2009."
16-11-2011-134417-013,07/12/2011,Please advise on the number of Army barracks and bases in the UK.
16-11-2011-145040-014,14/12/2011,"Please advise, and provide information and details, on the number of occasions a government minister has met with representatives of Balfour Beatty Plc."
16-11-2011-150441-016,14/12/2011,Please provide all documentation regarding the interim report and final report of Brigadier Plaistow's Defence Youth and Engagement Review.
16-11-2011-160307-001,09/12/2011,Please provide copies of Iran/Iraq border mappings of various locations from 1980 - 1998.
17-11-2011-085330-001,12/12/2011,Please provide information on various procedures for naval personnel in 1936.
17-11-2011-092035-001,17/11/2011,Please advise on which regiments will be returning to the UK in 2012.
17-11-2011-094316-002,14/12/2011,Please provide information and details to the costs of works and services at RAF Menwith Hill.
17-11-2011-102442-002,14/12/2011,"Please provide a full report of the RAF aircraft crash of Argosy XR 133 at Got el Afraq, Libya on 7 May 1968."
17-11-2011-112425-003,15/12/2011,Please provide information and details on terrorist attacks on deployed Armed Forces from 2001 - present.
17-11-2011-112525-004,14/12/2011,Please provide a copy of AESP 0100-P-0500-010.
17-11-2011-114052-001,14/12/2011,Please advise on the exact total of ex-service personnel from 2000 - 2011 who have had their individual pensions backdated from the Original Date of Commencement.
17-11-2011-114130-005,14/12/2011,"Please advise, and provide information and details, on the number of data protection breaches in the last three years. "
17-11-2011-120404-006,15/12/2011,Please provide information and details on anti-piracy measures in the UK.
17-11-2011-121432-007,15/12/2011,"Please advise, and provide information and details, to various questions regarding DMS use of MRI imaging."
17-11-2011-141807-008,15/12/2011,"Please advise on compensation available to Boers whose brothers, sister, mothers, fathers or any other relation died in the British Concentration Camps in South Africa during the Boer Wars."
17-11-2011-144612-009,15/12/2011,"Please advise, and provide information and details, on the number of pilots at RAF Waddington that have submitted an application for permission to undertake full time civilian employment/temporary employment during leave or part time employment during off duty hours."
17-11-2011-144844-010,15/12/2011,"Please advise, and provide information and details, on the number of pilots at RAF Waddington that have submitted an application for permission to undertake full time civilian employment/temporary employment during leave or part time employment during off duty hours."
17-11-2011-145555-011,15/12/2011,"Please provide information and details on the health service contracts for the MOD covering North East England, Yorkshire and Humberside, North West England and the Borders."
17-11-2011-151543-012,15/12/2011,Please provide information and details of big cat and wild animal sightings reported during the last ten years.
17-11-2011-152046-013,15/12/2011,"Please advise on the compensation available to White South African Farmers (Boers) whose mothers, fathers, sisters, brothers, or other family members died in the British Concentration Camps during the Boer Wars."
17-11-2011-153828-014,15/12/2011,"Please provide copies of all written communication between representatives of the MOD Armed Forces Operational Awards Committee, the MOD Services Honours Committee, the Secretary of State for Defence and HM Queen Elizabeth II during the period 6 Feb 1952 to 31 Dec 1954 regarding an award of a campaign medal for RAF Bomber Command service personnel who served during WWII."
17-11-2011-154548-015,15/12/2011,Please advise on Adam Werritty's meal expenditure at the Herziliya conference on 6 February 2011. 
17-11-2011-155612-016,15/12/2011,"Please advise, and provide information and details, on the number of people who are not civil servants or ministers that have passes to enter the MOD."
17-11-2011-162014-017,14/12/2011,"Please advise, and provide information and details, of the enabling contract the MOD has with Joseph Gleave & Sons Ltd."
