Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2011,Other IT Costs,Business & Skills Group - Information Economy,DAISY COMMUNICATIONS LTD,1031335,35.99,RUNNING COSTS DEVOLVED -Other IT Costs,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Subsistence Payments Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031380,16.64,RUNNING COSTS DEVOLVED -Subsistence Payments Overseas,SW1H 0ET,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Subsistence Payments Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031380,19.09,RUNNING COSTS DEVOLVED -Subsistence Payments Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031381,559.03,RUNNING COSTS DEVOLVED -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031382,46.24,RUNNING COSTS DEVOLVED -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031383,294.1,RUNNING COSTS DEVOLVED -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031389,355.61,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031390,1350.06,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031391,181.34,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031393,163.31,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031394,9906.08,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031395,3224.5,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031396,657.58,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031397,418.26,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031398,3192.84,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031399,271.38,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031400,2340.82,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Rail Fares Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031401,50.9,RUNNING COSTS DEVOLVED -Rail Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Air Fares Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031401,109.41,RUNNING COSTS DEVOLVED -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Taxis Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031401,67.93,RUNNING COSTS DEVOLVED -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031401,107.23,RUNNING COSTS DEVOLVED -Subsistence Payments Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1031401,14.52,RUNNING COSTS DEVOLVED -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,External Training,Business & Skills Group - Information Economy,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1031498,99,RUNNING COSTS DEVOLVED -External Training,M1 6PP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/08/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1031515,4166.09,RUNNING COSTS NON DEVOLVED -ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2011,Secondees (not paid directly),ESBR - Better Regulation Executive (BRE),IBM UNITED KINGDOM LTD,1031533,5223.3,RUNNING COSTS DEVOLVED -Secondees (not paid directly),PO6 3AE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Other Accommodation Charges,Finance & Commercial Group - Commercial Directorate,SKILLS FUNDING AGENCY,1031571,13262.12,RUNNING COSTS NON DEVOLVED -Other Accommodation Charges,CV1 2WT,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1031661,664.68,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1031665,825.12,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2011,Publications,"Legal, People & Communications Group - Legal Services",THE STATIONERY OFFICE LTD,1031674,17.43,RUNNING COSTS DEVOLVED -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2011,Other External Recruitment Costs (Staff),"Legal, People & Communications Group - Human Resources",OFFICE ANGELS LTD,1031771,1566,RUNNING COSTS DEVOLVED -Other External Recruitment Costs (Staff),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2011,Mobile Phones,Market Frameworks - Labour Market,VODAFONE LTD,1031925,509.83,RUNNING COSTS DEVOLVED -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2011,Telecommunications,ESBR - Better Regulation Executive (BRE),VODAFONE LTD,1031965,3.11,RUNNING COSTS DEVOLVED -Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2011,Telecommunications,ESBR - Better Regulation Executive (BRE),VODAFONE LTD,1031965,-0.01,RUNNING COSTS DEVOLVED -Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Mobile Phones,Market Frameworks - Europe Trade & International Directorate,VODAFONE LTD,1031981,157.21,RUNNING COSTS DEVOLVED -Mobile Phones,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Mobile Phones,Market Frameworks - Europe Trade & International Directorate,VODAFONE LTD,1031981,39.53,RUNNING COSTS DEVOLVED -Mobile Phones,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/08/2011,Telecommunications,"Legal, People & Communications Group - Human Resources",VODAFONE LTD,1031984,7.2,RUNNING COSTS DEVOLVED -Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/08/2011,Telecommunications,"Legal, People & Communications Group - Human Resources",VODAFONE LTD,1031985,121.82,RUNNING COSTS DEVOLVED -Telecommunications,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1031986,24.01,RUNNING COSTS NON DEVOLVED -Standard Desktop Plus Services,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1031988,61.26,RUNNING COSTS NON DEVOLVED -Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1031989,4.26,RUNNING COSTS NON DEVOLVED -Standard Desktop Plus Services,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2011,Other Telephone Costs,Business & Skills Group - Skills,PREMIERE CONFERENCING IRELAND LTD,1032011,45.18,RUNNING COSTS DEVOLVED -Other Telephone Costs,Ireland,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Hire of Conference Facilities,Market Frameworks - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032023,4386.5,RUNNING COSTS DEVOLVED -Hire of Conference Facilities,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Market Frameworks - Labour Market,ACAS,1032027,4625000,ACAS FUNDING -Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2011,Stationery,"Legal, People & Communications Group - Innovation Capability Team",LYRECO UK LTD,1032055,113.04,RUNNING COSTS DEVOLVED -Stationery,TF2 7NB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Hotels Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032060,165.12,RUNNING COSTS DEVOLVED -Hotels Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032061,90,RUNNING COSTS DEVOLVED -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032061,155,RUNNING COSTS DEVOLVED -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032061,155,RUNNING COSTS DEVOLVED -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032061,112,RUNNING COSTS DEVOLVED -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032061,12.06,RUNNING COSTS DEVOLVED -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Hotels Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032062,208.92,RUNNING COSTS DEVOLVED -Hotels Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032063,153.4,RUNNING COSTS DEVOLVED -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Air Fares Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032063,234,RUNNING COSTS DEVOLVED -Air Fares Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032070,19.73,RUNNING COSTS DEVOLVED -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032070,260,RUNNING COSTS DEVOLVED -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032071,45.13,RUNNING COSTS DEVOLVED -Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,External Training,"Legal, People & Communications Group - Legal Services",BPP UNIVERSITY COLLEGE OF PROFESSIONAL STUDIES LTD,1032075,500,RUNNING COSTS DEVOLVED -External Training,W12 8AA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,KAREN C SETO,1032101,5077.69,FORESIGHT -Research & Development Expenditure (Programme),CT06511,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Publications,Finance & Commercial Group - Finance Group,THE STATIONERY OFFICE LTD,1032102,62.9,RUNNING COSTS DEVOLVED -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Business & Skills Group - Further Education & Skills Investment,SKILLS FUNDING AGENCY,1032115,454867000,SFA FUNDING -Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),CV1 2WT,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2011,Mileage Allowances (Programme),Market Frameworks - Export Control Organisation,ARVAL (UK) LTD,1032134,198.85,NON-PROLIFERATION AWARENESS SEMINARS -Mileage Allowances (Programme),SN5 6PQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1032135,1650.9,RUNNING COSTS NON DEVOLVED -Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Car Hire and Leasing,Business & Skills Group - Economic Development Directorate,ARVAL (UK) LTD,1032146,165.48,RUNNING COSTS DEVOLVED -Car Hire and Leasing,SN5 6PQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/08/2011,Postage,"Legal, People & Communications Group - Legal Services",NEOPOST LTD,1032149,500,RUNNING COSTS DEVOLVED -Postage,RM1 2AR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032154,226.2,INTERNATIONAL POLICY EU AND UK (SCIENCE BUDGET) -Grants - Current - Other,MK10 1PX,GOV,,,Grants
