Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,20/06/2012,"Transportation of personnel, freight and travel expenses",Central TLB,HAFIF TRAVEL & TOURISM CO. LTD.,,CO AP03 049,Movement of service personnel,"18,506.17"
Ministry of Defence,Ministry of Defence,28/06/2012,Transport hire charges,Central TLB,RYDER DEUTSCHLAND GMBH,,5000079946,Transport other operating lease,"18,505.52"
Ministry of Defence,Ministry of Defence,29/06/2012,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,958086,Consumption of engineering and technical inventory,"18,449.20"
Ministry of Defence,Ministry of Defence,20/06/2012,"Transportation of personnel, freight and travel expenses",Navy Command,AGILITY LOGISTICS LIMITED,RG1 2LG,953001,Movement of service personnel,"18,346.22"
Ministry of Defence,Ministry of Defence,07/06/2012,Rent and rates,Defence Infrastructure Organisation ,KING STURGE LLP,BS8 9AQ,947140,Rent land - non civil estate property + married quarter property,"18,264.19"
Ministry of Defence,Ministry of Defence,28/06/2012,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,957590,Spend on Inventory - General,"18,233.01"
Ministry of Defence,Ministry of Defence,12/06/2012,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,948732,Transport other operating lease,"18,211.20"
Ministry of Defence,Ministry of Defence,22/06/2012,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,954457,Consumption of medical dental and veterinary inventory,"18,169.46"
Ministry of Defence,Ministry of Defence,28/06/2012,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,957860,Research and development excluding defence science and technology laboratory,"18,141.01"
Ministry of Defence,Ministry of Defence,20/06/2012,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,953368,Spend on Inventory - General,"18,123.99"
Ministry of Defence,Ministry of Defence,28/06/2012,Payment of utilities,Defence Infrastructure Organisation ,STADT GUETERSLOH,,5000079954,Utilities consumed - water + sewage,"18,112.85"
Ministry of Defence,Ministry of Defence,22/06/2012,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000014367,Cost of claims/compensation and related expenses against MOD,"18,105.68"
Ministry of Defence,Ministry of Defence,21/06/2012,Spend on Inventory - General,Joint Forces Command,BUNZL UK LIMITED,KT19 8TY,953852,Spend on Inventory - General,"18,083.98"
Ministry of Defence,Ministry of Defence,12/06/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,948703,Consumption of medical dental and veterinary inventory,"18,082.59"
Ministry of Defence,Ministry of Defence,06/06/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,946620,Fiscal asset under construction - capital in year addition,"18,000.00"
Ministry of Defence,Ministry of Defence,07/06/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE HAMELN,,5000078844,Utilities consumed - electricity,"18,000.00"
Ministry of Defence,Ministry of Defence,14/06/2012,Externally delivered education and training,Air Command,QUANTA TRAINING LIMITED,WR1 3EE,950648,External military training ,"17,987.23"
Ministry of Defence,Ministry of Defence,18/06/2012,Purchase of buildings and military equipment ,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,952045,Fiscal asset under construction - capital in year addition,"17,937.60"
Ministry of Defence,Ministry of Defence,20/06/2012,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,953046,Transport other operating lease,"17,921.81"
Ministry of Defence,Ministry of Defence,06/06/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,946543,Medical health services,"17,893.21"
Ministry of Defence,Ministry of Defence,25/06/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,955895,Cost of other material consumed,"17,874.16"
Ministry of Defence,Ministry of Defence,20/06/2012,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,953046,Transport other operating lease,"17,835.42"
Ministry of Defence,Ministry of Defence,28/06/2012,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,957464,Consumption of engineering and technical inventory,"17,804.95"
Ministry of Defence,Ministry of Defence,20/06/2012,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,952990,Consumption of medical dental and veterinary inventory,"17,749.24"
Ministry of Defence,Ministry of Defence,25/06/2012,Purchase of inventory and services ,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,955225,Cost of other material consumed,"17,742.26"
Ministry of Defence,Ministry of Defence,13/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,UB8 2AF,949672,Equipment support non-project costs,"17,663.11"
Ministry of Defence,Ministry of Defence,08/06/2012,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,947723,Spend on Inventory - General,"17,660.03"
Ministry of Defence,Ministry of Defence,09/06/2012,"Transportation of personnel, freight and travel expenses",Central TLB,HAFIF TRAVEL & TOURISM CO. LTD.,,CO AP03 045,Movement of service personnel,"17,557.50"
Ministry of Defence,Ministry of Defence,13/06/2012,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,949470,Cost of other material consumed,"17,511.40"
Ministry of Defence,Ministry of Defence,13/06/2012,Purchase of inventory and services ,Defence Infrastructure Organisation ,C F ANDERSON & SON LIMITED,C06 1HD,949421,Consumption of general inventory,"17,411.65"
Ministry of Defence,Ministry of Defence,28/06/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,ROYAL MAIL GROUP LIMITED,S49 1HQ,957877,Freight movement costs,"17,375.46"
Ministry of Defence,Ministry of Defence,03/06/2012,Estate management,Central TLB,SAUDI CATERING & CONTRACTING CO.,,CO AP03 002,Estate + facilities management services - accommodation inventory + service,"17,301.67"
Ministry of Defence,Ministry of Defence,22/06/2012,Fuel for military use,Defence Equipment & Support,WATSON PETROLEUM LTD,SN15 5DN,955034,Cost of ground diesel fuel consumed,"17,293.93"
Ministry of Defence,Ministry of Defence,22/06/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,REXEL UK LTD,EN6 9EB,954887,Spend on Inventory - General,"17,268.63"
Ministry of Defence,Ministry of Defence,27/06/2012,Payment of utilities,Air Command,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,956891,Utilities consumed - electricity,"17,206.52"
Ministry of Defence,Ministry of Defence,11/06/2012,Estate management,Central TLB,INITIAL SAUDI ARABIA LTD.,,CO AP03 004,Estate + facilities management services - accommodation inventory + service,"17,120.00"
Ministry of Defence,Ministry of Defence,27/06/2012,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,956687,Cost of other material consumed,"17,106.32"
Ministry of Defence,Ministry of Defence,25/06/2012,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000016138,Aviation fuel casual uplift consumed,"17,091.33"
Ministry of Defence,Ministry of Defence,12/06/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,949036,Fees for professional services excluding legal fees,"17,067.79"
Ministry of Defence,Ministry of Defence,08/06/2012,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000015941,Aviation fuel casual uplift consumed,"17,056.44"
Ministry of Defence,Ministry of Defence,06/06/2012,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,SE1 7DU,946231,Fees for professional services excluding legal fees,"17,047.00"
Ministry of Defence,Ministry of Defence,28/06/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,957908,Cost of food purchases,"17,033.88"
Ministry of Defence,Ministry of Defence,19/06/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,952984,Cost of other material consumed,"16,923.07"
Ministry of Defence,Ministry of Defence,29/06/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,RH1 1SH,958146,Freight movement costs,"16,851.38"
Ministry of Defence,Ministry of Defence,13/06/2012,Estate management,Defence Equipment & Support,ELIOR UK PLC,SK11 6ET,949628,Estate + facilities management services - accommodation inventory + service,"16,836.22"
Ministry of Defence,Ministry of Defence,13/06/2012,Spend on Inventory - General,Joint Forces Command,FORBO FLOORING UK LIMITED,DE5 3NT,949641,Spend on Inventory - General,"16,832.00"
Ministry of Defence,Ministry of Defence,06/06/2012,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,946862,Cost of ground diesel fuel consumed,"16,773.00"
Ministry of Defence,Ministry of Defence,15/06/2012,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,951613,Cost of ground diesel fuel consumed,"16,773.00"
Ministry of Defence,Ministry of Defence,27/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,TELEVISION INSTALLATION SERVICES (MANSFIELD) LIMITED,NG18 5BU,957256,Equipment support non-project costs,"16,574.10"
Ministry of Defence,Ministry of Defence,28/06/2012,IT and communication services,Defence Equipment & Support,LOGICA UK LIMITED,CF31 9AP,957680,Computer equipment costing below the capitalisation threshold,"16,574.00"
Ministry of Defence,Ministry of Defence,12/06/2012,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,948782,Spend on Inventory - General,"16,512.01"
Ministry of Defence,Ministry of Defence,28/06/2012,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,957894,Equipment support project costs,"16,422.09"
Ministry of Defence,Ministry of Defence,26/06/2012,Administration,Air Command,VT FLAGSHIP LTD,PO6 4PR,956529,General administration,"16,398.00"
Ministry of Defence,Ministry of Defence,28/06/2012,Purchase of inventory and services ,Joint Forces Command,BOC LIMITED,M28 2UT,957464,Consumption of engineering and technical inventory,"16,333.20"
Ministry of Defence,Ministry of Defence,14/06/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,950028,Consumption of medical dental and veterinary inventory,"16,305.05"
Ministry of Defence,Ministry of Defence,29/06/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,958688,Spend on Inventory - General,"16,296.46"
Ministry of Defence,Ministry of Defence,18/06/2012,Environmental clear up,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,951743,Non nuclear environmental decommissioning liability provision payment against provision,"16,235.05"
Ministry of Defence,Ministry of Defence,27/06/2012,IT and communication services,Central TLB,BRITISH TELECOM AL-SAUDIA LTD.,,CO AP03 040,Computer equipment costing below the capitalisation threshold,"16,230.33"
Ministry of Defence,Ministry of Defence,06/06/2012,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,946862,Cost of ground diesel fuel consumed,"16,125.12"
Ministry of Defence,Ministry of Defence,27/06/2012,Estate management,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,957381,Works - estate management,"16,050.66"
Ministry of Defence,Ministry of Defence,27/06/2012,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,956894,Cost of clothing and textile services received,"16,036.07"
Ministry of Defence,Ministry of Defence,15/06/2012,Payment of utilities,Defence Equipment & Support,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,951156,Utilities consumed - electricity,"15,984.30"
Ministry of Defence,Ministry of Defence,19/06/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,952899,Cost of food purchases,"15,978.85"
Ministry of Defence,Ministry of Defence,06/06/2012,Payment of utilities,Joint Forces Command,GB OILS LIMITED,FK5 4RB,946509,Utilities consumed - heating oil,"15,950.50"
Ministry of Defence,Ministry of Defence,14/06/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,950870,Cost of other material consumed,"15,917.41"
Ministry of Defence,Ministry of Defence,15/06/2012,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,951042,Works in aid of disposal,"15,917.14"
Ministry of Defence,Ministry of Defence,11/06/2012,Payment of utilities,Joint Forces Command,GB OILS LIMITED,FK5 4RB,948245,Utilities consumed - heating oil,"15,761.51"
Ministry of Defence,Ministry of Defence,20/06/2012,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,953046,Equipment support non-project costs,"15,673.08"
Ministry of Defence,Ministry of Defence,29/06/2012,Fuel for military use,Land Forces,EUROSHELL DEUTSCHLAND GMBH,,5000080032,Oil and lubricants consumed excluding those from the inventory system,"15,627.09"
Ministry of Defence,Ministry of Defence,11/06/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,948695,Cost of other material consumed,"15,602.47"
Ministry of Defence,Ministry of Defence,08/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,ROCKWELL COLLINS UK LIMITED,RG6 1LA,947885,Equipment support non-project costs,"15,581.96"
Ministry of Defence,Ministry of Defence,18/06/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE RINTELN GMBH,,5000079258,Utilities consumed - electricity,"15,577.60"
Ministry of Defence,Ministry of Defence,15/06/2012,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,951626,Cost of other material consumed,"15,510.04"
Ministry of Defence,Ministry of Defence,28/06/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,957991,Cost of other material consumed,"15,507.67"
Ministry of Defence,Ministry of Defence,28/06/2012,Transport hire charges,Navy Command,BUSVERKEHR OSTWESTFALEN GMBH,,5000079883,Transport other hire charge,"15,488.00"
Ministry of Defence,Ministry of Defence,27/06/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,JOSEPH GLEAVE & SON LTD,M32 0NB,956991,Spend on Inventory - General,"15,391.35"
Ministry of Defence,Ministry of Defence,13/06/2012,Estate management,Land Forces,SODEXO LTD,M50 0AL,949927,Estate + facilities management services - accommodation inventory + service,"15,384.02"
Ministry of Defence,Ministry of Defence,25/06/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,PENINSULA PETROLEUM LIMITED,,2000016147,Raw materials and consumable aviation fuel inventory purchased,"15,371.81"
Ministry of Defence,Ministry of Defence,29/06/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,958834,Cost of other material consumed,"15,341.34"
Ministry of Defence,Ministry of Defence,20/06/2012,Spend on Inventory - General,Defence Equipment & Support,HARRINGTON GENERATORS INTERNATIONAL LTD,DE4 4FY,953397,Spend on Inventory - General,"15,282.00"
Ministry of Defence,Ministry of Defence,07/06/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,947105,Medical health services,"15,264.55"
Ministry of Defence,Ministry of Defence,22/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,OCEAN SAFETY LTD,SO14 5QF,954826,Equipment support non-project costs,"15,259.06"
Ministry of Defence,Ministry of Defence,07/06/2012,Rent and rates,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000078847,Rent buildings - non civil estate property and married quarter property,"15,258.20"
Ministry of Defence,Ministry of Defence,25/06/2012,Fees for professional services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,955468,Fees for professional services excluding legal fees,"15,153.61"
Ministry of Defence,Ministry of Defence,25/06/2012,General services and support,Land Forces,CANON (UK) LIMITED,RH2 8BF,955177,Purchase of defence support equipment below capitalisation threshold of £25k.,"15,123.10"
Ministry of Defence,Ministry of Defence,26/06/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BIELEFELD GMBH,,5000079636,Utilities consumed - water + sewage,"15,081.81"
Ministry of Defence,Ministry of Defence,25/06/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,955190,Medical health services,"15,040.01"
Ministry of Defence,British Defence Staff - United States,13/06/2012,Medical treatment & stores and welfare services,Central TLB,MERITAIN HEALTH,,310032,Medical-non hospital treatment,"15,036.69"
Ministry of Defence,Ministry of Defence,25/06/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,955370,Freight movement costs,"15,002.86"
Ministry of Defence,Ministry of Defence,22/06/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,954554,Medical health services,"14,969.03"
Ministry of Defence,Ministry of Defence,26/06/2012,IT and communication services,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,955930,Information technology services,"14,945.75"
Ministry of Defence,Ministry of Defence,26/06/2012,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,956007,Cost of other material consumed,"14,915.39"
Ministry of Defence,Ministry of Defence,26/06/2012,Fees for professional services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,956243,Fees for professional services excluding legal fees,"14,896.09"
Ministry of Defence,Ministry of Defence,14/06/2012,Spend on Inventory - General,Land Forces,BUNZL UK LIMITED,KT19 8TY,950130,Spend on Inventory - General,"14,883.38"
Ministry of Defence,Ministry of Defence,12/06/2012,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,948798,Cost of other material consumed,"14,767.54"
Ministry of Defence,Ministry of Defence,08/06/2012,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,947499,Consumption of medical dental and veterinary inventory,"14,747.22"
Ministry of Defence,Ministry of Defence,11/06/2012,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,948166,Freight movement costs,"14,696.50"
Ministry of Defence,Ministry of Defence,12/06/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,949303,Cost of other material consumed,"14,687.19"
Ministry of Defence,Ministry of Defence,26/06/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,955950,Cost of other material consumed,"14,665.83"
Ministry of Defence,British Defence Staff - United States,27/06/2012,Medical treatment & stores and welfare services,Defence Equipment & Support,MERITAIN HEALTH,,311275,Medical-non hospital treatment,"14,660.58"
Ministry of Defence,Ministry of Defence,25/06/2012,Estate management,Air Command,SODEXO LTD,M50 0AL,955776,Estate + facilities management services - accommodation inventory + service,"14,650.93"
Ministry of Defence,Ministry of Defence,21/06/2012,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,953864,Cost of other material consumed,"14,630.64"
Ministry of Defence,Ministry of Defence,28/06/2012,Medical treatment & stores and welfare services,Central TLB,SERVICES SOUND & VISION CORPORATION,SL9 8TN,957896,Welfare services including sports equipment and ministers of religion.,"14,620.00"
Ministry of Defence,Ministry of Defence,26/06/2012,Food and clothing,Air Command,COTSWOLD OUTDOOR LTD,SN16 9SH,956008,Cost of purchasing and repairing clothing,"14,578.38"
Ministry of Defence,Ministry of Defence,28/06/2012,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,957544,Freight movement costs,"14,529.65"
Ministry of Defence,Ministry of Defence,08/06/2012,Payment of utilities,Land Forces,BP OIL UK LTD,BS11 8DL,947566,Utilities consumed - gas,"14,510.80"
Ministry of Defence,Ministry of Defence,06/06/2012,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,946269,Research and development excluding defence science and technology laboratory,"14,507.73"
Ministry of Defence,Ministry of Defence,18/06/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,952010,Medical health services,"14,482.39"
Ministry of Defence,Ministry of Defence,12/06/2012,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,949221,Equipment support non-project costs,"14,464.85"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,Staff Training,Corporate,BARCLAYCARD,,G - 9000143699 - 00139478,,"14,451.04"
Ministry of Defence,Ministry of Defence,25/06/2012,IT and communication services,Central TLB,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,955469,Information technology services,"14,436.00"
Ministry of Defence,Ministry of Defence,15/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,951456,Equipment support non-project costs,"14,409.22"
Ministry of Defence,Ministry of Defence,27/06/2012,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,956640,Computer equipment costing below the capitalisation threshold,"14,389.19"
Ministry of Defence,Ministry of Defence,21/06/2012,Estate management,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,954031,Estate + facilities management services - accommodation inventory + service,"14,354.89"
Ministry of Defence,Ministry of Defence,20/06/2012,Payment of utilities,Joint Forces Command,GB OILS LIMITED,FK5 4RB,953381,Utilities consumed - heating oil,"14,345.91"
Ministry of Defence,Ministry of Defence,12/06/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,949303,Cost of other material consumed,"14,322.15"
Ministry of Defence,Ministry of Defence,27/06/2012,Payment of utilities,Joint Forces Command,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,956891,Utilities consumed - electricity,"14,305.25"
Ministry of Defence,Ministry of Defence,18/06/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,951745,Medical health services,"14,305.21"
Ministry of Defence,Defence Science and Technology Laboratory,29/06/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000143856 - 00137843,,"14,300.00"
Ministry of Defence,Ministry of Defence,14/06/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DB SCHENKER RAIL (UK) LTD,DN4 5PN,950198,Freight movement costs,"14,278.72"
Ministry of Defence,Ministry of Defence,06/06/2012,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,946878,Cost of other material consumed,"14,277.11"
Ministry of Defence,Ministry of Defence,08/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,947592,Equipment support non-project costs,"14,264.28"
Ministry of Defence,Ministry of Defence,18/06/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,951676,Spend on Inventory - General,"14,258.02"
Ministry of Defence,Ministry of Defence,27/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,DYTECNA LTD,KT13 0TJ,956881,Equipment support non-project costs,"14,181.37"
Ministry of Defence,Ministry of Defence,25/06/2012,Fees for professional services,Joint Forces Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,955468,Fees for professional services excluding legal fees,"14,137.90"
Ministry of Defence,Ministry of Defence,22/06/2012,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,KT19 8TY,954538,Spend on Inventory - General,"14,130.98"
Ministry of Defence,Ministry of Defence,13/06/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,950015,Cost of other material consumed,"14,099.05"
Ministry of Defence,Ministry of Defence,08/06/2012,Fuel for military use,Air Command,HARVEST ENERGY LIMITED,W1G 0PU,947748,Cost of ground diesel fuel consumed,"14,062.62"
Ministry of Defence,Ministry of Defence,20/06/2012,Spend on Inventory - General,Defence Equipment & Support,DYTECNA LTD,KT13 0TJ,953331,Spend on Inventory - General,"14,015.23"
Ministry of Defence,Ministry of Defence,22/06/2012,Spend on Inventory - General,Defence Equipment & Support,OCEAN SAFETY LTD,SO14 5QF,954826,Spend on Inventory - General,"13,943.12"
Ministry of Defence,Ministry of Defence,08/06/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,947594,Medical health services,"13,934.95"
Ministry of Defence,Ministry of Defence,07/06/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,946985,Medical health services,"13,928.74"
Ministry of Defence,Ministry of Defence,06/06/2012,Fees for professional services,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,946269,Fees for professional services excluding legal fees,"13,697.71"
Ministry of Defence,Ministry of Defence,28/06/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,957455,Cost of other material consumed,"13,663.75"
Ministry of Defence,Ministry of Defence,07/06/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,946891,Consumption of medical dental and veterinary inventory,"13,646.65"
Ministry of Defence,Ministry of Defence,06/06/2012,Payment of utilities,Central TLB,GB OILS LIMITED,FK5 4RB,946509,Utilities consumed - heating oil,"13,622.96"
Ministry of Defence,Ministry of Defence,22/06/2012,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,954480,Cost of clothing and textile services received,"13,578.34"
Ministry of Defence,Ministry of Defence,20/06/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,953750,Cost of other material consumed,"13,566.20"
Ministry of Defence,Ministry of Defence,18/06/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE RINTELN GMBH,,5000079258,Utilities consumed - water + sewage,"13,488.60"
Ministry of Defence,Ministry of Defence,15/06/2012,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,950928,Equipment support non-project costs,"13,474.28"
Ministry of Defence,Ministry of Defence,29/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,958431,Equipment support non-project costs,"13,434.00"
Ministry of Defence,Ministry of Defence,06/06/2012,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,946862,Cost of ground diesel fuel consumed,"13,421.14"
Ministry of Defence,Ministry of Defence,15/06/2012,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,951613,Cost of ground diesel fuel consumed,"13,421.14"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,Consumable Materials,Operations,BARCLAYCARD,,G - 9000143699 - 00139478,,"13,406.06"
Ministry of Defence,Ministry of Defence,18/06/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,952438,Cost of other material consumed,"13,389.05"
Ministry of Defence,Ministry of Defence,25/06/2012,Estate management,Air Command,XEROX (UK) LIMITED,BN13 1QG,955893,Estate + facilities management services - accommodation inventory + service,"13,350.00"
Ministry of Defence,Ministry of Defence,28/06/2012,Design services and minor equipment purchases,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,957630,Equipment support non-project costs,"13,321.99"
Ministry of Defence,Ministry of Defence,22/06/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,955048,Cost of other material consumed,"13,225.02"
Ministry of Defence,Ministry of Defence,07/06/2012,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,947033,Capital spares engineering and technical inventory fiscal capital in year addition,"13,190.32"
Ministry of Defence,Ministry of Defence,11/06/2012,Purchase of inventory and services ,Air Command,SANOFI PASTEUR MSD LTD,SL6 1QP,948568,Consumption of medical dental and veterinary inventory,"13,060.99"
