Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,01/10/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106147313,"75,668.79"
Communities & Local Government,DCLG,01/10/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106147368,"162,292.28"
Communities & Local Government,DCLG,01/10/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106147394,"917,300.17"
Communities & Local Government,DCLG,01/10/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106147402,"337,050.72"
Communities & Local Government,DCLG,01/10/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106147404,"8,742.98"
Communities & Local Government,DCLG,01/10/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106147406,"82,637.84"
Communities & Local Government,DCLG,01/10/2010,Steady State Service Provision,"Local Gov & Reg(LG DEL,AME, RfR2)",LA INT COMPUTER CONSULTANTS LTD,5106147305,"5,531.90"
Communities & Local Government,DCLG,01/10/2010,HR Consultancy,Human Resources,PRAESTA PARTNERS LLP,5106147321,"1,674.38"
Communities & Local Government,DCLG,01/10/2010,HR Consultancy,Human Resources,CABINET OFFICE,5106147078,"1,034.00"
Communities & Local Government,DCLG,01/10/2010,Property/Estates Consultancy,Communities Group,LOCAL GOVERNMENT YORKSHIRE & HUMBER,5106147372,"20,000.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BARKING & DAGENHAM LB,5000140248,"-2,400,120.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BARNSLEY MBC,5000140252,"-2,174,152.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BIRMINGHAM CITY CNCL,5000140269,"-18,518,504.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKBURN WITH DARWEN BC,5000140273,"-1,916,643.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKPOOL BC,5000140275,"-2,092,410.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BOLTON MBC,5000140279,"-3,981,585.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BRADFORD MBC,5000140288,"-6,195,177.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BRENT LB,5000140294,"-4,513,345.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BRIGHTON & HOVE CITY COUNCIL,5000140297,"-4,485,650.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BURY MBC,5000140316,"-2,094,760.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",CALDERDALE MBC,5000140317,"-2,509,830.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",COVENTRY CITY CNCL,5000140369,"-5,170,429.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DARLINGTON BC,5000140380,"-1,511,096.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBY CITY CNCL,5000140387,"-3,898,390.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DONCASTER MBC,5000140397,"-3,770,450.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DUDLEY MBC,5000140404,"-4,448,903.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",EALING LB,5000140408,"-5,336,125.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST RIDING OF YORKS,5000140425,"-3,754,617.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ENFIELD LB,5000140438,"-4,475,824.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",GATESHEAD MBC,5000140461,"-3,601,667.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",GREENWICH LB,5000140476,"-2,629,068.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF HACKNEY,5000140481,"-3,237,337.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HALTON BC,5000140482,"-2,041,964.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARINGEY LB,5000140493,"-2,684,028.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARROW LB,5000140499,"-2,130,848.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARTLEPOOL BOROUGH COUNCIL,5000140504,"-1,258,518.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HEREFORDSHIRE DISTRICT COUNCIL,5000140512,"-2,012,490.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLE OF WIGHT CNCL,5000140534,"-1,446,965.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLES OF SCILLY COUNCIL,5000140538,"-77,074.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HULL CITY COUNCIL,5000140553,"-4,140,969.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",KIRKLEES MBC,5000140557,"-4,693,642.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",KNOWSLEY MBC,5000140560,"-1,747,557.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF LAMBETH,5000140561,"-4,700,526.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICESTER CITY CNCL,5000140571,"-4,799,819.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LEWISHAM LB,5000140577,"-2,206,221.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LIVERPOOL CITY COUNCIL,5000140586,"-8,133,665.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LUTON BC,5000140588,"-2,932,016.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MANCHESTER CITY CNCL,5000140596,"-13,301,673.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MEDWAY COUNCIL,5000140602,"-3,292,082.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MIDDLESBROUGH BC,5000140619,"-1,910,394.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NEWCASTLE UPON TYNE DC,5000140631,"-6,187,922.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF NEWHAM,5000140634,"-3,830,256.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH EAST LINCOLN DC,5000140642,"-2,940,629.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH TYNESIDE MBC,5000140654,"-2,589,971.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTINGHAM CITY COUNCIL,5000140668,"-5,808,626.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",OLDHAM MBC,5000140680,"-2,609,944.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",PLYMOUTH CITY CNCL,5000140689,"-3,770,388.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",PORTSMOUTH CITY COUNCIL,5000140694,"-3,545,393.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF REDBRIDGE,5000140701,"-2,326,655.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",REDCAR & CLEVELAND BOROUGH COUNCIL,5000140703,"-1,963,558.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ROCHDALE MBC,5000140716,"-2,777,983.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ROTHERHAM MBC,5000140724,"-3,172,550.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SALFORD CITY CNCL,5000140739,"-3,682,746.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SANDWELL MBC,5000140741,"-4,308,789.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SEFTON MBC,5000140746,"-3,160,953.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SHEFFIELD CITY CNCL,5000140752,"-8,931,243.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH TYNESIDE COUNCIL,5000140793,"-1,319,742.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHEND ON SEA BC,5000140799,"-2,057,497.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHWARK LB,5000140801,"-8,294,833.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ST HELENS MBC,5000140811,"-2,265,681.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",STOKE ON TRENT CITY COUNCIL,5000140825,"-3,620,823.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SUNDERLAND DC,5000140836,"-3,763,716.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",TAMESIDE MBC,5000140848,"-2,548,218.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",TORBAY BC,5000140875,"-1,531,294.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF WAKEFIELD MDC,5000140891,"-5,177,628.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WALSALL MBC,5000140892,"-3,021,491.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WALTHAM FOREST LB,5000140894,"-2,341,061.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WANDSWORTH LB,5000140896,"-4,117,731.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WIGAN MBC,5000140943,"-3,517,026.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WIRRAL MBC,5000140952,"-3,014,734.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WOLVERHAMPTON MBC,5000140958,"-3,291,213.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",CORNWALL COUNCIL,5000140980,"-7,609,362.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DURHAM COUNTY COUNCIL,5000140982,"-4,810,219.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND,5000140984,"-3,149,770.00"
Communities & Local Government,DCLG,04/10/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE COUNCIL,5000140987,"-3,286,079.00"
Communities & Local Government,DCLG,04/10/2010,Agency Staff,Communities Group,DCLG GOVERNMENT PROCUREMENT CARD,1000002488,893.27
Communities & Local Government,DCLG,04/10/2010,Catering,Communities Group,LEEDS CITY COUNCIL,5106147060,156.00
Communities & Local Government,DCLG,04/10/2010,Legal Fees,Communities Group,DENTON WILDE SAPTE LLP,5106147473,"12,340.50"
Communities & Local Government,DCLG,04/10/2010,Fixed Maintenance,Communities Group,INTERSERVE PROJECT SERVICES LTD,5106147462,"144,922.72"
Communities & Local Government,DCLG,04/10/2010,Travel and Subsistence Account,Communities Group,LEEDS CITY COUNCIL,5106147060,24.36
Communities & Local Government,DCLG,04/10/2010,Office Machinery Rental,Communities Group,DANWOOD FINANCE LIMITED,2300001709,-542.38
Communities & Local Government,DCLG,04/10/2010,Professional services,"Local Gov & Reg(LG DEL,AME, RfR2)",VALUATION OFFICE AGENCY,2100195562,"12,280,000.00"
Communities & Local Government,DCLG,04/10/2010,Rent,Communities Group,LEEDS CITY COUNCIL,5106147060,200.00
Communities & Local Government,DCLG,04/10/2010,Research,Housing and Planning,ST ANDREWS UNIVERSITY,5106147484,"196,665.99"
Communities & Local Government,DCLG,04/10/2010,Research,Housing and Planning,AECOM LTD,5106143894,"-8,254.25"
Communities & Local Government,DCLG,04/10/2010,Research,Housing and Planning,AECOM LTD,5106147076,553.04
Communities & Local Government,DCLG,04/10/2010,Research,Housing and Planning,AECOM LTD,5106147360,"3,096.98"
Communities & Local Government,DCLG,04/10/2010,Research,Housing and Planning,AECOM LTD,5106147454,"18,374.18"
Communities & Local Government,DCLG,04/10/2010,Research,Housing and Planning,AECOM LTD,5106147487,"11,962.09"
Communities & Local Government,DCLG,04/10/2010,Research,Housing and Planning,HABINTEG HOUSING ASSOCIATION,5106147476,"2,900.00"
Communities & Local Government,DCLG,04/10/2010,Research,Communities Group,FIRE SERVICE COLLEGE,5106147464,"9,372.50"
Communities & Local Government,DCLG,04/10/2010,Software Licences,Communities Group,CUBIKS LTD,5106147451,"6,300.00"
Communities & Local Government,DCLG,04/10/2010,Training,Housing and Planning,KAPLAN FINANCIAL,5106147411,571.96
Communities & Local Government,DCLG,04/10/2010,Vehicle Maintenance,Human Resources,CYCLESCHEME LTD,5106147059,"1,785.00"
Communities & Local Government,DCLG,04/10/2010,Vehicle hire,Communities Group,LEEDS CITY COUNCIL,5106147060,160.00
Communities & Local Government,DCLG,04/10/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",AVON & SOMERSET POLICE AUTHORITY,5000140242,"3,097,406.00"
Communities & Local Government,DCLG,04/10/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",AVON FIRE AUTHORITY,5000140243,"1,031,898.00"
