Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,10/11/2010,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,5106150610,"3,800.00"
Communities & Local Government,GO,10/11/2010,Travel and Subsistence Account,GONW,REDFERN TRAVEL LIMITED,2100186458,"6,648.08"
Communities & Local Government,GO,10/11/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,2100186576,"-2,233.69"
Communities & Local Government,GO,10/11/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,5106149956,"2,233.69"
Communities & Local Government,GO,11/11/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106150863,"1,017.17"
Communities & Local Government,GO,11/11/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106150763,803.27
Communities & Local Government,GO,11/11/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106150822,"35,072.30"
Communities & Local Government,GO,11/11/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106150833,"15,960.54"
Communities & Local Government,GO,11/11/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106150838,"2,225.16"
Communities & Local Government,GO,11/11/2010,Telephone call costs,GORCU Admin DEL Votd,DCLG GOVERNMENT PROCUREMENT CARD,1000002801,724.84
Communities & Local Government,GO,12/11/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,2100186656,"-1,834.87"
Communities & Local Government,GO,12/11/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106151063,"1,834.87"
Communities & Local Government,GO,12/11/2010,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,5106150687,"8,061.53"
Communities & Local Government,GO,12/11/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106150840,"2,225.16"
Communities & Local Government,GO,12/11/2010,Publicity,GONE,PENNA COMMUNICATIONS,2100186574,761.71
Communities & Local Government,GO,12/11/2010,Publicity,GONE,PENNA COMMUNICATIONS,2100186575,"8,996.64"
Communities & Local Government,GO,12/11/2010,Training,GONE,NORTHERN GUILD FOR PYSCHOTHERAPY,5106150885,"1,825.00"
Communities & Local Government,GO,12/11/2010,Training,GOWM,ANAM CARA LIMITED,2100186617,"1,250.00"
Communities & Local Government,GO,12/11/2010,Training,GOWM,ANAM CARA LIMITED,2100186625,"1,250.00"
Communities & Local Government,GO,12/11/2010,Training,GOWM,WARWICK UNIVERSITY,2100186619,940.20
Communities & Local Government,GO,12/11/2010,Training,GOWM,WARWICK UNIVERSITY,2100186620,"7,560.00"
Communities & Local Government,GO,15/11/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106151055,570.98
Communities & Local Government,GO,15/11/2010,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106151105,"1,861.65"
Communities & Local Government,GO,15/11/2010,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106151020,"3,371.08"
Communities & Local Government,GO,15/11/2010,Licence Fees/Levies,RCU - PAM - Property Asset Management,*PERFORMING RIGHT SOCIETY LTD,2100186652,"3,042.02"
Communities & Local Government,GO,15/11/2010,Professional services,RCU - PAM - Property Asset Management,PINSENT MASONS LLP,5106150624,898.88
Communities & Local Government,GO,15/11/2010,Telephone call costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106151019,"96,846.11"
Communities & Local Government,GO,15/11/2010,Training,GONE,ESRI (UK) LIMITED,5106151091,630.00
Communities & Local Government,GO,15/11/2010,Training,GONW,DCLG GOVERNMENT PROCUREMENT CARD,1000002807,500.00
Communities & Local Government,GO,15/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,2100186580,"6,400.00"
Communities & Local Government,GO,15/11/2010,Training,GOSE,DCLG GOVERNMENT PROCUREMENT CARD,1000002808,"1,189.12"
Communities & Local Government,GO,16/11/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,CB RICHARD ELLIS LTD,5106151173,"22,884.89"
Communities & Local Government,GO,16/11/2010,Agency Staff,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002818,"6,195.49"
Communities & Local Government,GO,16/11/2010,Electricity,RCU - PAM - Property Asset Management,*EON UK PLC,5106151115,633.80
Communities & Local Government,GO,16/11/2010,Electricity,RCU - PAM - Property Asset Management,NPOWER LTD,5106151167,"5,598.59"
Communities & Local Government,GO,16/11/2010,Rent,RCU - PAM - Property Asset Management,CB RICHARD ELLIS LTD,5106151173,"40,940.82"
Communities & Local Government,GO,16/11/2010,Training,GOEM,NEWLINK PROJECT LIMITED,2100186718,734.38
Communities & Local Government,GO,16/11/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106150835,"4,085.54"
Communities & Local Government,GO,16/11/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106150842,"6,676.83"
Communities & Local Government,GO,16/11/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,5106150372,"5,041.40"
Communities & Local Government,GO,16/11/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,5106150925,650.80
Communities & Local Government,GO,16/11/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,SIEMENS FINANCIAL SERVICES LTD,5106151189,820.59
Communities & Local Government,GO,17/11/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,JONES LANG LASALLE,2300002042,"-1,898.78"
Communities & Local Government,GO,17/11/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106150802,"2,507.63"
Communities & Local Government,GO,17/11/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106151312,803.27
Communities & Local Government,GO,17/11/2010,Electricity,RCU - PAM - Property Asset Management,*SOUTHERN ELECTRIC PLC,5106151276,"1,394.80"
Communities & Local Government,GO,17/11/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,2300002043,"-2,153.22"
Communities & Local Government,GO,17/11/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,5106151271,"1,610.96"
Communities & Local Government,GO,17/11/2010,Minor office costs,GONE,DAVID STEWART,2100186779,855.25
Communities & Local Government,GO,17/11/2010,Professional services,RCU - PAM - Property Asset Management,E C HARRIS LLP,5106151210,"17,066.77"
Communities & Local Government,GO,17/11/2010,Rent,RCU - PAM - Property Asset Management,JONES LANG LASALLE,5106151300,"205,086.00"
Communities & Local Government,GO,17/11/2010,Training,GONE,NORTHUMBRIA UNIVERSITY,5106151255,"2,124.00"
Communities & Local Government,GO,17/11/2010,Training,GOYH,GLOBAL ECONOMICS LTD,2100186713,"6,968.25"
Communities & Local Government,GO,18/11/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,CB RICHARD ELLIS LTD,5106151417,"30,376.97"
Communities & Local Government,GO,18/11/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,JONES LANG LASALLE,5106151408,"10,553.85"
Communities & Local Government,GO,18/11/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106151337,"1,017.17"
Communities & Local Government,GO,18/11/2010,Electricity,RCU - PAM - Property Asset Management,GREEN ENERGY UK PLC,5106151324,"1,184.49"
Communities & Local Government,GO,18/11/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,5106150359,"14,847.40"
Communities & Local Government,GO,18/11/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,5106151328,"11,198.83"
Communities & Local Government,GO,18/11/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,5106151429,"11,229.25"
Communities & Local Government,GO,18/11/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,5106151284,933.77
Communities & Local Government,GO,18/11/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,5106151286,816.16
Communities & Local Government,GO,18/11/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,5106151422,"1,174.26"
Communities & Local Government,GO,18/11/2010,Post,GONW,GOVERNMENT CAR & DESPATCH AGENCY,5106151410,692.08
Communities & Local Government,GO,18/11/2010,Post,GONW,GOVERNMENT CAR & DESPATCH AGENCY,5106151411,681.50
Communities & Local Government,GO,18/11/2010,Post,GOSE,GOVERNMENT CAR & DESPATCH AGENCY,5106151183,911.80
Communities & Local Government,GO,18/11/2010,Post,GOWM,GOVERNMENT CAR & DESPATCH AGENCY,2300002057,"-2,086.55"
Communities & Local Government,GO,18/11/2010,Professional services,RCU - PAM - Property Asset Management,ENTEC UK LTD,5106151344,"16,158.01"
Communities & Local Government,GO,18/11/2010,Rent,RCU - PAM - Property Asset Management,CB RICHARD ELLIS LTD,5106151417,"54,343.75"
Communities & Local Government,GO,18/11/2010,Rent,RCU - PAM - Property Asset Management,JONES LANG LASALLE,5106151408,"463,252.56"
Communities & Local Government,GO,18/11/2010,Training,GONW,FGI LTD,5106151335,"4,987.88"
Communities & Local Government,GO,18/11/2010,Training,GONW,FGI LTD,5106151336,"3,889.25"
Communities & Local Government,GO,18/11/2010,Training,GONW,VOLUNTARY ACTION,5106151406,679.15
Communities & Local Government,GO,18/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106151430,"6,400.00"
Communities & Local Government,GO,18/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106151432,"5,400.00"
Communities & Local Government,GO,18/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106151433,"1,090.00"
Communities & Local Government,GO,18/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106151434,"11,375.00"
Communities & Local Government,GO,18/11/2010,Training,GORCU Admin DEL Votd,BRAY LEINO LTD,5106151431,"2,665.00"
Communities & Local Government,GO,18/11/2010,Training,GOSW,KNOWLEDGE ACADEMY LTD,5106151418,"7,637.50"
Communities & Local Government,GO,18/11/2010,Water,RCU - PAM - Property Asset Management,SOUTH WEST WATER,5106151260,536.46
Communities & Local Government,GO,19/11/2010,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,5106151439,"1,371.58"
Communities & Local Government,GO,19/11/2010,Insurance,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,5106151507,679.80
Communities & Local Government,GO,19/11/2010,Publicity,GONE,PENNA COMMUNICATIONS,2100186857,"8,997.68"
Communities & Local Government,GO,19/11/2010,Publicity,GONE,PENNA COMMUNICATIONS,2100186858,827.97
Communities & Local Government,GO,19/11/2010,Publicity,GONE,PENNA COMMUNICATIONS,2100186859,"2,187.87"
Communities & Local Government,GO,19/11/2010,Publicity,GONE,PENNA COMMUNICATIONS,2100186860,879.38
Communities & Local Government,GO,19/11/2010,Storage,GOSW,IRON MOUNTAIN (UK) LIMITED,2100186867,560.95
Communities & Local Government,GO,19/11/2010,Training,GOE,STEVE HALLS & ASSOCIATES LTD,5106151480,540.50
Communities & Local Government,GO,19/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,2100186660,"1,800.00"
Communities & Local Government,GO,19/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106151513,"6,400.00"
Communities & Local Government,GO,19/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106151514,"2,275.00"
Communities & Local Government,GO,19/11/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106151515,"5,400.00"
Communities & Local Government,GO,19/11/2010,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,5106151510,"3,741.00"
Communities & Local Government,GO,19/11/2010,Training,GOSE,ULT LTD,2100186868,665.00
Communities & Local Government,GO,22/11/2010,"Furniture, Fittings and carpets",RCU - PAM - Property Asset Management,FLEXIFORM BUSINESS FURNITURE LTD,5106151460,"7,677.45"
Communities & Local Government,GO,22/11/2010,"Furniture, Fittings and carpets",RCU - PAM - Property Asset Management,WAGSTAFF BROS LTD,5106151551,549.90
Communities & Local Government,GO,22/11/2010,Post,GOWM,GOVERNMENT CAR & DESPATCH AGENCY,2100186896,"2,347.65"
Communities & Local Government,GO,22/11/2010,Post,GOWM,GOVERNMENT CAR & DESPATCH AGENCY,2300002061,"-2,086.55"
Communities & Local Government,GO,22/11/2010,Training,GOWM,COLLEGE OF FOOT HEALTH PRACTIT'NRS,2100186898,"1,998.75"
Communities & Local Government,GO,22/11/2010,Travel and Subsistence Account,GOSW,UNIVERSITY COLLEGE FALMOUTH,2100186869,860.00
Communities & Local Government,GO,22/11/2010,Waste Disposal and pest control,RCU - PAM - Property Asset Management,AZCOM BUSINESS SOLUTIONS LTD,5106151568,"3,300.00"
Communities & Local Government,GO,23/11/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106151626,"1,152.59"
Communities & Local Government,GO,23/11/2010,Hospitalty,GOL,MITIE CATERING SERVICES LTD,2100186966,"1,002.23"
Communities & Local Government,GO,23/11/2010,Hospitalty,GOL,MITIE CATERING SERVICES LTD,2100186968,933.87
Communities & Local Government,GO,23/11/2010,Hospitalty,GOL,MITIE CATERING SERVICES LTD,2100186969,600.68
Communities & Local Government,GO,23/11/2010,Hospitalty,GOL,MITIE CATERING SERVICES LTD,2100186971,701.95
Communities & Local Government,GO,23/11/2010,Post,GONE,DCLG GOVERNMENT PROCUREMENT CARD,1000002827,"1,006.98"
Communities & Local Government,GO,23/11/2010,Post,GORCU Admin DEL Votd,GOVERNMENT CAR & DESPATCH AGENCY,5106151649,857.00
Communities & Local Government,GO,24/11/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,*BRB (RESIDUARY) LTD,2100187047,"-14,727.45"
Communities & Local Government,GO,24/11/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,*BRB (RESIDUARY) LTD,5106151783,"14,727.45"
Communities & Local Government,GO,24/11/2010,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,5106151492,724.69
Communities & Local Government,GO,24/11/2010,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,5106151517,-611.32
Communities & Local Government,GO,24/11/2010,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,5106151751,554.29
Communities & Local Government,GO,24/11/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,SIMPSON (YORK) LTD,5106151714,"2,150.00"
Communities & Local Government,GO,24/11/2010,Legal Consultancy,RCU - PAM - Property Asset Management,FIELD FISHER WATERHOUSE LLP,5106151741,"4,466.53"
Communities & Local Government,GO,24/11/2010,Rates,RCU - PAM - Property Asset Management,BIRMINGHAM CITY COUNCIL,5106151797,"78,133.00"
Communities & Local Government,GO,24/11/2010,Rates,RCU - PAM - Property Asset Management,BIRMINGHAM CITY COUNCIL,5106151800,"15,782.00"
