Communities & Local Government,PINS,11/09/2012,Accommodation Service Charges,Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106183277,to correct misposting of credit note,WD24 4WW,"3,352.93",
Communities & Local Government,PINS,11/09/2012,Accommodation Service Charges,Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106183292,TFM contract for TQH until 30/09/12,WD24 4WW,"106,974.48",
Communities & Local Government,PINS,11/09/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183239,Agency Staff x 2 for 3 months,SW20 0BA,388.78,
Communities & Local Government,PINS,11/09/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183241,Agency Staff x 2 for 3 months,SW20 0BA,294.04,
Communities & Local Government,PINS,11/09/2012,Cmmunication Telecom Costs,ICT,CABLE & WIRELESS,,Large,,5106183242,GTN Calls,MK3 5JP,284.95,
Communities & Local Government,PINS,11/09/2012,Courier Services,Estates,CITY LINK,,Large,,5106183246,City Link Postage,WA4 4SN,"1,348.32",
Communities & Local Government,PINS,11/09/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106183229,Postal service,S49 1HQ,"1,724.03",
Communities & Local Government,PINS,11/09/2012,Legal Fees,Legal,LANDMARK CHAMBERS,,Micro,,5106183227,Professional Fees,EC4A 2HG,"3,540.00",
Communities & Local Government,PINS,11/09/2012,Mobile phone costs,ICT,ORANGE (AIRTIME/LINE RENTAL),,Large,,5106183253,Call Charges,S99 6LU,"1,088.98",
Communities & Local Government,PINS,11/09/2012,Telephone call costs,Estates,BT PAYMENT SERVICE LIMITED,,Large,,5106183231,Rental charges,DH98 1BT,286.91,
Communities & Local Government,PINS,11/09/2012,Training,Library,CHARTERED INST OF LIBRARY & INFO,,Large,,5106183264,CILIP CIC 2012,WC1E 7AE,325.00,
Communities & Local Government,PINS,12/09/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183235,Agency Staff x 3 for 6 months,SW20 0BA,382.24,
Communities & Local Government,PINS,12/09/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183237,Agency Staff x 3 for 6 months,SW20 0BA,421.44,
Communities & Local Government,PINS,12/09/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183240,Agency Staff x 3 for 6 months,SW20 0BA,408.37,
Communities & Local Government,PINS,12/09/2012,Cmmunication Telecom Costs,ICT,CABLE & WIRELESS,,Large,,5106183294,GTN Calls,MK3 5JP,300.82,
Communities & Local Government,PINS,12/09/2012,Courier Services,Wales Director,ROYAL MAIL,,Large,,5106183340,Daily Post,S49 1HQ,489.74,
Communities & Local Government,PINS,12/09/2012,Rent,Estates,CB RICHARD ELLIS LTD,,Data Not Provided,,5106183319,Quarter 3 Rent,EC4M 7HP,"947,325.00",
Communities & Local Government,PINS,13/09/2012,Agency Staff,Quality Assurance Unit,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183244,Agency Staff x 1 for 6 months,SW20 0BA,277.69,
Communities & Local Government,PINS,13/09/2012,Training,Finance & Procurement,BPP HOLDINGS PLC,,Data Not Provided,,5106183408,ACCA Training,W12 8AW,"1,865.00",
Communities & Local Government,PINS,13/09/2012,Vehicle hire,Inspector Costs,ENTERPRISE RENT-A-CAR,,Large,,5106183403,August 2012 Car Hire Bill,TW20 8RX,"6,131.26",
Communities & Local Government,PINS,14/09/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106183437,Extension 09/07/12 - 31/12/12 FROZEN,SL6 1DP,"1,196.90",
Communities & Local Government,PINS,14/09/2012,Catering,Change & Secretariat,EUREST,,Large,,5106183410,Refreshments for Official Meetings,BS8 2ND,51.33,
Communities & Local Government,PINS,14/09/2012,Catering,Chief Planning Inspector,EUREST,,Large,,5106183410,Refreshments for Official Meetings,BS8 2ND,582.79,
Communities & Local Government,PINS,14/09/2012,Catering,National Infrastructure Director,EUREST,,Large,,5106183410,Refreshments for Official Meetings,BS8 2ND,60.32,
Communities & Local Government,PINS,14/09/2012,Catering,Energy,EUREST,,Large,,5106183410,Refreshments for Official Meetings,BS8 2ND,12.50,
Communities & Local Government,PINS,17/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183482, ROW  non vat charges,W1T 7RQ,41.83,
Communities & Local Government,PINS,17/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183482,Statutory Advertising - ROW,W1T 7RQ,597.54,
Communities & Local Government,PINS,17/09/2012,Restaurant and Supplies,Group Managers,MITIE CATERING SERVICES LTD,,Large,,5106183452,Hospitality Jan 2012,BS16 7FN,278.40,
Communities & Local Government,PINS,18/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183109, ROW  non vat charges,W1T 7RQ,31.52,
Communities & Local Government,PINS,18/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183109,Statutory Advertising - ROW,W1T 7RQ,450.29,
Communities & Local Government,PINS,18/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183563, ROW  non vat charges,W1T 7RQ,19.86,
Communities & Local Government,PINS,18/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183563,Statutory Advertising - ROW,W1T 7RQ,283.68,
Communities & Local Government,PINS,18/09/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183495,Agency Staff x 2 for 3 months,SW20 0BA,490.06,
Communities & Local Government,PINS,18/09/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183497,Agency Staff x 3 for 6 months,SW20 0BA,483.52,
Communities & Local Government,PINS,18/09/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183499,Agency Staff x 3 for 6 months,SW20 0BA,486.78,
Communities & Local Government,PINS,18/09/2012,Agency Staff,Quality Assurance Unit,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183503,Agency Staff x 1 for 6 months,SW20 0BA,457.38,
Communities & Local Government,PINS,18/09/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183505,Agency Staff x 2 for 3 months,SW20 0BA,434.51,
Communities & Local Government,PINS,18/09/2012,Courier Services,Estates,CITY LINK,,Large,,5106183491,City Link Postage,WA4 4SN,"1,835.73",
Communities & Local Government,PINS,18/09/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106183501,PINS Postal Charges,S49 1HQ,"2,199.00",
Communities & Local Government,PINS,18/09/2012,Legal Fees,Legal,TREASURY SOLICITORS DEPT,,Public Bodies,,5106183500,Charge for Professional work to 31/08/12,WC2B 4TS,"89,142.00",
Communities & Local Government,PINS,18/09/2012,Legal Fees,Legal,TREASURY SOLICITORS DEPT,,Public Bodies,,5106183508,Charge for Professional work to 31/08/12,WC2B 4TS,"3,606.60",
Communities & Local Government,PINS,18/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183536,Printer Paper,NR3 1PD,979.78,
Communities & Local Government,PINS,18/09/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106183552,Air travel Aug 2012,BD1 3AZ,794.21,
Communities & Local Government,PINS,18/09/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106183552,Rail ticketing fee Aug 2012,BD1 3AZ,537.21,
Communities & Local Government,PINS,18/09/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106183552,Rail tickets Aug 2012,BD1 3AZ,"9,847.42",
Communities & Local Government,PINS,18/09/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106183552,Hotel bookings Aug 2012,BD1 3AZ,"20,720.23",
Communities & Local Government,PINS,18/09/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106183552,GPS charge Aug 2012,BD1 3AZ,193.58,
Communities & Local Government,PINS,18/09/2012,Travel and Subsistence Account,Admin Support,REDFERN TRAVEL LIMITED,,Small,,5106183552,Service charge Aug 2012,BD1 3AZ,279.52,
Communities & Local Government,PINS,18/09/2012,Vehicle hire,Admin Support,ENTERPRISE RENT-A-CAR,,Large,,5106183490,Car Hire Damage,TW20 8RX,324.95,
Communities & Local Government,PINS,19/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183636, ROW  non vat charges,W1T 7RQ,152.49,
Communities & Local Government,PINS,19/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183636,Statutory Advertising - ROW,W1T 7RQ,"2,178.47",
Communities & Local Government,PINS,20/09/2012,Training,Inspector Costs,PROFESSOR JOHN GLASSON,,Data Not Provided,,2100002684,FEES & EXPENSES 27.6 to 7.8.2013,OX3 8NU,"4,212.15",
Communities & Local Government,PINS,21/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183655,9150050 - A4 Closed Loop Paper,NR3 1PD,653.18,
Communities & Local Government,PINS,24/09/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106183727,Extension 09/07/12 - 31/12/12 FROZEN,SL6 1DP,"1,196.90",
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,0060010 - Buff Singlefold Folders,NR3 1PD,5.40,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,0073024 - Typewriter Labels,NR3 1PD,1.42,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,0260191 - Envelopes 110x220mm,NR3 1PD,55.84,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,0271511 - Envelopes 229x162mm,NR3 1PD,66.02,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,0271513 - Envelopes 324x229mm,NR3 1PD,54.42,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,0340318 - Telephone Handset,NR3 1PD,252.48,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,8300013 - Red Marker Pens,NR3 1PD,1.55,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9340021 - Elastic Bands 180x6mm,NR3 1PD,10.80,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9340023 - Elastic Bands 180x9mm,NR3 1PD,10.80,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9381001 - Suspension Files,NR3 1PD,36.92,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9390002 - Storage Boxes,NR3 1PD,60.41,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9400102 - Presentation Folders,NR3 1PD,141.12,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9420038 - Blue Singlefold Folders,NR3 1PD,28.26,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9420042 - Red Singlefold Folder,NR3 1PD,11.30,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9424021 - Buff Wallet With Flap,NR3 1PD,18.00,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9631017 - Cleaning Spray 250ml,NR3 1PD,1.19,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9635006 - Screen Wipes,NR3 1PD,5.26,
Communities & Local Government,PINS,24/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183760,9635011 - Air Duster,NR3 1PD,135.28,
Communities & Local Government,PINS,24/09/2012,Steady State Service Provision,IPC (agreed pre-integration),GOVT ACTUARYS DEPARTMENT,,Public Bodies,,5106183725,Actuarial Services ending 31/08/2012,EC4A 1AB,"2,644.50",
Communities & Local Government,PINS,24/09/2012,Vehicle hire,Inspector Costs,ENTERPRISE RENT-A-CAR,,Large,,5106183726,Damage to Hire Car,TW20 8RX,532.30,
Communities & Local Government,PINS,25/09/2012,Agency Staff,Quality Assurance Unit,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183779,Agency Staff x 1 for 6 months,SW20 0BA,470.45,
Communities & Local Government,PINS,25/09/2012,IT - Software Maintenance,ICT,SOFTCAT LTD,,Large,,5106183710,Clearswift secure web appliance,SL7 1TB,"11,138.40",
Communities & Local Government,PINS,25/09/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106183771,HP C9393AE YELLOW INK CARTS FOR 7680.,NG11 7EP,311.28,
Communities & Local Government,PINS,25/09/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106183771,HP CN045AE BLACK INK CARTS FOR 8600.,NG11 7EP,"1,306.80",
Communities & Local Government,PINS,25/09/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106183771,HP CN046AE CYAN INK CARTS FOR 8600.,NG11 7EP,805.80,
Communities & Local Government,PINS,25/09/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106183771,HP CN048AE YELLOW INK CARTS 8600.,NG11 7EP,805.80,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,BANNER A4 PREST/BDR 25MM WHITE.,NR3 1PD,56.30,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,BANNER A4 PREST/BDR 38MM WHITE.,NR3 1PD,63.07,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,BANNER A4 SPIRAL N/BOOK.,NR3 1PD,16.61,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,BANNER ECON WALLETS BUFF,NR3 1PD,36.00,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,BANNER ENV DL SIZE 110X220M WINDOW.,NR3 1PD,50.22,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,BANNER OS PREST/BINDERS 60MM WHITE.,NR3 1PD,56.45,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,BANNER PLAIN MANILA COL DIVIDERS.,NR3 1PD,26.88,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,BANNER SUSP FILES F/SCAP.,NR3 1PD,147.70,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,CASEBOUND NOTEBOOK A4.,NR3 1PD,16.32,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,DORMY REP INKPAD 6/4750/2 RED/BLUE.,NR3 1PD,9.67,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,RAPESCO CLIPBOARDS.,NR3 1PD,33.36,
Communities & Local Government,PINS,25/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183773,SJA STANDARD MOTORISTS AID KIT.,NR3 1PD,5.38,
Communities & Local Government,PINS,25/09/2012,Steady State Service Provision,Human Resources,LOGICA IT SERVICES UK LTD,,Large,,5106183863,correct misposting of inv no.,CF31 9AP,"-3,995.05",
Communities & Local Government,PINS,25/09/2012,Steady State Service Provision,Human Resources,LOGICA IT SERVICES UK LTD,,Large,,5106183864,correct misposting of inv no.,CF31 9AP,"3,995.05",
Communities & Local Government,PINS,26/09/2012,Conferences and Meeting Facilities,Common Land,OTS PGO VENDOR,,Not assigned,,2100002847,12-1625 Telscomber Town Council,#,500.00,
Communities & Local Government,PINS,26/09/2012,Courier Services,Estates,CITY LINK,,Large,,5106183854,City Link Postage,WA4 4SN,"1,885.05",
Communities & Local Government,PINS,26/09/2012,Mobile phone costs,Admin Support,VODAFONE UK,,Large,,5106183811,Mobile Phones,NG24 2EG,"1,958.10",
Communities & Local Government,PINS,26/09/2012,Steady State Service Provision,IPC (agreed pre-integration),AON HEWITT LIMITED,,Large,,5106183809,Professional Services,KT18 5BS,"1,188.00",
Communities & Local Government,PINS,26/09/2012,Training,Human Resources,HERMANN INTERNATIONAL LTD,,Data Not Provided,,5106182750,HDBI Certificate 2012,WC1N 2EB,"1,920.00",
Communities & Local Government,PINS,27/09/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183775,Agency Staff x 2 for 3 months,SW20 0BA,490.06,
Communities & Local Government,PINS,27/09/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183778,Agency Staff x 3 for 6 months,SW20 0BA,486.78,
Communities & Local Government,PINS,27/09/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183780,Agency Staff x 2 for 3 months,SW20 0BA,483.52,
Communities & Local Government,PINS,27/09/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183783,Agency Staff x 3 for 6 months,SW20 0BA,486.78,
Communities & Local Government,PINS,27/09/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106183899,Agency Staff x 3 for 6 months,SW20 0BA,490.06,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183904,BANNER 4D RING BINDERS - WHITE,NR3 1PD,63.07,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183904,BANNER ADJ FOOTRESTS,NR3 1PD,86.28,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183904,BANNER ECONOMYBUFF SQUARE CUT FLDRS,NR3 1PD,27.00,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183904,BANNER HEAVY DUTY DOC WALLETS,NR3 1PD,484.56,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183904,BANNER PRES/BINDERS 60MM - WHITE,NR3 1PD,141.12,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183904,CASIO DESK CALCULATOR,NR3 1PD,55.08,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183904,INDX PURPLE COLOURED DIVIDERS,NR3 1PD,40.80,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183919,BANNER CLOSED LOOP A4 PAPER,NR3 1PD,653.18,
Communities & Local Government,PINS,27/09/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106183919,PLOTTER PAPER ROLLS,NR3 1PD,542.88,
Communities & Local Government,PINS,27/09/2012,Vehicle hire,Energy,OTS PGO VENDOR,,Not assigned,,2100002868,T2823/2012 Bay Towage & Salvage Co LTD,#,"1,100.00",
