"The methodology used for the Best Value Performance Indicators, National Indicators and DfT collation remained the same.",,,,,,,,,,,
"3 Data are only available at ITA or London level, and therefore figures quoted are for Transport for London. Greater Manchester ITA, Merseyside ITA,",,,,,,,,,,,
"Tyne and Wear ITA, West Midlands ITA, South Yorkshire ITA and West Yorkshire ITA respectively.  Isles of Scilly are not included.",,,,,,,,,,,
"4 Local Government was reorganised in April 2009. County Councils were converted to one or more Unitary Authorities in these areas, removing districts.",,,,,,,,,,,
"5 These authorities reported changes to punctuality monitoring in 2011/12, which means data may not be directly comparable with previous years.",,,,,,,,,,,
,,,,,,,,,,,
R Figures for 2008/09 and 2009/10 have been revised to correct an error in the figures previously published for this area.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Telephone: 020 7944 3094,,,,,,,,,,,
Email: bus.statistics@dft.gsi.gov.uk,,,,,,,,,,,
Notes & definitions (http://assets.dft.gov.uk/statistics/series/buses/bus-notes-definitions.pdf) ,,,,,,,,,,,
,,,,,,,,,,,
Source: Local Authorities,,,,,,,,,,,
Last updated: 20 September 2012,,,,,,,,,,,
Next update: Autumn 2013,,,,,,,,,,,

The figures in this table are outside the scope of National Statistics,,,,,,,,,,,
